"plh0187","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Very often","2017","direct migration background","Female","107","0.0465766461921684","0.0383685348328488","0.0547847575514881"
"Very often","2017","direct migration background","Male","36","0.0179096115678801","0.0121699792199154","0.0236492439158448"
"Very often","2017","indirect migration background","Female","49","0.0455980330090174","0.0320589456946875","0.0591371203233474"
"Very often","2017","indirect migration background","Male","12","","",""
"Very often","2017","no migration background","Female","362","0.0348915814742276","0.0314380639017007","0.0383450990467546"
"Very often","2017","no migration background","Male","139","0.015585654950995","0.0130858985425222","0.0180854113594679"
"Very rare","2017","direct migration background","Female","425","0.15514422877549","0.141042403144505","0.169246054406476"
"Very rare","2017","direct migration background","Male","584","0.245275995495445","0.226655687256398","0.263896303734492"
"Very rare","2017","indirect migration background","Female","148","0.169760293805907","0.145395065744433","0.19412552186738"
"Very rare","2017","indirect migration background","Male","236","0.26941588586032","0.238220935857677","0.300610835862962"
"Very rare","2017","no migration background","Female","1951","0.17066689548486","0.163586582827803","0.177747208141917"
"Very rare","2017","no migration background","Male","2838","0.289478560029613","0.280325991476858","0.298631128582368"
"Often","2018","direct migration background","Female","306","0.137673249115669","0.1239708995098","0.151375598721538"
"Often","2018","direct migration background","Male","160","0.0926215076667499","0.0797872658197523","0.105455749513747"
"Often","2018","indirect migration background","Female","127","0.141997966216791","0.119576785906611","0.164419146526971"
"Often","2018","indirect migration background","Male","47","0.0565113002365768","0.0401806498102531","0.0728419506629006"
"Often","2018","no migration background","Female","1156","0.112724786756215","0.106676816866273","0.118772756646158"
"Often","2018","no migration background","Male","500","0.059843130991868","0.0549670213207272","0.0647192406630088"
"Rarely","2018","direct migration background","Female","736","0.289772269441007","0.271731229946452","0.307813308935562"
"Rarely","2018","direct migration background","Male","712","0.368038418485142","0.346687725683074","0.38938911128721"
"Rarely","2018","indirect migration background","Female","327","0.339373029183066","0.308957872146781","0.36978818621935"
"Rarely","2018","indirect migration background","Male","283","0.404985834181996","0.370268125878566","0.439703542485425"
"Rarely","2018","no migration background","Female","3766","0.345614333892076","0.336519736116894","0.354708931667257"
"Rarely","2018","no migration background","Male","3592","0.399944295441934","0.389873548407038","0.410015042476829"
"Sometimes","2018","direct migration background","Female","854","0.379433994014973","0.360136698699068","0.398731289330879"
"Sometimes","2018","direct migration background","Male","535","0.282603587886916","0.262669861575145","0.302537314198688"
"Sometimes","2018","indirect migration background","Female","268","0.295383316377361","0.266078251133399","0.324688381621323"
"Sometimes","2018","indirect migration background","Male","183","0.225725788706145","0.19615891080662","0.25529266660567"
"Sometimes","2018","no migration background","Female","3303","0.321569676193809","0.312637425484047","0.33050192690357"
"Sometimes","2018","no migration background","Male","2012","0.23129744967145","0.222629213559122","0.239965685783778"
"Very often","2018","direct migration background","Female","96","0.0436472085291331","0.0355222409763598","0.0517721760819063"
"Very often","2018","direct migration background","Male","40","0.0212392385916159","0.0148561951197843","0.0276222820634475"
"Very often","2018","indirect migration background","Female","52","0.0681479110873258","0.051960663248801","0.0843351589258507"
"Very often","2018","indirect migration background","Male","13","","",""
"Very often","2018","no migration background","Female","350","0.038968138674649","0.0352673485323666","0.0426689288169313"
"Very often","2018","no migration background","Male","113","0.012882270627232","0.010564092334793","0.015200448919671"
"Very rare","2018","direct migration background","Female","437","0.149473278899218","0.135293805716749","0.163652752081686"
"Very rare","2018","direct migration background","Male","513","0.235497247369576","0.216712623664454","0.254281871074698"
"Very rare","2018","indirect migration background","Female","157","0.155097777135457","0.131844762569703","0.17835079170121"
"Very rare","2018","indirect migration background","Male","242","0.299061478590694","0.266680670469389","0.331442286711999"
"Very rare","2018","no migration background","Female","1929","0.181123064483251","0.173758163155011","0.188487965811491"
"Very rare","2018","no migration background","Male","2873","0.296032853267516","0.286648328155933","0.3054173783791"
"Often","2019","direct migration background","Female","278","0.150748205381858","0.135484910794564","0.166011499969152"
"Often","2019","direct migration background","Male","118","0.0775882784497021","0.0650291395997764","0.0901474172996277"
"Often","2019","indirect migration background","Female","108","0.118201099481195","0.0971904255881677","0.139211773374222"
"Often","2019","indirect migration background","Male","42","0.0481675620474573","0.0333393285438363","0.0629957955510783"
"Often","2019","no migration background","Female","1160","0.118444329035623","0.112257175378693","0.124631482692552"
"Often","2019","no migration background","Male","531","0.0612688031410677","0.0565187035797761","0.0660189027023593"
"Rarely","2019","direct migration background","Female","661","0.314389860190879","0.294584768579904","0.334194951801854"
"Rarely","2019","direct migration background","Male","645","0.387991204842787","0.365114726465533","0.410867683220041"
"Rarely","2019","indirect migration background","Female","335","0.390686239905252","0.358933661419681","0.422438818390824"
"Rarely","2019","indirect migration background","Male","282","0.357270602929546","0.324085393983674","0.390455811875418"
"Rarely","2019","no migration background","Female","3631","0.330670324349913","0.321662362361453","0.339678286338373"
"Rarely","2019","no migration background","Male","3821","0.39075327237936","0.38108919712671","0.40041734763201"
"Sometimes","2019","direct migration background","Female","724","0.36254762347561","0.342040234076751","0.383055012874468"
"Sometimes","2019","direct migration background","Male","465","0.244207507037596","0.224038700994916","0.264376313080275"
"Sometimes","2019","indirect migration background","Female","266","0.273816048029521","0.244796060593425","0.302836035465616"
"Sometimes","2019","indirect migration background","Male","192","0.2564153186317","0.226176206626802","0.286654430636597"
"Sometimes","2019","no migration background","Female","3336","0.333728388958566","0.324699566267053","0.342757211650078"
"Sometimes","2019","no migration background","Male","2253","0.238397311199187","0.229957605563341","0.246837016835034"
"Very often","2019","direct migration background","Female","66","0.0277130348565471","0.0207106939550765","0.0347153757580177"
"Very often","2019","direct migration background","Male","27","","",""
"Very often","2019","indirect migration background","Female","40","0.0595295344777546","0.0441308623687204","0.0749282065867888"
"Very often","2019","indirect migration background","Male","13","","",""
"Very often","2019","no migration background","Female","329","0.0340343323174323","0.0305625830142574","0.0375060816206071"
"Very often","2019","no migration background","Male","113","0.0144275807173492","0.012065724716594","0.0167894367181044"
"Very rare","2019","direct migration background","Female","382","0.144601276095107","0.129598406438452","0.159604145751762"
"Very rare","2019","direct migration background","Male","488","0.275696654222076","0.254718107906125","0.296675200538027"
"Very rare","2019","indirect migration background","Female","158","0.157767078106278","0.134044125271618","0.181490030940937"
"Very rare","2019","indirect migration background","Male","272","0.323280051021465","0.290888945152306","0.355671156890623"
"Very rare","2019","no migration background","Female","2022","0.183122625338467","0.175717058079286","0.190528192597647"
"Very rare","2019","no migration background","Male","3074","0.295153032563036","0.286118962980508","0.304187102145564"
