"plh0187","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","lower secondary degree","1-pers.-HH","219","0.169687644352718","0.149148581520318","0.190226707185119"
"Very rare","2007","lower secondary degree","(Married) couple without C. ","765","0.240383324118817","0.225252829553048","0.255513818684586"
"Very rare","2007","lower secondary degree","Single parent ","48","0.128663439340742","0.0921487696292541","0.16517810905223"
"Very rare","2007","lower secondary degree","Couple + C. LE 16 ","213","0.236615649032768","0.20750851145376","0.265722786611776"
"Very rare","2007","lower secondary degree","Couple + C. GT 16 ","224","0.246042377662199","0.218639674232127","0.273445081092271"
"Very rare","2007","lower secondary degree","Couple + C. LE and GT 16","67","0.184384106053462","0.141961225322629","0.226806986784295"
"Very rare","2007","secondary school degree","1-pers.-HH","146","0.179852755482411","0.153957261527734","0.205748249437088"
"Very rare","2007","secondary school degree","(Married) couple without C. ","437","0.222565052796473","0.203978190864341","0.241151914728605"
"Very rare","2007","secondary school degree","Single parent ","70","0.17594124523155","0.137195496676184","0.214686993786916"
"Very rare","2007","secondary school degree","Couple + C. LE 16 ","250","0.18874798684297","0.167201382271859","0.210294591414082"
"Very rare","2007","secondary school degree","Couple + C. GT 16 ","226","0.209310673583897","0.18532424563484","0.233297101532955"
"Very rare","2007","secondary school degree","Couple + C. LE and GT 16","86","0.167406312061406","0.132322568001718","0.202490056121094"
"Very rare","2007","college entrance qualification","1-pers.-HH","156","0.17450263206307","0.149077100222956","0.199928163903184"
"Very rare","2007","college entrance qualification","(Married) couple without C. ","458","0.248386442975193","0.228681467899149","0.268091418051238"
"Very rare","2007","college entrance qualification","Single parent ","40","0.210796584354667","0.158084470102864","0.263508698606469"
"Very rare","2007","college entrance qualification","Couple + C. LE 16 ","329","0.25518154167402","0.23072809375719","0.27963498959085"
"Very rare","2007","college entrance qualification","Couple + C. GT 16 ","203","0.231684448543827","0.204226840505063","0.259142056582592"
"Very rare","2007","college entrance qualification","Couple + C. LE and GT 16","76","0.22362360367759","0.175163548580788","0.272083658774393"
