"plh0187","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"Often","2007","Rural Area","Female","460","0.135658988778117","0.124479484472984","0.146838493083249"
"Often","2007","Rural Area","Male","240","0.0867394171118994","0.0772085745858029","0.0962702596379958"
"Often","2007","Urban Area","Female","953","0.140094478970356","0.132060616515502","0.14812834142521"
"Often","2007","Urban Area","Male","456","0.0880470529380682","0.0811226083707737","0.0949714975053626"
"Rarely","2007","Rural Area","Female","1113","0.29572951405398","0.280829976847613","0.310629051260347"
"Rarely","2007","Rural Area","Male","1298","0.360715690827674","0.344454392135642","0.376976989519705"
"Rarely","2007","Urban Area","Female","2140","0.271994786574785","0.261694814486767","0.282294758662802"
"Rarely","2007","Urban Area","Male","2289","0.348699838772728","0.337054348379759","0.360345329165696"
"Sometimes","2007","Rural Area","Female","1324","0.369878524243981","0.354117029601669","0.385640018886293"
"Sometimes","2007","Rural Area","Male","912","0.286849222780786","0.271533298656181","0.30216514690539"
"Sometimes","2007","Urban Area","Female","2475","0.367038131825696","0.355881505693679","0.378194757957712"
"Sometimes","2007","Urban Area","Male","1667","0.276845067785445","0.265911160500395","0.287778975070496"
"Very often","2007","Rural Area","Female","161","0.0512005501045426","0.0440047311916057","0.0583963690174795"
"Very often","2007","Rural Area","Male","68","0.0290270526778606","0.0233420493526099","0.0347120560031112"
"Very often","2007","Urban Area","Female","319","0.0501669344855788","0.0451142644554188","0.0552196045157388"
"Very often","2007","Urban Area","Male","138","0.0222957924925706","0.0186878756902072","0.025903709294934"
"Very rare","2007","Rural Area","Female","546","0.14753242281938","0.135954294136221","0.159110551502539"
"Very rare","2007","Rural Area","Male","832","0.236668616601781","0.22227557493276","0.251061658270801"
"Very rare","2007","Urban Area","Female","1283","0.170705668143585","0.16199669738058","0.179414638906591"
"Very rare","2007","Urban Area","Male","1883","0.264112248011188","0.25333913108419","0.274885364938187"
"Often","2008","Rural Area","Female","394","0.132432322699411","0.121028752202467","0.143835893196356"
"Often","2008","Rural Area","Male","222","0.0862664225721712","0.0764681857304572","0.0960646594138853"
"Often","2008","Urban Area","Female","881","0.141448973859602","0.133138026734707","0.149759920984497"
"Often","2008","Urban Area","Male","471","0.091368583258027","0.0841183260555118","0.0986188404605423"
"Rarely","2008","Rural Area","Female","1099","0.30033287291678","0.284910921093596","0.315754824739964"
"Rarely","2008","Rural Area","Male","1268","0.382557061736833","0.365595580664419","0.399518542809247"
"Rarely","2008","Urban Area","Female","2104","0.294428272363292","0.283558313430616","0.305298231295968"
"Rarely","2008","Urban Area","Male","2225","0.360600880614546","0.348518277728706","0.372683483500385"
"Sometimes","2008","Rural Area","Female","1208","0.356854961455105","0.340737653522467","0.372972269387742"
"Sometimes","2008","Rural Area","Male","864","0.277312462058419","0.261689001954251","0.292935922162586"
"Sometimes","2008","Urban Area","Female","2312","0.356028549630672","0.344609149719335","0.367447949542009"
"Sometimes","2008","Urban Area","Male","1499","0.260394671490936","0.249351923638312","0.27143741934356"
"Very often","2008","Rural Area","Female","148","0.042030074143043","0.0352793837919076","0.0487807644941783"
"Very often","2008","Rural Area","Male","50","0.0180224722600772","0.0133797232721901","0.0226652212479642"
"Very often","2008","Urban Area","Female","288","0.0491704038906368","0.0440137165945682","0.0543270911867054"
"Very often","2008","Urban Area","Male","101","0.0213536617576619","0.0177161017967887","0.0249912217185351"
"Very rare","2008","Rural Area","Female","545","0.168349768785661","0.155761419332101","0.180938118239222"
"Very rare","2008","Rural Area","Male","750","0.2358415813725","0.221025985040043","0.250657177704957"
"Very rare","2008","Urban Area","Female","1169","0.158923800255797","0.150204538701499","0.167643061810095"
"Very rare","2008","Urban Area","Male","1771","0.266282202878829","0.255159849461692","0.277404556295967"
"Often","2009","Rural Area","Female","415","0.140754719172454","0.128733523606676","0.152775914738232"
"Often","2009","Rural Area","Male","201","0.0751110588745748","0.0656920347203074","0.0845300830288422"
"Often","2009","Urban Area","Female","796","0.13294366699768","0.124501481346439","0.141385852648922"
"Often","2009","Urban Area","Male","398","0.0829475377576689","0.075718138920163","0.0901769365951747"
"Rarely","2009","Rural Area","Female","1073","0.330867159904087","0.314602664030226","0.347131655777948"
"Rarely","2009","Rural Area","Male","1204","0.385994550057274","0.368597088943141","0.403392011171408"
"Rarely","2009","Urban Area","Female","1930","0.293248575346436","0.281928515679773","0.304568635013098"
"Rarely","2009","Urban Area","Male","2093","0.364372834722808","0.351758116170157","0.376987553275458"
"Sometimes","2009","Rural Area","Female","1120","0.334111217510643","0.317806849089155","0.350415585932132"
"Sometimes","2009","Rural Area","Male","789","0.290424956913454","0.274202175818857","0.306647738008051"
"Sometimes","2009","Urban Area","Female","2158","0.361264753631117","0.349320180019736","0.373209327242497"
"Sometimes","2009","Urban Area","Male","1463","0.273736501765374","0.262049131315218","0.285423872215529"
"Very often","2009","Rural Area","Female","132","0.0478920802062512","0.0405107855600411","0.0552733748524612"
"Very often","2009","Rural Area","Male","53","0.0162756326379789","0.0117537964097697","0.0207974688661881"
"Very often","2009","Urban Area","Female","290","0.054936315509561","0.0492705614835881","0.0606020695355338"
"Very often","2009","Urban Area","Male","93","0.0189782410996502","0.0154016388553513","0.0225548433439491"
"Very rare","2009","Rural Area","Female","475","0.146374823206564","0.134156140084912","0.158593506328217"
