"plh0187","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Often","2007","16-34 y.","college entrance qualification","191","0.117904911434019","0.101983057528928","0.13382676533911"
"Often","2007","16-34 y.","lower secondary degree","92","0.116217773449938","0.0937122940101267","0.138723252889749"
"Often","2007","16-34 y.","no degree/no degree yet","34","0.107564804419187","0.0762479877974181","0.138881621040956"
"Often","2007","16-34 y.","Other degree","13","","",""
"Often","2007","16-34 y.","secondary school degree","161","0.123163563973307","0.106040941197469","0.140286186749145"
"Often","2007","35-65 y.","college entrance qualification","263","0.105397673872573","0.0946931743361897","0.116102173408956"
"Often","2007","35-65 y.","lower secondary degree","364","0.117085502027839","0.106358299090162","0.127812704965516"
"Often","2007","35-65 y.","no degree/no degree yet","19","","",""
"Often","2007","35-65 y.","Other degree","81","0.135444091060383","0.110448787468828","0.160439394651938"
"Often","2007","35-65 y.","secondary school degree","366","0.100038745158011","0.0906862868129376","0.109391203503085"
"Often","2007","66 and older","college entrance qualification","44","0.0710770239178208","0.0520826537024395","0.090071394133202"
"Often","2007","66 and older","lower secondary degree","316","0.122438999861402","0.110111308517611","0.134766691205193"
"Often","2007","66 and older","no degree/no degree yet","12","","",""
"Often","2007","66 and older","Other degree","32","0.147632442997654","0.0989539229482036","0.196310963047105"
"Often","2007","66 and older","secondary school degree","58","0.101580626609378","0.0789412200765219","0.124220033142235"
"Rarely","2007","16-34 y.","college entrance qualification","544","0.346974165715474","0.32347330676657","0.370475024664378"
"Rarely","2007","16-34 y.","lower secondary degree","259","0.330058004349207","0.297036785598557","0.363079223099857"
"Rarely","2007","16-34 y.","no degree/no degree yet","114","0.280949932794977","0.235519361261693","0.326380504328261"
"Rarely","2007","16-34 y.","Other degree","46","0.312311179222121","0.237647913699788","0.386974444744455"
"Rarely","2007","16-34 y.","secondary school degree","474","0.302035278921706","0.2781122897608","0.325958268082612"
"Rarely","2007","35-65 y.","college entrance qualification","1144","0.343256542178646","0.326704822123323","0.359808262233968"
"Rarely","2007","35-65 y.","lower secondary degree","1112","0.302944149594594","0.287612436464752","0.318275862724436"
"Rarely","2007","35-65 y.","no degree/no degree yet","28","","",""
"Rarely","2007","35-65 y.","Other degree","220","0.292134224866026","0.258918133986817","0.325350315745236"
"Rarely","2007","35-65 y.","secondary school degree","1373","0.32732888893451","0.312702964846117","0.341954813022904"
"Rarely","2007","66 and older","college entrance qualification","239","0.340507962137809","0.305478066570449","0.375537857705168"
"Rarely","2007","66 and older","lower secondary degree","830","0.295279528862551","0.278123833668816","0.312435224056285"
"Rarely","2007","66 and older","no degree/no degree yet","19","","",""
"Rarely","2007","66 and older","Other degree","48","0.186092917150113","0.132687496131413","0.239498338168814"
"Rarely","2007","66 and older","secondary school degree","242","0.317887706758852","0.282990967770819","0.352784445746886"
"Sometimes","2007","16-34 y.","college entrance qualification","478","0.298229619183265","0.275643433793329","0.320815804573201"
"Sometimes","2007","16-34 y.","lower secondary degree","225","0.32606404394209","0.2931455368338","0.35898255105038"
"Sometimes","2007","16-34 y.","no degree/no degree yet","123","0.318587388315282","0.271492524860488","0.365682251770077"
"Sometimes","2007","16-34 y.","Other degree","53","0.356741849378789","0.279565023688239","0.433918675069339"
"Sometimes","2007","16-34 y.","secondary school degree","447","0.34932072734214","0.32447992980067","0.37416152488361"
"Sometimes","2007","35-65 y.","college entrance qualification","924","0.303070692795921","0.287049229548259","0.319092156043584"
"Sometimes","2007","35-65 y.","lower secondary degree","1045","0.312779990976022","0.297311676576187","0.328248305375857"
"Sometimes","2007","35-65 y.","no degree/no degree yet","40","0.320336410669524","0.235055991620208","0.40561682971884"
"Sometimes","2007","35-65 y.","Other degree","240","0.364247136947402","0.329097238183026","0.399397035711777"
"Sometimes","2007","35-65 y.","secondary school degree","1290","0.332433443814591","0.317749950207801","0.347116937421381"
"Sometimes","2007","66 and older","college entrance qualification","208","0.31155378268301","0.277318655011612","0.345788910354409"
"Sometimes","2007","66 and older","lower secondary degree","860","0.342366494968025","0.324521320335716","0.360211669600333"
"Sometimes","2007","66 and older","no degree/no degree yet","21","","",""
"Sometimes","2007","66 and older","Other degree","74","0.456704187384186","0.388349439948175","0.525058934820197"
"Sometimes","2007","66 and older","secondary school degree","204","0.296408428851709","0.262184833770594","0.330632023932824"
"Very often","2007","16-34 y.","college entrance qualification","45","0.0302280755173056","0.0217750917080417","0.0386810593265695"
"Very often","2007","16-34 y.","lower secondary degree","22","","",""
"Very often","2007","16-34 y.","no degree/no degree yet","19","","",""
"Very often","2007","16-34 y.","Other degree","5","","",""
