"plh0187","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","Couple + C. LE 16 ","vocational + Abi","33","0.0713523356515673","0.0445752383428737","0.0981294329602609","4"
"Often","2007","Couple + C. GT 16 ","vocational + Abi","16","","","","4"
"Often","2007","Couple + C. LE 16 ","middle vocational","155","0.0945869752735817","0.080732766753355","0.108441183793808","4"
"Often","2007","Couple + C. GT 16 ","inadequately","10","","","","4"
"Often","2007","Couple + C. GT 16 ","middle vocational","161","0.0933771413860172","0.0798375704214494","0.106916712350585","4"
"Often","2007","Couple + C. LE 16 ","higher vocational","36","0.107671168934825","0.0756520765473995","0.13969026132225","4"
"Often","2007","Couple + C. GT 16 ","general elemantary","42","0.115664929418506","0.0843619859071671","0.146967872929845","4"
"Often","2007","Couple + C. LE 16 ","higher education","62","0.0946512977780037","0.0752329534680689","0.114069642087939","4"
"Often","2007","Couple + C. GT 16 ","in school","12","","","","4"
"Often","2007","Single parent ","in school","4","","","","4"
"Often","2007","Single parent ","inadequately","5","","","","4"
"Often","2007","Single parent ","general elemantary","34","0.2252544049481","0.166009963204496","0.284498846691704","4"
"Often","2007","Single parent ","middle vocational","96","0.162065422742669","0.13118347619019","0.192947369295149","4"
"Often","2007","Single parent ","vocational + Abi","12","","","","4"
"Often","2007","Single parent ","higher vocational","7","","","","4"
"Often","2007","Single parent ","higher education","26","","","","4"
"Often","2007","Couple + C. LE 16 ","in school","","","","","4"
"Often","2007","Couple + C. LE 16 ","inadequately","3","","","","4"
"Often","2007","Couple + C. LE 16 ","general elemantary","35","0.149892967837935","0.105010948567057","0.194774987108813","4"
"Often","2007","Couple + C. GT 16 ","higher vocational","19","","","","4"
"Often","2007","Couple + C. GT 16 ","higher education","47","0.0589667604468379","0.0410360522358885","0.0768974686577873","4"
"Often","2007","Couple + C. LE and GT 16","in school","12","","","","4"
"Often","2007","Couple + C. LE and GT 16","inadequately","5","","","","4"
"Often","2007","Couple + C. LE and GT 16","general elemantary","24","","","","4"
"Often","2007","Couple + C. LE and GT 16","middle vocational","44","0.0927228943915963","0.0685050347684455","0.116940754014747","4"
"Often","2007","Couple + C. LE and GT 16","vocational + Abi","10","","","","4"
"Often","2007","Couple + C. LE and GT 16","higher vocational","9","","","","4"
"Often","2007","Couple + C. LE and GT 16","higher education","18","","","","4"
"Often","2007","1-pers.-HH","in school","","","","","4"
"Often","2007","1-pers.-HH","inadequately","8","","","","4"
"Often","2007","1-pers.-HH","general elemantary","91","0.180519674102648","0.144123898304201","0.216915449901096","4"
