"plh0187","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","Schleswig-Holstein","lower secondary degree","87","0.325694260710336","0.265520990936825","0.385867530483846"
"Very rare","2007","Schleswig-Holstein","secondary school degree","46","0.205057192237459","0.144719414207969","0.265394970266948"
"Very rare","2007","Schleswig-Holstein","college entrance qualification","51","0.240784444988462","0.174116616418719","0.307452273558204"
"Very rare","2007","Schleswig-Holstein","Other degree","7","","",""
"Very rare","2007","Schleswig-Holstein","no degree/no degree yet","10","","",""
"Very rare","2007","Hamburg","lower secondary degree","17","","",""
"Very rare","2007","Hamburg","secondary school degree","20","","",""
"Very rare","2007","Hamburg","college entrance qualification","25","","",""
"Very rare","2007","Hamburg","Other degree","2","","",""
"Very rare","2007","Hamburg","no degree/no degree yet","4","","",""
"Very rare","2007","Lower Saxony","lower secondary degree","162","0.224903526386098","0.193217980978974","0.256589071793221"
"Very rare","2007","Lower Saxony","secondary school degree","111","0.168807294353781","0.137671699933333","0.199942888774229"
"Very rare","2007","Lower Saxony","college entrance qualification","102","0.238773715589009","0.198524297808325","0.279023133369693"
"Very rare","2007","Lower Saxony","Other degree","19","","",""
"Very rare","2007","Lower Saxony","no degree/no degree yet","9","","",""
"Very rare","2007","Bremen","lower secondary degree","8","","",""
"Very rare","2007","Bremen","secondary school degree","9","","",""
"Very rare","2007","Bremen","college entrance qualification","12","","",""
"Very rare","2007","Bremen","Other degree","1","","",""
"Very rare","2007","Bremen","no degree/no degree yet","","","",""
"Very rare","2007","North Rhine-Westphalia","lower secondary degree","393","0.260549532580817","0.238224887801912","0.282874177359722"
"Very rare","2007","North Rhine-Westphalia","secondary school degree","251","0.272564945778251","0.243838668132843","0.301291223423659"
"Very rare","2007","North Rhine-Westphalia","college entrance qualification","322","0.229740519803393","0.206767002847308","0.252714036759478"
"Very rare","2007","North Rhine-Westphalia","Other degree","70","0.203357945176064","0.156546601424932","0.250169288927196"
"Very rare","2007","North Rhine-Westphalia","no degree/no degree yet","30","0.235568735725137","0.162901190567987","0.308236280882286"
"Very rare","2007","Hesse","lower secondary degree","94","0.197439484667337","0.159683130385259","0.235195838949415"
"Very rare","2007","Hesse","secondary school degree","70","0.187119515024085","0.147272382700047","0.226966647348123"
"Very rare","2007","Hesse","college entrance qualification","95","0.188286087798471","0.151590364105373","0.224981811491569"
"Very rare","2007","Hesse","Other degree","14","","",""
"Very rare","2007","Hesse","no degree/no degree yet","7","","",""
"Very rare","2007","Rhineland-Palatinate,Saarland","lower secondary degree","121","0.215035688529881","0.180221888701294","0.249849488358467"
"Very rare","2007","Rhineland-Palatinate,Saarland","secondary school degree","64","0.236952979442696","0.184453553087987","0.289452405797405"
"Very rare","2007","Rhineland-Palatinate,Saarland","college entrance qualification","68","0.273300611408814","0.218921020380603","0.327680202437024"
"Very rare","2007","Rhineland-Palatinate,Saarland","Other degree","14","","",""
"Very rare","2007","Rhineland-Palatinate,Saarland","no degree/no degree yet","9","","",""
"Very rare","2007","Baden-Württemberg","lower secondary degree","175","0.189874385308736","0.163079151813684","0.216669618803787"
"Very rare","2007","Baden-Württemberg","secondary school degree","119","0.206380974353785","0.174291075330671","0.2384708733769"
"Very rare","2007","Baden-Württemberg","college entrance qualification","186","0.291945398470074","0.256803372402849","0.327087424537298"
