"plh0187","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","(Married) couple without C. ","Female","396","0.11413908485583","0.103898787555316","0.124379382156344","4"
"Often","2007","(Married) couple without C. ","Male","203","0.0690226045958122","0.0608168769070101","0.0772283322846144","4"
"Often","2007","1-pers.-HH","Female","302","0.157633295359388","0.140960645474151","0.174305945244626","4"
"Often","2007","1-pers.-HH","Male","181","0.143696894015265","0.124844794626663","0.162548993403868","4"
"Often","2007","Couple + C. GT 16 ","Female","208","0.134345727993658","0.117994738672634","0.150696717314682","4"
"Often","2007","Couple + C. GT 16 ","Male","113","0.0605810091094587","0.0497395050134151","0.0714225132055023","4"
"Often","2007","Couple + C. LE 16 ","Female","228","0.129720159191833","0.114372067146998","0.145068251236668","4"
"Often","2007","Couple + C. LE 16 ","Male","97","0.0672648824550356","0.0554990661562498","0.0790306987538215","4"
"Often","2007","Couple + C. LE and GT 16","Female","84","0.131616364740749","0.105959951914469","0.157272777567028","4"
"Often","2007","Couple + C. LE and GT 16","Male","44","0.0826189101874896","0.0618501377683528","0.103387682606626","4"
"Often","2007","Single parent ","Female","153","0.190680606625267","0.163076637775615","0.21828457547492","4"
"Often","2007","Single parent ","Male","37","0.136215456895754","0.0983355656008867","0.174095348190622","4"
"Rarely","2007","(Married) couple without C. ","Male","1382","0.371101608939813","0.355463345634854","0.386739872244772","2"
"Rarely","2007","1-pers.-HH","Male","397","0.297579216642852","0.273008249839642","0.322150183446063","2"
"Rarely","2007","Couple + C. GT 16 ","Female","530","0.278570280035377","0.257075932270051","0.300064627800703","2"
"Rarely","2007","1-pers.-HH","Female","464","0.242953245455422","0.223330816734854","0.26257567417599","2"
"Rarely","2007","(Married) couple without C. ","Female","1200","0.307736666106844","0.292872591070177","0.322600741143511","2"
"Rarely","2007","Couple + C. GT 16 ","Male","733","0.36369923261822","0.341837023971416","0.385561441265025","2"
"Rarely","2007","Couple + C. LE 16 ","Female","612","0.321859024666066","0.30051806055296","0.343199988779171","2"
"Rarely","2007","Couple + C. LE and GT 16","Female","190","0.272363608649207","0.238579153481471","0.306148063816943","2"
"Rarely","2007","Couple + C. LE 16 ","Male","648","0.364138291422609","0.341535440697127","0.386741142148091","2"
"Rarely","2007","Couple + C. LE and GT 16","Male","252","0.368679585122207","0.332284254723739","0.405074915520675","2"
"Rarely","2007","Single parent ","Female","176","0.210984893666755","0.182314963686484","0.239654823647027","2"
"Rarely","2007","Single parent ","Male","114","0.36619701058256","0.312995084789611","0.419398936375509","2"
