"plh0187","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","Schleswig-Holstein","Not Employed","89","0.289641640876031","0.234185355406977","0.345097926345085"
"Very rare","2007","Schleswig-Holstein","Employed","113","0.262605080773872","0.217085054990188","0.308125106557557"
"Very rare","2007","Hamburg","Not Employed","28","","",""
"Very rare","2007","Hamburg","Employed","42","0.237993629615539","0.173788946629621","0.302198312601457"
"Very rare","2007","Lower Saxony","Not Employed","141","0.181188347609762","0.152816435778453","0.209560259441072"
"Very rare","2007","Lower Saxony","Employed","266","0.220261994677523","0.196045238727477","0.244478750627569"
"Very rare","2007","Bremen","Not Employed","12","","",""
"Very rare","2007","Bremen","Employed","18","","",""
"Very rare","2007","North Rhine-Westphalia","Not Employed","416","0.245351621842286","0.22456423186286","0.266139011821712"
"Very rare","2007","North Rhine-Westphalia","Employed","672","0.249413240439029","0.23266576758183","0.266160713296228"
"Very rare","2007","Hesse","Not Employed","103","0.18443055081909","0.149552822344151","0.219308279294028"
"Very rare","2007","Hesse","Employed","184","0.175238341679501","0.150685765067299","0.199790918291703"
"Very rare","2007","Rhineland-Palatinate,Saarland","Not Employed","102","0.208262966999954","0.171315420363062","0.245210513636845"
"Very rare","2007","Rhineland-Palatinate,Saarland","Employed","179","0.237525677958348","0.206244637853315","0.268806718063381"
"Very rare","2007","Baden-Württemberg","Not Employed","191","0.189701116291417","0.164597524796329","0.214804707786505"
"Very rare","2007","Baden-Württemberg","Employed","369","0.2298945030449","0.209001360389671","0.250787645700129"
"Very rare","2007","Bavaria","Not Employed","192","0.171540154721307","0.14873820036928","0.194342109073333"
"Very rare","2007","Bavaria","Employed","396","0.186925441632508","0.169446419143264","0.204404464121753"
"Very rare","2007","Berlin","Not Employed","46","0.150835879157417","0.108536899484015","0.19313485883082"
"Very rare","2007","Berlin","Employed","92","0.169957794612812","0.136357111745631","0.203558477479993"
"Very rare","2007","Brandenburg","Not Employed","78","0.205239787686323","0.164896938827929","0.245582636544717"
"Very rare","2007","Brandenburg","Employed","103","0.20676181920614","0.170494344938662","0.243029293473618"
"Very rare","2007","Mecklenburg-Western Pomerania","Not Employed","47","0.223413727459737","0.166394550737183","0.280432904182291"
"Very rare","2007","Mecklenburg-Western Pomerania","Employed","60","0.140815350265833","0.10184308658069","0.179787613950976"
"Very rare","2007","Saxony","Not Employed","107","0.158683349918393","0.12968798388767","0.187678715949117"
"Very rare","2007","Saxony","Employed","146","0.16525337552234","0.141001898123076","0.189504852921603"
"Very rare","2007","Saxony-Anhalt","Not Employed","74","0.207876612609698","0.166805951773987","0.248947273445408"
"Very rare","2007","Saxony-Anhalt","Employed","107","0.224726266769492","0.188066653999516","0.261385879539468"
"Very rare","2007","Thuringia","Not Employed","71","0.176949461947507","0.139550808104207","0.214348115790807"
"Very rare","2007","Thuringia","Employed","100","0.198221541097718","0.16372369148491","0.232719390710527"
"Rarely","2007","Schleswig-Holstein","Not Employed","69","0.262800335107485","0.208987354038088","0.316613316176882"
"Rarely","2007","Schleswig-Holstein","Employed","110","0.343988243152489","0.294848998337142","0.393127487967836"
"Rarely","2007","Hamburg","Not Employed","45","0.353708369909316","0.270554366164466","0.436862373654165"
"Rarely","2007","Hamburg","Employed","72","0.405801056698713","0.331767730311958","0.479834383085468"
"Rarely","2007","Lower Saxony","Not Employed","230","0.303234971643231","0.269376739548292","0.337093203738171"
"Rarely","2007","Lower Saxony","Employed","380","0.318499504100395","0.291275042602534","0.345723965598256"
"Rarely","2007","Bremen","Not Employed","23","","",""
