"plh0187","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","16-34 y.","(0) in school","77","0.238644178451088","0.193402348795557","0.28388600810662"
"Very rare","2007","16-34 y.","(1a) inadequately completed","9","","",""
"Very rare","2007","16-34 y.","(1b) general elementary school","81","0.23391064662904","0.188580158499027","0.279241134759052"
"Very rare","2007","16-34 y.","(1c) basic vocational qualification","112","0.17788176526553","0.144757521929272","0.211006008601787"
"Very rare","2007","16-34 y.","(2b) intermediate general qualification","78","0.203447777208088","0.163183854805312","0.243711699610865"
"Very rare","2007","16-34 y.","(2a) intermediate vocational","195","0.160347209691405","0.137639245760314","0.183055173622496"
"Very rare","2007","16-34 y.","(2c_gen) general maturity certificate","148","0.221636494335363","0.190162859555548","0.253110129115177"
"Very rare","2007","16-34 y.","(2c_voc) vocational maturity certificate","78","0.15265495512788","0.120311464688024","0.184998445567737"
"Very rare","2007","16-34 y.","(3a) lower tertiary education","45","0.197843933531734","0.143574695553304","0.252113171510163"
"Very rare","2007","16-34 y.","(3b) higher tertiary education","78","0.239062080613452","0.194378905107077","0.283745256119828"
"Very rare","2007","35-65 y.","(0) in school","","","",""
"Very rare","2007","35-65 y.","(1a) inadequately completed","21","","",""
"Very rare","2007","35-65 y.","(1b) general elementary school","119","0.173288259592656","0.14447761670086","0.202098902484452"
"Very rare","2007","35-65 y.","(1c) basic vocational qualification","731","0.222568824664687","0.207991498838812","0.237146150490561"
"Very rare","2007","35-65 y.","(2b) intermediate general qualification","18","","",""
"Very rare","2007","35-65 y.","(2a) intermediate vocational","684","0.198810354517801","0.185309552015331","0.212311157020271"
"Very rare","2007","35-65 y.","(2c_gen) general maturity certificate","29","","",""
"Very rare","2007","35-65 y.","(2c_voc) vocational maturity certificate","216","0.230634340215974","0.203235413443294","0.258033266988655"
"Very rare","2007","35-65 y.","(3a) lower tertiary education","258","0.225484916551778","0.20124736605447","0.249722467049087"
"Very rare","2007","35-65 y.","(3b) higher tertiary education","462","0.223502721868418","0.204626173972146","0.242379269764689"
"Very rare","2007","66 and older","(0) in school","","","",""
"Very rare","2007","66 and older","(1a) inadequately completed","13","","",""
"Very rare","2007","66 and older","(1b) general elementary school","118","0.160461741103408","0.134052730274454","0.186870751932362"
"Very rare","2007","66 and older","(1c) basic vocational qualification","489","0.223482211172901","0.205202310758121","0.241762111587681"
"Very rare","2007","66 and older","(2b) intermediate general qualification","13","","",""
"Very rare","2007","66 and older","(2a) intermediate vocational","116","0.231384776623781","0.195068184097673","0.267701369149889"
"Very rare","2007","66 and older","(2c_gen) general maturity certificate","2","","",""
"Very rare","2007","66 and older","(2c_voc) vocational maturity certificate","46","0.243515498092724","0.180105888717528","0.30692510746792"
"Very rare","2007","66 and older","(3a) lower tertiary education","97","0.242116519003801","0.197866824993455","0.286366213014147"
"Very rare","2007","66 and older","(3b) higher tertiary education","114","0.249927229740107","0.210446461871262","0.289407997608952"
"Rarely","2007","16-34 y.","(0) in school","108","0.315249812205318","0.265936474311703","0.364563150098932"
"Rarely","2007","16-34 y.","(1a) inadequately completed","6","","",""
"Rarely","2007","16-34 y.","(1b) general elementary school","99","0.283182603012587","0.234936388802911","0.331428817222262"
"Rarely","2007","16-34 y.","(1c) basic vocational qualification","182","0.363440876372552","0.321777988524497","0.405103764220606"
"Rarely","2007","16-34 y.","(2b) intermediate general qualification","125","0.310506279077663","0.264227400137826","0.356785158017499"
"Rarely","2007","16-34 y.","(2a) intermediate vocational","342","0.29860480818961","0.270282580167086","0.326927036212135"
"Rarely","2007","16-34 y.","(2c_gen) general maturity certificate","217","0.336285114607366","0.300485394346534","0.372084834868198"
"Rarely","2007","16-34 y.","(2c_voc) vocational maturity certificate","169","0.401104426119041","0.357028081996802","0.445180770241279"
"Rarely","2007","16-34 y.","(3a) lower tertiary education","75","0.391449079990306","0.324960199845364","0.457937960135247"
"Rarely","2007","16-34 y.","(3b) higher tertiary education","121","0.267078981511935","0.220727618158193","0.313430344865677"
"Rarely","2007","35-65 y.","(0) in school","","","",""
"Rarely","2007","35-65 y.","(1a) inadequately completed","27","","",""
"Rarely","2007","35-65 y.","(1b) general elementary school","194","0.237590862901721","0.205194202719808","0.269987523083634"
"Rarely","2007","35-65 y.","(1c) basic vocational qualification","1022","0.318164960462268","0.301842690699281","0.334487230225255"
"Rarely","2007","35-65 y.","(2b) intermediate general qualification","24","","",""
"Rarely","2007","35-65 y.","(2a) intermediate vocational","1162","0.329192226885572","0.313295919594655","0.345088534176488"
"Rarely","2007","35-65 y.","(2c_gen) general maturity certificate","34","0.201290748600524","0.130716946811191","0.271864550389856"
"Rarely","2007","35-65 y.","(2c_voc) vocational maturity certificate","304","0.316114470881336","0.285871875261731","0.34635706650094"
"Rarely","2007","35-65 y.","(3a) lower tertiary education","415","0.362511719613062","0.33463047431706","0.390392964909065"
