"plh0187","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","in school","Urban Area","54","0.229895383833636","0.175159119867409","0.284631647799864"
"Very rare","2007","in school","Rural Area","23","","",""
"Very rare","2007","inadequately","Urban Area","26","","",""
"Very rare","2007","inadequately","Rural Area","12","","",""
"Very rare","2007","general elemantary","Urban Area","291","0.18709900179525","0.167189797048392","0.207008206542109"
"Very rare","2007","general elemantary","Rural Area","128","0.174012000658552","0.146806598749185","0.20121740256792"
"Very rare","2007","middle vocational","Urban Area","1515","0.214519322307887","0.204576083231059","0.224462561384716"
"Very rare","2007","middle vocational","Rural Area","762","0.186185597877728","0.173806005687815","0.19856519006764"
"Very rare","2007","vocational + Abi","Urban Area","190","0.206923484019022","0.180188727418467","0.233658240619578"
"Very rare","2007","vocational + Abi","Rural Area","66","0.231431259553475","0.182891070900147","0.279971448206802"
"Very rare","2007","higher vocational","Urban Area","230","0.237418275115736","0.210474055737028","0.264362494494443"
"Very rare","2007","higher vocational","Rural Area","121","0.21975957202863","0.18597267490245","0.25354646915481"
"Very rare","2007","higher education","Urban Area","809","0.242206755722547","0.227209983015895","0.2572035284292"
"Very rare","2007","higher education","Rural Area","245","0.188146761208204","0.16654109862939","0.209752423787018"
"Rarely","2007","in school","Urban Area","71","0.311448825672821","0.251207208355617","0.371690442990025"
"Rarely","2007","in school","Rural Area","37","0.322846376399884","0.237016749056503","0.408676003743266"
"Rarely","2007","inadequately","Urban Area","36","0.259510711725003","0.189821856301319","0.329199567148687"
"Rarely","2007","inadequately","Rural Area","12","","",""
"Rarely","2007","general elemantary","Urban Area","423","0.25829675892582","0.235952090422693","0.280641427428946"
"Rarely","2007","general elemantary","Rural Area","208","0.250477220458725","0.219384751231819","0.28156968968563"
"Rarely","2007","middle vocational","Urban Area","2090","0.305487150286388","0.294329736573717","0.316644563999058"
"Rarely","2007","middle vocational","Rural Area","1324","0.33601128899484","0.320989284313914","0.351033293675767"
"Rarely","2007","vocational + Abi","Urban Area","290","0.323422305099765","0.292550813002617","0.354293797196913"
"Rarely","2007","vocational + Abi","Rural Area","107","0.340274880972479","0.285743619101357","0.394806142843602"
"Rarely","2007","higher vocational","Urban Area","328","0.345316660523292","0.315208117015323","0.375425204031261"
"Rarely","2007","higher vocational","Rural Area","207","0.366720566734774","0.327399480197938","0.40604165327161"
"Rarely","2007","higher education","Urban Area","1122","0.340034896658704","0.323452337730631","0.356617455586777"
"Rarely","2007","higher education","Rural Area","487","0.361794826628762","0.335230929569224","0.3883587236883"
"Sometimes","2007","in school","Urban Area","70","0.318113895058857","0.257526482988932","0.378701307128781"
"Sometimes","2007","in school","Rural Area","41","0.281360442375775","0.198816968176607","0.363903916574943"
"Sometimes","2007","inadequately","Urban Area","52","0.313305368273343","0.239567251578376","0.38704348496831"
"Sometimes","2007","inadequately","Rural Area","25","","",""
"Sometimes","2007","general elemantary","Urban Area","483","0.360502243221794","0.335990576236066","0.385013910207521"
"Sometimes","2007","general elemantary","Rural Area","257","0.363648924986875","0.329129128839926","0.398168721133824"
"Sometimes","2007","middle vocational","Urban Area","2031","0.328464618875115","0.317088197543486","0.339841040206745"
"Sometimes","2007","middle vocational","Rural Area","1216","0.330272844102856","0.315315447875067","0.345230240330644"
"Sometimes","2007","vocational + Abi","Urban Area","262","0.311243052912014","0.280687044007786","0.341799061816242"
"Sometimes","2007","vocational + Abi","Rural Area","83","0.3059498321841","0.252913969987187","0.358985694381014"
"Sometimes","2007","higher vocational","Urban Area","276","0.290209477748253","0.261469513053746","0.318949442442759"
"Sometimes","2007","higher vocational","Rural Area","195","0.334965961886032","0.296455168988773","0.373476754783291"
"Sometimes","2007","higher education","Urban Area","905","0.299902393687801","0.283862607275108","0.315942180100493"
"Sometimes","2007","higher education","Rural Area","385","0.303201370360919","0.277791662260061","0.328611078461778"
"Often","2007","in school","Urban Area","25","","",""
"Often","2007","in school","Rural Area","5","","",""
"Often","2007","inadequately","Urban Area","28","","",""
"Often","2007","inadequately","Rural Area","13","","",""
"Often","2007","general elemantary","Urban Area","204","0.145652553900045","0.127644131696888","0.163660976103202"
"Often","2007","general elemantary","Rural Area","119","0.165630133693208","0.138953706781674","0.192306560604741"
"Often","2007","middle vocational","Urban Area","676","0.112261079083825","0.104614201156771","0.119907957010879"
"Often","2007","middle vocational","Rural Area","368","0.105991036911745","0.0962011851054247","0.115780888718065"
"Often","2007","vocational + Abi","Urban Area","108","0.119455284386408","0.0980514200672986","0.140859148705517"
"Often","2007","vocational + Abi","Rural Area","24","","",""
"Often","2007","higher vocational","Urban Area","95","0.0913467838488747","0.0731031624416307","0.109590405256119"
"Often","2007","higher vocational","Rural Area","47","0.0719736240465466","0.050886030129102","0.0930612179639912"
"Often","2007","higher education","Urban Area","246","0.104630510065511","0.0939163128670842","0.115344707263938"
"Often","2007","higher education","Rural Area","107","0.105794285679315","0.0887911007662852","0.122797470592344"
"Very often","2007","in school","Urban Area","7","","",""
"Very often","2007","in school","Rural Area","8","","",""
"Very often","2007","inadequately","Urban Area","10","","",""
"Very often","2007","inadequately","Rural Area","4","","",""
"Very often","2007","general elemantary","Urban Area","73","0.0484494421570908","0.0374882024858712","0.0594106818283103"
"Very often","2007","general elemantary","Rural Area","34","0.0462317202026403","0.0311632160834607","0.06130022432182"
"Very often","2007","middle vocational","Urban Area","235","0.0392678294467853","0.0345629712836932","0.0439726876098774"
"Very often","2007","middle vocational","Rural Area","128","0.0415392321128315","0.0351934228653865","0.0478850413602765"
"Very often","2007","vocational + Abi","Urban Area","32","0.0389558735827906","0.0261864310855063","0.0517253160800749"
"Very often","2007","vocational + Abi","Rural Area","10","","",""
"Very often","2007","higher vocational","Urban Area","29","","",""
"Very often","2007","higher vocational","Rural Area","7","","",""
"Very often","2007","higher education","Urban Area","53","0.0132254438654367","0.0092265174008275","0.0172243703300458"
"Very often","2007","higher education","Rural Area","33","0.0410627561228001","0.0300929338038593","0.0520325784417408"
"Very rare","2008","in school","Urban Area","54","0.220128156905014","0.167266410305294","0.272989903504735"
"Very rare","2008","in school","Rural Area","23","","",""
"Very rare","2008","inadequately","Urban Area","24","","",""
"Very rare","2008","inadequately","Rural Area","8","","",""
"Very rare","2008","general elemantary","Urban Area","242","0.160269657365844","0.140663949544672","0.179875365187016"
"Very rare","2008","general elemantary","Rural Area","117","0.190018372871756","0.160596309906947","0.219440435836566"
"Very rare","2008","middle vocational","Urban Area","1377","0.209816552449442","0.199655007423183","0.219978097475701"
"Very rare","2008","middle vocational","Rural Area","719","0.202121696266221","0.188970656370422","0.21527273616202"
"Very rare","2008","vocational + Abi","Urban Area","180","0.196787748773396","0.169675080645471","0.223900416901321"
"Very rare","2008","vocational + Abi","Rural Area","50","0.201954588905796","0.154332610609177","0.249576567202415"
"Very rare","2008","higher vocational","Urban Area","206","0.231988712371779","0.204226195414028","0.259751229329531"
"Very rare","2008","higher vocational","Rural Area","96","0.197569768707039","0.163639746661198","0.23149979075288"
"Very rare","2008","higher education","Urban Area","799","0.242538653567594","0.227193351618621","0.257883955516568"
"Very rare","2008","higher education","Rural Area","261","0.216319312362366","0.19306239944694","0.239576225277792"
"Rarely","2008","in school","Urban Area","76","0.292941479881334","0.234877044796616","0.351005914966052"
"Rarely","2008","in school","Rural Area","45","0.460700207595651","0.370381130609131","0.551019284582171"
"Rarely","2008","inadequately","Urban Area","32","0.216157139201097","0.146977557392283","0.285336721009911"
"Rarely","2008","inadequately","Rural Area","14","","",""
"Rarely","2008","general elemantary","Urban Area","410","0.290397674755065","0.266137661650829","0.3146576878593"
"Rarely","2008","general elemantary","Rural Area","199","0.26211967078649","0.229137403070276","0.295101938502704"
"Rarely","2008","middle vocational","Urban Area","2055","0.323502155679453","0.311827402533357","0.335176908825549"
"Rarely","2008","middle vocational","Rural Area","1293","0.333259968893648","0.317823244851426","0.348696692935871"
"Rarely","2008","vocational + Abi","Urban Area","267","0.328870537915793","0.296831925110619","0.360909150720967"
"Rarely","2008","vocational + Abi","Rural Area","107","0.403047394512736","0.344861896938604","0.461232892086869"
"Rarely","2008","higher vocational","Urban Area","309","0.341064150070372","0.309883783803206","0.372244516337539"
"Rarely","2008","higher vocational","Rural Area","228","0.422313476061961","0.380222999469617","0.464403952654304"
"Rarely","2008","higher education","Urban Area","1104","0.361895794371638","0.344691285041693","0.379100303701582"
"Rarely","2008","higher education","Rural Area","443","0.350769758030875","0.323814388499537","0.377725127562212"
"Sometimes","2008","in school","Urban Area","76","0.358837017625538","0.297640750883199","0.420033284367878"
"Sometimes","2008","in school","Rural Area","34","0.275051951193914","0.19413938638856","0.355964515999267"
"Sometimes","2008","inadequately","Urban Area","49","0.43004398781023","0.346837776647231","0.513250198973229"
"Sometimes","2008","inadequately","Rural Area","10","","",""
"Sometimes","2008","general elemantary","Urban Area","428","0.343264204651892","0.31788975965856","0.368638649645223"
"Sometimes","2008","general elemantary","Rural Area","252","0.35898907394028","0.323013223373498","0.394964924507062"
"Sometimes","2008","middle vocational","Urban Area","1855","0.309794409235255","0.29825451222602","0.32133430624449"
"Sometimes","2008","middle vocational","Rural Area","1112","0.320115263919074","0.304837628665187","0.335392899172961"
