"plh0187","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","Schleswig-Holstein","Couple + C. LE 16 ","5","","","","4"
"Often","2007","Schleswig-Holstein","Couple + C. GT 16 ","8","","","","4"
"Often","2007","Schleswig-Holstein","Couple + C. LE and GT 16","1","","","","4"
"Often","2007","Hamburg","1-pers.-HH","10","","","","4"
"Often","2007","Hamburg","(Married) couple without C. ","7","","","","4"
"Often","2007","Hamburg","Single parent ","2","","","","4"
"Often","2007","Hamburg","Couple + C. LE 16 ","3","","","","4"
"Often","2007","Hamburg","Couple + C. GT 16 ","4","","","","4"
"Often","2007","Lower Saxony","1-pers.-HH","36","0.154048498797594","0.108845576018502","0.199251421576687","4"
"Often","2007","Lower Saxony","(Married) couple without C. ","49","0.0845816871653673","0.0635433493424917","0.105620024988243","4"
"Often","2007","Lower Saxony","Single parent ","17","","","","4"
"Often","2007","Lower Saxony","Couple + C. LE 16 ","38","0.0903933626181599","0.0601795784033972","0.120607146832923","4"
"Often","2007","Lower Saxony","Couple + C. GT 16 ","18","","","","4"
"Often","2007","Lower Saxony","Couple + C. LE and GT 16","18","","","","4"
"Often","2007","Bremen","1-pers.-HH","4","","","","4"
"Often","2007","Bremen","(Married) couple without C. ","3","","","","4"
"Often","2007","Bremen","Single parent ","3","","","","4"
"Often","2007","Bremen","Couple + C. LE 16 ","2","","","","4"
"Often","2007","Bremen","Couple + C. GT 16 ","2","","","","4"
"Often","2007","Bremen","Couple + C. LE and GT 16","","","","","4"
"Often","2007","Hamburg","Couple + C. LE and GT 16","","","","","4"
"Often","2007","North Rhine-Westphalia","(Married) couple without C. ","131","0.098463213298464","0.083606847721019","0.113319578875909","4"
"Often","2007","North Rhine-Westphalia","Single parent ","38","0.155462700950021","0.10407562224739","0.206849779652652","4"
"Often","2007","North Rhine-Westphalia","Couple + C. LE 16 ","73","0.120293286226856","0.097765346223206","0.142821226230506","4"
"Often","2007","North Rhine-Westphalia","Couple + C. GT 16 ","67","0.0847921928038511","0.06424353159226","0.105340854015442","4"
"Often","2007","North Rhine-Westphalia","Couple + C. LE and GT 16","24","","","","4"
"Often","2007","North Rhine-Westphalia","1-pers.-HH","100","0.176831692634324","0.146303799092659","0.20735958617599","4"
"Often","2007","Schleswig-Holstein","1-pers.-HH","17","","","","4"
"Often","2007","Schleswig-Holstein","(Married) couple without C. ","16","","","","4"
"Often","2007","Schleswig-Holstein","Single parent ","3","","","","4"
"Often","2007","Baden-Württemberg","(Married) couple without C. ","68","0.0783456354707391","0.0597713758137794","0.0969198951276988","4"
"Often","2007","Baden-Württemberg","Single parent ","33","0.234075211365223","0.161842835445604","0.306307587284842","4"
"Often","2007","Baden-Württemberg","Couple + C. LE 16 ","30","0.054443928427808","0.0335731553752837","0.0753147014803322","4"
"Often","2007","Baden-Württemberg","Couple + C. GT 16 ","32","0.0750492727533207","0.050403163230033","0.0996953822766085","4"
"Often","2007","Baden-Württemberg","Couple + C. LE and GT 16","15","","","","4"
"Often","2007","Bavaria","1-pers.-HH","77","0.174480299278458","0.139178769505823","0.209781829051093","4"
"Often","2007","Bavaria","(Married) couple without C. ","77","0.0891356529969651","0.0714664108006065","0.106804895193324","4"
"Often","2007","Bavaria","Single parent ","17","","","","4"
"Often","2007","Brandenburg","Couple + C. GT 16 ","19","","","","4"
"Often","2007","Brandenburg","Couple + C. LE and GT 16","3","","","","4"
"Often","2007","Mecklenburg-Western Pomerania","1-pers.-HH","9","","","","4"
"Often","2007","Mecklenburg-Western Pomerania","(Married) couple without C. ","12","","","","4"
"Often","2007","Mecklenburg-Western Pomerania","Single parent ","1","","","","4"
"Often","2007","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","6","","","","4"
"Often","2007","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","9","","","","4"
"Often","2007","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","3","","","","4"
"Often","2007","Saxony","1-pers.-HH","35","0.173763059850186","0.125421226008608","0.222104893691763","4"
"Often","2007","Thuringia","Single parent ","9","","","","4"
"Often","2007","Thuringia","Couple + C. LE 16 ","16","","","","4"
"Often","2007","Thuringia","Couple + C. GT 16 ","18","","","","4"
"Often","2007","Thuringia","Couple + C. LE and GT 16","4","","","","4"
"Often","2007","Hesse","1-pers.-HH","35","0.149301737247655","0.0997861702660396","0.198817304229271","4"
"Often","2007","Hesse","(Married) couple without C. ","49","0.116469241836372","0.0894380049020643","0.143500478770679","4"
"Often","2007","Hesse","Single parent ","12","","","","4"
"Often","2007","Hesse","Couple + C. LE 16 ","33","0.122528657041013","0.0853624874252352","0.159694826656792","4"
"Often","2007","Hesse","Couple + C. GT 16 ","9","","","","4"
"Often","2007","Hesse","Couple + C. LE and GT 16","12","","","","4"
"Often","2007","Rhineland-Palatinate,Saarland","1-pers.-HH","34","0.152981742063241","0.102842047633017","0.203121436493465","4"
"Often","2007","Rhineland-Palatinate,Saarland","(Married) couple without C. ","27","","","","4"
"Often","2007","Rhineland-Palatinate,Saarland","Single parent ","9","","","","4"
"Often","2007","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","21","","","","4"
"Often","2007","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","29","","","","4"
"Often","2007","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","8","","","","4"
"Often","2007","Baden-Württemberg","1-pers.-HH","58","0.146029426661627","0.109949485169953","0.1821093681533","4"
"Often","2007","Saxony","(Married) couple without C. ","54","0.126132068232193","0.0995227860704195","0.152741350393966","4"
"Often","2007","Saxony","Single parent ","16","","","","4"
"Often","2007","Saxony","Couple + C. LE 16 ","11","","","","4"
"Often","2007","Saxony","Couple + C. GT 16 ","21","","","","4"
"Often","2007","Saxony","Couple + C. LE and GT 16","12","","","","4"
"Often","2007","Saxony-Anhalt","1-pers.-HH","15","","","","4"
"Often","2007","Saxony-Anhalt","(Married) couple without C. ","28","","","","4"
"Often","2007","Saxony-Anhalt","Single parent ","9","","","","4"
"Often","2007","Saxony-Anhalt","Couple + C. LE 16 ","10","","","","4"
"Often","2007","Saxony-Anhalt","Couple + C. GT 16 ","21","","","","4"
"Often","2007","Saxony-Anhalt","Couple + C. LE and GT 16","2","","","","4"
"Often","2007","Thuringia","1-pers.-HH","21","","","","4"
"Often","2007","Thuringia","(Married) couple without C. ","28","","","","4"
"Often","2007","Bavaria","Couple + C. LE 16 ","56","0.0908019056543419","0.0677729502387531","0.113830861069931","4"
