"plh0187","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","16-34 y.","no migration background","757","0.193383107158231","0.180631284377888","0.206134929938574"
"Very rare","2007","16-34 y.","direct migration background","110","0.229104152811649","0.190057625113029","0.268150680510268"
"Very rare","2007","16-34 y.","indirect migration background","122","0.164654802286636","0.134627281656288","0.194682322916984"
"Very rare","2007","35-65 y.","no migration background","2242","0.216397065199606","0.208311195546921","0.224482934852291"
"Very rare","2007","35-65 y.","direct migration background","259","0.177539459141862","0.156767311698088","0.198311606585637"
"Very rare","2007","35-65 y.","indirect migration background","44","0.210912861010398","0.152441755955045","0.269383966065751"
"Very rare","2007","66 and older","no migration background","942","0.223338687636119","0.210430353312737","0.2362470219595"
"Very rare","2007","66 and older","direct migration background","66","0.153903657363761","0.117669348470133","0.190137966257389"
"Very rare","2007","66 and older","indirect migration background","2","","",""
"Rarely","2007","16-34 y.","no migration background","1252","0.333145452884083","0.317927303309807","0.348363602458358"
"Rarely","2007","16-34 y.","direct migration background","150","0.319366069704721","0.276047982622648","0.362684156786795"
"Rarely","2007","16-34 y.","indirect migration background","172","0.273968409612572","0.237858426427423","0.310078392797722"
"Rarely","2007","35-65 y.","no migration background","3437","0.323996312484492","0.314806691663709","0.333185933305275"
"Rarely","2007","35-65 y.","direct migration background","387","0.282613822246042","0.258137305321589","0.307090339170495"
"Rarely","2007","35-65 y.","indirect migration background","62","0.348490788609206","0.280196683355435","0.416784893862977"
"Rarely","2007","66 and older","no migration background","1266","0.29968250015581","0.285483735200729","0.313881265110891"
"Rarely","2007","66 and older","direct migration background","114","0.298288564921292","0.252349390891296","0.344227738951288"
"Rarely","2007","66 and older","indirect migration background","","","",""
"Sometimes","2007","16-34 y.","no migration background","1129","0.319229772882525","0.304178219736949","0.334281326028101"
"Sometimes","2007","16-34 y.","direct migration background","129","0.30657185369133","0.263733284366225","0.349410423016435"
"Sometimes","2007","16-34 y.","indirect migration background","186","0.351961620533208","0.313294013085963","0.390629227980454"
"Sometimes","2007","35-65 y.","no migration background","3075","0.318764120292472","0.309613795735144","0.327914444849799"
"Sometimes","2007","35-65 y.","direct migration background","433","0.346047060569367","0.320187731946159","0.371906389192575"
"Sometimes","2007","35-65 y.","indirect migration background","51","0.26526627881002","0.201991112313574","0.328541445306466"
"Sometimes","2007","66 and older","no migration background","1250","0.335013572793807","0.320384729733776","0.349642415853839"
"Sometimes","2007","66 and older","direct migration background","121","0.34562967937889","0.297876431588993","0.393382927168788"
"Sometimes","2007","66 and older","indirect migration background","4","","",""
