"plh0187","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","Full Time","Female","294","0.129571209873886","0.116743665014983","0.142398754732788","4"
"Often","2007","Full Time","Male","331","0.0799004079910805","0.072551366697688","0.087249449284473","4"
"Often","2007","Not Working","Female","663","0.142030605593159","0.132068709208317","0.151992501978001","4"
"Often","2007","Not Working","Male","260","0.0983250611080334","0.0881071240127603","0.108542998203306","4"
"Often","2007","Part Time","Female","456","0.140533709939137","0.128892827792492","0.152174592085782","4"
"Often","2007","Part Time","Male","105","0.0913968760733061","0.0756834957224829","0.107110256424129","4"
"Rarely","2007","Full Time","Male","2022","0.373153023038345","0.360044220543806","0.386261825532883","2"
"Rarely","2007","Full Time","Female","853","0.300134140711285","0.282628106792688","0.317640174629882","2"
"Rarely","2007","Not Working","Female","1362","0.272089521102859","0.259389336117115","0.284789706088603","2"
"Rarely","2007","Not Working","Male","1105","0.325660024876878","0.309578479099818","0.341741570653939","2"
"Rarely","2007","Part Time","Female","1038","0.275090700445624","0.26013313185106","0.290048269040188","2"
"Rarely","2007","Part Time","Male","460","0.338608540393256","0.312804062319372","0.364413018467139","2"
"Sometimes","2007","Not Working","Female","1658","0.367243854004919","0.353487269916102","0.381000438093737","3"
"Sometimes","2007","Part Time","Male","372","0.314572798082459","0.289253125532701","0.339892470632217","3"
"Sometimes","2007","Full Time","Male","1316","0.263685677236728","0.251742670847689","0.275628683625768","3"
"Sometimes","2007","Part Time","Female","1181","0.36604514034126","0.349909815862369","0.382180464820151","3"
"Sometimes","2007","Full Time","Female","960","0.371736878395027","0.353277746658582","0.390196010131472","3"
"Sometimes","2007","Not Working","Male","891","0.291129786916089","0.275540264970471","0.306719308861708","3"
"Very often","2007","Full Time","Male","69","0.0178566403502382","0.0142672053913745","0.0214460753091018","5"
"Very often","2007","Full Time","Female","103","0.047351764567321","0.0392392212457613","0.0554643078888807","5"
"Very often","2007","Not Working","Female","232","0.0503406221241158","0.0441009988015701","0.0565802454466614","5"
"Very often","2007","Not Working","Male","111","0.0358750837070689","0.0294929010784449","0.042257266335693","5"
"Very often","2007","Part Time","Female","145","0.0532198298054227","0.045701133722457","0.0607385258883883","5"
"Very often","2007","Part Time","Male","26","","","","5"
"Very rare","2007","Full Time","Female","423","0.151206006452481","0.137522155600482","0.16488985730448","1"
"Very rare","2007","Not Working","Male","895","0.24901004339193","0.234170121703193","0.263849965080668","1"
"Very rare","2007","Not Working","Female","802","0.168295397174947","0.157618727051836","0.178972067298057","1"
"Very rare","2007","Part Time","Female","604","0.165110619468556","0.152674548695185","0.177546690241928","1"
"Very rare","2007","Full Time","Male","1491","0.265404251383608","0.253436380005425","0.277372122761791","1"
"Very rare","2007","Part Time","Male","329","0.233164543653485","0.210107735727639","0.256221351579331","1"
"Often","2008","Full Time","Female","270","0.120599169724154","0.107916926127655","0.133281413320653","4"
"Often","2008","Not Working","Female","602","0.148760176776969","0.138255163456944","0.159265190096995","4"
"Often","2008","Not Working","Male","272","0.104536246592941","0.0936940866572411","0.11537840652864","4"
"Often","2008","Full Time","Male","334","0.0821644581367429","0.074517397688606","0.0898115185848798","4"
"Often","2008","Part Time","Female","403","0.13748191118945","0.125563853112767","0.149399969266133","4"
"Often","2008","Part Time","Male","87","0.0851014645992313","0.0693663609778753","0.100836568220587","4"
"Rarely","2008","Full Time","Female","849","0.328695624540304","0.310402529255062","0.346988719825547","2"
"Rarely","2008","Full Time","Male","1963","0.386103540156173","0.372546354414329","0.399660725898017","2"
"Rarely","2008","Not Working","Female","1307","0.27971161138763","0.266461005023266","0.292962217751995","2"
"Rarely","2008","Not Working","Male","1097","0.349154199732877","0.332261228556394","0.36604717090936","2"
"Rarely","2008","Part Time","Female","1047","0.295580418313188","0.279787872303616","0.311372964322759","2"
"Rarely","2008","Part Time","Male","433","0.339187566673096","0.312489876492193","0.365885256853999","2"
"Sometimes","2008","Full Time","Male","1232","0.250976807682037","0.23890327066588","0.263050344698194","3"
"Sometimes","2008","Part Time","Female","1094","0.355151759201397","0.338588936388042","0.371714582014753","3"
"Sometimes","2008","Full Time","Female","871","0.341284179284611","0.322819676327341","0.359748682241881","3"
"Sometimes","2008","Not Working","Female","1555","0.364922678216726","0.350711141966374","0.379134214467078","3"
"Sometimes","2008","Not Working","Male","804","0.277766206935838","0.261894013076836","0.293638400794839","3"
"Sometimes","2008","Part Time","Male","327","0.293222834341594","0.26755112585107","0.318894542832118","3"
"Very often","2008","Full Time","Female","98","0.0388010730389965","0.0312803602628075","0.0463217858151856","5"
"Very often","2008","Full Time","Male","54","0.0156429989550973","0.0121875346165254","0.0190984632936691","5"
"Very often","2008","Not Working","Female","230","0.0536165146581172","0.0469666904553308","0.0602663388609036","5"
"Very often","2008","Not Working","Male","74","0.0266301022397287","0.020924733410776","0.0323354710686813","5"
"Very often","2008","Part Time","Female","108","0.0430762392843078","0.036049462291908","0.0501030162767075","5"
"Very often","2008","Part Time","Male","23","","","","5"
