"plh0187","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","16-34 y.","Rural Area","160","0.107928770566312","0.0927674004268429","0.123090140705782","4"
"Often","2007","16-34 y.","Urban Area","386","0.12546850972299","0.113821013981974","0.137116005464007","4"
"Often","2007","35-65 y.","Rural Area","369","0.107648974085147","0.0978524337659588","0.117445514404335","4"
"Often","2007","35-65 y.","Urban Area","729","0.112617179979705","0.105512307065298","0.119722052894112","4"
"Often","2007","66 and older","Rural Area","171","0.125476895236916","0.108713191093443","0.142240599380388","4"
"Often","2007","66 and older","Urban Area","294","0.109582382390683","0.0981958552321509","0.120968909549215","4"
"Rarely","2007","16-34 y.","Urban Area","1007","0.31816521991331","0.301787878930484","0.334542560896137","2"
"Rarely","2007","16-34 y.","Rural Area","567","0.333313706624184","0.310280340083303","0.356347073165065","2"
"Rarely","2007","35-65 y.","Rural Area","1357","0.331166548888284","0.316290686814767","0.346042410961801","2"
"Rarely","2007","35-65 y.","Urban Area","2529","0.312607693971362","0.302189303110105","0.323026084832619","2"
"Rarely","2007","66 and older","Rural Area","487","0.312523699653785","0.28906668141734","0.33598071789023","2"
"Rarely","2007","66 and older","Urban Area","893","0.292336603374148","0.275756813971668","0.308916392776627","2"
"Sometimes","2007","35-65 y.","Rural Area","1248","0.331323910947237","0.316446265477878","0.346201556416597","3"
"Sometimes","2007","66 and older","Urban Area","908","0.340661353461447","0.323385490711132","0.357937216211761","3"
"Sometimes","2007","16-34 y.","Urban Area","923","0.319676590576865","0.303278601633804","0.336074579519926","3"
"Sometimes","2007","66 and older","Rural Area","467","0.326977270209507","0.303237521952451","0.350717018466563","3"
"Sometimes","2007","16-34 y.","Rural Area","521","0.32777109300661","0.304835288110602","0.350706897902617","3"
"Sometimes","2007","35-65 y.","Urban Area","2311","0.317329729965306","0.306869063430429","0.327790396500183","3"
"Very often","2007","16-34 y.","Urban Area","108","0.0369352436653869","0.0303035311144689","0.0435669562163049","5"
"Very often","2007","16-34 y.","Rural Area","55","0.0498157204403299","0.0391851346370223","0.0604463062436374","5"
"Very often","2007","35-65 y.","Rural Area","120","0.038484385121942","0.0324041501114864","0.0445646201323975","5"
"Very often","2007","35-65 y.","Urban Area","242","0.0377938063039603","0.0335078980277743","0.0420797145801463","5"
