"plh0187","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","Full Time","(0) in school","","","",""
"Very rare","2007","Full Time","(1a) inadequately completed","17","","",""
"Very rare","2007","Full Time","(1b) general elementary school","77","0.219928460071247","0.171671183717577","0.268185736424917"
"Very rare","2007","Full Time","(1c) basic vocational qualification","448","0.243551609299343","0.223360583485342","0.263742635113344"
"Very rare","2007","Full Time","(2b) intermediate general qualification","37","0.19837528408263","0.138074524816793","0.258676043348466"
"Very rare","2007","Full Time","(2a) intermediate vocational","508","0.211940207485974","0.19522722892782","0.228653186044128"
"Very rare","2007","Full Time","(2c_gen) general maturity certificate","43","0.198859102721653","0.13602297251796","0.261695232925346"
"Very rare","2007","Full Time","(2c_voc) vocational maturity certificate","171","0.208739361321637","0.179556228555187","0.237922494088086"
"Very rare","2007","Full Time","(3a) lower tertiary education","200","0.22708812147998","0.19898973669918","0.255186506260779"
"Very rare","2007","Full Time","(3b) higher tertiary education","387","0.264713158186772","0.241910535040267","0.287515781333278"
"Very rare","2007","Part Time","(0) in school","5","","",""
"Very rare","2007","Part Time","(1a) inadequately completed","3","","",""
"Very rare","2007","Part Time","(1b) general elementary school","62","0.206184950060584","0.16220096695367","0.250168933167498"
"Very rare","2007","Part Time","(1c) basic vocational qualification","218","0.193816948139372","0.169534810898738","0.218099085380005"
"Very rare","2007","Part Time","(2b) intermediate general qualification","35","0.20894085390445","0.143219638809292","0.274662068999608"
"Very rare","2007","Part Time","(2a) intermediate vocational","246","0.167969935727882","0.147756706737523","0.188183164718242"
"Very rare","2007","Part Time","(2c_gen) general maturity certificate","53","0.182957431737849","0.139987440398626","0.225927423077072"
"Very rare","2007","Part Time","(2c_voc) vocational maturity certificate","85","0.212748167615916","0.173562176676148","0.251934158555685"
"Very rare","2007","Part Time","(3a) lower tertiary education","81","0.245491011946882","0.200466963851537","0.290515060042226"
"Very rare","2007","Part Time","(3b) higher tertiary education","118","0.183370113694977","0.15222444522986","0.214515782160093"
"Very rare","2007","Not Working","(0) in school","72","0.276561255666341","0.225080413449471","0.328042097883212"
"Very rare","2007","Not Working","(1a) inadequately completed","23","","",""
"Very rare","2007","Not Working","(1b) general elementary school","179","0.16190751839645","0.140448771463591","0.18336626532931"
"Very rare","2007","Not Working","(1c) basic vocational qualification","666","0.211668533914949","0.196752304867242","0.226584762962656"
"Very rare","2007","Not Working","(2b) intermediate general qualification","37","0.202979133449338","0.148318209751454","0.257640057147221"
"Very rare","2007","Not Working","(2a) intermediate vocational","241","0.186673837824282","0.165218572828809","0.208129102819755"
"Very rare","2007","Not Working","(2c_gen) general maturity certificate","83","0.2329079686695","0.188305956389218","0.277509980949781"
"Very rare","2007","Not Working","(2c_voc) vocational maturity certificate","84","0.210302572511446","0.170114035441305","0.250491109581587"
"Very rare","2007","Not Working","(3a) lower tertiary education","119","0.210278851766464","0.174702000727519","0.245855702805409"
"Very rare","2007","Not Working","(3b) higher tertiary education","149","0.205613780988233","0.174592033851476","0.23663552812499"
"Rarely","2007","Full Time","(0) in school","","","",""
"Rarely","2007","Full Time","(1a) inadequately completed","9","","",""
"Rarely","2007","Full Time","(1b) general elementary school","89","0.289438948886572","0.236602446788235","0.342275450984908"
"Rarely","2007","Full Time","(1c) basic vocational qualification","635","0.359806085106266","0.337229239996706","0.382382930215827"
"Rarely","2007","Full Time","(2b) intermediate general qualification","49","0.279702475919114","0.211829394496539","0.347575557341688"
"Rarely","2007","Full Time","(2a) intermediate vocational","868","0.35556621996964","0.335990534003287","0.375141905935994"
"Rarely","2007","Full Time","(2c_gen) general maturity certificate","50","0.309194550964822","0.236437341284474","0.381951760645171"
"Rarely","2007","Full Time","(2c_voc) vocational maturity certificate","268","0.3750087903013","0.340244959048781","0.40977262155382"
"Rarely","2007","Full Time","(3a) lower tertiary education","319","0.391665463869641","0.358927773930975","0.424403153808306"
"Rarely","2007","Full Time","(3b) higher tertiary education","543","0.323836234182073","0.299650609153404","0.348021859210742"
"Rarely","2007","Part Time","(0) in school","18","","",""
"Rarely","2007","Part Time","(1a) inadequately completed","12","","",""
"Rarely","2007","Part Time","(1b) general elementary school","89","0.225466474407337","0.180033883117077","0.270899065697597"
"Rarely","2007","Part Time","(1c) basic vocational qualification","308","0.278234105060803","0.250705921083555","0.305762289038051"
"Rarely","2007","Part Time","(2b) intermediate general qualification","43","0.281755457101319","0.20903413611077","0.354476778091867"
"Rarely","2007","Part Time","(2a) intermediate vocational","409","0.291883546929083","0.267302093457202","0.316465000400963"
"Rarely","2007","Part Time","(2c_gen) general maturity certificate","101","0.316539754997999","0.264845931409307","0.36823357858669"
"Rarely","2007","Part Time","(2c_voc) vocational maturity certificate","139","0.304989434485728","0.26090561856465","0.349073250406806"
"Rarely","2007","Part Time","(3a) lower tertiary education","127","0.373460306171922","0.322855583108526","0.424065029235317"
"Rarely","2007","Part Time","(3b) higher tertiary education","207","0.315426110899801","0.278025410941852","0.352826810857749"
"Rarely","2007","Not Working","(0) in school","90","0.292460398852691","0.240105418342078","0.344815379363305"
"Rarely","2007","Not Working","(1a) inadequately completed","30","0.229195108649654","0.158029429993685","0.300360787305623"
"Rarely","2007","Not Working","(1b) general elementary school","306","0.243457151501561","0.218456408776833","0.268457894226288"
"Rarely","2007","Not Working","(1c) basic vocational qualification","880","0.305069626157718","0.288256572698485","0.32188267961695"
"Rarely","2007","Not Working","(2b) intermediate general qualification","63","0.278940108627126","0.217992372895633","0.339887844358619"
"Rarely","2007","Not Working","(2a) intermediate vocational","406","0.28350681333048","0.258689911298173","0.308323715362787"
"Rarely","2007","Not Working","(2c_gen) general maturity certificate","110","0.334134415825994","0.284361574571613","0.383907257080374"
"Rarely","2007","Not Working","(2c_voc) vocational maturity certificate","121","0.305661075258893","0.260229753961956","0.351092396555831"
"Rarely","2007","Not Working","(3a) lower tertiary education","180","0.32348234163571","0.282641218154578","0.364323465116842"
"Rarely","2007","Not Working","(3b) higher tertiary education","233","0.358167252323495","0.321364680685013","0.394969823961976"
"Sometimes","2007","Full Time","(0) in school","","","",""
"Sometimes","2007","Full Time","(1a) inadequately completed","7","","",""
"Sometimes","2007","Full Time","(1b) general elementary school","82","0.345588173814439","0.290181780714653","0.400994566914225"
"Sometimes","2007","Full Time","(1c) basic vocational qualification","477","0.279232598154101","0.258129128823822","0.300336067484381"
"Sometimes","2007","Full Time","(2b) intermediate general qualification","53","0.339276787373813","0.267682180930681","0.410871393816946"
"Sometimes","2007","Full Time","(2a) intermediate vocational","688","0.310114299053113","0.291198832357245","0.329029765748982"
"Sometimes","2007","Full Time","(2c_gen) general maturity certificate","43","0.307757887207598","0.235094465315803","0.380421309099392"
"Sometimes","2007","Full Time","(2c_voc) vocational maturity certificate","217","0.292579210915891","0.259910605454234","0.325247816377547"
"Sometimes","2007","Full Time","(3a) lower tertiary education","252","0.276132988144199","0.246147736724152","0.306118239564245"
"Sometimes","2007","Full Time","(3b) higher tertiary education","406","0.304152770085977","0.280374980070091","0.327930560101862"
"Sometimes","2007","Part Time","(0) in school","19","","",""
"Sometimes","2007","Part Time","(1a) inadequately completed","14","","",""
"Sometimes","2007","Part Time","(1b) general elementary school","116","0.366967641645777","0.314567404670442","0.419367878621111"
"Sometimes","2007","Part Time","(1c) basic vocational qualification","334","0.364779972871854","0.33520994142568","0.394350004318028"
"Sometimes","2007","Part Time","(2b) intermediate general qualification","51","0.323699909255679","0.248063581463021","0.399336237048337"
"Sometimes","2007","Part Time","(2a) intermediate vocational","458","0.363417167160127","0.3374107461436","0.389423588176655"
"Sometimes","2007","Part Time","(2c_gen) general maturity certificate","104","0.33716069334064","0.284620642001909","0.389700744679371"
"Sometimes","2007","Part Time","(2c_voc) vocational maturity certificate","126","0.334324701052407","0.289154030983565","0.379495371121248"
"Sometimes","2007","Part Time","(3a) lower tertiary education","83","0.196187014600516","0.154643123519111","0.237730905681921"
"Sometimes","2007","Part Time","(3b) higher tertiary education","206","0.379891411268481","0.340826723715646","0.418956098821317"
"Sometimes","2007","Not Working","(0) in school","92","0.288601375308362","0.236451316695617","0.340751433921108"
"Sometimes","2007","Not Working","(1a) inadequately completed","51","0.343545584359898","0.263139268383215","0.423951900336581"
"Sometimes","2007","Not Working","(1b) general elementary school","383","0.374153468429244","0.345964207461113","0.402342729397376"
"Sometimes","2007","Not Working","(1c) basic vocational qualification","903","0.330749420471416","0.313569530194167","0.347929310748664"
"Sometimes","2007","Not Working","(2b) intermediate general qualification","71","0.339394982073212","0.275046239304654","0.403743724841771"
"Sometimes","2007","Not Working","(2a) intermediate vocational","429","0.365113046722415","0.338602318295252","0.391623775149578"
"Sometimes","2007","Not Working","(2c_gen) general maturity certificate","107","0.306477703753503","0.257829344228573","0.355126063278433"
"Sometimes","2007","Not Working","(2c_voc) vocational maturity certificate","123","0.310186878832797","0.264569851566072","0.355803906099521"
"Sometimes","2007","Not Working","(3a) lower tertiary education","147","0.313245995738964","0.272753346918897","0.35373864455903"
"Sometimes","2007","Not Working","(3b) higher tertiary education","196","0.297949352894517","0.262843483044303","0.333055222744731"
"Often","2007","Full Time","(0) in school","","","",""
"Often","2007","Full Time","(1a) inadequately completed","4","","",""
"Often","2007","Full Time","(1b) general elementary school","34","0.139032481567051","0.098723075968577","0.179341887165525"
"Often","2007","Full Time","(1c) basic vocational qualification","135","0.0924752617059681","0.0788477911830796","0.106102732228857"
"Often","2007","Full Time","(2b) intermediate general qualification","26","","",""
"Often","2007","Full Time","(2a) intermediate vocational","171","0.0837395637388711","0.072411846293736","0.0950672811840061"
"Often","2007","Full Time","(2c_gen) general maturity certificate","16","","",""
"Often","2007","Full Time","(2c_voc) vocational maturity certificate","66","0.0902245299254548","0.0696514468341426","0.110797613016767"
"Often","2007","Full Time","(3a) lower tertiary education","70","0.0873853752652532","0.0684452762306926","0.106325474299814"
"Often","2007","Full Time","(3b) higher tertiary education","84","0.089885872808284","0.0751028823770866","0.104668863239481"
"Often","2007","Part Time","(0) in school","7","","",""
"Often","2007","Part Time","(1a) inadequately completed","8","","",""
"Often","2007","Part Time","(1b) general elementary school","41","0.131355187833872","0.0946310895892366","0.168079286078508"
"Often","2007","Part Time","(1c) basic vocational qualification","109","0.110128868157142","0.0908984667775128","0.129359269536771"
"Often","2007","Part Time","(2b) intermediate general qualification","11","","",""
"Often","2007","Part Time","(2a) intermediate vocational","165","0.136291382235876","0.117740343474014","0.154842420997738"
"Often","2007","Part Time","(2c_gen) general maturity certificate","41","0.13215332347541","0.0945151583209764","0.169791488629843"
"Often","2007","Part Time","(2c_voc) vocational maturity certificate","60","0.129693983790932","0.0975250262349105","0.161862941346953"
"Often","2007","Part Time","(3a) lower tertiary education","47","0.157869241108939","0.119724641679366","0.196013840538512"
"Often","2007","Part Time","(3b) higher tertiary education","52","0.106444639228062","0.0816222618570592","0.131267016599064"
"Often","2007","Not Working","(0) in school","23","","",""
"Often","2007","Not Working","(1a) inadequately completed","23","","",""
"Often","2007","Not Working","(1b) general elementary school","194","0.164834890539476","0.143220866960286","0.186448914118666"
"Often","2007","Not Working","(1c) basic vocational qualification","322","0.11822386650915","0.106434018367548","0.130013714650751"
"Often","2007","Not Working","(2b) intermediate general qualification","26","","",""
"Often","2007","Not Working","(2a) intermediate vocational","129","0.107694520779079","0.0906253129007702","0.124763728657387"
"Often","2007","Not Working","(2c_gen) general maturity certificate","36","0.0891546481795792","0.059084687378824","0.119224608980334"
"Often","2007","Not Working","(2c_voc) vocational maturity certificate","50","0.120695253766468","0.0885686846913799","0.152821822841557"
"Often","2007","Not Working","(3a) lower tertiary education","41","0.120371671411324","0.0919634154737902","0.148779927348857"
"Often","2007","Not Working","(3b) higher tertiary education","59","0.117899456957687","0.0931458072864358","0.142653106628938"
"Very often","2007","Full Time","(0) in school","","","",""
"Very often","2007","Full Time","(1a) inadequately completed","2","","",""
"Very often","2007","Full Time","(1b) general elementary school","1","","",""
"Very often","2007","Full Time","(1c) basic vocational qualification","41","0.0249344457343209","0.0175996166690777","0.0322692747995641"
"Very often","2007","Full Time","(2b) intermediate general qualification","3","","",""
"Very often","2007","Full Time","(2a) intermediate vocational","62","0.0386397097524012","0.0307578698196459","0.0465215496851566"
"Very often","2007","Full Time","(2c_gen) general maturity certificate","3","","",""
"Very often","2007","Full Time","(2c_voc) vocational maturity certificate","23","","",""
"Very often","2007","Full Time","(3a) lower tertiary education","13","","",""
"Very often","2007","Full Time","(3b) higher tertiary education","18","","",""
"Very often","2007","Part Time","(0) in school","2","","",""
"Very often","2007","Part Time","(1a) inadequately completed","5","","",""
"Very often","2007","Part Time","(1b) general elementary school","17","","",""
"Very often","2007","Part Time","(1c) basic vocational qualification","49","0.0530401057708297","0.0392730146852831","0.0668071968563763"
"Very often","2007","Part Time","(2b) intermediate general qualification","7","","",""
"Very often","2007","Part Time","(2a) intermediate vocational","36","0.0404379679470312","0.0297871834371443","0.0510887524569182"
"Very often","2007","Part Time","(2c_gen) general maturity certificate","12","","",""
"Very often","2007","Part Time","(2c_voc) vocational maturity certificate","9","","",""
"Very often","2007","Part Time","(3a) lower tertiary education","13","","",""
"Very often","2007","Part Time","(3b) higher tertiary education","10","","",""
"Very often","2007","Not Working","(0) in school","13","","",""
"Very often","2007","Not Working","(1a) inadequately completed","7","","",""
"Very often","2007","Not Working","(1b) general elementary school","70","0.0556469711332686","0.0422929262457159","0.0690010160208213"
"Very often","2007","Not Working","(1c) basic vocational qualification","110","0.034288552946768","0.0276438628559002","0.0409332430376357"
