"plh0187","year","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","Rural Area","700","0.111847581793482","0.104439806524986","0.119255357061978","4"
"Often","2007","Urban Area","1409","0.114900814516956","0.109541758875539","0.120259870158373","4"
"Rarely","2007","Rural Area","2411","0.327361277187394","0.316332297579042","0.338390256795745","2"
"Rarely","2007","Urban Area","4429","0.309124026083318","0.301358029995281","0.316890022171355","2"
"Sometimes","2007","Rural Area","2236","0.329464341914674","0.318417302701691","0.340511381127658","3"
"Sometimes","2007","Urban Area","4142","0.323379992227314","0.315519319176575","0.331240665278052","3"
"Very often","2007","Rural Area","229","0.0404076884028508","0.035779552205398","0.0450358246003036","5"
"Very often","2007","Urban Area","457","0.0366758504333278","0.0335171600197395","0.0398345408469161","5"
"Very rare","2007","Rural Area","1378","0.1909191107016","0.181681675162697","0.200156546240502","1"
"Very rare","2007","Urban Area","3166","0.215919316739084","0.209004879038915","0.222833754439253","1"
"Often","2008","Rural Area","616","0.110221368859558","0.102636158289316","0.117806579429799","4"
"Often","2008","Urban Area","1352","0.117050756032609","0.111486051341949","0.12261546072327","4"
"Rarely","2008","Urban Area","4329","0.326666313858192","0.318548212151347","0.334784415565036","2"
"Rarely","2008","Rural Area","2367","0.339891890662954","0.328419030738285","0.351364750587624","2"
"Sometimes","2008","Rural Area","2072","0.318586135816764","0.307300847092798","0.329871424540731","3"
"Sometimes","2008","Urban Area","3811","0.309437535414022","0.301435967016604","0.317439103811441","3"
"Very often","2008","Rural Area","198","0.0304797364314751","0.0263160520200766","0.0346434208428735","5"
"Very often","2008","Urban Area","389","0.0356186139456066","0.0324104979822875","0.0388267299089258","5"
"Very rare","2008","Rural Area","1295","0.200820868229249","0.191117550700373","0.210524185758124","1"
"Very rare","2008","Urban Area","2940","0.21122678074957","0.204161365206215","0.218292196292925","1"
"Often","2009","Rural Area","616","0.10898682097498","0.101244391700667","0.116729250249293","4"
"Often","2009","Urban Area","1194","0.108507320541959","0.102896557845781","0.114118083238136","4"
"Rarely","2009","Rural Area","2277","0.357545765428701","0.345637867373125","0.369453663484278","2"
"Rarely","2009","Urban Area","4023","0.32801160740406","0.319542083803076","0.336481131005043","2"
"Sometimes","2009","Rural Area","1909","0.31296948542285","0.301448564338542","0.324490406507159","3"
"Sometimes","2009","Urban Area","3621","0.318484028007597","0.310079461108216","0.326888594906978","3"
"Very often","2009","Rural Area","185","0.0325914695584456","0.0281797782316254","0.0370031608852657","5"
"Very often","2009","Urban Area","383","0.0373612756511153","0.0339400950342952","0.0407824562679355","5"
"Very rare","2009","Rural Area","1236","0.187906458615023","0.178200865676774","0.197612051553272","1"
"Very rare","2009","Urban Area","2583","0.207635768395269","0.200318533334607","0.214953003455931","1"
"Often","2010","Rural Area","584","0.116758739442941","0.108388178509604","0.125129300376279","4"
"Often","2010","Urban Area","1139","0.109719585851047","0.10388773012668","0.115551441575413","4"
"Rarely","2010","Rural Area","2040","0.345766729486698","0.333369401161638","0.358164057811758","2"
"Rarely","2010","Urban Area","3799","0.335345799591256","0.326536414516317","0.344155184666195","2"
"Sometimes","2010","Rural Area","1766","0.319913096345317","0.307754920945096","0.332071271745537","3"
"Sometimes","2010","Urban Area","3315","0.31132188676653","0.302681876683147","0.319961896849913","3"
"Very often","2010","Rural Area","150","0.0275392175561908","0.0232735988188971","0.0318048362934845","5"
"Very often","2010","Urban Area","323","0.0354681578243216","0.0320168882493845","0.0389194273992587","5"
"Very rare","2010","Urban Area","2457","0.208144569966845","0.200569148953208","0.215719990980482","1"
"Very rare","2010","Rural Area","1114","0.190022217168853","0.179796143129341","0.200248291208366","1"
"Often","2011","Urban Area","1404","0.112256718633873","0.106936108519478","0.117577328748268","4"
"Often","2011","Rural Area","744","0.109124880679068","0.101939841432377","0.116309919925758","4"
"Rarely","2011","Urban Area","4498","0.322987661942796","0.315106271823697","0.330869052061895","2"
"Rarely","2011","Rural Area","2476","0.336671248374009","0.325781288877587","0.34756120787043","2"
"Sometimes","2011","Urban Area","4391","0.3261893179011","0.318287711726353","0.334090924075846","3"
"Sometimes","2011","Rural Area","2312","0.328668818941334","0.317844352446756","0.339493285435912","3"
"Very often","2011","Urban Area","405","0.0318318387343441","0.0288730236219255","0.0347906538467626","5"
"Very often","2011","Rural Area","192","0.0270465078560141","0.0233083255397853","0.0307846901722428","5"
"Very rare","2011","Urban Area","2825","0.206734462787887","0.199909075480547","0.213559850095227","1"
"Very rare","2011","Rural Area","1510","0.198488544149576","0.189297149177423","0.207679939121728","1"
"Often","2012","Urban Area","1293","0.104385036376279","0.099178454224765","0.109591618527794","4"
"Often","2012","Rural Area","618","0.0911197114711903","0.0845100036214609","0.0977294193209197","4"
"Rarely","2012","Urban Area","4683","0.345488573919698","0.337391121737868","0.353586026101528","2"
"Rarely","2012","Rural Area","2659","0.359063469641028","0.348045137042373","0.370081802239683","2"
"Sometimes","2012","Urban Area","3891","0.298905208863926","0.29110999484702","0.306700422880832","3"
"Sometimes","2012","Rural Area","2186","0.304331406529713","0.293763296192298","0.314899516867127","3"
"Very often","2012","Urban Area","343","0.0275930907232636","0.0248037785402265","0.0303824029063008","5"
"Very often","2012","Rural Area","167","0.0237006464162481","0.0202068761036323","0.0271944167288638","5"
"Very rare","2012","Urban Area","3038","0.223628090116833","0.2165327859883","0.230723394245367","1"
"Very rare","2012","Rural Area","1652","0.221784765941821","0.212242786562399","0.231326745321244","1"
"Often","2013","Urban Area","1606","0.100492747254126","0.0959069173153563","0.105078577192895","4"
"Often","2013","Rural Area","864","0.098675889322985","0.0925865523749194","0.104765226271051","4"
"Rarely","2013","Urban Area","5962","0.347300320148023","0.340038298441419","0.354562341854626","2"
"Rarely","2013","Rural Area","3386","0.353524311996202","0.343762965514545","0.363285658477859","2"
"Sometimes","2013","Urban Area","4858","0.302510989810964","0.295504709417594","0.309517270204333","3"
"Sometimes","2013","Rural Area","2705","0.301968668495019","0.292594292094335","0.311343044895703","3"
"Very often","2013","Urban Area","448","0.0268659410678784","0.0243996994834151","0.0293321826523417","5"
"Very often","2013","Rural Area","255","0.0277813293058177","0.0244256343366765","0.0311370242749589","5"
"Very rare","2013","Urban Area","3638","0.222830001719009","0.216482642221715","0.229177361216303","1"
"Very rare","2013","Rural Area","2004","0.218049800879976","0.209618562245863","0.22648103951409","1"
"Often","2014","Urban Area","1733","0.0986062840136258","0.0942325667425904","0.102980001284661","4"
"Often","2014","Rural Area","839","0.094082624979977","0.0881447266255433","0.100020523334411","4"
"Rarely","2014","Urban Area","6199","0.343912113735407","0.336943508023739","0.350880719447075","2"
"Rarely","2014","Rural Area","3423","0.360604956068986","0.350838562315866","0.370371349822105","2"
"Sometimes","2014","Urban Area","5217","0.293442480445136","0.286762481403778","0.300122479486494","3"
"Sometimes","2014","Rural Area","2667","0.297078412452767","0.287783982918079","0.306372841987455","3"
"Very often","2014","Urban Area","554","0.0287553703681367","0.0263036838193283","0.0312070569169451","5"
"Very often","2014","Rural Area","249","0.0264734807837836","0.0232082553702302","0.0297387061973371","5"
"Very rare","2014","Urban Area","4146","0.235283751437695","0.229060930943553","0.241506571931836","1"
"Very rare","2014","Rural Area","2108","0.221760525714487","0.213310996723857","0.230210054705116","1"
