"plh0187","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"Often","2017","no migration background","Rural Area","682","0.0973367887470854","0.0908053880197981","0.103868189474373"
"Often","2017","no migration background","Urban Area","1047","0.0900022547769235","0.0849581938597178","0.0950463156941291"
"Rarely","2017","direct migration background","Rural Area","430","0.329170885489089","0.302472114526714","0.355869656451465"
"Rarely","2017","direct migration background","Urban Area","1140","0.341850767409035","0.325890629841703","0.357810904976366"
"Rarely","2017","indirect migration background","Rural Area","110","0.328321271738264","0.27527007915882","0.381372464317708"
"Rarely","2017","indirect migration background","Urban Area","513","0.401563946127347","0.37577464400957","0.427353248245123"
"Rarely","2017","no migration background","Rural Area","2955","0.371511730482765","0.360864422774855","0.382159038190675"
"Rarely","2017","no migration background","Urban Area","4597","0.375016080320548","0.366483255359387","0.38354890528171"
"Sometimes","2017","direct migration background","Rural Area","342","0.335280938926104","0.308458509665077","0.362103368187131"
"Sometimes","2017","direct migration background","Urban Area","1072","0.318495556956644","0.302819306406274","0.334171807507013"
"Sometimes","2017","indirect migration background","Rural Area","76","0.271835385360811","0.221574212013536","0.322096558708085"
"Sometimes","2017","indirect migration background","Urban Area","370","0.245298348412977","0.22266294076608","0.267933756059874"
"Sometimes","2017","no migration background","Rural Area","2263","0.290716048660876","0.280710301553662","0.30072179576809"
"Sometimes","2017","no migration background","Urban Area","3444","0.27303506920374","0.265182723408128","0.280887414999352"
"Very often","2017","direct migration background","Rural Area","26","","",""
"Very often","2017","direct migration background","Urban Area","117","0.0353252922551017","0.0291138923790151","0.0415366921311883"
"Very often","2017","indirect migration background","Rural Area","14","","",""
"Very often","2017","indirect migration background","Urban Area","47","0.025202538385411","0.0169567403159041","0.033448336454918"
"Very often","2017","no migration background","Rural Area","227","0.026993776888448","0.0234227379340896","0.0305648158428064"
"Very often","2017","no migration background","Urban Area","274","0.0245503699955918","0.021822869017762","0.0272778709734216"
"Very rare","2017","direct migration background","Rural Area","273","0.19961245763747","0.176902381438431","0.222322533836509"
"Very rare","2017","direct migration background","Urban Area","736","0.196728389895502","0.183352555321509","0.210104224469494"
"Very rare","2017","indirect migration background","Rural Area","76","0.270318400561065","0.220145484261464","0.320491316860666"
"Very rare","2017","indirect migration background","Urban Area","308","0.213254056663322","0.191705446480963","0.234802666845682"
"Very rare","2017","no migration background","Rural Area","1785","0.213441655220825","0.204413271411226","0.222470039030425"
"Very rare","2017","no migration background","Urban Area","3004","0.237396225703197","0.229896940851423","0.24489551055497"
"Often","2018","direct migration background","Rural Area","94","0.0788481251004298","0.0631138246589735","0.094582425541886"
"Often","2018","direct migration background","Urban Area","372","0.125775802055127","0.114396488302435","0.137155115807819"
"Often","2018","indirect migration background","Rural Area","23","","",""
"Often","2018","indirect migration background","Urban Area","151","0.105092430479194","0.0889239622227345","0.121260898735654"
"Often","2018","no migration background","Rural Area","618","0.0808719763063169","0.074735967689064","0.0870079849235698"
"Often","2018","no migration background","Urban Area","1038","0.0899207679293319","0.0848045834856401","0.0950369523730237"
"Rarely","2018","direct migration background","Rural Area","382","0.336591718167089","0.309003205329904","0.364180231004274"
"Rarely","2018","direct migration background","Urban Area","1066","0.324118724930004","0.308056955734237","0.340180494125772"
"Rarely","2018","indirect migration background","Rural Area","118","0.408114923995778","0.354011046267332","0.462218801724224"
"Rarely","2018","indirect migration background","Urban Area","492","0.366324310828101","0.340922746498113","0.391725875158088"
"Rarely","2018","no migration background","Rural Area","2934","0.375559429196421","0.364660500281442","0.386458358111399"
"Rarely","2018","no migration background","Urban Area","4424","0.370526744138879","0.3618895037078","0.379163984569958"
"Sometimes","2018","direct migration background","Rural Area","336","0.34363002196495","0.31590282055305","0.37135722337685"
"Sometimes","2018","direct migration background","Urban Area","1053","0.33147689454555","0.315322490003782","0.347631299087318"
"Sometimes","2018","indirect migration background","Rural Area","85","0.225254397902958","0.179267442348388","0.271241353457528"
"Sometimes","2018","indirect migration background","Urban Area","366","0.266258603900793","0.242955305005047","0.289561902796539"
"Sometimes","2018","no migration background","Rural Area","2108","0.294159952283798","0.283904759006035","0.30441514556156"
"Sometimes","2018","no migration background","Urban Area","3207","0.268249559924873","0.260325867802455","0.276173252047291"
"Very often","2018","direct migration background","Rural Area","31","0.0300552746010423","0.0200870003957133","0.0400235488063713"
"Very often","2018","direct migration background","Urban Area","105","0.033859919648388","0.02765310003454","0.040066739262236"
"Very often","2018","indirect migration background","Rural Area","13","","",""
"Very often","2018","indirect migration background","Urban Area","52","0.0382007369680954","0.0280949029678848","0.048306570968306"
"Very often","2018","no migration background","Rural Area","173","0.0289503529747278","0.0251768336552272","0.0327238722942285"
"Very often","2018","no migration background","Urban Area","290","0.024679654126013","0.0219049302973254","0.0274543779547006"
"Very rare","2018","direct migration background","Rural Area","284","0.210874860166489","0.187058714580567","0.234691005752411"
"Very rare","2018","direct migration background","Urban Area","666","0.18476865882093","0.171449993690155","0.198087323951705"
"Very rare","2018","indirect migration background","Rural Area","78","0.250858101604596","0.203136548522506","0.298579654686687"
"Very rare","2018","indirect migration background","Urban Area","321","0.224123917823817","0.202138518692812","0.246109316954821"
"Very rare","2018","no migration background","Rural Area","1751","0.220458289238737","0.211128285360863","0.229788293116611"
"Very rare","2018","no migration background","Urban Area","3051","0.246623273880903","0.23891424422437","0.254332303537436"
"Often","2019","direct migration background","Rural Area","91","0.0911231637641356","0.0731602598821079","0.109086067646163"
"Often","2019","direct migration background","Urban Area","287","0.121445024102629","0.109103591488581","0.133786456716676"
"Often","2019","indirect migration background","Rural Area","29","","",""
"Often","2019","indirect migration background","Urban Area","108","0.0751196366998823","0.0606515028651616","0.089587770534603"
"Often","2019","no migration background","Rural Area","654","0.0871956986309782","0.0808319797691939","0.0935594174927625"
"Often","2019","no migration background","Urban Area","911","0.0898278628104545","0.0845998519578126","0.0950558736630963"
"Rarely","2019","direct migration background","Rural Area","342","0.357193497757076","0.327284522298024","0.387102473216128"
"Rarely","2019","direct migration background","Urban Area","909","0.353232440572447","0.33517335951376","0.371291521631134"
"Rarely","2019","indirect migration background","Rural Area","109","0.339325320163053","0.288006557112503","0.390644083213603"
"Rarely","2019","indirect migration background","Urban Area","475","0.379523563861273","0.352887195154167","0.406159932568378"
"Rarely","2019","no migration background","Rural Area","2827","0.362049754755542","0.351209184000086","0.372890325510999"
"Rarely","2019","no migration background","Urban Area","4198","0.360559323934351","0.351780068731853","0.369338579136849"
"Sometimes","2019","direct migration background","Rural Area","296","0.315414107198883","0.286409688683428","0.344418525714337"
"Sometimes","2019","direct migration background","Urban Area","834","0.300760231300004","0.283433585099783","0.318086877500224"
"Sometimes","2019","indirect migration background","Rural Area","86","0.234468744390995","0.188549137965846","0.280388350816145"
"Sometimes","2019","indirect migration background","Urban Area","348","0.275063359457834","0.250552451702845","0.299574267212823"
"Sometimes","2019","no migration background","Rural Area","2081","0.301732461400255","0.291378737981604","0.312086184818905"
"Sometimes","2019","no migration background","Urban Area","3166","0.278765096905123","0.270566741436713","0.286963452373534"
"Very often","2019","direct migration background","Rural Area","19","","",""
"Very often","2019","direct migration background","Urban Area","70","0.0241088335901466","0.0183134787106202","0.0299041884696731"
"Very often","2019","indirect migration background","Rural Area","14","","",""
"Very often","2019","indirect migration background","Urban Area","33","0.0310055516182987","0.0214913275722445","0.0405197756643528"
"Very often","2019","no migration background","Rural Area","178","0.0309894622528941","0.0270806403313782","0.0348982841744099"
"Very often","2019","no migration background","Urban Area","229","0.0203004325014552","0.0177219256947206","0.0228789393081897"
"Very rare","2019","direct migration background","Rural Area","238","0.223547556241936","0.197542845493835","0.249552266990037"
"Very rare","2019","direct migration background","Urban Area","591","0.200453470434774","0.185327616466886","0.215579324402662"
"Very rare","2019","indirect migration background","Rural Area","89","0.269301626136703","0.221221812786416","0.317381439486991"
"Very rare","2019","indirect migration background","Urban Area","311","0.239287888362712","0.215869148486639","0.262706628238786"
"Very rare","2019","no migration background","Rural Area","1810","0.218032622960331","0.208718763671226","0.227346482249436"
"Very rare","2019","no migration background","Urban Area","2987","0.250547283848616","0.242624347860619","0.258470219836613"
