"pgfamstd","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Married, but separated","2005","Not Working","West Germany","103","0.0172499581409694","0.0138919043004866","0.0206080119814523","2"
"Married, but separated","2005","Not Working","East Germany","29","","","","2"
"Single","2005","Full Time","West Germany","1698","0.322925123558678","0.311181321800868","0.334668925316487","3"
"Single","2005","Full Time","East Germany","531","0.32735704789591","0.306459928384002","0.348254167407819","3"
"Single","2005","Part Time","West Germany","985","0.297771605413179","0.283259227442045","0.312283983384313","3"
"Single","2005","Part Time","East Germany","381","0.403949741263259","0.373643054291344","0.434256428235174","3"
"Single","2005","Not Working","West Germany","1112","0.181106918489469","0.171174540969593","0.191039296009346","3"
"Single","2005","Not Working","East Germany","498","0.220907679386125","0.203193718077419","0.23862164069483","3"
"Widowed","2005","Full Time","West Germany","70","0.0135429886461494","0.0106400638578633","0.0164459134344356","5"
"Widowed","2005","Full Time","East Germany","31","0.0125365521164751","0.00758167543360495","0.0174914287993453","5"
"Widowed","2005","Part Time","West Germany","69","0.0233462015593511","0.0185539877780628","0.0281384153406394","5"
"Widowed","2005","Part Time","East Germany","28","","","","5"
"Widowed","2005","Not Working","West Germany","835","0.192225877771163","0.182062852836211","0.202388902706116","5"
"Widowed","2005","Not Working","East Germany","288","0.179404707757418","0.163021563650444","0.195787851864393","5"
"Divorced","2006","Full Time","West Germany","526","0.0956523534897213","0.0884556857924479","0.102849021186995","4"
"Divorced","2006","Full Time","East Germany","180","0.111242751645732","0.0974898709350525","0.124995632356411","4"
"Divorced","2006","Part Time","West Germany","293","0.091186005884047","0.0822301078350876","0.100141903933006","4"
"Divorced","2006","Part Time","East Germany","103","0.133117301414591","0.112599476215585","0.153635126613597","4"
"Divorced","2006","Not Working","West Germany","325","0.0680504215138698","0.0619414283930852","0.0741594146346545","4"
"Divorced","2006","Not Working","East Germany","169","0.0894591119890237","0.0778329970795528","0.101085226898495","4"
"Married","2006","Full Time","West Germany","3857","0.533952187748668","0.521745935649153","0.546158439848182","1"
"Married","2006","Full Time","East Germany","1187","0.504118465244058","0.482249838713389","0.525987091774727","1"
"Married","2006","Part Time","West Germany","2535","0.56786823976106","0.552456934431897","0.583279545090223","1"
"Married","2006","Part Time","East Germany","520","0.417624111817128","0.387837001020116","0.44741122261414","1"
"Married","2006","Not Working","West Germany","3879","0.534322110161575","0.522221635680521","0.546422584642628","1"
"Married","2006","Not Working","East Germany","1265","0.498848271015879","0.478480596530181","0.519215945501576","1"
"Married, but separated","2006","Full Time","West Germany","175","0.0299470250001383","0.0257765023718771","0.0341175476283996","2"
"Married, but separated","2006","Full Time","East Germany","45","0.0333477256051999","0.0254947457205935","0.0412007054898063","2"
"Married, but separated","2006","Part Time","West Germany","103","0.0306168625921656","0.0252572226557722","0.0359765025285591","2"
"Married, but separated","2006","Part Time","East Germany","20","","","","2"
"Married, but separated","2006","Not Working","West Germany","128","0.0222181171293303","0.0186426512564208","0.0257935830022398","2"
"Married, but separated","2006","Not Working","East Germany","24","","","","2"
"Single","2006","Full Time","West Germany","1791","0.329346371905125","0.317846539943931","0.340846203866319","3"
"Single","2006","Full Time","East Germany","565","0.339624323537982","0.318910457450133","0.360338189625831","3"
"Single","2006","Part Time","West Germany","944","0.282379155948312","0.268374534251852","0.296383777644772","3"
"Single","2006","Part Time","East Germany","383","0.409790131387443","0.38008592959355","0.439494333181336","3"
"Single","2006","Not Working","West Germany","1259","0.185472143033346","0.176043475242858","0.194900810823833","3"
"Single","2006","Not Working","East Germany","532","0.2198438632543","0.202973651594236","0.236714074914365","3"
"Widowed","2006","Full Time","West Germany","67","0.0111020618563476","0.00853820679365683","0.0136659169190384","5"
"Widowed","2006","Part Time","West Germany","94","0.0279497358144158","0.0228218215374885","0.033077650091343","5"
"Widowed","2006","Full Time","East Germany","31","0.0116667339670288","0.00697003645148021","0.0163634314825775","5"
"Widowed","2006","Part Time","East Germany","27","","","","5"
"Widowed","2006","Not Working","West Germany","937","0.189937208161879","0.180421910351194","0.199452505972565","5"
"Widowed","2006","Not Working","East Germany","325","0.17970353497605","0.164063550290022","0.195343519662078","5"
"Divorced","2007","Full Time","East Germany","193","0.119996304985516","0.105464800074653","0.134527809896379","4"
"Divorced","2007","Full Time","West Germany","504","0.0981060251931112","0.0905396103335903","0.105672440052632","4"
"Divorced","2007","Part Time","West Germany","263","0.0861818658054623","0.0771770818283074","0.0951866497826171","4"
"Divorced","2007","Part Time","East Germany","76","0.106793034093335","0.0875152484474859","0.126070819739184","4"
"Divorced","2007","Not Working","West Germany","329","0.071570265279348","0.0651109841226831","0.078029546436013","4"
"Divorced","2007","Not Working","East Germany","166","0.0945751053415304","0.0823025102314129","0.106847700451648","4"
"Married","2007","Full Time","West Germany","3566","0.526715648138993","0.51401535486155","0.539415941416436","1"
"Married","2007","Full Time","East Germany","1108","0.485422595231815","0.46307299503333","0.507772195430301","1"
"Married","2007","Part Time","West Germany","2362","0.562309777988885","0.546391110671793","0.578228445305978","1"
"Married","2007","Part Time","East Germany","484","0.405160608903666","0.374518186054097","0.435803031753236","1"
"Married","2007","Not Working","West Germany","3572","0.531282740973218","0.518778374847168","0.543787107099269","1"
"Married","2007","Not Working","East Germany","1196","0.502213925638688","0.481244452400877","0.5231833988765","1"
"Married, but separated","2007","Full Time","West Germany","157","0.0284264234486251","0.024199119019865","0.0326537278773853","2"
"Married, but separated","2007","Full Time","East Germany","33","0.0272631877422405","0.0199808569648595","0.0345455185196215","2"
"Married, but separated","2007","Part Time","West Germany","115","0.0385751267609482","0.0323957194227357","0.0447545340991606","2"
"Married, but separated","2007","Part Time","East Germany","21","","","","2"
"Married, but separated","2007","Not Working","West Germany","115","0.0200314430206607","0.0165206474372765","0.0235422386040448","2"
"Married, but separated","2007","Not Working","East Germany","20","","","","2"
"Single","2007","Full Time","East Germany","563","0.35804280653441","0.336603787009244","0.379481826059577","3"
"Single","2007","Full Time","West Germany","1644","0.334780455820383","0.322776424638326","0.346784487002441","3"
"Single","2007","Part Time","West Germany","909","0.284200310534567","0.269727812695728","0.298672808373405","3"
"Single","2007","Part Time","East Germany","377","0.435508936910393","0.404560643572552","0.466457230248234","3"
"Single","2007","Not Working","West Germany","1236","0.192245560771835","0.182371149960539","0.202119971583131","3"
"Single","2007","Not Working","East Germany","498","0.223945350899853","0.206461425211021","0.241429276588686","3"
"Widowed","2007","Full Time","East Germany","24","","","","5"
"Widowed","2007","Full Time","West Germany","66","0.0119714473988875","0.00920499854747208","0.0147378962503028","5"
"Widowed","2007","Part Time","West Germany","82","0.0287329189101374","0.0233725500588483","0.0340932877614266","5"
"Widowed","2007","Part Time","East Germany","28","","","","5"
"Widowed","2007","Not Working","West Germany","866","0.184869989954938","0.175142741590976","0.194597238318899","5"
"Widowed","2007","Not Working","East Germany","304","0.16834806670498","0.152655403956945","0.184040729453015","5"
"Divorced","2008","Full Time","West Germany","484","0.0980192470493759","0.0902488869818019","0.10578960711695","4"
"Divorced","2008","Full Time","East Germany","194","0.116664095297325","0.102079094575716","0.131249096018933","4"
"Divorced","2008","Part Time","West Germany","255","0.0845391252651372","0.0752949186109199","0.0937833319193545","4"
"Divorced","2008","Part Time","East Germany","81","0.128532030714046","0.107091202073486","0.149972859354606","4"
"Divorced","2008","Not Working","East Germany","156","0.0939678965372928","0.0812372911664364","0.106698501908149","4"
"Divorced","2008","Not Working","West Germany","302","0.0752866097017767","0.0684338789208773","0.0821393404826761","4"
"Married","2008","Full Time","West Germany","3352","0.518184975418155","0.505127193674533","0.531242757161777","1"
"Married","2008","Full Time","East Germany","1059","0.490842784294699","0.46812991187737","0.513555656712027","1"
"Married","2008","Part Time","West Germany","2207","0.569397549993343","0.552943723172876","0.585851376813809","1"
"Married","2008","Part Time","East Germany","458","0.396893671150516","0.365550408900906","0.428236933400127","1"
"Married","2008","Not Working","West Germany","3300","0.514808873733612","0.501828695269395","0.527789052197828","1"
"Married","2008","Not Working","East Germany","1139","0.503804849052347","0.481990365306115","0.525619332798579","1"
"Married, but separated","2008","Full Time","East Germany","31","0.0226790212639124","0.0159149890202809","0.0294430535075439","2"
"Married, but separated","2008","Full Time","West Germany","154","0.030053280668715","0.0255915154825619","0.0345150458548681","2"
"Married, but separated","2008","Part Time","West Germany","99","0.0294038299302504","0.0237902215176101","0.0350174383428907","2"
"Married, but separated","2008","Part Time","East Germany","10","","","","2"
"Married, but separated","2008","Not Working","West Germany","115","0.0196352927653365","0.0160318821670529","0.02323870336362","2"
"Married, but separated","2008","Not Working","East Germany","18","","","","2"
"Single","2008","Full Time","West Germany","1573","0.340533263645824","0.328149203710029","0.352917323581619","3"
"Single","2008","Full Time","East Germany","554","0.361164600561919","0.33934122234396","0.382987978779879","3"
"Single","2008","Part Time","West Germany","839","0.289103347195923","0.274038987694618","0.304167706697227","3"
"Single","2008","Part Time","East Germany","361","0.429220465046635","0.397511316999629","0.460929613093641","3"
"Single","2008","Not Working","East Germany","416","0.226263754235624","0.208008349104742","0.244519159366507","3"
"Single","2008","Not Working","West Germany","1132","0.197257910236097","0.186923005968547","0.207592814503647","3"
"Widowed","2008","Full Time","East Germany","23","","","","5"
"Widowed","2008","Full Time","West Germany","62","0.0132092332179301","0.0102256498998401","0.01619281653602","5"
"Widowed","2008","Part Time","West Germany","79","0.0275561476153471","0.0221166048501144","0.0329956903805798","5"
"Widowed","2008","Part Time","East Germany","26","","","","5"
"Widowed","2008","Not Working","West Germany","846","0.193011313563178","0.182761255321491","0.203261371804865","5"
"Widowed","2008","Not Working","East Germany","289","0.167927408634031","0.151618349348844","0.184236467919218","5"
"Divorced","2009","Full Time","West Germany","478","0.0999966035469953","0.0918372898887097","0.108155917205281","4"
"Divorced","2009","Full Time","East Germany","186","0.119094539161633","0.104164551349582","0.134024526973684","4"
"Divorced","2009","Part Time","West Germany","260","0.0861397244445464","0.07662882606268","0.0956506228264128","4"
"Divorced","2009","Part Time","East Germany","87","0.122977447587615","0.101328336115613","0.144626559059617","4"
"Divorced","2009","Not Working","East Germany","140","0.0897419190340575","0.0768531316441726","0.102630706423942","4"
"Divorced","2009","Not Working","West Germany","263","0.0688309722697517","0.0619413378121766","0.0757206067273268","4"
"Married","2009","Full Time","West Germany","2991","0.500545330682189","0.48694627738841","0.514144383975968","1"
"Married","2009","Full Time","East Germany","1025","0.485011593693438","0.461974713482632","0.508048473904244","1"
"Married","2009","Part Time","West Germany","2096","0.565687205944698","0.548884880492905","0.58248953139649","1"
"Married","2009","Part Time","East Germany","423","0.407822725305951","0.375427311020255","0.440218139591647","1"
"Married","2009","Not Working","West Germany","2999","0.51036418759648","0.49676018673936","0.523968188453601","1"
"Married","2009","Not Working","East Germany","1103","0.527843128148057","0.505330421854496","0.550355834441618","1"
"Married, but separated","2009","Full Time","West Germany","152","0.0310951835929115","0.0263742700197367","0.0358160971660864","2"
"Married, but separated","2009","Full Time","East Germany","33","0.025830748980091","0.0185187758619174","0.0331427220982647","2"
"Married, but separated","2009","Part Time","West Germany","98","0.0304343167440231","0.0246112697010681","0.0362573637869781","2"
"Married, but separated","2009","Not Working","West Germany","100","0.019253248595353","0.0155136893734526","0.0229928078172534","2"
"Married, but separated","2009","Part Time","East Germany","15","","","","2"
"Married, but separated","2009","Not Working","East Germany","11","","","","2"
"Single","2009","Full Time","West Germany","1517","0.357653924640203","0.344617606072772","0.370690243207633","3"
"Single","2009","Full Time","East Germany","539","0.359289999566191","0.33717422298606","0.381405776146322","3"
"Single","2009","Part Time","West Germany","806","0.287116981324134","0.271780756123351","0.302453206524917","3"
"Single","2009","Part Time","East Germany","340","0.427041090367744","0.394433513272294","0.459648667463194","3"
"Single","2009","Not Working","West Germany","1022","0.20392159048826","0.192956821284833","0.214886359691687","3"
"Single","2009","Not Working","East Germany","351","0.20765670900434","0.189364683930891","0.22594873407779","3"
"Widowed","2009","Full Time","West Germany","55","0.0107089575377014","0.0079094956044907","0.0135084194709121","5"
"Widowed","2009","Full Time","East Germany","25","","","","5"
"Widowed","2009","Part Time","West Germany","83","0.0306217715425985","0.0247813836829211","0.0364621594022759","5"
"Widowed","2009","Part Time","East Germany","19","","","","5"
"Widowed","2009","Not Working","West Germany","803","0.197630001050155","0.186793134023586","0.208466868076723","5"
"Widowed","2009","Not Working","East Germany","284","0.169244649594031","0.152335328949174","0.186153970238887","5"
"Divorced","2010","Full Time","West Germany","608","0.1039909142262","0.0968726082715086","0.111109220180892","4"
"Divorced","2010","Part Time","West Germany","512","0.0912754305200801","0.083372813343243","0.0991780476969172","4"
"Divorced","2010","Full Time","East Germany","206","0.121757378875315","0.107989293977814","0.135525463772816","4"
"Divorced","2010","Not Working","West Germany","420","0.0715367872899227","0.0653486455753338","0.0777249290045117","4"
"Divorced","2010","Part Time","East Germany","132","0.132198521047949","0.113353974502421","0.151043067593477","4"
"Divorced","2010","Not Working","East Germany","158","0.0838997266941305","0.0720648273894878","0.0957346259987732","4"
"Married","2010","Full Time","West Germany","4499","0.497515093097113","0.48585539281916","0.509174793375065","1"
"Married","2010","Full Time","East Germany","1239","0.48090712424488","0.459870707057151","0.501943541432609","1"
"Married","2010","Part Time","West Germany","3167","0.554906905717399","0.541270077908138","0.568543733526661","1"
"Married","2010","Part Time","East Germany","631","0.459387346585474","0.431660861451393","0.487113831719556","1"
"Married","2010","Not Working","West Germany","3902","0.514287058737138","0.502286379717771","0.526287737756505","1"
"Married","2010","Not Working","East Germany","1162","0.517256567459311","0.495924940436347","0.538588194482275","1"
"Married, but separated","2010","Full Time","West Germany","186","0.0354290296428717","0.031118114558962","0.0397399447267815","2"
"Married, but separated","2010","Full Time","East Germany","37","0.0217945126160989","0.0156468890963952","0.0279421361358025","2"
"Married, but separated","2010","Part Time","West Germany","184","0.0275324872981954","0.0230425720996687","0.032022402496722","2"
"Married, but separated","2010","Part Time","East Germany","29","","","","2"
"Married, but separated","2010","Not Working","West Germany","132","0.0191496676368318","0.015858915465441","0.0224404198082226","2"
"Married, but separated","2010","Not Working","East Germany","25","","","","2"
"Single","2010","Full Time","West Germany","1706","0.352612979840336","0.341471217589186","0.363754742091486","3"
"Single","2010","Full Time","East Germany","662","0.363834506977828","0.343578416291962","0.384090597663694","3"
"Single","2010","Part Time","West Germany","1142","0.297946848262352","0.285397179635911","0.310496516888793","3"
"Single","2010","Part Time","East Germany","420","0.360707510094992","0.333990393000062","0.387424627189922","3"
"Single","2010","Not Working","West Germany","1437","0.200537421957358","0.190923292450333","0.210151551464383","3"
"Single","2010","Not Working","East Germany","500","0.213969947230493","0.196463067305808","0.231476827155178","3"
"Widowed","2010","Full Time","West Germany","65","0.0104519831934795","0.00808038815299325","0.0128235782339658","5"
"Widowed","2010","Full Time","East Germany","23","","","","5"
"Widowed","2010","Part Time","West Germany","97","0.0283383282019732","0.0237850675452244","0.032891588858722","5"
"Widowed","2010","Part Time","East Germany","29","","","","5"
"Widowed","2010","Not Working","West Germany","772","0.19448906437875","0.184985281667197","0.203992847090303","5"
"Widowed","2010","Not Working","East Germany","263","0.173789148532956","0.157613207212189","0.189965089853722","5"
"Divorced","2011","Full Time","West Germany","738","0.0999142380892648","0.0933931694721154","0.106435306706414","4"
"Divorced","2011","Full Time","East Germany","260","0.122219344734432","0.109270824792008","0.135167864676856","4"
"Divorced","2011","Part Time","West Germany","643","0.0922051803081988","0.0849809098346346","0.0994294507817629","4"
"Divorced","2011","Part Time","East Germany","149","0.125227501922357","0.108102936480828","0.142352067363886","4"
"Divorced","2011","Not Working","West Germany","518","0.0711075947016338","0.0655172637327793","0.0766979256704882","4"
"Divorced","2011","Not Working","East Germany","197","0.0883719493057035","0.0771852467646201","0.0995586518467869","4"
"Married","2011","Full Time","West Germany","5133","0.503333342263988","0.492460990709716","0.51420569381826","1"
"Married","2011","Full Time","East Germany","1403","0.474771105008164","0.455029902812713","0.494512307203616","1"
"Married","2011","Part Time","West Germany","3796","0.550480970236242","0.538059652171484","0.562902288301001","1"
"Married","2011","Part Time","East Germany","753","0.478363037366388","0.452517526162015","0.50420854857076","1"
"Married","2011","Not Working","West Germany","4694","0.517056617797668","0.506187007333925","0.52792622826141","1"
"Married","2011","Not Working","East Germany","1336","0.504669080536816","0.484963596786406","0.524374564287227","1"
"Married, but separated","2011","Full Time","West Germany","210","0.0275025961015747","0.0239463303738842","0.0310588618292653","2"
"Married, but separated","2011","Full Time","East Germany","48","0.0190871073839062","0.0136777904018842","0.0244964243659282","2"
"Married, but separated","2011","Part Time","West Germany","224","0.0283422918631878","0.0241985125329371","0.0324860711934385","2"
"Married, but separated","2011","Part Time","East Germany","30","0.0160322512640596","0.00953380057551907","0.0225307019526001","2"
"Married, but separated","2011","Not Working","West Germany","167","0.0208752618922103","0.0177654666244878","0.0239850571599329","2"
"Married, but separated","2011","Not Working","East Germany","42","0.0139692434984254","0.00934364740507765","0.0185948395917732","2"
"Single","2011","Full Time","West Germany","1960","0.357938339983172","0.347513830899413","0.368362849066931","3"
"Single","2011","Full Time","East Germany","721","0.372154479040151","0.353045161504976","0.391263796575327","3"
"Single","2011","Part Time","West Germany","1356","0.298445496578484","0.287019720461577","0.309871272695392","3"
"Single","2011","Part Time","East Germany","463","0.348035916492802","0.323389941225325","0.372681891760279","3"
"Single","2011","Not Working","East Germany","570","0.214720500049108","0.19853653552154","0.230904464576675","3"
"Single","2011","Not Working","West Germany","1786","0.201638318267962","0.192910952139132","0.210365684396792","3"
"Widowed","2011","Full Time","East Germany","26","","","","5"
"Widowed","2011","Full Time","West Germany","83","0.0113114835620002","0.0090118816400096","0.0136110854839908","5"
"Widowed","2011","Part Time","West Germany","142","0.0305260610138869","0.0262304401794408","0.034821681848333","5"
"Widowed","2011","Part Time","East Germany","40","0.0323412929543943","0.0231883251646291","0.0414942607441594","5"
"Widowed","2011","Not Working","West Germany","954","0.189322207340526","0.180800595697278","0.197843818983775","5"
"Widowed","2011","Not Working","East Germany","328","0.178269226609947","0.16318444598423","0.193354007235665","5"
"Divorced","2012","Full Time","East Germany","241","0.114806670154382","0.102071267731108","0.127542072577656","4"
"Divorced","2012","Full Time","West Germany","771","0.104201119589279","0.0975078856997486","0.11089435347881","4"
"Divorced","2012","Part Time","West Germany","710","0.0899851963795191","0.0827875256930416","0.0971828670659966","4"
"Divorced","2012","Part Time","East Germany","142","0.115558990185472","0.0987100221687518","0.132407958202193","4"
"Divorced","2012","Not Working","West Germany","516","0.0750340260849436","0.069204732312124","0.0808633198577632","4"
"Divorced","2012","Not Working","East Germany","205","0.0871972954812851","0.0760735335674757","0.0983210573950945","4"
"Married","2012","Full Time","West Germany","4961","0.511783136757701","0.500832385229188","0.522733888286214","1"
"Married","2012","Full Time","East Germany","1401","0.488653965040229","0.468684418381797","0.508623511698661","1"
"Married","2012","Part Time","West Germany","3649","0.550228106439667","0.537715443340711","0.562740769538623","1"
"Married","2012","Part Time","East Germany","695","0.45489390860981","0.428649754507995","0.481138062711626","1"
"Married","2012","Not Working","West Germany","4482","0.528442406536343","0.517396785440513","0.539488027632173","1"
"Married","2012","Not Working","East Germany","1374","0.518629642796847","0.498929015379631","0.538330270214063","1"
"Married, but separated","2012","Full Time","West Germany","215","0.0250839660732281","0.0216580536259996","0.0285098785204566","2"
"Married, but separated","2012","Full Time","East Germany","45","0.020905791886028","0.0151902738705664","0.0266213099014895","2"
"Married, but separated","2012","Part Time","East Germany","33","0.0168941275679058","0.0101020125644936","0.023686242571318","2"
"Married, but separated","2012","Part Time","West Germany","220","0.0292007128692663","0.0249658079815494","0.0334356177569832","2"
"Married, but separated","2012","Not Working","West Germany","164","0.0211449096732941","0.0179615474512056","0.0243282718953825","2"
"Married, but separated","2012","Not Working","East Germany","36","0.0134412041798062","0.00890082321812442","0.017981585141488","2"
"Single","2012","Full Time","West Germany","1973","0.348374576894964","0.337936589017554","0.358812564772374","3"
"Single","2012","Full Time","East Germany","689","0.362990213039845","0.343780071879335","0.382200354200355","3"
"Single","2012","Part Time","East Germany","480","0.383176202698742","0.357553978567047","0.408798426830437","3"
"Single","2012","Part Time","West Germany","1346","0.299725594675022","0.288202257979365","0.311248931370678","3"
"Single","2012","Not Working","East Germany","525","0.205582487478057","0.189648327200767","0.221516647755347","3"
"Single","2012","Not Working","West Germany","1772","0.200213836987856","0.191359461675188","0.209068212300525","3"
"Widowed","2012","Full Time","West Germany","84","0.0105572006848273","0.00831814813832903","0.0127962532313255","5"
"Widowed","2012","Full Time","East Germany","31","0.0126433598795159","0.00817983128413519","0.0171068884748966","5"
"Widowed","2012","Part Time","West Germany","147","0.0308603896365255","0.0265105215755658","0.0352102576974851","5"
"Widowed","2012","Part Time","East Germany","33","0.0294767709380697","0.0205626212717744","0.038390920604365","5"
"Widowed","2012","Not Working","West Germany","912","0.175164820717563","0.166754143399453","0.183575498035673","5"
"Widowed","2012","Not Working","East Germany","331","0.175149370064004","0.160162751172811","0.190135988955197","5"
"Divorced","2013","Full Time","West Germany","782","0.105049275157423","0.0981076946558134","0.111990855659032","4"
"Divorced","2013","Full Time","East Germany","217","0.120784441636961","0.107204162085963","0.134364721187959","4"
"Divorced","2013","Part Time","West Germany","672","0.0983854959343645","0.0907152409999127","0.106055750868816","4"
"Divorced","2013","Part Time","East Germany","139","0.1025526752513","0.0864940876814772","0.118611262821123","4"
"Divorced","2013","Not Working","West Germany","760","0.0771574316731314","0.0723185814330939","0.081996281913169","4"
"Divorced","2013","Not Working","East Germany","205","0.0840312486805279","0.073444284764894","0.0946182125961617","4"
"Married","2013","Full Time","West Germany","4501","0.491652393610074","0.480334340100919","0.50297044711923","1"
"Married","2013","Full Time","East Germany","1287","0.505392902112805","0.484557577503152","0.526228226722457","1"
"Married","2013","Part Time","West Germany","3488","0.558008459682464","0.545218735331109","0.570798184033819","1"
"Married","2013","Part Time","East Germany","689","0.454939774416584","0.428580796672713","0.481298752160455","1"
"Married","2013","Not Working","West Germany","6740","0.520745913533344","0.51168680760934","0.529805019457348","1"
"Married","2013","Not Working","East Germany","1488","0.514734421073835","0.495662605236632","0.533806236911037","1"
"Married, but separated","2013","Full Time","West Germany","221","0.0254364208086355","0.0218719475444527","0.0290008940728184","2"
"Married, but separated","2013","Full Time","East Germany","63","0.0220257495904005","0.0159095086072253","0.0281419905735757","2"
"Married, but separated","2013","Part Time","West Germany","197","0.0273362624290243","0.0231368865972907","0.0315356382607579","2"
"Married, but separated","2013","Part Time","East Germany","34","0.0265808670013219","0.0180662743821739","0.0350954596204699","2"
"Married, but separated","2013","Not Working","West Germany","239","0.0226002473512764","0.0199051019587261","0.0252953927438267","2"
"Married, but separated","2013","Not Working","East Germany","38","0.0124144928280812","0.00818914427247342","0.016639841383689","2"
"Single","2013","Full Time","West Germany","1911","0.36665430530525","0.355744648766105","0.377563961844395","3"
"Single","2013","Full Time","East Germany","616","0.336111314183118","0.31642589218008","0.355796736186157","3"
"Single","2013","Part Time","West Germany","1293","0.280157405963927","0.268592192886487","0.291722619041368","3"
"Single","2013","Part Time","East Germany","470","0.388829082882757","0.363024902206553","0.414633263558961","3"
"Single","2013","Not Working","West Germany","3027","0.228635920037205","0.221020542712694","0.236251297361715","3"
"Single","2013","Not Working","East Germany","579","0.212252850986216","0.196649032788132","0.2278566691843","3"
"Widowed","2013","Full Time","West Germany","80","0.0112076051186172","0.00882434611934728","0.0135908641178871","5"
"Widowed","2013","Full Time","East Germany","29","","","","5"
"Widowed","2013","Part Time","West Germany","142","0.0361123759902203","0.0313075789400507","0.0409171730403899","5"
"Widowed","2013","Part Time","East Germany","39","0.0270976004480372","0.018502926250688","0.0356922746453863","5"
"Widowed","2013","Not Working","West Germany","916","0.150860487405043","0.144370157563473","0.157350817246614","5"
"Widowed","2013","Not Working","East Germany","328","0.17656698643134","0.16201643054672","0.191117542315961","5"
"Divorced","2014","Full Time","West Germany","817","0.102446520554254","0.0958297828337469","0.10906325827476","4"
"Divorced","2014","Part Time","West Germany","633","0.0944200633684296","0.0871694771637425","0.101670649573117","4"
"Divorced","2014","Full Time","East Germany","195","0.110213301764625","0.0969732450826196","0.12345335844663","4"
"Divorced","2014","Part Time","East Germany","125","0.10256470816018","0.0861167935122535","0.119012622808106","4"
"Divorced","2014","Not Working","West Germany","513","0.0849331146506606","0.0787026328703746","0.0911635964309466","4"
"Divorced","2014","Not Working","East Germany","182","0.0923042497284193","0.0803039988194666","0.104304500637372","4"
"Married","2014","Full Time","West Germany","4895","0.5037714501177","0.49286149923007","0.514681401005331","1"
"Married","2014","Full Time","East Germany","1257","0.518904371522811","0.497779734598962","0.540029008446661","1"
"Married","2014","Part Time","West Germany","3784","0.532736622875368","0.520365340238742","0.545107905511994","1"
"Married","2014","Part Time","East Germany","683","0.411820412550499","0.3851383617867","0.438502463314299","1"
"Married","2014","Not Working","West Germany","4204","0.509046406170653","0.497873771583868","0.520219040757439","1"
"Married","2014","Not Working","East Germany","1234","0.508581070905549","0.487855077108282","0.529307064702816","1"
"Married, but separated","2014","Full Time","West Germany","214","0.0277608402270936","0.0241760148579196","0.0313456655962676","2"
"Married, but separated","2014","Full Time","East Germany","55","0.0241504510915032","0.0176598646283254","0.030641037554681","2"
"Married, but separated","2014","Part Time","West Germany","169","0.028068154716374","0.023972697272974","0.0321636121597739","2"
"Married, but separated","2014","Part Time","East Germany","31","0.025559270069631","0.0170034383333466","0.0341151018059154","2"
"Married, but separated","2014","Not Working","West Germany","159","0.0211942201262505","0.0179752742958486","0.0244131659566525","2"
"Married, but separated","2014","Not Working","East Germany","31","0.0145687492770936","0.0096012978707425","0.0195362006834448","2"
"Single","2014","Full Time","West Germany","2063","0.355845159539807","0.345398178298854","0.366292140780761","3"
"Single","2014","Full Time","East Germany","609","0.333619234058995","0.313684215219953","0.353554252898037","3"
"Single","2014","Part Time","West Germany","1509","0.309834525973178","0.298368336844325","0.321300715102031","3"
"Single","2014","Part Time","East Germany","428","0.417319113686678","0.390585367439145","0.444052859934212","3"
"Single","2014","Not Working","East Germany","477","0.197993418115741","0.181472899747856","0.214513936483625","3"
"Single","2014","Not Working","West Germany","1971","0.210179845246406","0.201074082608158","0.219285607884653","3"
"Widowed","2014","Full Time","West Germany","79","0.0101760295611452","0.00798608404743884","0.0123659750748515","5"
"Widowed","2014","Full Time","East Germany","33","0.0131126415620655","0.00830304364163826","0.0179222394824928","5"
"Widowed","2014","Part Time","West Germany","153","0.0349406330666505","0.0303873989584416","0.0394938671748594","5"
"Widowed","2014","Part Time","East Germany","40","0.0427364955330115","0.0317710697118503","0.0537019213541727","5"
"Widowed","2014","Not Working","West Germany","844","0.17464641380603","0.166161322054985","0.183131505557074","5"
"Widowed","2014","Not Working","East Germany","311","0.186552511973197","0.170402433417902","0.202702590528492","5"
"Divorced","2015","Full Time","East Germany","199","0.113624362047637","0.0996985260767869","0.127550198018487","4"
"Divorced","2015","Full Time","West Germany","776","0.109719694140461","0.102636453413832","0.11680293486709","4"
"Divorced","2015","Part Time","West Germany","591","0.0997330744205872","0.0920670307782681","0.107399118062906","4"
"Divorced","2015","Part Time","East Germany","111","0.113052013084853","0.0955048196999623","0.130599206469744","4"
"Divorced","2015","Not Working","West Germany","503","0.0857371800642909","0.0797890847006267","0.0916852754279551","4"
"Divorced","2015","Not Working","East Germany","173","0.0863931356527992","0.0748688389562086","0.0979174323493897","4"
"Married","2015","Full Time","West Germany","4534","0.494914163884385","0.483583017219135","0.506245310549635","1"
"Married","2015","Part Time","West Germany","3523","0.530242059308048","0.517473550276716","0.543010568339381","1"
"Married","2015","Part Time","East Germany","675","0.424989499949904","0.397596069372216","0.452382930527592","1"
"Married","2015","Full Time","East Germany","1131","0.497109243589129","0.475169103972892","0.519049383205366","1"
"Married","2015","Not Working","West Germany","4639","0.499764545326617","0.489142020569386","0.510387070083847","1"
