"pgfamstd","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Married, but separated","1995","66 and older","West Germany","15","","","","2"
"Married, but separated","1995","66 and older","East Germany","","","","","2"
"Single","1995","16-34 y.","East Germany","722","0.555626521229213","0.527823540479086","0.583429501979339","3"
"Single","1995","16-34 y.","West Germany","1961","0.574199736806598","0.558314475472939","0.590084998140257","3"
"Single","1995","35-65 y.","West Germany","257","0.0794602285590406","0.0717826954433067","0.0871377616747744","3"
"Single","1995","35-65 y.","East Germany","73","0.0612675863812711","0.0509038289866935","0.0716313437758486","3"
"Single","1995","66 and older","West Germany","43","0.0523638065895416","0.0393410968666228","0.0653865163124605","3"
"Single","1995","66 and older","East Germany","22","","","","3"
"Widowed","1995","16-34 y.","West Germany","5","","","","5"
"Widowed","1995","16-34 y.","East Germany","3","","","","5"
"Widowed","1995","35-65 y.","West Germany","167","0.0464403531693637","0.0404666009618854","0.052414105376842","5"
"Widowed","1995","35-65 y.","East Germany","69","0.050623178241","0.0411493618989166","0.0600969945830834","5"
"Widowed","1995","66 and older","West Germany","415","0.440399008000514","0.411377007900105","0.469421008100922","5"
"Widowed","1995","66 and older","East Germany","163","0.428036864125799","0.380084387408027","0.475989340843571","5"
"Divorced","1996","16-34 y.","West Germany","100","0.036356547018739","0.0302311829754535","0.0424819110620244","4"
"Divorced","1996","16-34 y.","East Germany","34","0.0382888301156146","0.027395307435191","0.0491823527960382","4"
"Divorced","1996","35-65 y.","West Germany","326","0.0927531475589282","0.0844332742343208","0.101073020883536","4"
"Divorced","1996","35-65 y.","East Germany","161","0.101406768464781","0.0884121514834816","0.114401385446081","4"
"Divorced","1996","66 and older","West Germany","35","0.0384583589832609","0.0272660166133286","0.0496507013531931","4"
"Divorced","1996","66 and older","East Germany","24","","","","4"
"Married","1996","16-34 y.","West Germany","1472","0.358831299396667","0.343134405655194","0.374528193138139","1"
"Married","1996","16-34 y.","East Germany","391","0.35887370896345","0.331643399423664","0.386104018503237","1"
"Married","1996","35-65 y.","West Germany","3754","0.740586919666758","0.728015810300979","0.753158029032537","1"
"Married","1996","35-65 y.","East Germany","1721","0.761841172646863","0.743504775721252","0.780177569572473","1"
"Married","1996","66 and older","East Germany","216","0.451745745859638","0.404207288571935","0.499284203147342","1"
"Married","1996","66 and older","West Germany","652","0.478473402684915","0.449399140979102","0.507547664390729","1"
"Married, but separated","1996","16-34 y.","West Germany","84","0.0211646963451398","0.0164544541786183","0.0258749385116614","2"
"Married, but separated","1996","16-34 y.","East Germany","19","","","","2"
"Married, but separated","1996","35-65 y.","West Germany","138","0.030164552212386","0.0252590088510155","0.0350700955737565","2"
"Married, but separated","1996","35-65 y.","East Germany","31","0.0136449326935827","0.00865090692546456","0.0186389584617009","2"
"Married, but separated","1996","66 and older","East Germany","1","","","","2"
"Married, but separated","1996","66 and older","West Germany","17","","","","2"
"Single","1996","16-34 y.","West Germany","1927","0.581060655419287","0.564914515489206","0.597206795349369","3"
"Single","1996","16-34 y.","East Germany","746","0.580225692354944","0.552209031818646","0.608242352891242","3"
"Single","1996","35-65 y.","West Germany","279","0.0866295200834966","0.0785618878863411","0.0946971522806522","3"
"Single","1996","35-65 y.","East Germany","84","0.0698795299477009","0.0589048205648854","0.0808542393305164","3"
"Single","1996","66 and older","East Germany","19","","","","3"
"Single","1996","66 and older","West Germany","42","0.0535476712904459","0.0404449582366451","0.0666503843442467","3"
"Widowed","1996","16-34 y.","West Germany","4","","","","5"
"Widowed","1996","16-34 y.","East Germany","2","","","","5"
"Widowed","1996","35-65 y.","West Germany","173","0.049865860478431","0.0436229979576281","0.0561087229992338","5"
"Widowed","1996","35-65 y.","East Germany","76","0.0532275962470725","0.0435639802891379","0.0628912122050071","5"
"Widowed","1996","66 and older","West Germany","388","0.408437490998905","0.379828358789039","0.437046623208772","5"
"Widowed","1996","66 and older","East Germany","161","0.435557973225847","0.388194919188738","0.482921027262956","5"
"Divorced","1997","16-34 y.","West Germany","100","0.0351592011697651","0.0290266129994911","0.0412917893400392","4"
"Divorced","1997","16-34 y.","East Germany","35","0.0392796037994779","0.0281342279707482","0.0504249796282075","4"
"Divorced","1997","35-65 y.","West Germany","333","0.0957352783757118","0.0872335784807117","0.104236978270712","4"
"Divorced","1997","35-65 y.","East Germany","169","0.10993896998123","0.0963446232746054","0.123533316687855","4"
"Divorced","1997","66 and older","West Germany","37","0.0419184465526544","0.0303359281201954","0.0535009649851134","4"
"Divorced","1997","66 and older","East Germany","24","","","","4"
"Married","1997","16-34 y.","West Germany","1408","0.354597308345055","0.338668636140655","0.370525980549454","1"
"Married","1997","16-34 y.","East Germany","338","0.314323899199335","0.28768839815066","0.34095940024801","1"
"Married","1997","35-65 y.","West Germany","3672","0.735530639554313","0.722786514008256","0.748274765100369","1"
"Married","1997","66 and older","West Germany","665","0.471018374613104","0.442168868084933","0.499867881141276","1"
"Married","1997","35-65 y.","East Germany","1649","0.737578757222489","0.718459266904326","0.756698247540651","1"
"Married","1997","66 and older","East Germany","248","0.505072293459516","0.458195809586674","0.551948777332359","1"
"Married, but separated","1997","16-34 y.","West Germany","75","0.0224697022811708","0.0175350080905208","0.0274043964718209","2"
"Married, but separated","1997","16-34 y.","East Germany","14","","","","2"
"Married, but separated","1997","35-65 y.","West Germany","148","0.0343686505766291","0.0291047352699622","0.0396325658832959","2"
"Married, but separated","1997","35-65 y.","East Germany","46","0.0187445007053712","0.0128506299665078","0.0246383714442347","2"
"Married, but separated","1997","66 and older","West Germany","14","","","","2"
"Married, but separated","1997","66 and older","East Germany","1","","","","2"
"Single","1997","16-34 y.","West Germany","1879","0.586077513797774","0.569677904144059","0.602477123451489","3"
"Single","1997","16-34 y.","East Germany","777","0.618983420056251","0.591120661709226","0.646846178403276","3"
"Single","1997","35-65 y.","West Germany","281","0.086598255897334","0.0784716824406612","0.0947248293540069","3"
"Single","1997","35-65 y.","East Germany","86","0.0734311833125291","0.0620953951837764","0.0847669714412818","3"
"Single","1997","66 and older","West Germany","44","0.0587544799666665","0.0451628630520588","0.0723460968812743","3"
"Single","1997","66 and older","East Germany","17","","","","3"
"Widowed","1997","16-34 y.","West Germany","3","","","","5"
"Widowed","1997","16-34 y.","East Germany","3","","","","5"
"Widowed","1997","35-65 y.","West Germany","167","0.0477671755960123","0.0416046557659134","0.0539296954261113","5"
"Widowed","1997","35-65 y.","East Germany","84","0.060306588778381","0.0499611696687714","0.0706520078879906","5"
"Widowed","1997","66 and older","West Germany","390","0.417809743205198","0.389304751493234","0.446314734917162","5"
"Widowed","1997","66 and older","East Germany","147","0.381073096137747","0.335539579031465","0.426606613244028","5"
"Divorced","1998","16-34 y.","West Germany","109","0.0331093556791947","0.0273198927317741","0.0388988186266153","4"
"Divorced","1998","16-34 y.","East Germany","29","","","","4"
"Divorced","1998","35-65 y.","West Germany","422","0.100355177485315","0.0922953904836864","0.108414964486943","4"
"Divorced","1998","66 and older","West Germany","38","0.0352119722216912","0.0254944577161285","0.0449294867272539","4"
"Divorced","1998","35-65 y.","East Germany","185","0.109642368152159","0.0965386899124254","0.122746046391893","4"
"Divorced","1998","66 and older","East Germany","32","0.0703012265946136","0.0474542817589568","0.0931481714302705","4"
"Married","1998","16-34 y.","West Germany","1422","0.345322790112605","0.329937685019384","0.360707895205825","1"
"Married","1998","16-34 y.","East Germany","340","0.303369890151331","0.277456615471112","0.329283164831549","1"
"Married","1998","35-65 y.","West Germany","4205","0.736240124248464","0.724419722525876","0.748060525971053","1"
"Married","1998","35-65 y.","East Germany","1757","0.738254909039942","0.719819014363155","0.75669080371673","1"
"Married","1998","66 and older","West Germany","806","0.483146122306887","0.456799969396537","0.509492275217237","1"
"Married","1998","66 and older","East Germany","274","0.509110597391937","0.46443468303593","0.553786511747945","1"
"Married, but separated","1998","16-34 y.","East Germany","23","","","","2"
"Married, but separated","1998","16-34 y.","West Germany","60","0.0149756662225251","0.0110456821453496","0.0189056502997006","2"
"Married, but separated","1998","35-65 y.","West Germany","181","0.0376686640367488","0.0325616088209634","0.0427757192525342","2"
"Married, but separated","1998","35-65 y.","East Germany","40","0.017719143305213","0.0121861394292728","0.0232521471811532","2"
"Married, but separated","1998","66 and older","West Germany","17","","","","2"
"Married, but separated","1998","66 and older","East Germany","4","","","","2"
"Single","1998","16-34 y.","West Germany","2074","0.604201301109475","0.58837781229691","0.620024789922041","3"
"Single","1998","16-34 y.","East Germany","814","0.62796774969692","0.600722304713844","0.655213194679996","3"
"Single","1998","35-65 y.","West Germany","349","0.0859466641808201","0.0784283856305678","0.0934649427310724","3"
"Single","1998","35-65 y.","East Germany","112","0.0758777980737774","0.0647721518200554","0.0869834443274994","3"
"Single","1998","66 and older","West Germany","54","0.05782518575449","0.0455191454504507","0.0701312260585294","3"
"Single","1998","66 and older","East Germany","20","","","","3"
"Widowed","1998","16-34 y.","West Germany","4","","","","5"
"Widowed","1998","16-34 y.","East Germany","3","","","","5"
"Widowed","1998","35-65 y.","West Germany","182","0.0397893700486519","0.0345463089699561","0.0450324311273477","5"
"Widowed","1998","35-65 y.","East Germany","90","0.0585057814289083","0.0486627245453621","0.0683488383124546","5"
"Widowed","1998","66 and older","West Germany","467","0.410632825627282","0.384696176133416","0.436569475121149","5"
"Widowed","1998","66 and older","East Germany","151","0.369796403641381","0.326654695837085","0.412938111445676","5"
"Divorced","1999","16-34 y.","West Germany","93","0.0324812441200295","0.0265572462470834","0.0384052419929756","4"
"Divorced","1999","16-34 y.","East Germany","33","0.0409797565115679","0.0296203998892774","0.0523391131338583","4"
"Divorced","1999","35-65 y.","West Germany","450","0.106380142110502","0.0979675481326558","0.114792736088349","4"
"Divorced","1999","35-65 y.","East Germany","192","0.120967143826417","0.107115652713047","0.134818634939787","4"
"Divorced","1999","66 and older","West Germany","41","0.0414383687642317","0.0306786298814195","0.0521981076470439","4"
"Divorced","1999","66 and older","East Germany","33","0.0700460658649729","0.0474248338789084","0.0926672978510374","4"
"Married","1999","16-34 y.","West Germany","1290","0.327523036656851","0.311840059803517","0.343206013510185","1"
"Married","1999","16-34 y.","East Germany","296","0.270533850329319","0.245079117754656","0.295988582903983","1"
"Married","1999","35-65 y.","West Germany","4010","0.72773959787567","0.715594431060846","0.739884764690495","1"
"Married","1999","35-65 y.","East Germany","1683","0.711923315705056","0.692686600146109","0.731160031264002","1"
"Married","1999","66 and older","East Germany","276","0.503874937026386","0.459559950313902","0.54818992373887","1"
"Married","1999","66 and older","West Germany","784","0.48783787267397","0.460852285462529","0.514823459885412","1"
"Married, but separated","1999","16-34 y.","West Germany","63","0.017183817563277","0.0128410673959164","0.0215265677306375","2"
"Married, but separated","1999","16-34 y.","East Germany","18","","","","2"
"Married, but separated","1999","35-65 y.","West Germany","165","0.0326476971613827","0.0277988125229777","0.0374965817997877","2"
"Married, but separated","1999","35-65 y.","East Germany","43","0.022403464005372","0.0161171267867813","0.0286898012239627","2"
"Married, but separated","1999","66 and older","East Germany","4","","","","2"
"Married, but separated","1999","66 and older","West Germany","18","","","","2"
"Single","1999","16-34 y.","West Germany","1989","0.619971188370216","0.603750738871704","0.636191637868728","3"
"Single","1999","16-34 y.","East Germany","821","0.65970990653864","0.632560751598205","0.686859061479075","3"
"Single","1999","35-65 y.","West Germany","360","0.0934915612590621","0.0855483635572949","0.101434758960829","3"
"Single","1999","35-65 y.","East Germany","123","0.0895238606956089","0.0773965655826009","0.101651155808617","3"
"Single","1999","66 and older","West Germany","52","0.0590412390097782","0.0463163673044121","0.0717661107151442","3"
"Single","1999","66 and older","East Germany","20","","","","3"
"Widowed","1999","16-34 y.","East Germany","2","","","","5"
"Widowed","1999","16-34 y.","West Germany","5","","","","5"
"Widowed","1999","35-65 y.","West Germany","175","0.0397410015933823","0.0344108834275898","0.0450711197591749","5"
"Widowed","1999","35-65 y.","East Germany","88","0.055182215767546","0.0454830617113187","0.0648813698237734","5"
"Widowed","1999","66 and older","West Germany","423","0.395495199213443","0.369097816370584","0.421892582056301","5"
"Widowed","1999","66 and older","East Germany","156","0.373756999154733","0.330876506030086","0.41663749227938","5"
"Divorced","2000","16-34 y.","West Germany","140","0.0288100714858296","0.0243711755210296","0.0332489674506297","4"
"Divorced","2000","16-34 y.","East Germany","51","0.0401523141465263","0.0307564222571249","0.0495482060359276","4"
"Divorced","2000","35-65 y.","West Germany","811","0.0956188354848424","0.0898945744888285","0.101343096480856","4"
"Divorced","2000","35-65 y.","East Germany","334","0.127032919311683","0.115676252695018","0.138389585928347","4"
"Divorced","2000","66 and older","West Germany","75","0.035395608221147","0.0284541080651268","0.0423371083771671","4"
"Divorced","2000","66 and older","East Germany","58","0.0769565488013845","0.0593372947483691","0.0945758028543998","4"
"Married","2000","16-34 y.","West Germany","1970","0.329239588784806","0.316768899747862","0.34171027782175","1"
"Married","2000","16-34 y.","East Germany","377","0.238526173028551","0.218128667000402","0.2589236790567","1"
"Married","2000","35-65 y.","West Germany","7924","0.734574801383065","0.725979501444693","0.743170101321437","1"
"Married","2000","66 and older","West Germany","1673","0.534996190032908","0.516258863259571","0.553733516806245","1"
"Married","2000","35-65 y.","East Germany","2553","0.716696899205848","0.70132996503266","0.732063833379036","1"
"Married","2000","66 and older","East Germany","503","0.501963729779363","0.468910012483359","0.535017447075366","1"
"Married, but separated","2000","16-34 y.","East Germany","18","","","","2"
"Married, but separated","2000","16-34 y.","West Germany","74","0.0124464209821692","0.00950434902605908","0.0153884929382793","2"
"Married, but separated","2000","35-65 y.","West Germany","283","0.0302323587461296","0.0268993089038897","0.0335654085883696","2"
"Married, but separated","2000","35-65 y.","East Germany","81","0.0251345217427413","0.0197962403474453","0.0304728031380373","2"
"Married, but separated","2000","66 and older","East Germany","7","","","","2"
"Married, but separated","2000","66 and older","West Germany","34","0.012722472699854","0.00851220781237368","0.0169327375873344","2"
"Single","2000","16-34 y.","East Germany","1228","0.709479531888243","0.687750525742634","0.731208538033853","3"
"Single","2000","16-34 y.","West Germany","3269","0.629268824937555","0.61645147103996","0.64208617883515","3"
"Single","2000","35-65 y.","West Germany","777","0.100964773204183","0.0951000807965757","0.10682946561179","3"
"Single","2000","35-65 y.","East Germany","213","0.0874461201145571","0.0778124153072868","0.0970798249218274","3"
"Single","2000","66 and older","East Germany","30","0.0404767872451133","0.0274485873534895","0.0535049871367372","3"
"Single","2000","66 and older","West Germany","97","0.0483263240559239","0.0402699441099024","0.0563827040019455","3"
"Widowed","2000","16-34 y.","West Germany","2","","","","5"
"Widowed","2000","16-34 y.","East Germany","3","","","","5"
"Widowed","2000","35-65 y.","West Germany","343","0.0386092311817803","0.0348589183288263","0.0423595440347344","5"
"Widowed","2000","35-65 y.","East Germany","122","0.0436895396251712","0.036718749753877","0.0506603294964654","5"
"Widowed","2000","66 and older","West Germany","843","0.368559404990167","0.350436657924484","0.386682152055849","5"
"Widowed","2000","66 and older","East Germany","281","0.375033631547592","0.343028686585053","0.407038576510131","5"
"Divorced","2001","16-34 y.","West Germany","116","0.0256103200561844","0.0211212606151437","0.0300993794972251","4"
"Divorced","2001","16-34 y.","East Germany","39","0.0343531342597922","0.0252476403498848","0.0434586281696996","4"
"Divorced","2001","35-65 y.","West Germany","788","0.104772363548161","0.0985183151560403","0.111026411940281","4"
"Divorced","2001","35-65 y.","East Germany","314","0.132794371799228","0.12078243899497","0.144806304603487","4"
"Divorced","2001","66 and older","West Germany","73","0.0374624349537587","0.0301051124600404","0.0448197574474771","4"
"Divorced","2001","66 and older","East Germany","53","0.067681633729906","0.0507546161193388","0.0846086513404732","4"
"Married","2001","16-34 y.","West Germany","1626","0.306188414836976","0.293090665756838","0.319286163917114","1"
"Married","2001","16-34 y.","East Germany","314","0.216543903583467","0.195952238301126","0.237135568865807","1"
"Married","2001","35-65 y.","West Germany","7125","0.718083812357259","0.708895860697751","0.727271764016767","1"
"Married","2001","35-65 y.","East Germany","2352","0.699922800641713","0.683700830961736","0.716144770321691","1"
"Married","2001","66 and older","West Germany","1590","0.54199509770577","0.522691169640021","0.561299025771518","1"
"Married","2001","66 and older","East Germany","506","0.518499203750896","0.484829797236027","0.552168610265766","1"
"Married, but separated","2001","16-34 y.","West Germany","66","0.0143958492725033","0.0110109057833794","0.0177807927616272","2"
"Married, but separated","2001","35-65 y.","West Germany","260","0.0299231429608352","0.0264439557196886","0.0334023302019818","2"
"Married, but separated","2001","16-34 y.","East Germany","18","","","","2"
"Married, but separated","2001","35-65 y.","East Germany","76","0.0254821485508986","0.0199041944426709","0.0310601026591263","2"
"Married, but separated","2001","66 and older","West Germany","33","0.0132413934899167","0.00881260178161447","0.0176701851982189","2"
"Married, but separated","2001","66 and older","East Germany","8","","","","2"
"Single","2001","16-34 y.","West Germany","2947","0.653581378280323","0.640059657458467","0.667103099102178","3"
"Single","2001","16-34 y.","East Germany","1162","0.729434566721475","0.707224979704207","0.751644153738743","3"
"Single","2001","35-65 y.","West Germany","746","0.110708207065324","0.104300787290654","0.117115626839993","3"
"Single","2001","35-65 y.","East Germany","209","0.0991077427815335","0.0885309928719702","0.109684492691097","3"
"Single","2001","66 and older","West Germany","93","0.0485979805811653","0.0402668470744886","0.056929114087842","3"
"Single","2001","66 and older","East Germany","24","","","","3"
"Widowed","2001","16-34 y.","West Germany","2","","","","5"
"Widowed","2001","16-34 y.","East Germany","4","","","","5"
"Widowed","2001","35-65 y.","West Germany","293","0.0365124740684214","0.0326823326870967","0.0403426154497461","5"
"Widowed","2001","35-65 y.","East Germany","115","0.0426929362266262","0.0355370132092774","0.0498488592439749","5"
"Widowed","2001","66 and older","West Germany","770","0.358703093269389","0.340120339105066","0.377285847433712","5"
"Widowed","2001","66 and older","East Germany","255","0.369883395685841","0.337351768287199","0.402415023084483","5"
"Divorced","2002","16-34 y.","West Germany","101","0.0229830302238547","0.0186930497855856","0.0272730106621238","4"
"Divorced","2002","16-34 y.","East Germany","37","0.0364763384719524","0.0269668972640763","0.0459857796798286","4"
"Divorced","2002","35-65 y.","West Germany","862","0.109314628843396","0.103268910563433","0.115360347123359","4"
"Divorced","2002","66 and older","West Germany","84","0.0405718095748372","0.0331298957681232","0.0480137233815512","4"
"Divorced","2002","35-65 y.","East Germany","316","0.13860617585709","0.126349382717481","0.150862968996699","4"
"Divorced","2002","66 and older","East Germany","56","0.0667104621427406","0.0503541833318584","0.0830667409536228","4"
"Married","2002","16-34 y.","West Germany","1414","0.28809938850464","0.275134121484971","0.301064655524308","1"
"Married","2002","16-34 y.","East Germany","260","0.181403061295107","0.161856266615198","0.200949855975016","1"
"Married","2002","35-65 y.","West Germany","8028","0.716930298415052","0.708201956212859","0.725658640617245","1"
"Married","2002","35-65 y.","East Germany","2324","0.680576848082124","0.664037953850637","0.697115742313611","1"
"Married","2002","66 and older","West Germany","1730","0.554608978727099","0.535862038877818","0.573355918576381","1"
"Married","2002","66 and older","East Germany","552","0.542859276532622","0.510204409549099","0.575514143516144","1"
"Married, but separated","2002","16-34 y.","West Germany","67","0.0173954206445268","0.0136525271120587","0.021138314176995","2"
"Married, but separated","2002","16-34 y.","East Germany","18","","","","2"
"Married, but separated","2002","35-65 y.","West Germany","257","0.0271649022205441","0.0240151942291109","0.0303146102119773","2"
"Married, but separated","2002","35-65 y.","East Germany","76","0.0280346814735968","0.0221792637047083","0.0338900992424853","2"
"Married, but separated","2002","66 and older","West Germany","39","0.0152298798590996","0.0106105191182174","0.0198492405999818","2"
"Married, but separated","2002","66 and older","East Germany","9","","","","2"
"Single","2002","16-34 y.","West Germany","3104","0.671480729731214","0.658034583939033","0.684926875523394","3"
"Single","2002","16-34 y.","East Germany","1175","0.771353298400638","0.750050957617659","0.792655639183617","3"
"Single","2002","35-65 y.","West Germany","803","0.110707948255805","0.104628583374555","0.116787313137054","3"
"Single","2002","35-65 y.","East Germany","220","0.110411737212948","0.0992947570036003","0.121528717422295","3"
"Single","2002","66 and older","West Germany","95","0.0479916777265197","0.0399291810673895","0.0560541743856499","3"
"Single","2002","66 and older","East Germany","25","","","","3"
"Widowed","2002","16-34 y.","West Germany","1","","","","5"
"Widowed","2002","16-34 y.","East Germany","3","","","","5"
"Widowed","2002","35-65 y.","West Germany","283","0.0358822222652027","0.0322784999793997","0.0394859445510056","5"
"Widowed","2002","35-65 y.","East Germany","117","0.0423705573742412","0.0352253387349803","0.0495157760135021","5"
"Widowed","2002","66 and older","West Germany","752","0.341597654112444","0.323709343246285","0.359485964978603","5"
"Widowed","2002","66 and older","East Germany","252","0.345331330739519","0.314163390583654","0.376499270895384","5"
"Divorced","2003","16-34 y.","East Germany","29","","","","4"
"Divorced","2003","16-34 y.","West Germany","94","0.0232543739325502","0.018807813586372","0.0277009342787285","4"
"Divorced","2003","35-65 y.","West Germany","846","0.113098005317827","0.106791064878213","0.119404945757441","4"
"Divorced","2003","35-65 y.","East Germany","316","0.142701850081732","0.130129068194112","0.155274631969353","4"
"Divorced","2003","66 and older","East Germany","59","0.0731901286861399","0.0563145324969593","0.0900657248753205","4"
"Divorced","2003","66 and older","West Germany","89","0.0412004965523815","0.0337612407716087","0.0486397523331543","4"
"Married","2003","16-34 y.","West Germany","1250","0.274763245068742","0.261592803110348","0.287933687027136","1"
"Married","2003","16-34 y.","East Germany","223","0.152142297399013","0.133731997009182","0.170552597788844","1"
"Married","2003","35-65 y.","West Germany","7486","0.703653390571977","0.694559854060941","0.712746927083013","1"
"Married","2003","35-65 y.","East Germany","2226","0.666125728674747","0.649173757033596","0.683077700315897","1"
"Married","2003","66 and older","West Germany","1762","0.561708865259774","0.543137178582394","0.580280551937154","1"
"Married","2003","66 and older","East Germany","573","0.549603136712381","0.517365750370916","0.581840523053846","1"
"Married, but separated","2003","16-34 y.","West Germany","64","0.0143970954889213","0.0108825468567934","0.0179116441210492","2"
"Married, but separated","2003","16-34 y.","East Germany","14","","","","2"
"Married, but separated","2003","35-65 y.","West Germany","275","0.0305511685325654","0.0271240446781855","0.0339782923869454","2"
"Married, but separated","2003","35-65 y.","East Germany","79","0.0317008374136078","0.0254030096096648","0.0379986652175508","2"
"Married, but separated","2003","66 and older","West Germany","40","0.013773044039967","0.00941072154961985","0.0181353665303141","2"
"Married, but separated","2003","66 and older","East Germany","10","","","","2"
"Single","2003","16-34 y.","East Germany","1194","0.815403214425694","0.795516058381437","0.835290370469952","3"
"Single","2003","16-34 y.","West Germany","3004","0.687548066933451","0.673873163508781","0.70122297035812","3"
"Single","2003","35-65 y.","West Germany","819","0.118649786719638","0.112210152803271","0.125089420636004","3"
"Single","2003","35-65 y.","East Germany","236","0.11793975657112","0.106345847929797","0.129533665212443","3"
"Single","2003","66 and older","East Germany","23","","","","3"
"Single","2003","66 and older","West Germany","91","0.0449185991937111","0.0371659941087077","0.0526712042787144","3"
"Widowed","2003","16-34 y.","West Germany","1","","","","5"
"Widowed","2003","35-65 y.","West Germany","261","0.0340476488579933","0.0304362549861224","0.0376590427298641","5"
"Widowed","2003","16-34 y.","East Germany","2","","","","5"
"Widowed","2003","35-65 y.","East Germany","116","0.0415318272587931","0.0343599969712224","0.0487036575463639","5"
"Widowed","2003","66 and older","West Germany","760","0.338398994954166","0.320688651797255","0.356109338111078","5"
"Widowed","2003","66 and older","East Germany","250","0.33366887467363","0.303116818599291","0.364220930747969","5"
"Divorced","2004","16-34 y.","East Germany","20","","","","4"
"Divorced","2004","16-34 y.","West Germany","79","0.0207446061696977","0.0164372177099183","0.025051994629477","4"
"Divorced","2004","35-65 y.","West Germany","856","0.117669903498409","0.11115058292883","0.124189224067989","4"
"Divorced","2004","35-65 y.","East Germany","318","0.146396699100723","0.133402385420023","0.159391012781423","4"
"Divorced","2004","66 and older","West Germany","104","0.0451160670121461","0.0374404529312086","0.0527916810930836","4"
"Divorced","2004","66 and older","East Germany","66","0.0810913058693438","0.0638415130858684","0.0983410986528192","4"
"Married","2004","16-34 y.","West Germany","1113","0.248516468327452","0.235456239768884","0.26157669688602","1"
"Married","2004","16-34 y.","East Germany","198","0.112124280952105","0.0957766735500641","0.128471888354145","1"
"Married","2004","35-65 y.","West Germany","7182","0.694214193203999","0.684892184641107","0.70353620176689","1"
"Married","2004","35-65 y.","East Germany","2100","0.657065812891217","0.63961685526669","0.674514770515744","1"
"Married","2004","66 and older","East Germany","618","0.561185500297878","0.529827073952969","0.592543926642787","1"
"Married","2004","66 and older","West Germany","1820","0.565047856947215","0.54671477097809","0.58338094291634","1"
"Married, but separated","2004","16-34 y.","West Germany","52","0.0160300204783369","0.0122344992945335","0.0198255416621402","2"
"Married, but separated","2004","16-34 y.","East Germany","11","","","","2"
"Married, but separated","2004","35-65 y.","West Germany","267","0.0315026624638286","0.027968577900815","0.0350367470268422","2"
"Married, but separated","2004","35-65 y.","East Germany","86","0.0394870799996409","0.0323283039495959","0.0466458560496858","2"
"Married, but separated","2004","66 and older","West Germany","43","0.0155101746178712","0.0109404904910429","0.0200798587446995","2"
"Married, but separated","2004","66 and older","East Germany","8","","","","2"
"Single","2004","16-34 y.","West Germany","2961","0.714672719200297","0.701025671555","0.728319766845594","3"
"Single","2004","16-34 y.","East Germany","1198","0.858483314137754","0.840424134082457","0.876542494193051","3"
"Single","2004","35-65 y.","West Germany","827","0.122419973841023","0.115788293295101","0.129051654386945","3"
"Single","2004","35-65 y.","East Germany","239","0.120363109015116","0.108402368262642","0.132323849767591","3"
"Single","2004","66 and older","West Germany","100","0.0505877626766985","0.0424833346406449","0.0586921907127522","3"
"Single","2004","66 and older","East Germany","21","","","","3"
"Widowed","2004","16-34 y.","East Germany","4","","","","5"
"Widowed","2004","16-34 y.","West Germany","1","","","","5"
"Widowed","2004","35-65 y.","West Germany","252","0.0341932669927404","0.0305164712468419","0.0378700627386389","5"
"Widowed","2004","35-65 y.","East Germany","100","0.0366872989933022","0.0297769310200551","0.0435976669665493","5"
"Widowed","2004","66 and older","West Germany","742","0.323738138746069","0.306434931802307","0.341041345689831","5"
"Widowed","2004","66 and older","East Germany","249","0.320684937024749","0.291190816008998","0.350179058040499","5"
"Divorced","2005","16-34 y.","West Germany","73","0.0196761037061126","0.0153645501026754","0.0239876573095499","4"
"Divorced","2005","16-34 y.","East Germany","19","","","","4"
"Divorced","2005","35-65 y.","West Germany","842","0.122871711485129","0.116044776410216","0.129698646560041","4"
"Divorced","2005","35-65 y.","East Germany","317","0.158317721133321","0.144624499921441","0.1720109423452","4"
"Divorced","2005","66 and older","East Germany","67","0.0787750482196709","0.0618048233366502","0.0957452731026915","4"
"Divorced","2005","66 and older","West Germany","103","0.0467255868189","0.0389222333185446","0.0545289403192554","4"
"Married","2005","16-34 y.","West Germany","987","0.241703824250229","0.228413345124829","0.254994303375629","1"
"Married","2005","16-34 y.","East Germany","186","0.118303703717473","0.101094615076224","0.135512792358722","1"
"Married","2005","35-65 y.","West Germany","6715","0.685149640654809","0.675491065271125","0.694808216038494","1"
"Married","2005","35-65 y.","East Germany","1990","0.644062113855615","0.626101641575068","0.662022586136162","1"
"Married","2005","66 and older","West Germany","1817","0.563715286429777","0.545379065405996","0.582051507453559","1"
"Married","2005","66 and older","East Germany","620","0.563263799238316","0.532019130227339","0.594508468249294","1"
"Married, but separated","2005","16-34 y.","West Germany","56","0.0166564714038395","0.0126834255477411","0.0206295172599379","2"
"Married, but separated","2005","35-65 y.","West Germany","270","0.0329106250226728","0.0292006615724738","0.0366205884728718","2"
"Married, but separated","2005","16-34 y.","East Germany","6","","","","2"
"Married, but separated","2005","35-65 y.","East Germany","82","0.0363887284634342","0.0293644593269912","0.0434129975998773","2"
"Married, but separated","2005","66 and older","West Germany","47","0.0175946478814734","0.0127335923666932","0.0224557033962535","2"
"Married, but separated","2005","66 and older","East Germany","7","","","","2"
"Single","2005","16-34 y.","West Germany","2868","0.721364093369632","0.70744614423168","0.735282042507584","3"
