"pgfamstd","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Divorced","1985","Employed","Rural Area","48","0.0477954595024674","0.036085606499862","0.0595053125050729","4"
"Divorced","1985","Employed","Urban Area","212","0.0561732897798838","0.0498327452109415","0.0625138343488262","4"
"Divorced","1985","Not Employed","Rural Area","9","","","","4"
"Divorced","1985","Not Employed","Urban Area","72","0.0302253943060934","0.0241393839000287","0.036311404712158","4"
"Married","1985","Not Employed","Rural Area","512","0.554275797563935","0.520501797962437","0.588049797165432","1"
"Married","1985","Employed","Rural Area","850","0.63594053970757","0.609529383450361","0.662351695964778","1"
"Married","1985","Employed","Urban Area","3372","0.608743877755202","0.595304988512944","0.622182766997461","1"
"Married","1985","Not Employed","Urban Area","1808","0.526270308766579","0.508521016688704","0.544019600844453","1"
"Married, but separated","1985","Not Employed","Urban Area","34","0.00971031766464681","0.00622446405125859","0.013196171278035","2"
"Married, but separated","1985","Employed","Rural Area","29","","","","2"
"Married, but separated","1985","Employed","Urban Area","140","0.0247678897777065","0.020488183166853","0.0290475963885601","2"
"Married, but separated","1985","Not Employed","Rural Area","7","","","","2"
"Single","1985","Not Employed","Rural Area","177","0.207015942558969","0.179485033484592","0.234546851633347","3"
"Single","1985","Employed","Urban Area","1273","0.290337531470783","0.277838020930849","0.302837042010718","3"
"Single","1985","Not Employed","Urban Area","695","0.196795514402908","0.182662592489104","0.210928436316712","3"
"Single","1985","Employed","Rural Area","316","0.27088422381002","0.246490219139785","0.295278228480255","3"
"Widowed","1985","Employed","Rural Area","32","0.0286058843552235","0.0194559406497386","0.0377558280607085","5"
"Widowed","1985","Employed","Urban Area","69","0.0199774112164238","0.0161243745143349","0.0238304479185128","5"
"Widowed","1985","Not Employed","Rural Area","127","0.217271696641026","0.189250058221654","0.245293335060398","5"
"Widowed","1985","Not Employed","Urban Area","431","0.236998464859773","0.221882120684986","0.25211480903456","5"
"Divorced","1986","Employed","Rural Area","50","0.0485918420379134","0.0371392477558728","0.0600444363199539","4"
"Divorced","1986","Employed","Urban Area","217","0.0538836503292076","0.0477754878209956","0.0599918128374195","4"
"Divorced","1986","Not Employed","Rural Area","12","","","","4"
"Divorced","1986","Not Employed","Urban Area","74","0.0310475815139067","0.0249161585943799","0.0371790044334335","4"
"Married","1986","Not Employed","Rural Area","510","0.581963641176719","0.547848649256103","0.616078633097335","1"
"Married","1986","Not Employed","Urban Area","1834","0.528847222097822","0.511201389648826","0.546493054546818","1"
"Married","1986","Employed","Rural Area","886","0.618138562902038","0.592260332260051","0.644016793544024","1"
"Married","1986","Employed","Urban Area","3459","0.613808719557169","0.600637452260546","0.626979986853792","1"
"Married, but separated","1986","Not Employed","Urban Area","57","0.0198412327131781","0.0149114395368937","0.0247710258894625","2"
"Married, but separated","1986","Employed","Urban Area","170","0.0271155632991494","0.0227216675542048","0.0315094590440939","2"
"Married, but separated","1986","Not Employed","Rural Area","7","","","","2"
"Married, but separated","1986","Employed","Rural Area","26","","","","2"
"Single","1986","Not Employed","Rural Area","157","0.178716411469519","0.152218044613668","0.205214778325371","3"
"Single","1986","Employed","Urban Area","1346","0.289498201033131","0.277229026902516","0.301767375163747","3"
"Single","1986","Employed","Rural Area","357","0.285671000464496","0.261609595781173","0.309732405147819","3"
"Single","1986","Not Employed","Urban Area","682","0.181502666808574","0.167877359725694","0.195127973891454","3"
"Widowed","1986","Employed","Rural Area","35","0.028975901465549","0.020041360570635","0.0379104423604631","5"
"Widowed","1986","Employed","Urban Area","57","0.0156938657813424","0.0123315394051143","0.0190561921575705","5"
"Widowed","1986","Not Employed","Rural Area","117","0.211773702119121","0.183515027233158","0.240032377005084","5"
"Widowed","1986","Not Employed","Urban Area","427","0.238761296866519","0.223690418860588","0.25383217487245","5"
"Divorced","1987","Employed","Rural Area","51","0.0494495019010195","0.0380107904339948","0.0608882133680441","4"
"Divorced","1987","Not Employed","Urban Area","85","0.0370710971139593","0.030309104548393","0.0438330896795255","4"
"Divorced","1987","Employed","Urban Area","234","0.0557922147240867","0.0496042734356231","0.0619801560125503","4"
"Divorced","1987","Not Employed","Rural Area","11","","","","4"
"Married","1987","Not Employed","Urban Area","1808","0.542565512357249","0.524735550963965","0.560395473750533","1"
"Married","1987","Employed","Urban Area","3414","0.601755331283513","0.588557257442928","0.614953405124099","1"
"Married","1987","Employed","Rural Area","887","0.619490312152666","0.593874468338004","0.645106155967328","1"
"Married","1987","Not Employed","Rural Area","500","0.602325449341471","0.567666674048631","0.636984224634312","1"
"Married, but separated","1987","Not Employed","Urban Area","31","0.00851067886508142","0.00522302580958426","0.0117983319205786","2"
"Married, but separated","1987","Not Employed","Rural Area","5","","","","2"
"Married, but separated","1987","Employed","Rural Area","27","","","","2"
"Married, but separated","1987","Employed","Urban Area","173","0.0285037961033217","0.024017401179919","0.0329901910267243","2"
"Single","1987","Employed","Rural Area","379","0.287493691433491","0.263614640359671","0.311372742507312","3"
"Single","1987","Employed","Urban Area","1397","0.295062249204814","0.282766420515161","0.307358077894468","3"
"Single","1987","Not Employed","Rural Area","134","0.150416943656014","0.125101531211281","0.175732356100747","3"
"Single","1987","Not Employed","Urban Area","634","0.161154998544679","0.147996006968225","0.174313990121134","3"
"Widowed","1987","Employed","Rural Area","36","0.0274969865451464","0.0188692559367788","0.0361247171535139","5"
"Widowed","1987","Employed","Urban Area","67","0.0188864086842638","0.0152164604976992","0.0225563568708284","5"
"Widowed","1987","Not Employed","Rural Area","116","0.2200319499317","0.190694998189488","0.249368901673912","5"
"Widowed","1987","Not Employed","Urban Area","441","0.250697713119031","0.235185863944752","0.266209562293309","5"
"Divorced","1988","Employed","Rural Area","45","0.0457610166061374","0.0344795179691827","0.0570425152430921","4"
"Divorced","1988","Not Employed","Urban Area","74","0.0343656022308674","0.0276635124883238","0.0410676919734111","4"
"Divorced","1988","Employed","Urban Area","227","0.0574415758964204","0.051059308459839","0.0638238433330019","4"
"Divorced","1988","Not Employed","Rural Area","10","","","","4"
"Married","1988","Employed","Urban Area","3272","0.595753771171976","0.582293181845753","0.609214360498198","1"
"Married","1988","Not Employed","Rural Area","450","0.584981571707553","0.548506692257677","0.621456451157429","1"
"Married","1988","Not Employed","Urban Area","1738","0.537864032450007","0.519521342191273","0.556206722708742","1"
"Married","1988","Employed","Rural Area","849","0.617801106981926","0.591567413529867","0.644034800433984","1"
"Married, but separated","1988","Not Employed","Urban Area","44","0.0171308992693091","0.0123569278223486","0.0219048707162695","2"
"Married, but separated","1988","Not Employed","Rural Area","7","","","","2"
"Married, but separated","1988","Employed","Rural Area","34","0.0234123918331219","0.0152490330851208","0.0315757505811229","2"
"Married, but separated","1988","Employed","Urban Area","171","0.0321212882955061","0.0272849727094367","0.0369576038815756","2"
"Single","1988","Not Employed","Rural Area","126","0.163576517678847","0.136194675073631","0.190958360284063","3"
"Single","1988","Employed","Urban Area","1353","0.292321798388938","0.279846349079956","0.304797247697921","3"
"Single","1988","Employed","Rural Area","359","0.285295720801933","0.260917544927119","0.309673896676746","3"
"Single","1988","Not Employed","Urban Area","575","0.166144731969858","0.152450725724339","0.179838738215378","3"
"Widowed","1988","Employed","Rural Area","31","0.0277297637768823","0.0188652082165249","0.0365943193372397","5"
"Widowed","1988","Employed","Urban Area","83","0.0223615662471596","0.0183060333497727","0.0264170991445464","5"
"Widowed","1988","Not Employed","Rural Area","108","0.218987405407148","0.188372870241287","0.24960194057301","5"
"Widowed","1988","Not Employed","Urban Area","407","0.244494734079958","0.228682421235907","0.260307046924008","5"
"Divorced","1989","Not Employed","Urban Area","77","0.0376646026199799","0.0305334243341644","0.0447957809057953","4"
"Divorced","1989","Employed","Rural Area","48","0.0523281453256359","0.0399831836251792","0.0646731070260925","4"
"Divorced","1989","Not Employed","Rural Area","10","","","","4"
"Divorced","1989","Employed","Urban Area","242","0.0635695574846374","0.0568047448516051","0.0703343701176697","4"
"Married","1989","Not Employed","Urban Area","1650","0.526366822083474","0.507664450511165","0.545069193655782","1"
"Married","1989","Not Employed","Rural Area","431","0.589101393348405","0.551819548789559","0.626383237907251","1"
"Married","1989","Employed","Rural Area","809","0.613810464506694","0.586819992506418","0.640800936506969","1"
"Married","1989","Employed","Urban Area","3167","0.596163784280981","0.582559401497651","0.609768167064312","1"
"Married, but separated","1989","Not Employed","Urban Area","36","0.0139145091165991","0.00952695386685179","0.0183020643663464","2"
"Married, but separated","1989","Employed","Urban Area","155","0.0315598627760346","0.0267125911190499","0.0364071344330192","2"
"Married, but separated","1989","Not Employed","Rural Area","9","","","","2"
"Married, but separated","1989","Employed","Rural Area","25","","","","2"
"Single","1989","Not Employed","Rural Area","118","0.162007626165539","0.134087151675261","0.189928100655816","3"
"Single","1989","Not Employed","Urban Area","572","0.177372756705702","0.163064841058128","0.191680672353277","3"
"Single","1989","Employed","Rural Area","338","0.285829797387617","0.260783259773483","0.310876335001751","3"
"Single","1989","Employed","Urban Area","1349","0.28680488846408","0.274265080957525","0.299344695970635","3"
"Widowed","1989","Employed","Rural Area","30","0.0280410606147589","0.0188890974846252","0.0371930237448926","5"
"Widowed","1989","Employed","Urban Area","84","0.0219019069942669","0.0178437804303267","0.025960033558207","5"
"Widowed","1989","Not Employed","Rural Area","101","0.21212210106389","0.181143810336264","0.243100391791516","5"
"Widowed","1989","Not Employed","Urban Area","403","0.244681309474245","0.228578676918416","0.260783942030074","5"
"Divorced","1990","Not Employed","Urban Area","69","0.0341177464053566","0.0272074688897433","0.0410280239209698","4"
"Divorced","1990","Employed","Rural Area","52","0.0621383998288111","0.0487557382896394","0.0755210613679828","4"
"Divorced","1990","Not Employed","Rural Area","13","","","","4"
"Divorced","1990","Employed","Urban Area","251","0.0708815399766512","0.0636968529180248","0.0780662270352776","4"
"Married","1990","Not Employed","Urban Area","1627","0.540513918372115","0.521543240559586","0.559484596184643","1"
"Married","1990","Employed","Rural Area","809","0.603632055041284","0.576515875913044","0.630748234169524","1"
"Married","1990","Employed","Urban Area","3101","0.586405307305006","0.57261759653434","0.600193018075672","1"
"Married","1990","Not Employed","Rural Area","419","0.57973301421489","0.542189000019172","0.617277028410607","1"
"Married, but separated","1990","Not Employed","Rural Area","12","","","","2"
"Married, but separated","1990","Not Employed","Urban Area","40","0.0152863228705352","0.0106159696641453","0.019956676076925","2"
"Married, but separated","1990","Employed","Urban Area","142","0.0267983064288278","0.0222770322719902","0.0313195805856654","2"
"Married, but separated","1990","Employed","Rural Area","25","","","","2"
"Single","1990","Not Employed","Urban Area","516","0.160106825219515","0.146147636581416","0.174066013857614","3"
"Single","1990","Employed","Rural Area","335","0.284734707942933","0.259717037641083","0.309752378244784","3"
"Single","1990","Employed","Urban Area","1329","0.297049455643682","0.284256157945371","0.309842753341992","3"
"Single","1990","Not Employed","Rural Area","118","0.16406986022122","0.135901377962462","0.192238342479978","3"
"Widowed","1990","Employed","Rural Area","29","","","","5"
"Widowed","1990","Employed","Urban Area","78","0.0188653906458332","0.0150564611059011","0.0226743201857654","5"
"Widowed","1990","Not Employed","Rural Area","102","0.216350073014591","0.185031380487079","0.247668765542103","5"
"Widowed","1990","Not Employed","Urban Area","399","0.249975187132479","0.233492443876583","0.266457930388374","5"
"Divorced","1991","Not Employed","Urban Area","71","0.0372283350592926","0.0299117055219839","0.0445449645966013","4"
"Divorced","1991","Employed","Urban Area","263","0.0744999995532866","0.0671478150401875","0.0818521840663858","4"
"Divorced","1991","Not Employed","Rural Area","18","","","","4"
"Divorced","1991","Employed","Rural Area","54","0.0625709740503675","0.049303178752938","0.0758387693477971","4"
"Married","1991","Not Employed","Rural Area","416","0.562873452255628","0.525229592351498","0.600517312159759","1"
"Married","1991","Not Employed","Urban Area","1587","0.534668182983331","0.515391329185942","0.55394503678072","1"
"Married","1991","Employed","Urban Area","3120","0.593808714214454","0.580057576376784","0.607559852052124","1"
"Married","1991","Employed","Rural Area","815","0.602572863172406","0.575764107921606","0.629381618423205","1"
"Married, but separated","1991","Not Employed","Rural Area","6","","","","2"
"Married, but separated","1991","Not Employed","Urban Area","43","0.0180376555608262","0.0128942582823354","0.0231810528393171","2"
"Married, but separated","1991","Employed","Rural Area","32","0.0284721486588129","0.019360837988824","0.0375834593288018","2"
"Married, but separated","1991","Employed","Urban Area","130","0.0247825132951604","0.0204296656665439","0.029135360923777","2"
"Single","1991","Employed","Urban Area","1309","0.287361358917309","0.274690708206289","0.300032009628329","3"
"Single","1991","Not Employed","Urban Area","481","0.151984775087878","0.13811036661837","0.165859183557386","3"
"Single","1991","Not Employed","Rural Area","129","0.18529659997926","0.155810409706331","0.21478279025219","3"
"Single","1991","Employed","Rural Area","347","0.276584872689707","0.252080075586873","0.301089669792541","3"
"Widowed","1991","Employed","Rural Area","32","0.029799141428707","0.0204842926407181","0.039113990216696","5"
"Widowed","1991","Employed","Urban Area","78","0.01954741401979","0.0156711977068144","0.0234236303327656","5"
"Widowed","1991","Not Employed","Rural Area","98","0.210519008090618","0.179580335921381","0.241457680259854","5"
"Widowed","1991","Not Employed","Urban Area","390","0.258081051308672","0.241170066474773","0.274992036142572","5"
"Divorced","1992","Employed","Rural Area","142","0.0620320361251569","0.0535326030748829","0.0705314691754309","4"
"Divorced","1992","Not Employed","Urban Area","95","0.0421265038271239","0.0347862691144058","0.049466738539842","4"
"Divorced","1992","Employed","Urban Area","338","0.0778778667270771","0.0710451668892464","0.0847105665649078","4"
"Divorced","1992","Not Employed","Rural Area","55","0.0446621338869867","0.0336106635168938","0.0557136042570796","4"
"Married","1992","Not Employed","Rural Area","789","0.553219876064759","0.526620733158744","0.579819018970775","1"
"Married","1992","Not Employed","Urban Area","1765","0.543040780364338","0.524838193823927","0.561243366904749","1"
"Married","1992","Employed","Rural Area","2157","0.638655660313286","0.62172858419434","0.655582736432233","1"
"Married","1992","Employed","Urban Area","3832","0.598548218270227","0.58604973359386","0.611046702946595","1"
"Married, but separated","1992","Not Employed","Urban Area","40","0.0135266203864352","0.00930561898662194","0.0177476217862484","2"
"Married, but separated","1992","Employed","Urban Area","147","0.0266064635161713","0.0225032047928454","0.0307097222394971","2"
"Married, but separated","1992","Not Employed","Rural Area","13","","","","2"
"Married, but separated","1992","Employed","Rural Area","39","0.0144909287877328","0.0102801118565015","0.0187017457189641","2"
"Single","1992","Not Employed","Rural Area","253","0.156554310968445","0.137112670385992","0.175995951550898","3"
"Single","1992","Employed","Rural Area","698","0.259157091513459","0.24371761578826","0.274596567238657","3"
"Single","1992","Employed","Urban Area","1497","0.276003307103945","0.264605625252079","0.28740098895581","3"
"Single","1992","Not Employed","Urban Area","543","0.153185938509674","0.140025158145859","0.166346718873489","3"
"Widowed","1992","Employed","Rural Area","58","0.0256642832603653","0.0200923382996692","0.0312362282210614","5"
"Widowed","1992","Employed","Urban Area","95","0.0209641443825798","0.0173113185472826","0.0246169702178769","5"
"Widowed","1992","Not Employed","Rural Area","232","0.236069183971645","0.213348651919169","0.25878971602412","5"
"Widowed","1992","Not Employed","Urban Area","434","0.248120156912429","0.232337380478163","0.263902933346695","5"
"Divorced","1993","Employed","Rural Area","143","0.0684071153547413","0.0592192882936735","0.0775949424158092","4"
"Divorced","1993","Not Employed","Rural Area","61","0.0493267945520609","0.0383350571788873","0.0603185319252345","4"
"Divorced","1993","Not Employed","Urban Area","105","0.0436168415482275","0.03620759391352","0.0510260891829349","4"
"Divorced","1993","Employed","Urban Area","317","0.074664310406006","0.0679043994885753","0.0814242213234367","4"
"Married","1993","Not Employed","Urban Area","1788","0.546017992078085","0.527956491015696","0.564079493140475","1"
"Married","1993","Employed","Urban Area","3747","0.600569361726046","0.587973233857373","0.61316548959472","1"
"Married","1993","Not Employed","Rural Area","890","0.552331648066307","0.527091759683029","0.577571536449585","1"
"Married","1993","Employed","Rural Area","1965","0.629278677831156","0.611699669051903","0.646857686610409","1"
"Married, but separated","1993","Employed","Urban Area","154","0.030726027305403","0.0262877823431847","0.0351642722676213","2"
"Married, but separated","1993","Not Employed","Rural Area","16","","","","2"
"Married, but separated","1993","Not Employed","Urban Area","53","0.0145795840190852","0.0102313351978437","0.0189278328403267","2"
"Married, but separated","1993","Employed","Rural Area","56","0.0201225910739154","0.0150119319432792","0.0252332502045515","2"
"Single","1993","Employed","Rural Area","683","0.256896359807655","0.240994322733029","0.27279839688228","3"
"Single","1993","Not Employed","Rural Area","273","0.148961692499454","0.130889072254134","0.167034312744773","3"
"Single","1993","Not Employed","Urban Area","542","0.155036477046225","0.141906409219543","0.168166544872907","3"
"Single","1993","Employed","Urban Area","1502","0.274906827699641","0.263424644860593","0.286389010538689","3"
"Widowed","1993","Employed","Rural Area","53","0.0252952559325328","0.0195804015221561","0.0310101103429094","5"
"Widowed","1993","Employed","Urban Area","88","0.0191334728629038","0.0156102781414597","0.0226566675843478","5"
"Widowed","1993","Not Employed","Rural Area","251","0.236885997695544","0.215304892796674","0.258467102594415","5"
"Widowed","1993","Not Employed","Urban Area","431","0.240749105308377","0.225239310914061","0.256258899702694","5"
"Divorced","1994","Employed","Rural Area","135","0.0718573509600544","0.0622917548102861","0.0814229471098226","4"
"Divorced","1994","Not Employed","Rural Area","70","0.0487624616858549","0.0378923320999548","0.059632591271755","4"
"Divorced","1994","Not Employed","Urban Area","111","0.0465540642627514","0.039067279928398","0.0540408485971048","4"
"Divorced","1994","Employed","Urban Area","309","0.0736428688143136","0.0667607474077454","0.0805249902208818","4"
"Married","1994","Employed","Urban Area","3563","0.606175343744745","0.593301200384204","0.619049487105287","1"
"Married","1994","Not Employed","Rural Area","912","0.553414185874797","0.52832277825932","0.578505593490275","1"
"Married","1994","Not Employed","Urban Area","1834","0.535448701375679","0.517725414785447","0.553171987965911","1"
"Married","1994","Employed","Rural Area","1883","0.635013772213669","0.617181820223511","0.652845724203826","1"
"Married, but separated","1994","Not Employed","Rural Area","13","","","","2"
"Married, but separated","1994","Employed","Rural Area","60","0.0197339939395631","0.0145823179365235","0.0248856699426028","2"
"Married, but separated","1994","Employed","Urban Area","158","0.0324471500473988","0.0277784778398096","0.037115822254988","2"
"Married, but separated","1994","Not Employed","Urban Area","54","0.0178568806812998","0.0131508075284027","0.0225629538341968","2"
"Single","1994","Employed","Urban Area","1410","0.266667020611436","0.255014952395165","0.278319088827707","3"
"Single","1994","Not Employed","Urban Area","612","0.169645181569918","0.156307783736279","0.182982579403557","3"
"Single","1994","Employed","Rural Area","688","0.256668486909826","0.240489675114957","0.272847298704695","3"
"Single","1994","Not Employed","Rural Area","256","0.141532989762246","0.123940064169147","0.159125915355345","3"
"Widowed","1994","Employed","Rural Area","34","0.0167263959768877","0.0119762445692158","0.0214765473845597","5"
"Widowed","1994","Employed","Urban Area","93","0.0210676167821062","0.0172836108502336","0.0248516227139787","5"
"Widowed","1994","Not Employed","Rural Area","257","0.241869020654047","0.220256288810705","0.26348175249739","5"
"Widowed","1994","Not Employed","Urban Area","431","0.230495172110352","0.215529194979967","0.245461149240736","5"
"Divorced","1995","Employed","Rural Area","158","0.0711097645999391","0.0617363826143046","0.0804831465855736","4"
"Divorced","1995","Employed","Urban Area","329","0.0795948198988807","0.0725165387564556","0.0866731010413059","4"
"Divorced","1995","Not Employed","Rural Area","80","0.0585020683580408","0.0469225662215498","0.0700815704945317","4"
"Divorced","1995","Not Employed","Urban Area","123","0.0493303828700619","0.0418540266012803","0.0568067391388435","4"
"Married","1995","Not Employed","Rural Area","935","0.558857147986843","0.534358922936396","0.58335537303729","1"
"Married","1995","Employed","Rural Area","1955","0.639525857070373","0.622014669106956","0.657037045033791","1"
"Married","1995","Employed","Urban Area","3612","0.605065556994742","0.592281767801299","0.617849346188184","1"
"Married","1995","Not Employed","Urban Area","1961","0.541038679806694","0.523835048020323","0.558242311593066","1"
"Married, but separated","1995","Employed","Rural Area","49","0.023728204813024","0.018177254894948","0.0292791547311001","2"
"Married, but separated","1995","Employed","Urban Area","140","0.0247422432231916","0.0206799139571605","0.0288045724892227","2"
"Married, but separated","1995","Not Employed","Urban Area","57","0.0166322321865941","0.0122170239380319","0.0210474404351563","2"
"Married, but separated","1995","Not Employed","Rural Area","7","","","","2"
"Single","1995","Employed","Urban Area","1437","0.269123330626717","0.257525050256151","0.280721610997282","3"
"Single","1995","Not Employed","Rural Area","306","0.145655853929654","0.128250815464021","0.163060892395287","3"
"Single","1995","Not Employed","Urban Area","652","0.16876159162898","0.15583102532215","0.181692157935809","3"
"Single","1995","Employed","Rural Area","683","0.244683988688812","0.229005051588831","0.260362925788793","3"
"Widowed","1995","Employed","Rural Area","43","0.0209521848278512","0.0157286306183537","0.0261757390373488","5"
"Widowed","1995","Employed","Urban Area","99","0.0214740492564693","0.0176831780870801","0.0252649204258585","5"
