"pgfamstd","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Widowed","1995","Not Employed","Rural Area","250","0.233129652895053","0.212267730638565","0.253991575151542","5"
"Widowed","1995","Not Employed","Urban Area","430","0.22423711350767","0.209837985761365","0.238636241253975","5"
"Divorced","1996","Employed","Rural Area","175","0.0814733360401447","0.0714979903736973","0.091448681706592","4"
"Divorced","1996","Employed","Urban Area","321","0.0819271979339356","0.0747119009588556","0.0891424949090156","4"
"Divorced","1996","Not Employed","Rural Area","70","0.0497902391283136","0.0389126078618523","0.0606678703947749","4"
"Divorced","1996","Not Employed","Urban Area","114","0.0466606077269898","0.0392373220768317","0.0540838933771479","4"
"Married","1996","Not Employed","Urban Area","1909","0.552512610351073","0.535011777945727","0.57001344275642","1"
"Married","1996","Employed","Rural Area","1888","0.618082537165222","0.600365858219316","0.635799216111127","1"
"Married","1996","Employed","Urban Area","3497","0.59220470221183","0.579275889864146","0.605133514559514","1"
"Married","1996","Not Employed","Rural Area","912","0.544394326072096","0.519488334303672","0.569300317840521","1"
"Married, but separated","1996","Employed","Urban Area","152","0.0256596082596958","0.0214997171386801","0.0298194993807115","2"
"Married, but separated","1996","Employed","Rural Area","52","0.0209003241834163","0.0156840034750002","0.0261166448918324","2"
"Married, but separated","1996","Not Employed","Rural Area","11","","","","2"
"Married, but separated","1996","Not Employed","Urban Area","75","0.0278524615096589","0.0220609077807248","0.0336440152385931","2"
"Single","1996","Employed","Rural Area","737","0.260956396106544","0.244942635772888","0.276970156440199","3"
"Single","1996","Not Employed","Rural Area","283","0.147312131218093","0.129587925517411","0.165036336918776","3"
"Single","1996","Not Employed","Urban Area","601","0.16093253618413","0.147998991253674","0.173866081114585","3"
"Single","1996","Employed","Urban Area","1475","0.276472184757966","0.264705477805678","0.288238891710254","3"
"Widowed","1996","Employed","Urban Area","105","0.0237363068365724","0.0197314062290265","0.0277412074441183","5"
"Widowed","1996","Employed","Rural Area","37","0.0185874065046737","0.0136623691152282","0.0235124438941193","5"
"Widowed","1996","Not Employed","Rural Area","260","0.248499398769308","0.226888152092854","0.270110645445762","5"
"Widowed","1996","Not Employed","Urban Area","402","0.212041784228149","0.197655139237982","0.226428429218315","5"
"Divorced","1997","Employed","Rural Area","170","0.0831109055734394","0.0728511974120622","0.0933706137348166","4"
"Divorced","1997","Employed","Urban Area","326","0.0804734410618782","0.0731883290811014","0.0877585530426551","4"
"Divorced","1997","Not Employed","Rural Area","80","0.0562697987871296","0.0448818544009956","0.0676577431732636","4"
"Divorced","1997","Not Employed","Urban Area","122","0.0547745276127694","0.0468196604969154","0.0627293947286234","4"
"Married","1997","Employed","Urban Area","3316","0.584097887733285","0.570898123087404","0.597297652379166","1"
"Married","1997","Not Employed","Urban Area","1924","0.544403749256351","0.526992636623501","0.561814861889201","1"
"Married","1997","Employed","Rural Area","1816","0.610172785502782","0.592046446802969","0.628299124202595","1"
"Married","1997","Not Employed","Rural Area","924","0.552198682317931","0.527624781772271","0.576772582863591","1"
"Married, but separated","1997","Employed","Rural Area","58","0.024816816497415","0.0190350076007178","0.0305986253941122","2"
"Married, but separated","1997","Not Employed","Rural Area","16","","","","2"
"Married, but separated","1997","Not Employed","Urban Area","72","0.0243085585419287","0.0189244754761666","0.0296926416076908","2"
"Married, but separated","1997","Employed","Urban Area","152","0.029598393756093","0.0250596294383516","0.0341371580738343","2"
"Single","1997","Not Employed","Urban Area","616","0.159908162638352","0.147094461230339","0.172721864046366","3"
"Single","1997","Employed","Rural Area","692","0.257424464287007","0.241174858706359","0.273674069867656","3"
"Single","1997","Employed","Urban Area","1467","0.285425608596896","0.273330827881911","0.29752038931188","3"
"Single","1997","Not Employed","Rural Area","308","0.152855871417275","0.1350729362591","0.170638806575449","3"
"Widowed","1997","Employed","Rural Area","45","0.0244750281393565","0.0187321659852473","0.0302178902934657","5"
"Widowed","1997","Employed","Urban Area","95","0.0204046688518485","0.016618360881861","0.0241909768218361","5"
"Widowed","1997","Not Employed","Rural Area","245","0.229501090605173","0.208720297394919","0.250281883815426","5"
"Widowed","1997","Not Employed","Urban Area","409","0.216605001950599","0.202203740388136","0.231006263513061","5"
"Divorced","1998","Employed","Rural Area","176","0.0740572989894763","0.0647821373178823","0.0833324606610704","4"
"Divorced","1998","Employed","Urban Area","397","0.0893949586155272","0.0820541594122105","0.0967357578188439","4"
"Divorced","1998","Not Employed","Rural Area","96","0.0558993948464197","0.045330673013003","0.0664681166798365","4"
"Divorced","1998","Not Employed","Urban Area","146","0.0508047383745169","0.0436153162977852","0.0579941604512485","4"
"Married","1998","Not Employed","Rural Area","1095","0.562928612045036","0.540108770393378","0.585748453696694","1"
"Married","1998","Employed","Rural Area","1982","0.628592025920235","0.611477867672266","0.645706184168204","1"
"Married","1998","Employed","Urban Area","3559","0.583377209168055","0.570692864137298","0.596061554198811","1"
"Married","1998","Not Employed","Urban Area","2168","0.541646523298234","0.525333955285582","0.557959091310887","1"
"Married, but separated","1998","Not Employed","Urban Area","86","0.023133935138464","0.0182123346280421","0.0280555356488859","2"
"Married, but separated","1998","Employed","Rural Area","59","0.0237002990956524","0.0183124677902934","0.0290881304010113","2"
"Married, but separated","1998","Employed","Urban Area","164","0.0326667966277748","0.0280931445150243","0.0372404487405253","2"
"Married, but separated","1998","Not Employed","Rural Area","16","","","","2"
"Single","1998","Not Employed","Urban Area","696","0.174002924521066","0.161591214536415","0.186414634505716","3"
"Single","1998","Employed","Urban Area","1591","0.277562668233474","0.266041343367092","0.289083993099857","3"
"Single","1998","Not Employed","Rural Area","335","0.156104827330283","0.139406914318587","0.172802740341979","3"
"Single","1998","Employed","Rural Area","801","0.255524443272487","0.240075920947856","0.270972965597119","3"
"Widowed","1998","Employed","Rural Area","44","0.0181259327221487","0.0134006959545288","0.0228511694897686","5"
"Widowed","1998","Employed","Urban Area","92","0.0169983673551688","0.0136725183313806","0.0203242163789571","5"
"Widowed","1998","Not Employed","Rural Area","273","0.214195128606112","0.195320781853083","0.233069475359141","5"
"Widowed","1998","Not Employed","Urban Area","488","0.210411878667719","0.19706746425491","0.223756293080528","5"
"Divorced","1999","Employed","Rural Area","191","0.0779156774551475","0.068373381822296","0.087457973087999","4"
"Divorced","1999","Employed","Urban Area","405","0.092377882904004","0.0848916380064758","0.0998641278015323","4"
"Divorced","1999","Not Employed","Rural Area","98","0.0657308676058065","0.053902086684225","0.077559648527388","4"
"Divorced","1999","Not Employed","Urban Area","148","0.056207006249074","0.0482787954779034","0.0641352170202447","4"
"Married","1999","Employed","Rural Area","1901","0.60878847713272","0.591414703696526","0.626162250568914","1"
"Married","1999","Not Employed","Rural Area","1003","0.558714521365101","0.535013115698211","0.582415927031992","1"
"Married","1999","Not Employed","Urban Area","1978","0.538621309158512","0.521461513277128","0.555781105039895","1"
"Married","1999","Employed","Urban Area","3457","0.57156888400116","0.558775003675627","0.584362764326693","1"
"Married, but separated","1999","Not Employed","Urban Area","73","0.0223127275210287","0.017228582879565","0.0273968721624925","2"
"Married, but separated","1999","Employed","Urban Area","157","0.0295449857433855","0.0251671739285456","0.0339227975582254","2"
