"pgfamstd","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Married","1991","middle vocational","Female","2192","0.57889320546064","0.562126176086008","0.595660234835273","1"
"Married","1991","vocational + Abi","Male","124","0.499474676495992","0.43248452360453","0.566464829387453","1"
"Married","1991","vocational + Abi","Female","95","0.454733742955464","0.378755539329117","0.530711946581811","1"
"Married","1991","higher vocational","Male","408","0.761159652231833","0.723598645972435","0.798720658491231","1"
"Married","1991","higher vocational","Female","189","0.627129369436635","0.568686991918853","0.685571746954417","1"
"Married","1991","higher education","Male","752","0.735916853777268","0.707538124747701","0.764295582806835","1"
"Married","1991","higher education","Female","550","0.613427989726623","0.578715625803138","0.648140353650108","1"
"Married, but separated","1991","vocational + Abi","Female","3","","","","2"
"Married, but separated","1991","higher vocational","Male","7","","","","2"
"Married, but separated","1991","higher vocational","Female","2","","","","2"
"Married, but separated","1991","higher education","Male","14","","","","2"
"Married, but separated","1991","higher education","Female","10","","","","2"
"Married, but separated","1991","in school","Male","","","","","2"
"Married, but separated","1991","in school","Female","","","","","2"
"Married, but separated","1991","inadequately","Male","17","","","","2"
"Married, but separated","1991","inadequately","Female","8","","","","2"
"Married, but separated","1991","general elemantary","Male","30","0.0345029073601602","0.0231047852066173","0.0459010295137031","2"
"Married, but separated","1991","general elemantary","Female","30","0.0153313623312005","0.00977294205128763","0.0208897826111134","2"
"Married, but separated","1991","middle vocational","Male","54","0.0162234681730235","0.0120914666958229","0.0203554696502241","2"
"Married, but separated","1991","middle vocational","Female","52","0.0193248269517071","0.0146498317240874","0.0239998221793268","2"
"Married, but separated","1991","vocational + Abi","Male","1","","","","2"
"Single","1991","in school","Male","91","1","1","1","3"
"Single","1991","in school","Female","71","1","1","1","3"
"Single","1991","inadequately","Male","57","0.392791571246987","0.334321897618492","0.451261244875482","3"
"Single","1991","inadequately","Female","49","0.202091371360247","0.162490931534576","0.241691811185919","3"
"Single","1991","general elemantary","Male","415","0.419743683132548","0.388923728237563","0.450563638027534","3"
"Single","1991","vocational + Abi","Female","56","0.43337364248171","0.357762508351228","0.508984776612191","3"
"Single","1991","higher vocational","Male","44","0.115162530170681","0.087041395310704","0.143283665030659","3"
"Single","1991","higher vocational","Female","40","0.175608936123965","0.129624574639778","0.221593297608152","3"
"Single","1991","higher education","Male","95","0.140918566650056","0.118520553306394","0.163316579993718","3"
"Single","1991","higher education","Female","107","0.220743401642525","0.191178849614779","0.25030795367027","3"
"Single","1991","general elemantary","Female","381","0.165245586972272","0.148443615167039","0.182047558777505","3"
"Single","1991","middle vocational","Male","884","0.25266974071378","0.238457148700244","0.266882332727315","3"
"Single","1991","middle vocational","Female","584","0.170954846460647","0.158170145453706","0.183739547467588","3"
"Single","1991","vocational + Abi","Male","87","0.486287042096706","0.41932205134007","0.553252032853341","3"
"Widowed","1991","in school","Male","","","","","5"
"Widowed","1991","in school","Female","","","","","5"
"Widowed","1991","inadequately","Male","3","","","","5"
"Widowed","1991","inadequately","Female","21","","","","5"
"Widowed","1991","general elemantary","Male","11","","","","5"
"Widowed","1991","general elemantary","Female","335","0.282790039625732","0.262416280596832","0.303163798654631","5"
"Widowed","1991","middle vocational","Male","105","0.0488571837450594","0.0418065611363375","0.0559078063537814","5"
"Widowed","1991","middle vocational","Female","289","0.149642344964275","0.137528309518392","0.161756380410158","5"
"Widowed","1991","vocational + Abi","Male","","","","","5"
"Widowed","1991","vocational + Abi","Female","5","","","","5"
"Widowed","1991","higher vocational","Male","16","","","","5"
"Widowed","1991","higher vocational","Female","24","","","","5"
"Widowed","1991","higher education","Male","19","","","","5"
"Widowed","1991","higher education","Female","24","","","","5"
"Divorced","1992","in school","Male","","","","","4"
"Divorced","1992","in school","Female","","","","","4"
"Divorced","1992","inadequately","Male","7","","","","4"
"Divorced","1992","inadequately","Female","15","","","","4"
"Divorced","1992","general elemantary","Male","29","","","","4"
"Divorced","1992","general elemantary","Female","72","0.0473634092090731","0.0375857635147964","0.0571410549033498","4"
"Divorced","1992","middle vocational","Male","140","0.0510265623720929","0.043679467662622","0.0583736570815638","4"
"Divorced","1992","middle vocational","Female","219","0.0840245033641795","0.0745332469201996","0.0935157598081595","4"
"Divorced","1992","vocational + Abi","Male","3","","","","4"
"Divorced","1992","vocational + Abi","Female","7","","","","4"
"Divorced","1992","higher vocational","Male","18","","","","4"
"Divorced","1992","higher vocational","Female","9","","","","4"
"Divorced","1992","higher education","Male","43","0.0656871325977331","0.0496177563510009","0.0817565088444653","4"
"Divorced","1992","higher education","Female","65","0.109132356993903","0.0867574088512189","0.131507305136587","4"
"Married","1992","in school","Male","","","","","1"
"Married","1992","in school","Female","","","","","1"
"Married","1992","inadequately","Male","176","0.548251856996092","0.486928478411363","0.609575235580821","1"
"Married","1992","inadequately","Female","287","0.617617728986314","0.568497213055134","0.666738244917494","1"
"Married","1992","general elemantary","Male","491","0.481317881801056","0.449955255777787","0.512680507824325","1"
"Married","1992","general elemantary","Female","1022","0.496906249011532","0.473891254289845","0.519921243733219","1"
"Married","1992","middle vocational","Male","2310","0.63447219009642","0.61839326684768","0.65055111334516","1"
"Married","1992","middle vocational","Female","2149","0.578563862728108","0.561670335309383","0.595457390146834","1"
"Married","1992","vocational + Abi","Male","126","0.487786895169127","0.421281231592476","0.554292558745778","1"
"Married","1992","vocational + Abi","Female","95","0.474029543799703","0.398524349355055","0.549534738244351","1"
"Married","1992","higher vocational","Male","403","0.751676083341845","0.713577462258048","0.789774704425642","1"
"Married","1992","higher vocational","Female","197","0.629829865064698","0.572761680418936","0.686898049710461","1"
"Married","1992","higher education","Male","738","0.73918700614274","0.710706055809351","0.76766795647613","1"
"Married","1992","higher education","Female","533","0.614109448926044","0.579176629463588","0.649042268388501","1"
"Married, but separated","1992","vocational + Abi","Female","5","","","","2"
"Married, but separated","1992","higher vocational","Male","5","","","","2"
"Married, but separated","1992","higher vocational","Female","2","","","","2"
"Married, but separated","1992","higher education","Male","13","","","","2"
"Married, but separated","1992","higher education","Female","11","","","","2"
"Married, but separated","1992","general elemantary","Male","27","","","","2"
"Married, but separated","1992","general elemantary","Female","36","0.0168128146952374","0.0108946437318312","0.0227309856586435","2"
"Married, but separated","1992","middle vocational","Male","54","0.0191460666989049","0.0145706315176727","0.0237215018801371","2"
"Married, but separated","1992","in school","Male","","","","","2"
"Married, but separated","1992","in school","Female","","","","","2"
"Married, but separated","1992","inadequately","Male","19","","","","2"
"Married, but separated","1992","inadequately","Female","9","","","","2"
"Married, but separated","1992","middle vocational","Female","49","0.0149707134531542","0.0108161573977606","0.0191252695085478","2"
"Married, but separated","1992","vocational + Abi","Male","3","","","","2"
"Single","1992","vocational + Abi","Female","56","0.396555295914125","0.322583856908039","0.47052673492021","3"
"Single","1992","higher vocational","Male","53","0.134011084262683","0.103970308489084","0.164051860036283","3"
"Single","1992","higher vocational","Female","44","0.167420736779893","0.123294269115803","0.211547204443982","3"
"Single","1992","higher education","Male","100","0.145916389993214","0.123017473442861","0.168815306543567","3"
"Single","1992","higher education","Female","112","0.208968727846282","0.179793372575546","0.238144083117019","3"
"Single","1992","in school","Male","93","1","1","1","3"
"Single","1992","in school","Female","94","1","1","1","3"
"Single","1992","inadequately","Male","48","0.310705402189092","0.253680484115056","0.367730320263128","3"
"Single","1992","inadequately","Female","40","0.178016626103868","0.139351808300229","0.216681443907508","3"
"Single","1992","general elemantary","Male","417","0.427538660126513","0.396485445822561","0.458591874430465","3"
"Single","1992","general elemantary","Female","371","0.16094831434387","0.144032739448799","0.17786388923894","3"
"Single","1992","middle vocational","Male","842","0.247930452847009","0.233513137657031","0.262347768036986","3"
"Single","1992","middle vocational","Female","581","0.173112063616242","0.160168144293313","0.186055982939172","3"
"Single","1992","vocational + Abi","Male","85","0.456256753935971","0.389986319893694","0.522527187978247","3"
"Widowed","1992","in school","Male","","","","","5"
"Widowed","1992","in school","Female","","","","","5"
"Widowed","1992","inadequately","Male","3","","","","5"
"Widowed","1992","inadequately","Female","25","","","","5"
"Widowed","1992","general elemantary","Male","11","","","","5"
"Widowed","1992","general elemantary","Female","312","0.277969212740288","0.257347468530189","0.298590956950386","5"
"Widowed","1992","middle vocational","Male","100","0.0474247279855735","0.0403282553821981","0.0545212005889489","5"
"Widowed","1992","middle vocational","Female","284","0.149328856838316","0.137135268659658","0.161522445016973","5"
"Widowed","1992","vocational + Abi","Male","","","","","5"
"Widowed","1992","vocational + Abi","Female","5","","","","5"
"Widowed","1992","higher vocational","Male","15","","","","5"
"Widowed","1992","higher vocational","Female","23","","","","5"
"Widowed","1992","higher education","Male","19","","","","5"
"Widowed","1992","higher education","Female","25","","","","5"
"Divorced","1993","in school","Male","","","","","4"
"Divorced","1993","in school","Female","","","","","4"
"Divorced","1993","inadequately","Male","7","","","","4"
"Divorced","1993","inadequately","Female","16","","","","4"
"Divorced","1993","general elemantary","Male","26","","","","4"
"Divorced","1993","general elemantary","Female","76","0.0511509147006243","0.0407905878804024","0.0615112415208462","4"
"Divorced","1993","middle vocational","Male","139","0.052391028002877","0.0449037496612174","0.0598783063445365","4"
"Divorced","1993","middle vocational","Female","213","0.08599405657073","0.0763790689626327","0.0956090441788273","4"
"Divorced","1993","vocational + Abi","Male","2","","","","4"
"Divorced","1993","vocational + Abi","Female","5","","","","4"
"Divorced","1993","higher vocational","Male","17","","","","4"
"Divorced","1993","higher vocational","Female","6","","","","4"
"Divorced","1993","higher education","Male","44","0.0702736525379301","0.0536662685381182","0.0868810365377419","4"
"Divorced","1993","higher education","Female","64","0.105112463703639","0.0828488496725467","0.127376077734731","4"
"Married","1993","in school","Male","","","","","1"
"Married","1993","in school","Female","","","","","1"
"Married","1993","inadequately","Male","174","0.55974654967096","0.498211127646398","0.621281971695521","1"
"Married","1993","inadequately","Female","274","0.620267825551456","0.570204140325403","0.670331510777508","1"
"Married","1993","general elemantary","Male","480","0.474944765112784","0.443122831026878","0.50676669919869","1"
"Married","1993","general elemantary","Female","982","0.49467333558364","0.471161120821796","0.518185550345484","1"
"Married","1993","middle vocational","Male","2270","0.637409238691962","0.621254554201162","0.653563923182763","1"
"Married","1993","middle vocational","Female","2089","0.578264941902355","0.561328456784143","0.595201427020566","1"
"Married","1993","vocational + Abi","Male","126","0.517635281353718","0.451455437846099","0.583815124861336","1"
"Married","1993","vocational + Abi","Female","94","0.480119081412262","0.404345768167076","0.555892394657448","1"
"Married","1993","higher vocational","Male","383","0.743836990053939","0.704540296084221","0.783133684023657","1"
"Married","1993","higher vocational","Female","192","0.621222879943302","0.563575545710913","0.678870214175692","1"
"Married","1993","higher education","Male","717","0.716163824893046","0.686870581658824","0.745457068127267","1"
"Married","1993","higher education","Female","515","0.599770978032239","0.564205279803562","0.635336676260916","1"
"Married, but separated","1993","vocational + Abi","Female","4","","","","2"
"Married, but separated","1993","higher vocational","Male","8","","","","2"
"Married, but separated","1993","higher vocational","Female","6","","","","2"
"Married, but separated","1993","higher education","Male","15","","","","2"
"Married, but separated","1993","higher education","Female","14","","","","2"
"Married, but separated","1993","in school","Male","","","","","2"
"Married, but separated","1993","in school","Female","1","","","","2"
"Married, but separated","1993","inadequately","Male","19","","","","2"
"Married, but separated","1993","inadequately","Female","12","","","","2"
"Married, but separated","1993","general elemantary","Male","25","","","","2"
"Married, but separated","1993","general elemantary","Female","33","0.0186524596046025","0.0122899616605077","0.0250149575486974","2"
"Married, but separated","1993","middle vocational","Male","64","0.020245063392689","0.0155124695202975","0.0249776572650805","2"
"Married, but separated","1993","middle vocational","Female","69","0.0177787116900099","0.0132466604047552","0.0223107629752645","2"
"Married, but separated","1993","vocational + Abi","Male","5","","","","2"
"Single","1993","in school","Male","88","1","1","1","3"
"Single","1993","in school","Female","96","0.960922185246277","0.92235912694971","0.999485243542844","3"
"Single","1993","inadequately","Male","48","0.312618337677792","0.2551558686843","0.370080806671285","3"
"Single","1993","inadequately","Female","35","0.168344259699892","0.129746202899889","0.206942316499895","3"
"Single","1993","vocational + Abi","Female","59","0.408227241227401","0.333682273489755","0.482772208965047","3"
"Single","1993","higher vocational","Male","51","0.137090071940531","0.106126956268723","0.168053187612339","3"
"Single","1993","higher vocational","Female","43","0.162748451595529","0.118880227699502","0.206616675491555","3"
"Single","1993","higher education","Male","118","0.163523180216741","0.139493720151933","0.187552640281549","3"
"Single","1993","higher education","Female","109","0.210953031983584","0.181336879296682","0.240569184670486","3"
"Single","1993","general elemantary","Male","402","0.432526022044633","0.400955510494313","0.464096533594953","3"
"Single","1993","general elemantary","Female","337","0.15176774014201","0.134894623519816","0.168640856764204","3"
"Single","1993","middle vocational","Male","832","0.241146268348563","0.226771520137035","0.25552101656009","3"
"Single","1993","middle vocational","Female","609","0.170946954510925","0.158035896146544","0.183858012875306","3"
"Single","1993","vocational + Abi","Male","85","0.431772550124413","0.36617091673952","0.497374183509306","3"
"Widowed","1993","in school","Male","","","","","5"
"Widowed","1993","in school","Female","","","","","5"
"Widowed","1993","inadequately","Male","2","","","","5"
"Widowed","1993","inadequately","Female","24","","","","5"
"Widowed","1993","general elemantary","Male","13","","","","5"
"Widowed","1993","general elemantary","Female","309","0.283755549969123","0.262554810994219","0.304956288944028","5"
"Widowed","1993","middle vocational","Male","97","0.0488084015639092","0.0415680070314222","0.0560487960963962","5"
"Widowed","1993","middle vocational","Female","286","0.147015335325981","0.134870491571952","0.159160179080009","5"
"Widowed","1993","vocational + Abi","Male","1","","","","5"
"Widowed","1993","vocational + Abi","Female","5","","","","5"
"Widowed","1993","higher vocational","Male","15","","","","5"
"Widowed","1993","higher vocational","Female","25","","","","5"
"Widowed","1993","higher education","Male","16","","","","5"
"Widowed","1993","higher education","Female","27","","","","5"
"Divorced","1994","in school","Male","","","","","4"
"Divorced","1994","in school","Female","","","","","4"
"Divorced","1994","inadequately","Male","5","","","","4"
"Divorced","1994","inadequately","Female","14","","","","4"
"Divorced","1994","general elemantary","Male","22","","","","4"
"Divorced","1994","general elemantary","Female","74","0.0523242303001913","0.0415272234352421","0.0631212371651404","4"
"Divorced","1994","middle vocational","Male","140","0.0540610598700305","0.0463815305209077","0.0617405892191534","4"
"Divorced","1994","middle vocational","Female","211","0.082100055820699","0.0726446740910048","0.0915554375503932","4"
"Divorced","1994","vocational + Abi","Male","6","","","","4"
"Divorced","1994","vocational + Abi","Female","6","","","","4"
"Divorced","1994","higher vocational","Male","22","","","","4"
"Divorced","1994","higher vocational","Female","7","","","","4"
"Divorced","1994","higher education","Male","42","0.0630805638666443","0.0473112931176977","0.0788498346155909","4"
"Divorced","1994","higher education","Female","64","0.111312707232936","0.088667002270632","0.133958412195239","4"
"Married","1994","in school","Male","","","","","1"
"Married","1994","in school","Female","","","","","1"
"Married","1994","inadequately","Male","167","0.613084309487894","0.549586002937957","0.67658261603783","1"
"Married","1994","inadequately","Female","255","0.643501158844998","0.591824449738581","0.695177867951415","1"
"Married","1994","general elemantary","Male","451","0.49829766355926","0.464841823883422","0.531753503235099","1"
"Married","1994","general elemantary","Female","917","0.485293275609408","0.461060446324998","0.509526104893817","1"
"Married","1994","middle vocational","Male","2201","0.637062154928626","0.620732845977614","0.653391463879637","1"
"Married","1994","middle vocational","Female","2075","0.583420807455093","0.566440348954821","0.600401265955365","1"
"Married","1994","vocational + Abi","Male","116","0.466038626830412","0.399513288330189","0.532563965330635","1"
"Married","1994","vocational + Abi","Female","94","0.484869487903525","0.411034395590854","0.558704580216195","1"
"Married","1994","higher vocational","Male","381","0.722613580110298","0.682435927565079","0.762791232655517","1"
"Married","1994","higher vocational","Female","186","0.594055456383151","0.53653584752364","0.651575065242662","1"
"Married","1994","higher education","Male","709","0.720552373272357","0.691445490850922","0.749659255693792","1"
"Married","1994","higher education","Female","521","0.598675773402793","0.563383265738228","0.633968281067359","1"
"Married, but separated","1994","vocational + Abi","Female","3","","","","2"
"Married, but separated","1994","higher vocational","Male","6","","","","2"
"Married, but separated","1994","higher vocational","Female","5","","","","2"
"Married, but separated","1994","higher education","Male","14","","","","2"
"Married, but separated","1994","higher education","Female","16","","","","2"
"Married, but separated","1994","in school","Male","","","","","2"
"Married, but separated","1994","in school","Female","","","","","2"
"Married, but separated","1994","inadequately","Male","15","","","","2"
"Married, but separated","1994","inadequately","Female","7","","","","2"
"Married, but separated","1994","general elemantary","Male","32","0.0381420431981355","0.0253257659146187","0.0509583204816524","2"
"Married, but separated","1994","general elemantary","Female","34","0.0236475664879418","0.0162800927056282","0.0310150402702553","2"
"Married, but separated","1994","middle vocational","Male","72","0.0223382566326452","0.0173196896700049","0.0273568235952854","2"
"Married, but separated","1994","middle vocational","Female","70","0.0227998319791229","0.0176585993096395","0.0279410646486064","2"
"Married, but separated","1994","vocational + Abi","Male","6","","","","2"
"Single","1994","in school","Male","108","1","1","1","3"
"Single","1994","in school","Female","132","1","1","1","3"
"Single","1994","inadequately","Male","37","0.265076188640086","0.207532143293419","0.322620233986753","3"
"Single","1994","inadequately","Female","32","0.167198647856096","0.126938236088034","0.207459059624158","3"
"Single","1994","vocational + Abi","Female","69","0.430770316564503","0.357612891469531","0.503927741659476","3"
"Single","1994","higher vocational","Male","54","0.129945716793611","0.0997710098647576","0.160120423722465","3"
"Single","1994","higher vocational","Female","57","0.204504084633857","0.157260913023151","0.251747256244562","3"
"Single","1994","higher education","Male","130","0.174600654510318","0.149976138911942","0.199225170108693","3"
"Single","1994","higher education","Female","112","0.207544914163189","0.178344946983938","0.236744881342441","3"
"Single","1994","general elemantary","Male","341","0.399128791148487","0.366360660013806","0.431896922283169","3"
"Single","1994","general elemantary","Female","303","0.142595679257445","0.125641839190767","0.159549519324123","3"
"Single","1994","middle vocational","Male","825","0.237437394629835","0.222987220318079","0.25188756894159","3"
"Single","1994","middle vocational","Female","596","0.167146786040789","0.154295608693309","0.17999796338827","3"
"Single","1994","vocational + Abi","Male","87","0.439413505988725","0.373225510093293","0.505601501884158","3"
"Widowed","1994","in school","Male","","","","","5"
"Widowed","1994","in school","Female","","","","","5"
"Widowed","1994","inadequately","Male","2","","","","5"
"Widowed","1994","inadequately","Female","22","","","","5"
"Widowed","1994","general elemantary","Male","12","","","","5"
"Widowed","1994","general elemantary","Female","306","0.296139248345015","0.274002520576183","0.318275976113847","5"
"Widowed","1994","middle vocational","Male","93","0.049101133938864","0.0417632016437672","0.0564390662339609","5"
"Widowed","1994","middle vocational","Female","286","0.144532518704296","0.132421122626946","0.156643914781645","5"
"Widowed","1994","vocational + Abi","Male","1","","","","5"
"Widowed","1994","vocational + Abi","Female","4","","","","5"
"Widowed","1994","higher vocational","Male","14","","","","5"
"Widowed","1994","higher vocational","Female","25","","","","5"
"Widowed","1994","higher education","Male","18","","","","5"
"Widowed","1994","higher education","Female","28","","","","5"
"Divorced","1995","vocational + Abi","Female","8","","","","4"
"Divorced","1995","higher vocational","Male","23","","","","4"
"Divorced","1995","higher vocational","Female","12","","","","4"
"Divorced","1995","higher education","Male","51","0.0627687312498806","0.0474178310821644","0.0781196314175968","4"
"Divorced","1995","higher education","Female","76","0.1231801051797","0.100420888219268","0.145939322140132","4"
"Divorced","1995","in school","Male","","","","","4"
"Divorced","1995","in school","Female","","","","","4"
"Divorced","1995","inadequately","Male","5","","","","4"
"Divorced","1995","inadequately","Female","10","","","","4"
"Divorced","1995","general elemantary","Male","28","","","","4"
"Divorced","1995","general elemantary","Female","77","0.0547782849740115","0.0437079721889768","0.0658485977590461","4"
"Divorced","1995","middle vocational","Male","149","0.0577779086094831","0.0499351981369565","0.0656206190820097","4"
"Divorced","1995","middle vocational","Female","232","0.0869848489749928","0.0774074458521462","0.0965622520978394","4"
"Divorced","1995","vocational + Abi","Male","6","","","","4"
"Married","1995","in school","Male","1","","","","1"
"Married","1995","in school","Female","","","","","1"
"Married","1995","inadequately","Male","160","0.608112076508554","0.542243296815158","0.673980856201949","1"
"Married","1995","inadequately","Female","256","0.678685320236474","0.627600121606667","0.72977051886628","1"
"Married","1995","general elemantary","Male","468","0.509139894252907","0.475940019461221","0.542339769044594","1"
"Married","1995","general elemantary","Female","910","0.473595136253731","0.449303744694112","0.497886527813349","1"
"Married","1995","middle vocational","Male","2235","0.63024690623571","0.614020591260604","0.646473221210815","1"
"Married","1995","middle vocational","Female","2131","0.588206719237202","0.571480738696543","0.604932699777861","1"
"Married","1995","vocational + Abi","Male","154","0.54591199563038","0.484439739320368","0.607384251940392","1"
"Married","1995","vocational + Abi","Female","132","0.492204010925539","0.427024502801536","0.557383519049542","1"
"Married","1995","higher vocational","Male","386","0.762150452314495","0.723901800177186","0.800399104451804","1"
"Married","1995","higher vocational","Female","195","0.643828410548378","0.588523135965005","0.699133685131751","1"
"Married","1995","higher education","Male","735","0.722850593158792","0.694522324336583","0.751178861981001","1"
"Married","1995","higher education","Female","548","0.572753181172776","0.538495733197316","0.607010629148236","1"
"Married, but separated","1995","in school","Male","","","","","2"
"Married, but separated","1995","in school","Female","","","","","2"
"Married, but separated","1995","inadequately","Male","13","","","","2"
"Married, but separated","1995","inadequately","Female","5","","","","2"
"Married, but separated","1995","general elemantary","Male","23","","","","2"
"Married, but separated","1995","general elemantary","Female","29","","","","2"
"Married, but separated","1995","middle vocational","Male","61","0.0192942816385227","0.0146705534767359","0.0239180098003095","2"
"Married, but separated","1995","middle vocational","Female","68","0.0185595442943869","0.0139728203686718","0.0231462682201021","2"
"Married, but separated","1995","vocational + Abi","Male","5","","","","2"
"Married, but separated","1995","vocational + Abi","Female","7","","","","2"
"Married, but separated","1995","higher vocational","Male","4","","","","2"
"Married, but separated","1995","higher vocational","Female","7","","","","2"
"Married, but separated","1995","higher education","Male","15","","","","2"
"Married, but separated","1995","higher education","Female","12","","","","2"
"Single","1995","in school","Male","142","0.989044326660813","0.971983208624013","1.00610544469761","3"
"Single","1995","in school","Female","144","1","1","1","3"
"Single","1995","inadequately","Male","30","0.263922964249807","0.20445171136324","0.323394217136375","3"
"Single","1995","inadequately","Female","26","","","","3"
"Single","1995","vocational + Abi","Female","72","0.393187088505241","0.329504471542341","0.456869705468142","3"
"Single","1995","higher vocational","Male","53","0.125103853188528","0.0953832096013709","0.154824496775685","3"
"Single","1995","higher vocational","Female","55","0.180602169913415","0.136173763710729","0.2250305761161","3"
"Single","1995","higher education","Male","140","0.173071688606088","0.149128293429923","0.197015083782252","3"
"Single","1995","higher education","Female","137","0.237868859442078","0.208382885210402","0.267354833673754","3"
"Single","1995","middle vocational","Male","858","0.243267019125786","0.228845148994116","0.257688889257457","3"
"Single","1995","middle vocational","Female","606","0.154081509060087","0.141812019671385","0.16635099844879","3"
"Single","1995","vocational + Abi","Male","87","0.394944908696472","0.334589868944521","0.455299948448424","3"
"Single","1995","general elemantary","Male","337","0.379941017300153","0.34770706151603","0.412174973084276","3"
"Single","1995","general elemantary","Female","299","0.142452261332431","0.125448200186246","0.159456322478616","3"
"Widowed","1995","in school","Male","","","","","5"
"Widowed","1995","in school","Female","","","","","5"
"Widowed","1995","inadequately","Male","3","","","","5"
"Widowed","1995","inadequately","Female","24","","","","5"
"Widowed","1995","general elemantary","Male","15","","","","5"
"Widowed","1995","general elemantary","Female","308","0.313672181146122","0.291099006885789","0.336245355406456","5"
"Widowed","1995","middle vocational","Male","97","0.0494138843904982","0.0421288960130887","0.0566988727679077","5"
"Widowed","1995","middle vocational","Female","289","0.152167378433331","0.139960550883246","0.164374205983416","5"
"Widowed","1995","vocational + Abi","Male","","","","","5"
"Widowed","1995","vocational + Abi","Female","7","","","","5"
"Widowed","1995","higher vocational","Male","10","","","","5"
"Widowed","1995","higher vocational","Female","19","","","","5"
"Widowed","1995","higher education","Male","18","","","","5"
"Widowed","1995","higher education","Female","28","","","","5"
"Divorced","1996","vocational + Abi","Female","7","","","","4"
"Divorced","1996","higher vocational","Male","18","","","","4"
"Divorced","1996","higher vocational","Female","11","","","","4"
"Divorced","1996","higher education","Male","47","0.0611156330943487","0.0460333039626199","0.0761979622260775","4"
"Divorced","1996","higher education","Female","67","0.113851858879352","0.091827771082194","0.13587594667651","4"
"Divorced","1996","in school","Male","","","","","4"
"Divorced","1996","in school","Female","","","","","4"
"Divorced","1996","inadequately","Male","5","","","","4"
"Divorced","1996","inadequately","Female","12","","","","4"
"Divorced","1996","general elemantary","Male","28","","","","4"
"Divorced","1996","general elemantary","Female","78","0.0554646321649026","0.0441428330280401","0.0667864313017651","4"
"Divorced","1996","middle vocational","Male","152","0.0560715338625605","0.0482740278806277","0.0638690398444934","4"
"Divorced","1996","middle vocational","Female","235","0.0947776466302527","0.0847521019235279","0.104803191336977","4"
"Divorced","1996","vocational + Abi","Male","7","","","","4"
"Married","1996","in school","Male","","","","","1"
"Married","1996","in school","Female","2","","","","1"
"Married","1996","inadequately","Male","146","0.61880392110111","0.551827313405946","0.685780528796275","1"
"Married","1996","inadequately","Female","228","0.66201953235679","0.607764769678138","0.716274295035442","1"
"Married","1996","general elemantary","Male","439","0.500238387655117","0.46607836670325","0.534398408606984","1"
"Married","1996","general elemantary","Female","891","0.481360447264745","0.456645124702422","0.506075769827068","1"
"Married","1996","middle vocational","Male","2168","0.630150903145105","0.613788408425166","0.646513397865044","1"
"Married","1996","middle vocational","Female","2069","0.574566048681284","0.557643591056208","0.591488506306361","1"
"Married","1996","vocational + Abi","Male","148","0.541375049216215","0.478465361852009","0.60428473658042","1"
"Married","1996","vocational + Abi","Female","129","0.452899319968409","0.38952571978565","0.516272920151167","1"
"Married","1996","higher vocational","Male","379","0.766106665844057","0.72795872824002","0.804254603448094","1"
"Married","1996","higher vocational","Female","191","0.586719411183758","0.530431885518924","0.643006936848592","1"
"Married","1996","higher education","Male","729","0.706672530521107","0.678006228296065","0.735338832746149","1"
"Married","1996","higher education","Female","544","0.579813386119431","0.545588664322691","0.61403810791617","1"
"Married, but separated","1996","in school","Male","","","","","2"
"Married, but separated","1996","in school","Female","","","","","2"
"Married, but separated","1996","inadequately","Male","15","","","","2"
"Married, but separated","1996","inadequately","Female","5","","","","2"
"Married, but separated","1996","general elemantary","Male","24","","","","2"
"Married, but separated","1996","general elemantary","Female","24","","","","2"
"Married, but separated","1996","middle vocational","Male","77","0.0280866619355501","0.022486781025165","0.0336865428459352","2"
"Married, but separated","1996","middle vocational","Female","83","0.023565011509855","0.0183730331062228","0.0287569899134872","2"
"Married, but separated","1996","vocational + Abi","Male","2","","","","2"
"Married, but separated","1996","vocational + Abi","Female","6","","","","2"
"Married, but separated","1996","higher vocational","Male","8","","","","2"
"Married, but separated","1996","higher vocational","Female","9","","","","2"
"Married, but separated","1996","higher education","Male","18","","","","2"
"Married, but separated","1996","higher education","Female","14","","","","2"
"Single","1996","vocational + Abi","Female","88","0.451055075874017","0.387704131678516","0.514406020069517","3"
"Single","1996","in school","Male","138","1","1","1","3"
"Single","1996","in school","Female","154","0.994433127840899","0.982757527845811","1.00610872783599","3"
"Single","1996","inadequately","Male","33","0.262414456441571","0.201744667699603","0.323084245183539","3"
"Single","1996","inadequately","Female","23","","","","3"
"Single","1996","general elemantary","Female","285","0.139144426359329","0.122024719657101","0.156264133061558","3"
"Single","1996","middle vocational","Male","855","0.238815806284006","0.224365023561186","0.253266589006827","3"
"Single","1996","higher vocational","Male","57","0.118023514840903","0.0889478070285155","0.14709922265329","3"
"Single","1996","higher vocational","Female","64","0.223804718020528","0.176162217879318","0.271447218161738","3"
"Single","1996","higher education","Male","160","0.192808143980114","0.167968962800854","0.217647325159374","3"
"Single","1996","higher education","Female","142","0.242302794556496","0.212592855864566","0.272012733248426","3"
"Single","1996","general elemantary","Male","320","0.380420425458687","0.34725171151025","0.413589139407124","3"
"Single","1996","middle vocational","Female","598","0.153845081148261","0.141495730220916","0.166194432075606","3"
"Single","1996","vocational + Abi","Male","84","0.405656771857665","0.343664494025925","0.467649049689405","3"
"Widowed","1996","in school","Male","","","","","5"
