"pgfamstd","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Divorced","1984","Hamburg","Female","15","","","","4"
"Divorced","1984","Lower Saxony","Male","9","","","","4"
"Divorced","1984","Hesse","Male","9","","","","4"
"Divorced","1984","Hamburg","Male","11","","","","4"
"Divorced","1984","Mecklenburg-Western Pomerania","Female","","","","","4"
"Divorced","1984","Saxony","Male","","","","","4"
"Divorced","1984","Saxony","Female","","","","","4"
"Divorced","1984","Saxony-Anhalt","Male","","","","","4"
"Divorced","1984","Bavaria","Male","20","","","","4"
"Divorced","1984","Mecklenburg-Western Pomerania","Male","","","","","4"
"Divorced","1984","Lower Saxony","Female","22","","","","4"
"Divorced","1984","Hesse","Female","17","","","","4"
"Divorced","1984","Saxony-Anhalt","Female","","","","","4"
"Divorced","1984","Schleswig-Holstein","Female","8","","","","4"
"Divorced","1984","Bremen","Male","","","","","4"
"Divorced","1984","Bremen","Female","2","","","","4"
"Divorced","1984","North Rhine-Westphalia","Male","44","0.0399829696243383","0.0298320528679976","0.050133886380679","4"
"Divorced","1984","North Rhine-Westphalia","Female","57","0.0461766604816154","0.0353596019976161","0.0569937189656147","4"
"Divorced","1984","Rhineland-Palatinate,Saarland","Male","8","","","","4"
"Divorced","1984","Rhineland-Palatinate,Saarland","Female","15","","","","4"
"Divorced","1984","Baden-Württemberg","Male","16","","","","4"
"Divorced","1984","Baden-Württemberg","Female","39","0.0504102037880103","0.0367259981044928","0.0640944094715278","4"
"Divorced","1984","Brandenburg","Female","","","","","4"
"Divorced","1984","Thuringia","Male","","","","","4"
"Divorced","1984","Thuringia","Female","","","","","4"
"Divorced","1984","Schleswig-Holstein","Male","7","","","","4"
"Divorced","1984","Bavaria","Female","26","","","","4"
"Divorced","1984","Berlin","Male","10","","","","4"
"Divorced","1984","Berlin","Female","16","","","","4"
"Divorced","1984","Brandenburg","Male","","","","","4"
"Married","1984","Schleswig-Holstein","Male","111","0.646845145815276","0.574356062598528","0.719334229032024","1"
"Married","1984","Schleswig-Holstein","Female","112","0.568387889280636","0.495828971846739","0.640946806714534","1"
"Married","1984","Hamburg","Male","84","0.560979334596144","0.477265522280898","0.64469314691139","1"
"Married","1984","Hamburg","Female","80","0.494341240093897","0.409689111925742","0.578993368262052","1"
"Married","1984","Lower Saxony","Male","355","0.68117645092775","0.641388846442226","0.720964055413274","1"
"Married","1984","Lower Saxony","Female","356","0.576895248573789","0.535792200244","0.617998296903578","1"
"Married","1984","Bremen","Male","35","0.594792721682942","0.462623114953211","0.726962328412672","1"
"Married","1984","Bremen","Female","37","0.512890420674768","0.384255251121886","0.64152559022765","1"
"Married","1984","North Rhine-Westphalia","Male","953","0.648415284785843","0.623676982663015","0.673153586908672","1"
"Married","1984","North Rhine-Westphalia","Female","950","0.57311425234721","0.547620111748968","0.598608392945452","1"
"Married","1984","Hesse","Male","373","0.646706145720047","0.6067224020843","0.686689889355794","1"
"Married","1984","Hesse","Female","375","0.615359596336909","0.574626281733255","0.656092910940564","1"
"Married","1984","Rhineland-Palatinate,Saarland","Male","245","0.650415412652622","0.601696708048473","0.699134117256771","1"
"Married","1984","Rhineland-Palatinate,Saarland","Female","242","0.593023364285375","0.543367012468413","0.642679716102336","1"
"Married","1984","Baden-Württemberg","Male","665","0.668928578001863","0.639449936377648","0.698407219626077","1"
"Married","1984","Baden-Württemberg","Female","659","0.566887692028002","0.535896297137653","0.597879086918351","1"
"Married","1984","Bavaria","Male","632","0.693435868950478","0.663076338445839","0.723795399455117","1"
"Married","1984","Bavaria","Female","634","0.595780757018943","0.564753875637327","0.626807638400558","1"
"Married","1984","Berlin","Male","107","0.5628975297395","0.488982740773514","0.636812318705486","1"
"Married","1984","Berlin","Female","104","0.457773590233451","0.385392003857876","0.530155176609027","1"
"Married","1984","Brandenburg","Male","","","","","1"
"Married","1984","Brandenburg","Female","","","","","1"
"Married","1984","Mecklenburg-Western Pomerania","Male","","","","","1"
"Married","1984","Mecklenburg-Western Pomerania","Female","","","","","1"
"Married","1984","Saxony","Male","","","","","1"
"Married","1984","Saxony","Female","","","","","1"
"Married","1984","Saxony-Anhalt","Male","","","","","1"
"Married","1984","Saxony-Anhalt","Female","","","","","1"
"Married","1984","Thuringia","Male","","","","","1"
"Married","1984","Thuringia","Female","","","","","1"
"Married, but separated","1984","Mecklenburg-Western Pomerania","Female","","","","","2"
"Married, but separated","1984","Saxony","Male","","","","","2"
"Married, but separated","1984","Saxony","Female","","","","","2"
"Married, but separated","1984","Saxony-Anhalt","Male","","","","","2"
"Married, but separated","1984","Saxony-Anhalt","Female","","","","","2"
"Married, but separated","1984","North Rhine-Westphalia","Male","35","0.0158948400709429","0.00941480867753941","0.0223748714643464","2"
"Married, but separated","1984","North Rhine-Westphalia","Female","19","","","","2"
"Married, but separated","1984","Hesse","Male","19","","","","2"
"Married, but separated","1984","Hesse","Female","10","","","","2"
"Married, but separated","1984","Rhineland-Palatinate,Saarland","Male","7","","","","2"
"Married, but separated","1984","Brandenburg","Female","","","","","2"
"Married, but separated","1984","Mecklenburg-Western Pomerania","Male","","","","","2"
"Married, but separated","1984","Thuringia","Male","","","","","2"
"Married, but separated","1984","Thuringia","Female","","","","","2"
"Married, but separated","1984","Schleswig-Holstein","Male","3","","","","2"
"Married, but separated","1984","Schleswig-Holstein","Female","3","","","","2"
"Married, but separated","1984","Hamburg","Male","4","","","","2"
"Married, but separated","1984","Hamburg","Female","2","","","","2"
"Married, but separated","1984","Lower Saxony","Male","13","","","","2"
"Married, but separated","1984","Lower Saxony","Female","4","","","","2"
"Married, but separated","1984","Bremen","Male","1","","","","2"
"Married, but separated","1984","Bremen","Female","","","","","2"
"Married, but separated","1984","Rhineland-Palatinate,Saarland","Female","2","","","","2"
"Married, but separated","1984","Baden-Württemberg","Male","37","0.0231195518305201","0.0137057043143683","0.0325333993466718","2"
"Married, but separated","1984","Baden-Württemberg","Female","16","","","","2"
"Married, but separated","1984","Bavaria","Male","14","","","","2"
"Married, but separated","1984","Bavaria","Female","10","","","","2"
"Married, but separated","1984","Berlin","Male","3","","","","2"
"Married, but separated","1984","Berlin","Female","4","","","","2"
"Married, but separated","1984","Brandenburg","Male","","","","","2"
"Single","1984","Saxony","Male","","","","","3"
"Single","1984","Saxony","Female","","","","","3"
"Single","1984","Hamburg","Female","23","","","","3"
"Single","1984","Mecklenburg-Western Pomerania","Female","","","","","3"
"Single","1984","Hamburg","Male","30","0.244078758780523","0.171621070439565","0.316536447121481","3"
"Single","1984","Mecklenburg-Western Pomerania","Male","","","","","3"
"Single","1984","Bremen","Female","7","","","","3"
"Single","1984","North Rhine-Westphalia","Male","374","0.262443114085129","0.239647902571921","0.285238325598337","3"
"Single","1984","North Rhine-Westphalia","Female","278","0.199430173592113","0.178835306817506","0.22002504036672","3"
"Single","1984","Hesse","Female","100","0.177980511508267","0.145955809740391","0.210005213276142","3"
"Single","1984","Brandenburg","Female","","","","","3"
"Single","1984","Thuringia","Female","","","","","3"
"Single","1984","Schleswig-Holstein","Female","30","0.151083857600377","0.0986196637488045","0.20354805145195","3"
"Single","1984","Hesse","Male","134","0.255295042013783","0.21882172749254","0.291768356535026","3"
"Single","1984","Saxony-Anhalt","Male","","","","","3"
"Single","1984","Schleswig-Holstein","Male","44","0.273610156675215","0.20599550043566","0.34122481291477","3"
"Single","1984","Lower Saxony","Male","139","0.257297635330828","0.219975362424046","0.294619908237609","3"
"Single","1984","Lower Saxony","Female","113","0.21244362906878","0.178413446439812","0.246473811697747","3"
"Single","1984","Bremen","Male","14","","","","3"
"Single","1984","Rhineland-Palatinate,Saarland","Male","94","0.250485821336256","0.206216212762071","0.294755429910441","3"
"Single","1984","Rhineland-Palatinate,Saarland","Female","63","0.16691765920168","0.12922565110678","0.20460966729658","3"
"Single","1984","Baden-Württemberg","Male","247","0.260798364254067","0.233294695028219","0.288302033479916","3"
"Single","1984","Baden-Württemberg","Female","169","0.197115935883374","0.172234259669679","0.221997612097069","3"
"Single","1984","Bavaria","Male","207","0.245845630282141","0.217493049096538","0.274198211467743","3"
"Single","1984","Bavaria","Female","200","0.210435796457848","0.184664282539366","0.236207310376329","3"
"Single","1984","Berlin","Male","46","0.274206334089366","0.207729493978329","0.340683174200403","3"
"Single","1984","Berlin","Female","34","0.203761975363105","0.145243173590263","0.262280777135947","3"
"Single","1984","Brandenburg","Male","","","","","3"
"Single","1984","Saxony-Anhalt","Female","","","","","3"
"Single","1984","Thuringia","Male","","","","","3"
"Widowed","1984","Mecklenburg-Western Pomerania","Female","","","","","5"
"Widowed","1984","Hamburg","Female","14","","","","5"
"Widowed","1984","Mecklenburg-Western Pomerania","Male","","","","","5"
"Widowed","1984","Schleswig-Holstein","Female","26","","","","5"
"Widowed","1984","Hamburg","Male","6","","","","5"
"Widowed","1984","Saxony","Male","","","","","5"
"Widowed","1984","Lower Saxony","Male","11","","","","5"
"Widowed","1984","Lower Saxony","Female","60","0.160156116034628","0.129643977645649","0.190668254423607","5"
"Widowed","1984","Bremen","Male","3","","","","5"
"Widowed","1984","Bremen","Female","12","","","","5"
"Widowed","1984","Brandenburg","Female","","","","","5"
"Widowed","1984","Saxony","Female","","","","","5"
"Widowed","1984","Saxony-Anhalt","Male","","","","","5"
"Widowed","1984","Saxony-Anhalt","Female","","","","","5"
"Widowed","1984","Thuringia","Male","","","","","5"
"Widowed","1984","Thuringia","Female","","","","","5"
"Widowed","1984","Schleswig-Holstein","Male","2","","","","5"
"Widowed","1984","North Rhine-Westphalia","Male","25","","","","5"
"Widowed","1984","North Rhine-Westphalia","Female","142","0.16623071272435","0.147042146526819","0.185419278921882","5"
"Widowed","1984","Hesse","Male","14","","","","5"
"Widowed","1984","Hesse","Female","46","0.154992697526163","0.124692625471543","0.185292769580783","5"
"Widowed","1984","Rhineland-Palatinate,Saarland","Male","14","","","","5"
"Widowed","1984","Rhineland-Palatinate,Saarland","Female","54","0.196470984136163","0.156310017174856","0.236631951097471","5"
"Widowed","1984","Baden-Württemberg","Male","14","","","","5"
"Widowed","1984","Baden-Württemberg","Female","99","0.169389283793506","0.145928955888564","0.192849611698447","5"
"Widowed","1984","Bavaria","Male","13","","","","5"
"Widowed","1984","Bavaria","Female","91","0.152626388769415","0.129889099914806","0.175363677624024","5"
"Widowed","1984","Berlin","Male","7","","","","5"
"Widowed","1984","Berlin","Female","24","","","","5"
"Widowed","1984","Brandenburg","Male","","","","","5"
"Divorced","1985","Bavaria","Male","19","","","","4"
"Divorced","1985","North Rhine-Westphalia","Female","50","0.044388735141257","0.0335341303363629","0.055243339946151","4"
"Divorced","1985","Mecklenburg-Western Pomerania","Male","","","","","4"
"Divorced","1985","Baden-Württemberg","Female","37","0.0537547275985603","0.0394357557661539","0.0680736994309667","4"
"Divorced","1985","Mecklenburg-Western Pomerania","Female","","","","","4"
"Divorced","1985","Hamburg","Male","12","","","","4"
"Divorced","1985","Hesse","Male","9","","","","4"
"Divorced","1985","Rhineland-Palatinate,Saarland","Female","15","","","","4"
"Divorced","1985","Baden-Württemberg","Male","16","","","","4"
"Divorced","1985","Saxony","Male","","","","","4"
"Divorced","1985","Saxony","Female","","","","","4"
"Divorced","1985","Saxony-Anhalt","Male","","","","","4"
"Divorced","1985","Lower Saxony","Male","9","","","","4"
"Divorced","1985","North Rhine-Westphalia","Male","41","0.0400298469076704","0.0296759949584745","0.0503836988568662","4"
"Divorced","1985","Hesse","Female","19","","","","4"
"Divorced","1985","Rhineland-Palatinate,Saarland","Male","7","","","","4"
"Divorced","1985","Hamburg","Female","17","","","","4"
"Divorced","1985","Schleswig-Holstein","Female","9","","","","4"
"Divorced","1985","Lower Saxony","Female","22","","","","4"
"Divorced","1985","Bremen","Male","","","","","4"
"Divorced","1985","Bremen","Female","2","","","","4"
"Divorced","1985","Saxony-Anhalt","Female","","","","","4"
"Divorced","1985","Thuringia","Male","","","","","4"
"Divorced","1985","Thuringia","Female","","","","","4"
"Divorced","1985","Brandenburg","Female","","","","","4"
"Divorced","1985","Schleswig-Holstein","Male","9","","","","4"
"Divorced","1985","Bavaria","Female","24","","","","4"
"Divorced","1985","Berlin","Male","8","","","","4"
"Divorced","1985","Berlin","Female","16","","","","4"
"Divorced","1985","Brandenburg","Male","","","","","4"
"Married","1985","Schleswig-Holstein","Male","98","0.604367735382815","0.527634717638203","0.681100753127428","1"
"Married","1985","Schleswig-Holstein","Female","98","0.509374039759018","0.434226062363946","0.58452201715409","1"
"Married","1985","Hamburg","Male","68","0.454235839133947","0.366600261517899","0.541871416749995","1"
"Married","1985","Hamburg","Female","68","0.457615486256948","0.369211433980781","0.546019538533115","1"
"Married","1985","Lower Saxony","Male","320","0.637417728797577","0.595109718190012","0.679725739405142","1"
"Married","1985","Lower Saxony","Female","324","0.542915522731769","0.500464845719809","0.585366199743729","1"
"Married","1985","Bremen","Male","33","0.633359419452826","0.498433485199816","0.768285353705837","1"
"Married","1985","Bremen","Female","32","0.427111865277862","0.297555185526298","0.556668545029427","1"
"Married","1985","North Rhine-Westphalia","Male","885","0.622624913069778","0.597022495238683","0.648227330900873","1"
"Married","1985","North Rhine-Westphalia","Female","890","0.548878591617035","0.52265320703285","0.575103976201219","1"
"Married","1985","Hesse","Male","342","0.613118697962615","0.57141797366144","0.654819422263791","1"
"Married","1985","Hesse","Female","340","0.583160383970346","0.540286311758751","0.62603445618194","1"
"Married","1985","Rhineland-Palatinate,Saarland","Male","234","0.631284583018842","0.581721805167755","0.68084736086993","1"
"Married","1985","Rhineland-Palatinate,Saarland","Female","236","0.575527637032325","0.525568840300589","0.625486433764061","1"
"Married","1985","Baden-Württemberg","Male","623","0.626162695178727","0.5955094092894","0.656815981068053","1"
"Married","1985","Baden-Württemberg","Female","626","0.536182583588177","0.504521081239955","0.567844085936398","1"
"Married","1985","Bavaria","Male","568","0.657395178447626","0.625128254038169","0.689662102857082","1"
"Married","1985","Bavaria","Female","569","0.555686190401667","0.523205297986187","0.588167082817147","1"
"Married","1985","Berlin","Male","95","0.49365919826519","0.416907257126426","0.570411139403953","1"
"Married","1985","Berlin","Female","93","0.3912918660733","0.319189964327068","0.463393767819531","1"
"Married","1985","Brandenburg","Male","","","","","1"
"Married","1985","Brandenburg","Female","","","","","1"
"Married","1985","Mecklenburg-Western Pomerania","Male","","","","","1"
"Married","1985","Mecklenburg-Western Pomerania","Female","","","","","1"
"Married","1985","Saxony","Male","","","","","1"
"Married","1985","Saxony","Female","","","","","1"
"Married","1985","Saxony-Anhalt","Male","","","","","1"
"Married","1985","Saxony-Anhalt","Female","","","","","1"
"Married","1985","Thuringia","Male","","","","","1"
"Married","1985","Thuringia","Female","","","","","1"
"Married, but separated","1985","Mecklenburg-Western Pomerania","Female","","","","","2"
"Married, but separated","1985","Saxony","Male","","","","","2"
"Married, but separated","1985","Saxony","Female","","","","","2"
"Married, but separated","1985","Saxony-Anhalt","Male","","","","","2"
"Married, but separated","1985","Thuringia","Male","","","","","2"
"Married, but separated","1985","Saxony-Anhalt","Female","","","","","2"
"Married, but separated","1985","Bremen","Female","1","","","","2"
"Married, but separated","1985","North Rhine-Westphalia","Male","38","0.0200596049248286","0.0126543137632497","0.0274648960864074","2"
"Married, but separated","1985","North Rhine-Westphalia","Female","23","","","","2"
"Married, but separated","1985","Hesse","Male","19","","","","2"
"Married, but separated","1985","Hesse","Female","8","","","","2"
"Married, but separated","1985","Rhineland-Palatinate,Saarland","Male","7","","","","2"
"Married, but separated","1985","Thuringia","Female","","","","","2"
"Married, but separated","1985","Schleswig-Holstein","Male","1","","","","2"
"Married, but separated","1985","Schleswig-Holstein","Female","4","","","","2"
"Married, but separated","1985","Hamburg","Male","5","","","","2"
"Married, but separated","1985","Hamburg","Female","1","","","","2"
"Married, but separated","1985","Lower Saxony","Male","9","","","","2"
"Married, but separated","1985","Lower Saxony","Female","4","","","","2"
"Married, but separated","1985","Bremen","Male","1","","","","2"
"Married, but separated","1985","Brandenburg","Female","","","","","2"
"Married, but separated","1985","Mecklenburg-Western Pomerania","Male","","","","","2"
"Married, but separated","1985","Rhineland-Palatinate,Saarland","Female","3","","","","2"
"Married, but separated","1985","Baden-Württemberg","Male","31","0.0244170377341813","0.0146385721208086","0.034195503347554","2"
"Married, but separated","1985","Baden-Württemberg","Female","15","","","","2"
"Married, but separated","1985","Bavaria","Male","19","","","","2"
"Married, but separated","1985","Bavaria","Female","10","","","","2"
"Married, but separated","1985","Berlin","Male","6","","","","2"
"Married, but separated","1985","Berlin","Female","5","","","","2"
"Married, but separated","1985","Brandenburg","Male","","","","","2"
"Single","1985","Saxony","Male","","","","","3"
"Single","1985","Mecklenburg-Western Pomerania","Female","","","","","3"
"Single","1985","Saxony","Female","","","","","3"
"Single","1985","Hamburg","Female","23","","","","3"
"Single","1985","Mecklenburg-Western Pomerania","Male","","","","","3"
"Single","1985","Hamburg","Male","33","0.321063679594437","0.238887232808375","0.4032401263805","3"
"Single","1985","Brandenburg","Female","","","","","3"
"Single","1985","Saxony-Anhalt","Male","","","","","3"
"Single","1985","Schleswig-Holstein","Female","32","0.165804645108021","0.109898974593978","0.221710315622063","3"
"Single","1985","Schleswig-Holstein","Male","46","0.308005854117483","0.235559507807907","0.380452200427059","3"
"Single","1985","Lower Saxony","Male","147","0.302776351882937","0.262341646491279","0.343211057274596","3"
"Single","1985","Lower Saxony","Female","121","0.238284103387754","0.201979282394455","0.274588924381054","3"
"Single","1985","Bremen","Male","12","","","","3"
"Single","1985","Bremen","Female","7","","","","3"
"Single","1985","North Rhine-Westphalia","Male","391","0.284520739725399","0.260690050114136","0.308351429336662","3"
"Single","1985","North Rhine-Westphalia","Female","281","0.212166274342962","0.190618994097519","0.233713554588405","3"
"Single","1985","Hesse","Male","140","0.278210824348486","0.239842340204917","0.316579308492055","3"
"Single","1985","Hesse","Female","96","0.187694441956311","0.153739604681955","0.221649279230667","3"
"Single","1985","Rhineland-Palatinate,Saarland","Male","102","0.266013262553808","0.220619816835335","0.311406708272281","3"
"Single","1985","Rhineland-Palatinate,Saarland","Female","69","0.171824018220125","0.133694842240786","0.209953194199464","3"
"Single","1985","Baden-Württemberg","Male","274","0.30007068699759","0.271035073984994","0.329106300010186","3"
"Single","1985","Baden-Württemberg","Female","182","0.216934800756111","0.190767121002906","0.243102480509316","3"
"Single","1985","Bavaria","Male","213","0.270626270367214","0.240419269100309","0.30083327163412","3"
"Single","1985","Bavaria","Female","206","0.240462215085889","0.212526077643429","0.268398352528348","3"
"Single","1985","Berlin","Male","46","0.297410112147075","0.22723500222051","0.36758522207364","3"
"Single","1985","Berlin","Female","40","0.238988309712523","0.175983203206167","0.301993416218879","3"
"Single","1985","Brandenburg","Male","","","","","3"
"Single","1985","Saxony-Anhalt","Female","","","","","3"
"Single","1985","Thuringia","Male","","","","","3"
"Single","1985","Thuringia","Female","","","","","3"
"Widowed","1985","Schleswig-Holstein","Female","27","","","","5"
"Widowed","1985","Mecklenburg-Western Pomerania","Female","","","","","5"
"Widowed","1985","Hamburg","Female","13","","","","5"
"Widowed","1985","Mecklenburg-Western Pomerania","Male","","","","","5"
"Widowed","1985","Saxony","Male","","","","","5"
"Widowed","1985","Hamburg","Male","6","","","","5"
"Widowed","1985","Lower Saxony","Male","11","","","","5"
"Widowed","1985","Lower Saxony","Female","58","0.165755956125488","0.134067477884973","0.197444434366003","5"
"Widowed","1985","Bremen","Male","3","","","","5"
"Widowed","1985","Bremen","Female","14","","","","5"
"Widowed","1985","Brandenburg","Female","","","","","5"
"Widowed","1985","Saxony","Female","","","","","5"
"Widowed","1985","Saxony-Anhalt","Male","","","","","5"
"Widowed","1985","Saxony-Anhalt","Female","","","","","5"
"Widowed","1985","Thuringia","Male","","","","","5"
"Widowed","1985","Thuringia","Female","","","","","5"
"Widowed","1985","Schleswig-Holstein","Male","2","","","","5"
"Widowed","1985","North Rhine-Westphalia","Male","22","","","","5"
"Widowed","1985","North Rhine-Westphalia","Female","139","0.176857118338348","0.156748330750059","0.196965905926638","5"
"Widowed","1985","Hesse","Male","14","","","","5"
"Widowed","1985","Hesse","Female","45","0.176637974588636","0.14347498386464","0.209800965312632","5"
"Widowed","1985","Rhineland-Palatinate,Saarland","Male","14","","","","5"
"Widowed","1985","Rhineland-Palatinate,Saarland","Female","53","0.202275743061847","0.161673271556327","0.242878214567367","5"
"Widowed","1985","Baden-Württemberg","Male","13","","","","5"
"Widowed","1985","Baden-Württemberg","Female","93","0.175457982251764","0.151309235231268","0.199606729272259","5"
"Widowed","1985","Bavaria","Male","12","","","","5"
