"pgfamstd","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Married, but separated","1988","Brandenburg","Female","","","","","2"
"Married, but separated","1988","North Rhine-Westphalia","Male","42","0.0217485120354276","0.0139677660025675","0.0295292580682878","2"
"Married, but separated","1988","North Rhine-Westphalia","Female","28","","","","2"
"Married, but separated","1988","Hesse","Male","14","","","","2"
"Married, but separated","1988","Hesse","Female","14","","","","2"
"Married, but separated","1988","Schleswig-Holstein","Female","2","","","","2"
"Married, but separated","1988","Hamburg","Male","5","","","","2"
"Married, but separated","1988","Hamburg","Female","1","","","","2"
"Married, but separated","1988","Lower Saxony","Male","14","","","","2"
"Married, but separated","1988","Schleswig-Holstein","Male","1","","","","2"
"Married, but separated","1988","Lower Saxony","Female","11","","","","2"
"Married, but separated","1988","Bremen","Male","3","","","","2"
"Married, but separated","1988","Bremen","Female","2","","","","2"
"Married, but separated","1988","Rhineland-Palatinate,Saarland","Male","8","","","","2"
"Married, but separated","1988","Rhineland-Palatinate,Saarland","Female","8","","","","2"
"Married, but separated","1988","Baden-Württemberg","Male","30","0.0278489853634185","0.0174242826821772","0.0382736880446598","2"
"Married, but separated","1988","Baden-Württemberg","Female","14","","","","2"
"Married, but separated","1988","Bavaria","Male","24","","","","2"
"Married, but separated","1988","Bavaria","Female","17","","","","2"
"Married, but separated","1988","Berlin","Male","9","","","","2"
"Married, but separated","1988","Berlin","Female","9","","","","2"
"Married, but separated","1988","Brandenburg","Male","","","","","2"
"Single","1988","Saxony","Male","","","","","3"
"Single","1988","Saxony","Female","","","","","3"
"Single","1988","Mecklenburg-Western Pomerania","Male","","","","","3"
"Single","1988","Mecklenburg-Western Pomerania","Female","","","","","3"
"Single","1988","Schleswig-Holstein","Female","30","0.135030613949439","0.0830417249713428","0.187019502927535","3"
"Single","1988","Hamburg","Male","25","","","","3"
"Single","1988","Hamburg","Female","17","","","","3"
"Single","1988","Brandenburg","Female","","","","","3"
"Single","1988","Schleswig-Holstein","Male","43","0.274397017817797","0.204821127796368","0.343972907839226","3"
"Single","1988","Saxony-Anhalt","Male","","","","","3"
"Single","1988","Saxony-Anhalt","Female","","","","","3"
"Single","1988","Thuringia","Male","","","","","3"
"Single","1988","Thuringia","Female","","","","","3"
"Single","1988","Lower Saxony","Male","153","0.297406261860004","0.25777254225934","0.337039981460668","3"
"Single","1988","Lower Saxony","Female","119","0.214204186322199","0.179439362525803","0.248969010118595","3"
"Single","1988","Bremen","Male","11","","","","3"
"Single","1988","Bremen","Female","8","","","","3"
"Single","1988","North Rhine-Westphalia","Male","390","0.279081632589793","0.255154542792729","0.303008722386856","3"
"Single","1988","North Rhine-Westphalia","Female","274","0.212226663002107","0.190325941932244","0.234127384071971","3"
"Single","1988","Hesse","Male","128","0.263139212881823","0.224387334253906","0.301891091509741","3"
"Single","1988","Hesse","Female","90","0.170567380239963","0.137697157753843","0.203437602726083","3"
"Single","1988","Rhineland-Palatinate,Saarland","Male","96","0.249317740184919","0.204566452742256","0.294069027627581","3"
"Single","1988","Rhineland-Palatinate,Saarland","Female","75","0.179408594808106","0.140779583713999","0.218037605902213","3"
"Single","1988","Baden-Württemberg","Male","275","0.288334384624077","0.259634620209701","0.317034149038452","3"
"Single","1988","Baden-Württemberg","Female","193","0.215220509519179","0.188906080831272","0.241534938207087","3"
"Single","1988","Bavaria","Male","217","0.280040912469906","0.248945488401523","0.31113633653829","3"
"Single","1988","Bavaria","Female","193","0.226131157010966","0.197892230253884","0.254370083768049","3"
"Single","1988","Berlin","Male","49","0.312040077216224","0.241557657571249","0.382522496861199","3"
"Single","1988","Berlin","Female","27","","","","3"
"Single","1988","Brandenburg","Male","","","","","3"
"Widowed","1988","Thuringia","Male","","","","","5"
"Widowed","1988","Schleswig-Holstein","Female","21","","","","5"
"Widowed","1988","Mecklenburg-Western Pomerania","Male","","","","","5"
"Widowed","1988","Mecklenburg-Western Pomerania","Female","","","","","5"
"Widowed","1988","Saxony","Male","","","","","5"
"Widowed","1988","Thuringia","Female","","","","","5"
"Widowed","1988","Schleswig-Holstein","Male","","","","","5"
"Widowed","1988","Hamburg","Male","4","","","","5"
"Widowed","1988","Hamburg","Female","12","","","","5"
"Widowed","1988","Bremen","Female","12","","","","5"
"Widowed","1988","Brandenburg","Female","","","","","5"
"Widowed","1988","Saxony","Female","","","","","5"
"Widowed","1988","Saxony-Anhalt","Male","","","","","5"
"Widowed","1988","Saxony-Anhalt","Female","","","","","5"
"Widowed","1988","Lower Saxony","Male","9","","","","5"
"Widowed","1988","Lower Saxony","Female","57","0.16687061091306","0.13527568398217","0.198465537843949","5"
"Widowed","1988","Bremen","Male","1","","","","5"
"Widowed","1988","North Rhine-Westphalia","Male","30","0.0431784833058731","0.0323359599865272","0.054021006625219","5"
"Widowed","1988","North Rhine-Westphalia","Female","133","0.180634361312374","0.160028211163018","0.201240511461731","5"
"Widowed","1988","Hesse","Male","10","","","","5"
"Widowed","1988","Hesse","Female","44","0.179834313554937","0.146272055132484","0.213396571977389","5"
"Widowed","1988","Rhineland-Palatinate,Saarland","Male","14","","","","5"
"Widowed","1988","Rhineland-Palatinate,Saarland","Female","49","0.190041682465838","0.150542850408501","0.229540514523175","5"
"Widowed","1988","Baden-Württemberg","Male","15","","","","5"
"Widowed","1988","Baden-Württemberg","Female","82","0.163265099736461","0.139599423624951","0.18693077584797","5"
"Widowed","1988","Bavaria","Male","22","","","","5"
"Widowed","1988","Bavaria","Female","83","0.159680215486094","0.134952604883417","0.184407826088772","5"
"Widowed","1988","Berlin","Male","8","","","","5"
"Widowed","1988","Berlin","Female","23","","","","5"
"Widowed","1988","Brandenburg","Male","","","","","5"
"Divorced","1989","Thuringia","Female","","","","","4"
"Divorced","1989","Mecklenburg-Western Pomerania","Female","","","","","4"
"Divorced","1989","Saxony","Male","","","","","4"
"Divorced","1989","Mecklenburg-Western Pomerania","Male","","","","","4"
"Divorced","1989","Saxony","Female","","","","","4"
"Divorced","1989","Saxony-Anhalt","Male","","","","","4"
"Divorced","1989","Saxony-Anhalt","Female","","","","","4"
"Divorced","1989","Thuringia","Male","","","","","4"
"Divorced","1989","Schleswig-Holstein","Male","8","","","","4"
"Divorced","1989","Schleswig-Holstein","Female","8","","","","4"
"Divorced","1989","Hamburg","Male","9","","","","4"
"Divorced","1989","Hamburg","Female","15","","","","4"
"Divorced","1989","North Rhine-Westphalia","Male","42","0.0461502187236536","0.0347493927421581","0.0575510447051492","4"
"Divorced","1989","North Rhine-Westphalia","Female","55","0.0534977345336448","0.0413401115647307","0.0656553575025589","4"
"Divorced","1989","Hesse","Male","16","","","","4"
"Divorced","1989","Baden-Württemberg","Female","34","0.0468967738422896","0.033114993323448","0.0606785543611312","4"
"Divorced","1989","Bavaria","Male","19","","","","4"
"Divorced","1989","Brandenburg","Female","","","","","4"
"Divorced","1989","Lower Saxony","Male","16","","","","4"
"Divorced","1989","Hesse","Female","22","","","","4"
"Divorced","1989","Rhineland-Palatinate,Saarland","Male","6","","","","4"
"Divorced","1989","Rhineland-Palatinate,Saarland","Female","15","","","","4"
"Divorced","1989","Baden-Württemberg","Male","26","","","","4"
"Divorced","1989","Lower Saxony","Female","24","","","","4"
"Divorced","1989","Bremen","Male","","","","","4"
"Divorced","1989","Bremen","Female","2","","","","4"
"Divorced","1989","Bavaria","Female","32","0.0550436144987385","0.0394146288090943","0.0706726001883827","4"
"Divorced","1989","Berlin","Male","9","","","","4"
"Divorced","1989","Berlin","Female","19","","","","4"
"Divorced","1989","Brandenburg","Male","","","","","4"
"Married","1989","North Rhine-Westphalia","Male","826","0.627642285933459","0.601373154211542","0.653911417655376","1"
"Married","1989","North Rhine-Westphalia","Female","823","0.539046809922358","0.512115232033562","0.565978387811153","1"
"Married","1989","Hesse","Male","326","0.632007096633273","0.589523019295798","0.674491173970749","1"
"Married","1989","Hesse","Female","324","0.575757933786584","0.532437787045968","0.6190780805272","1"
"Married","1989","Rhineland-Palatinate,Saarland","Male","215","0.623716982431641","0.572070489675579","0.675363475187703","1"
"Married","1989","Rhineland-Palatinate,Saarland","Female","217","0.551737267237014","0.500004418812523","0.603470115661506","1"
"Married","1989","Baden-Württemberg","Male","590","0.62702867269532","0.595608481876866","0.658448863513773","1"
"Married","1989","Baden-Württemberg","Female","588","0.56350484784977","0.531175092629103","0.595834603070438","1"
"Married","1989","Bavaria","Male","500","0.604135424146271","0.569947141235889","0.638323707056653","1"
"Married","1989","Bavaria","Female","508","0.553448469875799","0.519380533645692","0.587516406105906","1"
"Married","1989","Berlin","Male","92","0.467673431379915","0.390601618708293","0.544745244051538","1"
"Married","1989","Berlin","Female","89","0.398472943072209","0.324877549442509","0.472068336701909","1"
"Married","1989","Brandenburg","Male","","","","","1"
"Married","1989","Thuringia","Female","","","","","1"
"Married","1989","Schleswig-Holstein","Male","98","0.62633175195509","0.548653352374183","0.704010151535997","1"
"Married","1989","Schleswig-Holstein","Female","96","0.58296522498931","0.505342353978399","0.660588096000221","1"
"Married","1989","Hamburg","Male","49","0.424127710837796","0.325266963500565","0.522988458175027","1"
"Married","1989","Hamburg","Female","50","0.454396755785251","0.354794641478599","0.553998870091903","1"
"Married","1989","Lower Saxony","Male","301","0.614016064671019","0.570645019109399","0.65738711023264","1"
"Married","1989","Lower Saxony","Female","304","0.536304267778528","0.493193207171386","0.57941532838567","1"
"Married","1989","Bremen","Male","30","0.61216939451443","0.477111512570544","0.747227276458316","1"
"Married","1989","Bremen","Female","31","0.425118439331397","0.295639766763854","0.55459711189894","1"
"Married","1989","Brandenburg","Female","","","","","1"
"Married","1989","Mecklenburg-Western Pomerania","Male","","","","","1"
"Married","1989","Mecklenburg-Western Pomerania","Female","","","","","1"
"Married","1989","Saxony","Male","","","","","1"
"Married","1989","Saxony","Female","","","","","1"
"Married","1989","Saxony-Anhalt","Male","","","","","1"
"Married","1989","Saxony-Anhalt","Female","","","","","1"
"Married","1989","Thuringia","Male","","","","","1"
"Married, but separated","1989","Saxony","Female","","","","","2"
"Married, but separated","1989","Mecklenburg-Western Pomerania","Female","","","","","2"
"Married, but separated","1989","Mecklenburg-Western Pomerania","Male","","","","","2"
"Married, but separated","1989","Saxony-Anhalt","Female","","","","","2"
"Married, but separated","1989","Saxony","Male","","","","","2"
"Married, but separated","1989","Saxony-Anhalt","Male","","","","","2"
"Married, but separated","1989","Thuringia","Female","","","","","2"
"Married, but separated","1989","Thuringia","Male","","","","","2"
"Married, but separated","1989","North Rhine-Westphalia","Male","31","0.0190501984046638","0.0116220155463899","0.0264783812629378","2"
"Married, but separated","1989","North Rhine-Westphalia","Female","27","","","","2"
"Married, but separated","1989","Hesse","Male","12","","","","2"
"Married, but separated","1989","Hesse","Female","11","","","","2"
"Married, but separated","1989","Brandenburg","Female","","","","","2"
"Married, but separated","1989","Schleswig-Holstein","Female","2","","","","2"
"Married, but separated","1989","Hamburg","Male","3","","","","2"
"Married, but separated","1989","Hamburg","Female","1","","","","2"
"Married, but separated","1989","Lower Saxony","Male","11","","","","2"
"Married, but separated","1989","Schleswig-Holstein","Male","3","","","","2"
"Married, but separated","1989","Lower Saxony","Female","11","","","","2"
"Married, but separated","1989","Bremen","Male","4","","","","2"
"Married, but separated","1989","Bremen","Female","","","","","2"
"Married, but separated","1989","Rhineland-Palatinate,Saarland","Male","9","","","","2"
"Married, but separated","1989","Rhineland-Palatinate,Saarland","Female","6","","","","2"
"Married, but separated","1989","Baden-Württemberg","Male","26","","","","2"
"Married, but separated","1989","Baden-Württemberg","Female","16","","","","2"
"Married, but separated","1989","Bavaria","Male","23","","","","2"
"Married, but separated","1989","Bavaria","Female","13","","","","2"
"Married, but separated","1989","Berlin","Male","6","","","","2"
"Married, but separated","1989","Berlin","Female","10","","","","2"
"Married, but separated","1989","Brandenburg","Male","","","","","2"
"Single","1989","Mecklenburg-Western Pomerania","Male","","","","","3"
"Single","1989","Mecklenburg-Western Pomerania","Female","","","","","3"
"Single","1989","Saxony","Male","","","","","3"
"Single","1989","Saxony","Female","","","","","3"
"Single","1989","Schleswig-Holstein","Male","40","0.292634907067708","0.219581607894748","0.365688206240669","3"
"Single","1989","Schleswig-Holstein","Female","29","","","","3"
"Single","1989","Hamburg","Male","29","","","","3"
"Single","1989","Hamburg","Female","18","","","","3"
"Single","1989","Brandenburg","Female","","","","","3"
"Single","1989","Saxony-Anhalt","Male","","","","","3"
"Single","1989","Saxony-Anhalt","Female","","","","","3"
"Single","1989","Thuringia","Male","","","","","3"
"Single","1989","Thuringia","Female","","","","","3"
"Single","1989","North Rhine-Westphalia","Male","373","0.264345199677793","0.24038269594711","0.288307703408476","3"
"Single","1989","North Rhine-Westphalia","Female","287","0.222120707415975","0.199662723025199","0.244578691806751","3"
"Single","1989","Hesse","Male","132","0.266172863484","0.227239290279024","0.305106436688976","3"
"Single","1989","Hesse","Female","97","0.179272040777564","0.145650393762282","0.212893687792845","3"
"Single","1989","Rhineland-Palatinate,Saarland","Male","94","0.267105988192859","0.219937480130142","0.314274496255577","3"
"Single","1989","Rhineland-Palatinate,Saarland","Female","69","0.172630896292125","0.133317295192778","0.211944497391472","3"
"Single","1989","Baden-Württemberg","Male","254","0.27777262995556","0.248671550976286","0.306873708934834","3"
"Single","1989","Baden-Württemberg","Female","181","0.198127118441294","0.172144159886993","0.224110076995595","3"
"Single","1989","Bavaria","Male","223","0.29037537885991","0.258640923409573","0.322109834310248","3"
"Single","1989","Bavaria","Female","188","0.222466452462815","0.193965244174048","0.250967660751581","3"
"Single","1989","Berlin","Male","46","0.321806562923528","0.249644424768556","0.3939687010785","3"
"Single","1989","Berlin","Female","31","0.189955398779684","0.130989093449118","0.24892170411025","3"
"Single","1989","Brandenburg","Male","","","","","3"
"Single","1989","Lower Saxony","Male","146","0.307454039105783","0.266344764644101","0.348563313567466","3"
"Single","1989","Lower Saxony","Female","114","0.207192977579586","0.172155099947173","0.242230855211998","3"
"Single","1989","Bremen","Male","16","","","","3"
"Single","1989","Bremen","Female","10","","","","3"
"Widowed","1989","Mecklenburg-Western Pomerania","Female","","","","","5"
"Widowed","1989","Thuringia","Male","","","","","5"
"Widowed","1989","Mecklenburg-Western Pomerania","Male","","","","","5"
"Widowed","1989","Thuringia","Female","","","","","5"
"Widowed","1989","Schleswig-Holstein","Male","","","","","5"
"Widowed","1989","Schleswig-Holstein","Female","20","","","","5"
"Widowed","1989","Bremen","Female","13","","","","5"
"Widowed","1989","Saxony","Male","","","","","5"
"Widowed","1989","Saxony","Female","","","","","5"
"Widowed","1989","Saxony-Anhalt","Male","","","","","5"
"Widowed","1989","Saxony-Anhalt","Female","","","","","5"
"Widowed","1989","Hamburg","Male","6","","","","5"
"Widowed","1989","Hamburg","Female","12","","","","5"
"Widowed","1989","Lower Saxony","Male","10","","","","5"
"Widowed","1989","Lower Saxony","Female","61","0.180968572476148","0.14768588437627","0.214251260576025","5"
"Widowed","1989","Bremen","Male","","","","","5"
"Widowed","1989","Brandenburg","Female","","","","","5"
"Widowed","1989","North Rhine-Westphalia","Male","29","","","","5"
"Widowed","1989","North Rhine-Westphalia","Female","124","0.166638516710121","0.146504772163726","0.186772261256515","5"
"Widowed","1989","Hesse","Male","9","","","","5"
"Widowed","1989","Hesse","Female","46","0.185933983186987","0.151832576963755","0.220035389410218","5"
"Widowed","1989","Rhineland-Palatinate,Saarland","Male","14","","","","5"
"Widowed","1989","Rhineland-Palatinate,Saarland","Female","48","0.194075542383199","0.152935334053355","0.235215750713043","5"
"Widowed","1989","Baden-Württemberg","Male","14","","","","5"
"Widowed","1989","Baden-Württemberg","Female","85","0.172494095395294","0.147865675851517","0.197122514939071","5"
"Widowed","1989","Bavaria","Male","21","","","","5"
"Widowed","1989","Bavaria","Female","77","0.15264746303713","0.128001357625442","0.177293568448819","5"
"Widowed","1989","Berlin","Male","8","","","","5"
"Widowed","1989","Berlin","Female","21","","","","5"
"Widowed","1989","Brandenburg","Male","","","","","5"
"Divorced","1990","Mecklenburg-Western Pomerania","Female","14","","","","4"
"Divorced","1990","Thuringia","Female","31","0.0819233245835066","0.0548092318560704","0.109037417310943","4"
"Divorced","1990","Mecklenburg-Western Pomerania","Male","11","","","","4"
"Divorced","1990","Saxony","Male","20","","","","4"
"Divorced","1990","Saxony","Female","47","0.0685130337863693","0.049970105587667","0.0870559619850717","4"
"Divorced","1990","Saxony-Anhalt","Male","19","","","","4"
"Divorced","1990","Saxony-Anhalt","Female","33","0.0871642225737261","0.060471989887394","0.113856455260058","4"
"Divorced","1990","Thuringia","Male","17","","","","4"
"Divorced","1990","Schleswig-Holstein","Male","11","","","","4"
"Divorced","1990","Schleswig-Holstein","Female","7","","","","4"
"Divorced","1990","Hamburg","Male","9","","","","4"
"Divorced","1990","Hamburg","Female","12","","","","4"
"Divorced","1990","Bremen","Female","1","","","","4"
"Divorced","1990","North Rhine-Westphalia","Male","43","0.0491152748187591","0.0372156845374829","0.0610148651000354","4"
"Divorced","1990","North Rhine-Westphalia","Female","51","0.0530965469109954","0.0408747568960925","0.0653183369258984","4"
"Divorced","1990","Hesse","Male","18","","","","4"
"Divorced","1990","Baden-Württemberg","Female","36","0.0574588944436093","0.0421869461021444","0.0727308427850742","4"
"Divorced","1990","Bavaria","Male","19","","","","4"
"Divorced","1990","Brandenburg","Female","28","","","","4"
"Divorced","1990","Lower Saxony","Male","21","","","","4"
"Divorced","1990","Lower Saxony","Female","26","","","","4"
"Divorced","1990","Bremen","Male","","","","","4"
"Divorced","1990","Hesse","Female","21","","","","4"
"Divorced","1990","Rhineland-Palatinate,Saarland","Male","9","","","","4"
"Divorced","1990","Rhineland-Palatinate,Saarland","Female","21","","","","4"
"Divorced","1990","Baden-Württemberg","Male","28","","","","4"
"Divorced","1990","Bavaria","Female","26","","","","4"
"Divorced","1990","Berlin","Male","13","","","","4"
"Divorced","1990","Berlin","Female","41","0.140182250582684","0.102893683782959","0.17747081738241","4"
"Divorced","1990","Brandenburg","Male","21","","","","4"
"Married","1990","North Rhine-Westphalia","Male","808","0.626769506898783","0.600137599471152","0.653401414326413","1"
"Married","1990","North Rhine-Westphalia","Female","814","0.538998309484512","0.511828049811527","0.566168569157498","1"
"Married","1990","Hesse","Male","318","0.630489210086855","0.587839318531697","0.673139101642012","1"
"Married","1990","Hesse","Female","320","0.566556881464707","0.522813490426672","0.610300272502743","1"
"Married","1990","Rhineland-Palatinate,Saarland","Male","205","0.614204403613025","0.561035800399203","0.667373006826847","1"
"Married","1990","Rhineland-Palatinate,Saarland","Female","213","0.557731812841961","0.505625428715852","0.609838196968069","1"
"Married","1990","Baden-Württemberg","Male","583","0.619669166981422","0.588040236081291","0.651298097881554","1"
"Married","1990","Baden-Württemberg","Female","587","0.567932471283773","0.535424502932163","0.600440439635382","1"
"Married","1990","Bavaria","Male","504","0.594563187607206","0.56030454219501","0.628821833019403","1"
"Married","1990","Bavaria","Female","509","0.557832667110407","0.523545952800259","0.592119381420555","1"
"Married","1990","Berlin","Male","178","0.500391783443065","0.44304269274517","0.557740874140961","1"
"Married","1990","Berlin","Female","182","0.426091678805807","0.372978932076839","0.479204425534776","1"
"Married","1990","Brandenburg","Male","251","0.633622528129315","0.583712678263797","0.683532377994833","1"
"Married","1990","Thuringia","Female","264","0.617246371414151","0.569191131820232","0.66530161100807","1"
"Married","1990","Hamburg","Male","40","0.368361076003696","0.263315711945572","0.47340644006182","1"
"Married","1990","Hamburg","Female","42","0.413459992754137","0.308148925408879","0.518771060099396","1"
"Married","1990","Lower Saxony","Male","294","0.591863558294792","0.548122356715253","0.635604759874331","1"
"Married","1990","Lower Saxony","Female","299","0.559937212496416","0.51616367905143","0.603710745941402","1"
"Married","1990","Bremen","Male","33","0.743824864813831","0.619028195378102","0.868621534249559","1"
"Married","1990","Bremen","Female","33","0.490795156241562","0.357459099211173","0.624131213271951","1"
"Married","1990","Mecklenburg-Western Pomerania","Female","170","0.592104231817842","0.53236837472214","0.651840088913543","1"
"Married","1990","Saxony","Male","478","0.719192756153905","0.684211913439359","0.754173598868451","1"
"Married","1990","Saxony","Female","479","0.601461455573127","0.565524408233026","0.637398502913228","1"
"Married","1990","Saxony-Anhalt","Male","283","0.658586006270694","0.611403703148979","0.705768309392409","1"
"Married","1990","Saxony-Anhalt","Female","286","0.597328841561023","0.550919922896734","0.643737760225312","1"
"Married","1990","Thuringia","Male","259","0.689306163100905","0.640823499811728","0.737788826390081","1"
"Married","1990","Schleswig-Holstein","Male","86","0.587270905729016","0.505129840062522","0.66941197139551","1"
"Married","1990","Schleswig-Holstein","Female","87","0.582153658832155","0.502152038967824","0.662155278696486","1"
"Married","1990","Brandenburg","Female","254","0.614118191158774","0.564847847552832","0.663388534764716","1"
"Married","1990","Mecklenburg-Western Pomerania","Male","169","0.638666886458573","0.578636433702394","0.698697339214751","1"
"Married, but separated","1990","Mecklenburg-Western Pomerania","Male","1","","","","2"
"Married, but separated","1990","Mecklenburg-Western Pomerania","Female","1","","","","2"
"Married, but separated","1990","Saxony","Male","7","","","","2"
"Married, but separated","1990","Saxony","Female","6","","","","2"
"Married, but separated","1990","Saxony-Anhalt","Male","2","","","","2"
"Married, but separated","1990","Saxony-Anhalt","Female","3","","","","2"
"Married, but separated","1990","Thuringia","Female","1","","","","2"
"Married, but separated","1990","North Rhine-Westphalia","Male","33","0.0206853305704646","0.0128482890723072","0.028522372068622","2"
"Married, but separated","1990","North Rhine-Westphalia","Female","32","0.0208104231114346","0.0130296513748477","0.0285911948480215","2"
"Married, but separated","1990","Hesse","Male","13","","","","2"
"Married, but separated","1990","Hesse","Female","11","","","","2"
"Married, but separated","1990","Thuringia","Male","","","","","2"
"Married, but separated","1990","Brandenburg","Female","2","","","","2"
"Married, but separated","1990","Schleswig-Holstein","Male","3","","","","2"
"Married, but separated","1990","Schleswig-Holstein","Female","3","","","","2"
"Married, but separated","1990","Hamburg","Male","3","","","","2"
"Married, but separated","1990","Hamburg","Female","","","","","2"
"Married, but separated","1990","Lower Saxony","Male","12","","","","2"
"Married, but separated","1990","Lower Saxony","Female","12","","","","2"
"Married, but separated","1990","Baden-Württemberg","Female","12","","","","2"
"Married, but separated","1990","Bavaria","Male","17","","","","2"
"Married, but separated","1990","Bavaria","Female","13","","","","2"
"Married, but separated","1990","Berlin","Male","7","","","","2"
"Married, but separated","1990","Bremen","Male","2","","","","2"
"Married, but separated","1990","Bremen","Female","1","","","","2"
"Married, but separated","1990","Rhineland-Palatinate,Saarland","Male","8","","","","2"
"Married, but separated","1990","Rhineland-Palatinate,Saarland","Female","8","","","","2"
"Married, but separated","1990","Baden-Württemberg","Male","24","","","","2"
"Married, but separated","1990","Berlin","Female","9","","","","2"
"Married, but separated","1990","Brandenburg","Male","","","","","2"
"Single","1990","Hamburg","Female","19","","","","3"
"Single","1990","Saxony","Female","98","0.14032926538497","0.114834940071942","0.165823590697998","3"
"Single","1990","Saxony","Male","109","0.185354199310046","0.155106726952946","0.215601671667146","3"
"Single","1990","Schleswig-Holstein","Male","38","0.296572517492439","0.220367482704991","0.372777552279887","3"
"Single","1990","Schleswig-Holstein","Female","28","","","","3"
"Single","1990","Hamburg","Male","23","","","","3"
"Single","1990","Mecklenburg-Western Pomerania","Male","57","0.245086409130871","0.191335133683509","0.298837684578233","3"
"Single","1990","Mecklenburg-Western Pomerania","Female","55","0.22400815610629","0.17332987094102","0.27468644127156","3"
"Single","1990","Brandenburg","Female","59","0.156978634576805","0.120159631816807","0.193797637336802","3"
"Single","1990","Saxony-Anhalt","Male","76","0.212651266272567","0.171936702923977","0.253365829621157","3"
"Single","1990","Saxony-Anhalt","Female","53","0.113867984362917","0.0838093341031685","0.143926634622666","3"
"Single","1990","Thuringia","Male","68","0.22068029347015","0.177233905665543","0.264126681274757","3"
"Single","1990","Thuringia","Female","62","0.163661267205396","0.127083610817209","0.200238923593582","3"
"Single","1990","North Rhine-Westphalia","Male","355","0.269574152400398","0.245140579712092","0.294007725088704","3"
"Single","1990","North Rhine-Westphalia","Female","272","0.220491231398162","0.19789401250748","0.243088450288844","3"
"Single","1990","Hesse","Male","133","0.263516585324142","0.224589579298028","0.302443591350255","3"
"Single","1990","Hesse","Female","97","0.186789831241905","0.152386329713367","0.221193332770443","3"
"Single","1990","Rhineland-Palatinate,Saarland","Male","87","0.270991517358094","0.222444305317017","0.319538729399171","3"
"Single","1990","Rhineland-Palatinate,Saarland","Female","58","0.154633916889102","0.116701530505957","0.192566303272248","3"
"Single","1990","Baden-Württemberg","Male","256","0.286021659609777","0.256579763150464","0.315463556069091","3"
"Single","1990","Baden-Württemberg","Female","176","0.199914046290555","0.173668498507775","0.226159594073334","3"
"Single","1990","Bavaria","Male","225","0.305568488525226","0.273426067738147","0.337710909312305","3"
"Single","1990","Bavaria","Female","178","0.213821629449802","0.185516383483416","0.242126875416187","3"
"Single","1990","Berlin","Male","84","0.335600772948831","0.281440268491129","0.389761277406533","3"
"Single","1990","Berlin","Female","70","0.219077461001126","0.174652321257694","0.263502600744559","3"
"Single","1990","Brandenburg","Male","81","0.264804889549078","0.219099135035483","0.310510644062674","3"
"Single","1990","Lower Saxony","Male","146","0.307094040603095","0.266040552353014","0.348147528853176","3"
"Single","1990","Lower Saxony","Female","104","0.181953723412255","0.147932178866088","0.215975267958421","3"
"Single","1990","Bremen","Male","12","","","","3"
"Single","1990","Bremen","Female","9","","","","3"
"Widowed","1990","Saxony","Female","83","0.182835495546319","0.154463601485251","0.211207389607387","5"
"Widowed","1990","Mecklenburg-Western Pomerania","Female","20","","","","5"
"Widowed","1990","Saxony","Male","20","","","","5"
"Widowed","1990","Schleswig-Holstein","Male","","","","","5"
"Widowed","1990","Schleswig-Holstein","Female","21","","","","5"
"Widowed","1990","Bremen","Female","10","","","","5"
"Widowed","1990","North Rhine-Westphalia","Male","28","","","","5"
"Widowed","1990","Brandenburg","Female","32","0.135971667706645","0.101280360799352","0.170662974613938","5"
"Widowed","1990","Mecklenburg-Western Pomerania","Male","8","","","","5"
"Widowed","1990","Saxony-Anhalt","Male","8","","","","5"
"Widowed","1990","Saxony-Anhalt","Female","54","0.196172621754197","0.158595800397552","0.233749443110842","5"
"Widowed","1990","Thuringia","Male","6","","","","5"
"Widowed","1990","Thuringia","Female","35","0.135414560537055","0.101585615315748","0.169243505758361","5"
"Widowed","1990","Hamburg","Male","6","","","","5"
"Widowed","1990","Hamburg","Female","11","","","","5"
"Widowed","1990","Lower Saxony","Male","12","","","","5"
"Widowed","1990","Lower Saxony","Female","53","0.166396084752029","0.133553597420604","0.199238572083454","5"
"Widowed","1990","Bremen","Male","","","","","5"
"Widowed","1990","North Rhine-Westphalia","Female","124","0.166603489094895","0.146293171539652","0.186913806650139","5"
"Widowed","1990","Hesse","Male","10","","","","5"
"Widowed","1990","Hesse","Female","44","0.187110860830237","0.152684605115348","0.221537116545126","5"
"Widowed","1990","Rhineland-Palatinate,Saarland","Male","13","","","","5"
"Widowed","1990","Rhineland-Palatinate,Saarland","Female","49","0.192800776855858","0.151412234170268","0.234189319541449","5"
"Widowed","1990","Baden-Württemberg","Male","14","","","","5"
"Widowed","1990","Baden-Württemberg","Female","81","0.15839138131392","0.134431397290782","0.182351365337057","5"
"Widowed","1990","Bavaria","Male","24","","","","5"
"Widowed","1990","Bavaria","Female","80","0.15840034355806","0.133193909854738","0.183606777261382","5"
"Widowed","1990","Berlin","Male","10","","","","5"
"Widowed","1990","Berlin","Female","31","0.182093991297464","0.140643900973274","0.223544081621653","5"
"Widowed","1990","Brandenburg","Male","5","","","","5"
"Divorced","1991","Mecklenburg-Western Pomerania","Male","8","","","","4"
"Divorced","1991","Mecklenburg-Western Pomerania","Female","14","","","","4"
"Divorced","1991","Thuringia","Female","29","","","","4"
"Divorced","1991","Saxony","Male","18","","","","4"
