"pgfamstd","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"4","1993","Part Time","Female","84","0.0619312682892946","0.0504295462791733","0.0734329902994158"
"4","1993","Not Working","Male","41","0.0382765993676961","0.0284652450859541","0.0480879536494381"
"4","1993","Not Working","Female","125","0.0490811806331496","0.0412733604914978","0.0568890007748013"
"5","1993","Full Time","Male","26","","",""
"5","1993","Full Time","Female","63","0.0390384045708206","0.0307682263378919","0.0473085828037493"
"5","1993","Part Time","Male","6","","",""
"5","1993","Part Time","Female","46","0.0409692343640837","0.0315104408817973","0.0504280278463701"
"5","1993","Not Working","Male","112","0.117448138470706","0.100984327176378","0.133911949765034"
"5","1993","Not Working","Female","570","0.302119752091324","0.285524624648669","0.318714879533979"
"6","1993","Full Time","Male","24","","",""
"6","1993","Full Time","Female","5","","",""
"6","1993","Part Time","Male","3","","",""
"6","1993","Part Time","Female","3","","",""
"6","1993","Not Working","Male","7","","",""
"6","1993","Not Working","Female","6","","",""
"7","1993","Full Time","Male","","","",""
"7","1993","Full Time","Female","","","",""
"7","1993","Part Time","Male","","","",""
"7","1993","Part Time","Female","","","",""
"7","1993","Not Working","Male","","","",""
"7","1993","Not Working","Female","","","",""
"8","1993","Full Time","Male","","","",""
"8","1993","Full Time","Female","","","",""
"8","1993","Part Time","Male","","","",""
"8","1993","Part Time","Female","","","",""
"8","1993","Not Working","Male","","","",""
"8","1993","Not Working","Female","","","",""
"1","1994","Full Time","Male","2763","0.664731543988941","0.650033635260976","0.679429452716907"
"1","1994","Full Time","Female","1142","0.484538875515656","0.462658160768711","0.506419590262601"
"1","1994","Part Time","Male","365","0.461921241633471","0.42573102208841","0.498111461178532"
"1","1994","Part Time","Female","1176","0.708763420269747","0.686754569790593","0.730772270748901"
"1","1994","Not Working","Male","949","0.603292488869895","0.578858920285337","0.627726057454452"
"1","1994","Not Working","Female","1797","0.50804974837879","0.490189867535934","0.525909629221645"
"2","1994","Full Time","Male","88","0.0236021297855264","0.0188757886615941","0.0283284709094587"
"2","1994","Full Time","Female","41","0.025426665691595","0.0185345715488496","0.0323187598343404"
"2","1994","Part Time","Male","14","","",""
"2","1994","Part Time","Female","46","0.0365436468861147","0.0274540271142735","0.0456332666579559"
"2","1994","Not Working","Male","21","","",""
"2","1994","Not Working","Female","37","0.0141809016874735","0.00995698464520077","0.0184048187297462"
"3","1994","Full Time","Male","896","0.24170033236317","0.228371407755347","0.255029256970992"
"3","1994","Full Time","Female","602","0.337053250839677","0.316357184147871","0.357749317531483"
"3","1994","Part Time","Male","320","0.444879947365621","0.408805540427888","0.480954354303353"
"3","1994","Part Time","Female","280","0.15263926849357","0.135217547417704","0.170060989569435"
"3","1994","Not Working","Male","411","0.221529407396906","0.200788653938029","0.242270160855782"
"3","1994","Not Working","Female","457","0.129145798541057","0.1171652222253","0.141126374856814"
"4","1994","Full Time","Male","172","0.0598121212840777","0.0524290343632311","0.0671952082049242"
"4","1994","Full Time","Female","156","0.113886463046952","0.099977973427666","0.127794952666239"
"4","1994","Part Time","Male","25","","",""
"4","1994","Part Time","Female","91","0.0653791123837864","0.0534045127257385","0.0773537120418344"
"4","1994","Not Working","Male","42","0.0371029174675564","0.027662706581349","0.0465431283537638"
"4","1994","Not Working","Female","139","0.0525711635195242","0.0445983439234871","0.0605439831155612"
"5","1994","Full Time","Male","25","","",""
"5","1994","Full Time","Female","57","0.0371260626105267","0.028848101255739","0.0454040239653145"
"5","1994","Part Time","Male","4","","",""
"5","1994","Part Time","Female","41","0.0363041638584148","0.0272432508276916","0.0453650768891381"
"5","1994","Not Working","Male","112","0.117355475560159","0.101281166096952","0.133429785023365"
"5","1994","Not Working","Female","576","0.295491112149101","0.279191386569834","0.311790837728368"
"6","1994","Full Time","Male","19","","",""
"6","1994","Full Time","Female","6","","",""
"6","1994","Part Time","Male","1","","",""
"6","1994","Part Time","Female","3","","",""
"6","1994","Not Working","Male","5","","",""
"6","1994","Not Working","Female","4","","",""
"7","1994","Full Time","Male","","","",""
"7","1994","Full Time","Female","","","",""
"7","1994","Part Time","Male","","","",""
"7","1994","Part Time","Female","","","",""
"7","1994","Not Working","Male","","","",""
"7","1994","Not Working","Female","","","",""
"8","1994","Full Time","Male","","","",""
"8","1994","Full Time","Female","","","",""
"8","1994","Part Time","Male","","","",""
"8","1994","Part Time","Female","","","",""
"8","1994","Not Working","Male","","","",""
"8","1994","Not Working","Female","","","",""
"1","1995","Full Time","Male","2774","0.671463559960891","0.656786674296549","0.686140445625233"
"1","1995","Full Time","Female","1115","0.490320682001856","0.468217468161394","0.512423895842318"
"1","1995","Part Time","Male","422","0.462608077890881","0.429245728973527","0.495970426808235"
"1","1995","Part Time","Female","1256","0.701893613149314","0.680449965498119","0.723337260800509"
"1","1995","Not Working","Male","1011","0.618524090491538","0.595000532491908","0.642047648491167"
"1","1995","Not Working","Female","1885","0.508268971578511","0.490846526637159","0.525691416519864"
"2","1995","Full Time","Male","69","0.0176201863438964","0.0135089175039771","0.0217314551838157"
"2","1995","Full Time","Female","41","0.0265553794473504","0.0194465401920872","0.0336642187026136"
"2","1995","Part Time","Male","14","","",""
"2","1995","Part Time","Female","47","0.0253871868027212","0.0180132277008262","0.0327611459046161"
"2","1995","Not Working","Male","21","","",""
"2","1995","Not Working","Female","36","0.0110603686042824","0.00741561489882137","0.0147051223097433"
"3","1995","Full Time","Male","877","0.240592614204345","0.227235597561618","0.253949630847071"
"3","1995","Full Time","Female","590","0.331125646146957","0.310317399106138","0.351933893187776"
"3","1995","Part Time","Male","367","0.42114265606485","0.388105334024023","0.454179978105678"
"3","1995","Part Time","Female","286","0.151205061557413","0.134410760580008","0.167999362534818"
"3","1995","Not Working","Male","447","0.218161407349909","0.198161008449404","0.238161806250414"
"3","1995","Not Working","Female","511","0.131628124772654","0.119845943052156","0.143410306493152"
"4","1995","Full Time","Male","173","0.0597680708608983","0.05236037692991","0.0671757647918865"
"4","1995","Full Time","Female","168","0.121598843188484","0.107148505876758","0.13604918050021"
"4","1995","Part Time","Male","45","0.0709059503582299","0.0537317854958988","0.088080115220561"
"4","1995","Part Time","Female","101","0.0728950246550047","0.060708193999938","0.0850818553100714"
"4","1995","Not Working","Male","47","0.0445382608982791","0.0345482854674238","0.0545282363291343"
"4","1995","Not Working","Female","156","0.0561983976251736","0.0481723669246622","0.064224428325685"
"5","1995","Full Time","Male","28","","",""
"5","1995","Full Time","Female","49","0.0301879636628551","0.0226226400881421","0.0377532872375682"
"5","1995","Part Time","Male","7","","",""
"5","1995","Part Time","Female","58","0.0486191138355468","0.0385368488564186","0.0587013788146749"
"5","1995","Not Working","Male","109","0.103536499268622","0.08878268925493","0.118290309282313"
"5","1995","Not Working","Female","571","0.292553470149242","0.276699138734433","0.308407801564051"
"6","1995","Full Time","Male","13","","",""
"6","1995","Full Time","Female","2","","",""
"6","1995","Part Time","Male","3","","",""
"6","1995","Part Time","Female","","","",""
"6","1995","Not Working","Male","3","","",""
"6","1995","Not Working","Female","4","","",""
"7","1995","Full Time","Male","","","",""
"7","1995","Full Time","Female","","","",""
"7","1995","Part Time","Male","","","",""
"7","1995","Part Time","Female","","","",""
"7","1995","Not Working","Male","","","",""
"7","1995","Not Working","Female","","","",""
"8","1995","Full Time","Male","","","",""
"8","1995","Full Time","Female","","","",""
"8","1995","Part Time","Male","","","",""
"8","1995","Part Time","Female","","","",""
"8","1995","Not Working","Male","","","",""
"8","1995","Not Working","Female","","","",""
"1","1996","Full Time","Male","2637","0.661174189063362","0.646188333942352","0.676160044184373"
"1","1996","Full Time","Female","1019","0.452674337456308","0.430351610331411","0.474997064581206"
"1","1996","Part Time","Male","443","0.469708463935802","0.43691973145228","0.502497196419324"
"1","1996","Part Time","Female","1286","0.683418483531955","0.661972046461869","0.704864920602042"
"1","1996","Not Working","Male","994","0.62254713310586","0.598697752163065","0.646396514048656"
"1","1996","Not Working","Female","1827","0.511241486250551","0.493504199001891","0.528978773499211"
"2","1996","Full Time","Male","92","0.0228282821104035","0.018099411832364","0.0275571523884431"
"2","1996","Full Time","Female","41","0.0185507212214051","0.0124994622855719","0.0246019801572384"
"2","1996","Part Time","Male","20","","",""
"2","1996","Part Time","Female","51","0.0290546822669392","0.0213105196167469","0.0367988449171315"
"2","1996","Not Working","Male","34","0.034757691222967","0.0257460630743541","0.0437693193715799"
"2","1996","Not Working","Female","52","0.0158438705376856","0.0114129941878699","0.0202747468875014"
"3","1996","Full Time","Male","900","0.25033457582031","0.236618511905634","0.264050639734986"
"3","1996","Full Time","Female","630","0.353900089630072","0.332455310178389","0.375344869081756"
"3","1996","Part Time","Male","378","0.409284055297215","0.376980163461093","0.441587947133338"
"3","1996","Part Time","Female","304","0.162991739620706","0.145961659770615","0.180021819470797"
"3","1996","Not Working","Male","417","0.206317675642411","0.186408595257701","0.226226756027121"
"3","1996","Not Working","Female","468","0.130803012804649","0.118838501428113","0.142767524181185"
"4","1996","Full Time","Male","174","0.0565299907544657","0.0492179458841674","0.063842035624764"
"4","1996","Full Time","Female","167","0.136876262041107","0.121461671035195","0.152290853047019"
"4","1996","Part Time","Male","44","0.0858321663346425","0.0674290618178284","0.104235270851457"
"4","1996","Part Time","Female","111","0.0794220665044749","0.0669548389480291","0.0918892940609208"
"4","1996","Not Working","Male","42","0.040876468340457","0.0311347945203556","0.0506181421605583"
"4","1996","Not Working","Female","142","0.0511764044804459","0.0433573433151289","0.058995465645763"
"5","1996","Full Time","Male","29","","",""
"5","1996","Full Time","Female","53","0.0379985896511075","0.0294242042428497","0.0465729750593652"
"5","1996","Part Time","Male","5","","",""
"5","1996","Part Time","Female","55","0.0451130280759242","0.0355433795311533","0.0546826766206952"
"5","1996","Not Working","Male","100","0.0955010316883048","0.0810410515248453","0.109961011851764"
"5","1996","Not Working","Female","562","0.290935225926669","0.274818823750867","0.30705162810247"
"6","1996","Full Time","Male","","","",""
"6","1996","Full Time","Female","","","",""
"6","1996","Part Time","Male","","","",""
"6","1996","Part Time","Female","","","",""
"6","1996","Not Working","Male","","","",""
"6","1996","Not Working","Female","","","",""
"7","1996","Full Time","Male","","","",""
"7","1996","Full Time","Female","","","",""
"7","1996","Part Time","Male","","","",""
"7","1996","Part Time","Female","","","",""
"7","1996","Not Working","Male","","","",""
"7","1996","Not Working","Female","","","",""
"8","1996","Full Time","Male","","","",""
"8","1996","Full Time","Female","","","",""
"8","1996","Part Time","Male","","","",""
"8","1996","Part Time","Female","","","",""
"8","1996","Not Working","Male","","","",""
"8","1996","Not Working","Female","","","",""
"1","1997","Full Time","Male","2508","0.659293662056542","0.644009937503176","0.674577386609908"
"1","1997","Full Time","Female","1000","0.442868857021184","0.420498423925372","0.465239290116996"
"1","1997","Part Time","Male","437","0.45728734059853","0.424260126626381","0.490314554570679"
"1","1997","Part Time","Female","1187","0.672377241927939","0.649900455495812","0.694854028360066"
"1","1997","Not Working","Male","1022","0.631041708995491","0.607752462756451","0.654330955234532"
"1","1997","Not Working","Female","1826","0.500851846261977","0.483159322505118","0.518544370018837"
"2","1997","Full Time","Male","78","0.0228452581724825","0.0180271188659223","0.0276633974790427"
"2","1997","Full Time","Female","56","0.0303082203420415","0.0225875469894492","0.0380288936946339"
"2","1997","Part Time","Male","19","","",""
"2","1997","Part Time","Female","51","0.0348290644877032","0.0260486764836537","0.0436094524917527"
"2","1997","Not Working","Male","31","0.0219667900734137","0.01489225565241","0.0290413244944175"
"2","1997","Not Working","Female","53","0.0178124786518816","0.0131321128450512","0.0224928444587121"
"3","1997","Full Time","Male","903","0.253427929620106","0.239400995648886","0.267454863591327"
"3","1997","Full Time","Female","621","0.359452622384467","0.337842632647254","0.381062612121679"
"3","1997","Part Time","Male","355","0.411304945632373","0.378682273288385","0.44392761797636"
"3","1997","Part Time","Female","280","0.169029783783024","0.151081826290046","0.186977741276002"
"3","1997","Not Working","Male","447","0.201414620982609","0.18205735858343","0.220771883381787"
"3","1997","Not Working","Female","478","0.134659448820857","0.122580410541399","0.146738487100316"
"4","1997","Full Time","Male","179","0.0585145444560066","0.0509455468607377","0.0660835420512755"
"4","1997","Full Time","Female","170","0.131307443023231","0.116097211453233","0.14651767459323"
"4","1997","Part Time","Male","50","0.0888800393782281","0.0700139331935332","0.107746145562923"
"4","1997","Part Time","Female","97","0.0752882144543207","0.0626522795339077","0.0879241493747337"
"4","1997","Not Working","Male","49","0.0465202796706151","0.0363551095346539","0.0566854498065763"
"4","1997","Not Working","Female","153","0.059907087400733","0.0515096861529858","0.0683044886484802"
"5","1997","Full Time","Male","21","","",""
"5","1997","Full Time","Female","47","0.0360628572290763","0.0276660820075831","0.0444596324505695"
"5","1997","Part Time","Male","12","","",""
"5","1997","Part Time","Female","60","0.0484756953470126","0.0381904974586033","0.0587608932354219"
"5","1997","Not Working","Male","97","0.0984874291081345","0.0841056022125368","0.112869256003732"
"5","1997","Not Working","Female","557","0.286414610935072","0.270417521514929","0.302411700355216"
"6","1997","Full Time","Male","5","","",""
"6","1997","Full Time","Female","","","",""
"6","1997","Part Time","Male","1","","",""
"6","1997","Part Time","Female","","","",""
"6","1997","Not Working","Male","3","","",""
"6","1997","Not Working","Female","1","","",""
"7","1997","Full Time","Male","","","",""
"7","1997","Full Time","Female","","","",""
"7","1997","Part Time","Male","","","",""
"7","1997","Part Time","Female","","","",""
"7","1997","Not Working","Male","","","",""
"7","1997","Not Working","Female","","","",""
"8","1997","Full Time","Male","","","",""
"8","1997","Full Time","Female","","","",""
"8","1997","Part Time","Male","","","",""
"8","1997","Part Time","Female","","","",""
"8","1997","Not Working","Male","","","",""
"8","1997","Not Working","Female","","","",""
"1","1998","Full Time","Male","2663","0.658371515950498","0.643598543306758","0.673144488594238"
"1","1998","Full Time","Female","1061","0.445829378469913","0.424190870701582","0.467467886238244"
"1","1998","Part Time","Male","509","0.470254431569194","0.439473091798492","0.501035771339896"
"1","1998","Part Time","Female","1308","0.682624458095178","0.661522580941352","0.703726335249004"
"1","1998","Not Working","Male","1200","0.62034114410805","0.598695574702196","0.641986713513904"
"1","1998","Not Working","Female","2063","0.507705917709159","0.491066927469006","0.524344907949313"
"2","1998","Full Time","Male","82","0.0245464996443319","0.0197264289168882","0.0293665703717756"
"2","1998","Full Time","Female","53","0.0332202863909822","0.0254186327225496","0.0410219400594147"
"2","1998","Part Time","Male","14","","",""
"2","1998","Part Time","Female","66","0.0417129980853072","0.0326488510512787","0.0507771451193358"
"2","1998","Not Working","Male","39","0.0237734047086025","0.016978584598874","0.0305682248183309"
"2","1998","Not Working","Female","62","0.0167605520826925","0.0124880493051784","0.0210330548602066"
"3","1998","Full Time","Male","993","0.254136989357504","0.240575143140519","0.26769883557449"
"3","1998","Full Time","Female","672","0.353918114033566","0.333101197797332","0.374735030269799"
"3","1998","Part Time","Male","413","0.409952400721196","0.379620638345532","0.440284163096859"
"3","1998","Part Time","Female","314","0.14915490448895","0.133004349179315","0.165305459798585"
"3","1998","Not Working","Male","496","0.212801308052325","0.194546121198391","0.231056494906258"
"3","1998","Not Working","Female","535","0.143394100960844","0.131729638769525","0.155058563152164"
"4","1998","Full Time","Male","194","0.0564967319948438","0.0493049136681491","0.0636885503215385"
"4","1998","Full Time","Female","190","0.1373412640196","0.12235679876397","0.15232572927523"
"4","1998","Part Time","Male","66","0.0942498202031097","0.0762307704768947","0.112268869929325"
"4","1998","Part Time","Female","123","0.0889719146858378","0.0760646031780313","0.101879226193644"
"4","1998","Not Working","Male","68","0.0440104925573965","0.0348617452672627","0.0531592398475303"
"4","1998","Not Working","Female","174","0.0571229540073367","0.0493989692650166","0.0648469387496568"
"5","1998","Full Time","Male","22","","",""
"5","1998","Full Time","Female","50","0.0294362504172445","0.0220780011759422","0.0367944996585468"
"5","1998","Part Time","Male","6","","",""
"5","1998","Part Time","Female","58","0.0375357246447263","0.0289186837942531","0.0461527654951996"
"5","1998","Not Working","Male","127","0.0990375262306845","0.085714275611726","0.112360776849643"
"5","1998","Not Working","Female","634","0.275016475239967","0.260155340522997","0.289877609956937"
"6","1998","Full Time","Male","5","","",""
"6","1998","Full Time","Female","1","","",""
"6","1998","Part Time","Male","2","","",""
"6","1998","Part Time","Female","","","",""
"6","1998","Not Working","Male","1","","",""
"6","1998","Not Working","Female","","","",""
"7","1998","Full Time","Male","","","",""
"7","1998","Full Time","Female","","","",""
"7","1998","Part Time","Male","","","",""
"7","1998","Part Time","Female","","","",""
"7","1998","Not Working","Male","","","",""
"7","1998","Not Working","Female","","","",""
"8","1998","Full Time","Male","","","",""
"8","1998","Full Time","Female","","","",""
"8","1998","Part Time","Male","","","",""
"8","1998","Part Time","Female","","","",""
"8","1998","Not Working","Male","","","",""
"8","1998","Not Working","Female","","","",""
"1","1999","Full Time","Male","2579","0.651822263309836","0.636838203784663","0.666806322835009"
"1","1999","Full Time","Female","984","0.434252813850201","0.412253288680597","0.456252339019805"
"1","1999","Part Time","Male","460","0.426649634223528","0.395979824424708","0.457319444022348"
"1","1999","Part Time","Female","1335","0.664951042036488","0.643979727969255","0.68592235610372"
"1","1999","Not Working","Male","1110","0.628796318087134","0.60614786682927","0.651444769344999"
"1","1999","Not Working","Female","1871","0.498071506112904","0.480693445607393","0.515449566618414"
"2","1999","Full Time","Male","92","0.0254130133696499","0.0204630409143586","0.0303629858249412"
"2","1999","Full Time","Female","47","0.0265948552328313","0.0194535693496324","0.0337361411160301"
"2","1999","Part Time","Male","11","","",""
"2","1999","Part Time","Female","63","0.0344917445011329","0.026383772337244","0.0425997166650218"
"2","1999","Not Working","Male","29","","",""
"2","1999","Not Working","Female","65","0.0198945693951413","0.0150412575144594","0.0247478812758231"
"3","1999","Full Time","Male","978","0.252695662824402","0.239027440286622","0.266363885362183"
"3","1999","Full Time","Female","666","0.358842008302175","0.337552533167726","0.380131483436625"
"3","1999","Part Time","Male","464","0.469909667984299","0.438960606853614","0.500858729114984"
"3","1999","Part Time","Female","363","0.170331769584633","0.15362945218573","0.187034086983536"
"3","1999","Not Working","Male","400","0.187251851712768","0.168963758283307","0.205539945142229"
"3","1999","Not Working","Female","494","0.142096560583653","0.129961400255933","0.154231720911373"
"4","1999","Full Time","Male","213","0.0645753106720087","0.0568449089717581","0.0723057123722594"
"4","1999","Full Time","Female","208","0.152415767874419","0.136462958747888","0.16836857700095"
"4","1999","Part Time","Male","54","0.0682531219254166","0.0526153245856235","0.0838909192652098"
"4","1999","Part Time","Female","121","0.0872502341811078","0.0747120155396728","0.0997884528225428"
"4","1999","Not Working","Male","81","0.0610288752449349","0.0498068516263967","0.0722508988634731"
"4","1999","Not Working","Female","165","0.058158950750524","0.0500244365838616","0.0662934649171864"
"5","1999","Full Time","Male","18","","",""
"5","1999","Full Time","Female","45","0.0278945547403732","0.020585736024492","0.0352033734562543"
"5","1999","Part Time","Male","9","","",""
"5","1999","Part Time","Female","64","0.0429752096966385","0.0339647433461069","0.05198567604717"
"5","1999","Not Working","Male","128","0.10447996516348","0.0901405466726473","0.118819383654312"
"5","1999","Not Working","Female","585","0.281778413157778","0.266142702770046","0.29741412354551"
"6","1999","Full Time","Male","3","","",""
"6","1999","Full Time","Female","","","",""
"6","1999","Part Time","Male","1","","",""
"6","1999","Part Time","Female","","","",""
"6","1999","Not Working","Male","","","",""
"6","1999","Not Working","Female","","","",""
"7","1999","Full Time","Male","","","",""
"7","1999","Full Time","Female","","","",""
"7","1999","Part Time","Male","","","",""
"7","1999","Part Time","Female","","","",""
"7","1999","Not Working","Male","","","",""
"7","1999","Not Working","Female","","","",""
"8","1999","Full Time","Male","","","",""
"8","1999","Full Time","Female","","","",""
"8","1999","Part Time","Male","","","",""
"8","1999","Part Time","Female","","","",""
"8","1999","Not Working","Male","","","",""
"8","1999","Not Working","Female","","","",""
"1","2000","Full Time","Male","4551","0.636566165437723","0.625108709109386","0.648023621766061"
"1","2000","Full Time","Female","1695","0.461156931428856","0.444159488471503","0.478154374386209"
"1","2000","Part Time","Male","737","0.442506015209466","0.41799214250312","0.467019887915812"
"1","2000","Part Time","Female","2387","0.657247749274015","0.641541481040609","0.672954017507422"
"1","2000","Not Working","Male","2174","0.642689278660356","0.626302108797739","0.659076448522972"
"1","2000","Not Working","Female","3456","0.535217945494737","0.522303945288223","0.548131945701251"
"2","2000","Full Time","Male","148","0.0236119589744","0.0199951048556748","0.0272288130931252"
"2","2000","Full Time","Female","64","0.0188940812604402","0.0142516133663396","0.0235365491545407"
"2","2000","Part Time","Male","24","","",""
"2","2000","Part Time","Female","106","0.0310778138424521","0.0253354860580681","0.0368201416268362"
"2","2000","Not Working","Male","52","0.0168467386241332","0.012445763283805","0.0212477139644614"
"2","2000","Not Working","Female","96","0.0165262604144878","0.0132253065081095","0.019827214320866"
"3","2000","Full Time","Male","1646","0.266993227376305","0.25645523517398","0.277531219578629"
"3","2000","Full Time","Female","1106","0.35761508883443","0.341272018313536","0.373958159355324"
"3","2000","Part Time","Male","699","0.441522704126311","0.417014497910285","0.466030910342337"
"3","2000","Part Time","Female","671","0.191973266996987","0.1789400525476","0.205006481446374"
"3","2000","Not Working","Male","688","0.193243068568283","0.179740893977232","0.206745243159334"
"3","2000","Not Working","Female","804","0.128178348799383","0.119522853168012","0.136833844430753"
"4","2000","Full Time","Male","383","0.0659374749379282","0.0600258361933329","0.0718491136825235"
"4","2000","Full Time","Female","349","0.131469451441906","0.119947314135646","0.142991588748166"
"4","2000","Part Time","Male","92","0.0750222034174766","0.0620207230062163","0.0880236838287368"
"4","2000","Part Time","Female","240","0.0820666300735826","0.0729840930289246","0.0911491671182406"
"4","2000","Not Working","Male","120","0.0444346558518868","0.0373881874329211","0.0514811242708525"
"4","2000","Not Working","Female","285","0.0560098422218021","0.0500561457786237","0.0619635386649805"
"5","2000","Full Time","Male","38","0.0062824792848552","0.00440034431946669","0.00816461425024372"
"5","2000","Full Time","Female","90","0.0308644470343678","0.0249671964103354","0.0367616976584003"
"5","2000","Part Time","Male","23","","",""
"5","2000","Part Time","Female","104","0.0376345398129629","0.0313368449047112","0.0439322347212146"
"5","2000","Not Working","Male","250","0.102552986475294","0.0921786825131716","0.112927290437416"
"5","2000","Not Working","Female","1089","0.264067603069591","0.252653355115712","0.27548185102347"
"6","2000","Full Time","Male","4","","",""
"6","2000","Full Time","Female","","","",""
"6","2000","Part Time","Male","2","","",""
"6","2000","Part Time","Female","","","",""
"6","2000","Not Working","Male","1","","",""
"6","2000","Not Working","Female","","","",""
"7","2000","Full Time","Male","","","",""
"7","2000","Full Time","Female","","","",""
"7","2000","Part Time","Male","","","",""
"7","2000","Part Time","Female","","","",""
"7","2000","Not Working","Male","","","",""
"7","2000","Not Working","Female","","","",""
"8","2000","Full Time","Male","","","",""
"8","2000","Full Time","Female","","","",""
"8","2000","Part Time","Male","","","",""
"8","2000","Part Time","Female","","","",""
"8","2000","Not Working","Male","","","",""
"8","2000","Not Working","Female","","","",""
"1","2001","Full Time","Male","4066","0.624461179584889","0.612280757136178","0.636641602033599"
"1","2001","Full Time","Female","1510","0.448518332987372","0.430688766940843","0.4663478990339"
"1","2001","Part Time","Male","657","0.436485345610515","0.410887530269288","0.462083160951741"
"1","2001","Part Time","Female","2289","0.638005196718075","0.621825306049235","0.654185087386914"
"1","2001","Not Working","Male","1999","0.637613493171468","0.620531708418985","0.654695277923951"
"1","2001","Not Working","Female","2992","0.52636131799004","0.512580684836476","0.540141951143603"
"2","2001","Full Time","Male","132","0.0239674860513862","0.0201204558669735","0.027814516235799"
"2","2001","Full Time","Female","69","0.021855605516419","0.0166139552526617","0.0270972557801763"
"2","2001","Part Time","Male","20","","",""
"2","2001","Part Time","Female","90","0.0314233178635207","0.0255497048332607","0.0372969308937806"
"2","2001","Not Working","Male","54","0.0179184487671204","0.0132044174088655","0.0226324801253754"
"2","2001","Not Working","Female","89","0.0177279093565298","0.0140858395085748","0.0213699792044849"
"3","2001","Full Time","Male","1484","0.276951204801074","0.265695630936846","0.288206778665303"
"3","2001","Full Time","Female","1005","0.363818562575934","0.346571384126294","0.381065741025575"
"3","2001","Part Time","Male","669","0.452104363657728","0.426416160276455","0.477792567039001"
"3","2001","Part Time","Female","662","0.200982450302124","0.187490661503614","0.214474239100633"
"3","2001","Not Working","Male","619","0.191560937918843","0.177576480905095","0.205545394932592"
"3","2001","Not Working","Female","742","0.129289636934607","0.120029395249357","0.138549878619857"
"4","2001","Full Time","Male","347","0.0666173053110769","0.0603453116236249","0.072889298998529"
"4","2001","Full Time","Female","324","0.133528267048836","0.121334189869305","0.145722344228367"
"4","2001","Part Time","Male","83","0.0833461801395525","0.069079892132462","0.0976124681466429"
"4","2001","Part Time","Female","255","0.0944103903274304","0.0845660205448962","0.104254760109965"
"4","2001","Not Working","Male","123","0.0471544995138787","0.0396219620602583","0.0546870369674991"
"4","2001","Not Working","Female","251","0.058097759814583","0.0516414224553436","0.0645540971738225"
"5","2001","Full Time","Male","40","0.00729737647253021","0.0051565810352705","0.00943817190978992"
"5","2001","Full Time","Female","81","0.0322792318714391","0.0259431357071142","0.038615328035764"
"5","2001","Part Time","Male","12","","",""
"5","2001","Part Time","Female","93","0.0351786447888503","0.0289760228237563","0.0413812667539443"
"5","2001","Not Working","Male","244","0.104781614296064","0.093897940287173","0.115665288304956"
"5","2001","Not Working","Female","969","0.26852337590424","0.256291448859163","0.280755302949318"
"6","2001","Full Time","Male","3","","",""
"6","2001","Full Time","Female","","","",""
"6","2001","Part Time","Male","1","","",""
"6","2001","Part Time","Female","","","",""
"6","2001","Not Working","Male","3","","",""
"6","2001","Not Working","Female","","","",""
"7","2001","Full Time","Male","","","",""
"7","2001","Full Time","Female","","","",""
"7","2001","Part Time","Male","","","",""
"7","2001","Part Time","Female","","","",""
"7","2001","Not Working","Male","","","",""
"7","2001","Not Working","Female","","","",""
"8","2001","Full Time","Male","","","",""
"8","2001","Full Time","Female","","","",""
"8","2001","Part Time","Male","","","",""
"8","2001","Part Time","Female","","","",""
"8","2001","Not Working","Male","","","",""
"8","2001","Not Working","Female","","","",""
"1","2002","Full Time","Male","4388","0.616635773125291","0.604750845851074","0.628520700399507"
"1","2002","Full Time","Female","1626","0.4166357362491","0.399389250939289","0.433882221558912"
"1","2002","Part Time","Male","704","0.445334720676887","0.420520220018096","0.470149221335678"
"1","2002","Part Time","Female","2542","0.65263892786738","0.637293051389388","0.667984804345372"
"1","2002","Not Working","Male","2030","0.635568185423767","0.618825163482315","0.652311207365218"
"1","2002","Not Working","Female","3016","0.522395732513209","0.508658701011283","0.536132764015135"
"2","2002","Full Time","Male","138","0.022847120691681","0.0191947624047537","0.0264994789786084"
"2","2002","Full Time","Female","73","0.0234246019821365","0.0181335572527263","0.0287156467115466"
"2","2002","Part Time","Male","28","","",""
"2","2002","Part Time","Female","84","0.0275053015102433","0.0222340169204246","0.0327765861000619"
"2","2002","Not Working","Male","56","0.0171349437656744","0.0126202019540395","0.0216496855773093"
"2","2002","Not Working","Female","83","0.0182021043701448","0.0145256360063973","0.0218785727338924"
"3","2002","Full Time","Male","1470","0.280206390168825","0.269228487166873","0.291184293170776"
"3","2002","Full Time","Female","1027","0.394228393525873","0.37713293160397","0.411323855447777"
"3","2002","Part Time","Male","710","0.449215576845328","0.424380529057594","0.474050624633061"
"3","2002","Part Time","Female","714","0.188049672845291","0.175455615708536","0.200643729982045"
"3","2002","Not Working","Male","713","0.199261713462578","0.185365327838425","0.213158099086731"
"3","2002","Not Working","Female","788","0.133737177218212","0.124376443333429","0.143097911102996"
"4","2002","Full Time","Male","389","0.0729089293694834","0.066553748170761","0.0792641105682058"
"4","2002","Full Time","Female","343","0.137799294355237","0.12574116004516","0.149857428665313"
"4","2002","Part Time","Male","79","0.0644863991514893","0.0522231405055867","0.0767496577973919"
"4","2002","Part Time","Female","253","0.0915375736557103","0.0822432493799778","0.100831897931443"
