"pgfamstd","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"2","1991","1-pers.-HH","East Germany","2","","",""
"2","1991","(Married) couple without C. ","West Germany","20","","",""
"2","1991","(Married) couple without C. ","East Germany","2","","",""
"2","1991","Single parent ","West Germany","37","0.0790372015364357","0.0548508164136165","0.103223586659255"
"2","1991","Single parent ","East Germany","4","","",""
"2","1991","Couple + C. LE 16 ","West Germany","21","","",""
"2","1991","Couple + C. LE 16 ","East Germany","11","","",""
"2","1991","Couple + C. GT 16 ","West Germany","13","","",""
"2","1991","Couple + C. GT 16 ","East Germany","","","",""
"2","1991","Couple + C. LE and GT 16","West Germany","4","","",""
"2","1991","Couple + C. LE and GT 16","East Germany","1","","",""
"3","1991","1-pers.-HH","West Germany","401","0.355178152827097","0.325780192746847","0.384576112907347"
"3","1991","1-pers.-HH","East Germany","76","0.288258484427684","0.236744864994819","0.339772103860548"
"3","1991","(Married) couple without C. ","West Germany","323","0.115081668604547","0.102157300565578","0.128006036643516"
"3","1991","(Married) couple without C. ","East Germany","36","0.0450133792196852","0.0313612408198813","0.0586655176194891"
"3","1991","Single parent ","West Germany","221","0.459195843176191","0.41452201934452","0.503869667007863"
"3","1991","Single parent ","East Germany","82","0.489917320736871","0.415640184325975","0.564194457147767"
"3","1991","Couple + C. LE 16 ","West Germany","41","0.0202897195096413","0.0142610438572105","0.026318395162072"
"3","1991","Couple + C. LE 16 ","East Germany","50","0.0582688483706194","0.0458053531084981","0.0707323436327406"
"3","1991","Couple + C. GT 16 ","West Germany","791","0.380367913126881","0.359005704922253","0.40173012133151"
"3","1991","Couple + C. GT 16 ","East Germany","309","0.374176915366067","0.341156281831375","0.407197548900759"
"3","1991","Couple + C. LE and GT 16","West Germany","336","0.355068199760321","0.323629406152892","0.38650699336775"
"3","1991","Couple + C. LE and GT 16","East Germany","115","0.342798190545637","0.291195179183286","0.394401201907988"
"4","1991","1-pers.-HH","West Germany","160","0.155358747460682","0.133106278600773","0.177611216320592"
"4","1991","1-pers.-HH","East Germany","74","0.221490130408064","0.174264352853556","0.268715907962573"
"4","1991","(Married) couple without C. ","West Germany","65","0.0250657576888326","0.0187346058932069","0.0313969094844583"
"4","1991","(Married) couple without C. ","East Germany","23","","",""
"4","1991","Single parent ","West Germany","106","0.226298936382897","0.188787646694429","0.263810226071365"
"4","1991","Single parent ","East Germany","61","0.342034276555283","0.27154713209255","0.412521421018015"
"4","1991","Couple + C. LE 16 ","West Germany","26","","",""
"4","1991","Couple + C. LE 16 ","East Germany","26","","",""
"4","1991","Couple + C. GT 16 ","West Germany","15","","",""
"4","1991","Couple + C. GT 16 ","East Germany","25","","",""
"4","1991","Couple + C. LE and GT 16","West Germany","3","","",""
"4","1991","Couple + C. LE and GT 16","East Germany","14","","",""
"5","1991","1-pers.-HH","West Germany","377","0.437905675266976","0.407428894634467","0.468382455899486"
"5","1991","1-pers.-HH","East Germany","145","0.486037789487153","0.429195641753122","0.542879937221183"
"5","1991","(Married) couple without C. ","West Germany","41","0.0190926041063755","0.0135501611260655","0.0246350470866854"
"5","1991","(Married) couple without C. ","East Germany","27","","",""
"5","1991","Single parent ","West Germany","103","0.222267229075146","0.184994854680349","0.259539603469943"
"5","1991","Single parent ","East Germany","22","","",""
"5","1991","Couple + C. LE 16 ","West Germany","4","","",""
"5","1991","Couple + C. LE 16 ","East Germany","9","","",""
"5","1991","Couple + C. GT 16 ","West Germany","7","","",""
"5","1991","Couple + C. GT 16 ","East Germany","4","","",""
"5","1991","Couple + C. LE and GT 16","West Germany","","","",""
"5","1991","Couple + C. LE and GT 16","East Germany","1","","",""
"6","1991","1-pers.-HH","West Germany","24","","",""
"6","1991","1-pers.-HH","East Germany","","","",""
"6","1991","(Married) couple without C. ","West Germany","1","","",""
"6","1991","(Married) couple without C. ","East Germany","","","",""
"6","1991","Single parent ","West Germany","4","","",""
"6","1991","Single parent ","East Germany","","","",""
"6","1991","Couple + C. LE 16 ","West Germany","1","","",""
"6","1991","Couple + C. LE 16 ","East Germany","","","",""
"6","1991","Couple + C. GT 16 ","West Germany","1","","",""
"6","1991","Couple + C. GT 16 ","East Germany","","","",""
"6","1991","Couple + C. LE and GT 16","West Germany","3","","",""
"6","1991","Couple + C. LE and GT 16","East Germany","","","",""
"7","1991","1-pers.-HH","West Germany","","","",""
"7","1991","1-pers.-HH","East Germany","","","",""
"7","1991","(Married) couple without C. ","West Germany","","","",""
"7","1991","(Married) couple without C. ","East Germany","","","",""
"7","1991","Single parent ","West Germany","","","",""
"7","1991","Single parent ","East Germany","","","",""
"7","1991","Couple + C. LE 16 ","West Germany","","","",""
"7","1991","Couple + C. LE 16 ","East Germany","","","",""
"7","1991","Couple + C. GT 16 ","West Germany","","","",""
"7","1991","Couple + C. GT 16 ","East Germany","","","",""
"7","1991","Couple + C. LE and GT 16","West Germany","","","",""
"7","1991","Couple + C. LE and GT 16","East Germany","","","",""
"8","1991","1-pers.-HH","West Germany","","","",""
"8","1991","1-pers.-HH","East Germany","","","",""
"8","1991","(Married) couple without C. ","West Germany","","","",""
"8","1991","(Married) couple without C. ","East Germany","","","",""
"8","1991","Single parent ","West Germany","","","",""
"8","1991","Single parent ","East Germany","","","",""
"8","1991","Couple + C. LE 16 ","West Germany","","","",""
"8","1991","Couple + C. LE 16 ","East Germany","","","",""
"8","1991","Couple + C. GT 16 ","West Germany","","","",""
"8","1991","Couple + C. GT 16 ","East Germany","","","",""
"8","1991","Couple + C. LE and GT 16","West Germany","","","",""
"8","1991","Couple + C. LE and GT 16","East Germany","","","",""
"1","1992","1-pers.-HH","West Germany","3","","",""
"1","1992","1-pers.-HH","East Germany","","","",""
"1","1992","(Married) couple without C. ","West Germany","1896","0.821896234064182","0.806460149964","0.837332318164363"
"1","1992","(Married) couple without C. ","East Germany","805","0.87373718461767","0.852297876078304","0.895176493157036"
"1","1992","Single parent ","West Germany","15","","",""
"1","1992","Single parent ","East Germany","1","","",""
"1","1992","Couple + C. LE 16 ","West Germany","1991","0.961218811558199","0.952927463553524","0.969510159562875"
"1","1992","Couple + C. LE 16 ","East Germany","1118","0.891518349319285","0.874017425425994","0.909019273212576"
"1","1992","Couple + C. GT 16 ","West Germany","1161","0.616212560587598","0.59474338189843","0.637681739276766"
"1","1992","Couple + C. GT 16 ","East Germany","460","0.604396907197175","0.569814243864342","0.638979570530007"
"1","1992","Couple + C. LE and GT 16","West Germany","520","0.627209462178619","0.594490022959364","0.659928901397873"
"1","1992","Couple + C. LE and GT 16","East Germany","197","0.62412361003464","0.571138553226803","0.677108666842477"
"2","1992","1-pers.-HH","West Germany","50","0.0432681496193051","0.0307513198037247","0.0557849794348855"
"2","1992","1-pers.-HH","East Germany","3","","",""
"2","1992","(Married) couple without C. ","West Germany","25","","",""
"2","1992","(Married) couple without C. ","East Germany","3","","",""
"2","1992","Single parent ","West Germany","41","0.0790107977797862","0.0543326681611954","0.103688927398377"
"2","1992","Single parent ","East Germany","6","","",""
"2","1992","Couple + C. LE 16 ","West Germany","23","","",""
"2","1992","Couple + C. LE 16 ","East Germany","9","","",""
"2","1992","Couple + C. GT 16 ","West Germany","13","","",""
"2","1992","Couple + C. GT 16 ","East Germany","2","","",""
"2","1992","Couple + C. LE and GT 16","West Germany","3","","",""
"2","1992","Couple + C. LE and GT 16","East Germany","","","",""
"3","1992","1-pers.-HH","West Germany","409","0.359792738420996","0.330266945823148","0.389318531018845"
"3","1992","1-pers.-HH","East Germany","88","0.326320667739932","0.27335264691018","0.379288688569684"
"3","1992","(Married) couple without C. ","West Germany","326","0.116693977286531","0.103740931328163","0.1296470232449"
"3","1992","(Married) couple without C. ","East Germany","66","0.0683862996177898","0.0520938976621119","0.0846787015734677"
"3","1992","Single parent ","West Germany","204","0.430115117186685","0.38482247357339","0.47540776079998"
"3","1992","Single parent ","East Germany","84","0.498316955759346","0.424657415864097","0.571976495654595"
"3","1992","Couple + C. LE 16 ","West Germany","40","0.0160671460108906","0.0106676209987567","0.0214666710230245"
"3","1992","Couple + C. LE 16 ","East Germany","64","0.0762919635613762","0.0613528630937469","0.0912310640290054"
"3","1992","Couple + C. GT 16 ","West Germany","773","0.366542162943339","0.345269316519115","0.387815009367564"
"3","1992","Couple + C. GT 16 ","East Germany","285","0.35693374489179","0.323050176148635","0.390817313634945"
"3","1992","Couple + C. LE and GT 16","West Germany","308","0.364027141200622","0.331469473664636","0.396584808736608"
"3","1992","Couple + C. LE and GT 16","East Germany","113","0.352353788364098","0.300095646661529","0.404611930066668"
"4","1992","1-pers.-HH","West Germany","161","0.153373486076463","0.131204994306615","0.175541977846311"
"4","1992","1-pers.-HH","East Germany","73","0.211111840142589","0.165008875042492","0.257214805242686"
"4","1992","(Married) couple without C. ","West Germany","77","0.0328151692991267","0.0256275651228356","0.0400027734754179"
"4","1992","(Married) couple without C. ","East Germany","20","","",""
"4","1992","Single parent ","West Germany","98","0.244637687233688","0.205311568525522","0.283963805941855"
"4","1992","Single parent ","East Germany","61","0.332372956596608","0.262975866855885","0.401770046337332"
"4","1992","Couple + C. LE 16 ","West Germany","25","","",""
"4","1992","Couple + C. LE 16 ","East Germany","17","","",""
"4","1992","Couple + C. GT 16 ","West Germany","15","","",""
"4","1992","Couple + C. GT 16 ","East Germany","20","","",""
"4","1992","Couple + C. LE and GT 16","West Germany","4","","",""
"4","1992","Couple + C. LE and GT 16","East Germany","8","","",""
"5","1992","1-pers.-HH","West Germany","372","0.434835081218385","0.404337530990624","0.465332631446146"
"5","1992","1-pers.-HH","East Germany","137","0.456877030010202","0.400602277916428","0.513151782103975"
"5","1992","(Married) couple without C. ","West Germany","36","0.016906784381708","0.0117053880621274","0.0221081807012886"
"5","1992","(Married) couple without C. ","East Germany","28","","",""
"5","1992","Single parent ","West Germany","98","0.221590714770031","0.183596144986454","0.259585284553607"
"5","1992","Single parent ","East Germany","25","","",""
"5","1992","Couple + C. LE 16 ","West Germany","3","","",""
"5","1992","Couple + C. LE 16 ","East Germany","5","","",""
"5","1992","Couple + C. GT 16 ","West Germany","6","","",""
"5","1992","Couple + C. GT 16 ","East Germany","1","","",""
"5","1992","Couple + C. LE and GT 16","West Germany","1","","",""
"5","1992","Couple + C. LE and GT 16","East Germany","3","","",""
"6","1992","1-pers.-HH","West Germany","20","","",""
"6","1992","1-pers.-HH","East Germany","","","",""
"6","1992","(Married) couple without C. ","West Germany","","","",""
"6","1992","(Married) couple without C. ","East Germany","","","",""
"6","1992","Single parent ","West Germany","3","","",""
"6","1992","Single parent ","East Germany","","","",""
"6","1992","Couple + C. LE 16 ","West Germany","1","","",""
"6","1992","Couple + C. LE 16 ","East Germany","","","",""
"6","1992","Couple + C. GT 16 ","West Germany","3","","",""
"6","1992","Couple + C. GT 16 ","East Germany","","","",""
"6","1992","Couple + C. LE and GT 16","West Germany","3","","",""
"6","1992","Couple + C. LE and GT 16","East Germany","","","",""
"7","1992","1-pers.-HH","West Germany","","","",""
"7","1992","1-pers.-HH","East Germany","","","",""
"7","1992","(Married) couple without C. ","West Germany","","","",""
"7","1992","(Married) couple without C. ","East Germany","","","",""
"7","1992","Single parent ","West Germany","","","",""
"7","1992","Single parent ","East Germany","","","",""
"7","1992","Couple + C. LE 16 ","West Germany","","","",""
"7","1992","Couple + C. LE 16 ","East Germany","","","",""
"7","1992","Couple + C. GT 16 ","West Germany","","","",""
"7","1992","Couple + C. GT 16 ","East Germany","","","",""
"7","1992","Couple + C. LE and GT 16","West Germany","","","",""
"7","1992","Couple + C. LE and GT 16","East Germany","","","",""
"8","1992","1-pers.-HH","West Germany","","","",""
"8","1992","1-pers.-HH","East Germany","","","",""
"8","1992","(Married) couple without C. ","West Germany","","","",""
"8","1992","(Married) couple without C. ","East Germany","","","",""
"8","1992","Single parent ","West Germany","","","",""
"8","1992","Single parent ","East Germany","","","",""
"8","1992","Couple + C. LE 16 ","West Germany","","","",""
"8","1992","Couple + C. LE 16 ","East Germany","","","",""
"8","1992","Couple + C. GT 16 ","West Germany","","","",""
"8","1992","Couple + C. GT 16 ","East Germany","","","",""
"8","1992","Couple + C. LE and GT 16","West Germany","","","",""
"8","1992","Couple + C. LE and GT 16","East Germany","","","",""
"1","1993","1-pers.-HH","West Germany","5","","",""
"1","1993","1-pers.-HH","East Germany","","","",""
"1","1993","(Married) couple without C. ","West Germany","1930","0.836679603049049","0.821862677208875","0.851496528889223"
"1","1993","(Married) couple without C. ","East Germany","804","0.868782142819351","0.847209408603038","0.890354877035663"
"1","1993","Single parent ","West Germany","5","","",""
"1","1993","Single parent ","East Germany","1","","",""
"1","1993","Couple + C. LE 16 ","West Germany","1951","0.966853734912987","0.959066240262606","0.974641229563368"
"1","1993","Couple + C. LE 16 ","East Germany","985","0.873333394112647","0.853597499568841","0.893069288656454"
"1","1993","Couple + C. GT 16 ","West Germany","1103","0.624925804544278","0.602923688997778","0.646927920090778"
"1","1993","Couple + C. GT 16 ","East Germany","439","0.610712305986129","0.575390229736663","0.646034382235595"
"1","1993","Couple + C. LE and GT 16","West Germany","509","0.601111303864792","0.56803664623029","0.634185961499293"
"1","1993","Couple + C. LE and GT 16","East Germany","210","0.588780263244718","0.536782762860394","0.640777763629042"
"2","1993","1-pers.-HH","West Germany","63","0.0563121379431746","0.0425573923776549","0.0700668835086943"
"2","1993","1-pers.-HH","East Germany","5","","",""
"2","1993","(Married) couple without C. ","West Germany","23","","",""
"2","1993","(Married) couple without C. ","East Germany","3","","",""
"2","1993","Single parent ","West Germany","36","0.0720953042717169","0.0475629442614528","0.0966276642819811"
"2","1993","Single parent ","East Germany","14","","",""
"2","1993","Couple + C. LE 16 ","West Germany","18","","",""
"2","1993","Couple + C. LE 16 ","East Germany","19","","",""
"2","1993","Couple + C. GT 16 ","West Germany","19","","",""
"2","1993","Couple + C. GT 16 ","East Germany","3","","",""
"2","1993","Couple + C. LE and GT 16","West Germany","3","","",""
"2","1993","Couple + C. LE and GT 16","East Germany","","","",""
"3","1993","1-pers.-HH","West Germany","433","0.354801630433029","0.326253557161448","0.383349703704609"
"3","1993","1-pers.-HH","East Germany","90","0.323672044989334","0.270903406998214","0.376440682980455"
"3","1993","(Married) couple without C. ","West Germany","340","0.112514079052059","0.0998479918433231","0.125180166260796"
"3","1993","(Married) couple without C. ","East Germany","85","0.0686764531600809","0.0525177129068494","0.0848351934133124"
"3","1993","Single parent ","West Germany","191","0.42350769553891","0.376641298890472","0.470374092187347"
"3","1993","Single parent ","East Germany","83","0.499317272800572","0.425448419625807","0.573186125975336"
"3","1993","Couple + C. LE 16 ","West Germany","38","0.0153904996656771","0.0100355123937545","0.0207454869375998"
"3","1993","Couple + C. LE 16 ","East Germany","60","0.0799709290041457","0.0638754998254086","0.0960663581828827"
"3","1993","Couple + C. GT 16 ","West Germany","717","0.358579394753663","0.336784451758147","0.380374337749179"
"3","1993","Couple + C. GT 16 ","East Germany","273","0.349326028268963","0.314788620293051","0.383863436244874"
"3","1993","Couple + C. LE and GT 16","West Germany","317","0.385012283192907","0.352145094457012","0.417879471928802"
"3","1993","Couple + C. LE and GT 16","East Germany","122","0.374552487843256","0.323405431081286","0.425699544605225"
"4","1993","1-pers.-HH","West Germany","171","0.157825340975193","0.136071957213302","0.179578724737084"
"4","1993","1-pers.-HH","East Germany","73","0.214100335407848","0.167837010166372","0.260363660649324"
"4","1993","(Married) couple without C. ","West Germany","64","0.0265675912634783","0.020121635895239","0.0330135466317176"
"4","1993","(Married) couple without C. ","East Germany","21","","",""
"4","1993","Single parent ","West Germany","99","0.26330653667828","0.221532313552714","0.305080759803846"
"4","1993","Single parent ","East Germany","54","0.299553191583444","0.231880053910831","0.367226329256058"
"4","1993","Couple + C. LE 16 ","West Germany","20","","",""
"4","1993","Couple + C. LE 16 ","East Germany","22","","",""
"4","1993","Couple + C. GT 16 ","West Germany","11","","",""
"4","1993","Couple + C. GT 16 ","East Germany","16","","",""
"4","1993","Couple + C. LE and GT 16","West Germany","9","","",""
"4","1993","Couple + C. LE and GT 16","East Germany","10","","",""
"5","1993","1-pers.-HH","West Germany","384","0.420089723210603","0.390639485816699","0.449539960604508"
"5","1993","1-pers.-HH","East Germany","134","0.454943823732783","0.39878162022545","0.511106027240115"
"5","1993","(Married) couple without C. ","West Germany","34","0.0156665362099481","0.0106889828859571","0.020644089533939"
"5","1993","(Married) couple without C. ","East Germany","28","","",""
"5","1993","Single parent ","West Germany","91","0.223703369843404","0.184177242351829","0.26322949733498"
"5","1993","Single parent ","East Germany","24","","",""
"5","1993","Couple + C. LE 16 ","West Germany","3","","",""
"5","1993","Couple + C. LE 16 ","East Germany","5","","",""
"5","1993","Couple + C. GT 16 ","West Germany","5","","",""
"5","1993","Couple + C. GT 16 ","East Germany","1","","",""
"5","1993","Couple + C. LE and GT 16","West Germany","1","","",""
"5","1993","Couple + C. LE and GT 16","East Germany","2","","",""
"6","1993","1-pers.-HH","West Germany","23","","",""
"6","1993","1-pers.-HH","East Germany","","","",""
"6","1993","(Married) couple without C. ","West Germany","","","",""
"6","1993","(Married) couple without C. ","East Germany","","","",""
"6","1993","Single parent ","West Germany","5","","",""
"6","1993","Single parent ","East Germany","","","",""
"6","1993","Couple + C. LE 16 ","West Germany","","","",""
"6","1993","Couple + C. LE 16 ","East Germany","","","",""
"6","1993","Couple + C. GT 16 ","West Germany","5","","",""
"6","1993","Couple + C. GT 16 ","East Germany","","","",""
"6","1993","Couple + C. LE and GT 16","West Germany","3","","",""
"6","1993","Couple + C. LE and GT 16","East Germany","","","",""
"7","1993","1-pers.-HH","West Germany","","","",""
"7","1993","1-pers.-HH","East Germany","","","",""
"7","1993","(Married) couple without C. ","West Germany","","","",""
"7","1993","(Married) couple without C. ","East Germany","","","",""
"7","1993","Single parent ","West Germany","","","",""
"7","1993","Single parent ","East Germany","","","",""
"7","1993","Couple + C. LE 16 ","West Germany","","","",""
"7","1993","Couple + C. LE 16 ","East Germany","","","",""
"7","1993","Couple + C. GT 16 ","West Germany","","","",""
"7","1993","Couple + C. GT 16 ","East Germany","","","",""
"7","1993","Couple + C. LE and GT 16","West Germany","","","",""
"7","1993","Couple + C. LE and GT 16","East Germany","","","",""
"8","1993","1-pers.-HH","West Germany","","","",""
"8","1993","1-pers.-HH","East Germany","","","",""
"8","1993","(Married) couple without C. ","West Germany","","","",""
"8","1993","(Married) couple without C. ","East Germany","","","",""
"8","1993","Single parent ","West Germany","","","",""
"8","1993","Single parent ","East Germany","","","",""
"8","1993","Couple + C. LE 16 ","West Germany","","","",""
"8","1993","Couple + C. LE 16 ","East Germany","","","",""
"8","1993","Couple + C. GT 16 ","West Germany","","","",""
"8","1993","Couple + C. GT 16 ","East Germany","","","",""
"8","1993","Couple + C. LE and GT 16","West Germany","","","",""
"8","1993","Couple + C. LE and GT 16","East Germany","","","",""
"1","1994","1-pers.-HH","West Germany","3","","",""
"1","1994","1-pers.-HH","East Germany","1","","",""
"1","1994","(Married) couple without C. ","West Germany","1950","0.832331896821801","0.817481806120339","0.847181987523262"
"1","1994","(Married) couple without C. ","East Germany","821","0.867072767912705","0.845719063330889","0.888426472494522"
"1","1994","Single parent ","West Germany","4","","",""
"1","1994","Single parent ","East Germany","","","",""
"1","1994","Couple + C. LE 16 ","West Germany","1932","0.956417979157094","0.947541028884493","0.965294929429696"
"1","1994","Couple + C. LE 16 ","East Germany","898","0.896079384578031","0.877099325288234","0.915059443867829"
"1","1994","Couple + C. GT 16 ","West Germany","1030","0.627596206740448","0.604834961785072","0.650357451695825"
"1","1994","Couple + C. GT 16 ","East Germany","426","0.595859049831555","0.560261110388661","0.631456989274449"
"1","1994","Couple + C. LE and GT 16","West Germany","487","0.601146259998481","0.567631348728228","0.634661171268734"
"1","1994","Couple + C. LE and GT 16","East Germany","219","0.590369621055285","0.539499948022405","0.641239294088165"
"2","1994","1-pers.-HH","West Germany","71","0.0593206641511972","0.0451000300312865","0.0735412982711079"
"2","1994","1-pers.-HH","East Germany","12","","",""
"2","1994","(Married) couple without C. ","West Germany","29","","",""
"2","1994","(Married) couple without C. ","East Germany","6","","",""
"2","1994","Single parent ","West Germany","36","0.0912488336495059","0.0634092118112904","0.119088455487721"
"2","1994","Single parent ","East Germany","14","","",""
"2","1994","Couple + C. LE 16 ","West Germany","22","","",""
"2","1994","Couple + C. LE 16 ","East Germany","15","","",""
"2","1994","Couple + C. GT 16 ","West Germany","12","","",""
"2","1994","Couple + C. GT 16 ","East Germany","6","","",""
"2","1994","Couple + C. LE and GT 16","West Germany","3","","",""
"2","1994","Couple + C. LE and GT 16","East Germany","","","",""
"3","1994","1-pers.-HH","West Germany","430","0.361922376596779","0.332992962815953","0.390851790377606"
"3","1994","1-pers.-HH","East Germany","96","0.319889815759599","0.268624412607649","0.371155218911549"
"3","1994","(Married) couple without C. ","West Germany","347","0.110586482663618","0.0981195820610592","0.123053383266177"
"3","1994","(Married) couple without C. ","East Germany","93","0.0736439849733414","0.0572155543029278","0.090072415643755"
"3","1994","Single parent ","West Germany","183","0.412968308164541","0.365367281875737","0.460569334453345"
"3","1994","Single parent ","East Germany","80","0.531319480472126","0.453997241580634","0.608641719363618"
"3","1994","Couple + C. LE 16 ","West Germany","45","0.0193727264696713","0.0133798738632498","0.0253655790760928"
"3","1994","Couple + C. LE 16 ","East Germany","57","0.0699972657616249","0.054128026158595","0.0858665053646547"
"3","1994","Couple + C. GT 16 ","West Germany","670","0.355558936041343","0.333021930491437","0.378095941591249"
"3","1994","Couple + C. GT 16 ","East Germany","273","0.355315320165359","0.320596312591257","0.390034327739461"
"3","1994","Couple + C. LE and GT 16","West Germany","313","0.379222588515215","0.346013556503099","0.412431620527332"
"3","1994","Couple + C. LE and GT 16","East Germany","130","0.374507716234258","0.324441792891046","0.42457363957747"
"4","1994","1-pers.-HH","West Germany","165","0.159358748626867","0.137324996341164","0.181392500912571"
"4","1994","1-pers.-HH","East Germany","72","0.200494305300017","0.156489882110012","0.244498728490022"
"4","1994","(Married) couple without C. ","West Germany","69","0.0286577304847019","0.0220254535419734","0.0352900074274304"
"4","1994","(Married) couple without C. ","East Germany","19","","",""
"4","1994","Single parent ","West Germany","90","0.24714958555296","0.205447145162279","0.288852025943641"
"4","1994","Single parent ","East Germany","45","0.276803430684759","0.207476493699537","0.346130367669981"
"4","1994","Couple + C. LE 16 ","West Germany","30","0.0129767773193473","0.00805600409622228","0.0178975505424724"
"4","1994","Couple + C. LE 16 ","East Germany","19","","",""
"4","1994","Couple + C. GT 16 ","West Germany","12","","",""
"4","1994","Couple + C. GT 16 ","East Germany","23","","",""
"4","1994","Couple + C. LE and GT 16","West Germany","14","","",""
"4","1994","Couple + C. LE and GT 16","East Germany","8","","",""
"5","1994","1-pers.-HH","West Germany","380","0.413162725294313","0.383520242880416","0.44280520770821"
"5","1994","1-pers.-HH","East Germany","137","0.452254762595529","0.39755122523027","0.506958299960788"
"5","1994","(Married) couple without C. ","West Germany","36","0.0177116562600625","0.0124683564119267","0.0229549561081984"
"5","1994","(Married) couple without C. ","East Germany","32","0.0343820117571809","0.0229214266113564","0.0458425969030055"
"5","1994","Single parent ","West Germany","92","0.226588599443501","0.186116895230959","0.267060303656044"
"5","1994","Single parent ","East Germany","21","","",""
"5","1994","Couple + C. LE 16 ","West Germany","3","","",""
"5","1994","Couple + C. LE 16 ","East Germany","4","","",""
"5","1994","Couple + C. GT 16 ","West Germany","4","","",""
"5","1994","Couple + C. GT 16 ","East Germany","2","","",""
"5","1994","Couple + C. LE and GT 16","West Germany","1","","",""
"5","1994","Couple + C. LE and GT 16","East Germany","2","","",""
"6","1994","1-pers.-HH","West Germany","11","","",""
"6","1994","1-pers.-HH","East Germany","","","",""
"6","1994","(Married) couple without C. ","West Germany","","","",""
"6","1994","(Married) couple without C. ","East Germany","","","",""
"6","1994","Single parent ","West Germany","6","","",""
"6","1994","Single parent ","East Germany","","","",""
"6","1994","Couple + C. LE 16 ","West Germany","","","",""
"6","1994","Couple + C. LE 16 ","East Germany","","","",""
"6","1994","Couple + C. GT 16 ","West Germany","5","","",""
"6","1994","Couple + C. GT 16 ","East Germany","","","",""
"6","1994","Couple + C. LE and GT 16","West Germany","2","","",""
"6","1994","Couple + C. LE and GT 16","East Germany","","","",""
"7","1994","1-pers.-HH","West Germany","","","",""
"7","1994","1-pers.-HH","East Germany","","","",""
"7","1994","(Married) couple without C. ","West Germany","","","",""
"7","1994","(Married) couple without C. ","East Germany","","","",""
"7","1994","Single parent ","West Germany","","","",""
"7","1994","Single parent ","East Germany","","","",""
"7","1994","Couple + C. LE 16 ","West Germany","","","",""
"7","1994","Couple + C. LE 16 ","East Germany","","","",""
"7","1994","Couple + C. GT 16 ","West Germany","","","",""
"7","1994","Couple + C. GT 16 ","East Germany","","","",""
"7","1994","Couple + C. LE and GT 16","West Germany","","","",""
"7","1994","Couple + C. LE and GT 16","East Germany","","","",""
"8","1994","1-pers.-HH","West Germany","","","",""
"8","1994","1-pers.-HH","East Germany","","","",""
"8","1994","(Married) couple without C. ","West Germany","","","",""
"8","1994","(Married) couple without C. ","East Germany","","","",""
"8","1994","Single parent ","West Germany","","","",""
"8","1994","Single parent ","East Germany","","","",""
"8","1994","Couple + C. LE 16 ","West Germany","","","",""
"8","1994","Couple + C. LE 16 ","East Germany","","","",""
"8","1994","Couple + C. GT 16 ","West Germany","","","",""
"8","1994","Couple + C. GT 16 ","East Germany","","","",""
"8","1994","Couple + C. LE and GT 16","West Germany","","","",""
"8","1994","Couple + C. LE and GT 16","East Germany","","","",""
"1","1995","1-pers.-HH","West Germany","","","",""
"1","1995","1-pers.-HH","East Germany","1","","",""
"1","1995","(Married) couple without C. ","West Germany","2031","0.834818257792738","0.820388251247855","0.84924826433762"
"1","1995","(Married) couple without C. ","East Germany","829","0.864716750588265","0.84328105343483","0.8861524477417"
"1","1995","Single parent ","West Germany","5","","",""
"1","1995","Single parent ","East Germany","2","","",""
"1","1995","Couple + C. LE 16 ","West Germany","2145","0.952223078695921","0.943423523020501","0.961022634371341"
"1","1995","Couple + C. LE 16 ","East Germany","809","0.895336383302656","0.875325823856018","0.915346942749293"
"1","1995","Couple + C. GT 16 ","West Germany","1070","0.62670173663409","0.604263567638083","0.649139905630096"
"1","1995","Couple + C. GT 16 ","East Germany","428","0.607456546912586","0.571763376652315","0.643149717172857"
"1","1995","Couple + C. LE and GT 16","West Germany","513","0.606449723270556","0.573855532333016","0.639043914208096"
"1","1995","Couple + C. LE and GT 16","East Germany","216","0.558367841312381","0.508700258709964","0.608035423914798"
"2","1995","1-pers.-HH","West Germany","58","0.0447843344101675","0.0325393963077844","0.0570292725125506"
"2","1995","1-pers.-HH","East Germany","10","","",""
"2","1995","(Married) couple without C. ","West Germany","24","","",""
"2","1995","(Married) couple without C. ","East Germany","2","","",""
"2","1995","Single parent ","West Germany","40","0.0888449984221436","0.0622601384887058","0.115429858355581"
"2","1995","Single parent ","East Germany","10","","",""
"2","1995","Couple + C. LE 16 ","West Germany","27","","",""
"2","1995","Couple + C. LE 16 ","East Germany","9","","",""
"2","1995","Couple + C. GT 16 ","West Germany","9","","",""
"2","1995","Couple + C. GT 16 ","East Germany","4","","",""
"2","1995","Couple + C. LE and GT 16","West Germany","2","","",""
"2","1995","Couple + C. LE and GT 16","East Germany","5","","",""
"3","1995","1-pers.-HH","West Germany","467","0.373595160024433","0.344955293678567","0.4022350263703"
"3","1995","1-pers.-HH","East Germany","98","0.310432491702152","0.260285348737153","0.360579634667151"
"3","1995","(Married) couple without C. ","West Germany","365","0.105054031148828","0.0931390240192145","0.116969038278441"
"3","1995","(Married) couple without C. ","East Germany","101","0.0766576104065435","0.0599836913377658","0.0933315294753213"
"3","1995","Single parent ","West Germany","206","0.438172015489998","0.391811766995369","0.484532263984626"
