"pgfamstd","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"Single","2000","East Germany","Female","682","0.202342734510373","0.188092019370734","0.216593449650012","3"
"Single","2000","East Germany","Male","789","0.279211449184399","0.262618633444513","0.295804264924286","3"
"Single","2000","West Germany","Male","2244","0.266411028428736","0.257187581984548","0.275634474872925","3"
"Single","2000","West Germany","Female","1899","0.200336356692734","0.192283526411004","0.208389186974465","3"
"Widowed","2000","West Germany","Male","225","0.0360639536547159","0.0321739365351147","0.039953970774317","5"
"Widowed","2000","West Germany","Female","963","0.145357302387334","0.138266004894994","0.152448599879675","5"
"Widowed","2000","East Germany","Male","86","0.0416519830262024","0.0342622456389667","0.0490417204134381","5"
"Widowed","2000","East Germany","Female","320","0.158904521516088","0.145936447951302","0.171872595080874","5"
"Divorced","2001","East Germany","Male","158","0.0780235913862308","0.0677750858598013","0.0882720969126603","4"
"Divorced","2001","West Germany","Female","582","0.0816217351207625","0.0758362891869928","0.0874071810545322","4"
"Divorced","2001","East Germany","Female","248","0.108500967290043","0.0970179811731192","0.119983953406967","4"
"Divorced","2001","West Germany","Male","395","0.0596135230594097","0.0544006873520413","0.0648263587667782","4"
"Married","2001","West Germany","Male","5138","0.609758671052268","0.599018923351461","0.620498418753075","1"
"Married","2001","West Germany","Female","5203","0.545549445098453","0.53502780341379","0.556071086783117","1"
"Married","2001","East Germany","Female","1588","0.507482002211087","0.48902339316203","0.525940611260143","1"
"Married","2001","East Germany","Male","1584","0.568880327649986","0.549957020215416","0.587803635084557","1"
"Married, but separated","2001","East Germany","Male","48","0.0216529664069672","0.0160914549745775","0.0272144778393569","2"
"Married, but separated","2001","East Germany","Female","54","0.0177579179537975","0.0128817024890546","0.0226341334185405","2"
"Married, but separated","2001","West Germany","Male","165","0.0214763010141626","0.0182846612225653","0.0246679408057599","2"
"Married, but separated","2001","West Germany","Female","194","0.0236575523522546","0.0204460435249341","0.0268690611795752","2"
"Single","2001","East Germany","Female","644","0.210659974411916","0.195604284102081","0.225715664721751","3"
"Single","2001","East Germany","Male","751","0.283876122369784","0.266647673575712","0.301104571163857","3"
"Single","2001","West Germany","Female","1765","0.205688369262715","0.197147079452106","0.214229659073324","3"
"Single","2001","West Germany","Male","2021","0.273949364696758","0.264130369235683","0.283768360157834","3"
"Widowed","2001","West Germany","Male","206","0.035202140177401","0.0311447090628611","0.039259571291941","5"
"Widowed","2001","West Germany","Female","859","0.143482898165815","0.136075064552806","0.150890731778823","5"
"Widowed","2001","East Germany","Male","90","0.0475669921870313","0.0394338618667087","0.055700122507354","5"
"Widowed","2001","East Germany","Female","284","0.155599138133157","0.142216075079078","0.168982201187235","5"
"Divorced","2002","East Germany","Male","168","0.0852284134760728","0.0745813407697446","0.0958754861824009","4"
"Divorced","2002","East Germany","Female","241","0.106840511504954","0.0953944329178425","0.118286590092066","4"
"Divorced","2002","West Germany","Male","439","0.0615934263749632","0.0564830811037543","0.066703771646172","4"
"Divorced","2002","West Germany","Female","608","0.0849069614305641","0.0791855579956225","0.0906283648655057","4"
"Married","2002","West Germany","Male","5559","0.611046945810749","0.600684233950062","0.621409657671436","1"
"Married","2002","West Germany","Female","5613","0.543393430749468","0.533169295951764","0.553617565547172","1"
"Married","2002","East Germany","Male","1565","0.546597643160727","0.527614966582239","0.565580319739214","1"
"Married","2002","East Germany","Female","1571","0.497539383253138","0.479013070931779","0.516065695574496","1"
"Married, but separated","2002","East Germany","Female","48","0.0155464966904561","0.0109625652897774","0.0201304280911349","2"
"Married, but separated","2002","West Germany","Male","171","0.0208875738783448","0.0178477542051071","0.0239273935515824","2"
"Married, but separated","2002","East Germany","Male","55","0.0223394467153248","0.0167042129434714","0.0279746804871781","2"
"Married, but separated","2002","West Germany","Female","192","0.0235867554056345","0.0204718186761836","0.0267016921350854","2"
"Single","2002","East Germany","Female","657","0.226590937450858","0.211079568344601","0.242102306557116","3"
"Single","2002","East Germany","Male","763","0.300877644608783","0.283389117303433","0.318366171914134","3"
"Single","2002","West Germany","Female","1872","0.206651919604388","0.198340984203905","0.214962855004871","3"
"Single","2002","West Germany","Male","2130","0.273294913729345","0.263822025453776","0.282767802004913","3"
"Widowed","2002","West Germany","Female","833","0.141460932809945","0.134307795084623","0.148614070535267","5"
"Widowed","2002","West Germany","Male","203","0.0331771402065983","0.0293701613047828","0.0369841191084139","5"
"Widowed","2002","East Germany","Male","91","0.0449568520390925","0.0370556871044091","0.0528580169737758","5"
"Widowed","2002","East Germany","Female","281","0.153482671100594","0.140126811753968","0.16683853044722","5"
"Divorced","2003","West Germany","Female","598","0.0875413989029418","0.0816148058971228","0.0934679919087608","4"
"Divorced","2003","East Germany","Female","232","0.105552978244894","0.094091848083932","0.117014108405855","4"
"Divorced","2003","West Germany","Male","431","0.0631692308939607","0.0578734725514781","0.0684649892364434","4"
"Divorced","2003","East Germany","Male","172","0.0897328466058181","0.0787239897644533","0.100741703447183","4"
"Married","2003","West Germany","Male","5211","0.598807061334517","0.588137049820448","0.609477072848585","1"
"Married","2003","West Germany","Female","5287","0.538280546976441","0.527826481710677","0.548734612242205","1"
"Married","2003","East Germany","Male","1512","0.53653716642677","0.517328844413374","0.555745488440166","1"
"Married","2003","East Germany","Female","1510","0.491189776357383","0.472542411788777","0.509837140925989","1"
"Married, but separated","2003","East Germany","Female","49","0.015479939426608","0.0108751285184011","0.0200847503348149","2"
"Married, but separated","2003","West Germany","Female","198","0.0233736329161145","0.0202053853454553","0.0265418804867737","2"
"Married, but separated","2003","East Germany","Male","54","0.0260387643133691","0.0199044914942362","0.032173037132502","2"
"Married, but separated","2003","West Germany","Male","181","0.022655921486544","0.0194165601092603","0.0258952828638276","2"
"Single","2003","East Germany","Male","760","0.30322211784493","0.285516557234227","0.320927678455634","3"
"Single","2003","East Germany","Female","693","0.236360189058019","0.220513215518301","0.252207162597737","3"
"Single","2003","West Germany","Female","1841","0.210549918081126","0.202000596490008","0.219099239672244","3"
"Single","2003","West Germany","Male","2073","0.279927047200069","0.270153426695074","0.289700667705064","3"
"Widowed","2003","West Germany","Female","812","0.140254503123377","0.132972763590427","0.147536242656326","5"
"Widowed","2003","West Germany","Male","210","0.0354407390849097","0.0314157877481201","0.0394656904216993","5"
"Widowed","2003","East Germany","Male","91","0.0444691048091128","0.0365288648717007","0.0524093447465249","5"
"Widowed","2003","East Germany","Female","277","0.151417116913096","0.138046559670097","0.164787674156096","5"
"Divorced","2004","West Germany","Female","613","0.0916164751136974","0.0854865415994797","0.0977464086279152","4"
"Divorced","2004","East Germany","Male","172","0.0887909425429203","0.0776566078686248","0.0999252772172158","4"
"Divorced","2004","East Germany","Female","232","0.106690061804843","0.0951073729694311","0.118272750640255","4"
"Divorced","2004","West Germany","Male","426","0.0643864574732981","0.058971094334286","0.0698018206123102","4"
"Married","2004","West Germany","Male","5013","0.589069398600077","0.578213905832394","0.599924891367761","1"
"Married","2004","West Germany","Female","5102","0.528728161414272","0.518121314127223","0.539335008701321","1"
"Married","2004","East Germany","Male","1450","0.522885312716502","0.503333567078983","0.542437058354021","1"
"Married","2004","East Germany","Female","1466","0.472540826197545","0.453809849808762","0.491271802586328","1"
"Married, but separated","2004","East Germany","Male","52","0.028688507914429","0.0221541312033445","0.0352228846255134","2"
"Married, but separated","2004","East Germany","Female","53","0.0212728770375886","0.0158592260976376","0.0266865279775396","2"
"Married, but separated","2004","West Germany","Female","185","0.0233152589682502","0.0201087557985321","0.0265217621379682","2"
"Married, but separated","2004","West Germany","Male","177","0.0252869735041059","0.0218230453060075","0.0287509017022043","2"
"Single","2004","East Germany","Female","711","0.253709968958972","0.237384378057047","0.270035559860897","3"
"Single","2004","East Germany","Male","747","0.314541218401272","0.296365131989363","0.332717304813182","3"
"Single","2004","West Germany","Female","1811","0.214286233857676","0.205567294288598","0.223005173426755","3"
"Single","2004","West Germany","Male","2077","0.288695670341743","0.278697283614963","0.298694057068524","3"
"Widowed","2004","West Germany","Male","198","0.0325615000807757","0.0286454705812822","0.0364775295802692","5"
"Widowed","2004","West Germany","Female","797","0.142053870646104","0.134635801180494","0.149471940111713","5"
"Widowed","2004","East Germany","Male","86","0.0450940184248765","0.0369711260337837","0.0532169108159692","5"
"Widowed","2004","East Germany","Female","267","0.145786266001052","0.132546268463397","0.159026263538707","5"
"Divorced","2005","West Germany","Male","408","0.0642049076640296","0.058655255787923","0.0697545595401362","4"
"Divorced","2005","East Germany","Male","176","0.0980285437196931","0.0862009493370507","0.109856138102335","4"
"Divorced","2005","West Germany","Female","610","0.0957010348679356","0.0893279003814442","0.102074169354427","4"
"Divorced","2005","East Germany","Female","227","0.110819917819757","0.0988068834244574","0.122832952215057","4"
"Married","2005","West Germany","Male","4723","0.577869601030045","0.566687343622003","0.589051858438087","1"
"Married","2005","West Germany","Female","4796","0.517510319661601","0.506684961580581","0.528335677742621","1"
"Married","2005","East Germany","Male","1391","0.507652966885968","0.487767175606613","0.527538758165324","1"
"Married","2005","East Germany","Female","1405","0.470302925883867","0.451202125187213","0.489403726580522","1"
"Married, but separated","2005","East Germany","Female","53","0.0195718911515152","0.0142707030002839","0.0248730793027464","2"
"Married, but separated","2005","East Germany","Male","42","0.0223142671987721","0.0164391747730782","0.028189359624466","2"
"Married, but separated","2005","West Germany","Male","173","0.025622129218342","0.0220447699218803","0.0291994885148036","2"
"Married, but separated","2005","West Germany","Female","200","0.025426024653198","0.0220157811831903","0.0288362681232056","2"
"Single","2005","West Germany","Female","1801","0.224346294067146","0.215309130662583","0.233383457471709","3"
"Single","2005","East Germany","Male","733","0.329924518165216","0.311222309034254","0.348626727296177","3"
"Single","2005","East Germany","Female","677","0.258342077210348","0.241590784035199","0.275093370385497","3"
"Single","2005","West Germany","Male","1994","0.301582247987251","0.29119138140764","0.311973114566863","3"
"Widowed","2005","West Germany","Male","196","0.0307211141003319","0.0268141978332524","0.0346280303674114","5"
"Widowed","2005","West Germany","Female","778","0.137016326750119","0.129566842624337","0.144465810875902","5"
"Widowed","2005","East Germany","Male","86","0.0420797040303508","0.0340937873347971","0.0500656207259045","5"
"Widowed","2005","East Germany","Female","261","0.140963187934512","0.12764614838158","0.154280227487445","5"
"Divorced","2006","East Germany","Female","253","0.112779847260567","0.101038088419121","0.124521606102014","4"
"Divorced","2006","West Germany","Male","470","0.0714804310072046","0.0658578591176282","0.0771030028967811","4"
"Divorced","2006","West Germany","Female","674","0.0950136812450817","0.0889037037112835","0.10112365877888","4"
"Divorced","2006","East Germany","Male","199","0.0978448268128439","0.0863982530470678","0.10929140057862","4"
"Married","2006","West Germany","Male","5096","0.569980612292844","0.559175731864138","0.58078549272155","1"
"Married","2006","West Germany","Female","5175","0.514800372845392","0.504386669790943","0.525214075899842","1"
"Married","2006","East Germany","Male","1474","0.50205453941357","0.482791168238278","0.521317910588863","1"
"Married","2006","East Germany","Female","1498","0.467834419771056","0.44931313187589","0.486355707666222","1"
"Married, but separated","2006","West Germany","Female","219","0.0283540683830286","0.0248955726551973","0.0318125641108599","2"
"Married, but separated","2006","East Germany","Female","51","0.0202006490647752","0.0149784557798027","0.0254228423497477","2"
"Married, but separated","2006","East Germany","Male","38","0.0209624630447741","0.0154431277020643","0.0264817983874838","2"
"Married, but separated","2006","West Germany","Male","187","0.0255495014631657","0.0221058672703792","0.0289931356559522","2"
"Single","2006","East Germany","Male","780","0.336416365643935","0.318212972626873","0.354619758660998","3"
"Single","2006","West Germany","Female","1915","0.22638748551627","0.217667545745804","0.235107425286737","3"
"Single","2006","West Germany","Male","2079","0.297748150521907","0.287768464284174","0.307727836759641","3"
"Single","2006","East Germany","Female","700","0.259607642528353","0.243333751386718","0.275881533669989","3"
"Widowed","2006","West Germany","Male","233","0.0352413047148778","0.0312170890690407","0.0392655203607149","5"
"Widowed","2006","West Germany","Female","865","0.135444392010227","0.128314178837827","0.142574605182627","5"
"Widowed","2006","East Germany","Male","97","0.0427218050848763","0.0349305067267962","0.0505131034429564","5"
"Widowed","2006","East Germany","Female","286","0.139577441375248","0.126713761702383","0.152441121048113","5"
"Divorced","2007","West Germany","Female","652","0.0969947731461651","0.0906186433692762","0.103370902923054","4"
"Divorced","2007","East Germany","Female","246","0.113315185392347","0.101219251973047","0.125411118811647","4"
"Divorced","2007","West Germany","Male","444","0.071773136374722","0.0659355119359975","0.0776107608134466","4"
"Divorced","2007","East Germany","Male","189","0.0983201072787623","0.0865373567853294","0.110102857772195","4"
"Married","2007","West Germany","Male","4711","0.564728375181834","0.553515212947019","0.575941537416648","1"
"Married","2007","West Germany","Female","4789","0.510127319259853","0.49935724367162","0.520897394848087","1"
"Married","2007","East Germany","Female","1402","0.461564863896835","0.442541217614878","0.480588510178793","1"
"Married","2007","East Germany","Male","1386","0.495441999392789","0.475656305979129","0.515227692806449","1"
"Married, but separated","2007","East Germany","Male","29","","","","2"
"Married, but separated","2007","West Germany","Female","219","0.0307407969324454","0.0270218894206309","0.0344597044442599","2"
"Married, but separated","2007","East Germany","Female","45","0.017536937929837","0.0125279994997693","0.0225458763599046","2"
"Married, but separated","2007","West Germany","Male","168","0.0237479530155658","0.0203042777459135","0.027191628285218","2"
"Single","2007","West Germany","Male","1975","0.30612978049998","0.29570612530971","0.316553435690249","3"
"Single","2007","West Germany","Female","1814","0.228671464654972","0.219623236646289","0.237719692663656","3"
"Single","2007","East Germany","Male","757","0.34802443419463","0.329174065677206","0.366874802712054","3"
"Single","2007","East Germany","Female","681","0.274526714977435","0.257496751588624","0.291556678366246","3"
"Widowed","2007","West Germany","Male","212","0.0336207549278987","0.0295440840587517","0.0376974257970457","5"
"Widowed","2007","West Germany","Female","802","0.133465646006564","0.126138826566844","0.140792465446283","5"
"Widowed","2007","East Germany","Male","92","0.0382775235177474","0.0306848256956101","0.0458702213398846","5"
"Widowed","2007","East Germany","Female","264","0.133056297803546","0.120095734992892","0.1460168606142","5"
"Divorced","2008","East Germany","Male","185","0.101018157700935","0.088784617987326","0.113251697414544","4"
"Divorced","2008","West Germany","Male","415","0.07367728197413","0.0675708503622596","0.0797837135860004","4"
"Divorced","2008","West Germany","Female","626","0.0976348167836979","0.0910341622148526","0.104235471352543","4"
"Divorced","2008","East Germany","Female","246","0.116866141665676","0.10423246039707","0.129499822934282","4"
"Married","2008","West Germany","Male","4401","0.556281669078258","0.544668771334386","0.56789456682213","1"
"Married","2008","West Germany","Female","4458","0.502335295653217","0.491216474364979","0.513454116941456","1"
"Married","2008","East Germany","Male","1323","0.491400961027401","0.471106256974341","0.511695665080462","1"
"Married","2008","East Germany","Female","1333","0.466584984006691","0.446966280997739","0.486203687015643","1"
"Married, but separated","2008","West Germany","Male","166","0.0249777669957054","0.0213300292557898","0.028625504735621","2"
"Married, but separated","2008","East Germany","Male","26","","","","2"
"Married, but separated","2008","East Germany","Female","33","0.0136765452509843","0.00910913335156386","0.0182439571504047","2"
"Married, but separated","2008","West Germany","Female","202","0.0265986623980311","0.0230204233513414","0.0301769014447208","2"
"Single","2008","West Germany","Female","1706","0.237210193590119","0.227750815230308","0.246669571949929","3"
"Single","2008","West Germany","Male","1838","0.310394566192953","0.299580303015584","0.321208829370322","3"
"Single","2008","East Germany","Female","622","0.274341363746233","0.256795121298254","0.291887606194212","3"
"Single","2008","East Germany","Male","709","0.35506415711703","0.335637922570443","0.374490391663618","3"
"Widowed","2008","West Germany","Male","211","0.0346687157589534","0.030392628000705","0.0389448035172018","5"
"Widowed","2008","West Germany","Female","776","0.136221031574935","0.128592922793662","0.143849140356208","5"
"Widowed","2008","East Germany","Male","88","0.0371170699584314","0.0294425619998665","0.0447915779169963","5"
"Widowed","2008","East Germany","Female","250","0.128530965330416","0.115369563158231","0.1416923675026","5"
"Divorced","2009","East Germany","Female","239","0.122055525391226","0.108884746191763","0.135226304590689","4"
"Divorced","2009","West Germany","Male","410","0.0733347881347823","0.0670211883856145","0.0796483878839502","4"
"Divorced","2009","East Germany","Male","174","0.0924320283448987","0.0803511258615444","0.104512930828253","4"
"Divorced","2009","West Germany","Female","591","0.09572432939259","0.0889161812962543","0.102532477488926","4"
"Married","2009","West Germany","Male","4007","0.543018032650158","0.530953312480403","0.555082752819913","1"
"Married","2009","West Germany","Female","4079","0.497942956241486","0.486372946255649","0.509512966227323","1"
"Married","2009","East Germany","Male","1268","0.512255757967964","0.491406622248636","0.533104893687292","1"
"Married","2009","East Germany","Female","1283","0.464308039676788","0.444242082178711","0.484373997174866","1"
"Married, but separated","2009","West Germany","Female","182","0.0246577644293361","0.0210691832925391","0.0282463455661332","2"
"Married, but separated","2009","East Germany","Female","35","0.0166842767316216","0.0115308108397893","0.0218377426234538","2"
"Married, but separated","2009","West Germany","Male","168","0.0283010884351005","0.0242847710683925","0.0323174058018084","2"
"Married, but separated","2009","East Germany","Male","24","","","","2"
"Single","2009","West Germany","Male","1761","0.32090736434926","0.309601209011463","0.332213519687057","3"
"Single","2009","West Germany","Female","1584","0.245577878416907","0.235617651479112","0.255538105354703","3"
"Single","2009","East Germany","Male","657","0.345435051781316","0.325601151240783","0.365268952321849","3"
"Single","2009","East Germany","Female","573","0.272178144366932","0.25427050281546","0.290085785918404","3"
"Widowed","2009","West Germany","Male","203","0.0344387264306992","0.0300222689206155","0.038855183940783","5"
"Widowed","2009","West Germany","Female","738","0.136097071519681","0.128162485584438","0.144031657454924","5"
"Widowed","2009","East Germany","Male","85","0.0358628423686512","0.0281067973617102","0.0436188873755922","5"
"Widowed","2009","East Germany","Female","243","0.124774013833432","0.111478001882332","0.138070025784532","5"
"Divorced","2010","East Germany","Female","315","0.122280615508014","0.110524113636221","0.134037117379806","4"
"Divorced","2010","West Germany","Female","1077","0.100714127909252","0.0948931058566245","0.106535149961879","4"
"Divorced","2010","West Germany","Male","463","0.0757247149728685","0.0701206219409216","0.0813288080048155","4"
"Divorced","2010","East Germany","Male","181","0.0945841267403741","0.0831878318789945","0.105980421601754","4"
"Married","2010","West Germany","Male","5662","0.541891973945971","0.531337753715838","0.552446194176105","1"
"Married","2010","West Germany","Female","5906","0.494462936060868","0.484792444871515","0.504133427250221","1"
"Married","2010","East Germany","Male","1494","0.505404008826203","0.485933597190192","0.524874420462214","1"
"Married","2010","East Germany","Female","1538","0.477490407693094","0.459565747803635","0.495415067582553","1"
"Married, but separated","2010","West Germany","Female","314","0.0252054815007911","0.0221736211099702","0.0282373418916121","2"
"Married, but separated","2010","East Germany","Male","26","","","","2"
"Married, but separated","2010","East Germany","Female","65","0.0182540712440863","0.0134500945764118","0.0230580479117608","2"
"Married, but separated","2010","West Germany","Male","188","0.0296171717398798","0.0260260577922981","0.0332082856874614","2"
"Single","2010","West Germany","Male","2045","0.317649238114288","0.30778727004848","0.327511206180095","3"
"Single","2010","East Germany","Female","835","0.255708910743228","0.240053451739404","0.271364369747053","3"
"Single","2010","East Germany","Male","747","0.348300672080466","0.329746939661992","0.36685440449894","3"
"Single","2010","West Germany","Female","2240","0.247655017151312","0.239305963710549","0.256004070592075","3"
"Widowed","2010","East Germany","Male","85","0.0374395149025358","0.0300467036684195","0.0448323261366521","5"
"Widowed","2010","West Germany","Male","203","0.0351169012269927","0.031217649392615","0.0390161530613705","5"
"Widowed","2010","West Germany","Female","731","0.131962437377777","0.125416081897632","0.138508792857922","5"
"Widowed","2010","East Germany","Female","230","0.126265994811578","0.114346597787164","0.138185391835993","5"
"Divorced","2011","East Germany","Male","220","0.0960417802866076","0.0853656169355339","0.106717943637681","4"
"Divorced","2011","East Germany","Female","386","0.122109548666233","0.111168376665825","0.133050720666642","4"
"Divorced","2011","West Germany","Female","1308","0.0972914190490103","0.0920337862207012","0.102549051877319","4"
"Divorced","2011","West Germany","Male","591","0.0763520327529204","0.0711981701499397","0.0815058953559011","4"
"Married","2011","West Germany","Male","6690","0.546989431619226","0.537328635213291","0.556650228025162","1"
"Married","2011","West Germany","Female","6933","0.493952843693354","0.485082969939362","0.502822717447346","1"
"Married","2011","East Germany","Male","1733","0.504098744541275","0.485982576437882","0.522214912644667","1"
"Married","2011","East Germany","Female","1759","0.471146862680734","0.454466151452687","0.487827573908781","1"
"Married, but separated","2011","West Germany","Male","214","0.0256302262232805","0.0225632711343608","0.0286971813122001","2"
"Married, but separated","2011","East Germany","Male","33","0.0127722202175634","0.00870354697422318","0.0168408934609037","2"
"Married, but separated","2011","West Germany","Female","387","0.024761198133583","0.0220043013105864","0.0275180949565796","2"
"Married, but separated","2011","East Germany","Female","87","0.0200444851411569","0.0153609961562126","0.0247279741261013","2"
"Single","2011","East Germany","Female","915","0.256698627174046","0.242101643905397","0.271295610442695","3"
"Single","2011","West Germany","Male","2435","0.315334461969605","0.306316793855818","0.324352130083393","3"
"Single","2011","West Germany","Female","2667","0.25576155071131","0.248021338302007","0.263501763120614","3"
"Single","2011","East Germany","Male","839","0.351671665200408","0.334370429593698","0.368972900807117","3"
"Widowed","2011","East Germany","Male","101","0.0354155897541468","0.0287186207558484","0.0421125587524452","5"
"Widowed","2011","West Germany","Male","269","0.0356938474349673","0.032093259304398","0.0392944355655367","5"
"Widowed","2011","West Germany","Female","910","0.128232988412743","0.122301286798902","0.134164690026583","5"
"Widowed","2011","East Germany","Female","293","0.130000476337829","0.118762170442891","0.141238782232767","5"
"Divorced","2012","East Germany","Female","376","0.115341944477081","0.104592116321327","0.126091772632834","4"
"Divorced","2012","East Germany","Male","212","0.0914663224064197","0.0809179867494267","0.102014658063413","4"
"Divorced","2012","West Germany","Male","606","0.078756491808805","0.0734647153444056","0.0840482682732044","4"
"Divorced","2012","West Germany","Female","1391","0.100282467228045","0.0949011975800381","0.105663736876052","4"
"Married","2012","West Germany","Male","6425","0.553287114844468","0.543520127905585","0.563054101783352","1"
"Married","2012","West Germany","Female","6667","0.502648878500882","0.493691455836773","0.511606301164991","1"
"Married","2012","East Germany","Male","1719","0.510456614409701","0.49216475611601","0.528748472703393","1"
"Married","2012","East Germany","Female","1751","0.479164095019757","0.462352351299542","0.495975838739972","1"
"Married, but separated","2012","East Germany","Female","80","0.0198374423683214","0.0151448582931908","0.0245300264434521","2"
"Married, but separated","2012","West Germany","Male","220","0.024642389550758","0.0215966382607155","0.0276881408408005","2"
"Married, but separated","2012","West Germany","Female","379","0.0245185527842985","0.0217479384257118","0.0272891671428852","2"
"Married, but separated","2012","East Germany","Male","34","0.0142170595772627","0.00988516022483354","0.0185489589296918","2"
"Single","2012","East Germany","Female","889","0.255234694363907","0.240562342213879","0.269907046513934","3"
"Single","2012","East Germany","Male","805","0.34855550458273","0.331119077452755","0.365991931712704","3"
"Single","2012","West Germany","Female","2649","0.253553711426268","0.245759836626764","0.261347586225772","3"
"Single","2012","West Germany","Male","2442","0.310504062704548","0.301413922364298","0.319594203044797","3"
"Widowed","2012","West Germany","Female","883","0.118996390060507","0.113195763660902","0.124797016460111","5"
"Widowed","2012","East Germany","Male","99","0.0353044990238866","0.0285515577951734","0.0420574402525997","5"
"Widowed","2012","West Germany","Male","260","0.0328099410914208","0.0293102498845526","0.0363096322982889","5"
"Widowed","2012","East Germany","Female","296","0.130421823770935","0.119088700319215","0.141754947222654","5"
"Divorced","2013","East Germany","Female","360","0.106666676771764","0.0962631056863799","0.117070247857147","4"
"Divorced","2013","West Germany","Female","1531","0.102207702087195","0.0971074438238503","0.10730796035054","4"
"Divorced","2013","East Germany","Male","201","0.0962852740421997","0.0854344927556137","0.107136055328786","4"
"Divorced","2013","West Germany","Male","683","0.0797448756810374","0.0747759947880977","0.0847137565739771","4"
"Married","2013","West Germany","Male","7188","0.544090779763084","0.534955371884176","0.553226187641992","1"
"Married","2013","West Germany","Female","7541","0.494461410975633","0.486043471938145","0.502879350013121","1"
"Married","2013","East Germany","Male","1705","0.514098250359425","0.49571329036812","0.532483210350731","1"
"Married","2013","East Germany","Female","1759","0.485008142840362","0.468164501487614","0.501851784193111","1"
"Married, but separated","2013","West Germany","Female","409","0.0247374975142642","0.022122320662574","0.0273526743659543","2"
"Married, but separated","2013","East Germany","Female","84","0.0193721966065628","0.0147270136423324","0.0240173795707931","2"
"Married, but separated","2013","West Germany","Male","248","0.0244206638061556","0.0215895123668182","0.0272518152454929","2"
"Married, but separated","2013","East Germany","Male","51","0.0183142461914795","0.0133819839085514","0.0232465084744075","2"
"Single","2013","East Germany","Female","880","0.254414186549997","0.239735717222321","0.269092655877674","3"
"Single","2013","East Germany","Male","785","0.334874191734666","0.317513855441359","0.352234528027974","3"
"Single","2013","West Germany","Male","3044","0.318651714021864","0.310105066663342","0.327198361380386","3"
"Single","2013","West Germany","Female","3187","0.257729534994749","0.250365334505133","0.265093735484365","3"
"Widowed","2013","East Germany","Male","97","0.0364280376722291","0.0295363535968311","0.0433197217476271","5"
"Widowed","2013","East Germany","Female","299","0.134538797231314","0.123038505383996","0.146039089078632","5"
"Widowed","2013","West Germany","Female","883","0.120863854428158","0.115375543509919","0.126352165346398","5"
"Widowed","2013","West Germany","Male","255","0.0330919667278592","0.029810961325999","0.0363729721297194","5"
"Divorced","2014","East Germany","Male","180","0.0955927888777333","0.0842951153874096","0.106890462368057","4"
"Divorced","2014","West Germany","Female","1347","0.108202877182424","0.102612751539438","0.113793002825411","4"
"Divorced","2014","East Germany","Female","322","0.10698166175165","0.0960817245639056","0.117881598939395","4"
"Divorced","2014","West Germany","Male","616","0.0788110818326351","0.0735679586371981","0.0840542050280721","4"
"Married","2014","West Germany","Male","6319","0.53675120379962","0.527047987141773","0.546454420457467","1"
"Married","2014","West Germany","Female","6564","0.490093233649968","0.481097141985779","0.499089325314157","1"
"Married","2014","East Germany","Male","1566","0.513990815681331","0.494786697828553","0.533194933534108","1"
"Married","2014","East Germany","Female","1608","0.471711949724941","0.454107884476845","0.489316014973038","1"
"Married, but separated","2014","East Germany","Male","44","0.0170083426405266","0.0120401278996065","0.0219765573814467","2"
"Married, but separated","2014","East Germany","Female","73","0.024018606891646","0.0186193522169686","0.0294178615663234","2"
"Married, but separated","2014","West Germany","Male","221","0.0275249670404166","0.0243413215674613","0.0307086125133718","2"
"Married, but separated","2014","West Germany","Female","321","0.0232690735047869","0.0205560962889196","0.0259820507206542","2"
"Single","2014","East Germany","Female","792","0.259622596212011","0.244161618326728","0.275083574097294","3"
"Single","2014","East Germany","Male","722","0.335081939595564","0.316945417057721","0.353218462133407","3"
"Single","2014","West Germany","Female","2807","0.257134395578647","0.249269293865923","0.264999497291371","3"
"Single","2014","West Germany","Male","2736","0.323042749558608","0.313942931976522","0.332142567140695","3"
"Widowed","2014","East Germany","Male","90","0.0383261132048455","0.0309495215040172","0.0457027049056737","5"
"Widowed","2014","West Germany","Female","823","0.121300420084174","0.115425249334296","0.127175590834052","5"
"Widowed","2014","East Germany","Female","294","0.137665185419752","0.125514825051516","0.149815545787987","5"
"Widowed","2014","West Germany","Male","253","0.0338699977687203","0.0303499591044992","0.0373900364329413","5"
"Divorced","2015","East Germany","Male","180","0.101957647707231","0.09016676977076","0.113748525643701","4"
"Divorced","2015","East Germany","Female","303","0.102820061834786","0.091949836037643","0.113690287631929","4"
"Divorced","2015","West Germany","Male","602","0.0848376079979506","0.0793980812724045","0.0902771347234968","4"
"Divorced","2015","West Germany","Female","1268","0.110585935936161","0.104922293523347","0.116249578348975","4"
"Married","2015","West Germany","Male","6202","0.529005829171951","0.519261413089775","0.538750245254128","1"
"Married","2015","West Germany","Female","6494","0.482834153483018","0.473809972645961","0.491858334320075","1"
"Married","2015","East Germany","Male","1502","0.494429077829186","0.474947197275867","0.513910958382504","1"
"Married","2015","East Germany","Female","1534","0.455553798943598","0.437729716578723","0.473377881308473","1"
"Married, but separated","2015","West Germany","Male","238","0.0256588574855771","0.0225721746779743","0.02874554029318","2"
"Married, but separated","2015","East Germany","Female","80","0.0252353141342858","0.0196220676981964","0.0308485605703752","2"
