"pgfamstd","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"8","1984","Part Time","direct migration background","","","",""
"8","1984","Part Time","indirect migration background","","","",""
"8","1984","Not Working","no migration background","","","",""
"8","1984","Not Working","direct migration background","","","",""
"8","1984","Not Working","indirect migration background","","","",""
"1","1985","Full Time","no migration background","2037","0.62341020505678","0.606383943032775","0.640436467080785"
"1","1985","Full Time","direct migration background","1106","0.692710439069774","0.668987687898431","0.716433190241117"
"1","1985","Full Time","indirect migration background","10","","",""
"1","1985","Part Time","no migration background","772","0.569914664517268","0.542813602389426","0.59701572664511"
"1","1985","Part Time","direct migration background","293","0.677100819047353","0.632594128292973","0.721607509801733"
"1","1985","Part Time","indirect migration background","4","","",""
"1","1985","Not Working","no migration background","1706","0.522505888513265","0.504587228553959","0.540424548472572"
"1","1985","Not Working","direct migration background","600","0.672727946818233","0.640670984343623","0.704784909292844"
"1","1985","Not Working","indirect migration background","14","","",""
"2","1985","Full Time","no migration background","52","0.0166331013196034","0.012139003774344","0.0211271988648627"
"2","1985","Full Time","direct migration background","19","","",""
"2","1985","Full Time","indirect migration background","","","",""
"2","1985","Part Time","no migration background","20","","",""
"2","1985","Part Time","direct migration background","5","","",""
"2","1985","Part Time","indirect migration background","1","","",""
"2","1985","Not Working","no migration background","28","","",""
"2","1985","Not Working","direct migration background","4","","",""
"2","1985","Not Working","indirect migration background","1","","",""
"3","1985","Full Time","no migration background","829","0.286446326901248","0.270559650941719","0.302333002860777"
"3","1985","Full Time","direct migration background","208","0.161101017128976","0.142198516595777","0.180003517662175"
"3","1985","Full Time","indirect migration background","38","0.649069180053663","0.516781518851495","0.781356841255832"
"3","1985","Part Time","no migration background","397","0.325497778540052","0.299848817075201","0.351146740004903"
"3","1985","Part Time","direct migration background","102","0.206133001564928","0.16762838521662","0.244637617913236"
"3","1985","Part Time","indirect migration background","15","","",""
"3","1985","Not Working","no migration background","656","0.20022684831735","0.185871276724794","0.214582419909906"
"3","1985","Not Working","direct migration background","168","0.165620676855898","0.140223396234709","0.191017957477086"
"3","1985","Not Working","indirect migration background","48","0.510781824221167","0.388312558670316","0.633251089772018"
"4","1985","Full Time","no migration background","150","0.0560995948495382","0.048013458985511","0.0641857307135655"
"4","1985","Full Time","direct migration background","37","0.0449898552458294","0.0343318341806153","0.0556478763110436"
"4","1985","Full Time","indirect migration background","2","","",""
"4","1985","Part Time","no migration background","61","0.0549201585156157","0.0424490740880064","0.067391242943225"
"4","1985","Part Time","direct migration background","9","","",""
"4","1985","Part Time","indirect migration background","1","","",""
"4","1985","Not Working","no migration background","72","0.0275827019827697","0.021707528909909","0.0334578750556304"
"4","1985","Not Working","direct migration background","9","","",""
"4","1985","Not Working","indirect migration background","","","",""
"5","1985","Full Time","no migration background","43","0.0174107718728307","0.0128146334767209","0.0220069102689405"
"5","1985","Full Time","direct migration background","20","","",""
"5","1985","Full Time","indirect migration background","","","",""
"5","1985","Part Time","no migration background","32","0.0320961266281074","0.0224479220243258","0.0417443312318889"
"5","1985","Part Time","direct migration background","6","","",""
"5","1985","Part Time","indirect migration background","","","",""
"5","1985","Not Working","no migration background","523","0.241746566215955","0.226387554447302","0.257105577984609"
"5","1985","Not Working","direct migration background","34","0.129914819559337","0.10694495647685","0.152884682641824"
"5","1985","Not Working","indirect migration background","1","","",""
"6","1985","Full Time","no migration background","","","",""
"6","1985","Full Time","direct migration background","63","0.0563130134774782","0.0444598670050029","0.0681661599499534"
"6","1985","Full Time","indirect migration background","","","",""
"6","1985","Part Time","no migration background","","","",""
"6","1985","Part Time","direct migration background","9","","",""
"6","1985","Part Time","indirect migration background","","","",""
"6","1985","Not Working","no migration background","","","",""
"6","1985","Not Working","direct migration background","8","","",""
"6","1985","Not Working","indirect migration background","","","",""
"7","1985","Full Time","no migration background","","","",""
"7","1985","Full Time","direct migration background","","","",""
"7","1985","Full Time","indirect migration background","","","",""
"7","1985","Part Time","no migration background","","","",""
"7","1985","Part Time","direct migration background","","","",""
"7","1985","Part Time","indirect migration background","","","",""
"7","1985","Not Working","no migration background","","","",""
"7","1985","Not Working","direct migration background","","","",""
"7","1985","Not Working","indirect migration background","","","",""
"8","1985","Full Time","no migration background","","","",""
"8","1985","Full Time","direct migration background","","","",""
"8","1985","Full Time","indirect migration background","","","",""
"8","1985","Part Time","no migration background","","","",""
"8","1985","Part Time","direct migration background","","","",""
"8","1985","Part Time","indirect migration background","","","",""
"8","1985","Not Working","no migration background","","","",""
"8","1985","Not Working","direct migration background","","","",""
"8","1985","Not Working","indirect migration background","","","",""
"1","1986","Full Time","no migration background","2112","0.616239554006704","0.599497317760917","0.632981790252492"
"1","1986","Full Time","direct migration background","1103","0.681850835388385","0.658280674686633","0.705420996090138"
"1","1986","Full Time","indirect migration background","10","","",""
"1","1986","Part Time","no migration background","813","0.591954593621932","0.565441551029458","0.618467636214407"
"1","1986","Part Time","direct migration background","300","0.659259072302433","0.615468356687263","0.703049787917602"
"1","1986","Part Time","indirect migration background","7","","",""
"1","1986","Not Working","no migration background","1741","0.533774774129476","0.51587590517647","0.551673643082483"
"1","1986","Not Working","direct migration background","589","0.643366898669026","0.610779535075514","0.675954262262538"
"1","1986","Not Working","indirect migration background","14","","",""
"2","1986","Full Time","no migration background","55","0.0178072461464675","0.0132541657459595","0.0223603265469754"
"2","1986","Full Time","direct migration background","39","0.0439725645208875","0.0335965985996469","0.0543485304421281"
"2","1986","Full Time","indirect migration background","","","",""
"2","1986","Part Time","no migration background","20","","",""
"2","1986","Part Time","direct migration background","9","","",""
"2","1986","Part Time","indirect migration background","2","","",""
"2","1986","Not Working","no migration background","45","0.0157443740352941","0.0112778946499652","0.020210853420623"
"2","1986","Not Working","direct migration background","11","","",""
"2","1986","Not Working","indirect migration background","","","",""
"3","1986","Full Time","no migration background","879","0.295464115076244","0.27975641841551","0.311171811736977"
"3","1986","Full Time","direct migration background","240","0.163191109341853","0.144490151478205","0.181892067205501"
"3","1986","Full Time","indirect migration background","44","0.671241808554247","0.548205903501394","0.794277713607101"
"3","1986","Part Time","no migration background","397","0.314444071346888","0.289397154366307","0.339490988327469"
"3","1986","Part Time","direct migration background","117","0.216131033452653","0.178101400421012","0.254160666484294"
"3","1986","Part Time","indirect migration background","26","","",""
"3","1986","Not Working","no migration background","621","0.180196536372877","0.166406139161759","0.193986933583995"
"3","1986","Not Working","direct migration background","170","0.158120030920626","0.133298556334805","0.182941505506447"
"3","1986","Not Working","indirect migration background","48","0.597053032669075","0.475935164975667","0.718170900362482"
"4","1986","Full Time","no migration background","155","0.0551155656822435","0.0472589581788093","0.0629721731856776"
"4","1986","Full Time","direct migration background","39","0.0475864648667171","0.0368129612379703","0.0583599684954639"
"4","1986","Full Time","indirect migration background","2","","",""
"4","1986","Part Time","no migration background","61","0.0499916360156477","0.0382352587390851","0.0617480132922102"
"4","1986","Part Time","direct migration background","9","","",""
"4","1986","Part Time","indirect migration background","1","","",""
"4","1986","Not Working","no migration background","72","0.0292513317849611","0.0232052376416954","0.0352974259282268"
"4","1986","Not Working","direct migration background","14","","",""
"4","1986","Not Working","indirect migration background","","","",""
"5","1986","Full Time","no migration background","40","0.015373519088341","0.0111377626752438","0.0196092755014383"
"5","1986","Full Time","direct migration background","19","","",""
"5","1986","Full Time","indirect migration background","","","",""
"5","1986","Part Time","no migration background","29","","",""
"5","1986","Part Time","direct migration background","4","","",""
"5","1986","Part Time","indirect migration background","","","",""
"5","1986","Not Working","no migration background","505","0.241032983677391","0.225686871402598","0.256379095952184"
"5","1986","Not Working","direct migration background","38","0.144823485746654","0.120881706305813","0.168765265187496"
"5","1986","Not Working","indirect migration background","1","","",""
"6","1986","Full Time","no migration background","","","",""
"6","1986","Full Time","direct migration background","60","0.0420141517547482","0.0318614925563235","0.0521668109531729"
"6","1986","Full Time","indirect migration background","","","",""
"6","1986","Part Time","no migration background","","","",""
"6","1986","Part Time","direct migration background","11","","",""
"6","1986","Part Time","indirect migration background","","","",""
"6","1986","Not Working","no migration background","","","",""
"6","1986","Not Working","direct migration background","8","","",""
"6","1986","Not Working","indirect migration background","","","",""
"7","1986","Full Time","no migration background","","","",""
"7","1986","Full Time","direct migration background","","","",""
"7","1986","Full Time","indirect migration background","","","",""
"7","1986","Part Time","no migration background","","","",""
"7","1986","Part Time","direct migration background","","","",""
"7","1986","Part Time","indirect migration background","","","",""
"7","1986","Not Working","no migration background","","","",""
"7","1986","Not Working","direct migration background","","","",""
"7","1986","Not Working","indirect migration background","","","",""
"8","1986","Full Time","no migration background","","","",""
"8","1986","Full Time","direct migration background","","","",""
"8","1986","Full Time","indirect migration background","","","",""
"8","1986","Part Time","no migration background","","","",""
"8","1986","Part Time","direct migration background","","","",""
"8","1986","Part Time","indirect migration background","","","",""
"8","1986","Not Working","no migration background","","","",""
"8","1986","Not Working","direct migration background","","","",""
"8","1986","Not Working","indirect migration background","","","",""
"1","1987","Full Time","no migration background","2065","0.597470111189842","0.58068460117469","0.614255621204994"
"1","1987","Full Time","direct migration background","1111","0.687746711782183","0.664427005709037","0.711066417855329"
"1","1987","Full Time","indirect migration background","12","","",""
"1","1987","Part Time","no migration background","807","0.599088603997961","0.572769826744201","0.625407381251721"
"1","1987","Part Time","direct migration background","295","0.685652563702407","0.642075109025898","0.729230018378915"
"1","1987","Part Time","indirect migration background","11","","",""
"1","1987","Not Working","no migration background","1682","0.546127931835442","0.527826983960839","0.564428879710046"
"1","1987","Not Working","direct migration background","610","0.674685568222363","0.643134885511609","0.706236250933117"
"1","1987","Not Working","indirect migration background","16","","",""
"2","1987","Full Time","no migration background","52","0.017377789984659","0.0129051087954507","0.0218504711738674"
"2","1987","Full Time","direct migration background","36","0.0308210992288181","0.0221238615651467","0.0395183368924895"
"2","1987","Full Time","indirect migration background","1","","",""
"2","1987","Part Time","no migration background","28","","",""
"2","1987","Part Time","direct migration background","8","","",""
"2","1987","Part Time","indirect migration background","2","","",""
"2","1987","Not Working","no migration background","26","","",""
"2","1987","Not Working","direct migration background","5","","",""
"2","1987","Not Working","indirect migration background","","","",""
"3","1987","Full Time","no migration background","946","0.308136399776389","0.29233268707644","0.323940112476337"
"3","1987","Full Time","direct migration background","242","0.16386778600488","0.145240929382805","0.182494642626955"
"3","1987","Full Time","indirect migration background","51","0.658556976203857","0.544155422554799","0.772958529852915"
"3","1987","Part Time","no migration background","412","0.304696856898261","0.279978644367348","0.329415069429173"
"3","1987","Part Time","direct migration background","104","0.184613357766732","0.148195180684623","0.221031534848842"
"3","1987","Part Time","indirect migration background","21","","",""
"3","1987","Not Working","no migration background","539","0.157517803608104","0.144127055183911","0.170908552032298"
"3","1987","Not Working","direct migration background","172","0.145314616135282","0.121580985789485","0.169048246481079"
"3","1987","Not Working","indirect migration background","57","0.542161965641982","0.429406418398904","0.654917512885059"
"4","1987","Full Time","no migration background","172","0.0600296452470031","0.051899143461598","0.0681601470324082"
"4","1987","Full Time","direct migration background","41","0.0427116643685296","0.032536300890431","0.0528870278466282"
"4","1987","Full Time","indirect migration background","2","","",""
"4","1987","Part Time","no migration background","51","0.0423485251712607","0.0315337159013352","0.0531633344411863"
"4","1987","Part Time","direct migration background","18","","",""
"4","1987","Part Time","indirect migration background","1","","",""
"4","1987","Not Working","no migration background","81","0.0335056243511893","0.0268908020143213","0.0401204466880572"
"4","1987","Not Working","direct migration background","14","","",""
"4","1987","Not Working","indirect migration background","1","","",""
"5","1987","Full Time","no migration background","44","0.0169860538021075","0.0125631909764904","0.0214089166277246"
"5","1987","Full Time","direct migration background","20","","",""
"5","1987","Full Time","indirect migration background","","","",""
"5","1987","Part Time","no migration background","34","0.0286383481424087","0.0196813922046004","0.037595304080217"
"5","1987","Part Time","direct migration background","5","","",""
"5","1987","Part Time","indirect migration background","","","",""
"5","1987","Not Working","no migration background","515","0.254885581983495","0.238866272951858","0.270904891015131"
"5","1987","Not Working","direct migration background","41","0.137377195056085","0.114193952669594","0.160560437442577"
"5","1987","Not Working","indirect migration background","1","","",""
"6","1987","Full Time","no migration background","","","",""
"6","1987","Full Time","direct migration background","67","0.0496866111102188","0.0387518723226098","0.0606213498978277"
"6","1987","Full Time","indirect migration background","","","",""
"6","1987","Part Time","no migration background","","","",""
"6","1987","Part Time","direct migration background","6","","",""
"6","1987","Part Time","indirect migration background","","","",""
"6","1987","Not Working","no migration background","","","",""
"6","1987","Not Working","direct migration background","5","","",""
"6","1987","Not Working","indirect migration background","","","",""
"7","1987","Full Time","no migration background","","","",""
"7","1987","Full Time","direct migration background","","","",""
"7","1987","Full Time","indirect migration background","","","",""
"7","1987","Part Time","no migration background","","","",""
"7","1987","Part Time","direct migration background","","","",""
"7","1987","Part Time","indirect migration background","","","",""
"7","1987","Not Working","no migration background","","","",""
"7","1987","Not Working","direct migration background","","","",""
"7","1987","Not Working","indirect migration background","","","",""
"8","1987","Full Time","no migration background","","","",""
"8","1987","Full Time","direct migration background","","","",""
"8","1987","Full Time","indirect migration background","","","",""
"8","1987","Part Time","no migration background","","","",""
"8","1987","Part Time","direct migration background","","","",""
"8","1987","Part Time","indirect migration background","","","",""
"8","1987","Not Working","no migration background","","","",""
"8","1987","Not Working","direct migration background","","","",""
"8","1987","Not Working","indirect migration background","","","",""
"1","1988","Full Time","no migration background","1932","0.591116061634966","0.573843183760153","0.608388939509778"
"1","1988","Full Time","direct migration background","1008","0.679419539952442","0.654911415717036","0.703927664187848"
"1","1988","Full Time","indirect migration background","12","","",""
"1","1988","Part Time","no migration background","827","0.599725333106058","0.573324148218424","0.626126517993691"
"1","1988","Part Time","direct migration background","329","0.679333956346531","0.637183159828307","0.721484752864756"
"1","1988","Part Time","indirect migration background","13","","",""
"1","1988","Not Working","no migration background","1554","0.537512308334633","0.518475151946893","0.556549464722373"
"1","1988","Not Working","direct migration background","614","0.688730536994252","0.656765626113772","0.720695447874733"
"1","1988","Not Working","indirect migration background","20","","",""
"2","1988","Full Time","no migration background","65","0.0224382330320818","0.0172347429904432","0.0276417230737203"
"2","1988","Full Time","direct migration background","34","0.0288374624804266","0.0200493215134022","0.0376256034474511"
"2","1988","Full Time","indirect migration background","1","","",""
"2","1988","Part Time","no migration background","38","0.0353888051754836","0.0254329798622752","0.0453446304886921"
"2","1988","Part Time","direct migration background","10","","",""
"2","1988","Part Time","indirect migration background","1","","",""
"2","1988","Not Working","no migration background","39","0.0164712226336984","0.0116114691950366","0.0213309760723602"
"2","1988","Not Working","direct migration background","5","","",""
"2","1988","Not Working","indirect migration background","","","",""
"3","1988","Full Time","no migration background","923","0.313930744149795","0.297625428872241","0.33023605942735"
"3","1988","Full Time","direct migration background","249","0.180544255132959","0.160345382910707","0.200743127355212"
"3","1988","Full Time","indirect migration background","59","0.702560254678447","0.598406838288294","0.8067136710686"
"3","1988","Part Time","no migration background","354","0.276088642903696","0.251998735260441","0.30017855054695"
"3","1988","Part Time","direct migration background","94","0.159619443489198","0.126543020930347","0.192695866048049"
"3","1988","Part Time","indirect migration background","33","0.439079477197775","0.30287692760751","0.575282026788041"
"3","1988","Not Working","no migration background","500","0.164678395684456","0.150517101269792","0.17883969009912"
"3","1988","Not Working","direct migration background","125","0.129725688731191","0.106529232347644","0.152922145114738"
"3","1988","Not Working","indirect migration background","76","0.667949917668775","0.574708514686037","0.761191320651512"
"4","1988","Full Time","no migration background","153","0.0582972235502055","0.0500651515903057","0.0665292955101053"
"4","1988","Full Time","direct migration background","37","0.0476877387854967","0.0364968240771397","0.0588786534938536"
"4","1988","Full Time","indirect migration background","1","","",""
"4","1988","Part Time","no migration background","57","0.0449128862526516","0.0337526048771687","0.0560731676281346"
"4","1988","Part Time","direct migration background","20","","",""
"4","1988","Part Time","indirect migration background","4","","",""
"4","1988","Not Working","no migration background","67","0.0307761701605712","0.0241817424743584","0.0373705978467839"
"4","1988","Not Working","direct migration background","16","","",""
"4","1988","Not Working","indirect migration background","1","","",""
"5","1988","Full Time","no migration background","39","0.0142177376329515","0.0100583054820674","0.0183771697838356"
"5","1988","Full Time","direct migration background","19","","",""
"5","1988","Full Time","indirect migration background","","","",""
"5","1988","Part Time","no migration background","47","0.0438843325621114","0.0328466440200542","0.0549220211041687"
"5","1988","Part Time","direct migration background","9","","",""
"5","1988","Part Time","indirect migration background","","","",""
"5","1988","Not Working","no migration background","475","0.250561903186641","0.234016277923156","0.267107528450127"
"5","1988","Not Working","direct migration background","39","0.130923005614313","0.107635783772516","0.154210227456111"
"5","1988","Not Working","indirect migration background","1","","",""
"6","1988","Full Time","no migration background","","","",""
"6","1988","Full Time","direct migration background","46","0.0409861226237255","0.0305748601321266","0.0513973851153243"
"6","1988","Full Time","indirect migration background","1","","",""
"6","1988","Part Time","no migration background","","","",""
"6","1988","Part Time","direct migration background","9","","",""
"6","1988","Part Time","indirect migration background","","","",""
"6","1988","Not Working","no migration background","","","",""
"6","1988","Not Working","direct migration background","7","","",""
"6","1988","Not Working","indirect migration background","","","",""
"7","1988","Full Time","no migration background","","","",""
"7","1988","Full Time","direct migration background","","","",""
"7","1988","Full Time","indirect migration background","","","",""
"7","1988","Part Time","no migration background","","","",""
"7","1988","Part Time","direct migration background","","","",""
"7","1988","Part Time","indirect migration background","","","",""
"7","1988","Not Working","no migration background","","","",""
"7","1988","Not Working","direct migration background","","","",""
"7","1988","Not Working","indirect migration background","","","",""
"8","1988","Full Time","no migration background","","","",""
"8","1988","Full Time","direct migration background","","","",""
"8","1988","Full Time","indirect migration background","","","",""
"8","1988","Part Time","no migration background","","","",""
"8","1988","Part Time","direct migration background","","","",""
"8","1988","Part Time","indirect migration background","","","",""
"8","1988","Not Working","no migration background","","","",""
"8","1988","Not Working","direct migration background","","","",""
"8","1988","Not Working","indirect migration background","","","",""
"1","1989","Full Time","no migration background","1860","0.582557002917055","0.565118656977078","0.599995348857033"
"1","1989","Full Time","direct migration background","1020","0.716193762807448","0.692302930638279","0.740084594976616"
"1","1989","Full Time","indirect migration background","20","","",""
"1","1989","Part Time","no migration background","778","0.610010762579188","0.582841188621458","0.637180336536917"
"1","1989","Part Time","direct migration background","286","0.653540020545158","0.607923455294045","0.699156585796271"
"1","1989","Part Time","indirect migration background","12","","",""
"1","1989","Not Working","no migration background","1455","0.528429864155247","0.508854101186643","0.548005627123851"
"1","1989","Not Working","direct migration background","609","0.685842878214339","0.653717616218199","0.717968140210479"
"1","1989","Not Working","indirect migration background","17","","",""
"2","1989","Full Time","no migration background","77","0.0281182460635994","0.0222725219751667","0.0339639701520321"
"2","1989","Full Time","direct migration background","21","","",""
"2","1989","Full Time","indirect migration background","1","","",""
"2","1989","Part Time","no migration background","22","","",""
"2","1989","Part Time","direct migration background","6","","",""
"2","1989","Part Time","indirect migration background","1","","",""
"2","1989","Not Working","no migration background","31","0.0145773875332685","0.00987733204027338","0.0192774430262635"
"2","1989","Not Working","direct migration background","9","","",""
"2","1989","Not Working","indirect migration background","","","",""
"3","1989","Full Time","no migration background","920","0.30774854161408","0.291426765107365","0.324070318120796"
"3","1989","Full Time","direct migration background","222","0.158632673525293","0.139273171342029","0.177992175708556"
"3","1989","Full Time","indirect migration background","72","0.60410339066747","0.506781900158775","0.701424881176164"
"3","1989","Part Time","no migration background","341","0.275956098502129","0.251056621980102","0.300855575024156"
"3","1989","Part Time","direct migration background","93","0.19818551444564","0.159970603375936","0.236400425515345"
"3","1989","Part Time","indirect migration background","39","0.554436556309276","0.421870628495242","0.68700248412331"
"3","1989","Not Working","no migration background","482","0.171962134960942","0.157164463302347","0.186759806619537"
"3","1989","Not Working","direct migration background","120","0.134894824103829","0.111252345473649","0.15853730273401"
"3","1989","Not Working","indirect migration background","88","0.73639865030689","0.652917868255231","0.819879432358548"
"4","1989","Full Time","no migration background","171","0.0662051317364372","0.0574126990151825","0.0749975644576918"
"4","1989","Full Time","direct migration background","48","0.054779791972179","0.0427216128589628","0.0668379710853953"
"4","1989","Full Time","indirect migration background","3","","",""
"4","1989","Part Time","no migration background","53","0.0497544330458376","0.0376422734216517","0.0618665926700236"
"4","1989","Part Time","direct migration background","13","","",""
"4","1989","Part Time","indirect migration background","2","","",""
"4","1989","Not Working","no migration background","66","0.0334559065208319","0.0264041207434871","0.0405076922981767"
"4","1989","Not Working","direct migration background","20","","",""
"4","1989","Not Working","indirect migration background","1","","",""
"5","1989","Full Time","no migration background","44","0.0153710776688278","0.0110207102458321","0.0197214450918236"
"5","1989","Full Time","direct migration background","15","","",""
"5","1989","Full Time","indirect migration background","","","",""
"5","1989","Part Time","no migration background","44","0.0430679527526622","0.0317594415595539","0.0543764639457704"
"5","1989","Part Time","direct migration background","11","","",""
"5","1989","Part Time","indirect migration background","","","",""
"5","1989","Not Working","no migration background","464","0.251574706829711","0.234558624048112","0.268590789611309"
"5","1989","Not Working","direct migration background","39","0.124887158950121","0.10200737979563","0.147766938104612"
"5","1989","Not Working","indirect migration background","1","","",""
"6","1989","Full Time","no migration background","","","",""
"6","1989","Full Time","direct migration background","42","0.0340600967559455","0.0244483341788231","0.0436718593330678"
"6","1989","Full Time","indirect migration background","1","","",""
"6","1989","Part Time","no migration background","","","",""
"6","1989","Part Time","direct migration background","9","","",""
"6","1989","Part Time","indirect migration background","","","",""
"6","1989","Not Working","no migration background","","","",""
"6","1989","Not Working","direct migration background","5","","",""
"6","1989","Not Working","indirect migration background","","","",""
"7","1989","Full Time","no migration background","","","",""
"7","1989","Full Time","direct migration background","","","",""
"7","1989","Full Time","indirect migration background","","","",""
"7","1989","Part Time","no migration background","","","",""
"7","1989","Part Time","direct migration background","","","",""
"7","1989","Part Time","indirect migration background","","","",""
"7","1989","Not Working","no migration background","","","",""
"7","1989","Not Working","direct migration background","","","",""
"7","1989","Not Working","indirect migration background","","","",""
"8","1989","Full Time","no migration background","","","",""
"8","1989","Full Time","direct migration background","","","",""
"8","1989","Full Time","indirect migration background","","","",""
"8","1989","Part Time","no migration background","","","",""
"8","1989","Part Time","direct migration background","","","",""
"8","1989","Part Time","indirect migration background","","","",""
"8","1989","Not Working","no migration background","","","",""
"8","1989","Not Working","direct migration background","","","",""
"8","1989","Not Working","indirect migration background","","","",""
"1","1990","Full Time","no migration background","1812","0.575142285303823","0.55743583125305","0.592848739354596"
"1","1990","Full Time","direct migration background","980","0.687591223236471","0.662701346029672","0.71248110044327"
"1","1990","Full Time","indirect migration background","20","","",""
"1","1990","Part Time","no migration background","781","0.592533419308946","0.565206560338006","0.619860278279886"
"1","1990","Part Time","direct migration background","297","0.677283128915849","0.631807256638683","0.722759001193014"
"1","1990","Part Time","indirect migration background","20","","",""
"1","1990","Not Working","no migration background","1424","0.534726688608061","0.514767036464191","0.554686340751931"
"1","1990","Not Working","direct migration background","607","0.710083295967428","0.6786030647964","0.741563527138456"
"1","1990","Not Working","indirect migration background","15","","",""
"2","1990","Full Time","no migration background","56","0.0192253566125177","0.0143067282496737","0.0241439849753617"
"2","1990","Full Time","direct migration background","30","0.0299908999371407","0.0208312551532898","0.0391505447209916"
"2","1990","Full Time","indirect migration background","1","","",""
"2","1990","Part Time","no migration background","29","","",""
"2","1990","Part Time","direct migration background","8","","",""
"2","1990","Part Time","indirect migration background","","","",""
"2","1990","Not Working","no migration background","31","0.0145165314032963","0.00973035096178137","0.0193027118448113"
"2","1990","Not Working","direct migration background","14","","",""
"2","1990","Not Working","indirect migration background","","","",""
"3","1990","Full Time","no migration background","910","0.320455923799597","0.303740585887947","0.337171261711247"
"3","1990","Full Time","direct migration background","210","0.158496083758012","0.138883567471566","0.178108600044458"
"3","1990","Full Time","indirect migration background","72","0.662560476782025","0.568464086991695","0.756656866572355"
"3","1990","Part Time","no migration background","337","0.279267028159329","0.254316237060919","0.30421781925774"
