"pgfamstd","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Married, but separated","1994","Couple + C. LE and GT 16","direct migration background","3","","","","2"
"Single","1994","1-pers.-HH","no migration background","442","0.35821701617176","0.330894359574427","0.385539672769093","3"
"Single","1994","1-pers.-HH","direct migration background","58","0.286151380711603","0.216554212615426","0.355748548807779","3"
"Single","1994","1-pers.-HH","indirect migration background","26","","","","3"
"Single","1994","(Married) couple without C. ","no migration background","402","0.109264610642188","0.0977380388543483","0.120791182430027","3"
"Single","1994","(Married) couple without C. ","direct migration background","22","","","","3"
"Single","1994","(Married) couple without C. ","indirect migration background","16","","","","3"
"Single","1994","Single parent ","no migration background","218","0.433002527645561","0.387966778461561","0.47803827682956","3"
"Single","1994","Single parent ","direct migration background","24","","","","3"
"Single","1994","Single parent ","indirect migration background","21","","","","3"
"Single","1994","Couple + C. LE 16 ","no migration background","92","0.0322483081395357","0.0251952899021658","0.0393013263769057","3"
"Single","1994","Couple + C. LE 16 ","direct migration background","8","","","","3"
"Single","1994","Couple + C. GT 16 ","direct migration background","83","0.154442753477595","0.122181603233202","0.186703903721987","3"
"Single","1994","Couple + C. GT 16 ","indirect migration background","169","0.970352670745606","0.945365386978903","0.995339954512309","3"
"Single","1994","Couple + C. LE and GT 16","no migration background","268","0.363701920274098","0.329134678553696","0.3982691619945","3"
"Single","1994","Couple + C. LE and GT 16","direct migration background","55","0.214051944651607","0.168020491832155","0.260083397471059","3"
"Single","1994","Couple + C. LE and GT 16","indirect migration background","120","0.914785335116202","0.866790646099155","0.96278002413325","3"
"Single","1994","Couple + C. LE 16 ","indirect migration background","2","","","","3"
"Single","1994","Couple + C. GT 16 ","no migration background","691","0.353874543321932","0.33180908709192","0.375939999551944","3"
"Widowed","1994","1-pers.-HH","no migration background","466","0.426707831859921","0.398523416524178","0.454892247195664","5"
"Widowed","1994","1-pers.-HH","direct migration background","50","0.375247948146034","0.300688344199728","0.44980755209234","5"
"Widowed","1994","1-pers.-HH","indirect migration background","1","","","","5"
"Widowed","1994","(Married) couple without C. ","no migration background","61","0.0226383877267575","0.017142517996365","0.02813425745715","5"
"Widowed","1994","(Married) couple without C. ","direct migration background","7","","","","5"
"Widowed","1994","(Married) couple without C. ","indirect migration background","","","","","5"
"Widowed","1994","Couple + C. LE 16 ","no migration background","6","","","","5"
"Widowed","1994","Single parent ","no migration background","91","0.21227885497789","0.175111536030479","0.2494461739253","5"
"Widowed","1994","Single parent ","direct migration background","22","","","","5"
"Widowed","1994","Single parent ","indirect migration background","","","","","5"
"Widowed","1994","Couple + C. LE 16 ","direct migration background","1","","","","5"
"Widowed","1994","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Widowed","1994","Couple + C. GT 16 ","no migration background","5","","","","5"
"Widowed","1994","Couple + C. GT 16 ","direct migration background","1","","","","5"
"Widowed","1994","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Widowed","1994","Couple + C. LE and GT 16","no migration background","3","","","","5"
"Widowed","1994","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Widowed","1994","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Divorced","1995","1-pers.-HH","no migration background","209","0.16927875351344","0.148035066166459","0.190522440860421","4"
"Divorced","1995","1-pers.-HH","direct migration background","34","0.159407662590825","0.107494352923741","0.211320972257908","4"
"Divorced","1995","(Married) couple without C. ","direct migration background","14","","","","4"
"Divorced","1995","(Married) couple without C. ","indirect migration background","2","","","","4"
"Divorced","1995","1-pers.-HH","indirect migration background","4","","","","4"
"Divorced","1995","(Married) couple without C. ","no migration background","90","0.0308936828553014","0.0245411603072465","0.0372462054033562","4"
"Divorced","1995","Single parent ","no migration background","126","0.264511333060999","0.224970639988559","0.304052026133439","4"
"Divorced","1995","Single parent ","direct migration background","25","","","","4"
"Divorced","1995","Single parent ","indirect migration background","1","","","","4"
"Divorced","1995","Couple + C. LE 16 ","no migration background","57","0.0199800086531904","0.0143320501904018","0.0256279671159789","4"
"Divorced","1995","Couple + C. LE 16 ","direct migration background","4","","","","4"
"Divorced","1995","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Divorced","1995","Couple + C. GT 16 ","direct migration background","5","","","","4"
"Divorced","1995","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Divorced","1995","Couple + C. LE and GT 16","no migration background","20","","","","4"
"Divorced","1995","Couple + C. GT 16 ","no migration background","31","0.0116059464902582","0.00660785565743858","0.0166040373230778","4"
"Divorced","1995","Couple + C. LE and GT 16","direct migration background","1","","","","4"
"Divorced","1995","Couple + C. LE and GT 16","indirect migration background","2","","","","4"
"Married","1995","1-pers.-HH","no migration background","1","","","","1"
"Married","1995","1-pers.-HH","direct migration background","","","","","1"
"Married","1995","1-pers.-HH","indirect migration background","","","","","1"
"Married","1995","(Married) couple without C. ","no migration background","2268","0.834418813585062","0.820772253245639","0.848065373924485","1"
"Married","1995","(Married) couple without C. ","direct migration background","547","0.884861535598555","0.859469260154413","0.910253811042698","1"
"Married","1995","(Married) couple without C. ","indirect migration background","45","0.730491765164383","0.622625635841732","0.838357894487034","1"
"Married","1995","Single parent ","no migration background","5","","","","1"
"Married","1995","Single parent ","direct migration background","2","","","","1"
"Married","1995","Single parent ","indirect migration background","","","","","1"
"Married","1995","Couple + C. LE 16 ","no migration background","2175","0.93637773552927","0.926526146387961","0.946229324670579","1"
"Married","1995","Couple + C. LE 16 ","direct migration background","727","0.965755025861109","0.952678704237628","0.97883134748459","1"
"Married","1995","Couple + C. LE 16 ","indirect migration background","52","0.881354240883327","0.795893214326772","0.966815267439882","1"
"Married","1995","Couple + C. GT 16 ","no migration background","1051","0.628908911083897","0.606364809244283","0.651453012923512","1"
"Married","1995","Couple + C. GT 16 ","direct migration background","441","0.745625963406625","0.709810479352951","0.7814414474603","1"
"Married","1995","Couple + C. GT 16 ","indirect migration background","6","","","","1"
"Married","1995","Couple + C. LE and GT 16","indirect migration background","7","","","","1"
"Married","1995","Couple + C. LE and GT 16","direct migration background","271","0.723561555788049","0.676906608796142","0.770216502779956","1"
"Married","1995","Couple + C. LE and GT 16","no migration background","451","0.609146759126611","0.574524639731718","0.643768878521503","1"
"Married, but separated","1995","1-pers.-HH","no migration background","56","0.0378054189393216","0.0270007989544114","0.0486100389242318","2"
"Married, but separated","1995","1-pers.-HH","direct migration background","26","","","","2"
"Married, but separated","1995","(Married) couple without C. ","direct migration background","5","","","","2"
"Married, but separated","1995","(Married) couple without C. ","indirect migration background","1","","","","2"
"Married, but separated","1995","Single parent ","no migration background","41","0.0820501547716802","0.0574474235839957","0.106652885959365","2"
"Married, but separated","1995","Couple + C. LE 16 ","no migration background","31","0.0105905269458024","0.00645888186410335","0.0147221720275015","2"
"Married, but separated","1995","Couple + C. LE 16 ","direct migration background","5","","","","2"
"Married, but separated","1995","Couple + C. GT 16 ","direct migration background","2","","","","2"
"Married, but separated","1995","Couple + C. GT 16 ","indirect migration background","2","","","","2"
"Married, but separated","1995","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Married, but separated","1995","1-pers.-HH","indirect migration background","","","","","2"
"Married, but separated","1995","(Married) couple without C. ","no migration background","20","","","","2"
"Married, but separated","1995","Single parent ","direct migration background","11","","","","2"
"Married, but separated","1995","Single parent ","indirect migration background","","","","","2"
"Married, but separated","1995","Couple + C. LE 16 ","indirect migration background","","","","","2"
"Married, but separated","1995","Couple + C. GT 16 ","no migration background","9","","","","2"
"Married, but separated","1995","Couple + C. LE and GT 16","no migration background","5","","","","2"
"Married, but separated","1995","Couple + C. LE and GT 16","direct migration background","2","","","","2"
"Single","1995","1-pers.-HH","direct migration background","74","0.387793983895932","0.318693555860193","0.45689441193167","3"
"Single","1995","1-pers.-HH","indirect migration background","30","0.666657107747276","0.510482319638945","0.822831895855607","3"
"Single","1995","1-pers.-HH","no migration background","461","0.356256583880111","0.329127266546475","0.383385901213748","3"
"Single","1995","(Married) couple without C. ","no migration background","415","0.106629825581573","0.0952984995618093","0.117961151601337","3"
"Single","1995","(Married) couple without C. ","direct migration background","34","0.0502844130081591","0.0328997122024343","0.0676691138138838","3"
"Single","1995","(Married) couple without C. ","indirect migration background","17","","","","3"
"Single","1995","Single parent ","no migration background","219","0.441287720018304","0.396774483534658","0.48580095650195","3"
"Single","1995","Single parent ","direct migration background","32","0.350584716822739","0.25659329135867","0.444576142286808","3"
"Single","1995","Single parent ","indirect migration background","28","","","","3"
"Single","1995","Couple + C. LE 16 ","no migration background","89","0.0321421936027213","0.0250231815927051","0.0392612056127375","3"
"Single","1995","Couple + C. GT 16 ","direct migration background","118","0.231522518625049","0.196833971117544","0.266211066132555","3"
"Single","1995","Couple + C. GT 16 ","indirect migration background","164","0.975087414812577","0.951794971804892","0.998379857820262","3"
"Single","1995","Couple + C. LE and GT 16","direct migration background","79","0.266752562580945","0.220616522535888","0.312888602626002","3"
"Single","1995","Couple + C. LE and GT 16","indirect migration background","122","0.920002343659009","0.873545944778191","0.966458742539827","3"
"Single","1995","Couple + C. LE 16 ","direct migration background","6","","","","3"
"Single","1995","Couple + C. LE 16 ","indirect migration background","3","","","","3"
"Single","1995","Couple + C. GT 16 ","no migration background","669","0.351084416531265","0.328810392751483","0.373358440311048","3"
"Single","1995","Couple + C. LE and GT 16","no migration background","283","0.364212675134328","0.330068291079256","0.3983570591894","3"
"Widowed","1995","1-pers.-HH","direct migration background","57","0.334789392527689","0.267863089572189","0.401715695483189","5"
"Widowed","1995","1-pers.-HH","no migration background","470","0.43610431160423","0.408011475014836","0.464197148193623","5"
"Widowed","1995","1-pers.-HH","indirect migration background","1","","","","5"
"Widowed","1995","(Married) couple without C. ","no migration background","57","0.0216806053227445","0.0163337098459525","0.0270275007995364","5"
"Widowed","1995","(Married) couple without C. ","direct migration background","7","","","","5"
"Widowed","1995","(Married) couple without C. ","indirect migration background","","","","","5"
"Widowed","1995","Couple + C. GT 16 ","no migration background","4","","","","5"
"Widowed","1995","Couple + C. GT 16 ","direct migration background","2","","","","5"
"Widowed","1995","Single parent ","no migration background","87","0.200096682322685","0.164231517112933","0.235961847532438","5"
"Widowed","1995","Single parent ","direct migration background","29","","","","5"
"Widowed","1995","Single parent ","indirect migration background","","","","","5"
"Widowed","1995","Couple + C. LE 16 ","no migration background","6","","","","5"
"Widowed","1995","Couple + C. LE 16 ","direct migration background","1","","","","5"
"Widowed","1995","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Widowed","1995","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Widowed","1995","Couple + C. LE and GT 16","no migration background","4","","","","5"
"Widowed","1995","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Widowed","1995","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Divorced","1996","1-pers.-HH","direct migration background","32","0.145291661608853","0.0939537592903127","0.196629563927394","4"
"Divorced","1996","1-pers.-HH","no migration background","213","0.169042513178035","0.148122886710064","0.189962139646006","4"
"Divorced","1996","1-pers.-HH","indirect migration background","4","","","","4"
"Divorced","1996","(Married) couple without C. ","no migration background","103","0.0326503842452936","0.0261788131966139","0.0391219552939734","4"
"Divorced","1996","(Married) couple without C. ","direct migration background","12","","","","4"
"Divorced","1996","(Married) couple without C. ","indirect migration background","2","","","","4"
"Divorced","1996","Single parent ","no migration background","119","0.272984091613926","0.23353920813388","0.312428975093972","4"
"Divorced","1996","Single parent ","direct migration background","29","","","","4"
"Divorced","1996","Single parent ","indirect migration background","3","","","","4"
"Divorced","1996","Couple + C. LE 16 ","no migration background","46","0.0178968524195574","0.012433381062007","0.0233603237771077","4"
"Divorced","1996","Couple + C. LE 16 ","direct migration background","7","","","","4"
"Divorced","1996","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Divorced","1996","Couple + C. GT 16 ","direct migration background","1","","","","4"
"Divorced","1996","Couple + C. GT 16 ","indirect migration background","1","","","","4"
"Divorced","1996","Couple + C. LE and GT 16","no migration background","20","","","","4"
"Divorced","1996","Couple + C. GT 16 ","no migration background","31","0.0137436957989907","0.00818141773174038","0.0193059738662409","4"
"Divorced","1996","Couple + C. LE and GT 16","direct migration background","1","","","","4"
"Divorced","1996","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Married","1996","1-pers.-HH","no migration background","","","","","1"
"Married","1996","1-pers.-HH","direct migration background","","","","","1"
"Married","1996","1-pers.-HH","indirect migration background","","","","","1"
"Married","1996","(Married) couple without C. ","no migration background","2248","0.821965824891911","0.808035783326036","0.835895866457786","1"
"Married","1996","(Married) couple without C. ","direct migration background","540","0.892176081546475","0.867358737060567","0.916993426032383","1"
"Married","1996","(Married) couple without C. ","indirect migration background","47","0.722885374505692","0.619503051723801","0.826267697287584","1"
"Married","1996","Single parent ","no migration background","4","","","","1"
"Married","1996","Single parent ","direct migration background","2","","","","1"
"Married","1996","Single parent ","indirect migration background","","","","","1"
"Married","1996","Couple + C. LE 16 ","no migration background","2101","0.942222290823246","0.932607083848092","0.951837497798401","1"
"Married","1996","Couple + C. GT 16 ","no migration background","1005","0.628581479026417","0.605497078474638","0.651665879578196","1"
"Married","1996","Couple + C. GT 16 ","direct migration background","408","0.748599589348447","0.711022694094967","0.786176484601928","1"
"Married","1996","Couple + C. GT 16 ","indirect migration background","7","","","","1"
"Married","1996","Couple + C. LE and GT 16","direct migration background","253","0.734310129855544","0.685915144829533","0.782705114881555","1"
"Married","1996","Couple + C. LE 16 ","direct migration background","659","0.959854094703389","0.945056266470867","0.974651922935911","1"
"Married","1996","Couple + C. LE 16 ","indirect migration background","64","0.912406771281776","0.845702589252981","0.979110953310572","1"
"Married","1996","Couple + C. LE and GT 16","no migration background","496","0.62883536367248","0.595357720847703","0.662313006497257","1"
"Married","1996","Couple + C. LE and GT 16","indirect migration background","10","","","","1"
"Married, but separated","1996","1-pers.-HH","no migration background","70","0.0471397839085255","0.0353100508782892","0.0589695169387617","2"
"Married, but separated","1996","1-pers.-HH","direct migration background","21","","","","2"
"Married, but separated","1996","1-pers.-HH","indirect migration background","","","","","2"
"Married, but separated","1996","(Married) couple without C. ","no migration background","26","","","","2"
"Married, but separated","1996","(Married) couple without C. ","direct migration background","11","","","","2"
"Married, but separated","1996","(Married) couple without C. ","indirect migration background","1","","","","2"
"Married, but separated","1996","Single parent ","no migration background","54","0.112730730796179","0.0847280936997893","0.140733367892569","2"
"Married, but separated","1996","Couple + C. LE 16 ","no migration background","25","","","","2"
"Married, but separated","1996","Couple + C. LE 16 ","direct migration background","5","","","","2"
"Married, but separated","1996","Couple + C. GT 16 ","direct migration background","5","","","","2"
"Married, but separated","1996","Couple + C. GT 16 ","indirect migration background","3","","","","2"
"Married, but separated","1996","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Married, but separated","1996","Single parent ","direct migration background","23","","","","2"
"Married, but separated","1996","Single parent ","indirect migration background","1","","","","2"
"Married, but separated","1996","Couple + C. LE 16 ","indirect migration background","1","","","","2"
"Married, but separated","1996","Couple + C. GT 16 ","no migration background","7","","","","2"
"Married, but separated","1996","Couple + C. LE and GT 16","no migration background","2","","","","2"
"Married, but separated","1996","Couple + C. LE and GT 16","direct migration background","2","","","","2"
"Single","1996","1-pers.-HH","no migration background","488","0.370967254268533","0.344004083167606","0.397930425369461","3"
"Single","1996","1-pers.-HH","direct migration background","69","0.379163339677544","0.308481043330775","0.449845636024313","3"
"Single","1996","1-pers.-HH","indirect migration background","38","0.704682842815179","0.568332871273466","0.841032814356891","3"
"Single","1996","(Married) couple without C. ","no migration background","457","0.112153561168909","0.1006627865613","0.123644335776518","3"
"Single","1996","(Married) couple without C. ","direct migration background","30","0.0329076535451783","0.0186333510087372","0.0471819560816194","3"
"Single","1996","(Married) couple without C. ","indirect migration background","22","","","","3"
"Single","1996","Single parent ","no migration background","228","0.435555003432607","0.391653199245232","0.479456807619981","3"
"Single","1996","Single parent ","direct migration background","40","0.339428806882609","0.256419411882051","0.422438201883166","3"
"Single","1996","Single parent ","indirect migration background","32","0.90699917228878","0.812125940905579","1.00187240367198","3"
"Single","1996","Couple + C. LE 16 ","no migration background","86","0.0319592111679562","0.0247107361769198","0.0392076861589925","3"
"Single","1996","Couple + C. GT 16 ","direct migration background","97","0.23330278841492","0.196668731386201","0.26993684544364","3"
"Single","1996","Couple + C. GT 16 ","indirect migration background","168","0.949109364797958","0.916913607814409","0.981305121781506","3"
"Single","1996","Couple + C. LE and GT 16","direct migration background","64","0.253569895029605","0.205903037599431","0.301236752459779","3"
"Single","1996","Couple + C. LE and GT 16","indirect migration background","122","0.938516855616007","0.897537964812976","0.979495746419037","3"
"Single","1996","Couple + C. LE 16 ","direct migration background","4","","","","3"
"Single","1996","Couple + C. LE 16 ","indirect migration background","4","","","","3"
"Single","1996","Couple + C. GT 16 ","no migration background","635","0.349704428610292","0.326921371577332","0.372487485643251","3"
"Single","1996","Couple + C. LE and GT 16","no migration background","279","0.346898504353864","0.313915162927547","0.379881845780182","3"
"Widowed","1996","1-pers.-HH","no migration background","462","0.412850448644906","0.385369146954151","0.440331750335661","5"
"Widowed","1996","1-pers.-HH","direct migration background","59","0.351527057874963","0.28197113567094","0.421082980078986","5"
"Widowed","1996","1-pers.-HH","indirect migration background","1","","","","5"
"Widowed","1996","(Married) couple without C. ","no migration background","63","0.0247117824425578","0.0190586082442364","0.0303649566408792","5"
"Widowed","1996","(Married) couple without C. ","direct migration background","7","","","","5"
"Widowed","1996","(Married) couple without C. ","indirect migration background","","","","","5"
"Widowed","1996","Couple + C. GT 16 ","no migration background","5","","","","5"
"Widowed","1996","Couple + C. GT 16 ","direct migration background","1","","","","5"
"Widowed","1996","Single parent ","no migration background","85","0.174031915730173","0.140462318188481","0.207601513271865","5"
"Widowed","1996","Single parent ","direct migration background","31","0.269917444464614","0.192096849458898","0.347738039470329","5"
"Widowed","1996","Single parent ","indirect migration background","","","","","5"
"Widowed","1996","Couple + C. LE 16 ","no migration background","4","","","","5"
"Widowed","1996","Couple + C. LE 16 ","direct migration background","1","","","","5"
"Widowed","1996","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Widowed","1996","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Widowed","1996","Couple + C. LE and GT 16","no migration background","3","","","","5"
"Widowed","1996","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Widowed","1996","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Divorced","1997","1-pers.-HH","no migration background","202","0.158481202251953","0.137870384339689","0.179092020164217","4"
"Divorced","1997","1-pers.-HH","direct migration background","28","","","","4"
"Divorced","1997","1-pers.-HH","indirect migration background","4","","","","4"
"Divorced","1997","(Married) couple without C. ","no migration background","118","0.0405376599140054","0.033386914946799","0.0476884048812118","4"
"Divorced","1997","(Married) couple without C. ","direct migration background","13","","","","4"
"Divorced","1997","(Married) couple without C. ","indirect migration background","3","","","","4"
"Divorced","1997","Single parent ","no migration background","131","0.315422691884973","0.274152040170219","0.356693343599726","4"
"Divorced","1997","Single parent ","direct migration background","28","","","","4"
"Divorced","1997","Single parent ","indirect migration background","3","","","","4"
"Divorced","1997","Couple + C. LE 16 ","no migration background","53","0.0201916201821305","0.0142308983166908","0.0261523420475702","4"
"Divorced","1997","Couple + C. LE 16 ","direct migration background","7","","","","4"
"Divorced","1997","Couple + C. LE 16 ","indirect migration background","1","","","","4"
"Divorced","1997","Couple + C. GT 16 ","no migration background","28","","","","4"
"Divorced","1997","Couple + C. GT 16 ","direct migration background","4","","","","4"
"Divorced","1997","Couple + C. GT 16 ","indirect migration background","2","","","","4"
"Divorced","1997","Couple + C. LE and GT 16","no migration background","17","","","","4"
"Divorced","1997","Couple + C. LE and GT 16","direct migration background","","","","","4"
"Divorced","1997","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Married","1997","1-pers.-HH","no migration background","1","","","","1"
"Married","1997","1-pers.-HH","direct migration background","","","","","1"
"Married","1997","1-pers.-HH","indirect migration background","","","","","1"
"Married","1997","(Married) couple without C. ","no migration background","2244","0.815015780981475","0.800937217793522","0.829094344169428","1"
"Married","1997","(Married) couple without C. ","direct migration background","559","0.895108549875631","0.870989502877944","0.919227596873318","1"
"Married","1997","(Married) couple without C. ","indirect migration background","44","0.763169574363423","0.663576682596228","0.862762466130618","1"
"Married","1997","Single parent ","no migration background","2","","","","1"
"Married","1997","Single parent ","direct migration background","2","","","","1"
"Married","1997","Single parent ","indirect migration background","","","","","1"
"Married","1997","Couple + C. LE 16 ","no migration background","1955","0.930658146324676","0.919892613884994","0.941423678764358","1"
"Married","1997","Couple + C. LE 16 ","direct migration background","610","0.976737476645812","0.964957617293226","0.988517335998399","1"
"Married","1997","Couple + C. LE 16 ","indirect migration background","69","0.89660818303308","0.82815624827683","0.965060117789329","1"
"Married","1997","Couple + C. GT 16 ","no migration background","1024","0.624431545482237","0.601485383384592","0.647377707579881","1"
"Married","1997","Couple + C. GT 16 ","direct migration background","370","0.743012556390144","0.70367449544299","0.782350617337297","1"
"Married","1997","Couple + C. LE and GT 16","indirect migration background","7","","","","1"
"Married","1997","Couple + C. LE and GT 16","direct migration background","234","0.744231618004473","0.693930613720488","0.794532622288458","1"
"Married","1997","Couple + C. GT 16 ","indirect migration background","8","","","","1"
"Married","1997","Couple + C. LE and GT 16","no migration background","498","0.62302114191446","0.589354372330608","0.656687911498313","1"
"Married, but separated","1997","1-pers.-HH","no migration background","71","0.0444913627474723","0.0328546691336634","0.0561280563612811","2"
"Married, but separated","1997","1-pers.-HH","direct migration background","20","","","","2"
"Married, but separated","1997","1-pers.-HH","indirect migration background","1","","","","2"
"Married, but separated","1997","(Married) couple without C. ","no migration background","26","","","","2"
"Married, but separated","1997","(Married) couple without C. ","direct migration background","11","","","","2"
"Married, but separated","1997","(Married) couple without C. ","indirect migration background","1","","","","2"
"Married, but separated","1997","Single parent ","no migration background","66","0.14042351521061","0.109567076990462","0.171279953430759","2"
"Married, but separated","1997","Single parent ","direct migration background","19","","","","2"
"Married, but separated","1997","Single parent ","indirect migration background","2","","","","2"
"Married, but separated","1997","Couple + C. LE 16 ","no migration background","27","","","","2"
"Married, but separated","1997","Couple + C. LE 16 ","direct migration background","6","","","","2"
"Married, but separated","1997","Couple + C. GT 16 ","direct migration background","6","","","","2"
"Married, but separated","1997","Couple + C. GT 16 ","indirect migration background","","","","","2"
"Married, but separated","1997","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Married, but separated","1997","Couple + C. LE 16 ","indirect migration background","2","","","","2"
"Married, but separated","1997","Couple + C. GT 16 ","no migration background","3","","","","2"
"Married, but separated","1997","Couple + C. LE and GT 16","no migration background","7","","","","2"
"Married, but separated","1997","Couple + C. LE and GT 16","direct migration background","5","","","","2"
"Single","1997","1-pers.-HH","no migration background","491","0.386827139863657","0.35934032814928","0.414313951578035","3"
"Single","1997","1-pers.-HH","direct migration background","59","0.333249896376683","0.262182354159865","0.404317438593501","3"
"Single","1997","1-pers.-HH","indirect migration background","44","0.76134913920428","0.643198378550026","0.879499899858533","3"
"Single","1997","(Married) couple without C. ","no migration background","467","0.109296862635517","0.0979838486476581","0.120609876623376","3"
"Single","1997","(Married) couple without C. ","direct migration background","31","0.0361360416393295","0.0214457504032768","0.0508263328753821","3"
"Single","1997","(Married) couple without C. ","indirect migration background","22","","","","3"
"Single","1997","Single parent ","no migration background","205","0.378704995215598","0.335624264780145","0.421785725651051","3"
"Single","1997","Single parent ","direct migration background","36","0.320502630628454","0.234459033455388","0.406546227801521","3"
"Single","1997","Single parent ","indirect migration background","29","","","","3"
"Single","1997","Couple + C. LE 16 ","no migration background","100","0.0370942779271668","0.0290850981285804","0.0451034577257532","3"
"Single","1997","Couple + C. LE 16 ","direct migration background","5","","","","3"
"Single","1997","Couple + C. LE 16 ","indirect migration background","4","","","","3"
"Single","1997","Couple + C. GT 16 ","no migration background","654","0.362315850800742","0.339540264567751","0.385091437033734","3"
"Single","1997","Couple + C. GT 16 ","direct migration background","92","0.221173769818622","0.183810402003324","0.25853713763392","3"
"Single","1997","Couple + C. GT 16 ","indirect migration background","180","0.946213133609076","0.914135383633674","0.978290883584477","3"
"Single","1997","Couple + C. LE and GT 16","direct migration background","50","0.231991038847659","0.183325905448952","0.280656172246367","3"
"Single","1997","Couple + C. LE and GT 16","indirect migration background","121","0.976321745075741","0.949981826185966","1.00266166396552","3"
"Single","1997","Couple + C. LE and GT 16","no migration background","269","0.350923750955946","0.317768997908567","0.384078504003326","3"
"Widowed","1997","1-pers.-HH","no migration background","441","0.409874958797218","0.382117982662006","0.43763193493243","5"
"Widowed","1997","1-pers.-HH","direct migration background","62","0.414373939180877","0.340104327511517","0.488643550850237","5"
"Widowed","1997","1-pers.-HH","indirect migration background","1","","","","5"
"Widowed","1997","(Married) couple without C. ","no migration background","67","0.0263395566031441","0.0205330359068325","0.0321460772994557","5"
"Widowed","1997","(Married) couple without C. ","direct migration background","6","","","","5"
"Widowed","1997","(Married) couple without C. ","indirect migration background","","","","","5"
"Widowed","1997","Single parent ","no migration background","83","0.163061299626237","0.130251325700568","0.195871273551905","5"
"Widowed","1997","Single parent ","direct migration background","28","","","","5"
"Widowed","1997","Single parent ","indirect migration background","1","","","","5"
"Widowed","1997","Couple + C. LE 16 ","no migration background","4","","","","5"
"Widowed","1997","Couple + C. GT 16 ","no migration background","2","","","","5"
"Widowed","1997","Couple + C. GT 16 ","direct migration background","2","","","","5"
"Widowed","1997","Couple + C. LE 16 ","direct migration background","1","","","","5"
"Widowed","1997","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Widowed","1997","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Widowed","1997","Couple + C. LE and GT 16","no migration background","5","","","","5"
"Widowed","1997","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Widowed","1997","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Divorced","1998","1-pers.-HH","no migration background","263","0.170345561458684","0.151186332142528","0.189504790774841","4"
"Divorced","1998","1-pers.-HH","direct migration background","29","","","","4"
"Divorced","1998","1-pers.-HH","indirect migration background","5","","","","4"
"Divorced","1998","(Married) couple without C. ","no migration background","135","0.0348798532675992","0.0287935837253113","0.0409661228098872","4"
"Divorced","1998","(Married) couple without C. ","direct migration background","16","","","","4"
"Divorced","1998","(Married) couple without C. ","indirect migration background","4","","","","4"
"Divorced","1998","Single parent ","no migration background","154","0.298580301896532","0.260845382855342","0.336315220937723","4"
"Divorced","1998","Single parent ","direct migration background","31","0.32120610892056","0.230141785575897","0.412270432265223","4"
"Divorced","1998","Single parent ","indirect migration background","3","","","","4"
"Divorced","1998","Couple + C. LE 16 ","no migration background","64","0.0220841465794154","0.016204739594066","0.0279635535647647","4"
"Divorced","1998","Couple + C. LE 16 ","direct migration background","5","","","","4"
"Divorced","1998","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Divorced","1998","Couple + C. GT 16 ","no migration background","29","","","","4"
"Divorced","1998","Couple + C. GT 16 ","direct migration background","6","","","","4"
"Divorced","1998","Couple + C. GT 16 ","indirect migration background","2","","","","4"
"Divorced","1998","Couple + C. LE and GT 16","no migration background","11","","","","4"
"Divorced","1998","Couple + C. LE and GT 16","direct migration background","1","","","","4"
"Divorced","1998","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Married","1998","1-pers.-HH","no migration background","","","","","1"
"Married","1998","1-pers.-HH","direct migration background","1","","","","1"
"Married","1998","1-pers.-HH","indirect migration background","","","","","1"
"Married","1998","(Married) couple without C. ","no migration background","2753","0.827186662707828","0.814644756262448","0.839728569153208","1"
"Married","1998","(Married) couple without C. ","direct migration background","542","0.875839790729486","0.84958459060959","0.902094990849381","1"
"Married","1998","(Married) couple without C. ","indirect migration background","50","0.685597575986447","0.585715715243742","0.785479436729152","1"
"Married","1998","Single parent ","no migration background","2","","","","1"
