"pgfamstd","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"Married, but separated","1999","Employed","Male","107","0.0255685014406688","0.0211408084697452","0.0299961944115925","2"
"Married, but separated","1999","Employed","Female","110","0.0306925063051335","0.0252764199660833","0.0361085926441837","2"
"Single","1999","Not Employed","Male","400","0.187251851712768","0.168963758283307","0.205539945142229","3"
"Single","1999","Not Employed","Female","494","0.142096560583653","0.129961400255933","0.154231720911373","3"
"Single","1999","Employed","Female","1029","0.261025114133288","0.247234150804983","0.274816077461592","3"
"Single","1999","Employed","Male","1442","0.299020226007445","0.286177647487135","0.311862804527756","3"
"Widowed","1999","Employed","Female","109","0.0357198211019782","0.0298921521337736","0.0415474900701827","5"
"Widowed","1999","Employed","Male","27","","","","5"
"Widowed","1999","Not Employed","Female","585","0.281778413157778","0.266142702770046","0.29741412354551","5"
"Widowed","1999","Not Employed","Male","128","0.10447996516348","0.0901405466726473","0.118819383654312","5"
"Divorced","2000","Employed","Female","589","0.105847911428702","0.0985422823987498","0.113153540458653","4"
"Divorced","2000","Employed","Male","475","0.0677052565000075","0.0623154807517163","0.0730950322482987","4"
"Divorced","2000","Not Employed","Male","120","0.0444346558518868","0.0373881874329211","0.0514811242708525","4"
"Divorced","2000","Not Employed","Female","285","0.0560098422218021","0.0500561457786237","0.0619635386649805","4"
"Married","2000","Employed","Male","5288","0.598804337301622","0.588289477956852","0.609319196646391","1"
"Married","2000","Not Employed","Male","2174","0.642689278660356","0.626302108797739","0.659076448522972","1"
"Married","2000","Employed","Female","4082","0.562854538903217","0.551075174847074","0.574633902959361","1"
"Married","2000","Not Employed","Female","3456","0.535217945494737","0.522303945288223","0.548131945701251","1"
"Married, but separated","2000","Not Employed","Male","53","0.0170800104441808","0.0126491960928541","0.0215108247955076","2"
"Married, but separated","2000","Not Employed","Female","96","0.0165262604144878","0.0132253065081095","0.019827214320866","2"
"Married, but separated","2000","Employed","Female","170","0.0252128700100309","0.0214900091324227","0.0289357308876391","2"
"Married, but separated","2000","Employed","Male","178","0.023201968189371","0.0199723760027406","0.0264315603760014","2"
"Single","2000","Not Employed","Male","688","0.193243068568283","0.179740893977232","0.206745243159334","3"
"Single","2000","Employed","Male","2345","0.300954615626111","0.291114820078875","0.310794411173346","3"
"Single","2000","Not Employed","Female","804","0.128178348799383","0.119522853168012","0.136833844430753","3"
"Single","2000","Employed","Female","1777","0.27170909301231","0.261145411438734","0.282272774585886","3"
"Widowed","2000","Employed","Female","194","0.0343755866457403","0.0300490543564715","0.0387021189350092","5"
"Widowed","2000","Employed","Male","61","0.00933382238288937","0.00727093120588663","0.0113967135598921","5"
"Widowed","2000","Not Employed","Female","1089","0.264067603069591","0.252653355115712","0.27548185102347","5"
"Widowed","2000","Not Employed","Male","250","0.102552986475294","0.0921786825131716","0.112927290437416","5"
"Divorced","2001","Employed","Female","579","0.112701874366577","0.104941079843546","0.120462668889609","4"
"Divorced","2001","Employed","Male","430","0.0699819318672624","0.0642135878644825","0.0757502758700424","4"
"Divorced","2001","Not Employed","Male","123","0.0471544995138787","0.0396219620602583","0.0546870369674991","4"
"Divorced","2001","Not Employed","Female","251","0.058097759814583","0.0516414224553436","0.0645540971738225","4"
"Married","2001","Not Employed","Female","2992","0.52636131799004","0.512580684836476","0.540141951143603","1"
"Married","2001","Not Employed","Male","1999","0.637613493171468","0.620531708418985","0.654695277923951","1"
"Married","2001","Employed","Female","3799","0.549401309338328","0.537190466508108","0.561612152168549","1"
"Married","2001","Employed","Male","4723","0.586654184829048","0.575519950562944","0.597788419095152","1"
"Married, but separated","2001","Not Employed","Male","57","0.0188894550997459","0.0140517747049667","0.0237271354945251","2"
"Married, but separated","2001","Not Employed","Female","89","0.0177279093565298","0.0140858395085748","0.0213699792044849","2"
"Married, but separated","2001","Employed","Male","156","0.0226400200603889","0.0192766227287483","0.0260034173920296","2"
"Married, but separated","2001","Employed","Female","159","0.0269494641588691","0.0229752744092968","0.0309236539084415","2"
"Single","2001","Not Employed","Female","742","0.129289636934607","0.120029395249357","0.138549878619857","3"
"Single","2001","Employed","Male","2153","0.312179214797643","0.301701848308483","0.322656581286802","3"
"Single","2001","Not Employed","Male","619","0.191560937918843","0.177576480905095","0.205545394932592","3"
"Single","2001","Employed","Female","1667","0.277124470224778","0.266140103260901","0.288108837188656","3"
"Widowed","2001","Employed","Female","174","0.0338228819114469","0.0293863918579452","0.0382593719649487","5"
"Widowed","2001","Employed","Male","52","0.00854464844565832","0.00646353298373604","0.0106257639075806","5"
"Widowed","2001","Not Employed","Female","969","0.26852337590424","0.256291448859163","0.280755302949318","5"
"Widowed","2001","Not Employed","Male","244","0.104781614296064","0.093897940287173","0.115665288304956","5"
"Divorced","2002","Employed","Female","596","0.112379747135399","0.104893348859304","0.119866145411494","4"
"Divorced","2002","Employed","Male","468","0.0711806330467423","0.0655356130518644","0.0768256530416203","4"
"Divorced","2002","Not Employed","Female","253","0.0636022305929514","0.0568906417507192","0.0703138194351836","4"
"Divorced","2002","Not Employed","Male","139","0.0550325344243784","0.0470990711624294","0.0629659976863274","4"
"Married","2002","Not Employed","Male","2030","0.635568185423767","0.618825163482315","0.652311207365218","1"
"Married","2002","Employed","Female","4168","0.546313019814446","0.534512144151466","0.558113895477426","1"
"Married","2002","Not Employed","Female","3016","0.522395732513209","0.508658701011283","0.536132764015135","1"
"Married","2002","Employed","Male","5094","0.581866852088021","0.571037859965272","0.592695844210769","1"
"Married, but separated","2002","Not Employed","Male","57","0.0173943035834464","0.0128461220414454","0.0219424851254475","2"
"Married, but separated","2002","Not Employed","Female","83","0.0182021043701448","0.0145256360063973","0.0218785727338924","2"
"Married, but separated","2002","Employed","Male","169","0.0228919790136763","0.0196085178108283","0.0261754402165243","2"
"Married, but separated","2002","Employed","Female","157","0.0256668344969712","0.0219183544875915","0.0294153145063509","2"
"Single","2002","Not Employed","Female","788","0.133737177218212","0.124376443333429","0.143097911102996","3"
"Single","2002","Not Employed","Male","713","0.199261713462578","0.185365327838425","0.213158099086731","3"
"Single","2002","Employed","Female","1741","0.28093883907747","0.27028504965243","0.29159262850251","3"
"Single","2002","Employed","Male","2180","0.314886937258869","0.304689820859826","0.325084053657912","3"
"Widowed","2002","Employed","Male","59","0.00917359859269178","0.00708051013947576","0.0112666870459078","5"
"Widowed","2002","Employed","Female","175","0.0347015594757141","0.0303632493000562","0.0390398696513721","5"
"Widowed","2002","Not Employed","Female","939","0.262062755305482","0.249968716683131","0.274156793927834","5"
"Widowed","2002","Not Employed","Male","235","0.0927432631058304","0.0826518748209758","0.102834651390685","5"
"Divorced","2003","Employed","Female","573","0.115194654141137","0.10745066405602","0.122938644226255","4"
"Divorced","2003","Employed","Male","453","0.0730261612654677","0.0671386393623484","0.078913683168587","4"
"Divorced","2003","Not Employed","Female","257","0.0652766537302486","0.0584079025557937","0.0721454049047035","4"
"Divorced","2003","Not Employed","Male","150","0.0583432788199817","0.050213282421972","0.0664732752179915","4"
"Married","2003","Not Employed","Male","2009","0.616772055787537","0.599908872482236","0.633635239092838","1"
"Married","2003","Employed","Male","4714","0.572474842360592","0.561279984027679","0.583669700693506","1"
"Married","2003","Not Employed","Female","2907","0.520436448382205","0.506544465688448","0.534328431075963","1"
"Married","2003","Employed","Female","3890","0.538342094981669","0.526249651532725","0.550434538430613","1"
"Married, but separated","2003","Not Employed","Female","76","0.018052383050376","0.0143501075956302","0.0217546585051218","2"
"Married, but separated","2003","Not Employed","Male","50","0.01480564860397","0.0106165237234317","0.0189947734845083","2"
"Married, but separated","2003","Employed","Male","185","0.0274199946519176","0.0237246418084902","0.031115347495345","2"
"Married, but separated","2003","Employed","Female","171","0.0256008568507846","0.0217697836161021","0.029431930085467","2"
"Single","2003","Employed","Male","2095","0.317872990739061","0.307335941775084","0.328410039703038","3"
"Single","2003","Not Employed","Male","738","0.215269972393026","0.201013880211842","0.22952606457421","3"
"Single","2003","Employed","Female","1731","0.286891449772398","0.275920066645055","0.297862832899741","3"
"Single","2003","Not Employed","Female","803","0.140055498868765","0.130405159378176","0.149705838359354","3"
"Widowed","2003","Employed","Male","55","0.00920601098296129","0.00704485065328592","0.0113671713126367","5"
"Widowed","2003","Employed","Female","164","0.0339709442540111","0.0295768065719541","0.0383650819360682","5"
"Widowed","2003","Not Employed","Female","925","0.256179015968405","0.244040564478112","0.268317467458698","5"
"Widowed","2003","Not Employed","Male","246","0.0948090443954856","0.0846478766878541","0.104970212103117","5"
"Divorced","2004","Employed","Female","578","0.119618695273919","0.111622486767488","0.127614903780351","4"
"Divorced","2004","Employed","Male","436","0.0709160574172754","0.0649626124549528","0.0768695023795979","4"
"Divorced","2004","Not Employed","Female","267","0.0676179913982316","0.0605947851848248","0.0746411976116383","4"
"Divorced","2004","Not Employed","Male","162","0.0652128957609591","0.056733550666103","0.0736922408558152","4"
"Married","2004","Not Employed","Female","2813","0.507497823276786","0.493513916695153","0.521481729858418","1"
"Married","2004","Not Employed","Male","2031","0.60258146088378","0.585775197864014","0.619387723903547","1"
"Married","2004","Employed","Male","4432","0.563188951958167","0.551685122230383","0.574692781685952","1"
"Married","2004","Employed","Female","3755","0.528625178022985","0.51632514473764","0.540925211308331","1"
"Married, but separated","2004","Not Employed","Male","50","0.0163662131802104","0.0120087870581414","0.0207236393022793","2"
"Married, but separated","2004","Not Employed","Female","83","0.0180895188143147","0.0143616827956121","0.0218173548330174","2"
"Married, but separated","2004","Employed","Male","179","0.0308846877217397","0.0268720688668359","0.0348973065766434","2"
"Married, but separated","2004","Employed","Female","155","0.0275076327743406","0.0234775043703368","0.0315377611783443","2"
"Single","2004","Employed","Male","2041","0.327445606801768","0.316561272670078","0.338329940933459","3"
"Single","2004","Not Employed","Female","848","0.14974878102564","0.139768043732421","0.15972951831886","3"
"Single","2004","Not Employed","Male","783","0.228205418177863","0.213792462531268","0.242618373824457","3"
"Single","2004","Employed","Female","1674","0.289192560698494","0.278020874856775","0.300364246540212","3"
"Widowed","2004","Employed","Female","165","0.0350559332302609","0.0305240260080666","0.0395878404524553","5"
"Widowed","2004","Employed","Male","53","0.00756469610104958","0.00555506927299018","0.00957432292910897","5"
"Widowed","2004","Not Employed","Female","899","0.257045885485028","0.244822439173801","0.269269331796254","5"
"Widowed","2004","Not Employed","Male","231","0.0876340119971876","0.0779230981198726","0.0973449258745025","5"
"Divorced","2005","Employed","Female","578","0.12236594273524","0.114150264299917","0.130581621170562","4"
"Divorced","2005","Employed","Male","426","0.0735603857432261","0.0673262305517178","0.0797945409347343","4"
"Divorced","2005","Not Employed","Female","259","0.0716646486389041","0.0642874924351373","0.0790418048426709","4"
"Divorced","2005","Not Employed","Male","158","0.0645323737753535","0.0560008146118396","0.0730639329388673","4"
"Married","2005","Not Employed","Male","1972","0.594179399025017","0.577128352272052","0.611230445777981","1"
"Married","2005","Not Employed","Female","2628","0.496101690462565","0.48180153196502","0.510401848960111","1"
"Married","2005","Employed","Female","3573","0.520254870455447","0.507730099782054","0.532779641128841","1"
"Married","2005","Employed","Male","4142","0.550067137932199","0.538186800963933","0.561947474900465","1"
"Married, but separated","2005","Employed","Male","162","0.0285064554849238","0.0245323570371998","0.0324805539326479","2"
"Married, but separated","2005","Not Employed","Female","79","0.016373495151701","0.012743802468038","0.020003187835364","2"
"Married, but separated","2005","Not Employed","Male","53","0.0178882370317577","0.0132857832908419","0.0224906907726736","2"
"Married, but separated","2005","Employed","Female","174","0.0314705051327321","0.0270936245199828","0.0358473857454814","2"
"Single","2005","Employed","Female","1638","0.295100274937045","0.283666098328899","0.306534451545191","3"
"Single","2005","Not Employed","Female","840","0.158190052452003","0.147752932887426","0.168627172016581","3"
"Single","2005","Employed","Male","1957","0.341512322726045","0.330187691534659","0.352836953917432","3"
"Single","2005","Not Employed","Male","770","0.236802403532629","0.222040690603719","0.251564116461538","3"
"Widowed","2005","Employed","Female","149","0.0308084067395363","0.0264763328341441","0.0351404806449284","5"
"Widowed","2005","Employed","Male","49","0.00635369811360532","0.004456222294353","0.00825117393285764","5"
"Widowed","2005","Not Employed","Female","890","0.257670113294826","0.245161345112885","0.270178881476767","5"
"Widowed","2005","Not Employed","Male","233","0.0865975866352437","0.0768317562492661","0.0963634170212213","5"
"Divorced","2006","Employed","Female","624","0.120483452845526","0.112520644060995","0.128446261630056","4"
"Divorced","2006","Employed","Male","478","0.080172334817463","0.0738225425478142","0.0865221270871118","4"
"Divorced","2006","Not Employed","Female","303","0.0746875882998833","0.0675533483599891","0.0818218282397775","4"
"Divorced","2006","Not Employed","Male","191","0.0694678550067983","0.0611935419564592","0.0777421680571375","4"
"Married","2006","Employed","Male","4345","0.549463773867933","0.537829791290408","0.561097756445459","1"
"Married","2006","Not Employed","Male","2225","0.571524537920433","0.555419760322168","0.587629315518698","1"
"Married","2006","Not Employed","Female","2919","0.496824908116835","0.483256136040597","0.510393680193073","1"
"Married","2006","Employed","Female","3754","0.514707676945121","0.50248229009406","0.526933063796182","1"
"Married, but separated","2006","Not Employed","Female","94","0.0217265572771281","0.0177701144983823","0.0256830000558739","2"
"Married, but separated","2006","Employed","Male","167","0.0283036777202211","0.0244259194474245","0.0321814359930176","2"
"Married, but separated","2006","Employed","Female","176","0.0316262653016157","0.0273454545116827","0.0359070760915487","2"
"Married, but separated","2006","Not Employed","Male","58","0.0176239961896453","0.0133418116306906","0.0219061807486","2"
"Single","2006","Not Employed","Male","874","0.247431908583765","0.233388418044725","0.261475399122804","3"
"Single","2006","Employed","Female","1698","0.304243532558809","0.292989196466477","0.315497868651141","3"
"Single","2006","Employed","Male","1985","0.334914735780703","0.323879037728034","0.345950433833371","3"
"Single","2006","Not Employed","Female","917","0.156139358355048","0.146288572897564","0.165990143812532","3"
"Widowed","2006","Employed","Female","168","0.0289390723489287","0.0248384845069665","0.033039660190891","5"
"Widowed","2006","Employed","Male","51","0.00714547781367996","0.00517599377742821","0.00911496184993171","5"
"Widowed","2006","Not Employed","Female","983","0.250621587951105","0.23886072667654","0.26238244922567","5"
"Widowed","2006","Not Employed","Male","279","0.0939517022993592","0.0844565417085449","0.103446862890173","5"
"Divorced","2007","Employed","Female","585","0.117041439412844","0.10894497995251","0.125137898873177","4"
"Divorced","2007","Employed","Male","451","0.0810237642186742","0.0743998309455731","0.0876476974917754","4"
"Divorced","2007","Not Employed","Male","182","0.0688404377037608","0.0603847217645296","0.077296153642992","4"
"Divorced","2007","Not Employed","Female","313","0.081512768530584","0.0738184755468208","0.0892070615143472","4"
"Married","2007","Not Employed","Female","2673","0.493670540549988","0.479611537023317","0.507729544076659","1"
"Married","2007","Employed","Male","4002","0.540856038476904","0.528759172183399","0.55295290477041","1"
"Married","2007","Not Employed","Male","2095","0.571858402237795","0.555332906913205","0.588383897562385","1"
"Married","2007","Employed","Female","3518","0.50791808831597","0.495326784646197","0.520509391985743","1"
"Married, but separated","2007","Employed","Female","186","0.0381523341026688","0.0333276502365604","0.0429770179687772","2"
"Married, but separated","2007","Employed","Male","140","0.0251163744284065","0.0213178715236525","0.0289148773331606","2"
"Married, but separated","2007","Not Employed","Female","78","0.0175449903553519","0.0138530707235114","0.0212369099871923","2"
"Married, but separated","2007","Not Employed","Male","57","0.0189601062839152","0.0144051916977341","0.0235150208700964","2"
"Single","2007","Employed","Male","1886","0.347290713941704","0.335733209161447","0.358848218721962","3"
"Single","2007","Not Employed","Male","846","0.250195079705685","0.235729693108269","0.264660466303101","3"
"Single","2007","Employed","Female","1607","0.304162224944762","0.292575470669747","0.315748979219777","3"
"Single","2007","Not Employed","Female","888","0.164309780192948","0.153889636619396","0.174729923766501","3"
"Widowed","2007","Employed","Female","160","0.0327259132237555","0.0282449041677477","0.0372069222797633","5"
"Widowed","2007","Employed","Male","40","0.00571310893431074","0.00388353607213526","0.00754268179648622","5"
"Widowed","2007","Not Employed","Female","906","0.242961920371128","0.230901920468815","0.25502192027344","5"
"Widowed","2007","Not Employed","Male","264","0.0901459740688437","0.0805811816728173","0.09971076646487","5"
"Divorced","2008","Employed","Female","572","0.11287475493957","0.104687115706031","0.121062394173109","4"
"Divorced","2008","Employed","Male","442","0.0850968710223815","0.0781306642782284","0.0920630777665346","4"
"Divorced","2008","Not Employed","Female","300","0.0876550553907543","0.0794054090126904","0.0959047017688181","4"
"Divorced","2008","Not Employed","Male","158","0.0662129683006567","0.0575963586525669","0.0748295779487465","4"
"Married","2008","Employed","Female","3338","0.514958870238857","0.502027534899135","0.527890205578579","1"
"Married","2008","Not Employed","Female","2453","0.474283493658966","0.459716761818334","0.488850225499597","1"
"Married","2008","Not Employed","Male","1986","0.569643119773694","0.55248551046557","0.586800729081818","1"
"Married","2008","Employed","Male","3738","0.531335294501641","0.518876745516046","0.543793843487236","1"
"Married, but separated","2008","Employed","Male","132","0.024641978215312","0.0207714358815417","0.0285125205490822","2"
"Married, but separated","2008","Employed","Female","162","0.0321178731975713","0.0275559030008924","0.0366798433942502","2"
"Married, but separated","2008","Not Employed","Male","60","0.020184384619092","0.0153111097712232","0.0250576594669607","2"
"Married, but separated","2008","Not Employed","Female","73","0.0153709133688947","0.0117820784525557","0.0189597482852337","2"
"Single","2008","Not Employed","Female","819","0.173932840255624","0.162875115214652","0.184990565296596","3"
"Single","2008","Employed","Female","1509","0.305308549976161","0.293392473569735","0.317224626382587","3"
"Single","2008","Employed","Male","1818","0.354631805939789","0.342687948033415","0.366575663846163","3"
"Single","2008","Not Employed","Male","729","0.246489518620527","0.231555219411115","0.261423817829938","3"
"Widowed","2008","Employed","Female","157","0.0347399516478399","0.0300018476432414","0.0394780556524384","5"
"Widowed","2008","Employed","Male","33","0.00429405032087703","0.00266155809041781","0.00592654255133626","5"
"Widowed","2008","Not Employed","Female","869","0.248757697325761","0.236146811456632","0.261368583194891","5"
"Widowed","2008","Not Employed","Male","266","0.0974700086860305","0.087192039894719","0.107747977477342","5"
"Divorced","2009","Employed","Female","580","0.11913890066113","0.11055479127093","0.127723010051331","4"
"Divorced","2009","Employed","Male","431","0.0817414463029629","0.0746643741008806","0.0888185185050453","4"
"Divorced","2009","Not Employed","Female","250","0.0772597907447279","0.0690629312637588","0.0854566502256969","4"
"Divorced","2009","Not Employed","Male","153","0.0672014863416047","0.0582422534563813","0.0761607192268282","4"
"Married","2009","Employed","Male","3421","0.525680006456871","0.512781292207221","0.53857872070652","1"
"Married","2009","Not Employed","Male","1854","0.560574571953726","0.542814416906664","0.578334727000788","1"
"Married","2009","Employed","Female","3114","0.500572968928272","0.487323927660806","0.513822010195739","1"
"Married","2009","Not Employed","Female","2248","0.480675820346502","0.465337549113494","0.49601409157951","1"
"Married, but separated","2009","Employed","Female","158","0.0305132553882877","0.0259557211140245","0.0350707896625509","2"
"Married, but separated","2009","Employed","Male","140","0.0284207220952123","0.0241282581888478","0.0327131860015768","2"
"Married, but separated","2009","Not Employed","Female","59","0.0139955754753485","0.0103892425614489","0.017601908389248","2"
"Married, but separated","2009","Not Employed","Male","52","0.0199300625187881","0.0149289073648885","0.0249312176726877","2"
"Single","2009","Not Employed","Male","687","0.256421105561564","0.240795823169022","0.272046387954107","3"
"Single","2009","Employed","Female","1471","0.316303467948591","0.303980980090163","0.32862595580702","3"
"Single","2009","Not Employed","Female","686","0.167825686911712","0.156352941056833","0.179298432766592","3"
"Single","2009","Employed","Male","1731","0.359698896699631","0.347302037911008","0.372095755488254","3"
"Widowed","2009","Employed","Female","148","0.0334714070737187","0.0287053518339109","0.0382374623135264","5"
"Widowed","2009","Employed","Male","34","0.00445892844532333","0.00273787317049558","0.00617998372015108","5"
"Widowed","2009","Not Employed","Female","833","0.260243126521709","0.246773202630781","0.273713050412637","5"
"Widowed","2009","Not Employed","Male","254","0.0958727736243167","0.0853374014219119","0.106408145826722","5"
"Divorced","2010","Employed","Female","973","0.122721875538667","0.115390226928309","0.130053524149025","4"
"Divorced","2010","Employed","Male","485","0.0870455393205348","0.080821349915656","0.0932697287254136","4"
"Divorced","2010","Not Employed","Female","419","0.081389843027178","0.0742006752414154","0.0885790108129406","4"
"Divorced","2010","Not Employed","Male","159","0.0634494045678646","0.0550217921885731","0.0718770169471561","4"
"Married","2010","Employed","Male","5233","0.523558079629474","0.512530698155107","0.53458546110384","1"
"Married","2010","Not Employed","Female","3141","0.483668012274382","0.470528897957686","0.496807126591077","1"
"Married","2010","Not Employed","Male","1923","0.558410657158542","0.541242989565123","0.57557832475196","1"
"Married","2010","Employed","Female","4303","0.497588366115509","0.486416211109293","0.508760521121725","1"
"Married, but separated","2010","Employed","Female","278","0.0295949069179581","0.0258082407206288","0.0333815731152874","2"
"Married, but separated","2010","Not Employed","Male","56","0.0186889212345926","0.0140070375217985","0.0233708049473867","2"
"Married, but separated","2010","Not Employed","Female","101","0.0168296570564963","0.0134476079384874","0.0202117061745052","2"
"Married, but separated","2010","Employed","Male","158","0.0307293731503683","0.0269188521554776","0.0345398941452591","2"
"Single","2010","Not Employed","Male","835","0.261978713939528","0.246776998395683","0.277180429483373","3"
"Single","2010","Employed","Male","1957","0.353678816208857","0.343122468136202","0.364235164281512","3"
"Single","2010","Employed","Female","1973","0.318368329740363","0.307959262599782","0.328777396880943","3"
"Single","2010","Not Employed","Female","1102","0.160955851778721","0.151293703803612","0.17061799975383","3"
"Widowed","2010","Not Employed","Female","794","0.257156635863223","0.245665171236977","0.26864810048947","5"
"Widowed","2010","Employed","Female","167","0.0317265216875028","0.0278101649105211","0.0356428784644844","5"
"Widowed","2010","Employed","Male","47","0.00498819169076642","0.00343268935726886","0.00654369402426397","5"
"Widowed","2010","Not Employed","Male","241","0.0974723030994732","0.0872182387638635","0.107726367435083","5"
"Divorced","2011","Employed","Female","1189","0.118222734595853","0.111579514326295","0.12486595486541","4"
"Divorced","2011","Employed","Male","601","0.0870735360324018","0.0812820107641085","0.0928650613006951","4"
"Divorced","2011","Not Employed","Female","505","0.0807499575580753","0.0741624619588446","0.087337453157306","4"
"Divorced","2011","Not Employed","Male","210","0.0652612021951517","0.0576271746272879","0.0728952297630154","4"
"Married","2011","Employed","Female","5046","0.495971082407369","0.485683706528002","0.506258458286735","1"
"Married","2011","Not Employed","Female","3646","0.482222669560841","0.470140979649911","0.494304359471772","1"
"Married","2011","Employed","Male","6039","0.528323434905576","0.518069181310167","0.538577688500986","1"
"Married","2011","Not Employed","Male","2384","0.56137334749784","0.546035851655855","0.576710843339825","1"
"Married, but separated","2011","Not Employed","Male","68","0.0197027582412835","0.01540716194718","0.023998354535387","2"
"Married, but separated","2011","Employed","Female","333","0.0274467169123373","0.0240850815222793","0.0308083523023954","2"
"Married, but separated","2011","Employed","Male","179","0.0249459393056004","0.0217422805888841","0.0281495980223167","2"
"Married, but separated","2011","Not Employed","Female","141","0.0194610998670071","0.0161210845230822","0.0228011152109319","2"
"Single","2011","Not Employed","Female","1310","0.168628113593693","0.159575061582981","0.177681165604405","3"
"Single","2011","Not Employed","Male","1046","0.255154150807065","0.241679560347807","0.268628741266323","3"
"Single","2011","Employed","Male","2228","0.354169288417831","0.344345098202414","0.363993478633249","3"
"Single","2011","Employed","Female","2272","0.32482133611794","0.31518570129047","0.334456970945411","3"
"Widowed","2011","Not Employed","Female","969","0.248938159420383","0.238483354270575","0.259392964570192","5"
"Widowed","2011","Employed","Female","234","0.0335381299665007","0.0298337929840693","0.0372424669489321","5"
"Widowed","2011","Employed","Male","57","0.00548780133858986","0.00397027508084436","0.00700532759633536","5"
"Widowed","2011","Not Employed","Male","313","0.09850854125866","0.0892977104144742","0.107719372102846","5"
"Divorced","2012","Employed","Female","1278","0.118568922428618","0.111940622833239","0.125197222023997","4"
"Divorced","2012","Employed","Male","586","0.0863887530897828","0.0804948899950098","0.0922826161845558","4"
"Divorced","2012","Not Employed","Female","489","0.0825302307240572","0.0756934665183698","0.0893669949297446","4"
"Divorced","2012","Not Employed","Male","232","0.0701706714223144","0.0623462252328204","0.0779951176118085","4"
"Married","2012","Not Employed","Male","2443","0.568830363167063","0.553660221307915","0.584000505026211","1"
"Married","2012","Employed","Female","5005","0.500275506026659","0.490023887138797","0.510527124914521","1"
"Married","2012","Employed","Male","5701","0.53411597268795","0.523650775505653","0.544581169870247","1"
"Married","2012","Not Employed","Female","3413","0.496312746071694","0.483890321015669","0.508735171127719","1"
"Married, but separated","2012","Not Employed","Male","67","0.0192490336869426","0.015040236384047","0.0234578309898381","2"
"Married, but separated","2012","Not Employed","Female","133","0.0199564193659887","0.0164817603195708","0.0234310784124065","2"
"Married, but separated","2012","Employed","Male","187","0.0244640331175971","0.0212230528028113","0.0277050134323829","2"
"Married, but separated","2012","Employed","Female","326","0.0265808301011732","0.0232827839299584","0.0298788762723879","2"
"Single","2012","Not Employed","Male","1043","0.249389747229573","0.236136548337951","0.262642946121196","3"
"Single","2012","Not Employed","Female","1254","0.166812854747568","0.157550226624292","0.176075482870844","3"
"Single","2012","Employed","Female","2284","0.32073059334925","0.311160553734558","0.330300632963941","3"
"Single","2012","Employed","Male","2204","0.350671789257475","0.340660885810777","0.360682692704172","3"
"Widowed","2012","Employed","Male","50","0.0043594518471951","0.00297729301805677","0.00574161067633343","5"
"Widowed","2012","Not Employed","Female","934","0.234387749090692","0.22386279811046","0.244912700070925","5"
"Widowed","2012","Employed","Female","245","0.0338441480943001","0.0301365905369274","0.0375517056516728","5"
"Widowed","2012","Not Employed","Male","309","0.0923601844941069","0.0834912114041569","0.101229157584057","5"
"Divorced","2013","Employed","Female","1234","0.117345582755747","0.11060497371254","0.124086191798955","4"
"Divorced","2013","Employed","Male","576","0.0931460223738094","0.0868217845816336","0.0994702601659852","4"
"Divorced","2013","Not Employed","Female","657","0.0872706867483296","0.0811530618368023","0.0933883116598569","4"
"Divorced","2013","Not Employed","Male","308","0.0671175102877189","0.0608606871740693","0.0733743334013685","4"
"Married","2013","Employed","Male","5217","0.525187299767215","0.514321151562519","0.536053447971911","1"
"Married","2013","Not Employed","Male","3676","0.55886778545232","0.546452365538316","0.571283205366325","1"
"Married","2013","Employed","Female","4748","0.496578846587665","0.486106831625647","0.507050861549683","1"
"Married","2013","Not Employed","Female","4552","0.488611871879824","0.477776720634886","0.499447023124761","1"
"Married, but separated","2013","Not Employed","Male","102","0.0222679597362482","0.0185784163234424","0.025957503149054","2"
"Married, but separated","2013","Not Employed","Female","175","0.0196867313235902","0.0166754807397369","0.0226979819074435","2"
"Married, but separated","2013","Employed","Female","318","0.0275175386999957","0.0240913119781075","0.0309437654218838","2"
"Married, but separated","2013","Employed","Male","197","0.0240021888982683","0.0206717060644351","0.0273326717321015","2"
"Single","2013","Not Employed","Male","1753","0.275909876943629","0.264733464426949","0.287086289460309","3"
"Single","2013","Employed","Male","2076","0.35197097564539","0.34157876340111","0.362363187889669","3"
"Single","2013","Not Employed","Female","1853","0.186002270489927","0.177567983603135","0.194436557376719","3"
"Single","2013","Employed","Female","2214","0.32200757470143","0.312221334279165","0.331793815123695","3"
"Widowed","2013","Not Employed","Female","939","0.218428439558329","0.209472387377631","0.227384491739028","5"
"Widowed","2013","Not Employed","Male","305","0.0758368675800835","0.0692171875125249","0.0824565476476421","5"
"Widowed","2013","Employed","Male","47","0.00569351331531791","0.00405629098392177","0.00733073564671406","5"
"Widowed","2013","Employed","Female","243","0.0365504572551621","0.0326201064895996","0.0404808080207247","5"
"Divorced","2014","Employed","Female","1205","0.119843849075741","0.113177165349076","0.126510532802407","4"
"Divorced","2014","Employed","Male","565","0.0834414960116011","0.0776152919520974","0.0892677000711048","4"
"Divorced","2014","Not Employed","Female","464","0.0921366799490516","0.084715185055198","0.0995581748429052","4"
"Divorced","2014","Not Employed","Male","231","0.0785470374549535","0.0703041044789549","0.0867899704309521","4"
"Married","2014","Not Employed","Female","3101","0.477594292472696","0.46477693788024","0.490411647065151","1"
