"pgfamstd","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"Married","1995","no migration background","Male","3068","0.621839369556942","0.608054718840228","0.635624020273657","1"
"Married","1995","no migration background","Female","3132","0.534982161670965","0.52147997711712","0.548484346224811","1"
"Married","1995","direct migration background","Male","1092","0.718137907761209","0.694737351539427","0.741538463982992","1"
"Married","1995","direct migration background","Female","1053","0.673419007952922","0.648685290856941","0.698152725048904","1"
"Married","1995","indirect migration background","Female","71","0.243414985177017","0.190535118259081","0.296294852094953","1"
"Married","1995","indirect migration background","Male","47","0.170328075494446","0.124278627863501","0.216377523125391","1"
"Married, but separated","1995","no migration background","Female","103","0.0185211706250826","0.0148713269214084","0.0221710143287567","2"
"Married, but separated","1995","no migration background","Male","74","0.0179874858043109","0.0142094832646096","0.0217654883440123","2"
"Married, but separated","1995","direct migration background","Male","46","0.0380173485204571","0.0280706615426692","0.047964035498245","2"
"Married, but separated","1995","direct migration background","Female","27","","","","2"
"Married, but separated","1995","indirect migration background","Male","3","","","","2"
"Married, but separated","1995","indirect migration background","Female","","","","","2"
"Single","1995","no migration background","Female","1060","0.183055233185233","0.172586671781062","0.193523794589405","3"
"Single","1995","no migration background","Male","1266","0.260915099120018","0.2484322053835","0.273397992856536","3"
"Single","1995","direct migration background","Male","224","0.17386204464041","0.154149958065308","0.193574131215512","3"
"Single","1995","direct migration background","Female","150","0.129481128797597","0.111774185959931","0.147188071635263","3"
"Single","1995","indirect migration background","Male","201","0.783151795767399","0.732670673954122","0.833632917580677","3"
"Single","1995","indirect migration background","Female","177","0.681405275955327","0.623992325460941","0.738818226449714","3"
"Widowed","1995","no migration background","Male","121","0.039745800851204","0.0341924228456662","0.0452991788567418","5"
"Widowed","1995","no migration background","Female","586","0.18549636314484","0.174973987636817","0.196018738652863","5"
"Widowed","1995","direct migration background","Male","23","","","","5"
"Widowed","1995","direct migration background","Female","91","0.109760986778411","0.0932744830772119","0.12624749047961","5"
"Widowed","1995","indirect migration background","Male","","","","","5"
"Widowed","1995","indirect migration background","Female","1","","","","5"
"Divorced","1996","no migration background","Male","223","0.0583345893756037","0.0516503730024874","0.0650188057487199","4"
"Divorced","1996","no migration background","Female","357","0.08176499638161","0.074308947606192","0.089221045157028","4"
"Divorced","1996","direct migration background","Male","33","0.0452573866923324","0.0340309199682394","0.0564838534164255","4"
"Divorced","1996","direct migration background","Female","57","0.0638372891505676","0.0505483809218487","0.0771261973792866","4"
"Divorced","1996","indirect migration background","Male","4","","","","4"
"Divorced","1996","indirect migration background","Female","6","","","","4"
"Married","1996","no migration background","Male","3008","0.617405520212543","0.603544547067118","0.631266493357968","1"
"Married","1996","no migration background","Female","3074","0.525699365058092","0.512111735861114","0.53928699425507","1"
"Married","1996","direct migration background","Male","1016","0.720403087677586","0.69616439614186","0.744641779213313","1"
"Married","1996","direct migration background","Female","977","0.656354797640206","0.630538088049749","0.682171507230663","1"
"Married","1996","indirect migration background","Female","81","0.252843541088993","0.20193381212487","0.303753270053116","1"
"Married","1996","indirect migration background","Male","50","0.171627803352447","0.126569116597106","0.216686490107788","1"
"Married, but separated","1996","no migration background","Male","92","0.0246194562214244","0.0202000350633758","0.029038877379473","2"
"Married, but separated","1996","no migration background","Female","103","0.0188522914935995","0.0151514764794997","0.0225531065076992","2"
"Married, but separated","1996","direct migration background","Male","51","0.0475353166859633","0.0360435224823901","0.0590271108895364","2"
"Married, but separated","1996","direct migration background","Female","38","0.0266377504352377","0.0178846394100703","0.0353908614604051","2"
"Married, but separated","1996","indirect migration background","Female","3","","","","2"
"Married, but separated","1996","indirect migration background","Male","3","","","","2"
"Single","1996","no migration background","Male","1289","0.263890566069973","0.25132094335032","0.276460188789626","3"
"Single","1996","no migration background","Female","1077","0.190560048002269","0.179873034644021","0.201247061360518","3"
"Single","1996","direct migration background","Male","194","0.156791204544506","0.137153821304573","0.176428587784438","3"
"Single","1996","direct migration background","Female","136","0.13425555059336","0.115722905976128","0.152788195210592","3"
"Single","1996","indirect migration background","Female","189","0.664897452513355","0.609608893055919","0.72018601197079","3"
"Single","1996","indirect migration background","Male","212","0.789849275685429","0.741162668754459","0.838535882616399","3"
"Widowed","1996","no migration background","Male","111","0.035749868120456","0.0304548043636991","0.0410449318772128","5"
"Widowed","1996","no migration background","Female","577","0.18312329906443","0.172598879243953","0.193647718884906","5"
"Widowed","1996","direct migration background","Male","23","","","","5"
"Widowed","1996","direct migration background","Female","92","0.118914612180629","0.101319054900781","0.136510169460477","5"
"Widowed","1996","indirect migration background","Male","","","","","5"
"Widowed","1996","indirect migration background","Female","1","","","","5"
"Divorced","1997","no migration background","Male","239","0.0617378262606642","0.0548335137851872","0.0686421387361412","4"
"Divorced","1997","no migration background","Female","361","0.0851518258576583","0.077511176224821","0.0927924754904955","4"
"Divorced","1997","direct migration background","Male","32","0.0487442885966221","0.036835604407638","0.0606529727856061","4"
"Divorced","1997","direct migration background","Female","52","0.0574797587422464","0.044466832722862","0.0704926847616309","4"
"Divorced","1997","indirect migration background","Male","7","","","","4"
"Divorced","1997","indirect migration background","Female","7","","","","4"
"Married","1997","no migration background","Male","2948","0.617841003218616","0.603901635497801","0.63178037093943","1"
"Married","1997","no migration background","Female","2996","0.510102969305745","0.496418116847801","0.523787821763689","1"
"Married","1997","direct migration background","Male","967","0.724100547617489","0.699381705221565","0.748819390013413","1"
"Married","1997","indirect migration background","Male","52","0.168331165730967","0.125488966161161","0.211173365300774","1"
"Married","1997","direct migration background","Female","935","0.675819017596882","0.649650379509982","0.701987655683782","1"
"Married","1997","indirect migration background","Female","82","0.242870593201103","0.192821517561919","0.292919668840288","1"
"Married, but separated","1997","no migration background","Male","86","0.0214761977269755","0.0173175985688068","0.0256347968851443","2"
"Married, but separated","1997","no migration background","Female","120","0.0238634481569278","0.0196853303957647","0.0280415659180908","2"
"Married, but separated","1997","direct migration background","Male","50","0.0433537648988168","0.032091068851147","0.0546164609464867","2"
"Married, but separated","1997","direct migration background","Female","35","0.0321606521508698","0.0222970349290157","0.0420242693727239","2"
"Married, but separated","1997","indirect migration background","Male","1","","","","2"
"Married, but separated","1997","indirect migration background","Female","6","","","","2"
"Single","1997","no migration background","Male","1290","0.263696884613906","0.251056406942466","0.276337362285346","3"
"Single","1997","no migration background","Female","1080","0.197607241838591","0.186706558630844","0.208507925046338","3"
"Single","1997","direct migration background","Male","182","0.144902959477066","0.125435933842807","0.164369985111325","3"
"Single","1997","direct migration background","Female","114","0.115429811924368","0.0975650475328427","0.133294576315894","3"
"Single","1997","indirect migration background","Male","233","0.799994684511302","0.75419330061262","0.845796068409983","3"
"Single","1997","indirect migration background","Female","185","0.650084640270882","0.59441864317698","0.705750637364784","3"
"Widowed","1997","no migration background","Male","105","0.0352480881798388","0.0299580564810707","0.0405381198786068","5"
"Widowed","1997","no migration background","Female","569","0.183274514841078","0.172683248654692","0.193865781027465","5"
"Widowed","1997","direct migration background","Male","25","","","","5"
"Widowed","1997","direct migration background","Female","93","0.119110759585633","0.101001182873843","0.137220336297424","5"
"Widowed","1997","indirect migration background","Male","","","","","5"
"Widowed","1997","indirect migration background","Female","2","","","","5"
"Divorced","1998","no migration background","Male","283","0.0603863574639611","0.0540142086290256","0.0667585062988966","4"
"Divorced","1998","no migration background","Female","425","0.0870696055552917","0.079860252781991","0.0942789583285924","4"
"Divorced","1998","direct migration background","Male","36","0.0459096469317433","0.0341752920937038","0.0576440017697828","4"
"Divorced","1998","indirect migration background","Male","9","","","","4"
"Divorced","1998","direct migration background","Female","56","0.0709308147132774","0.0563760348769099","0.085485594549645","4"
"Divorced","1998","indirect migration background","Female","6","","","","4"
"Married","1998","no migration background","Male","3386","0.619843269869873","0.606857606983346","0.632828932756401","1"
"Married","1998","no migration background","Female","3436","0.520621010096853","0.507846492798002","0.533395527395703","1"
"Married","1998","direct migration background","Male","930","0.716188091730257","0.690910171282177","0.741466012178337","1"
"Married","1998","direct migration background","Female","906","0.671835553627566","0.645213509828862","0.69845759742627","1"
"Married","1998","indirect migration background","Male","56","0.166286938473874","0.124838839567","0.207735037380747","1"
"Married","1998","indirect migration background","Female","90","0.270899414284672","0.220098423514933","0.321700405054411","1"
"Married, but separated","1998","no migration background","Female","136","0.0251001726776183","0.0211001495082752","0.0291001958469614","2"
"Married, but separated","1998","no migration background","Male","89","0.0212475757698782","0.0173898357523749","0.0251053157873816","2"
"Married, but separated","1998","direct migration background","Male","51","0.0454624301838745","0.0337826323693919","0.0571422279983571","2"
"Married, but separated","1998","direct migration background","Female","37","0.0354036706888666","0.0249260882387599","0.0458812531389733","2"
"Married, but separated","1998","indirect migration background","Male","3","","","","2"
"Married, but separated","1998","indirect migration background","Female","9","","","","2"
"Single","1998","no migration background","Male","1482","0.262786471907384","0.2510120393191","0.274560904495669","3"
"Single","1998","no migration background","Female","1234","0.194901041336121","0.184771824509585","0.205030258162658","3"
"Single","1998","direct migration background","Male","178","0.151210541169554","0.131124076249968","0.17129700608914","3"
"Single","1998","direct migration background","Female","100","0.0995945393456141","0.0826159751094754","0.116573103581753","3"
"Single","1998","indirect migration background","Male","242","0.790670409065233","0.745382705489451","0.835958112641015","3"
"Single","1998","indirect migration background","Female","187","0.653332903028842","0.598933015357334","0.707732790700351","3"
"Widowed","1998","no migration background","Male","128","0.0357363249889032","0.0307704625451262","0.0407021874326802","5"
"Widowed","1998","no migration background","Female","644","0.172308170334116","0.162651410621173","0.181964930047059","5"
"Widowed","1998","direct migration background","Male","27","","","","5"
"Widowed","1998","direct migration background","Female","96","0.122235421624676","0.103663719838095","0.140807123411257","5"
"Widowed","1998","indirect migration background","Male","","","","","5"
"Widowed","1998","indirect migration background","Female","2","","","","5"
"Divorced","1999","no migration background","Male","303","0.0677413515594277","0.0609123367232941","0.0745703663955614","4"
"Divorced","1999","no migration background","Female","426","0.0909198377970057","0.0834386231450873","0.0984010524489241","4"
"Divorced","1999","direct migration background","Male","36","0.0504776727375008","0.0376388927406742","0.0633164527343273","4"
"Divorced","1999","direct migration background","Female","59","0.0751871495805419","0.0596183175937648","0.0907559815673191","4"
"Divorced","1999","indirect migration background","Male","9","","","","4"
"Divorced","1999","indirect migration background","Female","9","","","","4"
"Married","1999","no migration background","Male","3227","0.609175089148615","0.595915651555547","0.622434526741684","1"
"Married","1999","no migration background","Female","3263","0.509681918893524","0.496673327659616","0.522690510127431","1"
"Married","1999","direct migration background","Male","864","0.723774157074293","0.697552798207202","0.749995515941383","1"
"Married","1999","direct migration background","Female","833","0.684269550501632","0.656826705353318","0.711712395649946","1"
"Married","1999","indirect migration background","Female","94","0.268312048039385","0.218257000020366","0.318367096058405","1"
"Married","1999","indirect migration background","Male","58","0.15568885383136","0.115394154591862","0.195983553070858","1"
"Married, but separated","1999","no migration background","Male","89","0.0203984315897184","0.0165570624670009","0.024239800712436","2"
"Married, but separated","1999","no migration background","Female","129","0.0230441542709523","0.0191397070713864","0.0269486014705182","2"
"Married, but separated","1999","direct migration background","Male","42","0.0441413797272188","0.0320954233272973","0.0561873361271403","2"
"Married, but separated","1999","direct migration background","Female","36","0.0365592606932372","0.0254785274594888","0.0476399939269856","2"
"Married, but separated","1999","indirect migration background","Female","10","","","","2"
"Married, but separated","1999","indirect migration background","Male","5","","","","2"
"Single","1999","no migration background","Male","1450","0.264962290784057","0.252969789820062","0.276954791748052","3"
"Single","1999","no migration background","Female","1249","0.204424609640621","0.193930418791623","0.21491880048962","3"
"Single","1999","direct migration background","Male","153","0.149268340009548","0.128370487789939","0.170166192229157","3"
"Single","1999","direct migration background","Female","88","0.0889458875909478","0.0721388056733411","0.105752969508555","3"
"Single","1999","indirect migration background","Male","239","0.807564996494824","0.763752431885224","0.851377561104423","3"
"Single","1999","indirect migration background","Female","186","0.609832255977651","0.55472665788343","0.664937854071873","3"
"Widowed","1999","no migration background","Female","606","0.171929479397897","0.16211085752137","0.181748101274424","5"
"Widowed","1999","no migration background","Male","133","0.0377228369181817","0.0325453956658214","0.042900278170542","5"
"Widowed","1999","direct migration background","Male","22","","","","5"
"Widowed","1999","direct migration background","Female","86","0.115038151633641","0.0961999033967739","0.133876399870509","5"
"Widowed","1999","indirect migration background","Male","","","","","5"
"Widowed","1999","indirect migration background","Female","2","","","","5"
"Divorced","2000","no migration background","Male","526","0.0636926997558115","0.0588028366094309","0.068582562902192","4"
"Divorced","2000","no migration background","Female","770","0.0837842368764651","0.0784667454768093","0.0891017282761209","4"
"Divorced","2000","direct migration background","Male","62","0.0518918063320752","0.0411600168536827","0.0626235958104677","4"
"Divorced","2000","direct migration background","Female","90","0.0696207960463516","0.0575046993891143","0.0817368927035889","4"
"Divorced","2000","indirect migration background","Male","7","","","","4"
"Divorced","2000","indirect migration background","Female","14","","","","4"
"Married","2000","no migration background","Male","6129","0.609423534344698","0.599654417202848","0.619192651486548","1"
"Married","2000","no migration background","Female","6140","0.534656531665036","0.525083466683413","0.54422959664666","1"
"Married","2000","direct migration background","Male","1238","0.708781773702768","0.686800171346704","0.730763376058831","1"
"Married","2000","indirect migration background","Male","96","0.22664103536272","0.186166020685456","0.267116050039985","1"
"Married","2000","direct migration background","Female","1258","0.693183028752304","0.671228359964628","0.71513769753998","1"
"Married","2000","indirect migration background","Female","141","0.316407594161382","0.271876522832923","0.360938665489841","1"
"Married, but separated","2000","no migration background","Female","211","0.0198282074270062","0.0171526173035652","0.0225037975504473","2"
"Married, but separated","2000","no migration background","Male","178","0.0201507855114169","0.0173371470920638","0.0229644239307699","2"
"Married, but separated","2000","direct migration background","Male","48","0.0317521771485584","0.0232687014620877","0.040235652835029","2"
"Married, but separated","2000","direct migration background","Female","47","0.0283338565740933","0.0204348109805802","0.0362329021676064","2"
"Married, but separated","2000","indirect migration background","Female","8","","","","2"
"Married, but separated","2000","indirect migration background","Male","5","","","","2"
"Single","2000","no migration background","Female","2160","0.202567876108174","0.194854244246358","0.21028150796999","3"
"Single","2000","no migration background","Male","2469","0.266927943067591","0.258070405079774","0.275785481055408","3"
"Single","2000","direct migration background","Male","266","0.183961211433841","0.165215050885452","0.20270737198223","3"
"Single","2000","direct migration background","Female","169","0.10912997562156","0.094286266272295","0.123973684970825","3"
"Single","2000","indirect migration background","Female","252","0.586744955167975","0.539595699219907","0.633894211116042","3"
"Single","2000","indirect migration background","Male","298","0.729721733488437","0.686786741809456","0.772656725167417","3"
"Widowed","2000","no migration background","Male","279","0.0398050373204825","0.0358904011886664","0.0437196734522986","5"
"Widowed","2000","no migration background","Female","1148","0.159163147923318","0.152142068495749","0.166184227350888","5"
"Widowed","2000","direct migration background","Male","27","","","","5"
"Widowed","2000","direct migration background","Female","131","0.0997323430056908","0.0854674974239753","0.113997188587406","5"
"Widowed","2000","indirect migration background","Male","5","","","","5"
"Widowed","2000","indirect migration background","Female","4","","","","5"
"Divorced","2001","no migration background","Male","489","0.0664382497370624","0.061214925600109","0.0716615738740158","4"
"Divorced","2001","no migration background","Female","728","0.0884846508965405","0.0827818793719272","0.0941874224211537","4"
"Divorced","2001","direct migration background","Male","56","0.0508611800873696","0.0395248362463758","0.0621975239283633","4"
"Divorced","2001","direct migration background","Female","88","0.0807338722148628","0.0669336617030549","0.0945340827266707","4"
"Divorced","2001","indirect migration background","Male","8","","","","4"
"Divorced","2001","indirect migration background","Female","14","","","","4"
"Married","2001","no migration background","Male","5535","0.597933785492062","0.587650267834099","0.608217303150025","1"
"Married","2001","no migration background","Female","5541","0.524406094816654","0.514377917282443","0.534434272350866","1"
"Married","2001","direct migration background","Male","1088","0.700030674759733","0.676387168365903","0.723674181153562","1"
"Married","2001","direct migration background","Female","1111","0.681454980586802","0.657853394730236","0.705056566443367","1"
"Married","2001","indirect migration background","Male","99","0.271838059063938","0.227105328308653","0.316570789819223","1"
"Married","2001","indirect migration background","Female","139","0.313995713781746","0.268341789717474","0.359649637846017","1"
"Married, but separated","2001","no migration background","Male","167","0.0201279441373382","0.0171825002303939","0.0230733880442824","2"
"Married, but separated","2001","direct migration background","Male","42","0.0325092921209238","0.0233588498961753","0.0416597343456723","2"
"Married, but separated","2001","no migration background","Female","198","0.0219842210339287","0.0190398097043247","0.0249286323635327","2"
"Married, but separated","2001","direct migration background","Female","42","0.0279192119229341","0.0195739504508667","0.0362644733950016","2"
"Married, but separated","2001","indirect migration background","Male","4","","","","2"
"Married, but separated","2001","indirect migration background","Female","8","","","","2"
"Single","2001","no migration background","Male","2276","0.275088335390827","0.265722532950727","0.284454137830927","3"
"Single","2001","no migration background","Female","2034","0.20833556738439","0.200180598935541","0.216490535833239","3"
"Single","2001","direct migration background","Male","232","0.194396219328374","0.173977919327251","0.214814519329498","3"
"Single","2001","direct migration background","Female","143","0.111712026877849","0.0957545564713181","0.127669497284381","3"
"Single","2001","indirect migration background","Male","264","0.674749669046749","0.62764797724901","0.721851360844487","3"
"Single","2001","indirect migration background","Female","232","0.592040718015802","0.543697335360183","0.640384100671422","3"
"Widowed","2001","no migration background","Male","266","0.0404116852427105","0.0362815685998799","0.044541801885541","5"
"Widowed","2001","no migration background","Female","1026","0.156789465868487","0.14948822862495","0.164090703112024","5"
"Widowed","2001","direct migration background","Male","25","","","","5"
"Widowed","2001","direct migration background","Female","113","0.0981799083975521","0.0831066044895846","0.11325321230552","5"
"Widowed","2001","indirect migration background","Male","5","","","","5"
"Widowed","2001","indirect migration background","Female","4","","","","5"
"Divorced","2002","no migration background","Male","542","0.0697689079118934","0.0646207849999343","0.0749170308238526","4"
"Divorced","2002","no migration background","Female","750","0.0921506492869183","0.0864988906070887","0.0978024079667478","4"
"Divorced","2002","direct migration background","Male","57","0.0523911401594851","0.0405709286846876","0.0642113516342825","4"
"Divorced","2002","indirect migration background","Male","8","","","","4"
"Divorced","2002","direct migration background","Female","83","0.0774448247107301","0.0636582344116964","0.0912314150097638","4"
"Divorced","2002","indirect migration background","Female","16","","","","4"
"Married","2002","no migration background","Male","6000","0.594046082121311","0.584122443159157","0.603969721083465","1"
"Married","2002","no migration background","Female","5981","0.522256860430295","0.512496478258672","0.532017242601918","1"
"Married","2002","direct migration background","Male","1024","0.701298255994597","0.67701806918046","0.725578442808735","1"
"Married","2002","direct migration background","Female","1054","0.661501164017796","0.637094501805487","0.685907826230104","1"
"Married","2002","indirect migration background","Male","100","0.263275430914493","0.21852117263085","0.308029689198135","1"
"Married","2002","indirect migration background","Female","149","0.331466580850543","0.285956394343458","0.376976767357627","1"
"Married, but separated","2002","no migration background","Male","180","0.019318632559547","0.0165371606895482","0.0221001044295459","2"
"Married, but separated","2002","no migration background","Female","185","0.0200437610641378","0.0173052123788142","0.0227823097494615","2"
"Married, but separated","2002","direct migration background","Male","44","0.0375019595718696","0.0274231631534415","0.0475807559902977","2"
"Married, but separated","2002","direct migration background","Female","45","0.036458795875755","0.0267915937170678","0.0461259980344422","2"
"Married, but separated","2002","indirect migration background","Male","2","","","","2"
"Married, but separated","2002","indirect migration background","Female","10","","","","2"
"Single","2002","no migration background","Male","2417","0.277964638594637","0.268911555054395","0.287017722134879","3"
"Single","2002","no migration background","Female","2148","0.2105919480197","0.202624868104962","0.218559027934439","3"
"Single","2002","direct migration background","Male","217","0.190288684006244","0.169465202045007","0.211112165967482","3"
"Single","2002","direct migration background","Female","148","0.126447976733521","0.109305845178499","0.143590108288543","3"
"Single","2002","indirect migration background","Male","259","0.707409424855165","0.661177475233177","0.753641374477152","3"
"Single","2002","indirect migration background","Female","233","0.588913761819577","0.541345257006807","0.636482266632346","3"
"Widowed","2002","no migration background","Male","268","0.0389017388126118","0.0349943113763723","0.0428091662488514","5"
"Widowed","2002","no migration background","Female","997","0.154956781198948","0.147885920680949","0.162027641716948","5"
"Widowed","2002","direct migration background","Male","23","","","","5"
"Widowed","2002","direct migration background","Female","114","0.098147238662198","0.0828020809337777","0.113492396390618","5"
"Widowed","2002","indirect migration background","Male","3","","","","5"
"Widowed","2002","indirect migration background","Female","3","","","","5"
"Divorced","2003","no migration background","Female","728","0.093741839161287","0.087946257385714","0.0995374209368601","4"
"Divorced","2003","no migration background","Male","541","0.0716434583323425","0.0663300955025746","0.0769568211621105","4"
"Divorced","2003","direct migration background","Male","54","0.0584890138893504","0.045582882674691","0.0713951451040098","4"
"Divorced","2003","direct migration background","Female","84","0.083230441439701","0.068581915231644","0.097878967647758","4"
"Divorced","2003","indirect migration background","Female","18","","","","4"
"Divorced","2003","indirect migration background","Male","8","","","","4"
"Married","2003","no migration background","Male","5667","0.582007829621953","0.571845991123116","0.592169668120789","1"
"Married","2003","no migration background","Female","5662","0.51582484886465","0.505887816229028","0.525761881500272","1"
"Married","2003","direct migration background","Male","955","0.692393218714838","0.667011525759053","0.717774911670623","1"
"Married","2003","direct migration background","Female","989","0.670943437789508","0.646026138182063","0.695860737396953","1"
"Married","2003","indirect migration background","Male","101","0.278422362992217","0.233056826911668","0.323787899072766","1"
"Married","2003","indirect migration background","Female","146","0.311171374112145","0.266628375006443","0.355714373217848","1"
"Married, but separated","2003","no migration background","Male","191","0.0228354108367255","0.0197578115233859","0.0259130101500652","2"
"Married, but separated","2003","no migration background","Female","190","0.0198334778342936","0.0170610917643778","0.0226058639042094","2"
"Married, but separated","2003","direct migration background","Male","38","0.028334467855287","0.0192088524957681","0.0374600832148059","2"
"Married, but separated","2003","direct migration background","Female","47","0.0363955048149064","0.0264644352562209","0.0463265743735919","2"
"Married, but separated","2003","indirect migration background","Male","6","","","","2"
"Married, but separated","2003","indirect migration background","Female","10","","","","2"
"Single","2003","no migration background","Female","2157","0.216085892118628","0.207902152841688","0.224269631395568","3"
"Single","2003","no migration background","Male","2376","0.282774922967451","0.273496546696873","0.29205329923803","3"
"Single","2003","direct migration background","Male","200","0.201298528337557","0.179245980502937","0.223351076172178","3"
"Single","2003","direct migration background","Female","139","0.116173279331751","0.099180695176114","0.133165863487388","3"
"Single","2003","indirect migration background","Female","238","0.607722320104068","0.560746601187681","0.654698039020455","3"
"Single","2003","indirect migration background","Male","257","0.675732638259906","0.628355205461697","0.723110071058115","3"
"Widowed","2003","no migration background","Male","275","0.040738378241528","0.0366655677361893","0.0448111887468666","5"
"Widowed","2003","direct migration background","Male","23","","","","5"
"Widowed","2003","no migration background","Female","979","0.154513942021141","0.147327045373069","0.161700838669214","5"
"Widowed","2003","direct migration background","Female","107","0.0932573366241336","0.0778365591385473","0.10867811410972","5"
"Widowed","2003","indirect migration background","Male","3","","","","5"
"Widowed","2003","indirect migration background","Female","3","","","","5"
"Divorced","2004","no migration background","Female","744","0.0976357607155654","0.0916657771832794","0.103605744247851","4"
"Divorced","2004","no migration background","Male","542","0.0741862794498874","0.0687057119700517","0.079666846929723","4"
"Divorced","2004","direct migration background","Male","49","0.0485996868402668","0.0365533289254794","0.0606460447550542","4"
"Divorced","2004","direct migration background","Female","83","0.0897014633699735","0.0742977989094932","0.105105127830454","4"
"Divorced","2004","indirect migration background","Male","7","","","","4"
"Divorced","2004","indirect migration background","Female","18","","","","4"
"Married","2004","no migration background","Male","5444","0.572536611565054","0.562191074972174","0.582882148157934","1"
"Married","2004","no migration background","Female","5472","0.505368853768195","0.495312913054946","0.515424794481444","1"
"Married","2004","direct migration background","Male","919","0.698445981799704","0.672735728604518","0.72415623499489","1"
"Married","2004","direct migration background","Female","945","0.653468006148064","0.627816303509674","0.679119708786454","1"
"Married","2004","indirect migration background","Female","151","0.310006327456638","0.265722116320986","0.35429053859229","1"
"Married","2004","indirect migration background","Male","100","0.223228714767244","0.181901379991697","0.26455604954279","1"
"Married, but separated","2004","no migration background","Male","185","0.0250814135506825","0.0218113054682179","0.0283515216331471","2"
"Married, but separated","2004","no migration background","Female","185","0.0215909989307238","0.0186676926092439","0.0245143052522038","2"
"Married, but separated","2004","direct migration background","Male","39","0.035626206736991","0.0252422020859036","0.0460102113880783","2"
"Married, but separated","2004","direct migration background","Female","44","0.0341719184650003","0.024378891318736","0.0439649456112647","2"
"Married, but separated","2004","indirect migration background","Male","5","","","","2"
"Married, but separated","2004","indirect migration background","Female","9","","","","2"
"Single","2004","no migration background","Male","2354","0.289966062374225","0.280477179922527","0.299454944825923","3"
"Single","2004","no migration background","Female","2137","0.220666556769221","0.212325757799528","0.229007355738914","3"
"Single","2004","direct migration background","Male","193","0.196842654616104","0.174567675447217","0.219117633784992","3"
"Single","2004","direct migration background","Female","147","0.124310070445459","0.106524790831563","0.142095350059355","3"
"Single","2004","indirect migration background","Male","277","0.73635588356595","0.692626967730109","0.78008479940179","3"
"Single","2004","indirect migration background","Female","238","0.628309557422716","0.582037521382004","0.674581593463427","3"
"Widowed","2004","no migration background","Female","958","0.154737829816295","0.147463856474074","0.162011803158516","5"
"Widowed","2004","no migration background","Male","259","0.0382296330601507","0.0342196947793838","0.0422395713409176","5"
"Widowed","2004","direct migration background","Male","24","","","","5"
"Widowed","2004","direct migration background","Female","103","0.0983485415715029","0.0822963006140711","0.114400782528935","5"
"Widowed","2004","indirect migration background","Male","1","","","","5"
"Widowed","2004","indirect migration background","Female","3","","","","5"
"Divorced","2005","no migration background","Male","539","0.0773842365324391","0.071667789735735","0.0831006833291431","4"
"Divorced","2005","no migration background","Female","731","0.10188219693915","0.0956756869632655","0.108088706915035","4"
"Divorced","2005","direct migration background","Male","40","0.0439440368846335","0.0319559510047657","0.0559321227645014","4"
"Divorced","2005","direct migration background","Female","81","0.0885929472228626","0.0728656139432937","0.104320280502432","4"
"Divorced","2005","indirect migration background","Female","25","","","","4"
"Divorced","2005","indirect migration background","Male","5","","","","4"
"Married","2005","no migration background","Male","5158","0.561139827263222","0.550523162321602","0.571756492204842","1"
"Married","2005","no migration background","Female","5158","0.491421172525568","0.481163762304251","0.501678582746884","1"
"Married","2005","direct migration background","Male","849","0.695615763750361","0.668703266465602","0.72252826103512","1"
"Married","2005","direct migration background","Female","888","0.665324682665323","0.6392074004191","0.691441964911545","1"
"Married","2005","indirect migration background","Male","107","0.207484596683882","0.168040513986961","0.246928679380802","1"
"Married","2005","indirect migration background","Female","155","0.331106483042041","0.286573500707043","0.375639465377038","1"
"Married, but separated","2005","no migration background","Male","168","0.0222652661873028","0.0191087069266398","0.0254218254479659","2"
"Married, but separated","2005","direct migration background","Male","40","0.0458406255137959","0.0336087249699885","0.0580725260576033","2"
"Married, but separated","2005","no migration background","Female","193","0.0224324792058633","0.0193940881193681","0.0254708702923584","2"
"Married, but separated","2005","direct migration background","Female","50","0.0371287653608857","0.0266637786061299","0.0475937521156415","2"
"Married, but separated","2005","indirect migration background","Male","7","","","","2"
"Married, but separated","2005","indirect migration background","Female","10","","","","2"
"Single","2005","no migration background","Male","2271","0.303484488090312","0.293648383797677","0.313320592382948","3"
"Single","2005","no migration background","Female","2110","0.233678056445093","0.224995527271299","0.242360585618887","3"
"Single","2005","direct migration background","Male","170","0.193105056889013","0.170018267918972","0.216191845859054","3"
"Single","2005","direct migration background","Female","133","0.116080401277063","0.0983513639312947","0.133809438622832","3"
"Single","2005","indirect migration background","Male","286","0.755653127104501","0.713855684615494","0.797450569593508","3"
"Single","2005","indirect migration background","Female","235","0.574080641721581","0.527288859625377","0.620872423817785","3"
"Widowed","2005","no migration background","Male","257","0.0357261819267234","0.0317553366090304","0.0396970272444163","5"
"Widowed","2005","no migration background","Female","933","0.150586094884326","0.14324799239641","0.157924197372243","5"
"Widowed","2005","direct migration background","Male","24","","","","5"
"Widowed","2005","direct migration background","Female","102","0.0928732034738659","0.0768082847081531","0.108938122239579","5"
"Widowed","2005","indirect migration background","Male","1","","","","5"
"Widowed","2005","indirect migration background","Female","4","","","","5"
"Divorced","2006","no migration background","Male","613","0.0822694449336716","0.0766325861535599","0.0879063037137834","4"
"Divorced","2006","no migration background","Female","815","0.103011418131036","0.0970257428917423","0.10899709337033","4"
"Divorced","2006","direct migration background","Male","46","0.0547180067263816","0.041350773541606","0.0680852399111571","4"
