"pgfamstd","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Married","1990","35-65 y.","Couple + C. GT 16 ","1575","0.951509049412843","0.941144678916759","0.961873419908927","1"
"Married","1990","35-65 y.","Couple + C. LE and GT 16","714","0.964802351271924","0.951489067569198","0.97811563497465","1"
"Married","1990","66 and older","1-pers.-HH","","","","","1"
"Married","1990","66 and older","(Married) couple without C. ","638","0.935048748312959","0.916539643101759","0.953557853524159","1"
"Married","1990","66 and older","Single parent ","","","","","1"
"Married","1990","66 and older","Couple + C. LE 16 ","","","","","1"
"Married","1990","66 and older","Couple + C. GT 16 ","83","0.988520980737963","0.965875373736422","1.0111665877395","1"
"Married","1990","66 and older","Couple + C. LE and GT 16","1","","","","1"
"Married, but separated","1990","16-34 y.","(Married) couple without C. ","6","","","","2"
"Married, but separated","1990","16-34 y.","Single parent ","13","","","","2"
"Married, but separated","1990","16-34 y.","Couple + C. LE 16 ","24","","","","2"
"Married, but separated","1990","35-65 y.","1-pers.-HH","62","0.089861590548483","0.0644881738340704","0.115235007262896","2"
"Married, but separated","1990","35-65 y.","(Married) couple without C. ","20","","","","2"
"Married, but separated","1990","16-34 y.","1-pers.-HH","14","","","","2"
"Married, but separated","1990","35-65 y.","Couple + C. LE and GT 16","7","","","","2"
"Married, but separated","1990","66 and older","Single parent ","","","","","2"
"Married, but separated","1990","66 and older","Couple + C. LE 16 ","1","","","","2"
"Married, but separated","1990","35-65 y.","Couple + C. GT 16 ","13","","","","2"
"Married, but separated","1990","16-34 y.","Couple + C. GT 16 ","4","","","","2"
"Married, but separated","1990","16-34 y.","Couple + C. LE and GT 16","5","","","","2"
"Married, but separated","1990","66 and older","1-pers.-HH","7","","","","2"
"Married, but separated","1990","66 and older","(Married) couple without C. ","4","","","","2"
"Married, but separated","1990","35-65 y.","Single parent ","26","","","","2"
"Married, but separated","1990","35-65 y.","Couple + C. LE 16 ","12","","","","2"
"Married, but separated","1990","66 and older","Couple + C. GT 16 ","","","","","2"
"Married, but separated","1990","66 and older","Couple + C. LE and GT 16","","","","","2"
"Single","1990","16-34 y.","1-pers.-HH","276","0.882375486881411","0.847187388962183","0.917563584800639","3"
"Single","1990","16-34 y.","Single parent ","272","0.841239230233992","0.801928563861164","0.880549896606819","3"
"Single","1990","16-34 y.","(Married) couple without C. ","305","0.447789448450697","0.411542769537404","0.48403612736399","3"
"Single","1990","16-34 y.","Couple + C. LE 16 ","85","0.0494326749113848","0.0398360493030514","0.0590293005197181","3"
"Single","1990","16-34 y.","Couple + C. GT 16 ","1120","0.982615593038552","0.975084583851435","0.99014660222567","3"
"Single","1990","16-34 y.","Couple + C. LE and GT 16","445","0.962052647509772","0.944815426423473","0.979289868596071","3"
"Single","1990","66 and older","Couple + C. GT 16 ","","","","","3"
"Single","1990","66 and older","Couple + C. LE and GT 16","","","","","3"
"Single","1990","35-65 y.","1-pers.-HH","143","0.326389903209471","0.284788226774314","0.367991579644628","3"
"Single","1990","35-65 y.","(Married) couple without C. ","37","0.0250005946188378","0.0179072305787669","0.0320939586589087","3"
"Single","1990","35-65 y.","Couple + C. GT 16 ","29","","","","3"
"Single","1990","35-65 y.","Couple + C. LE and GT 16","2","","","","3"
"Single","1990","66 and older","1-pers.-HH","54","0.108417298484818","0.0818980484938704","0.134936548475766","3"
"Single","1990","66 and older","(Married) couple without C. ","4","","","","3"
"Single","1990","66 and older","Single parent ","2","","","","3"
"Single","1990","66 and older","Couple + C. LE 16 ","","","","","3"
"Single","1990","35-65 y.","Single parent ","29","","","","3"
"Single","1990","35-65 y.","Couple + C. LE 16 ","7","","","","3"
"Widowed","1990","16-34 y.","1-pers.-HH","2","","","","5"
"Widowed","1990","16-34 y.","(Married) couple without C. ","","","","","5"
"Widowed","1990","35-65 y.","Single parent ","94","0.315763419506101","0.26208052804378","0.369446310968423","5"
"Widowed","1990","35-65 y.","Couple + C. LE 16 ","5","","","","5"
"Widowed","1990","16-34 y.","Single parent ","4","","","","5"
"Widowed","1990","16-34 y.","Couple + C. LE 16 ","3","","","","5"
"Widowed","1990","16-34 y.","Couple + C. GT 16 ","","","","","5"
"Widowed","1990","16-34 y.","Couple + C. LE and GT 16","","","","","5"
"Widowed","1990","35-65 y.","1-pers.-HH","118","0.243379168978672","0.205305999773055","0.281452338184288","5"
"Widowed","1990","35-65 y.","(Married) couple without C. ","28","","","","5"
"Widowed","1990","35-65 y.","Couple + C. GT 16 ","8","","","","5"
"Widowed","1990","35-65 y.","Couple + C. LE and GT 16","2","","","","5"
"Widowed","1990","66 and older","1-pers.-HH","435","0.821488138758364","0.788824443326888","0.85415183418984","5"
"Widowed","1990","66 and older","(Married) couple without C. ","33","0.0496706567927709","0.0333528586676092","0.0659884549179326","5"
"Widowed","1990","66 and older","Single parent ","29","","","","5"
"Widowed","1990","66 and older","Couple + C. LE 16 ","2","","","","5"
"Widowed","1990","66 and older","Couple + C. GT 16 ","2","","","","5"
"Widowed","1990","66 and older","Couple + C. LE and GT 16","","","","","5"
"Divorced","1991","16-34 y.","Single parent ","32","0.0954986980107015","0.0631451597268869","0.127852236294516","4"
"Divorced","1991","16-34 y.","Couple + C. LE 16 ","25","","","","4"
"Divorced","1991","16-34 y.","1-pers.-HH","28","","","","4"
"Divorced","1991","16-34 y.","(Married) couple without C. ","23","","","","4"
"Divorced","1991","16-34 y.","Couple + C. GT 16 ","9","","","","4"
"Divorced","1991","16-34 y.","Couple + C. LE and GT 16","3","","","","4"
"Divorced","1991","35-65 y.","(Married) couple without C. ","63","0.0324689957269196","0.0243260925581607","0.0406118988956786","4"
"Divorced","1991","35-65 y.","Couple + C. GT 16 ","31","0.0212741345268653","0.0142191407311884","0.0283291283225422","4"
"Divorced","1991","35-65 y.","Couple + C. LE and GT 16","14","","","","4"
"Divorced","1991","66 and older","1-pers.-HH","30","0.0536702769189575","0.0340339166672956","0.0733066371706194","4"
"Divorced","1991","66 and older","Couple + C. LE 16 ","","","","","4"
"Divorced","1991","35-65 y.","1-pers.-HH","176","0.372286845539699","0.329085724829117","0.415487966250281","4"
"Divorced","1991","35-65 y.","Single parent ","133","0.421174757250401","0.365115820372558","0.477233694128244","4"
"Divorced","1991","35-65 y.","Couple + C. LE 16 ","27","","","","4"
"Divorced","1991","66 and older","(Married) couple without C. ","2","","","","4"
"Divorced","1991","66 and older","Single parent ","2","","","","4"
"Divorced","1991","66 and older","Couple + C. GT 16 ","","","","","4"
"Divorced","1991","66 and older","Couple + C. LE and GT 16","","","","","4"
"Married","1991","16-34 y.","1-pers.-HH","1","","","","1"
"Married","1991","16-34 y.","(Married) couple without C. ","365","0.485674347136431","0.448963046631319","0.522385647641542","1"
"Married","1991","16-34 y.","Single parent ","5","","","","1"
"Married","1991","16-34 y.","Couple + C. LE 16 ","1711","0.909766318014095","0.896706747278913","0.922825888749277","1"
"Married","1991","16-34 y.","Couple + C. GT 16 ","26","","","","1"
"Married","1991","16-34 y.","Couple + C. LE and GT 16","17","","","","1"
"Married","1991","35-65 y.","1-pers.-HH","1","","","","1"
"Married","1991","35-65 y.","(Married) couple without C. ","1675","0.921471440987874","0.909112901458057","0.933829980517692","1"
"Married","1991","35-65 y.","Single parent ","6","","","","1"
"Married","1991","35-65 y.","Couple + C. LE 16 ","1557","0.971752753446577","0.963647314797513","0.979858192095642","1"
"Married","1991","35-65 y.","Couple + C. GT 16 ","1529","0.947050642050082","0.936102079516357","0.957999204583807","1"
"Married","1991","35-65 y.","Couple + C. LE and GT 16","720","0.969655567125559","0.957304990138049","0.982006144113069","1"
"Married","1991","66 and older","1-pers.-HH","2","","","","1"
"Married","1991","66 and older","(Married) couple without C. ","650","0.936377960444867","0.918244827048351","0.954511093841382","1"
"Married","1991","66 and older","Single parent ","1","","","","1"
"Married","1991","66 and older","Couple + C. LE 16 ","1","","","","1"
"Married","1991","66 and older","Couple + C. GT 16 ","89","0.990602579386583","0.970779028274236","1.01042613049893","1"
"Married","1991","66 and older","Couple + C. LE and GT 16","1","","","","1"
"Married, but separated","1991","35-65 y.","Couple + C. GT 16 ","12","","","","2"
"Married, but separated","1991","16-34 y.","Single parent ","14","","","","2"
"Married, but separated","1991","16-34 y.","Couple + C. LE 16 ","27","","","","2"
"Married, but separated","1991","35-65 y.","1-pers.-HH","58","0.0834192255420512","0.0587080161127924","0.10813043497131","2"
"Married, but separated","1991","35-65 y.","(Married) couple without C. ","16","","","","2"
"Married, but separated","1991","35-65 y.","Couple + C. LE and GT 16","5","","","","2"
"Married, but separated","1991","66 and older","Single parent ","","","","","2"
"Married, but separated","1991","16-34 y.","1-pers.-HH","14","","","","2"
"Married, but separated","1991","16-34 y.","(Married) couple without C. ","4","","","","2"
"Married, but separated","1991","16-34 y.","Couple + C. GT 16 ","2","","","","2"
"Married, but separated","1991","16-34 y.","Couple + C. LE and GT 16","3","","","","2"
"Married, but separated","1991","35-65 y.","Single parent ","31","0.102681703951214","0.0682181743459064","0.137145233556521","2"
"Married, but separated","1991","35-65 y.","Couple + C. LE 16 ","6","","","","2"
"Married, but separated","1991","66 and older","(Married) couple without C. ","3","","","","2"
"Married, but separated","1991","66 and older","Couple + C. LE 16 ","","","","","2"
"Married, but separated","1991","66 and older","1-pers.-HH","6","","","","2"
"Married, but separated","1991","66 and older","Couple + C. GT 16 ","","","","","2"
"Married, but separated","1991","66 and older","Couple + C. LE and GT 16","","","","","2"
"Single","1991","16-34 y.","1-pers.-HH","284","0.862297267309033","0.825005672780994","0.899588861837071","3"
"Single","1991","16-34 y.","(Married) couple without C. ","320","0.462076569423229","0.425455982665612","0.498697156180847","3"
"Single","1991","16-34 y.","Single parent ","264","0.851629168003813","0.812498434424106","0.890759901583521","3"
"Single","1991","16-34 y.","Couple + C. LE 16 ","82","0.0546683422622758","0.0443064352928185","0.0650302492317332","3"
"Single","1991","16-34 y.","Couple + C. GT 16 ","1074","0.981197880337862","0.973211081089619","0.989184679586105","3"
"Single","1991","16-34 y.","Couple + C. LE and GT 16","449","0.973393897156381","0.958875721924406","0.987912072388357","3"
"Single","1991","66 and older","Couple + C. GT 16 ","","","","","3"
"Single","1991","35-65 y.","1-pers.-HH","142","0.331906149784571","0.289823610299901","0.37398868926924","3"
"Single","1991","35-65 y.","Couple + C. GT 16 ","26","","","","3"
"Single","1991","35-65 y.","Couple + C. LE and GT 16","2","","","","3"
"Single","1991","66 and older","(Married) couple without C. ","4","","","","3"
"Single","1991","66 and older","Single parent ","2","","","","3"
"Single","1991","66 and older","Couple + C. LE 16 ","","","","","3"
"Single","1991","66 and older","Couple + C. LE and GT 16","","","","","3"
"Single","1991","35-65 y.","(Married) couple without C. ","35","0.0223369003227809","0.0155477025199616","0.0291260981256002","3"
"Single","1991","35-65 y.","Single parent ","37","0.167347902006278","0.124965859241722","0.209729944770834","3"
"Single","1991","35-65 y.","Couple + C. LE 16 ","9","","","","3"
"Single","1991","66 and older","1-pers.-HH","51","0.107663743445713","0.0806570235423628","0.134670463349063","3"
"Widowed","1991","16-34 y.","1-pers.-HH","1","","","","5"
"Widowed","1991","16-34 y.","(Married) couple without C. ","","","","","5"
"Widowed","1991","35-65 y.","Couple + C. LE 16 ","6","","","","5"
"Widowed","1991","16-34 y.","Single parent ","2","","","","5"
"Widowed","1991","16-34 y.","Couple + C. LE 16 ","4","","","","5"
"Widowed","1991","16-34 y.","Couple + C. GT 16 ","","","","","5"
"Widowed","1991","16-34 y.","Couple + C. LE and GT 16","","","","","5"
"Widowed","1991","35-65 y.","1-pers.-HH","104","0.212012167333941","0.175485024616562","0.24853931005132","5"
"Widowed","1991","35-65 y.","(Married) couple without C. ","31","0.0150588109458813","0.00946364608755322","0.0206539758042093","5"
"Widowed","1991","35-65 y.","Single parent ","91","0.287235096911735","0.235862459238365","0.338607734585104","5"
"Widowed","1991","35-65 y.","Couple + C. GT 16 ","9","","","","5"
"Widowed","1991","35-65 y.","Couple + C. LE and GT 16","","","","","5"
"Widowed","1991","66 and older","1-pers.-HH","417","0.82285143437035","0.789585297659777","0.856117571080923","5"
"Widowed","1991","66 and older","(Married) couple without C. ","37","0.05102820141216","0.0346798014216583","0.0673766014026618","5"
"Widowed","1991","66 and older","Single parent ","32","0.92442144560471","0.839252450039785","1.00959044116963","5"
"Widowed","1991","66 and older","Couple + C. LE 16 ","3","","","","5"
"Widowed","1991","66 and older","Couple + C. GT 16 ","2","","","","5"
"Widowed","1991","66 and older","Couple + C. LE and GT 16","1","","","","5"
"Divorced","1992","16-34 y.","(Married) couple without C. ","29","","","","4"
"Divorced","1992","16-34 y.","Single parent ","27","","","","4"
"Divorced","1992","16-34 y.","Couple + C. LE 16 ","12","","","","4"
"Divorced","1992","16-34 y.","1-pers.-HH","23","","","","4"
"Divorced","1992","16-34 y.","Couple + C. GT 16 ","7","","","","4"
"Divorced","1992","16-34 y.","Couple + C. LE and GT 16","3","","","","4"
"Divorced","1992","35-65 y.","1-pers.-HH","179","0.360853390891366","0.318024170850978","0.403682610931753","4"
"Divorced","1992","35-65 y.","(Married) couple without C. ","64","0.0381412366964682","0.029358459700798","0.0469240136921384","4"
"Divorced","1992","35-65 y.","Single parent ","130","0.461239656361714","0.403365217716689","0.51911409500674","4"
"Divorced","1992","35-65 y.","Couple + C. GT 16 ","28","","","","4"
"Divorced","1992","35-65 y.","Couple + C. LE and GT 16","9","","","","4"
"Divorced","1992","66 and older","1-pers.-HH","32","0.0632825429656535","0.0417690064525826","0.0847960794787244","4"
"Divorced","1992","66 and older","Couple + C. LE 16 ","","","","","4"
"Divorced","1992","35-65 y.","Couple + C. LE 16 ","30","0.0172755374703513","0.0108508617058502","0.0237002132348525","4"
"Divorced","1992","66 and older","(Married) couple without C. ","4","","","","4"
"Divorced","1992","66 and older","Single parent ","2","","","","4"
"Divorced","1992","66 and older","Couple + C. GT 16 ","","","","","4"
"Divorced","1992","66 and older","Couple + C. LE and GT 16","","","","","4"
"Married","1992","16-34 y.","1-pers.-HH","1","","","","1"
"Married","1992","16-34 y.","(Married) couple without C. ","360","0.448027878838303","0.412390284236399","0.483665473440208","1"
"Married","1992","16-34 y.","Single parent ","10","","","","1"
"Married","1992","16-34 y.","Couple + C. LE 16 ","1588","0.923800912335687","0.911244079635489","0.936357745035884","1"
"Married","1992","16-34 y.","Couple + C. GT 16 ","28","","","","1"
"Married","1992","16-34 y.","Couple + C. LE and GT 16","15","","","","1"
"Married","1992","35-65 y.","1-pers.-HH","2","","","","1"
"Married","1992","35-65 y.","(Married) couple without C. ","1679","0.914042574867057","0.901189597916903","0.92689555181721","1"
"Married","1992","35-65 y.","Single parent ","6","","","","1"
"Married","1992","35-65 y.","Couple + C. LE 16 ","1521","0.963739102511929","0.954521487562896","0.972956717460961","1"
"Married","1992","35-65 y.","Couple + C. GT 16 ","1496","0.949926942891894","0.939128509611784","0.960725376172004","1"
"Married","1992","35-65 y.","Couple + C. LE and GT 16","701","0.982056045003165","0.972352936939586","0.991759153066744","1"
"Married","1992","66 and older","1-pers.-HH","","","","","1"
"Married","1992","66 and older","(Married) couple without C. ","662","0.939396708143593","0.921808928790863","0.956984487496324","1"
"Married","1992","66 and older","Single parent ","","","","","1"
"Married","1992","66 and older","Couple + C. LE 16 ","","","","","1"
"Married","1992","66 and older","Couple + C. GT 16 ","97","0.996878201693761","0.985833384724769","1.00792301866275","1"
"Married","1992","66 and older","Couple + C. LE and GT 16","1","","","","1"
"Married, but separated","1992","16-34 y.","1-pers.-HH","14","","","","2"
"Married, but separated","1992","16-34 y.","(Married) couple without C. ","8","","","","2"
"Married, but separated","1992","16-34 y.","Single parent ","17","","","","2"
"Married, but separated","1992","35-65 y.","1-pers.-HH","50","0.0767797867443132","0.0530359646999093","0.100523608788717","2"
"Married, but separated","1992","35-65 y.","(Married) couple without C. ","17","","","","2"
"Married, but separated","1992","35-65 y.","Couple + C. GT 16 ","11","","","","2"
"Married, but separated","1992","66 and older","Single parent ","","","","","2"
"Married, but separated","1992","16-34 y.","Couple + C. LE 16 ","23","","","","2"
"Married, but separated","1992","35-65 y.","Couple + C. LE and GT 16","3","","","","2"
"Married, but separated","1992","16-34 y.","Couple + C. GT 16 ","7","","","","2"
"Married, but separated","1992","16-34 y.","Couple + C. LE and GT 16","3","","","","2"
"Married, but separated","1992","35-65 y.","Single parent ","33","0.0963763967465028","0.062115021868022","0.130637771624984","2"
"Married, but separated","1992","35-65 y.","Couple + C. LE 16 ","10","","","","2"
"Married, but separated","1992","66 and older","1-pers.-HH","9","","","","2"
"Married, but separated","1992","66 and older","(Married) couple without C. ","3","","","","2"
"Married, but separated","1992","66 and older","Couple + C. LE 16 ","","","","","2"
"Married, but separated","1992","66 and older","Couple + C. GT 16 ","","","","","2"
"Married, but separated","1992","66 and older","Couple + C. LE and GT 16","","","","","2"
"Single","1992","16-34 y.","1-pers.-HH","302","0.881923239986952","0.847672614349059","0.916173865624846","3"
"Single","1992","16-34 y.","(Married) couple without C. ","351","0.496353010813931","0.460522273633151","0.532183747994711","3"
"Single","1992","16-34 y.","Single parent ","253","0.823199596256638","0.780867965955483","0.865531226557792","3"
"Single","1992","16-34 y.","Couple + C. LE 16 ","89","0.0524047597331319","0.0418581510795336","0.0629513683867303","3"
"Single","1992","16-34 y.","Couple + C. GT 16 ","1032","0.978088042840586","0.969332652554518","0.986843433126653","3"
"Single","1992","16-34 y.","Couple + C. LE and GT 16","418","0.9658038938553","0.948823234217543","0.982784553493056","3"
"Single","1992","66 and older","Couple + C. GT 16 ","","","","","3"
"Single","1992","35-65 y.","1-pers.-HH","145","0.343337007005633","0.30099162013113","0.385682393880136","3"
"Single","1992","35-65 y.","Couple + C. GT 16 ","26","","","","3"
"Single","1992","35-65 y.","Couple + C. LE and GT 16","3","","","","3"
"Single","1992","66 and older","(Married) couple without C. ","4","","","","3"
"Single","1992","66 and older","Single parent ","1","","","","3"
"Single","1992","66 and older","Couple + C. LE 16 ","","","","","3"
"Single","1992","66 and older","Couple + C. LE and GT 16","","","","","3"
"Single","1992","35-65 y.","(Married) couple without C. ","37","0.0207857188610488","0.01424387444467","0.0273275632774275","3"
"Single","1992","35-65 y.","Single parent ","34","0.151329847962927","0.109723708260528","0.192935987665325","3"
"Single","1992","35-65 y.","Couple + C. LE 16 ","15","","","","3"
"Single","1992","66 and older","1-pers.-HH","50","0.104286047015506","0.0772798574212095","0.131292236609802","3"
"Widowed","1992","16-34 y.","1-pers.-HH","1","","","","5"
"Widowed","1992","16-34 y.","(Married) couple without C. ","","","","","5"
"Widowed","1992","35-65 y.","Couple + C. LE 16 ","4","","","","5"
"Widowed","1992","16-34 y.","Single parent ","5","","","","5"
"Widowed","1992","16-34 y.","Couple + C. LE 16 ","3","","","","5"
"Widowed","1992","16-34 y.","Couple + C. GT 16 ","","","","","5"
"Widowed","1992","16-34 y.","Couple + C. LE and GT 16","1","","","","5"
"Widowed","1992","35-65 y.","1-pers.-HH","107","0.214089000950591","0.177507763973113","0.25067023792807","5"
"Widowed","1992","35-65 y.","(Married) couple without C. ","30","0.0141947466749519","0.00877051532294676","0.019618978026957","5"
"Widowed","1992","35-65 y.","Single parent ","82","0.26289608844205","0.211788889248514","0.314003287635585","5"
"Widowed","1992","35-65 y.","Couple + C. GT 16 ","6","","","","5"
"Widowed","1992","35-65 y.","Couple + C. LE and GT 16","3","","","","5"
"Widowed","1992","66 and older","1-pers.-HH","401","0.816772429910526","0.782589326755782","0.85095553306527","5"
"Widowed","1992","66 and older","(Married) couple without C. ","34","0.0453651361132254","0.0300253911630594","0.0607048810633913","5"
"Widowed","1992","66 and older","Single parent ","36","0.944187372108737","0.872141165852441","1.01623357836503","5"
"Widowed","1992","66 and older","Couple + C. LE 16 ","1","","","","5"
"Widowed","1992","66 and older","Couple + C. GT 16 ","1","","","","5"
"Widowed","1992","66 and older","Couple + C. LE and GT 16","","","","","5"
"Divorced","1993","16-34 y.","(Married) couple without C. ","21","","","","4"
"Divorced","1993","16-34 y.","Single parent ","32","0.129505090560916","0.0909281186904098","0.168082062431423","4"
"Divorced","1993","16-34 y.","1-pers.-HH","23","","","","4"
"Divorced","1993","16-34 y.","Couple + C. LE 16 ","22","","","","4"
"Divorced","1993","16-34 y.","Couple + C. GT 16 ","5","","","","4"
"Divorced","1993","16-34 y.","Couple + C. LE and GT 16","2","","","","4"
"Divorced","1993","35-65 y.","1-pers.-HH","185","0.347958770631154","0.306820512476728","0.38909702878558","4"
"Divorced","1993","35-65 y.","(Married) couple without C. ","59","0.035188592878912","0.0266718132037146","0.0437053725541093","4"
"Divorced","1993","35-65 y.","Single parent ","118","0.447062068489518","0.387757477870163","0.506366659108874","4"
"Divorced","1993","35-65 y.","Couple + C. LE 16 ","20","","","","4"
"Divorced","1993","35-65 y.","Couple + C. GT 16 ","22","","","","4"
"Divorced","1993","35-65 y.","Couple + C. LE and GT 16","17","","","","4"
"Divorced","1993","66 and older","1-pers.-HH","36","0.0724036879723777","0.0493632989777132","0.0954440769670421","4"
"Divorced","1993","66 and older","Couple + C. LE 16 ","","","","","4"
"Divorced","1993","66 and older","(Married) couple without C. ","5","","","","4"
"Divorced","1993","66 and older","Single parent ","3","","","","4"
"Divorced","1993","66 and older","Couple + C. GT 16 ","","","","","4"
"Divorced","1993","66 and older","Couple + C. LE and GT 16","","","","","4"
"Married","1993","16-34 y.","1-pers.-HH","3","","","","1"
"Married","1993","16-34 y.","(Married) couple without C. ","389","0.490931617134431","0.456311351432299","0.525551882836563","1"
"Married","1993","16-34 y.","Single parent ","2","","","","1"
"Married","1993","16-34 y.","Couple + C. LE 16 ","1487","0.919398315286791","0.90613406390719","0.932662566666393","1"
"Married","1993","16-34 y.","Couple + C. GT 16 ","22","","","","1"
"Married","1993","16-34 y.","Couple + C. LE and GT 16","15","","","","1"
"Married","1993","35-65 y.","1-pers.-HH","1","","","","1"
"Married","1993","35-65 y.","(Married) couple without C. ","1661","0.92410933597699","0.911868555693213","0.936350116260766","1"
"Married","1993","35-65 y.","Single parent ","4","","","","1"
"Married","1993","35-65 y.","Couple + C. LE 16 ","1449","0.96726027316595","0.958260691423919","0.976259854907981","1"
"Married","1993","35-65 y.","Couple + C. GT 16 ","1436","0.950362914734152","0.939404408797113","0.961321420671192","1"
"Married","1993","66 and older","(Married) couple without C. ","684","0.940504142775006","0.923379566932479","0.957628718617533","1"
"Married","1993","66 and older","Single parent ","","","","","1"
"Married","1993","66 and older","Couple + C. LE 16 ","","","","","1"
"Married","1993","35-65 y.","Couple + C. LE and GT 16","703","0.968051536406076","0.955276662283343","0.980826410528809","1"
"Married","1993","66 and older","1-pers.-HH","1","","","","1"
"Married","1993","66 and older","Couple + C. GT 16 ","84","0.97136442353224","0.936318902064542","1.00640994499994","1"
"Married","1993","66 and older","Couple + C. LE and GT 16","1","","","","1"
"Married, but separated","1993","16-34 y.","1-pers.-HH","18","","","","2"
"Married, but separated","1993","16-34 y.","(Married) couple without C. ","8","","","","2"
"Married, but separated","1993","16-34 y.","Single parent ","15","","","","2"
"Married, but separated","1993","16-34 y.","Couple + C. LE 16 ","26","","","","2"
"Married, but separated","1993","16-34 y.","Couple + C. GT 16 ","14","","","","2"
"Married, but separated","1993","16-34 y.","Couple + C. LE and GT 16","4","","","","2"
"Married, but separated","1993","35-65 y.","1-pers.-HH","66","0.111047854061212","0.0839122962815172","0.138183411840907","2"
"Married, but separated","1993","35-65 y.","(Married) couple without C. ","14","","","","2"
"Married, but separated","1993","35-65 y.","Couple + C. GT 16 ","12","","","","2"
"Married, but separated","1993","35-65 y.","Couple + C. LE and GT 16","2","","","","2"
"Married, but separated","1993","66 and older","Single parent ","","","","","2"
"Married, but separated","1993","35-65 y.","Single parent ","40","0.122813182458123","0.0836629135101333","0.161963451406113","2"
"Married, but separated","1993","35-65 y.","Couple + C. LE 16 ","11","","","","2"
"Married, but separated","1993","66 and older","1-pers.-HH","7","","","","2"
"Married, but separated","1993","66 and older","(Married) couple without C. ","4","","","","2"
"Married, but separated","1993","66 and older","Couple + C. LE 16 ","","","","","2"
"Married, but separated","1993","66 and older","Couple + C. GT 16 ","1","","","","2"
"Married, but separated","1993","66 and older","Couple + C. LE and GT 16","","","","","2"
"Single","1993","16-34 y.","(Married) couple without C. ","383","0.467225262420324","0.432673770625444","0.501776754215205","3"
"Single","1993","16-34 y.","1-pers.-HH","335","0.874243056641903","0.840905146241315","0.90758096704249","3"
"Single","1993","16-34 y.","Single parent ","236","0.805874422702633","0.760430411031054","0.851318434374212","3"
"Single","1993","16-34 y.","Couple + C. LE 16 ","80","0.051703246507546","0.040914030919799","0.062492462095293","3"
"Single","1993","16-34 y.","Couple + C. GT 16 ","955","0.976839020776814","0.967497697972078","0.986180343581549","3"
"Single","1993","16-34 y.","Couple + C. LE and GT 16","435","0.972180655291071","0.957102891808071","0.987258418774071","3"
"Single","1993","35-65 y.","1-pers.-HH","140","0.312799834344782","0.272757502408718","0.352842166280845","3"
"Single","1993","66 and older","Couple + C. GT 16 ","","","","","3"
"Single","1993","35-65 y.","(Married) couple without C. ","35","0.0161199873790351","0.0102988658660484","0.0219411088920219","3"
"Single","1993","35-65 y.","Single parent ","36","0.15742534528746","0.113983553298765","0.200867137276155","3"
"Single","1993","35-65 y.","Couple + C. LE 16 ","18","","","","3"
"Single","1993","35-65 y.","Couple + C. GT 16 ","35","0.0248965506795331","0.0170351775818341","0.0327579237772321","3"
"Single","1993","35-65 y.","Couple + C. LE and GT 16","4","","","","3"
"Single","1993","66 and older","(Married) couple without C. ","7","","","","3"
"Single","1993","66 and older","Single parent ","2","","","","3"
"Single","1993","66 and older","Couple + C. LE 16 ","","","","","3"
"Single","1993","66 and older","Couple + C. LE and GT 16","","","","","3"
"Single","1993","66 and older","1-pers.-HH","48","0.105882852762978","0.0785276470407228","0.133238058485233","3"
"Widowed","1993","16-34 y.","1-pers.-HH","1","","","","5"
"Widowed","1993","16-34 y.","(Married) couple without C. ","","","","","5"
"Widowed","1993","16-34 y.","Single parent ","6","","","","5"
"Widowed","1993","16-34 y.","Couple + C. LE 16 ","3","","","","5"
"Widowed","1993","16-34 y.","Couple + C. GT 16 ","","","","","5"
"Widowed","1993","16-34 y.","Couple + C. LE and GT 16","1","","","","5"
"Widowed","1993","35-65 y.","Couple + C. LE 16 ","4","","","","5"
"Widowed","1993","35-65 y.","1-pers.-HH","123","0.225556001668458","0.189459369871451","0.261652633465466","5"
"Widowed","1993","35-65 y.","(Married) couple without C. ","29","","","","5"
"Widowed","1993","35-65 y.","Single parent ","72","0.249499613898167","0.197884533531865","0.301114694264469","5"
"Widowed","1993","35-65 y.","Couple + C. GT 16 ","4","","","","5"
"Widowed","1993","35-65 y.","Couple + C. LE and GT 16","2","","","","5"
"Widowed","1993","66 and older","1-pers.-HH","394","0.807009083717924","0.771922781327451","0.842095386108397","5"
"Widowed","1993","66 and older","(Married) couple without C. ","33","0.0380899634164516","0.0242329827966602","0.051946944036243","5"
"Widowed","1993","66 and older","Single parent ","37","0.90935679587954","0.822529109556148","0.996184482202932","5"
"Widowed","1993","66 and older","Couple + C. LE 16 ","1","","","","5"
"Widowed","1993","66 and older","Couple + C. GT 16 ","2","","","","5"
"Widowed","1993","66 and older","Couple + C. LE and GT 16","","","","","5"
"Divorced","1994","16-34 y.","(Married) couple without C. ","21","","","","4"
"Divorced","1994","16-34 y.","1-pers.-HH","25","","","","4"
"Divorced","1994","16-34 y.","Single parent ","28","","","","4"
"Divorced","1994","16-34 y.","Couple + C. LE 16 ","22","","","","4"
"Divorced","1994","16-34 y.","Couple + C. GT 16 ","5","","","","4"
"Divorced","1994","16-34 y.","Couple + C. LE and GT 16","3","","","","4"
"Divorced","1994","35-65 y.","(Married) couple without C. ","62","0.0329639520253452","0.0247181633000851","0.0412097407506053","4"
