"pgfamstd","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Widowed","1991","Urban Area","East Germany","85","0.101709607020551","0.0857734560574656","0.117645757983637","5"
"Widowed","1991","Rural Area","West Germany","130","0.101657321679675","0.0882684793833264","0.115046163976024","5"
"Widowed","1991","Rural Area","East Germany","167","0.102497860455202","0.0910319484330881","0.113963772477316","5"
"Divorced","1992","Rural Area","West Germany","74","0.0529966677066907","0.0430251969106846","0.0629681385026968","4"
"Divorced","1992","Urban Area","West Germany","343","0.0607679299994355","0.0553254451520155","0.0662104148468556","4"
"Divorced","1992","Urban Area","East Germany","90","0.0914049281647186","0.076222192173853","0.106587664155584","4"
"Divorced","1992","Rural Area","East Germany","123","0.0594896438349234","0.050211923112589","0.0687673645572578","4"
"Married","1992","Urban Area","West Germany","4677","0.577397867871827","0.566144643438553","0.588651092305102","1"
"Married","1992","Rural Area","East Germany","1710","0.631394879449479","0.612472749113184","0.650317009785774","1"
"Married","1992","Urban Area","East Germany","920","0.575858388766565","0.549821245319206","0.601895532213924","1"
"Married","1992","Rural Area","West Germany","1236","0.590756592809806","0.568871201263404","0.612641984356209","1"
"Married, but separated","1992","Rural Area","West Germany","39","0.0179210330298701","0.0120161144789537","0.0238259515807864","2"
"Married, but separated","1992","Rural Area","East Germany","13","","","","2"
"Married, but separated","1992","Urban Area","West Germany","173","0.0231704790987781","0.0197431923203587","0.0265977658771976","2"
"Married, but separated","1992","Urban Area","East Germany","14","","","","2"
"Single","1992","Rural Area","East Germany","492","0.201798719474598","0.186056925180113","0.217540513769083","3"
"Single","1992","Urban Area","East Germany","281","0.229259584866951","0.207113453941582","0.251405715792319","3"
"Single","1992","Rural Area","West Germany","459","0.233701566953636","0.214865554565968","0.252537579341303","3"
"Single","1992","Urban Area","West Germany","1759","0.228776594455346","0.219207530731342","0.238345658179351","3"
"Widowed","1992","Urban Area","West Germany","450","0.109887128574612","0.102762380645336","0.117011876503888","5"
"Widowed","1992","Urban Area","East Germany","79","0.0947081004473816","0.0792815818810684","0.110134619013695","5"
"Widowed","1992","Rural Area","West Germany","131","0.104624139499997","0.09100098045725","0.118247298542744","5"
"Widowed","1992","Rural Area","East Germany","159","0.102701684343777","0.0907948577378514","0.114608510949702","5"
"Divorced","1993","Urban Area","West Germany","330","0.0594567677855792","0.0540516415966317","0.0648618939745267","4"
"Divorced","1993","Rural Area","West Germany","80","0.0582550265554457","0.0478188609020397","0.0686911922088517","4"
"Divorced","1993","Rural Area","East Germany","124","0.0641947944853306","0.0545013853299896","0.0738882036406717","4"
"Divorced","1993","Urban Area","East Germany","92","0.0895563618906438","0.0744580122361461","0.104654711545142","4"
"Married","1993","Urban Area","West Germany","4635","0.579336411753715","0.568052785786591","0.590620037720839","1"
"Married","1993","Rural Area","West Germany","1219","0.583053268484473","0.561084687253783","0.605021849715163","1"
"Married","1993","Rural Area","East Germany","1636","0.620003998342078","0.600807559554048","0.639200437130108","1"
"Married","1993","Urban Area","East Germany","900","0.581464145781817","0.555379645027384","0.60754864653625","1"
"Married, but separated","1993","Rural Area","East Germany","33","0.0107922544991927","0.0067059215172039","0.0148785874811816","2"
"Married, but separated","1993","Urban Area","East Germany","15","","","","2"
"Married, but separated","1993","Rural Area","West Germany","39","0.0213020584233519","0.014868626207072","0.0277354906396318","2"
"Married, but separated","1993","Urban Area","West Germany","192","0.026257315091459","0.0226025196884054","0.0299121104945126","2"
"Single","1993","Urban Area","East Germany","287","0.226287326584301","0.204162763867878","0.248411889300724","3"
"Single","1993","Rural Area","West Germany","453","0.222931632507215","0.204386793406197","0.241476471608233","3"
"Single","1993","Rural Area","East Germany","503","0.198819255973582","0.183034844880872","0.214603667066293","3"
"Single","1993","Urban Area","West Germany","1757","0.229054438738239","0.219449446454894","0.238659431021585","3"
"Widowed","1993","Urban Area","West Germany","439","0.105895066631007","0.098861948410187","0.112928184851828","5"
"Widowed","1993","Urban Area","East Germany","80","0.0926031559377722","0.0772758350134101","0.107930476862134","5"
"Widowed","1993","Rural Area","West Germany","144","0.114458014029515","0.100272819758749","0.12864320830028","5"
"Widowed","1993","Rural Area","East Germany","160","0.106189696699816","0.0940054754035311","0.118373917996102","5"
"Divorced","1994","Urban Area","East Germany","89","0.0855303681057196","0.0706722487441106","0.100388487467329","4"
"Divorced","1994","Rural Area","East Germany","121","0.0630426607591986","0.0533534825942321","0.0727318389241651","4"
"Divorced","1994","Urban Area","West Germany","331","0.0599182251932442","0.05444148285886","0.0653949675276284","4"
"Divorced","1994","Rural Area","West Germany","84","0.0618311719868286","0.050975753633755","0.0726865903399022","4"
"Married","1994","Urban Area","West Germany","4521","0.577840724709905","0.566443417278497","0.589238032141312","1"
"Married","1994","Rural Area","West Germany","1204","0.589117681038529","0.566942760011477","0.611292602065582","1"
"Married","1994","Rural Area","East Germany","1591","0.619117203270518","0.599757803840992","0.638476602700043","1"
"Married","1994","Urban Area","East Germany","876","0.575112766452409","0.548850489699636","0.601375043205181","1"
"Married, but separated","1994","Urban Area","East Germany","21","","","","2"
"Married, but separated","1994","Rural Area","West Germany","35","0.0204255366206843","0.0140501314306844","0.0268009418106842","2"
"Married, but separated","1994","Rural Area","East Germany","38","0.0133408697468841","0.00876698299562649","0.0179147564981417","2"
"Married, but separated","1994","Urban Area","West Germany","191","0.0276400381816077","0.0238569812655769","0.0314230950976385","2"
"Single","1994","Rural Area","West Germany","431","0.216321639107458","0.197764063585047","0.23487921462987","3"
"Single","1994","Urban Area","West Germany","1731","0.227939901693232","0.218259447054949","0.237620356331516","3"
"Single","1994","Urban Area","East Germany","291","0.222880570371408","0.200770047275187","0.244991093467629","3"
"Single","1994","Rural Area","East Germany","513","0.198691620001193","0.182784213346121","0.214599026656264","3"
"Widowed","1994","Urban Area","West Germany","440","0.106661110222011","0.0995379749441286","0.113784245499894","5"
"Widowed","1994","Urban Area","East Germany","84","0.0990330379647157","0.0831635281492506","0.114902547780181","5"
"Widowed","1994","Rural Area","West Germany","137","0.112303971246499","0.0980730825467141","0.126534859946284","5"
"Widowed","1994","Rural Area","East Germany","154","0.105807646222207","0.0935450121592989","0.118070280285116","5"
"Divorced","1995","Urban Area","East Germany","86","0.0880914836117656","0.0724973993007568","0.103685567922774","4"
"Divorced","1995","Rural Area","West Germany","93","0.0592417008506634","0.0490023361759406","0.0694810655253863","4"
"Divorced","1995","Rural Area","East Germany","145","0.0755133399158527","0.0649950788147166","0.0860316010169888","4"
"Divorced","1995","Urban Area","West Germany","366","0.0645938406753511","0.0590569348796306","0.0701307464710716","4"
"Married","1995","Urban Area","West Germany","4782","0.5796476593092","0.56852879971277","0.590766518905629","1"
"Married","1995","Urban Area","East Germany","791","0.566894094181594","0.539631617999153","0.594156570364035","1"
"Married","1995","Rural Area","West Germany","1313","0.599950293367943","0.578701472502215","0.621199114233672","1"
"Married","1995","Rural Area","East Germany","1577","0.613725621014773","0.594342805517829","0.633108436511717","1"
"Married, but separated","1995","Rural Area","West Germany","38","0.0213356942766481","0.0150682499277457","0.0276031386255504","2"
"Married, but separated","1995","Urban Area","West Germany","173","0.0219716786963745","0.0186696655104153","0.0252736918823337","2"
"Married, but separated","1995","Urban Area","East Germany","24","","","","2"
"Married, but separated","1995","Rural Area","East Germany","18","","","","2"
"Single","1995","Urban Area","West Germany","1804","0.227616801690099","0.21817206107424","0.237061542305958","3"
"Single","1995","Urban Area","East Germany","285","0.224078842778892","0.201137094860018","0.247020590697766","3"
"Single","1995","Rural Area","East Germany","532","0.199468479158454","0.183560751767204","0.215376206549705","3"
"Single","1995","Rural Area","West Germany","457","0.205224860484325","0.187707956733842","0.222741764234808","3"
"Widowed","1995","Urban Area","West Germany","446","0.106170019628976","0.0992309718878703","0.113109067370081","5"
"Widowed","1995","Urban Area","East Germany","83","0.105018702501553","0.0881509358606208","0.121886469142486","5"
"Widowed","1995","Rural Area","West Germany","141","0.11424745102042","0.100449973753315","0.128044928287525","5"
"Widowed","1995","Rural Area","East Germany","152","0.104841498017493","0.0926460330627029","0.117036962972284","5"
"Divorced","1996","Urban Area","West Germany","360","0.0658916732449939","0.0602226060748101","0.0715607404151777","4"
"Divorced","1996","Rural Area","West Germany","101","0.0647819170624798","0.0540824351882037","0.0754813989367559","4"
"Divorced","1996","Rural Area","East Germany","144","0.0732400492011511","0.0627994494760622","0.0836806489262399","4"
"Divorced","1996","Urban Area","East Germany","75","0.0805432997959218","0.0657160261435263","0.0953705734483172","4"
"Married","1996","Urban Area","West Germany","4593","0.576314626198943","0.565023187795807","0.587606064602079","1"
"Married","1996","Urban Area","East Germany","813","0.571936306773297","0.544976983698402","0.598895629848192","1"
"Married","1996","Rural Area","West Germany","1285","0.581229899613904","0.559784151127288","0.60267564810052","1"
"Married","1996","Rural Area","East Germany","1515","0.595897015141623","0.576231780280337","0.61556225000291","1"
"Married, but separated","1996","Rural Area","East Germany","24","","","","2"
"Married, but separated","1996","Urban Area","West Germany","200","0.0271772109230237","0.0234617129960219","0.0308927088500254","2"
"Married, but separated","1996","Urban Area","East Germany","27","","","","2"
"Married, but separated","1996","Rural Area","West Germany","39","0.0208601938136288","0.0146477721610747","0.0270726154661828","2"
"Single","1996","Urban Area","East Germany","298","0.223382418146387","0.2006885223711","0.246076313921674","3"
"Single","1996","Urban Area","West Germany","1778","0.229536317225831","0.219926845709487","0.239145788742175","3"
"Single","1996","Rural Area","West Germany","469","0.214313041857061","0.196475768248917","0.232150315465205","3"
"Single","1996","Rural Area","East Germany","551","0.211015698910161","0.194664143603995","0.227367254216326","3"
"Widowed","1996","Urban Area","East Germany","81","0.102906126244929","0.0863514568019927","0.119460795687865","5"
"Widowed","1996","Urban Area","West Germany","426","0.101080172407208","0.0941922034698885","0.107968141344528","5"
"Widowed","1996","Rural Area","West Germany","139","0.118814947652927","0.104749663740159","0.132880231565694","5"
"Widowed","1996","Rural Area","East Germany","158","0.110573787970903","0.0980062976528263","0.12314127828898","5"
"Divorced","1997","Rural Area","East Germany","145","0.076808810841365","0.0660835320948925","0.0875340895878374","4"
"Divorced","1997","Urban Area","West Germany","365","0.0674891358887825","0.0617061402797382","0.0732721314978269","4"
"Divorced","1997","Urban Area","East Germany","83","0.0888718853685001","0.0732217480952967","0.104522022641704","4"
"Divorced","1997","Rural Area","West Germany","105","0.0681177740153208","0.0570370227324807","0.079198525298161","4"
"Married","1997","Urban Area","West Germany","4473","0.569609941071004","0.55819617743872","0.581023704703287","1"
"Married","1997","Urban Area","East Germany","767","0.54822262445857","0.520851858770826","0.575593390146313","1"
"Married","1997","Rural Area","West Germany","1272","0.585970463705637","0.564307793209719","0.607633134201556","1"
"Married","1997","Rural Area","East Germany","1468","0.584083780112731","0.564232078274265","0.603935481951197","1"
"Married, but separated","1997","Urban Area","East Germany","24","","","","2"
"Married, but separated","1997","Rural Area","East Germany","37","0.0158806992226856","0.010845508482779","0.0209158899625923","2"
"Married, but separated","1997","Urban Area","West Germany","200","0.0281803064096566","0.0243654808660944","0.0319951319532187","2"
"Married, but separated","1997","Rural Area","West Germany","37","0.0195305038839","0.0134444998434066","0.0256165079243934","2"
"Single","1997","Urban Area","West Germany","1765","0.2312363336246","0.221517068239779","0.240955599009421","3"
"Single","1997","Rural Area","West Germany","438","0.208503620567146","0.190637110204779","0.226370130929514","3"
"Single","1997","Rural Area","East Germany","562","0.218399677810719","0.201758824069642","0.235040531551796","3"
"Single","1997","Urban Area","East Germany","318","0.245479591838219","0.221810073394535","0.269149110281902","3"
"Widowed","1997","Urban Area","West Germany","426","0.103484283005957","0.0964628601283521","0.110505705883563","5"
"Widowed","1997","Urban Area","East Germany","78","0.0971062876962821","0.0808212705300725","0.113391304862492","5"
"Widowed","1997","Rural Area","West Germany","134","0.117877637827995","0.103695601385894","0.132059674270097","5"
"Widowed","1997","Rural Area","East Germany","156","0.104827032012499","0.0924889581341862","0.117165105890812","5"
"Divorced","1998","Rural Area","East Germany","151","0.0720903889514142","0.062077363759785","0.0821034141430435","4"
"Divorced","1998","Urban Area","East Germany","95","0.0937103322865353","0.0779351640880717","0.109485500484999","4"
"Divorced","1998","Rural Area","West Germany","121","0.0618105735201841","0.0519989004832277","0.0716222465571406","4"
"Divorced","1998","Urban Area","West Germany","448","0.0707361394535298","0.0651444874333174","0.0763277914737422","4"
"Married","1998","Urban Area","West Germany","4936","0.566120262205984","0.555311176261936","0.576929348150032","1"
"Married","1998","Urban Area","East Germany","791","0.561532684768545","0.534672878383979","0.588392491153111","1"
"Married","1998","Rural Area","West Germany","1497","0.61429016857285","0.594457390578551","0.634122946567148","1"
"Married","1998","Rural Area","East Germany","1580","0.577736922370208","0.558615050487729","0.596858794252688","1"
"Married, but separated","1998","Rural Area","West Germany","33","0.0148761623792642","0.00994377380722558","0.0198085509513028","2"
"Married, but separated","1998","Urban Area","West Germany","225","0.0298505685604184","0.0261391019625348","0.033562035158302","2"
"Married, but separated","1998","Urban Area","East Germany","25","","","","2"
"Married, but separated","1998","Rural Area","East Germany","42","0.0225616589619242","0.0168125043486764","0.028310813575172","2"
"Single","1998","Rural Area","East Germany","619","0.21751825131583","0.201546271681772","0.233490230949888","3"
"Single","1998","Urban Area","West Germany","1960","0.23247473033819","0.22326208921461","0.24168737146177","3"
"Single","1998","Urban Area","East Germany","327","0.243894262921091","0.220648767627905","0.267139758214278","3"
"Single","1998","Rural Area","West Germany","517","0.207140995336078","0.19062908108664","0.223652909585516","3"
"Widowed","1998","Urban Area","West Germany","507","0.100818299441877","0.0942516572968528","0.107384941586902","5"
"Widowed","1998","Urban Area","East Germany","73","0.0834071861124359","0.0684401190678387","0.098374253157033","5"
"Widowed","1998","Rural Area","West Germany","146","0.101882100191624","0.0895572390716411","0.114206961311607","5"
"Widowed","1998","Rural Area","East Germany","171","0.110092778400623","0.0979749284782823","0.122210628322964","5"
"Divorced","1999","Rural Area","West Germany","127","0.0667083397718691","0.0563313217654422","0.0770853577782959","4"
"Divorced","1999","Rural Area","East Germany","162","0.0818899338216867","0.0711330015278338","0.0926468661155397","4"
"Divorced","1999","Urban Area","West Germany","457","0.0753861121988614","0.0694879973199248","0.081284227077798","4"
"Divorced","1999","Urban Area","East Germany","96","0.101169016165833","0.0847260707594618","0.117611961572205","4"
"Married","1999","Urban Area","West Germany","4681","0.561004033810452","0.549917376987418","0.572090690633486","1"
"Married","1999","Urban Area","East Germany","754","0.533783067429192","0.506581542462958","0.560984592395425","1"
"Married","1999","Rural Area","West Germany","1403","0.607509092585643","0.587201193200711","0.627816991970575","1"
"Married","1999","Rural Area","East Germany","1501","0.557481490174378","0.537996205851111","0.576966774497645","1"
"Married, but separated","1999","Urban Area","West Germany","208","0.0275990366822466","0.0239392396570792","0.0312588337074141","2"
"Married, but separated","1999","Rural Area","West Germany","38","0.0168107556540309","0.0114640535333461","0.0221574577747158","2"
"Married, but separated","1999","Rural Area","East Germany","43","0.0222963563724425","0.016504118805777","0.028088593939108","2"
"Married, but separated","1999","Urban Area","East Germany","22","","","","2"
"Single","1999","Rural Area","East Germany","618","0.22558381299489","0.20918671552937","0.24198091046041","3"
"Single","1999","Urban Area","East Germany","346","0.263154703330895","0.239143686049847","0.287165720611943","3"
"Single","1999","Rural Area","West Germany","518","0.21061796707183","0.193660337715678","0.227575596427982","3"
"Single","1999","Urban Area","West Germany","1883","0.236057374890506","0.226570427206113","0.245544322574899","3"
"Widowed","1999","Urban Area","West Germany","468","0.099953442417934","0.0932527649609704","0.106654119874898","5"
"Widowed","1999","Urban Area","East Germany","74","0.0841205277907235","0.0689853686686584","0.0992556869127886","5"
"Widowed","1999","Rural Area","West Germany","135","0.0983538449166274","0.0859690861863067","0.110738603646948","5"
"Widowed","1999","Rural Area","East Germany","172","0.112748406636603","0.10034033188893","0.125156481384275","5"
"Divorced","2000","Rural Area","East Germany","279","0.0878914248622853","0.0790550087306061","0.0967278409939646","4"
"Divorced","2000","Rural Area","West Germany","220","0.0576150691923018","0.0506882240070966","0.064541914377507","4"
"Divorced","2000","Urban Area","West Germany","806","0.0685081795558184","0.0643188771193616","0.0726974819922751","4"
"Divorced","2000","Urban Area","East Germany","164","0.105669759738344","0.0919083998556381","0.119431119621051","4"
"Married","2000","Urban Area","West Germany","8745","0.579607757660297","0.57142168831595","0.587793827004644","1"
"Married","2000","Urban Area","East Germany","1061","0.516273197546216","0.493902635277942","0.538643759814489","1"
"Married","2000","Rural Area","East Germany","2374","0.562709059016323","0.547227780226134","0.578190337806512","1"
"Married","2000","Rural Area","West Germany","2822","0.612817753746453","0.598337483814783","0.627298023678123","1"
