"pgfamstd","year","migback","n","percent","lower_confidence","upper_confidence","value"
"Widowed","2006","direct migration background","124","0.0537830405020207","0.044740794002544","0.0628252870014973","5"
"Widowed","2006","indirect migration background","4","","","","5"
"Widowed","2006","no migration background","1353","0.0970433083935167","0.0928380962693491","0.101248520517684","5"
"Divorced","2007","direct migration background","125","0.0804281615784125","0.0689112704870591","0.0919450526697658","4"
"Divorced","2007","indirect migration background","36","0.0441517769731508","0.0302923450394997","0.0580112089068019","4"
"Divorced","2007","no migration background","1370","0.0924790762665723","0.0882340454418229","0.0967241070913216","4"
"Married","2007","direct migration background","1540","0.673964409516536","0.654113091594364","0.693815727438707","1"
"Married","2007","indirect migration background","261","0.306874614314897","0.275760083816156","0.337989144813638","1"
"Married","2007","no migration background","10487","0.514538727594006","0.50721525413123","0.521862201056782","1"
"Married, but separated","2007","direct migration background","90","0.0496007078768943","0.0404060548083361","0.0587953609454524","2"
"Married, but separated","2007","indirect migration background","16","","","","2"
"Married, but separated","2007","no migration background","355","0.0224302527318208","0.0202604425480116","0.02460006291563","2"
"Single","2007","indirect migration background","528","0.62517675776761","0.592518611023398","0.657834904511822","3"
"Single","2007","direct migration background","270","0.141063020583133","0.126322066355409","0.155803974810858","3"
"Single","2007","no migration background","4429","0.276217803467384","0.26966600447442","0.282769602460347","3"
"Widowed","2007","direct migration background","117","0.0549437004450244","0.0452937262653446","0.0645936746247043","5"
"Widowed","2007","indirect migration background","3","","","","5"
"Widowed","2007","no migration background","1250","0.0943341399402174","0.0900511285559909","0.0986171513244438","5"
"Divorced","2008","direct migration background","113","0.0785651956317083","0.0665145280610937","0.0906158632023229","4"
"Divorced","2008","indirect migration background","34","0.0482573589045599","0.0336775919107885","0.0628371258983312","4"
"Divorced","2008","no migration background","1325","0.0945607895878823","0.0901452008620273","0.0989763783137374","4"
"Married","2008","indirect migration background","260","0.299545873603764","0.268383497521273","0.330708249686255","1"
"Married","2008","direct migration background","1383","0.676552732383576","0.655601176897676","0.697504287869475","1"
"Married","2008","no migration background","9872","0.508458261331439","0.500914094625278","0.5160024280376","1"
"Married, but separated","2008","direct migration background","76","0.042070174676702","0.0330789736637458","0.0510613756896582","2"
"Married, but separated","2008","no migration background","337","0.0216137565409459","0.0194193165033876","0.0238081965785042","2"
"Married, but separated","2008","indirect migration background","14","","","","2"
"Single","2008","indirect migration background","518","0.633253800364026","0.600468379854698","0.666039220873355","3"
"Single","2008","direct migration background","239","0.146326047260023","0.13049642550513","0.162155669014917","3"
"Single","2008","no migration background","4118","0.279734684936182","0.272961033695532","0.286508336176831","3"
"Widowed","2008","direct migration background","104","0.0564858500479907","0.0461461546441032","0.0668255454518782","5"
"Widowed","2008","indirect migration background","4","","","","5"
"Widowed","2008","no migration background","1217","0.0956325076035508","0.0911945958177494","0.100070419389352","5"
"Divorced","2009","direct migration background","98","0.0779219895606914","0.0650699008368711","0.0907740782845117","4"
"Divorced","2009","indirect migration background","33","0.0465350588920705","0.0315298291384994","0.0615402886456417","4"
"Divorced","2009","no migration background","1283","0.0933430749214062","0.088817850844987","0.0978682989978254","4"
"Married","2009","direct migration background","1207","0.677988298744391","0.655585267115337","0.700391330373446","1"
"Married","2009","indirect migration background","232","0.270960306166331","0.239299018337901","0.302621593994762","1"
"Married","2009","no migration background","9198","0.505152556514166","0.49737533464019","0.512929778388141","1"
"Married, but separated","2009","direct migration background","62","0.0344972302444347","0.0257468134064731","0.0432476470823962","2"
"Married, but separated","2009","indirect migration background","17","","","","2"
"Married, but separated","2009","no migration background","330","0.0232392560185313","0.0208956599833168","0.0255828520537459","2"
"Single","2009","direct migration background","208","0.150804065469465","0.13364592005699","0.167962210881939","3"
"Single","2009","indirect migration background","472","0.660868076723506","0.627143859766477","0.694592293680534","3"
"Single","2009","no migration background","3895","0.283598963095601","0.276587511049178","0.290610415142023","3"
"Widowed","2009","direct migration background","96","0.0587884159810178","0.0475099670559566","0.070066864906079","5"
"Widowed","2009","indirect migration background","3","","","","5"
"Widowed","2009","no migration background","1170","0.0946661494502961","0.0901122935736303","0.0992200053269619","5"
"Divorced","2010","direct migration background","175","0.0745990196038551","0.0650544021666482","0.0841436370410621","4"
"Divorced","2010","indirect migration background","68","0.0409702381251263","0.0298836173062532","0.0520568589439994","4"
"Divorced","2010","no migration background","1793","0.097791191652672","0.0936956502818919","0.101886733023452","4"
"Married","2010","direct migration background","2198","0.689700989007737","0.672895637206769","0.706506340808705","1"
"Married","2010","indirect migration background","529","0.250345390939419","0.226115619613108","0.27457516226573","1"
"Married","2010","no migration background","11873","0.497678931588348","0.490784900435399","0.504572962741297","1"
"Married, but separated","2010","direct migration background","88","0.0323413804918347","0.0259149864699405","0.038767774513729","2"
"Married, but separated","2010","indirect migration background","20","","","","2"
"Married, but separated","2010","no migration background","485","0.0246335512110714","0.0224963011638168","0.026770801258326","2"
"Single","2010","direct migration background","353","0.147499799995107","0.134618195857626","0.160381404132589","3"
"Single","2010","indirect migration background","604","0.685125194676549","0.659147366924136","0.711103022428962","3"
"Single","2010","no migration background","4910","0.28671533167486","0.280479924480834","0.292950738868886","3"
"Widowed","2010","direct migration background","97","0.0558588109014657","0.047516405248348","0.0642012165545834","5"
"Widowed","2010","indirect migration background","7","","","","5"
"Widowed","2010","no migration background","1145","0.0931809938730489","0.0891729552966827","0.097189032449415","5"
"Divorced","2011","direct migration background","230","0.0754051500422356","0.0663412411757146","0.0844690589087566","4"
"Divorced","2011","indirect migration background","88","0.0411112397209037","0.0306997161036874","0.05152276333812","4"
"Divorced","2011","no migration background","2187","0.0962407682170881","0.0925183224279649","0.0999632140062114","4"
"Married","2011","direct migration background","2391","0.677273331715278","0.661224674322238","0.693321989108319","1"
"Married","2011","no migration background","14172","0.502123297404881","0.495812437253652","0.50843415755611","1"
"Married","2011","indirect migration background","552","0.248502404488728","0.225841409054712","0.271163399922744","1"
"Married, but separated","2011","direct migration background","100","0.0330328912917284","0.0268978366377888","0.0391679459456679","2"
"Married, but separated","2011","indirect migration background","26","","","","2"
"Married, but separated","2011","no migration background","595","0.0222505675702723","0.0203888799922684","0.0241122551482762","2"
"Single","2011","direct migration background","411","0.156802719092891","0.144320819508528","0.169284618677254","3"
"Single","2011","indirect migration background","721","0.682186175628389","0.657769432333229","0.70660291892355","3"
"Single","2011","no migration background","5724","0.287960137149041","0.28224481377683","0.293675460521253","3"
"Widowed","2011","direct migration background","128","0.0574859078578668","0.0494955926066794","0.0654762231090542","5"
"Widowed","2011","indirect migration background","10","","","","5"
"Widowed","2011","no migration background","1435","0.0914252296587172","0.0877874546553334","0.0950630046621011","5"
"Divorced","2012","direct migration background","225","0.0790512204126496","0.0694927488129076","0.0886096920123915","4"
"Divorced","2012","indirect migration background","92","0.0408430525871719","0.0303584903473534","0.0513276148269904","4"
"Divorced","2012","no migration background","2268","0.0973077689370397","0.0935387140091902","0.101076823864889","4"
"Married","2012","direct migration background","2233","0.675147712656115","0.658557238777921","0.69173818653431","1"
"Married","2012","indirect migration background","550","0.28031044431549","0.256518024906388","0.304102863724592","1"
"Married","2012","no migration background","13779","0.509325136207722","0.502967680883467","0.515682591531978","1"
"Married, but separated","2012","direct migration background","109","0.0357349471297151","0.0291589561049154","0.0423109381545148","2"
"Married, but separated","2012","indirect migration background","28","","","","2"
"Married, but separated","2012","no migration background","576","0.0214315070964871","0.0195898412800543","0.0232731729129198","2"
"Single","2012","direct migration background","376","0.155064777889755","0.142241923394997","0.167887632384513","3"
"Single","2012","indirect migration background","688","0.652731974675669","0.627511909215251","0.677952040136086","3"
"Single","2012","no migration background","5721","0.285841449146843","0.280095671976768","0.291587226316918","3"
"Widowed","2012","direct migration background","118","0.0550013419117652","0.0469249262025254","0.063077757621005","5"
"Widowed","2012","indirect migration background","11","","","","5"
"Widowed","2012","no migration background","1409","0.0860941386119078","0.0825269474724708","0.0896613297513449","5"
"Divorced","2013","indirect migration background","105","0.0339519166404899","0.0264267763140051","0.0414770569669747","4"
"Divorced","2013","direct migration background","457","0.0850019348001884","0.0781725887834925","0.0918312808168844","4"
"Divorced","2013","no migration background","2213","0.09807836478885","0.0941972259441506","0.101959503633549","4"
"Married","2013","direct migration background","4490","0.644500967452624","0.63277940185766","0.656222533047588","1"
"Married","2013","no migration background","12889","0.506665436451066","0.500141351910401","0.51318952099173","1"
"Married","2013","indirect migration background","814","0.281156379556118","0.262476491644647","0.299836267467589","1"
"Married, but separated","2013","direct migration background","176","0.0329235706780158","0.028554002822504","0.0372931385335276","2"
"Married, but separated","2013","indirect migration background","31","0.0131636115080837","0.00842781329506445","0.017899409721103","2"
"Married, but separated","2013","no migration background","585","0.0225517740236346","0.0206143467647109","0.0244892012825584","2"
"Single","2013","direct migration background","1110","0.189938226910918","0.180332728981176","0.19954372484066","3"
"Single","2013","indirect migration background","1262","0.663992057938332","0.644365718888896","0.683618396987767","3"
"Single","2013","no migration background","5524","0.28319251887562","0.277313155242454","0.289071882508785","3"
"Widowed","2013","direct migration background","173","0.0476353001582536","0.0424195026600137","0.0528510976564935","5"
"Widowed","2013","indirect migration background","13","","","","5"
"Widowed","2013","no migration background","1348","0.0895119058608302","0.0857865676539544","0.093237244067706","5"
"Divorced","2014","direct migration background","375","0.0875563027095295","0.0798449972563088","0.0952676081627503","4"
"Divorced","2014","indirect migration background","88","0.0376858867971674","0.0291832225328587","0.0461885510614762","4"
"Divorced","2014","no migration background","2002","0.100219038976977","0.0961193339372036","0.10431874401675","4"
"Married","2014","indirect migration background","693","0.262402747451135","0.242760052694829","0.282045442207442","1"
"Married","2014","direct migration background","3595","0.633391199446741","0.620244443012699","0.646537955880782","1"
"Married","2014","no migration background","11769","0.503277475020856","0.496451420244117","0.510103529797594","1"
"Married, but separated","2014","direct migration background","132","0.034289939455488","0.0293252978953325","0.0392545810156435","2"
"Married, but separated","2014","indirect migration background","29","","","","2"
"Married, but separated","2014","no migration background","498","0.0233809214304754","0.0213179058474639","0.0254439370134869","2"
"Single","2014","direct migration background","910","0.200266501279787","0.189348127428361","0.211184875131213","3"
"Single","2014","indirect migration background","1103","0.674783798250339","0.65386794222931","0.695699654271368","3"
"Single","2014","no migration background","5044","0.281838082882354","0.275695937116999","0.287980228647708","3"
"Widowed","2014","direct migration background","149","0.0444960571084546","0.0388705954669012","0.0501215187500081","5"
"Widowed","2014","indirect migration background","14","","","","5"
"Widowed","2014","no migration background","1297","0.0912844816893385","0.0873524089390484","0.0952165544396286","5"
"Divorced","2015","direct migration background","341","0.0824995099567312","0.0755199805973743","0.0894790393160881","4"
"Divorced","2015","indirect migration background","75","0.0318099350765919","0.0236936624404082","0.0399262077127756","4"
"Divorced","2015","no migration background","1937","0.106035654365418","0.101727894868978","0.110343413861857","4"
"Married","2015","direct migration background","3980","0.615321560872928","0.602979226990599","0.627663894755257","1"
"Married","2015","indirect migration background","640","0.258216750177183","0.23797604488676","0.278457455467606","1"
"Married","2015","no migration background","11112","0.493739776905552","0.486744557343756","0.500734996467347","1"
"Married, but separated","2015","direct migration background","201","0.0417154056321429","0.0366432474374019","0.0467875638268839","2"
"Married, but separated","2015","indirect migration background","36","0.0223805338806126","0.0155396051447062","0.029221462616519","2"
"Married, but separated","2015","no migration background","446","0.0217652238402339","0.0197236339474311","0.0238068137330367","2"
"Single","2015","direct migration background","1315","0.21501833577041","0.204596006109416","0.225440665431403","3"
"Single","2015","indirect migration background","1030","0.676133090613031","0.654491244284846","0.697774936941216","3"
"Single","2015","no migration background","4876","0.286818664002649","0.280490626010143","0.293146701995154","3"
"Widowed","2015","direct migration background","132","0.0454451877677889","0.0401614447327633","0.0507289308028144","5"
"Widowed","2015","indirect migration background","15","","","","5"
"Widowed","2015","no migration background","1252","0.0916406808861482","0.0876038702188376","0.0956774915534588","5"
"Divorced","2016","direct migration background","410","0.0853862157277256","0.0796912648945075","0.0910811665609437","4"
"Divorced","2016","indirect migration background","65","0.0305478069555593","0.0223188144349492","0.0387767994761694","4"
"Divorced","2016","no migration background","1810","0.105555495770862","0.101099513140384","0.11001147840134","4"
"Married","2016","direct migration background","5854","0.61615183665823","0.606241216490059","0.6260624568264","1"
"Married","2016","indirect migration background","596","0.264737955301376","0.243640861729324","0.285835048873428","1"
"Married","2016","no migration background","10287","0.488204318510967","0.480955362217618","0.495453274804316","1"
"Married, but separated","2016","direct migration background","596","0.0424675896343516","0.038358148421247","0.0465770308474562","2"
"Married, but separated","2016","indirect migration background","40","0.0247708032301873","0.0173386125681193","0.0322029938922553","2"
"Married, but separated","2016","no migration background","429","0.0223802677015202","0.0202351852882191","0.0245253501148212","2"
"Single","2016","direct migration background","2184","0.210720200345102","0.202409343457456","0.219031057232748","3"
"Single","2016","indirect migration background","966","0.669004456799117","0.646502565172905","0.69150634842533","3"
"Single","2016","no migration background","4538","0.293739870636515","0.287134606962223","0.300345134310806","3"
"Widowed","2016","direct migration background","206","0.0452741576345909","0.0410373206645253","0.0495109946046565","5"
"Widowed","2016","indirect migration background","13","","","","5"
"Widowed","2016","no migration background","1202","0.0901200473801364","0.0859673611460206","0.0942727336142522","5"
"Divorced","2017","direct migration background","474","0.0906656368617633","0.0851202260891779","0.0962110476343486","4"
"Divorced","2017","indirect migration background","77","0.0380893250222298","0.0293266668763055","0.0468519831681541","4"
"Divorced","2017","no migration background","2009","0.106726285225903","0.102511924222896","0.110940646228909","4"
"Married","2017","direct migration background","6376","0.613625956183031","0.604222090995355","0.623029821370707","1"
"Married","2017","no migration background","11490","0.48595608658181","0.479134233152351","0.492777940011268","1"
"Married","2017","indirect migration background","645","0.267503790102766","0.247239354179317","0.287768226026214","1"
"Married, but separated","2017","direct migration background","632","0.044850927257463","0.0408535802179955","0.0488482742969305","2"
"Married, but separated","2017","indirect migration background","47","0.0266746007349405","0.0192981940857215","0.0340510073841594","2"
"Married, but separated","2017","no migration background","469","0.0225446477658438","0.0205184867634041","0.0245708087682835","2"
"Single","2017","indirect migration background","1051","0.659687180062315","0.637996406751494","0.681377953373135","3"
"Single","2017","direct migration background","2575","0.206609409319413","0.198790086688729","0.214428731950097","3"
"Single","2017","no migration background","5419","0.295326060766092","0.289099492527252","0.301552629004933","3"
"Widowed","2017","direct migration background","242","0.0442480703783301","0.0402764263013356","0.0482197144553247","5"
"Widowed","2017","indirect migration background","13","","","","5"
"Widowed","2017","no migration background","1233","0.0894469196603515","0.0855516360008111","0.0933422033198919","5"
"Divorced","2018","direct migration background","504","0.0952879229621644","0.0891731703276976","0.101402675596631","4"
"Divorced","2018","indirect migration background","96","0.0460344290097123","0.0363961853819118","0.0556726726375128","4"
"Divorced","2018","no migration background","1995","0.107743124549692","0.103436349429035","0.112049899670349","4"
"Married","2018","direct migration background","5541","0.61347270538367","0.603331432367714","0.623613978399627","1"
"Married","2018","no migration background","10867","0.487264042212321","0.480321132294159","0.494206952130482","1"
"Married","2018","indirect migration background","627","0.294907322588629","0.273934540267537","0.315880104909721","1"
"Married, but separated","2018","direct migration background","491","0.0417738770758271","0.0376071873278658","0.0459405668237883","2"
"Married, but separated","2018","indirect migration background","39","0.0167827034187223","0.0108746299964631","0.0226907768409814","2"
"Married, but separated","2018","no migration background","485","0.024262181781448","0.0221249877328756","0.0263993758300205","2"
"Single","2018","direct migration background","2098","0.203247494797569","0.194866818080712","0.211628171514425","3"
"Single","2018","no migration background","5362","0.292608183257045","0.286288639713586","0.298927726800504","3"
"Single","2018","indirect migration background","1039","0.632207960362614","0.610030014882326","0.654385905842901","3"
"Widowed","2018","direct migration background","223","0.0462179997807697","0.0418454485873766","0.0505905509741628","5"
"Widowed","2018","indirect migration background","15","","","","5"
"Widowed","2018","no migration background","1201","0.0881224681994942","0.0841849366656324","0.092059999733356","5"
"Divorced","2019","direct migration background","461","0.0928800071723059","0.0864305394597682","0.0993294748848436","4"
"Divorced","2019","indirect migration background","108","0.0504901614924715","0.0402955812945284","0.0606847416904147","4"
"Divorced","2019","no migration background","2091","0.109821720043717","0.105545999169816","0.114097440917619","4"
"Married","2019","direct migration background","5008","0.628525482416047","0.617789140296592","0.639261824535501","1"
"Married","2019","indirect migration background","695","0.320554389973975","0.298825154555329","0.34228362539262","1"
"Married","2019","no migration background","11535","0.492543197170478","0.485706467142684","0.499379927198271","1"
"Married, but separated","2019","indirect migration background","28","","","","2"
"Married, but separated","2019","direct migration background","404","0.0392723383675776","0.034956413145525","0.0435882635896303","2"
"Married, but separated","2019","no migration background","429","0.0207667285312025","0.0188166421380987","0.0227168149243063","2"
"Single","2019","direct migration background","1720","0.19288354174143","0.184116641373745","0.201650442109114","3"
"Single","2019","indirect migration background","925","0.606179831892294","0.583430641242763","0.628929022541825","3"
"Single","2019","no migration background","5305","0.291461340875057","0.285246944029999","0.297675737720115","3"
"Widowed","2019","direct migration background","188","0.0464386303026404","0.0417629543081766","0.0511143062971042","5"
"Widowed","2019","indirect migration background","16","","","","5"
"Widowed","2019","no migration background","1182","0.0854070133795457","0.0815850420089561","0.0892289847501352","5"
