"pgfamstd","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Widowed","1984","Full Time","Couple + C. GT 16 ","","","","","5"
"Widowed","1984","Part Time","1-pers.-HH","18","","","","5"
"Widowed","1984","Part Time","Single parent ","19","","","","5"
"Widowed","1984","Part Time","(Married) couple without C. ","2","","","","5"
"Widowed","1984","Part Time","Couple + C. GT 16 ","","","","","5"
"Widowed","1984","Part Time","Couple + C. LE and GT 16","2","","","","5"
"Widowed","1984","Not Working","1-pers.-HH","360","0.738880893497785","0.701379334091822","0.776382452903748","5"
"Widowed","1984","Not Working","(Married) couple without C. ","18","","","","5"
"Widowed","1984","Not Working","Single parent ","66","0.365182277477866","0.297429579520462","0.43293497543527","5"
"Widowed","1984","Not Working","Couple + C. LE 16 ","2","","","","5"
"Widowed","1984","Not Working","Couple + C. GT 16 ","","","","","5"
"Widowed","1984","Not Working","Couple + C. LE and GT 16","3","","","","5"
"Divorced","1985","Full Time","Single parent ","48","0.229777305026948","0.172742932325765","0.286811677728131","4"
"Divorced","1985","Full Time","1-pers.-HH","75","0.194440742746832","0.156858242104553","0.232023243389112","4"
"Divorced","1985","Full Time","(Married) couple without C. ","26","","","","4"
"Divorced","1985","Part Time","1-pers.-HH","28","","","","4"
"Divorced","1985","Full Time","Couple + C. LE 16 ","13","","","","4"
"Divorced","1985","Full Time","Couple + C. GT 16 ","6","","","","4"
"Divorced","1985","Full Time","Couple + C. LE and GT 16","4","","","","4"
"Divorced","1985","Part Time","(Married) couple without C. ","5","","","","4"
"Divorced","1985","Part Time","Single parent ","21","","","","4"
"Divorced","1985","Part Time","Couple + C. LE 16 ","5","","","","4"
"Divorced","1985","Part Time","Couple + C. GT 16 ","1","","","","4"
"Divorced","1985","Part Time","Couple + C. LE and GT 16","1","","","","4"
"Divorced","1985","Not Working","(Married) couple without C. ","6","","","","4"
"Divorced","1985","Not Working","Single parent ","17","","","","4"
"Divorced","1985","Not Working","Couple + C. LE 16 ","3","","","","4"
"Divorced","1985","Not Working","1-pers.-HH","39","0.0688914651885937","0.0469105450960076","0.0908723852811798","4"
"Divorced","1985","Not Working","Couple + C. GT 16 ","2","","","","4"
"Divorced","1985","Not Working","Couple + C. LE and GT 16","1","","","","4"
"Married","1985","Full Time","1-pers.-HH","9","","","","1"
"Married","1985","Full Time","(Married) couple without C. ","803","0.844771918597444","0.821780989612198","0.867762847582691","1"
"Married","1985","Full Time","Single parent ","6","","","","1"
"Married","1985","Full Time","Couple + C. LE 16 ","1223","0.962642841323125","0.952209178657209","0.97307650398904","1"
"Married","1985","Full Time","Couple + C. GT 16 ","544","0.599903594390644","0.567516147755497","0.632291041025791","1"
"Married","1985","Full Time","Couple + C. LE and GT 16","443","0.642025616785109","0.605227427734703","0.678823805835514","1"
"Married","1985","Part Time","1-pers.-HH","","","","","1"
"Married","1985","Part Time","(Married) couple without C. ","219","0.806206951142994","0.759742794383919","0.85267110790207","1"
"Married","1985","Part Time","Single parent ","1","","","","1"
"Married","1985","Part Time","Couple + C. LE 16 ","474","0.959505883236389","0.942106076769837","0.976905689702941","1"
"Married","1985","Part Time","Couple + C. GT 16 ","199","0.545938793898173","0.495479465355638","0.596398122440708","1"
"Married","1985","Part Time","Couple + C. LE and GT 16","136","0.485306276881733","0.424439458757169","0.546173095006297","1"
"Married","1985","Not Working","1-pers.-HH","2","","","","1"
"Married","1985","Not Working","(Married) couple without C. ","900","0.946662192054445","0.932425561337788","0.960898822771103","1"
"Married","1985","Not Working","Single parent ","4","","","","1"
"Married","1985","Not Working","Couple + C. LE 16 ","710","0.972224662179623","0.960304019983378","0.984145304375868","1"
"Married","1985","Not Working","Couple + C. GT 16 ","336","0.518721932894344","0.480340345037005","0.557103520751683","1"
"Married","1985","Not Working","Couple + C. LE and GT 16","254","0.486022438406063","0.442430855268891","0.529614021543236","1"
"Married, but separated","1985","Full Time","1-pers.-HH","65","0.0881851272830257","0.0612577348065407","0.115112519759511","2"
"Married, but separated","1985","Full Time","Couple + C. LE and GT 16","2","","","","2"
"Married, but separated","1985","Part Time","Single parent ","7","","","","2"
"Married, but separated","1985","Full Time","(Married) couple without C. ","16","","","","2"
"Married, but separated","1985","Full Time","Couple + C. GT 16 ","9","","","","2"
"Married, but separated","1985","Full Time","Single parent ","22","","","","2"
"Married, but separated","1985","Full Time","Couple + C. LE 16 ","11","","","","2"
"Married, but separated","1985","Part Time","(Married) couple without C. ","7","","","","2"
"Married, but separated","1985","Part Time","Couple + C. LE 16 ","6","","","","2"
"Married, but separated","1985","Not Working","1-pers.-HH","11","","","","2"
"Married, but separated","1985","Not Working","(Married) couple without C. ","4","","","","2"
"Married, but separated","1985","Part Time","1-pers.-HH","12","","","","2"
"Married, but separated","1985","Part Time","Couple + C. GT 16 ","1","","","","2"
"Married, but separated","1985","Part Time","Couple + C. LE and GT 16","","","","","2"
"Married, but separated","1985","Not Working","Couple + C. GT 16 ","2","","","","2"
"Married, but separated","1985","Not Working","Couple + C. LE and GT 16","3","","","","2"
"Married, but separated","1985","Not Working","Single parent ","11","","","","2"
"Married, but separated","1985","Not Working","Couple + C. LE 16 ","6","","","","2"
"Single","1985","Full Time","1-pers.-HH","253","0.642328190382922","0.596812185137315","0.687844195628528","3"
"Single","1985","Part Time","Couple + C. GT 16 ","172","0.448414418860383","0.398011170461932","0.498817667258833","3"
"Single","1985","Not Working","(Married) couple without C. ","27","","","","3"
"Single","1985","Not Working","Single parent ","89","0.45105466960141","0.380113829349994","0.521995509852826","3"
"Single","1985","Not Working","Couple + C. LE and GT 16","244","0.502278883025271","0.458670709677113","0.545887056373429","3"
"Single","1985","Not Working","Couple + C. LE 16 ","7","","","","3"
"Single","1985","Not Working","Couple + C. GT 16 ","310","0.473088511946632","0.434735662862315","0.511441361030949","3"
"Single","1985","Full Time","(Married) couple without C. ","102","0.105331996131407","0.085841955212817","0.124822037049996","3"
"Single","1985","Full Time","Single parent ","108","0.543745191571272","0.476218357314302","0.611272025828241","3"
"Single","1985","Full Time","Couple + C. LE 16 ","20","","","","3"
"Single","1985","Full Time","Couple + C. GT 16 ","320","0.387661038704863","0.35545215468089","0.419869922728835","3"
"Single","1985","Full Time","Couple + C. LE and GT 16","203","0.350080074546734","0.313466855362719","0.386693293730749","3"
"Single","1985","Part Time","(Married) couple without C. ","46","0.154402972888096","0.111927791146345","0.196878154629848","3"
"Single","1985","Part Time","Single parent ","44","0.529112782415429","0.422999144050414","0.635226420780443","3"
"Single","1985","Part Time","Couple + C. LE 16 ","7","","","","3"
"Single","1985","Part Time","Couple + C. LE and GT 16","120","0.499850836373981","0.438957720961477","0.560743951786485","3"
"Single","1985","Not Working","1-pers.-HH","96","0.156385682135253","0.124862251969803","0.187909112300704","3"
"Single","1985","Part Time","1-pers.-HH","72","0.561427525946636","0.47512693556531","0.647728116327962","3"
"Widowed","1985","Full Time","Couple + C. LE and GT 16","","","","","5"
"Widowed","1985","Full Time","1-pers.-HH","24","","","","5"
"Widowed","1985","Full Time","(Married) couple without C. ","6","","","","5"
"Widowed","1985","Full Time","Single parent ","25","","","","5"
"Widowed","1985","Full Time","Couple + C. LE 16 ","2","","","","5"
"Widowed","1985","Full Time","Couple + C. GT 16 ","","","","","5"
"Widowed","1985","Part Time","1-pers.-HH","15","","","","5"
"Widowed","1985","Part Time","(Married) couple without C. ","1","","","","5"
"Widowed","1985","Part Time","Single parent ","12","","","","5"
"Widowed","1985","Part Time","Couple + C. LE 16 ","1","","","","5"
"Widowed","1985","Part Time","Couple + C. GT 16 ","1","","","","5"
"Widowed","1985","Part Time","Couple + C. LE and GT 16","2","","","","5"
"Widowed","1985","Not Working","1-pers.-HH","362","0.758014265172719","0.720843921651194","0.795184608694244","5"
"Widowed","1985","Not Working","(Married) couple without C. ","20","","","","5"
"Widowed","1985","Not Working","Single parent ","68","0.401399068995561","0.33151566303916","0.471282474951962","5"
"Widowed","1985","Not Working","Couple + C. LE 16 ","4","","","","5"
"Widowed","1985","Not Working","Couple + C. GT 16 ","1","","","","5"
"Widowed","1985","Not Working","Couple + C. LE and GT 16","3","","","","5"
"Divorced","1986","Full Time","(Married) couple without C. ","28","","","","4"
"Divorced","1986","Full Time","1-pers.-HH","75","0.190483223350876","0.153833551633292","0.22713289506846","4"
"Divorced","1986","Full Time","Single parent ","48","0.229588600142798","0.172433770607769","0.286743429677828","4"
"Divorced","1986","Full Time","Couple + C. LE 16 ","14","","","","4"
"Divorced","1986","Part Time","1-pers.-HH","26","","","","4"
"Divorced","1986","Part Time","(Married) couple without C. ","11","","","","4"
"Divorced","1986","Part Time","Single parent ","20","","","","4"
"Divorced","1986","Part Time","Couple + C. LE 16 ","5","","","","4"
"Divorced","1986","Part Time","Couple + C. LE and GT 16","","","","","4"
"Divorced","1986","Not Working","(Married) couple without C. ","5","","","","4"
"Divorced","1986","Not Working","Single parent ","19","","","","4"
"Divorced","1986","Not Working","Couple + C. LE 16 ","4","","","","4"
"Divorced","1986","Full Time","Couple + C. GT 16 ","10","","","","4"
"Divorced","1986","Full Time","Couple + C. LE and GT 16","3","","","","4"
"Divorced","1986","Part Time","Couple + C. GT 16 ","1","","","","4"
"Divorced","1986","Not Working","1-pers.-HH","44","0.0777283768505394","0.0546491082290786","0.100807645472","4"
"Divorced","1986","Not Working","Couple + C. GT 16 ","2","","","","4"
"Divorced","1986","Not Working","Couple + C. LE and GT 16","","","","","4"
"Married","1986","Full Time","1-pers.-HH","2","","","","1"
"Married","1986","Full Time","(Married) couple without C. ","843","0.826796176192179","0.803674550238332","0.849917802146026","1"
"Married","1986","Full Time","Single parent ","5","","","","1"
"Married","1986","Full Time","Couple + C. LE 16 ","1210","0.967686049623892","0.957906574680875","0.97746552456691","1"
"Married","1986","Full Time","Couple + C. GT 16 ","593","0.609793046945805","0.579063995940328","0.640522097951283","1"
"Married","1986","Full Time","Couple + C. LE and GT 16","432","0.654972624057365","0.61785192314483","0.6920933249699","1"
"Married","1986","Part Time","1-pers.-HH","1","","","","1"
"Married","1986","Part Time","(Married) couple without C. ","262","0.84187895346764","0.80227313821683","0.88148476871845","1"
"Married","1986","Part Time","Single parent ","4","","","","1"
"Married","1986","Part Time","Couple + C. LE 16 ","450","0.973496112406454","0.958912099703344","0.988080125109564","1"
"Married","1986","Part Time","Couple + C. GT 16 ","229","0.532490807746146","0.485276831228386","0.579704784263905","1"
"Married","1986","Part Time","Couple + C. LE and GT 16","135","0.532787832567183","0.472374656721277","0.59320100841309","1"
"Married","1986","Not Working","1-pers.-HH","","","","","1"
"Married","1986","Not Working","(Married) couple without C. ","934","0.938219530360316","0.923319901115374","0.953119159605258","1"
"Married","1986","Not Working","Single parent ","5","","","","1"
"Married","1986","Not Working","Couple + C. LE 16 ","647","0.970338714022616","0.957473514459201","0.983203913586032","1"
"Married","1986","Not Working","Couple + C. GT 16 ","376","0.584350064523289","0.547577497133864","0.621122631912714","1"
"Married","1986","Not Working","Couple + C. LE and GT 16","256","0.540400902343698","0.496047714667526","0.584754090019869","1"
"Married, but separated","1986","Full Time","1-pers.-HH","76","0.0944161061766129","0.0671253113728788","0.121706900980347","2"
"Married, but separated","1986","Full Time","Couple + C. GT 16 ","12","","","","2"
"Married, but separated","1986","Part Time","Couple + C. LE and GT 16","2","","","","2"
"Married, but separated","1986","Not Working","1-pers.-HH","15","","","","2"
"Married, but separated","1986","Full Time","Couple + C. LE 16 ","7","","","","2"
"Married, but separated","1986","Part Time","(Married) couple without C. ","2","","","","2"
"Married, but separated","1986","Part Time","Single parent ","14","","","","2"
"Married, but separated","1986","Not Working","Couple + C. GT 16 ","4","","","","2"
"Married, but separated","1986","Full Time","(Married) couple without C. ","13","","","","2"
"Married, but separated","1986","Full Time","Single parent ","25","","","","2"
"Married, but separated","1986","Full Time","Couple + C. LE and GT 16","8","","","","2"
"Married, but separated","1986","Part Time","Couple + C. LE 16 ","3","","","","2"
"Married, but separated","1986","Part Time","Couple + C. GT 16 ","1","","","","2"
"Married, but separated","1986","Not Working","Couple + C. LE 16 ","6","","","","2"
"Married, but separated","1986","Part Time","1-pers.-HH","18","","","","2"
"Married, but separated","1986","Not Working","(Married) couple without C. ","14","","","","2"
"Married, but separated","1986","Not Working","Single parent ","16","","","","2"
"Married, but separated","1986","Not Working","Couple + C. LE and GT 16","4","","","","2"
"Single","1986","Not Working","(Married) couple without C. ","27","","","","3"
"Single","1986","Full Time","(Married) couple without C. ","143","0.134310849982257","0.113476644671713","0.155145055292801","3"
"Single","1986","Not Working","Couple + C. LE and GT 16","223","0.450359481110812","0.406080639851346","0.494638322370278","3"
"Single","1986","Full Time","1-pers.-HH","265","0.64851609026188","0.603956427175268","0.693075753348492","3"
"Single","1986","Full Time","Single parent ","109","0.555366333016101","0.487834681645384","0.622897984386818","3"
"Single","1986","Not Working","Single parent ","84","0.412080814663816","0.342093181864975","0.482068447462657","3"
"Single","1986","Not Working","Couple + C. GT 16 ","305","0.407287707492539","0.370627394865479","0.443948020119599","3"
"Single","1986","Full Time","Couple + C. LE 16 ","23","","","","3"
"Single","1986","Full Time","Couple + C. GT 16 ","351","0.372121219600174","0.341670992694792","0.402571446505555","3"
"Single","1986","Part Time","(Married) couple without C. ","51","0.126294327167196","0.0902353178708094","0.162353336463583","3"
"Single","1986","Part Time","Single parent ","43","0.479262917729472","0.378805397208793","0.579720438250151","3"
"Single","1986","Part Time","Couple + C. LE 16 ","8","","","","3"
"Single","1986","Part Time","Couple + C. GT 16 ","195","0.459242925662178","0.412086401403397","0.506399449920958","3"
"Single","1986","Part Time","Couple + C. LE and GT 16","124","0.46045337781335","0.400099557439984","0.520807198186715","3"
"Single","1986","Not Working","1-pers.-HH","109","0.172833908631493","0.140241710134515","0.205426107128471","3"
"Single","1986","Not Working","Couple + C. LE 16 ","8","","","","3"
"Single","1986","Full Time","Couple + C. LE and GT 16","187","0.328685605674571","0.292005452668689","0.365365758680452","3"
"Single","1986","Part Time","1-pers.-HH","72","0.534552610314081","0.448476276188194","0.620628944439969","3"
"Widowed","1986","Full Time","Couple + C. LE and GT 16","","","","","5"
"Widowed","1986","Full Time","1-pers.-HH","23","","","","5"
"Widowed","1986","Full Time","(Married) couple without C. ","2","","","","5"
"Widowed","1986","Full Time","Single parent ","21","","","","5"
"Widowed","1986","Full Time","Couple + C. LE 16 ","2","","","","5"
"Widowed","1986","Full Time","Couple + C. GT 16 ","2","","","","5"
"Widowed","1986","Part Time","1-pers.-HH","12","","","","5"
"Widowed","1986","Part Time","(Married) couple without C. ","","","","","5"
"Widowed","1986","Part Time","Single parent ","14","","","","5"
"Widowed","1986","Part Time","Couple + C. LE 16 ","","","","","5"
"Widowed","1986","Part Time","Couple + C. GT 16 ","3","","","","5"
"Widowed","1986","Part Time","Couple + C. LE and GT 16","1","","","","5"
"Widowed","1986","Not Working","1-pers.-HH","349","0.729524842171149","0.691234737498243","0.767814946844055","5"
"Widowed","1986","Not Working","(Married) couple without C. ","23","","","","5"
"Widowed","1986","Not Working","Single parent ","66","0.386478802362989","0.317240100606383","0.455717504119595","5"
"Widowed","1986","Not Working","Couple + C. LE 16 ","3","","","","5"
"Widowed","1986","Not Working","Couple + C. GT 16 ","3","","","","5"
"Widowed","1986","Not Working","Couple + C. LE and GT 16","2","","","","5"
"Divorced","1987","Full Time","Couple + C. LE and GT 16","5","","","","4"
"Divorced","1987","Full Time","1-pers.-HH","86","0.201523729825063","0.164665328375636","0.23838213127449","4"
"Divorced","1987","Part Time","Couple + C. LE 16 ","8","","","","4"
"Divorced","1987","Full Time","Single parent ","51","0.252585448609833","0.192518578838826","0.31265231838084","4"
"Divorced","1987","Full Time","Couple + C. LE 16 ","11","","","","4"
"Divorced","1987","Full Time","Couple + C. GT 16 ","13","","","","4"
"Divorced","1987","Part Time","(Married) couple without C. ","9","","","","4"
"Divorced","1987","Full Time","(Married) couple without C. ","27","","","","4"
"Divorced","1987","Part Time","Single parent ","22","","","","4"
"Divorced","1987","Part Time","Couple + C. GT 16 ","1","","","","4"
"Divorced","1987","Part Time","Couple + C. LE and GT 16","","","","","4"
"Divorced","1987","Not Working","1-pers.-HH","46","0.0835339915012257","0.0595441466818434","0.107523836320608","4"
"Divorced","1987","Not Working","(Married) couple without C. ","9","","","","4"
"Divorced","1987","Not Working","Single parent ","19","","","","4"
"Divorced","1987","Not Working","Couple + C. LE 16 ","6","","","","4"
"Divorced","1987","Not Working","Couple + C. GT 16 ","2","","","","4"
"Divorced","1987","Not Working","Couple + C. LE and GT 16","1","","","","4"
"Divorced","1987","Part Time","1-pers.-HH","21","","","","4"
"Married","1987","Full Time","1-pers.-HH","","","","","1"
"Married","1987","Full Time","(Married) couple without C. ","832","0.806648250284999","0.782772178040087","0.83052432252991","1"
"Married","1987","Full Time","Single parent ","3","","","","1"
"Married","1987","Full Time","Couple + C. LE 16 ","1197","0.975545402375059","0.966910127757278","0.98418067699284","1"
"Married","1987","Full Time","Couple + C. GT 16 ","619","0.595392465302269","0.565676756086554","0.625108174517984","1"
"Married","1987","Full Time","Couple + C. LE and GT 16","388","0.654462090099844","0.615860614006301","0.693063566193388","1"
"Married","1987","Part Time","1-pers.-HH","","","","","1"
"Married","1987","Part Time","(Married) couple without C. ","248","0.848974564081552","0.808722914100251","0.889226214062853","1"
"Married","1987","Part Time","Single parent ","2","","","","1"
"Married","1987","Part Time","Couple + C. LE 16 ","473","0.96507982447599","0.948874995247838","0.981284653704142","1"
"Married","1987","Part Time","Couple + C. GT 16 ","223","0.583506832831952","0.535256221726071","0.631757443937833","1"
"Married","1987","Part Time","Couple + C. LE and GT 16","123","0.503688199410598","0.441710382394498","0.565666016426697","1"
"Married","1987","Not Working","1-pers.-HH","","","","","1"
"Married","1987","Not Working","(Married) couple without C. ","924","0.943136455657114","0.928696234392928","0.9575766769213","1"
"Married","1987","Not Working","Single parent ","3","","","","1"
"Married","1987","Not Working","Couple + C. LE 16 ","617","0.973365764261593","0.960842447042591","0.985889081480595","1"
"Married","1987","Not Working","Couple + C. GT 16 ","405","0.626107593669176","0.590417840164863","0.66179734717349","1"
"Married","1987","Not Working","Couple + C. LE and GT 16","228","0.609319167424954","0.562878480495117","0.65575985435479","1"
"Married, but separated","1987","Full Time","1-pers.-HH","78","0.101721004693364","0.0739460515153738","0.129495957871355","2"
"Married, but separated","1987","Full Time","Couple + C. LE 16 ","6","","","","2"
"Married, but separated","1987","Full Time","Couple + C. GT 16 ","11","","","","2"
"Married, but separated","1987","Part Time","Single parent ","16","","","","2"
"Married, but separated","1987","Not Working","Couple + C. GT 16 ","2","","","","2"
"Married, but separated","1987","Part Time","(Married) couple without C. ","2","","","","2"
"Married, but separated","1987","Full Time","Single parent ","22","","","","2"
"Married, but separated","1987","Full Time","Couple + C. LE and GT 16","10","","","","2"
"Married, but separated","1987","Part Time","1-pers.-HH","13","","","","2"
"Married, but separated","1987","Part Time","Couple + C. LE 16 ","2","","","","2"
"Married, but separated","1987","Part Time","Couple + C. LE and GT 16","1","","","","2"
"Married, but separated","1987","Not Working","1-pers.-HH","7","","","","2"
"Married, but separated","1987","Full Time","(Married) couple without C. ","10","","","","2"
"Married, but separated","1987","Not Working","Couple + C. LE 16 ","6","","","","2"
"Married, but separated","1987","Part Time","Couple + C. GT 16 ","4","","","","2"
"Married, but separated","1987","Not Working","(Married) couple without C. ","6","","","","2"
"Married, but separated","1987","Not Working","Single parent ","7","","","","2"
"Married, but separated","1987","Not Working","Couple + C. LE and GT 16","","","","","2"
"Single","1987","Not Working","(Married) couple without C. ","20","","","","3"
"Single","1987","Not Working","Couple + C. LE and GT 16","194","0.385874252093569","0.339538446707614","0.432210057479524","3"
"Single","1987","Full Time","1-pers.-HH","261","0.624432485306451","0.579935647662262","0.66892932295064","3"
"Single","1987","Full Time","(Married) couple without C. ","178","0.161610222861995","0.139356425217877","0.183864020506113","3"
"Single","1987","Full Time","Single parent ","105","0.557267332093834","0.488599610304129","0.62593505388354","3"
"Single","1987","Not Working","Couple + C. GT 16 ","293","0.365476569940391","0.329954411888812","0.400998727991969","3"
"Single","1987","Full Time","Couple + C. LE 16 ","15","","","","3"
"Single","1987","Part Time","(Married) couple without C. ","44","0.120511774955144","0.0839151483143851","0.157108401595903","3"
"Single","1987","Part Time","Single parent ","64","0.504518410771794","0.416517023419629","0.59251979812396","3"
"Single","1987","Part Time","Couple + C. GT 16 ","171","0.403063341769121","0.355053897334384","0.451072786203857","3"
"Single","1987","Part Time","Couple + C. LE and GT 16","125","0.491917603831128","0.429946198767663","0.553889008894593","3"
"Single","1987","Not Working","1-pers.-HH","98","0.162424811424829","0.130445012522388","0.194404610327269","3"
"Single","1987","Not Working","Single parent ","86","0.411666752873115","0.340750330265601","0.48258317548063","3"
"Single","1987","Not Working","Couple + C. LE 16 ","4","","","","3"
"Single","1987","Full Time","Couple + C. GT 16 ","402","0.385513450935182","0.356045943087029","0.414980958783334","3"
"Single","1987","Full Time","Couple + C. LE and GT 16","180","0.329718316724341","0.291557819357706","0.367878814090975","3"
"Single","1987","Part Time","1-pers.-HH","75","0.600713841691426","0.51308775535569","0.688339928027162","3"
"Single","1987","Part Time","Couple + C. LE 16 ","9","","","","3"
"Widowed","1987","Part Time","Couple + C. LE 16 ","1","","","","5"
