"pgfamstd","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Married, but separated","2012","Employed","in school","","","","","2"
"Married, but separated","2012","Employed","inadequately","6","","","","2"
"Married, but separated","2012","Employed","general elemantary","39","0.0182343599777092","0.0111338411676062","0.0253348787878122","2"
"Married, but separated","2012","Employed","middle vocational","241","0.0242898124397548","0.021033696502364","0.0275459283771455","2"
"Married, but separated","2012","Employed","vocational + Abi","57","0.030262219759448","0.0217174180047444","0.0388070215141515","2"
"Married, but separated","2012","Employed","higher vocational","42","0.0349321446306575","0.0249010028791756","0.0449632863821395","2"
"Married, but separated","2012","Employed","higher education","127","0.0282435154411635","0.0234440183316555","0.0330430125506715","2"
"Single","2012","Not Employed","higher vocational","34","0.101672135963859","0.0757711882209052","0.127573083706813","3"
"Single","2012","Not Employed","higher education","124","0.11314080101316","0.0974570277594809","0.128824574266838","3"
"Single","2012","Employed","in school","98","1","1","1","3"
"Single","2012","Employed","inadequately","53","0.373237089338401","0.301164673313863","0.44530950536294","3"
"Single","2012","Not Employed","in school","811","0.997210126915885","0.99358222413919","1.00083802969258","3"
"Single","2012","Not Employed","inadequately","63","0.225901543586407","0.169874345459751","0.281928741713063","3"
"Single","2012","Not Employed","general elemantary","374","0.184059869858325","0.165229319356941","0.202890420359708","3"
"Single","2012","Not Employed","middle vocational","672","0.14168525699605","0.131989109574608","0.151381404417491","3"
"Single","2012","Not Employed","vocational + Abi","74","0.228713083389394","0.188640683537108","0.268785483241681","3"
"Single","2012","Employed","general elemantary","527","0.428937053302431","0.402671915795518","0.455202190809344","3"
"Single","2012","Employed","middle vocational","2028","0.308000924296219","0.298236286765278","0.317765561827159","3"
"Single","2012","Employed","vocational + Abi","422","0.379113879627149","0.354913885474566","0.403313873779731","3"
"Single","2012","Employed","higher vocational","203","0.248898124491617","0.225275994622658","0.272520254360576","3"
"Single","2012","Employed","higher education","946","0.323771954564565","0.310216195614878","0.337327713514251","3"
"Widowed","2012","Not Employed","in school","","","","","5"
"Widowed","2012","Not Employed","inadequately","23","","","","5"
"Widowed","2012","Not Employed","general elemantary","316","0.274883220455794","0.253189581539357","0.296576859372231","5"
"Widowed","2012","Not Employed","middle vocational","671","0.183617224509956","0.17285214557945","0.194382303440463","5"
"Widowed","2012","Not Employed","vocational + Abi","27","","","","5"
"Widowed","2012","Not Employed","higher vocational","51","0.106640712131385","0.080187900257627","0.133093524005142","5"
"Widowed","2012","Not Employed","higher education","150","0.133598078378245","0.116752985807724","0.150443170948767","5"
"Widowed","2012","Employed","in school","","","","","5"
"Widowed","2012","Employed","inadequately","2","","","","5"
"Widowed","2012","Employed","general elemantary","26","","","","5"
"Widowed","2012","Employed","middle vocational","174","0.0236108236449915","0.0203994236195295","0.0268222236704536","5"
"Widowed","2012","Employed","vocational + Abi","16","","","","5"
"Widowed","2012","Employed","higher vocational","16","","","","5"
"Widowed","2012","Employed","higher education","61","0.012027640060005","0.00886958102940837","0.0151856990906016","5"
"Divorced","2013","Not Employed","in school","2","","","","4"
"Divorced","2013","Not Employed","inadequately","42","0.11814795627249","0.0893616795923506","0.14693423295263","4"
"Divorced","2013","Not Employed","general elemantary","189","0.0751059232641577","0.064886280088408","0.0853255664399073","4"
"Divorced","2013","Not Employed","middle vocational","444","0.0804551416847483","0.0736422838979063","0.0872679994715903","4"
"Divorced","2013","Not Employed","vocational + Abi","85","0.0854989644732872","0.0675662026207398","0.103431726325835","4"
"Divorced","2013","Not Employed","higher vocational","40","0.101523825965006","0.0756396396628061","0.127408012267205","4"
"Divorced","2013","Not Employed","higher education","160","0.088590972241025","0.0773872298290774","0.0997947146529726","4"
"Divorced","2013","Employed","in school","","","","","4"
"Divorced","2013","Employed","inadequately","19","","","","4"
"Divorced","2013","Employed","general elemantary","134","0.0752865603971239","0.0606945347547822","0.0898785860394656","4"
"Divorced","2013","Employed","middle vocational","994","0.121319390657334","0.114187514238141","0.128451267076527","4"
"Divorced","2013","Employed","vocational + Abi","156","0.0941336582584349","0.0790249731255347","0.109242343391335","4"
"Divorced","2013","Employed","higher vocational","124","0.102022883668666","0.0849472870019801","0.119098480335352","4"
"Divorced","2013","Employed","higher education","381","0.0899286994863959","0.0814603322315101","0.0983970667412817","4"
"Married","2013","Not Employed","middle vocational","3789","0.556763915696302","0.544321088884705","0.5692067425079","1"
"Married","2013","Not Employed","vocational + Abi","630","0.545591876867636","0.513659470758346","0.577524282976926","1"
"Married","2013","Not Employed","higher vocational","373","0.622105786294152","0.58055162817247","0.663659944415834","1"
"Married","2013","Not Employed","higher education","1779","0.618694472849864","0.599543696399829","0.637845249299899","1"
"Married","2013","Not Employed","in school","3","","","","1"
"Married","2013","Not Employed","inadequately","301","0.510099254766567","0.465517627122828","0.554680882410307","1"
"Married","2013","Not Employed","general elemantary","1264","0.452773146115492","0.43347228569988","0.472074006531104","1"
"Married","2013","Employed","in school","","","","","1"
"Married","2013","Employed","inadequately","78","0.39592735971626","0.317402476941229","0.47445224249129","1"
"Married","2013","Employed","general elemantary","557","0.433935986760809","0.406526627808755","0.461345345712862","1"
"Married","2013","Employed","middle vocational","4711","0.519534699374895","0.508621264243744","0.530448134506045","1"
"Married","2013","Employed","vocational + Abi","822","0.468850363049586","0.443030869858127","0.494669856241045","1"
"Married","2013","Employed","higher vocational","858","0.634854115068303","0.607691934574322","0.662016295562284","1"
"Married","2013","Employed","higher education","2896","0.538006449947023","0.523248551565268","0.552764348328778","1"
"Married, but separated","2013","Not Employed","in school","1","","","","2"
"Married, but separated","2013","Not Employed","inadequately","15","","","","2"
"Married, but separated","2013","Not Employed","general elemantary","54","0.0235697772520994","0.0176874255848044","0.0294521289193943","2"
"Married, but separated","2013","Not Employed","middle vocational","118","0.0191819118649713","0.0157462838127716","0.0226175399171709","2"
"Married, but separated","2013","Not Employed","vocational + Abi","24","","","","2"
"Married, but separated","2013","Not Employed","higher vocational","11","","","","2"
"Married, but separated","2013","Not Employed","higher education","53","0.0203788221746217","0.0148078583185048","0.0259497860307385","2"
"Married, but separated","2013","Employed","in school","","","","","2"
"Married, but separated","2013","Employed","inadequately","4","","","","2"
"Married, but separated","2013","Employed","general elemantary","33","0.0196604765954259","0.0119826456020147","0.027338307588837","2"
"Married, but separated","2013","Employed","middle vocational","262","0.0258772314113872","0.0224091528273369","0.0293453099954375","2"
"Married, but separated","2013","Employed","vocational + Abi","51","0.0268133878206948","0.0184555094199908","0.0351712662213987","2"
"Married, but separated","2013","Employed","higher vocational","36","0.0323193832752338","0.0223425662028909","0.0422962003475766","2"
"Married, but separated","2013","Employed","higher education","128","0.0270822004342035","0.0222772062460037","0.0318871946224033","2"
"Single","2013","Not Employed","in school","958","0.99594018396494","0.99192616537834","0.99995420255154","3"
"Single","2013","Not Employed","inadequately","93","0.212771978898258","0.17627289079279","0.249271067003726","3"
"Single","2013","Not Employed","general elemantary","739","0.218299186585099","0.202281529955679","0.234316843214519","3"
"Single","2013","Not Employed","middle vocational","1125","0.172978546470134","0.163504828084202","0.182452264856067","3"
"Single","2013","Not Employed","vocational + Abi","155","0.21473105929375","0.188396182167012","0.241065936420488","3"
"Single","2013","Not Employed","higher vocational","47","0.123470136467738","0.0952758200603629","0.151664452875113","3"
"Single","2013","Not Employed","higher education","324","0.168882625041966","0.154110758186751","0.183654491897181","3"
"Single","2013","Employed","in school","101","1","1","1","3"
"Single","2013","Employed","inadequately","48","0.395818555607469","0.317297392650787","0.474339718564151","3"
"Single","2013","Employed","general elemantary","506","0.441430474413231","0.413969050893787","0.468891897932675","3"
"Single","2013","Employed","middle vocational","1907","0.306693859068549","0.296621336682501","0.316766381454597","3"
"Single","2013","Employed","vocational + Abi","390","0.404059922657616","0.378670880006813","0.429448965308419","3"
"Single","2013","Employed","higher vocational","174","0.217844659480056","0.194557612344099","0.241131706616012","3"
"Single","2013","Employed","higher education","923","0.330474368334436","0.31655032671265","0.344398409956223","3"
"Widowed","2013","Not Employed","in school","","","","","5"
"Widowed","2013","Not Employed","inadequately","32","0.108223190496818","0.0805178954583472","0.135928485535288","5"
"Widowed","2013","Not Employed","general elemantary","309","0.230251966783152","0.213927890821639","0.246576042744664","5"
"Widowed","2013","Not Employed","middle vocational","647","0.170620484283844","0.161198156706816","0.180042811860872","5"
"Widowed","2013","Not Employed","vocational + Abi","40","0.129298200518675","0.107780016644178","0.150816384393172","5"
"Widowed","2013","Not Employed","higher vocational","52","0.120492539178603","0.0925929962241563","0.14839208213305","5"
"Widowed","2013","Not Employed","higher education","155","0.103453107692523","0.0914451266474509","0.115461088737596","5"
"Widowed","2013","Employed","in school","","","","","5"
"Widowed","2013","Employed","inadequately","","","","","5"
"Widowed","2013","Employed","general elemantary","26","","","","5"
"Widowed","2013","Employed","middle vocational","177","0.026574819487835","0.0230615648561179","0.0300880741195522","5"
"Widowed","2013","Employed","vocational + Abi","16","","","","5"
"Widowed","2013","Employed","higher vocational","15","","","","5"
"Widowed","2013","Employed","higher education","56","0.0145082817979415","0.0109687379320291","0.018047825663854","5"
"Divorced","2014","Not Employed","in school","","","","","4"
"Divorced","2014","Not Employed","inadequately","29","","","","4"
"Divorced","2014","Not Employed","general elemantary","124","0.0760934179604495","0.0632215414249449","0.088965294495954","4"
"Divorced","2014","Not Employed","middle vocational","364","0.0920849967000175","0.0836490765723269","0.100520916827708","4"
"Divorced","2014","Not Employed","vocational + Abi","40","0.0761210351845116","0.0503571847804265","0.101884885588597","4"
"Divorced","2014","Not Employed","higher vocational","30","0.108803265427236","0.0802538152270456","0.137352715627427","4"
"Divorced","2014","Not Employed","higher education","107","0.103350866346623","0.0883120361981457","0.118389696495101","4"
"Divorced","2014","Employed","in school","1","","","","4"
"Divorced","2014","Employed","inadequately","24","","","","4"
"Divorced","2014","Employed","general elemantary","146","0.0784737282316186","0.0653135457109465","0.0916339107522908","4"
"Divorced","2014","Employed","middle vocational","909","0.114448365565822","0.10749996937711","0.121396761754535","4"
"Divorced","2014","Employed","vocational + Abi","167","0.0938154317016579","0.0797211594531797","0.107909703950136","4"
"Divorced","2014","Employed","higher vocational","122","0.115716961754936","0.0971479058428976","0.134286017666975","4"
"Divorced","2014","Employed","higher education","390","0.085703622711715","0.077663092377859","0.0937441530455709","4"
"Married","2014","Not Employed","in school","","","","","1"
"Married","2014","Not Employed","inadequately","156","0.502254246223035","0.443794015974611","0.56071447647146","1"
"Married","2014","Not Employed","general elemantary","729","0.41884544911266","0.39489426380504","0.44279663442028","1"
"Married","2014","Not Employed","middle vocational","2764","0.556180242213851","0.541684965222309","0.570675519205393","1"
"Married","2014","Not Employed","vocational + Abi","261","0.516256297316767","0.467706074236192","0.564806520397342","1"
"Married","2014","Not Employed","higher vocational","331","0.615582559425194","0.570982577170507","0.660182541679882","1"
"Married","2014","Not Employed","higher education","1141","0.614149452065057","0.590100712343756","0.638198191786358","1"
"Married","2014","Employed","in school","","","","","1"
"Married","2014","Employed","inadequately","135","0.440211932259158","0.375058337382122","0.505365527136193","1"
"Married","2014","Employed","general elemantary","768","0.44040656499874","0.416112001159269","0.464701128838211","1"
"Married","2014","Employed","middle vocational","4759","0.515143022679286","0.504235061911066","0.526050983447506","1"
"Married","2014","Employed","vocational + Abi","997","0.489209692337264","0.465045847700257","0.51337353697427","1"
"Married","2014","Employed","higher vocational","818","0.628813238739274","0.600768413195378","0.656858064283169","1"
"Married","2014","Employed","higher education","3071","0.535366672500479","0.521040754855462","0.549692590145496","1"
"Married, but separated","2014","Not Employed","in school","1","","","","2"
"Married, but separated","2014","Not Employed","inadequately","6","","","","2"
"Married, but separated","2014","Not Employed","general elemantary","42","0.0254990995031054","0.0178465203025845","0.0331516787036262","2"
"Married, but separated","2014","Not Employed","middle vocational","84","0.0174758538334936","0.0136528367191714","0.0212988709478158","2"
"Married, but separated","2014","Not Employed","vocational + Abi","11","","","","2"
"Married, but separated","2014","Not Employed","higher vocational","11","","","","2"
"Married, but separated","2014","Not Employed","higher education","34","0.017602865092348","0.0111063425328235","0.0240993876518725","2"
"Married, but separated","2014","Employed","in school","","","","","2"
"Married, but separated","2014","Employed","inadequately","5","","","","2"
"Married, but separated","2014","Employed","general elemantary","31","0.0234939062793581","0.0160814694723817","0.0309063430863346","2"
"Married, but separated","2014","Employed","middle vocational","214","0.0270720296923159","0.0235298255647919","0.0306142338198399","2"
"Married, but separated","2014","Employed","vocational + Abi","52","0.0314061904083633","0.0229752570075735","0.039837123809153","2"
"Married, but separated","2014","Employed","higher vocational","29","","","","2"
"Married, but separated","2014","Employed","higher education","134","0.026210567366773","0.0216216277312079","0.030799507002338","2"
"Single","2014","Not Employed","in school","800","0.987559000598869","0.979882894068504","0.995235107129234","3"
"Single","2014","Not Employed","inadequately","72","0.247285600516905","0.196841607465412","0.297729593568397","3"
"Single","2014","Not Employed","general elemantary","459","0.206483224441841","0.186832673470312","0.226133775413371","3"
"Single","2014","Not Employed","middle vocational","685","0.145952523040756","0.135651929870243","0.15625311621127","3"
"Single","2014","Not Employed","vocational + Abi","62","0.184653588122305","0.146957104187579","0.222350072057032","3"
"Single","2014","Not Employed","higher vocational","36","0.120138282577441","0.0903299343130405","0.149946630841841","3"
"Single","2014","Not Employed","higher education","136","0.127852619109853","0.111355979680407","0.1443492585393","3"
"Single","2014","Employed","in school","78","0.992514139659498","0.973506694028899","1.0115215852901","3"
"Single","2014","Employed","inadequately","56","0.321402399638214","0.260107212296259","0.38269758698017","3"
"Single","2014","Employed","general elemantary","624","0.428766000392114","0.404546615816177","0.452985384968052","3"
"Single","2014","Employed","middle vocational","2007","0.316703476477559","0.306550255173227","0.326856697781892","3"
"Single","2014","Employed","vocational + Abi","408","0.375278257744301","0.351872796892653","0.39868371859595","3"
"Single","2014","Employed","higher vocational","156","0.202574881604074","0.179243878148267","0.22590588505988","3"
"Single","2014","Employed","higher education","1005","0.338874807895552","0.32527906007531","0.352470555715794","3"
"Widowed","2014","Not Employed","in school","","","","","5"
"Widowed","2014","Not Employed","inadequately","18","","","","5"
"Widowed","2014","Not Employed","general elemantary","276","0.273078808981944","0.251449534421394","0.294708083542494","5"
"Widowed","2014","Not Employed","middle vocational","616","0.188306384211881","0.176900104656281","0.199712663767481","5"
"Widowed","2014","Not Employed","vocational + Abi","33","0.192344393904873","0.154052772282781","0.230636015526965","5"
"Widowed","2014","Not Employed","higher vocational","49","0.124106292411873","0.0938780709764097","0.154334513847337","5"
"Widowed","2014","Not Employed","higher education","156","0.137044197386119","0.120055099073254","0.154033295698983","5"
"Widowed","2014","Employed","in school","","","","","5"
"Widowed","2014","Employed","inadequately","3","","","","5"
"Widowed","2014","Employed","general elemantary","35","0.0288598000981689","0.0206669778161532","0.0370526223801846","5"
"Widowed","2014","Employed","middle vocational","175","0.0266331055850165","0.0231189416087851","0.0301472695612479","5"
"Widowed","2014","Employed","vocational + Abi","20","","","","5"
"Widowed","2014","Employed","higher vocational","15","","","","5"
"Widowed","2014","Employed","higher education","56","0.0138443295254809","0.0104881104046545","0.0172005486463073","5"
"Divorced","2015","Not Employed","in school","","","","","4"
"Divorced","2015","Not Employed","inadequately","28","","","","4"
"Divorced","2015","Not Employed","general elemantary","127","0.0760906124101142","0.0636609994213129","0.0885202253989154","4"
"Divorced","2015","Not Employed","middle vocational","339","0.0900603436566411","0.0818402866011937","0.0982804007120886","4"
"Divorced","2015","Not Employed","vocational + Abi","44","0.0941468865808025","0.0697850276470909","0.118508745514514","4"
"Divorced","2015","Not Employed","higher vocational","28","","","","4"
"Divorced","2015","Not Employed","higher education","109","0.0997283208489992","0.0867225671347405","0.112734074563258","4"
"Divorced","2015","Employed","in school","","","","","4"
"Divorced","2015","Employed","inadequately","19","","","","4"
"Divorced","2015","Employed","general elemantary","127","0.0922271634158271","0.0768436200561037","0.10761070677555","4"
"Divorced","2015","Employed","middle vocational","866","0.123755326613112","0.116317019796204","0.13119363343002","4"
"Divorced","2015","Employed","vocational + Abi","169","0.0980928248412729","0.0835593450643931","0.112626304618153","4"
"Divorced","2015","Employed","higher vocational","117","0.120175675913546","0.100916074257406","0.139435277569686","4"
"Divorced","2015","Employed","higher education","372","0.0856989761090276","0.0774280493999716","0.0939699028180836","4"
"Married","2015","Not Employed","in school","3","","","","1"
"Married","2015","Employed","inadequately","99","0.406404220519874","0.333425209480397","0.47938323155935","1"
"Married","2015","Employed","general elemantary","630","0.422272621807351","0.396012526406596","0.448532717208105","1"
"Married","2015","Employed","higher education","2905","0.520527126861677","0.505765797954993","0.535288455768361","1"
"Married","2015","Not Employed","inadequately","195","0.455929925880039","0.404623675692923","0.507236176067154","1"
"Married","2015","Not Employed","general elemantary","773","0.40704565678952","0.384014828006363","0.430076485572678","1"
"Married","2015","Not Employed","middle vocational","2776","0.540705219028135","0.526395609874098","0.555014828182172","1"
"Married","2015","Not Employed","vocational + Abi","326","0.48147358511276","0.439791424035156","0.523155746190364","1"
"Married","2015","Not Employed","higher vocational","323","0.61280760327279","0.567293369527569","0.65832183701801","1"
"Married","2015","Not Employed","higher education","1408","0.590233292874405","0.568887137589606","0.611579448159203","1"
"Married","2015","Employed","in school","1","","","","1"
"Married","2015","Employed","middle vocational","4419","0.512111310909751","0.500820581446373","0.523402040373129","1"
"Married","2015","Employed","vocational + Abi","988","0.504340083501512","0.479910069737002","0.528770097266023","1"
"Married","2015","Employed","higher vocational","773","0.617899659501537","0.589119796535821","0.646679522467252","1"
"Married, but separated","2015","Not Employed","in school","1","","","","2"
"Married, but separated","2015","Not Employed","inadequately","13","","","","2"
"Married, but separated","2015","Not Employed","general elemantary","41","0.0211336670082628","0.0143910808787963","0.0278762531377293","2"
"Married, but separated","2015","Not Employed","middle vocational","108","0.0190896036093954","0.0151603065809606","0.0230189006378302","2"
"Married, but separated","2015","Employed","vocational + Abi","47","0.0230605862814229","0.0157266175035621","0.0303945550592836","2"
"Married, but separated","2015","Employed","higher vocational","31","0.0349307249698973","0.0240558549287693","0.0458055950110252","2"
"Married, but separated","2015","Employed","higher education","115","0.0226079038351457","0.0182156613067663","0.0270001463635252","2"
"Married, but separated","2015","Not Employed","vocational + Abi","17","","","","2"
"Married, but separated","2015","Not Employed","higher vocational","12","","","","2"
"Married, but separated","2015","Not Employed","higher education","51","0.0220799331783849","0.0157018521185312","0.0284580142382386","2"
"Married, but separated","2015","Employed","in school","","","","","2"
"Married, but separated","2015","Employed","inadequately","5","","","","2"
"Married, but separated","2015","Employed","general elemantary","30","0.0309472616028866","0.021740154773288","0.0401543684324853","2"
"Married, but separated","2015","Employed","middle vocational","201","0.0276078158106316","0.0239068404259766","0.0313087911952866","2"
"Single","2015","Not Employed","in school","696","0.996396294519098","0.991957247266159","1.00083534177204","3"
"Single","2015","Not Employed","inadequately","107","0.258733041837105","0.213619484491609","0.303846599182601","3"
"Single","2015","Not Employed","general elemantary","549","0.232149864355965","0.212357402043496","0.251942326668433","3"
"Single","2015","Not Employed","middle vocational","840","0.160979538472672","0.150426601340276","0.171532475605068","3"
"Single","2015","Not Employed","vocational + Abi","126","0.200116338653669","0.166740419152506","0.233492258154831","3"
"Single","2015","Not Employed","higher vocational","29","","","","3"
"Single","2015","Not Employed","higher education","316","0.168491813038185","0.152245225882941","0.184738400193428","3"
"Single","2015","Employed","in school","74","0.995826632341695","0.981236721067624","1.01041654361576","3"
"Single","2015","Employed","inadequately","50","0.334181550933079","0.264093720858376","0.404269381007783","3"
"Single","2015","Employed","vocational + Abi","388","0.365326886057796","0.341798835915243","0.388854936200348","3"
"Single","2015","Employed","higher vocational","155","0.214827770341401","0.19050188208855","0.239153658594252","3"
"Single","2015","Employed","higher education","953","0.356270562391191","0.342120335378144","0.370420789404237","3"
"Single","2015","Employed","general elemantary","541","0.418753861044555","0.392523889746808","0.444983832342302","3"
"Single","2015","Employed","middle vocational","1891","0.310982554974175","0.300526627431426","0.321438482516925","3"
"Widowed","2015","Not Employed","in school","","","","","5"
"Widowed","2015","Not Employed","inadequately","19","","","","5"
"Widowed","2015","Not Employed","general elemantary","258","0.263580199436138","0.24292656449084","0.284233834381436","5"
"Widowed","2015","Not Employed","middle vocational","596","0.189165295233156","0.177919539877712","0.2004110505886","5"
"Widowed","2015","Not Employed","vocational + Abi","39","0.194721576109058","0.16168776951513","0.227755382702986","5"
"Widowed","2015","Not Employed","higher vocational","48","0.131449781984918","0.0998779956750767","0.163021568294759","5"
"Widowed","2015","Not Employed","higher education","155","0.119466640060027","0.105388810267884","0.133544469852169","5"
"Widowed","2015","Employed","in school","","","","","5"
"Widowed","2015","Employed","inadequately","1","","","","5"
"Widowed","2015","Employed","general elemantary","31","0.0357990921293803","0.0259213396965636","0.0456768445621969","5"
"Widowed","2015","Employed","middle vocational","152","0.0255429916923299","0.0219793283867777","0.029106654997882","5"
"Widowed","2015","Employed","vocational + Abi","17","","","","5"
"Widowed","2015","Employed","higher vocational","19","","","","5"
"Widowed","2015","Employed","higher education","55","0.0148954308029591","0.011316202065759","0.0184746595401592","5"
"Divorced","2016","Not Employed","in school","","","","","4"
"Divorced","2016","Not Employed","inadequately","45","0.0945118910431823","0.0810460404636242","0.10797774162274","4"
"Divorced","2016","Not Employed","general elemantary","122","0.0711584245809312","0.0604784677701634","0.081838381391699","4"
"Divorced","2016","Not Employed","middle vocational","362","0.104649754092252","0.095864902990679","0.113434605193826","4"
"Divorced","2016","Not Employed","vocational + Abi","42","0.101053926205348","0.0742301055015979","0.127877746909099","4"
"Divorced","2016","Not Employed","higher vocational","30","0.120288920683525","0.0888013607222482","0.151776480644801","4"
"Divorced","2016","Not Employed","higher education","125","0.111931532439168","0.0989473850223965","0.124915679855939","4"
"Divorced","2016","Employed","in school","","","","","4"
"Divorced","2016","Employed","inadequately","19","","","","4"
"Divorced","2016","Employed","general elemantary","113","0.0993085921942144","0.0831989638554576","0.115418220532971","4"
"Divorced","2016","Employed","middle vocational","790","0.118161155451326","0.110673232322431","0.12564907858022","4"
"Divorced","2016","Employed","vocational + Abi","167","0.0889612316726475","0.0751661186154576","0.102756344729837","4"
"Divorced","2016","Employed","higher vocational","109","0.1234753997681","0.103054598117148","0.143896201419053","4"
"Divorced","2016","Employed","higher education","339","0.0720789564707366","0.0644252194757406","0.0797326934657326","4"
"Married","2016","Not Employed","in school","6","","","","1"
"Married","2016","Not Employed","inadequately","1075","0.46367985850209","0.440725225260667","0.486634491743514","1"
"Married","2016","Not Employed","general elemantary","1021","0.403384561246525","0.383005114442819","0.423764008050231","1"
"Married","2016","Not Employed","middle vocational","2735","0.525435370364415","0.511104381600976","0.539766359127853","1"
"Married","2016","Not Employed","vocational + Abi","292","0.463056953717709","0.418679892546956","0.507434014888462","1"
"Married","2016","Not Employed","higher vocational","288","0.573643403816359","0.525773378419268","0.62151342921345","1"
"Married","2016","Not Employed","higher education","1496","0.566456474311888","0.546047855558266","0.58686509306551","1"
"Married","2016","Employed","in school","","","","","1"
"Married","2016","Employed","inadequately","112","0.470056740743854","0.397546019372855","0.542567462114852","1"
"Married","2016","Employed","general elemantary","619","0.429938078162505","0.403271452149874","0.456604704175136","1"
"Married","2016","Employed","middle vocational","4192","0.5130592635216","0.501464784987108","0.524653742056091","1"
"Married","2016","Employed","vocational + Abi","976","0.502031926306422","0.477803630940011","0.526260221672833","1"
"Married","2016","Employed","higher vocational","696","0.621116070084441","0.591004043339203","0.651228096829678","1"
"Married","2016","Employed","higher education","2920","0.532062527241426","0.517295637695694","0.546829416787157","1"
"Married, but separated","2016","Not Employed","in school","1","","","","2"
"Married, but separated","2016","Not Employed","inadequately","152","0.0654720502489775","0.054085994475053","0.0768581060229019","2"
"Married, but separated","2016","Not Employed","general elemantary","134","0.0265468581568317","0.0198688091581744","0.0332249071554891","2"
"Married, but separated","2016","Not Employed","middle vocational","157","0.0187338174675647","0.0148426907128327","0.0226249442222967","2"
"Married, but separated","2016","Not Employed","higher vocational","13","","","","2"
"Married, but separated","2016","Not Employed","higher education","110","0.0254634263014287","0.0189760143047802","0.0319508382980772","2"
"Married, but separated","2016","Employed","in school","","","","","2"
"Married, but separated","2016","Employed","inadequately","6","","","","2"
"Married, but separated","2016","Employed","higher education","124","0.0352730317981028","0.0298137265000695","0.0407323370961362","2"
"Married, but separated","2016","Employed","vocational + Abi","49","0.026251319522994","0.0185039289379854","0.0339987101080025","2"
"Married, but separated","2016","Not Employed","vocational + Abi","18","","","","2"
"Married, but separated","2016","Employed","higher vocational","33","0.0335895496593407","0.0224059036716048","0.0447731956470767","2"
"Married, but separated","2016","Employed","general elemantary","30","0.0202866725769334","0.0126928749978736","0.0278804701559933","2"
"Married, but separated","2016","Employed","middle vocational","201","0.0243457018874026","0.0207705991138233","0.0279208046609819","2"
"Single","2016","Not Employed","in school","663","0.999344162217399","0.997405659358262","1.00128266507653","3"
"Single","2016","Not Employed","inadequately","481","0.297847452573201","0.276796978938318","0.318897926208083","3"
"Single","2016","Not Employed","general elemantary","706","0.245958623159374","0.228068467202653","0.263848779116094","3"
"Single","2016","Not Employed","middle vocational","833","0.158841594520282","0.148351248011329","0.169331941029235","3"
"Single","2016","Not Employed","vocational + Abi","93","0.228214473318794","0.190863912372109","0.265565034265478","3"
"Single","2016","Not Employed","higher vocational","27","","","","3"
"Single","2016","Not Employed","higher education","373","0.164406949606844","0.149142839741009","0.179671059472679","3"
"Single","2016","Employed","in school","68","1","1","1","3"
"Single","2016","Employed","inadequately","45","0.317243457231661","0.249628672550596","0.384858241912727","3"
"Single","2016","Employed","general elemantary","534","0.418213769035529","0.391644171167779","0.444783366903278","3"
"Single","2016","Employed","middle vocational","1805","0.315892656029958","0.305109117583136","0.32667619447678","3"
"Single","2016","Employed","vocational + Abi","426","0.371532806004441","0.34811768904921","0.394947922959672","3"
"Single","2016","Employed","higher vocational","142","0.211788205265817","0.186426826418983","0.237149584112652","3"
"Single","2016","Employed","higher education","950","0.347704892890523","0.333610666639427","0.36179911914162","3"
"Widowed","2016","Not Employed","in school","","","","","5"
"Widowed","2016","Not Employed","inadequately","60","0.0784887476325491","0.0661092446138117","0.0908682506512865","5"
"Widowed","2016","Not Employed","general elemantary","243","0.252951532856338","0.234893162391535","0.271009903321142","5"
"Widowed","2016","Not Employed","middle vocational","577","0.192339463555486","0.181028035127036","0.203650891983935","5"
"Widowed","2016","Not Employed","vocational + Abi","40","0.187320595833423","0.152596606532206","0.222044585134639","5"
"Widowed","2016","Not Employed","higher vocational","52","0.138227926389618","0.104819942515704","0.171635910263532","5"
"Widowed","2016","Not Employed","higher education","161","0.131741617340671","0.117813257582979","0.145669977098363","5"
"Widowed","2016","Employed","in school","","","","","5"
"Widowed","2016","Employed","inadequately","","","","","5"
"Widowed","2016","Employed","general elemantary","28","","","","5"
"Widowed","2016","Employed","middle vocational","151","0.0285412231097139","0.0246786396318385","0.0324038065875894","5"
"Widowed","2016","Employed","vocational + Abi","18","","","","5"
"Widowed","2016","Employed","higher vocational","17","","","","5"
"Widowed","2016","Employed","higher education","53","0.0128805915992117","0.00954351229167717","0.0162176709067462","5"
"Divorced","2017","Not Employed","in school","1","","","","4"
"Divorced","2017","Not Employed","inadequately","57","0.132513807359229","0.118932303241975","0.146095311476482","4"
"Divorced","2017","Not Employed","general elemantary","144","0.0833668936781423","0.0725003330343335","0.0942334543219512","4"
"Divorced","2017","Not Employed","middle vocational","397","0.109573067473335","0.100833476334028","0.118312658612642","4"
"Divorced","2017","Not Employed","vocational + Abi","46","0.109265601015246","0.0823998458327913","0.136131356197701","4"
"Divorced","2017","Not Employed","higher vocational","34","0.126600239361558","0.0948742142811383","0.158326264441977","4"
"Divorced","2017","Not Employed","higher education","131","0.110064651621243","0.0976794672164823","0.122449836026004","4"
"Divorced","2017","Employed","in school","","","","","4"
"Divorced","2017","Employed","inadequately","28","","","","4"
