"pgfamstd","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"Single","1994","66 and older","Male","7","","","","3"
"Single","1994","66 and older","Female","59","0.0819202917906695","0.064256719616481","0.0995838639648581","3"
"Widowed","1994","16-34 y.","Male","3","","","","5"
"Widowed","1994","16-34 y.","Female","4","","","","5"
"Widowed","1994","35-65 y.","Male","44","0.0162001366749532","0.0118797373715329","0.0205205359783736","5"
"Widowed","1994","35-65 y.","Female","188","0.074720381380871","0.0657410844847208","0.0836996782770212","5"
"Widowed","1994","66 and older","Male","94","0.211401391500959","0.177911637231954","0.244891145769963","5"
"Widowed","1994","66 and older","Female","482","0.586740100029398","0.555024194463126","0.618456005595669","5"
"Divorced","1995","16-34 y.","Male","47","0.0239161967404161","0.0178624992056751","0.029969894275157","4"
"Divorced","1995","16-34 y.","Female","92","0.0470696245877413","0.0387710139019637","0.0553682352735189","4"
"Divorced","1995","35-65 y.","Male","205","0.0800076387281893","0.0708761406206312","0.0891391368357475","4"
"Divorced","1995","35-65 y.","Female","295","0.108267417287489","0.0978735445394944","0.118661290035484","4"
"Divorced","1995","66 and older","Female","38","0.0412272501120289","0.0285243376778722","0.0539301625461857","4"
"Divorced","1995","66 and older","Male","13","","","","4"
"Married","1995","16-34 y.","Male","883","0.318865533249208","0.300400447708196","0.33733061879022","1"
"Married","1995","16-34 y.","Female","1145","0.429372055347353","0.409976695377102","0.448767415317604","1"
"Married","1995","35-65 y.","Male","2859","0.785642979056412","0.771830689652616","0.799455268460208","1"
"Married","1995","35-65 y.","Female","2752","0.735456663600975","0.720701699873684","0.750211627328266","1"
"Married","1995","66 and older","Female","359","0.293376292336311","0.264285209347608","0.322467375325014","1"
"Married","1995","66 and older","Male","465","0.726934894577467","0.691045337482212","0.762824451672722","1"
"Married, but separated","1995","16-34 y.","Female","57","0.0255025985440039","0.0193254648899265","0.0316797321980813","2"
"Married, but separated","1995","16-34 y.","Male","34","0.0148004442133232","0.0100160100240172","0.0195848784026292","2"
"Married, but separated","1995","35-65 y.","Male","79","0.0244506522268004","0.0192524395760036","0.0296488648775972","2"
"Married, but separated","1995","35-65 y.","Female","68","0.0197584176488494","0.0151030516461085","0.0244137836515902","2"
"Married, but separated","1995","66 and older","Male","10","","","","2"
"Married, but separated","1995","66 and older","Female","5","","","","2"
"Single","1995","16-34 y.","Female","1204","0.497443911863605","0.477852363184539","0.517035460542671","3"
"Single","1995","16-34 y.","Male","1479","0.639245309008053","0.62021828462493","0.658272333391175","3"
"Single","1995","35-65 y.","Male","204","0.0947331215113463","0.0848766054151743","0.104589637607518","3"
"Single","1995","35-65 y.","Female","126","0.0569072408151804","0.0491577680007988","0.064656713629562","3"
"Single","1995","66 and older","Male","8","","","","3"
"Single","1995","66 and older","Female","57","0.0759796282481078","0.0590501866111302","0.0929090698850853","3"
"Widowed","1995","16-34 y.","Male","4","","","","5"
"Widowed","1995","16-34 y.","Female","4","","","","5"
"Widowed","1995","35-65 y.","Male","44","0.0151656084772518","0.0110522579611301","0.0192789589933735","5"
"Widowed","1995","35-65 y.","Female","192","0.0796102606475061","0.0705554036394612","0.0886651176555509","5"
"Widowed","1995","66 and older","Male","96","0.192063080384494","0.160331046473385","0.223795114295603","5"
"Widowed","1995","66 and older","Female","482","0.582945689640979","0.551441839417059","0.614449539864898","5"
"Divorced","1996","16-34 y.","Male","49","0.0272697078462551","0.0206959658731519","0.0338434498193582","4"
"Divorced","1996","16-34 y.","Female","85","0.0464370068635595","0.0380548168799292","0.0548191968471897","4"
"Divorced","1996","35-65 y.","Male","196","0.077685110715165","0.0686126841624515","0.0867575372678786","4"
"Divorced","1996","35-65 y.","Female","291","0.111476378263552","0.100896067520342","0.122056689006763","4"
"Divorced","1996","66 and older","Male","15","","","","4"
"Divorced","1996","66 and older","Female","44","0.047084951065554","0.0336011580611278","0.0605687440699801","4"
"Married","1996","16-34 y.","Male","802","0.307913799740208","0.289281311231134","0.326546288249283","1"
"Married","1996","16-34 y.","Female","1061","0.411173030006537","0.391572994715402","0.430773065297673","1"
"Married","1996","35-65 y.","Male","2782","0.77058880136428","0.756338186261549","0.784839416467011","1"
"Married","1996","35-65 y.","Female","2693","0.718344921612646","0.703223319212832","0.73346652401246","1"
"Married","1996","66 and older","Female","378","0.306824542306965","0.277467617612446","0.336181467001485","1"
"Married","1996","66 and older","Male","490","0.748402362865649","0.713882059826527","0.78292266590477","1"
"Married, but separated","1996","16-34 y.","Male","40","0.0164684813019225","0.0113316286639437","0.0216053339399014","2"
"Married, but separated","1996","16-34 y.","Female","63","0.0262127379630704","0.0198486095515586","0.0325768663745822","2"
"Married, but separated","1996","35-65 y.","Male","93","0.0315731122385414","0.0256464923677035","0.0374997321093793","2"
"Married, but separated","1996","35-65 y.","Female","76","0.0222753858326807","0.0173141096866548","0.0272366619787066","2"
"Married, but separated","1996","66 and older","Female","5","","","","2"
"Married, but separated","1996","66 and older","Male","13","","","","2"
"Single","1996","16-34 y.","Male","1463","0.644811910118824","0.625495700341833","0.664128119895814","3"
"Single","1996","16-34 y.","Female","1210","0.51522581063951","0.495318195037945","0.535133426241076","3"
"Single","1996","35-65 y.","Male","224","0.103297917566324","0.0929825471194084","0.11361328801324","3"
"Single","1996","35-65 y.","Female","139","0.0631132066003273","0.0549384244071431","0.0712879887935116","3"
"Single","1996","66 and older","Female","53","0.073094202846711","0.0565249399555268","0.0896634657378953","3"
"Single","1996","66 and older","Male","8","","","","3"
"Widowed","1996","16-34 y.","Male","4","","","","5"
"Widowed","1996","16-34 y.","Female","2","","","","5"
"Widowed","1996","35-65 y.","Male","49","0.0168550581156893","0.0124920214933071","0.0212180947380715","5"
"Widowed","1996","35-65 y.","Female","200","0.0847901076907934","0.0754251578633443","0.0941550575182425","5"
"Widowed","1996","66 and older","Male","81","0.160119784014461","0.13094652694764","0.189293041081282","5"
"Widowed","1996","66 and older","Female","468","0.567084108058932","0.535543546231866","0.598624669885998","5"
"Divorced","1997","16-34 y.","Male","46","0.0226394263373256","0.0165628977098273","0.0287159549648239","4"
"Divorced","1997","16-34 y.","Female","89","0.0495381486863013","0.0407275106066929","0.0583487867659098","4"
"Divorced","1997","35-65 y.","Male","217","0.086040100174191","0.0764360048214612","0.0956441955269208","4"
"Divorced","1997","35-65 y.","Female","285","0.111081763651217","0.100456719496856","0.121706807805579","4"
"Divorced","1997","66 and older","Male","15","","","","4"
"Divorced","1997","66 and older","Female","46","0.0526603052696467","0.0384348014927759","0.0668858090465175","4"
"Married","1997","16-34 y.","Male","749","0.301465051293057","0.282719078301602","0.320211024284513","1"
"Married","1997","16-34 y.","Female","997","0.393237446552055","0.373403599979772","0.413071293124337","1"
"Married","1997","35-65 y.","Male","2691","0.764197905189262","0.749659418948848","0.778736391429675","1"
"Married","1997","66 and older","Male","527","0.76314153722482","0.7302029397124","0.796080134737239","1"
"Married","1997","35-65 y.","Female","2630","0.707246759541272","0.691861147013625","0.722632372068919","1"
"Married","1997","66 and older","Female","386","0.298343405093067","0.269203131272284","0.327483678913849","1"
"Married, but separated","1997","16-34 y.","Male","25","","","","2"
"Married, but separated","1997","16-34 y.","Female","64","0.0314130349440577","0.0243304076405638","0.0384956622475515","2"
"Married, but separated","1997","35-65 y.","Male","104","0.0332060777219747","0.0270696138076829","0.0393425416362665","2"
"Married, but separated","1997","35-65 y.","Female","90","0.0294845016628275","0.0237647577363918","0.0352042455892633","2"
"Married, but separated","1997","66 and older","Male","8","","","","2"
"Married, but separated","1997","66 and older","Female","7","","","","2"
"Single","1997","16-34 y.","Male","1480","0.660538936119908","0.641195232621465","0.679882639618351","3"
"Single","1997","16-34 y.","Female","1176","0.52280606800512","0.502525136580243","0.543086999429997","3"
"Single","1997","35-65 y.","Male","217","0.100967889828651","0.090649268370951","0.111286511286352","3"
"Single","1997","35-65 y.","Female","150","0.0669125151575669","0.0584637485734869","0.075361281741647","3"
"Single","1997","66 and older","Male","8","","","","3"
"Single","1997","66 and older","Female","53","0.0804056310881967","0.0630869631369995","0.0977242990393938","3"
"Widowed","1997","16-34 y.","Male","2","","","","5"
"Widowed","1997","16-34 y.","Female","4","","","","5"
"Widowed","1997","35-65 y.","Male","46","0.0155880270859214","0.011345482077978","0.0198305720938647","5"
"Widowed","1997","35-65 y.","Female","205","0.0852744599871162","0.075830952176855","0.0947179677973775","5"
"Widowed","1997","66 and older","Male","82","0.170988686274213","0.141819654028049","0.200157718520377","5"
"Widowed","1997","66 and older","Female","455","0.561368464386489","0.529764101950042","0.592972826822937","5"
"Divorced","1998","16-34 y.","Male","50","0.0218449747506318","0.0160149668643124","0.0276749826369513","4"
"Divorced","1998","16-34 y.","Female","88","0.0439206240638174","0.0358278556758487","0.052013392451786","4"
"Divorced","1998","35-65 y.","Male","261","0.0849473645741874","0.0759892575038777","0.093905471644497","4"
"Divorced","1998","66 and older","Male","17","","","","4"
"Divorced","1998","35-65 y.","Female","346","0.119617280113237","0.109302149034004","0.129932411192469","4"
"Divorced","1998","66 and older","Female","53","0.0490327753522064","0.0362661751783678","0.061799375526045","4"
"Married","1998","16-34 y.","Male","732","0.285620259689218","0.267604665395547","0.303635853982888","1"
"Married","1998","16-34 y.","Female","1030","0.391117012414522","0.371844596546568","0.410389428282475","1"
"Married","1998","35-65 y.","Male","3021","0.765573051685036","0.75196125849784","0.779184844872231","1"
"Married","1998","35-65 y.","Female","2941","0.707262361382142","0.692798921634378","0.721725801129907","1"
"Married","1998","66 and older","Male","619","0.754026743787474","0.723488874504781","0.784564613070166","1"
"Married","1998","66 and older","Female","461","0.31942257077044","0.291856757107156","0.346988384433725","1"
"Married, but separated","1998","16-34 y.","Female","59","0.027576742825766","0.0211095614939487","0.0340439241575833","2"
"Married, but separated","1998","16-34 y.","Male","24","","","","2"
"Married, but separated","1998","35-65 y.","Male","105","0.0323760013448822","0.0266890020259822","0.0380630006637821","2"
"Married, but separated","1998","35-65 y.","Female","116","0.0352471571112605","0.0293856119499127","0.0411087022726082","2"
"Married, but separated","1998","66 and older","Male","14","","","","2"
"Married, but separated","1998","66 and older","Female","7","","","","2"
"Single","1998","16-34 y.","Male","1607","0.681129845242887","0.662542754683565","0.69971693580221","3"
"Single","1998","16-34 y.","Female","1281","0.533224474054897","0.513521809614589","0.552927138495205","3"
"Single","1998","35-65 y.","Male","284","0.101858684476831","0.0921403996157344","0.111576969337928","3"
"Single","1998","35-65 y.","Female","177","0.0658676176268159","0.0579829711381494","0.0737522641154824","3"
"Single","1998","66 and older","Male","11","","","","3"
"Single","1998","66 and older","Female","63","0.0783302152915609","0.0624446900131345","0.0942157405699874","3"
"Widowed","1998","16-34 y.","Male","2","","","","5"
"Widowed","1998","16-34 y.","Female","5","","","","5"
"Widowed","1998","35-65 y.","Male","50","0.0152448979190635","0.011308086278888","0.019181709559239","5"
"Widowed","1998","35-65 y.","Female","222","0.0720055837665444","0.0637888767021722","0.0802222908309167","5"
"Widowed","1998","66 and older","Male","103","0.175199817004654","0.148244613799835","0.202155020209473","5"
"Widowed","1998","66 and older","Female","515","0.547352381758847","0.517924237881938","0.576780525635757","5"
"Divorced","1999","16-34 y.","Male","41","0.0232586260232519","0.0170555316861613","0.0294617203603425","4"
"Divorced","1999","16-34 y.","Female","85","0.0454017491695054","0.0369703188482156","0.0538331794907952","4"
"Divorced","1999","35-65 y.","Male","288","0.0934321941497098","0.0839330681158419","0.102931320183578","4"
"Divorced","1999","35-65 y.","Female","354","0.125046409099013","0.114363848799703","0.135728969398323","4"
"Divorced","1999","66 and older","Male","19","","","","4"
"Divorced","1999","66 and older","Female","55","0.0535695843486358","0.0399566980917141","0.0671824706055576","4"
"Married","1999","16-34 y.","Male","661","0.265829175915886","0.247647812438305","0.284010539393467","1"
"Married","1999","16-34 y.","Female","925","0.369753831429413","0.350202961149234","0.389304701709592","1"
"Married","1999","35-65 y.","Male","2876","0.75115246354802","0.737041198452806","0.765263728643234","1"
"Married","1999","35-65 y.","Female","2817","0.697964874780771","0.683136527751297","0.712793221810246","1"
"Married","1999","66 and older","Female","448","0.319263464625749","0.291078929620645","0.347447999630852","1"
"Married","1999","66 and older","Male","612","0.751152587357042","0.720333637103196","0.781971537610888","1"
"Married, but separated","1999","16-34 y.","Male","28","","","","2"
"Married, but separated","1999","16-34 y.","Female","53","0.0245174227851509","0.0182541430016866","0.0307807025686152","2"
"Married, but separated","1999","35-65 y.","Male","94","0.0279237228190836","0.0225463263047405","0.0333011193334267","2"
"Married, but separated","1999","35-65 y.","Female","114","0.0335940458386981","0.0277749141523459","0.0394131775250504","2"
"Married, but separated","1999","66 and older","Female","8","","","","2"
"Married, but separated","1999","66 and older","Male","14","","","","2"
"Single","1999","16-34 y.","Male","1535","0.696195519511558","0.677268193390446","0.715122845632669","3"
"Single","1999","16-34 y.","Female","1275","0.555884778207129","0.535761679109217","0.576007877305042","3"
"Single","1999","35-65 y.","Male","295","0.110885864744452","0.100637558822366","0.121134170666539","3"
"Single","1999","35-65 y.","Female","188","0.0743026428899151","0.0658326338415317","0.0827726519382984","3"
"Single","1999","66 and older","Male","12","","","","3"
"Single","1999","66 and older","Female","60","0.0789963200963422","0.0626890657054403","0.0953035744872441","3"
"Widowed","1999","16-34 y.","Female","4","","","","5"
"Widowed","1999","16-34 y.","Male","3","","","","5"
"Widowed","1999","35-65 y.","Male","53","0.0166057547387342","0.0124348682491614","0.0207766412283069","5"
"Widowed","1999","35-65 y.","Female","210","0.0690920273916027","0.0609014489348998","0.0772826058483055","5"
"Widowed","1999","66 and older","Male","99","0.164816878167868","0.138369727478469","0.191264028857268","5"
"Widowed","1999","66 and older","Female","480","0.540792359784415","0.510664619472348","0.570920100096482","5"
"Divorced","2000","16-34 y.","Male","63","0.02165652748597","0.016801520175347","0.0265115347965929","4"
"Divorced","2000","16-34 y.","Female","128","0.0405514550381675","0.0341776722025429","0.0469252378737921","4"
"Divorced","2000","35-65 y.","Male","502","0.0903863851939331","0.083487564023138","0.0972852063647282","4"
"Divorced","2000","35-65 y.","Female","643","0.112744070470844","0.105229479667724","0.120258661273964","4"
"Divorced","2000","66 and older","Male","30","0.0268422431465562","0.0187779528068636","0.0349065334862489","4"
"Divorced","2000","66 and older","Female","103","0.0550794465863902","0.045223057535001","0.0649358356377794","4"
"Married","2000","16-34 y.","Male","948","0.261959766560775","0.247293920639947","0.276625612481604","1"
"Married","2000","16-34 y.","Female","1399","0.365052315187577","0.349495176524831","0.380609453850323","1"
"Married","2000","35-65 y.","Male","5249","0.740554447018479","0.730008234588163","0.751100659448796","1"
"Married","2000","66 and older","Male","1265","0.775863370625963","0.755056145278874","0.796670595973052","1"
"Married","2000","35-65 y.","Female","5228","0.721789584760522","0.711142614916827","0.732436554604217","1"
"Married","2000","66 and older","Female","911","0.3639893122206","0.343201828192632","0.384776796248568","1"
"Married, but separated","2000","16-34 y.","Female","62","0.0161619696715468","0.0120873024659629","0.0202366368771307","2"
"Married, but separated","2000","16-34 y.","Male","30","0.00814052488536352","0.00514342595143351","0.0111376238192935","2"
"Married, but separated","2000","35-65 y.","Male","182","0.0306742340919571","0.0265254900221942","0.03482297816172","2"
"Married, but separated","2000","35-65 y.","Female","182","0.0278656021757018","0.0239551102117743","0.0317760941396292","2"
"Married, but separated","2000","66 and older","Female","22","","","","2"
"Married, but separated","2000","66 and older","Male","19","","","","2"
"Single","2000","16-34 y.","Female","2087","0.577682516349666","0.56172198521818","0.593643047481152","3"
"Single","2000","16-34 y.","Male","2410","0.707876526318931","0.692709103785134","0.723043948852728","3"
"Single","2000","35-65 y.","Male","606","0.121519860870873","0.113658739386873","0.129380982354873","3"
"Single","2000","35-65 y.","Female","384","0.0750641510975514","0.0688036928837134","0.0813246093113893","3"
"Single","2000","66 and older","Female","110","0.0679721907152369","0.057097786435105","0.0788465949953687","3"
"Single","2000","66 and older","Male","17","","","","3"
"Widowed","2000","16-34 y.","Male","2","","","","5"
"Widowed","2000","16-34 y.","Female","3","","","","5"
"Widowed","2000","35-65 y.","Male","97","0.0168650728247576","0.0137669717999391","0.019963173849576","5"
"Widowed","2000","35-65 y.","Female","368","0.0625365914953814","0.0567838045240614","0.0682893784667013","5"
"Widowed","2000","66 and older","Male","212","0.170165643071177","0.151415837291517","0.188915448850836","5"
"Widowed","2000","66 and older","Female","912","0.502424270141579","0.480822452013274","0.524026088269885","5"
"Divorced","2001","16-34 y.","Male","52","0.0172514741518415","0.0126168150132969","0.021886133290386","4"
"Divorced","2001","16-34 y.","Female","103","0.0376113700334206","0.0310824562887132","0.044140283778128","4"
"Divorced","2001","35-65 y.","Male","474","0.0963980623362926","0.0889549880989353","0.10384113657365","4"
"Divorced","2001","35-65 y.","Female","628","0.123707253839091","0.115536773350349","0.131877734327832","4"
"Divorced","2001","66 and older","Male","27","","","","4"
"Divorced","2001","66 and older","Female","99","0.055671127333255","0.0454178890438782","0.0659243656226319","4"
"Married","2001","16-34 y.","Male","779","0.243315975707491","0.228042914668076","0.258589036746905","1"
"Married","2001","16-34 y.","Female","1161","0.337397692847324","0.321171985493297","0.353623400201352","1"
"Married","2001","35-65 y.","Male","4727","0.722884402212897","0.711596986135071","0.734171818290723","1"
"Married","2001","35-65 y.","Female","4750","0.70644913796363","0.695148380984358","0.717749894942902","1"
"Married","2001","66 and older","Male","1216","0.776437136082662","0.755239661544457","0.797634610620867","1"
"Married","2001","66 and older","Female","880","0.375252201338173","0.353600182305853","0.396904220370494","1"
"Married, but separated","2001","16-34 y.","Male","26","","","","2"
"Married, but separated","2001","35-65 y.","Male","167","0.028719742908404","0.0245077059213691","0.032931779895439","2"
"Married, but separated","2001","16-34 y.","Female","58","0.0187792151501415","0.0141209071391661","0.023437523161117","2"
"Married, but separated","2001","35-65 y.","Female","169","0.0294941129477577","0.0252956322352973","0.0336925936602182","2"
"Married, but separated","2001","66 and older","Male","20","","","","2"
"Married, but separated","2001","66 and older","Female","21","","","","2"
"Single","2001","16-34 y.","Male","2172","0.727564017471201","0.711716861498742","0.74341117344366","3"
"Single","2001","16-34 y.","Female","1937","0.605595889345357","0.588824529072016","0.622367249618698","3"
"Single","2001","35-65 y.","Male","578","0.134297539759175","0.125698539224376","0.142896540293974","3"
"Single","2001","35-65 y.","Female","377","0.0824191261883094","0.0755947715906263","0.0892434807859925","3"
"Single","2001","66 and older","Male","22","","","","3"
"Single","2001","66 and older","Female","95","0.0635333516564595","0.0526256952418194","0.0744410080710996","3"
"Widowed","2001","16-34 y.","Male","3","","","","5"
"Widowed","2001","16-34 y.","Female","3","","","","5"
"Widowed","2001","35-65 y.","Male","94","0.0177002527832313","0.0143748720807048","0.0210256334857578","5"
"Widowed","2001","35-65 y.","Female","314","0.0579303690612119","0.0521331454094057","0.063727592713018","5"
"Widowed","2001","66 and older","Male","199","0.163789046415056","0.144959862657437","0.182618230172675","5"
"Widowed","2001","66 and older","Female","826","0.494506062756449","0.472148307671539","0.516863817841359","5"
"Divorced","2002","16-34 y.","Male","45","0.0182659056922298","0.0134563685088649","0.0230754428755947","4"
"Divorced","2002","16-34 y.","Female","93","0.0330998679022956","0.0269034404793287","0.0392962953252626","4"
"Divorced","2002","35-65 y.","Male","529","0.100760268329133","0.0934694520096693","0.108051084648597","4"
"Divorced","2002","66 and older","Male","33","0.0273220943994936","0.0193788056209141","0.0352653831780732","4"
"Divorced","2002","35-65 y.","Female","649","0.128676299702232","0.12068124143754","0.136671357966924","4"
"Divorced","2002","66 and older","Female","107","0.0588385358824749","0.0484628308243931","0.0692142409405568","4"
"Married","2002","16-34 y.","Male","666","0.230373009013524","0.215249878965283","0.245496139061765","1"
"Married","2002","16-34 y.","Female","1008","0.306130091716843","0.290166542162052","0.322093641271633","1"
"Married","2002","35-65 y.","Male","5133","0.714794006651977","0.70385788001342","0.725730133290535","1"
"Married","2002","35-65 y.","Female","5219","0.705842401406346","0.694962461532792","0.7167223412799","1"
"Married","2002","66 and older","Male","1325","0.78226623507565","0.762156839555252","0.802375630596048","1"
"Married","2002","66 and older","Female","957","0.392590570261398","0.371059514891673","0.414121625631124","1"
"Married, but separated","2002","16-34 y.","Male","30","0.00964876598935564","0.00613788381562223","0.0131596481630891","2"
"Married, but separated","2002","16-34 y.","Female","55","0.0223731831570719","0.0172506135408385","0.0274957527733053","2"
"Married, but separated","2002","35-65 y.","Male","172","0.0284989516986964","0.0244687216652986","0.0325291817320942","2"
"Married, but separated","2002","35-65 y.","Female","161","0.0261282711048138","0.0223194655327143","0.0299370766769133","2"
"Married, but separated","2002","66 and older","Male","24","","","","2"
"Married, but separated","2002","66 and older","Female","24","","","","2"
"Single","2002","16-34 y.","Male","2235","0.741563159949305","0.725840101509686","0.757286218388924","3"
"Single","2002","16-34 y.","Female","2044","0.638048308292863","0.621403089297561","0.654693527288165","3"
"Single","2002","35-65 y.","Male","626","0.139493535727702","0.131101875998912","0.147885195456493","3"
"Single","2002","35-65 y.","Female","397","0.0813885215123316","0.0748597705743998","0.0879172724502634","3"
"Single","2002","66 and older","Male","32","0.0261253065905112","0.0183531584368917","0.0338974547441306","3"
"Single","2002","66 and older","Female","88","0.0592589107065379","0.0488485324522827","0.0696692889607931","3"
"Widowed","2002","16-34 y.","Male","2","","","","5"
"Widowed","2002","16-34 y.","Female","2","","","","5"
"Widowed","2002","35-65 y.","Male","88","0.0164532375924906","0.0133720584678528","0.0195344167171284","5"
"Widowed","2002","35-65 y.","Female","312","0.0579645062742765","0.0523849804583204","0.0635440320902326","5"
"Widowed","2002","66 and older","Male","204","0.149236198654224","0.131874171824692","0.166598225483756","5"
"Widowed","2002","66 and older","Female","800","0.476346345439199","0.454325291073172","0.498367399805225","5"
"Divorced","2003","16-34 y.","Female","84","0.0313099271596581","0.0251384119206785","0.0374814423986377","4"
"Divorced","2003","16-34 y.","Male","39","0.0157630087134022","0.0111625497055228","0.0203634677212816","4"
"Divorced","2003","35-65 y.","Male","527","0.105245749551853","0.0976158884065196","0.112875610697187","4"
"Divorced","2003","35-65 y.","Female","635","0.13193494268343","0.123673441029499","0.140196444337361","4"
"Divorced","2003","66 and older","Female","111","0.0606126892336079","0.0501339858967513","0.0710913925704645","4"
"Divorced","2003","66 and older","Male","37","0.0294936820695107","0.021367161241357","0.0376202028976644","4"
"Married","2003","16-34 y.","Male","577","0.210021066093255","0.194976801942633","0.225065330243877","1"
"Married","2003","16-34 y.","Female","896","0.295487228013954","0.279318638146457","0.311655817881451","1"
"Married","2003","35-65 y.","Male","4789","0.699377746591035","0.687977114410794","0.710778378771276","1"
"Married","2003","35-65 y.","Female","4923","0.694190536747669","0.682942732610075","0.705438340885264","1"
"Married","2003","66 and older","Male","1357","0.776190452185097","0.756170435960219","0.796210468409974","1"
"Married","2003","66 and older","Female","978","0.404095924354325","0.382546591123198","0.425645257585451","1"
"Married, but separated","2003","16-34 y.","Male","27","","","","2"
"Married, but separated","2003","16-34 y.","Female","51","0.0188343006475308","0.014016994131756","0.0236516071633055","2"
"Married, but separated","2003","35-65 y.","Male","182","0.0332792643547642","0.0288196239415638","0.0377389047679645","2"
"Married, but separated","2003","35-65 y.","Female","172","0.0282099410115678","0.0241679973531367","0.032251884669999","2"
"Married, but separated","2003","66 and older","Male","26","","","","2"
"Married, but separated","2003","66 and older","Female","24","","","","2"
"Single","2003","16-34 y.","Female","2027","0.6543068696932","0.637453200425733","0.671160538960667","3"
"Single","2003","16-34 y.","Male","2171","0.766303501305051","0.750673526656994","0.781933475953107","3"
"Single","2003","35-65 y.","Male","629","0.146013469554333","0.13723367330742","0.154793265801245","3"
"Single","2003","35-65 y.","Female","426","0.0906667326232111","0.083657209658294","0.0976762555881282","3"
"Single","2003","66 and older","Female","81","0.0549086108287777","0.0449049132233596","0.0649123084341958","3"
"Single","2003","66 and older","Male","33","0.0259023262453572","0.018272553373942","0.0335320991167724","3"
"Widowed","2003","16-34 y.","Male","2","","","","5"
"Widowed","2003","35-65 y.","Male","87","0.0160837699480154","0.0129559953005653","0.0192115445954654","5"
"Widowed","2003","16-34 y.","Female","1","","","","5"
"Widowed","2003","35-65 y.","Female","290","0.0549978469341214","0.0494325007594052","0.0605631931088377","5"
"Widowed","2003","66 and older","Male","212","0.153584966740236","0.136266596886931","0.170903336593541","5"
"Widowed","2003","66 and older","Female","798","0.468979460616192","0.447064737134085","0.490894184098299","5"
"Divorced","2004","16-34 y.","Female","76","0.0303543567226039","0.0241423584986581","0.0365663549465497","4"
"Divorced","2004","16-34 y.","Male","23","","","","4"
"Divorced","2004","35-65 y.","Male","526","0.106754886253971","0.0989203573082108","0.114589415199732","4"
"Divorced","2004","35-65 y.","Female","648","0.138942723064331","0.130373734978435","0.147511711150227","4"
"Divorced","2004","66 and older","Male","49","0.0394456798521708","0.0302546084521421","0.0486367512521994","4"
"Divorced","2004","66 and older","Female","121","0.061784245308495","0.0513569097736907","0.0722115808432992","4"
"Married","2004","16-34 y.","Male","503","0.182898035226291","0.168335177367609","0.197460893084972","1"
"Married","2004","16-34 y.","Female","808","0.263907513451902","0.247948488614323","0.27986653828948","1"
"Married","2004","35-65 y.","Male","4554","0.691408314159305","0.679689245651062","0.703127382667549","1"
"Married","2004","35-65 y.","Female","4728","0.683833815107712","0.672314448213048","0.695353182002376","1"
"Married","2004","66 and older","Female","1032","0.412677312762915","0.391355368663722","0.433999256862108","1"
"Married","2004","66 and older","Male","1406","0.773119410671862","0.753343913459733","0.792894907883991","1"
"Married, but separated","2004","16-34 y.","Male","23","","","","2"
"Married, but separated","2004","16-34 y.","Female","40","0.017054852604293","0.0123666873964013","0.0217430178121847","2"
"Married, but separated","2004","35-65 y.","Male","176","0.0338021289765088","0.0292171352143556","0.038387122738662","2"
"Married, but separated","2004","35-65 y.","Female","177","0.0320165011836849","0.0276551955031388","0.036377806864231","2"
"Married, but separated","2004","66 and older","Male","30","0.0195959171125427","0.0130512011249024","0.0261406331001829","2"
"Married, but separated","2004","66 and older","Female","21","","","","2"
"Single","2004","16-34 y.","Male","2156","0.793530498727664","0.778282469031665","0.808778528423662","3"
"Single","2004","16-34 y.","Female","2003","0.688312627782718","0.671541326791929","0.705083928773507","3"
"Single","2004","35-65 y.","Male","631","0.152261871706379","0.143146799272415","0.161376944140343","3"
"Single","2004","35-65 y.","Female","435","0.0914791312476866","0.0843370615378111","0.098621200957562","3"
"Single","2004","66 and older","Male","37","0.03126955811533","0.0230515266823508","0.0394875895483092","3"
"Single","2004","66 and older","Female","84","0.0573627014015426","0.0472917564366334","0.0674336463664517","3"
"Widowed","2004","16-34 y.","Female","3","","","","5"
"Widowed","2004","16-34 y.","Male","2","","","","5"
"Widowed","2004","35-65 y.","Male","81","0.0157727989038359","0.0126117169993966","0.0189338808082752","5"
"Widowed","2004","35-65 y.","Female","271","0.0537278293965859","0.0481417989703381","0.0593138598228337","5"
"Widowed","2004","66 and older","Male","201","0.136569434248095","0.120355219644418","0.152783648851771","5"
"Widowed","2004","66 and older","Female","790","0.458523959307092","0.436943844335879","0.480104074278306","5"
"Divorced","2005","16-34 y.","Male","24","","","","4"
"Divorced","2005","16-34 y.","Female","68","0.0305341491863414","0.0241442403715389","0.0369240580011438","4"
"Divorced","2005","35-65 y.","Male","509","0.109967566705587","0.101794100510392","0.118141032900782","4"
"Divorced","2005","35-65 y.","Female","650","0.14842177821931","0.139414841696172","0.157428714742449","4"
"Divorced","2005","66 and older","Female","119","0.0615179928883765","0.0510861735965976","0.0719498121801554","4"
"Divorced","2005","66 and older","Male","51","0.0418772799296466","0.0324654673840793","0.0512890924752138","4"
"Married","2005","16-34 y.","Male","454","0.180671394891934","0.165749932036771","0.195592857747098","1"
"Married","2005","16-34 y.","Female","719","0.257330234374041","0.241094244528229","0.273566224219852","1"
"Married","2005","35-65 y.","Male","4253","0.683109569064225","0.670954125992834","0.695265012135615","1"
