"pgfamstd","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Single","2013","middle vocational","Rural Area","1090","0.237178853250336","0.225908840922415","0.248448865578258","3"
"Single","2013","vocational + Abi","Urban Area","404","0.347969480481834","0.325614237728589","0.370324723235079","3"
"Single","2013","vocational + Abi","Rural Area","141","0.324388471186666","0.287686506438274","0.361090435935058","3"
"Single","2013","higher vocational","Urban Area","155","0.204307047606195","0.179907893130837","0.228706202081553","3"
"Single","2013","higher vocational","Rural Area","66","0.155036165258906","0.12785236912534","0.182219961392473","3"
"Single","2013","higher education","Urban Area","1001","0.298985837326945","0.286328989654406","0.311642684999483","3"
"Single","2013","higher education","Rural Area","246","0.209756915432859","0.191098286227751","0.228415544637967","3"
"Widowed","2013","in school","Urban Area","","","","","5"
"Widowed","2013","in school","Rural Area","","","","","5"
"Widowed","2013","inadequately","Urban Area","26","","","","5"
"Widowed","2013","inadequately","Rural Area","6","","","","5"
"Widowed","2013","general elemantary","Urban Area","200","0.140502696902501","0.127140031096695","0.153865362708308","5"
"Widowed","2013","general elemantary","Rural Area","135","0.200170006656294","0.177652721101781","0.222687292210807","5"
"Widowed","2013","middle vocational","Urban Area","519","0.095181205239068","0.0890153268046139","0.101347083673522","5"
"Widowed","2013","middle vocational","Rural Area","305","0.0783450523954296","0.0712252979778186","0.0854648068130407","5"
"Widowed","2013","vocational + Abi","Urban Area","45","0.0514279141097772","0.0410619553707299","0.0617938728488245","5"
"Widowed","2013","vocational + Abi","Rural Area","11","","","","5"
"Widowed","2013","higher vocational","Urban Area","40","0.0499375535242097","0.0367565021133491","0.0631186049350703","5"
"Widowed","2013","higher vocational","Rural Area","27","","","","5"
"Widowed","2013","higher education","Urban Area","132","0.0394588870077438","0.0340765951538509","0.0448411788616367","5"
"Widowed","2013","higher education","Rural Area","79","0.0577039531281049","0.0470173986003542","0.0683905076558556","5"
"Divorced","2014","in school","Urban Area","1","","","","4"
"Divorced","2014","in school","Rural Area","","","","","4"
"Divorced","2014","inadequately","Urban Area","44","0.180226316732977","0.140520610017461","0.219932023448492","4"
"Divorced","2014","inadequately","Rural Area","9","","","","4"
"Divorced","2014","general elemantary","Urban Area","192","0.0815051587036661","0.0699719233219154","0.0930383940854168","4"
"Divorced","2014","general elemantary","Rural Area","78","0.0683400223801454","0.0532351529186684","0.0834448918416224","4"
"Divorced","2014","middle vocational","Urban Area","781","0.102752268749643","0.0959663511828128","0.109538186316473","4"
"Divorced","2014","middle vocational","Rural Area","492","0.110428437755111","0.101640190457601","0.119216685052622","4"
"Divorced","2014","vocational + Abi","Urban Area","153","0.0843060107971877","0.0702312299146103","0.098380791679765","4"
"Divorced","2014","vocational + Abi","Rural Area","54","0.109336825955892","0.083351199702606","0.135322452209177","4"
"Divorced","2014","higher vocational","Urban Area","95","0.114076776224464","0.0939878271380989","0.13416572531083","4"
"Divorced","2014","higher vocational","Rural Area","57","0.112350231792672","0.0877879314934885","0.136912532091856","4"
"Divorced","2014","higher education","Urban Area","347","0.0879718041637433","0.0797342096982482","0.0962093986292385","4"
"Divorced","2014","higher education","Rural Area","150","0.0977671122986532","0.0835988173031078","0.111935407294199","4"
"Married","2014","inadequately","Rural Area","77","0.457348294484944","0.375980796269646","0.538715792700243","1"
"Married","2014","general elemantary","Urban Area","1030","0.453682193838498","0.432696719443786","0.474667668233209","1"
"Married","2014","general elemantary","Rural Area","467","0.377656264360806","0.348635141885551","0.406677386836062","1"
"Married","2014","middle vocational","Urban Area","4496","0.516328998370974","0.505160495277481","0.527497501464468","1"
"Married","2014","in school","Urban Area","","","","","1"
"Married","2014","in school","Rural Area","","","","","1"
"Married","2014","inadequately","Urban Area","214","0.481979918617064","0.430363887142619","0.533595950091509","1"
"Married","2014","middle vocational","Rural Area","3027","0.559605806879505","0.545685998466665","0.573525615292345","1"
"Married","2014","vocational + Abi","Urban Area","908","0.486680414860579","0.461361036253355","0.511999793467803","1"
"Married","2014","vocational + Abi","Rural Area","350","0.521389123481647","0.479791791695553","0.562986455267741","1"
"Married","2014","higher vocational","Urban Area","669","0.60683917455001","0.575973023400169","0.637705325699851","1"
"Married","2014","higher vocational","Rural Area","480","0.655846253821933","0.618894206949747","0.692798300694118","1"
"Married","2014","higher education","Urban Area","3015","0.543408515493528","0.528922409794353","0.557894621192702","1"
"Married","2014","higher education","Rural Area","1197","0.595698860907617","0.572287441937179","0.619110279878055","1"
"Married, but separated","2014","in school","Urban Area","1","","","","2"
"Married, but separated","2014","in school","Rural Area","","","","","2"
"Married, but separated","2014","inadequately","Urban Area","10","","","","2"
"Married, but separated","2014","inadequately","Rural Area","1","","","","2"
"Married, but separated","2014","general elemantary","Urban Area","55","0.030133235482483","0.0229271540175273","0.0373393169474387","2"
"Married, but separated","2014","general elemantary","Rural Area","18","","","","2"
"Married, but separated","2014","middle vocational","Urban Area","178","0.0226956041870939","0.0193671507502476","0.0260240576239402","2"
"Married, but separated","2014","middle vocational","Rural Area","120","0.0241721148966306","0.0198657056750136","0.0284785241182475","2"
"Married, but separated","2014","vocational + Abi","Urban Area","48","0.0318564537275873","0.0229602282359078","0.0407526792192669","2"
"Married, but separated","2014","vocational + Abi","Rural Area","15","","","","2"
"Married, but separated","2014","higher vocational","Urban Area","28","","","","2"
"Married, but separated","2014","higher vocational","Rural Area","12","","","","2"
"Married, but separated","2014","higher education","Urban Area","132","0.0239327228333336","0.0194878385588568","0.0283776071078103","2"
"Married, but separated","2014","higher education","Rural Area","36","0.023967393169684","0.0166710637546675","0.0312637225847006","2"
"Single","2014","in school","Urban Area","593","0.982529328527871","0.97200202443559","0.993056632620153","3"
"Single","2014","in school","Rural Area","285","1","1","1","3"
"Single","2014","inadequately","Urban Area","76","0.227897344585634","0.184565817354685","0.271228871816582","3"
"Single","2014","inadequately","Rural Area","52","0.426819235689261","0.346033508153055","0.507604963225467","3"
"Single","2014","general elemantary","Urban Area","707","0.293908096634508","0.274705646892702","0.313110546376314","3"
"Single","2014","general elemantary","Rural Area","376","0.338224229196836","0.309903235491794","0.366545222901878","3"
"Single","2014","middle vocational","Urban Area","1744","0.262424504430728","0.252592046020546","0.27225696284091","3"
"Single","2014","middle vocational","Rural Area","948","0.221950443879953","0.210298376206014","0.233602511553892","3"
"Single","2014","vocational + Abi","Urban Area","346","0.342156084274802","0.3181229310373","0.366189237512303","3"
"Single","2014","vocational + Abi","Rural Area","124","0.315385352020098","0.276691936999437","0.35407876704076","3"
"Single","2014","higher vocational","Urban Area","131","0.188708934119729","0.163983431280912","0.213434436958547","3"
"Single","2014","higher vocational","Rural Area","61","0.152316374220396","0.124368329980961","0.18026441845983","3"
"Single","2014","higher education","Urban Area","914","0.301704947793064","0.288356362995564","0.315053532590563","3"
"Single","2014","higher education","Rural Area","227","0.22584875591895","0.2059014784315","0.2457960334064","3"
"Widowed","2014","in school","Urban Area","","","","","5"
"Widowed","2014","in school","Rural Area","","","","","5"
"Widowed","2014","inadequately","Urban Area","16","","","","5"
"Widowed","2014","inadequately","Rural Area","5","","","","5"
"Widowed","2014","general elemantary","Urban Area","178","0.140771315340846","0.126111391501059","0.155431239180632","5"
"Widowed","2014","general elemantary","Rural Area","133","0.202572506927942","0.178513009451114","0.22663200440477","5"
"Widowed","2014","middle vocational","Urban Area","492","0.0957986242615604","0.0892210023942852","0.102376246128836","5"
"Widowed","2014","middle vocational","Rural Area","299","0.0838431965887999","0.0760719591372505","0.0916144340403493","5"
"Widowed","2014","vocational + Abi","Urban Area","42","0.055001036339844","0.0434521982358993","0.0665498744437888","5"
"Widowed","2014","vocational + Abi","Rural Area","11","","","","5"
"Widowed","2014","higher vocational","Urban Area","39","0.0505040896531352","0.0366661835978237","0.0643419957084467","5"
"Widowed","2014","higher vocational","Rural Area","25","","","","5"
"Widowed","2014","higher education","Urban Area","134","0.0429820097163317","0.0370836950744528","0.0488803243582105","5"
"Widowed","2014","higher education","Rural Area","78","0.0567178777050958","0.0456836318180849","0.0677521235921067","5"
"Divorced","2015","in school","Urban Area","","","","","4"
"Divorced","2015","in school","Rural Area","","","","","4"
"Divorced","2015","inadequately","Urban Area","40","0.179495076872442","0.141161036793862","0.217829116951022","4"
"Divorced","2015","inadequately","Rural Area","7","","","","4"
"Divorced","2015","general elemantary","Urban Area","172","0.0896638761631013","0.0773681733404696","0.101959578985733","4"
"Divorced","2015","general elemantary","Rural Area","82","0.0695812283803115","0.0540651055858397","0.0850973511747832","4"
"Divorced","2015","middle vocational","Urban Area","734","0.104003236791804","0.0970621043306343","0.110944369252974","4"
"Divorced","2015","middle vocational","Rural Area","471","0.12134938979728","0.112071210131795","0.130627569462764","4"
"Divorced","2015","vocational + Abi","Urban Area","158","0.0895882588029448","0.0755196191315204","0.103656898474369","4"
"Divorced","2015","vocational + Abi","Rural Area","55","0.124296176559049","0.0973999298596472","0.151192423258451","4"
"Divorced","2015","higher vocational","Urban Area","90","0.12001113535721","0.0991138634064215","0.140908407307999","4"
"Divorced","2015","higher vocational","Rural Area","55","0.112045060303866","0.0869317709808286","0.137158349626904","4"
"Divorced","2015","higher education","Urban Area","336","0.0875267371920935","0.0794464683252129","0.0956070060589741","4"
"Divorced","2015","higher education","Rural Area","145","0.0967372081376525","0.0828480058907744","0.110626410384531","4"
"Married","2015","in school","Urban Area","2","","","","1"
"Married","2015","in school","Rural Area","2","","","","1"
"Married","2015","inadequately","Urban Area","218","0.443042299454847","0.393422908538612","0.492661690371082","1"
"Married","2015","inadequately","Rural Area","76","0.417789608379607","0.339125176492594","0.49645404026662","1"
"Married","2015","general elemantary","Urban Area","958","0.440461448967611","0.419095968017475","0.461826929917746","1"
"Married","2015","general elemantary","Rural Area","445","0.358709109270145","0.329461075969294","0.387957142570996","1"
"Married","2015","middle vocational","Urban Area","4303","0.5147130691642","0.503348955216212","0.526077183112189","1"
"Married","2015","middle vocational","Rural Area","2892","0.539908296337497","0.525746508827521","0.554070083847473","1"
"Married","2015","vocational + Abi","Urban Area","948","0.49407919015836","0.469450167031444","0.518708213285275","1"
"Married","2015","vocational + Abi","Rural Area","366","0.517434926191244","0.47669783785987","0.558172014522619","1"
"Married","2015","higher vocational","Urban Area","648","0.613207217861769","0.581890009362332","0.644524426361206","1"
"Married","2015","higher vocational","Rural Area","448","0.621963726082775","0.583357171569227","0.660570280596324","1"
"Married","2015","higher education","Urban Area","3081","0.526156039863899","0.511879586755955","0.540432492971843","1"
"Married","2015","higher education","Rural Area","1232","0.586226576316467","0.56308528897919","0.609367863653745","1"
"Married, but separated","2015","in school","Urban Area","1","","","","2"
"Married, but separated","2015","in school","Rural Area","","","","","2"
"Married, but separated","2015","inadequately","Urban Area","12","","","","2"
"Married, but separated","2015","inadequately","Rural Area","6","","","","2"
"Married, but separated","2015","general elemantary","Urban Area","55","0.031400495860471","0.023894918781554","0.0389060729393879","2"
"Married, but separated","2015","general elemantary","Rural Area","16","","","","2"
"Married, but separated","2015","middle vocational","Urban Area","187","0.0236995084135514","0.0202407907884047","0.0271582260386981","2"
"Married, but separated","2015","middle vocational","Rural Area","122","0.0250259489447353","0.0205875362881059","0.0294643616013646","2"
"Married, but separated","2015","vocational + Abi","Urban Area","47","0.022902962548379","0.0155337291230969","0.030272195973661","2"
"Married, but separated","2015","vocational + Abi","Rural Area","17","","","","2"
"Married, but separated","2015","higher vocational","Urban Area","25","","","","2"
"Married, but separated","2015","higher vocational","Rural Area","18","","","","2"
"Married, but separated","2015","higher education","Urban Area","135","0.025314746136962","0.0208235258751826","0.0298059663987415","2"
"Married, but separated","2015","higher education","Rural Area","31","0.0134657095465576","0.00805013945884439","0.0188812796342708","2"
"Single","2015","in school","Urban Area","522","0.996805147445042","0.991977906403259","1.00163238848682","3"
"Single","2015","in school","Rural Area","248","0.995370055865305","0.986954975888459","1.00378513584215","3"
"Single","2015","inadequately","Urban Area","101","0.233486075403144","0.191228143077076","0.275744007729211","3"
"Single","2015","inadequately","Rural Area","56","0.453939122589549","0.374528435153862","0.533349810025235","3"
"Single","2015","general elemantary","Urban Area","727","0.299282514347832","0.279573910303493","0.318991118392171","3"
"Single","2015","general elemantary","Rural Area","363","0.340800426888659","0.311896526355265","0.369704327422052","3"
"Single","2015","middle vocational","Urban Area","1742","0.261171267242851","0.251183043308035","0.271159491177667","3"
"Single","2015","middle vocational","Rural Area","989","0.230935000483263","0.218960365735426","0.242909635231099","3"
"Single","2015","vocational + Abi","Urban Area","388","0.3382882714455","0.31498131737937","0.361595225511629","3"
"Single","2015","vocational + Abi","Rural Area","126","0.29247719738377","0.255392016752615","0.329562378014925","3"
"Single","2015","higher vocational","Urban Area","127","0.188377506064481","0.163233655149892","0.21352135697907","3"
"Single","2015","higher vocational","Rural Area","57","0.16206386499379","0.132723849789087","0.191403880198494","3"
"Single","2015","higher education","Urban Area","1017","0.319440166139054","0.306108842033789","0.33277149024432","3"
"Single","2015","higher education","Rural Area","252","0.247407738319325","0.227132779502856","0.267682697135794","3"
"Widowed","2015","in school","Urban Area","","","","","5"
"Widowed","2015","in school","Rural Area","","","","","5"
"Widowed","2015","inadequately","Urban Area","14","","","","5"
"Widowed","2015","inadequately","Rural Area","6","","","","5"
"Widowed","2015","general elemantary","Urban Area","162","0.139191664660985","0.124294501951342","0.154088827370628","5"
"Widowed","2015","general elemantary","Rural Area","127","0.217854126822172","0.192681722144231","0.243026531500112","5"
"Widowed","2015","middle vocational","Urban Area","464","0.0964129183875931","0.0897016237536759","0.10312421302151","5"
"Widowed","2015","middle vocational","Rural Area","284","0.0827813644372254","0.0749517820690991","0.0906109468053518","5"
"Widowed","2015","vocational + Abi","Urban Area","42","0.0551413170448169","0.0438970893798831","0.0663855447097507","5"
"Widowed","2015","vocational + Abi","Rural Area","14","","","","5"
"Widowed","2015","higher vocational","Urban Area","39","0.0456470474459609","0.0322255463691737","0.059068548522748","5"
"Widowed","2015","higher vocational","Rural Area","28","","","","5"
"Widowed","2015","higher education","Urban Area","130","0.0415623106679913","0.0358557143430219","0.0472689069929608","5"
"Widowed","2015","higher education","Rural Area","80","0.0561627676799977","0.0453447852862008","0.0669807500737947","5"
"Divorced","2016","in school","Urban Area","","","","","4"
"Divorced","2016","in school","Rural Area","","","","","4"
"Divorced","2016","inadequately","Urban Area","47","0.152631183370521","0.133274354811464","0.171988011929578","4"
"Divorced","2016","inadequately","Rural Area","17","","","","4"
"Divorced","2016","general elemantary","Urban Area","154","0.0886017089887868","0.0770978263694575","0.100105591608116","4"
"Divorced","2016","general elemantary","Rural Area","81","0.0736638701149041","0.0589574032551863","0.088370336974622","4"
"Divorced","2016","middle vocational","Urban Area","701","0.104639250528662","0.097585742337768","0.111692758719555","4"
"Divorced","2016","middle vocational","Rural Area","451","0.128338891693907","0.118643888489406","0.138033894898408","4"
"Divorced","2016","vocational + Abi","Urban Area","152","0.0882402858760372","0.0741332420381532","0.102347329713921","4"
"Divorced","2016","vocational + Abi","Rural Area","57","0.103468577438765","0.0784432968965859","0.128493857980944","4"
"Divorced","2016","higher vocational","Urban Area","86","0.126907427350993","0.104450489624519","0.149364365077467","4"
"Divorced","2016","higher vocational","Rural Area","53","0.114250336704616","0.087973194226304","0.140527479182927","4"
"Divorced","2016","higher education","Urban Area","328","0.0785081521348536","0.0708935449728597","0.0861227592968476","4"
"Divorced","2016","higher education","Rural Area","136","0.0967537565644919","0.0833262537311619","0.110181259397822","4"
"Married","2016","general elemantary","Rural Area","529","0.37558775572572","0.348323841969368","0.402851669482073","1"
"Married","2016","middle vocational","Urban Area","4145","0.510398982166364","0.498879448598408","0.521918515734321","1"
"Married","2016","middle vocational","Rural Area","2785","0.531249797317615","0.516784908391759","0.545714686243472","1"
"Married","2016","vocational + Abi","Urban Area","918","0.485482603043498","0.460625573357475","0.510339632729521","1"
"Married","2016","vocational + Abi","Rural Area","351","0.523909834601638","0.482873851864583","0.564945817338693","1"
"Married","2016","in school","Urban Area","5","","","","1"
"Married","2016","higher vocational","Urban Area","576","0.591341416313341","0.558176696771384","0.624506135855299","1"
"Married","2016","higher vocational","Rural Area","408","0.633609032969875","0.593809593765213","0.673408472174538","1"
"Married","2016","higher education","Urban Area","3125","0.52501127935282","0.510873853445687","0.539148705259952","1"
"Married","2016","higher education","Rural Area","1293","0.591771866683479","0.569447102735386","0.614096630631573","1"
"Married","2016","in school","Rural Area","1","","","","1"
"Married","2016","inadequately","Urban Area","831","0.48837434074417","0.461469594108823","0.515279087379517","1"
"Married","2016","inadequately","Rural Area","360","0.407218325859287","0.370126416973528","0.444310234745046","1"
"Married","2016","general elemantary","Urban Area","1116","0.434186117661171","0.414120891762201","0.454251343560142","1"
"Married, but separated","2016","in school","Urban Area","","","","","2"
"Married, but separated","2016","in school","Rural Area","1","","","","2"
"Married, but separated","2016","inadequately","Urban Area","96","0.0544542560457954","0.0422409422482522","0.0666675698433386","2"
"Married, but separated","2016","inadequately","Rural Area","63","0.0441080384024923","0.0286062637427804","0.0596098130622042","2"
"Married, but separated","2016","general elemantary","Rural Area","53","0.0173130827906333","0.00996977771693842","0.0246563878643281","2"
"Married, but separated","2016","middle vocational","Urban Area","214","0.0213975453534636","0.0180629436554954","0.0247321470514318","2"
"Married, but separated","2016","middle vocational","Rural Area","144","0.023697175137654","0.0192882213961789","0.028106128879129","2"
"Married, but separated","2016","vocational + Abi","Urban Area","47","0.0252505603990938","0.0174478700756606","0.0330532507225269","2"
"Married, but separated","2016","vocational + Abi","Rural Area","20","","","","2"
"Married, but separated","2016","higher vocational","Urban Area","26","","","","2"
"Married, but separated","2016","higher vocational","Rural Area","20","","","","2"
"Married, but separated","2016","higher education","Urban Area","179","0.0356236076882496","0.0303762990260736","0.0408709163504256","2"
"Married, but separated","2016","higher education","Rural Area","55","0.0232897239038765","0.0164392076476994","0.0301402401600535","2"
"Married, but separated","2016","general elemantary","Urban Area","111","0.0267820143700086","0.0202462562689356","0.0333177724710816","2"
"Single","2016","in school","Urban Area","510","0.999330245004968","0.997095865325866","1.00156462468407","3"
"Single","2016","in school","Rural Area","221","0.999554397047817","0.996784440819935","1.0023243532757","3"
"Single","2016","inadequately","Urban Area","308","0.240770951927664","0.217758399983458","0.26378350387187","3"
"Single","2016","inadequately","Rural Area","218","0.472051206661852","0.43436272864212","0.509739684681585","3"
"Single","2016","general elemantary","Urban Area","805","0.317904674776382","0.299053419217955","0.336755930334808","3"
"Single","2016","general elemantary","Rural Area","436","0.334695544368859","0.308129189931622","0.361261898806096","3"
"Single","2016","middle vocational","Urban Area","1719","0.266910107596231","0.256716686517263","0.277103528675199","3"
"Single","2016","middle vocational","Rural Area","919","0.2364838519955","0.224166854903761","0.24880084908724","3"
"Single","2016","vocational + Abi","Urban Area","393","0.351619123805575","0.327871852971591","0.37536639463956","3"
"Single","2016","vocational + Abi","Rural Area","126","0.303025421447348","0.265264728213004","0.340786114681693","3"
"Single","2016","higher vocational","Urban Area","116","0.199092790558815","0.172152905641614","0.226032675476017","3"
"Single","2016","higher vocational","Rural Area","53","0.153850349974123","0.12404688712764","0.183653812820607","3"
"Single","2016","higher education","Urban Area","1028","0.318624393455615","0.305433409921868","0.331815376989362","3"
"Single","2016","higher education","Rural Area","297","0.232740603211273","0.213546605507879","0.251934600914667","3"
"Widowed","2016","in school","Urban Area","","","","","5"
"Widowed","2016","in school","Rural Area","","","","","5"
"Widowed","2016","inadequately","Urban Area","44","0.0637692679118494","0.0506178223676219","0.0769207134560768","5"
"Widowed","2016","inadequately","Rural Area","16","","","","5"
"Widowed","2016","general elemantary","Urban Area","158","0.132525484203651","0.118799378160702","0.1462515902466","5"
"Widowed","2016","general elemantary","Rural Area","113","0.198739746999883","0.176273737027216","0.22120575697255","5"
"Widowed","2016","middle vocational","Urban Area","455","0.0966541143552795","0.0898449150352125","0.103463313675346","5"
"Widowed","2016","middle vocational","Rural Area","273","0.0802302838553233","0.0723561336035155","0.0881044341071311","5"
"Widowed","2016","vocational + Abi","Urban Area","43","0.0494074268757954","0.0386289923016561","0.0601858614499347","5"
"Widowed","2016","vocational + Abi","Rural Area","15","","","","5"
"Widowed","2016","higher vocational","Urban Area","40","0.0448714979520089","0.0309048220896475","0.0588381738143703","5"
"Widowed","2016","higher vocational","Rural Area","29","","","","5"
"Widowed","2016","higher education","Urban Area","133","0.0422325673684615","0.036538820558309","0.0479263141786141","5"
"Widowed","2016","higher education","Rural Area","81","0.0554440496368794","0.0450496462090983","0.0658384530646605","5"
"Divorced","2017","in school","Urban Area","1","","","","4"
"Divorced","2017","in school","Rural Area","","","","","4"
"Divorced","2017","inadequately","Urban Area","71","0.175140844033173","0.157950525825157","0.192331162241189","4"
"Divorced","2017","inadequately","Rural Area","14","","","","4"
"Divorced","2017","general elemantary","Urban Area","174","0.0937149861317636","0.082489142519355","0.104940829744172","4"
"Divorced","2017","general elemantary","Rural Area","90","0.0775002765811837","0.063484109889754","0.0915164432726133","4"
"Divorced","2017","middle vocational","Urban Area","768","0.110778862963511","0.10384469966231","0.117713026264711","4"
"Divorced","2017","middle vocational","Rural Area","510","0.122711013495996","0.113725530759944","0.131696496232047","4"
"Divorced","2017","vocational + Abi","Urban Area","177","0.102228640983048","0.0878318698381147","0.116625412127982","4"
"Divorced","2017","vocational + Abi","Rural Area","71","0.11034603667413","0.0862776752094825","0.134414398138777","4"
"Divorced","2017","higher vocational","Urban Area","84","0.111592610682708","0.0910446549103606","0.132140566455056","4"
"Divorced","2017","higher vocational","Rural Area","60","0.112227694695124","0.0877540596577296","0.136701329732517","4"
"Divorced","2017","higher education","Urban Area","361","0.0805675622703852","0.0733015900859479","0.0878335344548224","4"
"Divorced","2017","higher education","Rural Area","157","0.0926782824197881","0.0802073339665181","0.105149230873058","4"
"Married","2017","in school","Urban Area","9","","","","1"
"Married","2017","in school","Rural Area","2","","","","1"
"Married","2017","inadequately","Urban Area","1071","0.444169170609615","0.421696958862564","0.466641382356667","1"
"Married","2017","inadequately","Rural Area","443","0.450282630311482","0.415300205554544","0.485265055068421","1"
"Married","2017","general elemantary","Urban Area","1225","0.425113245129723","0.406070676240453","0.444155814018994","1"
"Married","2017","general elemantary","Rural Area","652","0.391721821256899","0.366133929415957","0.41730971309784","1"
"Married","2017","middle vocational","Urban Area","4428","0.508582613563706","0.497537587669071","0.51962763945834","1"
"Married","2017","middle vocational","Rural Area","3052","0.529627253229827","0.515958322527924","0.543296183931729","1"
"Married","2017","vocational + Abi","Urban Area","976","0.478660948308521","0.454921530638217","0.502400365978824","1"
"Married","2017","vocational + Abi","Rural Area","394","0.517540238613012","0.47915535691516","0.555925120310863","1"
"Married","2017","higher vocational","Urban Area","616","0.598482595614249","0.566491967114731","0.630473224113768","1"
"Married","2017","higher vocational","Rural Area","446","0.595794748926345","0.557745422489049","0.633844075363642","1"
"Married","2017","higher education","Urban Area","3473","0.526932446763381","0.513603594319108","0.540261299207654","1"
"Married","2017","higher education","Rural Area","1427","0.597190797908347","0.576097907900183","0.61828368791651","1"
"Married, but separated","2017","inadequately","Rural Area","56","0.0674091436264605","0.0497795393872986","0.0850387478656223","2"
"Married, but separated","2017","in school","Urban Area","","","","","2"
"Married, but separated","2017","in school","Rural Area","","","","","2"
"Married, but separated","2017","inadequately","Urban Area","133","0.0403977407603702","0.031492934667416","0.0493025468533244","2"
"Married, but separated","2017","general elemantary","Rural Area","41","0.0122600464331088","0.00649156002889262","0.0180285328373249","2"
"Married, but separated","2017","middle vocational","Rural Area","144","0.0253498752935807","0.0210451981049444","0.029654552482217","2"
"Married, but separated","2017","vocational + Abi","Urban Area","51","0.0187267666515694","0.01228474307463","0.0251687902285088","2"
"Married, but separated","2017","higher vocational","Urban Area","32","0.0412259861964682","0.0282515505491921","0.0542004218437443","2"
"Married, but separated","2017","higher vocational","Rural Area","13","","","","2"
"Married, but separated","2017","middle vocational","Urban Area","234","0.0235404237642098","0.0201908079553251","0.0268900395730945","2"
"Married, but separated","2017","general elemantary","Urban Area","115","0.0331713131833859","0.0262730753746132","0.0400695509921585","2"
"Married, but separated","2017","vocational + Abi","Rural Area","16","","","","2"
"Married, but separated","2017","higher education","Urban Area","206","0.03424548789787","0.0293904931952363","0.0391004826005038","2"
"Married, but separated","2017","higher education","Rural Area","66","0.0225799184916244","0.0161909366108474","0.0289689003724015","2"
"Single","2017","inadequately","Rural Area","247","0.405183411477658","0.3706646705931","0.439702152362216","3"
"Single","2017","general elemantary","Urban Area","911","0.313787983996578","0.295913670136545","0.331662297856611","3"
"Single","2017","general elemantary","Rural Area","507","0.34168866916544","0.316827276149777","0.366550062181104","3"
"Single","2017","middle vocational","Urban Area","1996","0.263885829989576","0.254148467246875","0.273623192732277","3"
"Single","2017","middle vocational","Rural Area","1122","0.24273890400543","0.230997478685829","0.25448032932503","3"
"Single","2017","vocational + Abi","Urban Area","451","0.346885270141709","0.324265738778073","0.369504801505346","3"
"Single","2017","vocational + Abi","Rural Area","153","0.291046323624041","0.256152578450482","0.3259400687976","3"
"Single","2017","higher vocational","Urban Area","132","0.202204868497237","0.175993703935866","0.228416033058607","3"
"Single","2017","in school","Urban Area","570","0.99636835750759","0.991472873883578","1.0012638411316","3"
"Single","2017","in school","Rural Area","234","0.998700032935813","0.994103019254804","1.00329704661682","3"
"Single","2017","inadequately","Urban Area","534","0.271845502910458","0.25172341038886","0.291967595432056","3"
"Single","2017","higher vocational","Rural Area","86","0.198067169631822","0.167166143133395","0.228968196130249","3"
"Single","2017","higher education","Urban Area","1201","0.315547902998693","0.303141157121659","0.327954648875727","3"
"Single","2017","higher education","Rural Area","340","0.231269403162542","0.213136137840229","0.249402668484856","3"
"Widowed","2017","in school","Urban Area","","","","","5"
"Widowed","2017","in school","Rural Area","","","","","5"
"Widowed","2017","inadequately","Urban Area","69","0.0684467416863831","0.0570263623083586","0.0798671210644076","5"
"Widowed","2017","inadequately","Rural Area","17","","","","5"
"Widowed","2017","general elemantary","Urban Area","164","0.134212471558549","0.12108188383095","0.147343059286148","5"
"Widowed","2017","general elemantary","Rural Area","108","0.176829186563368","0.156829809817563","0.196828563309174","5"
"Widowed","2017","middle vocational","Urban Area","444","0.0932122697189979","0.0867890898472997","0.099635449590696","5"
"Widowed","2017","middle vocational","Rural Area","294","0.0795729539751672","0.0721614605094615","0.0869844474408729","5"
"Widowed","2017","vocational + Abi","Urban Area","46","0.0534983739151526","0.0428047007283949","0.0641920471019102","5"
"Widowed","2017","vocational + Abi","Rural Area","17","","","","5"
"Widowed","2017","higher vocational","Urban Area","38","0.0464939390093375","0.0327533698604315","0.0602345081582434","5"
"Widowed","2017","higher vocational","Rural Area","34","0.0708816320765503","0.0509840621676948","0.0907792019854058","5"
"Widowed","2017","higher education","Urban Area","149","0.0427066000696709","0.0373087136782517","0.0481044864610902","5"
"Widowed","2017","higher education","Rural Area","87","0.0562815980176983","0.0463702148831685","0.0661929811522281","5"
"Divorced","2018","in school","Urban Area","","","","","4"
"Divorced","2018","in school","Rural Area","","","","","4"
"Divorced","2018","inadequately","Urban Area","77","0.159100754280159","0.140932554973058","0.177268953587259","4"
"Divorced","2018","inadequately","Rural Area","17","","","","4"
"Divorced","2018","general elemantary","Urban Area","181","0.0916466815396521","0.0800428327822202","0.103250530297084","4"
"Divorced","2018","general elemantary","Rural Area","106","0.0938115417021607","0.0779131118850235","0.109709971519298","4"
"Divorced","2018","middle vocational","Urban Area","776","0.114403971103499","0.107166412985214","0.121641529221784","4"
"Divorced","2018","middle vocational","Rural Area","487","0.120796920000601","0.111564101997913","0.130029738003289","4"
"Divorced","2018","vocational + Abi","Urban Area","168","0.100830353330172","0.0859457150981765","0.115714991562167","4"
"Divorced","2018","vocational + Abi","Rural Area","63","0.102041131912475","0.0785158200773623","0.125566443747587","4"
"Divorced","2018","higher vocational","Urban Area","83","0.12014192360439","0.0981551223339811","0.142128724874798","4"
