"pgfamstd","year","e11102","e11103","n","percent","lower_confidence","upper_confidence","value"
"Married","1996","Employed","Part Time","1729","0.60911886921605","0.590703475965254","0.627534262466846","1"
"Married, but separated","1996","Not Employed","Full Time","","","","","2"
"Married, but separated","1996","Not Employed","Part Time","","","","","2"
"Married, but separated","1996","Not Employed","Not Working","86","0.0224106095265652","0.0181508234171994","0.0266703956359311","2"
"Married, but separated","1996","Employed","Full Time","133","0.021479689984335","0.0177298267917658","0.0252295531769043","2"
"Married, but separated","1996","Employed","Not Working","","","","","2"
"Married, but separated","1996","Employed","Part Time","71","0.0300598274858087","0.0236155633440674","0.03650409162755","2"
"Single","1996","Not Employed","Full Time","","","","","3"
"Single","1996","Not Employed","Part Time","","","","","3"
"Single","1996","Not Employed","Not Working","885","0.157021146567264","0.146550581231271","0.167491711903257","3"
"Single","1996","Employed","Full Time","1530","0.282985808632753","0.271334822078939","0.294636795186567","3"
"Single","1996","Employed","Not Working","","","","","3"
"Single","1996","Employed","Part Time","682","0.248619096252446","0.232307181760689","0.264931010744203","3"
"Widowed","1996","Not Employed","Full Time","","","","","5"
"Widowed","1996","Not Employed","Part Time","","","","","5"
"Widowed","1996","Not Employed","Not Working","662","0.223081915671695","0.211100655006379","0.235063176337011","5"
"Widowed","1996","Employed","Full Time","82","0.0182334657475781","0.0147728353218753","0.0216940961732808","5"
"Widowed","1996","Employed","Part Time","60","0.0305515695738514","0.0240564561859316","0.0370466829617712","5"
"Widowed","1996","Employed","Not Working","","","","","5"
"Divorced","1997","Not Employed","Full Time","","","","","4"
"Divorced","1997","Not Employed","Part Time","","","","","4"
"Divorced","1997","Not Employed","Not Working","202","0.0552073179209252","0.0486898074484273","0.0617248283934232","4"
"Divorced","1997","Employed","Full Time","349","0.0817719715391791","0.0745874574741066","0.0889564856042517","4"
"Divorced","1997","Employed","Part Time","147","0.080162065102385","0.0696205440646321","0.0907035861401379","4"
"Divorced","1997","Employed","Not Working","","","","","4"
"Married","1997","Not Employed","Full Time","","","","","1"
"Married","1997","Not Employed","Part Time","","","","","1"
"Married","1997","Not Employed","Not Working","2848","0.54655821299187","0.532351482711263","0.560764943272477","1"
"Married","1997","Employed","Part Time","1624","0.595248816506384","0.576193923820503","0.614303709192266","1"
"Married","1997","Employed","Full Time","3508","0.59014565145148","0.577250861515283","0.603040441387676","1"
"Married","1997","Employed","Not Working","","","","","1"
"Married, but separated","1997","Not Employed","Full Time","","","","","2"
"Married, but separated","1997","Not Employed","Part Time","","","","","2"
"Married, but separated","1997","Not Employed","Not Working","88","0.0197008360194231","0.0157349813329375","0.0236666907059087","2"
"Married, but separated","1997","Employed","Full Time","139","0.0255384775520698","0.0214022945855568","0.0296746605185828","2"
"Married, but separated","1997","Employed","Part Time","71","0.0337375392943563","0.0267283558135782","0.0407467227751345","2"
"Married, but separated","1997","Employed","Not Working","","","","","2"
"Single","1997","Not Employed","Full Time","","","","","3"
"Single","1997","Not Employed","Part Time","","","","","3"
"Single","1997","Not Employed","Not Working","925","0.158095500721361","0.147684168056962","0.168506833385761","3"
"Single","1997","Employed","Full Time","1524","0.287302958771551","0.27543865058171","0.299167266961391","3"
"Single","1997","Employed","Part Time","635","0.255906488066665","0.238966325233267","0.272846650900064","3"
"Single","1997","Employed","Not Working","","","","","3"
"Widowed","1997","Not Employed","Full Time","","","","","5"
"Widowed","1997","Not Employed","Part Time","","","","","5"
"Widowed","1997","Not Employed","Not Working","654","0.22043813234642","0.20860815785937","0.232268106833471","5"
"Widowed","1997","Employed","Full Time","68","0.0152409406857208","0.0120288280104985","0.018453053360943","5"
"Widowed","1997","Employed","Part Time","72","0.0349450910302091","0.0278160309712674","0.0420741510891508","5"
"Widowed","1997","Employed","Not Working","","","","","5"
"Divorced","1998","Not Employed","Full Time","","","","","4"
"Divorced","1998","Not Employed","Part Time","","","","","4"
"Divorced","1998","Not Employed","Not Working","242","0.0523972846246775","0.0464535560860621","0.0583410131632929","4"
"Divorced","1998","Employed","Part Time","189","0.0908395705231811","0.0803420904895135","0.101337050556849","4"
"Divorced","1998","Employed","Full Time","384","0.0819366879515788","0.0749887608460886","0.088884615057069","4"
"Divorced","1998","Employed","Not Working","","","","","4"
"Married","1998","Not Employed","Full Time","","","","","1"
"Married","1998","Not Employed","Part Time","","","","","1"
"Married","1998","Not Employed","Not Working","3263","0.548299123098873","0.535024393917413","0.561573852280334","1"
"Married","1998","Employed","Full Time","3724","0.591489285562911","0.579036832837076","0.603941738288747","1"
"Married","1998","Employed","Part Time","1817","0.607474549022342","0.589637409357974","0.625311688686709","1"
"Married","1998","Employed","Not Working","","","","","1"
"Married, but separated","1998","Not Employed","Part Time","","","","","2"
"Married, but separated","1998","Not Employed","Full Time","","","","","2"
"Married, but separated","1998","Not Employed","Not Working","102","0.0193009702008274","0.015631115495911","0.0229708249057437","2"
"Married, but separated","1998","Employed","Full Time","141","0.0281704718521299","0.0239789489759058","0.032361994728354","2"
"Married, but separated","1998","Employed","Part Time","82","0.0337896220007328","0.0271894572822996","0.040389786719166","2"
"Married, but separated","1998","Employed","Not Working","","","","","2"
"Single","1998","Not Employed","Full Time","","","","","3"
"Single","1998","Not Employed","Part Time","","","","","3"
"Single","1998","Not Employed","Not Working","1031","0.168408131678135","0.158425890163392","0.178390373192879","3"
"Single","1998","Employed","Full Time","1665","0.285535865119382","0.274093908833946","0.296977821404818","3"
"Single","1998","Employed","Part Time","727","0.241441506552725","0.22580903084488","0.257073982260569","3"
"Single","1998","Employed","Not Working","","","","","3"
"Widowed","1998","Not Employed","Full Time","","","","","5"
"Widowed","1998","Not Employed","Part Time","","","","","5"
"Widowed","1998","Not Employed","Not Working","761","0.211594490397487","0.200699711269143","0.22248926952583","5"
"Widowed","1998","Employed","Full Time","72","0.0128676895139978","0.0100126133055715","0.0157227657224241","5"
"Widowed","1998","Employed","Part Time","64","0.0264547519010199","0.0205925985426582","0.0323169052593816","5"
"Widowed","1998","Employed","Not Working","","","","","5"
"Divorced","1999","Not Employed","Full Time","","","","","4"
"Divorced","1999","Not Employed","Part Time","","","","","4"
"Divorced","1999","Not Employed","Not Working","246","0.0591872156423739","0.0525988407801641","0.0657755905045837","4"
"Divorced","1999","Employed","Full Time","421","0.0921399423433499","0.0847176932471852","0.0995621914395145","4"
"Divorced","1999","Employed","Part Time","175","0.0805124680721153","0.0706857174758657","0.090339218668365","4"
"Divorced","1999","Employed","Not Working","","","","","4"
"Married","1999","Not Employed","Full Time","","","","","1"
"Married","1999","Not Employed","Part Time","","","","","1"
"Married","1999","Not Employed","Not Working","2981","0.544908882813426","0.531005391669234","0.558812373957618","1"
"Married","1999","Employed","Full Time","3563","0.583548236417285","0.570897295251106","0.596199177583465","1"
"Married","1999","Employed","Not Working","","","","","1"
"Married","1999","Employed","Part Time","1795","0.580431925253023","0.562608863787902","0.598254986718144","1"
"Married, but separated","1999","Not Employed","Full Time","","","","","2"
"Married, but separated","1999","Not Employed","Part Time","","","","","2"
"Married, but separated","1999","Not Employed","Not Working","94","0.0193744831187015","0.0155260902706103","0.0232228759667927","2"
"Married, but separated","1999","Employed","Full Time","142","0.0264898603177422","0.0223687695827931","0.0306109510526912","2"
"Married, but separated","1999","Employed","Not Working","","","","","2"
"Married, but separated","1999","Employed","Part Time","75","0.0301842483058304","0.0240049346418917","0.0363635619697691","2"
"Single","1999","Not Employed","Full Time","","","","","3"
"Single","1999","Not Employed","Part Time","","","","","3"
"Single","1999","Not Employed","Not Working","894","0.158275244252772","0.148084537892998","0.168465950612546","3"
"Single","1999","Employed","Full Time","1644","0.286004743964675","0.274407991575054","0.297601496354296","3"
"Single","1999","Employed","Part Time","827","0.276584013803265","0.260428788106573","0.292739239499957","3"
"Single","1999","Employed","Not Working","","","","","3"
"Widowed","1999","Not Employed","Part Time","","","","","5"
"Widowed","1999","Not Employed","Full Time","","","","","5"
"Widowed","1999","Not Employed","Not Working","713","0.218254174172727","0.206721585403563","0.229786762941891","5"
"Widowed","1999","Employed","Full Time","63","0.0118172169569475","0.00904403510930044","0.0145903988045945","5"
"Widowed","1999","Employed","Part Time","73","0.0322873445657666","0.0259033160825637","0.0386713730489694","5"
"Widowed","1999","Employed","Not Working","","","","","5"
"Divorced","2000","Not Employed","Full Time","","","","","4"
"Divorced","2000","Not Employed","Part Time","","","","","4"
"Divorced","2000","Not Employed","Not Working","405","0.0518238136727616","0.0472479357257157","0.0563996916198074","4"
"Divorced","2000","Employed","Full Time","732","0.0865240463578373","0.0810341507262561","0.0920139419894185","4"
"Divorced","2000","Employed","Part Time","332","0.0797513169527988","0.0723052978444245","0.087197336061173","4"
"Divorced","2000","Employed","Not Working","","","","","4"
"Married","2000","Not Employed","Full Time","","","","","1"
"Married","2000","Not Employed","Part Time","","","","","1"
"Married","2000","Not Employed","Not Working","5630","0.574083675553649","0.563876279470435","0.584291071636862","1"
"Married","2000","Employed","Part Time","3124","0.58666793082583","0.573133240051584","0.600202621600076","1"
"Married","2000","Employed","Full Time","6246","0.581462154903021","0.57182885210422","0.591095457701821","1"
"Married","2000","Employed","Not Working","","","","","1"
"Married, but separated","2000","Not Employed","Part Time","","","","","2"
"Married, but separated","2000","Not Employed","Full Time","","","","","2"
"Married, but separated","2000","Not Employed","Not Working","149","0.0167265175299457","0.0140792053730601","0.0193738296868313","2"
"Married, but separated","2000","Employed","Full Time","216","0.0225473347659992","0.019648372303986","0.0254462972280124","2"
"Married, but separated","2000","Employed","Not Working","","","","","2"
"Married, but separated","2000","Employed","Part Time","132","0.0271034208959201","0.0226402038684933","0.031566637923347","2"
"Single","2000","Not Employed","Part Time","","","","","3"
"Single","2000","Not Employed","Full Time","","","","","3"
"Single","2000","Not Employed","Not Working","1492","0.151708231237892","0.144302935205965","0.159113527269818","3"
"Single","2000","Employed","Full Time","2752","0.295461671678447","0.286552239926645","0.304371103430249","3"
"Single","2000","Employed","Not Working","","","","","3"
"Single","2000","Employed","Part Time","1370","0.273993439010407","0.261734779941861","0.286252098078953","3"
"Widowed","2000","Not Employed","Full Time","","","","","5"
"Widowed","2000","Not Employed","Part Time","","","","","5"
"Widowed","2000","Not Employed","Not Working","1339","0.205657762005752","0.19731439003093","0.214001133980575","5"
"Widowed","2000","Employed","Full Time","128","0.0140047922946959","0.0117101084614869","0.0162994761279049","5"
"Widowed","2000","Employed","Part Time","127","0.0324838923150437","0.0276112363893067","0.0373565482407806","5"
"Widowed","2000","Employed","Not Working","","","","","5"
"Divorced","2001","Not Employed","Full Time","","","","","4"
"Divorced","2001","Not Employed","Part Time","","","","","4"
"Divorced","2001","Not Employed","Not Working","374","0.0540129574230851","0.0490857635455253","0.0589401513006449","4"
"Divorced","2001","Employed","Full Time","671","0.0878535380209561","0.0820248348026529","0.0936822412392594","4"
"Divorced","2001","Employed","Part Time","338","0.0908443792084089","0.0827404112160994","0.0989483472007183","4"
"Divorced","2001","Employed","Not Working","","","","","4"
"Married","2001","Not Employed","Full Time","","","","","1"
"Married","2001","Not Employed","Part Time","","","","","1"
"Married","2001","Not Employed","Not Working","4991","0.56788853554249","0.557090679728106","0.578686391356875","1"
"Married","2001","Employed","Full Time","5576","0.568620355645947","0.558422683363046","0.578818027928848","1"
"Married","2001","Employed","Part Time","2946","0.573055054091496","0.559106998029821","0.58700311015317","1"
"Married","2001","Employed","Not Working","","","","","1"
"Married, but separated","2001","Not Employed","Full Time","","","","","2"
"Married, but separated","2001","Not Employed","Not Working","146","0.0181614807693763","0.0152507385877275","0.0210722229510251","2"
"Married, but separated","2001","Not Employed","Part Time","","","","","2"
"Married, but separated","2001","Employed","Full Time","204","0.0237787688364942","0.0206416654425699","0.0269158722304185","2"
"Married, but separated","2001","Employed","Part Time","111","0.0259899591573498","0.0215033928794762","0.0304765254352233","2"
"Married, but separated","2001","Employed","Not Working","","","","","2"
"Single","2001","Not Employed","Full Time","","","","","3"
"Single","2001","Not Employed","Part Time","","","","","3"
"Single","2001","Not Employed","Not Working","1361","0.152533711569817","0.144696668860335","0.160370754279298","3"
"Single","2001","Employed","Full Time","2489","0.30452120793194","0.295045520133545","0.313996895730336","3"
"Single","2001","Employed","Part Time","1331","0.281919410107639","0.269231834154999","0.294606986060278","3"
"Single","2001","Employed","Not Working","","","","","3"
"Widowed","2001","Not Employed","Full Time","","","","","5"
"Widowed","2001","Not Employed","Part Time","","","","","5"
"Widowed","2001","Not Employed","Not Working","1213","0.207403314695232","0.198565557795445","0.216241071595019","5"
"Widowed","2001","Employed","Full Time","121","0.0152261295646622","0.0127048381517566","0.0177474209775678","5"
"Widowed","2001","Employed","Part Time","105","0.028191197435107","0.0235237788829438","0.0328586159872702","5"
"Widowed","2001","Employed","Not Working","","","","","5"
"Divorced","2002","Not Employed","Full Time","","","","","4"
"Divorced","2002","Not Employed","Part Time","","","","","4"
"Divorced","2002","Not Employed","Not Working","392","0.0603305408329741","0.0551936736885994","0.0654674079773488","4"
"Divorced","2002","Employed","Part Time","332","0.0829682923146501","0.0754991257641397","0.0904374588651605","4"
"Divorced","2002","Employed","Full Time","732","0.0932487650965385","0.0874223270872801","0.0990752031057969","4"
"Divorced","2002","Employed","Not Working","","","","","4"
"Married","2002","Not Employed","Full Time","","","","","1"
"Married","2002","Not Employed","Part Time","","","","","1"
"Married","2002","Not Employed","Not Working","5046","0.565602066555346","0.554908033122147","0.576296099988545","1"
"Married","2002","Employed","Full Time","6016","0.55427581221861","0.544316403113836","0.564235221323385","1"
"Married","2002","Employed","Part Time","3246","0.586969022321372","0.573636178395251","0.600301866247493","1"
"Married","2002","Employed","Not Working","","","","","1"
"Married, but separated","2002","Not Employed","Full Time","","","","","2"
"Married, but separated","2002","Not Employed","Part Time","","","","","2"
"Married, but separated","2002","Not Employed","Not Working","140","0.0178937067898858","0.0150336703024567","0.020753743277315","2"
"Married, but separated","2002","Employed","Full Time","213","0.0233176974921788","0.0202938700869789","0.0263415248973786","2"
"Married, but separated","2002","Employed","Part Time","113","0.0255814260761153","0.0213062004048271","0.0298566517474035","2"
"Married, but separated","2002","Employed","Not Working","","","","","2"
"Single","2002","Not Employed","Full Time","","","","","3"
"Single","2002","Not Employed","Part Time","","","","","3"
"Single","2002","Not Employed","Not Working","1501","0.158752761206373","0.150868434024467","0.166637088388278","3"
"Single","2002","Employed","Full Time","2497","0.315946500708521","0.306631362198187","0.325261639218856","3"
"Single","2002","Employed","Part Time","1424","0.270781907178385","0.25874922541062","0.28281458894615","3"
"Single","2002","Employed","Not Working","","","","","3"
"Widowed","2002","Not Employed","Full Time","","","","","5"
"Widowed","2002","Not Employed","Part Time","","","","","5"
"Widowed","2002","Not Employed","Not Working","1174","0.197420924615422","0.188833109706385","0.206008739524459","5"
"Widowed","2002","Employed","Full Time","110","0.0132112244841508","0.0109234082141784","0.0154990407541232","5"
"Widowed","2002","Employed","Part Time","124","0.0336993521094776","0.0288129319979625","0.0385857722209927","5"
"Widowed","2002","Employed","Not Working","","","","","5"
"Divorced","2003","Not Employed","Part Time","","","","","4"
"Divorced","2003","Not Employed","Full Time","","","","","4"
"Divorced","2003","Not Employed","Not Working","407","0.062587554637547","0.057332396958762","0.067842712316332","4"
"Divorced","2003","Employed","Full Time","695","0.0945927841296886","0.0885127772950472","0.10067279096433","4"
"Divorced","2003","Employed","Not Working","","","","","4"
"Divorced","2003","Employed","Part Time","331","0.0870712366623687","0.0793568236679959","0.0947856496567414","4"
"Married","2003","Not Employed","Full Time","","","","","1"
"Married","2003","Not Employed","Part Time","","","","","1"
"Married","2003","Not Employed","Not Working","4916","0.557800069680821","0.547024877640654","0.568575261720987","1"
"Married","2003","Employed","Full Time","5436","0.54584005594332","0.535496015665264","0.556184096221376","1"
"Married","2003","Employed","Part Time","3168","0.576874693768685","0.563356386060391","0.590393001476979","1"
"Married","2003","Employed","Not Working","","","","","1"
"Married, but separated","2003","Not Employed","Full Time","","","","","2"
"Married, but separated","2003","Not Employed","Part Time","","","","","2"
"Married, but separated","2003","Not Employed","Not Working","126","0.0167931419496034","0.0140053212963566","0.0195809626028502","2"
"Married, but separated","2003","Employed","Full Time","225","0.0253403879221252","0.0220753652430484","0.0286054106012021","2"
"Married, but separated","2003","Employed","Part Time","131","0.0287885585263427","0.0242133179136896","0.0333637991389958","2"
"Married, but separated","2003","Employed","Not Working","","","","","2"
"Single","2003","Not Employed","Part Time","","","","","3"
"Single","2003","Not Employed","Full Time","","","","","3"
"Single","2003","Not Employed","Not Working","1541","0.169227319970291","0.161092410137807","0.177362229802776","3"
"Single","2003","Employed","Full Time","2434","0.320596691624973","0.3109006061671","0.330292777082846","3"
"Single","2003","Employed","Not Working","","","","","3"
"Single","2003","Employed","Part Time","1392","0.275651161414327","0.263424697199493","0.28787762562916","3"
"Widowed","2003","Not Employed","Full Time","","","","","5"
"Widowed","2003","Not Employed","Not Working","1171","0.193591913761737","0.185019612099004","0.202164215424471","5"
"Widowed","2003","Not Employed","Part Time","","","","","5"
"Widowed","2003","Employed","Full Time","110","0.0136300803798927","0.0112211613306499","0.0160389994291355","5"
"Widowed","2003","Employed","Part Time","109","0.031614349628277","0.0268267989703134","0.0364019002862405","5"
"Widowed","2003","Employed","Not Working","","","","","5"
"Divorced","2004","Not Employed","Part Time","","","","","4"
"Divorced","2004","Not Employed","Full Time","","","","","4"
"Divorced","2004","Not Employed","Not Working","429","0.0666547455797228","0.0612452905767801","0.0720642005826655","4"
"Divorced","2004","Employed","Full Time","656","0.0945730592372069","0.0883342103673377","0.100811908107076","4"
"Divorced","2004","Employed","Part Time","358","0.0901666838623717","0.0822411229678881","0.0980922447568553","4"
"Divorced","2004","Employed","Not Working","","","","","4"
"Married","2004","Not Employed","Full Time","","","","","1"
"Married","2004","Not Employed","Part Time","","","","","1"
"Married","2004","Not Employed","Not Working","4844","0.545579018433502","0.534780235014882","0.556377801852122","1"
"Married","2004","Employed","Full Time","5118","0.538327449194575","0.527698646881669","0.548956251507482","1"
"Married","2004","Employed","Not Working","","","","","1"
"Married","2004","Employed","Part Time","3069","0.562992204786837","0.549266905499313","0.576717504074361","1"
"Married, but separated","2004","Not Employed","Full Time","","","","","2"
"Married, but separated","2004","Not Employed","Part Time","","","","","2"
"Married, but separated","2004","Not Employed","Not Working","133","0.0173993313139349","0.0145635572908968","0.0202351053369729","2"
"Married, but separated","2004","Employed","Full Time","228","0.0313816684317755","0.0276645328951077","0.0350988039684434","2"
"Married, but separated","2004","Employed","Part Time","106","0.0259845819150387","0.0215824117810185","0.0303867520490588","2"
"Married, but separated","2004","Employed","Not Working","","","","","2"
"Single","2004","Not Employed","Full Time","","","","","3"
"Single","2004","Not Employed","Part Time","","","","","3"
"Single","2004","Not Employed","Not Working","1631","0.181170827824928","0.172817537017728","0.189524118632128","3"
"Single","2004","Employed","Full Time","2350","0.323558778634527","0.313584404224915","0.333533153044138","3"
"Single","2004","Employed","Part Time","1365","0.287814248099826","0.275286332301733","0.300342163897919","3"
"Single","2004","Employed","Not Working","","","","","3"
"Widowed","2004","Not Employed","Part Time","","","","","5"
"Widowed","2004","Not Employed","Full Time","","","","","5"
"Widowed","2004","Not Employed","Not Working","1130","0.189196076847912","0.180701714220061","0.197690439475763","5"
"Widowed","2004","Employed","Full Time","99","0.0121590445019157","0.00982242886836155","0.0144956601354698","5"
"Widowed","2004","Employed","Part Time","119","0.0330422813359262","0.0280961596696963","0.0379884030021562","5"
"Widowed","2004","Employed","Not Working","","","","","5"
"Divorced","2005","Not Employed","Full Time","","","","","4"
"Divorced","2005","Not Employed","Part Time","","","","","4"
"Divorced","2005","Not Employed","Not Working","417","0.0688233654566208","0.0632346259993371","0.0744121049139045","4"
"Divorced","2005","Employed","Full Time","665","0.100022192060236","0.0934586912392442","0.106585692881228","4"
"Divorced","2005","Employed","Not Working","","","","","4"
"Divorced","2005","Employed","Part Time","339","0.0887754307242384","0.0807468527456256","0.0968040087028511","4"
"Married","2005","Not Employed","Full Time","","","","","1"
"Married","2005","Not Employed","Part Time","","","","","1"
"Married","2005","Not Employed","Not Working","4600","0.535172891338389","0.524161995530309","0.546183787146469","1"
"Married","2005","Employed","Full Time","4813","0.533088643591622","0.522174531909645","0.5440027552736","1"
"Married","2005","Employed","Part Time","2902","0.542116814929153","0.528052994522085","0.556180635336221","1"
"Married","2005","Employed","Not Working","","","","","1"
"Married, but separated","2005","Not Employed","Full Time","","","","","2"
"Married, but separated","2005","Not Employed","Not Working","132","0.0169769226291388","0.0141249771608733","0.0198288680974043","2"
"Married, but separated","2005","Not Employed","Part Time","","","","","2"
"Married, but separated","2005","Employed","Full Time","219","0.0298295542675824","0.0261080470828186","0.0335510614523461","2"
"Married, but separated","2005","Employed","Part Time","117","0.0298988623825312","0.0250914058704419","0.0347063188946205","2"
"Married, but separated","2005","Employed","Not Working","","","","","2"
"Single","2005","Not Employed","Full Time","","","","","3"
"Single","2005","Not Employed","Part Time","","","","","3"
"Single","2005","Not Employed","Not Working","1610","0.189506842020309","0.180854832283894","0.198158851756723","3"
"Single","2005","Employed","Full Time","2229","0.323690408381789","0.313454906365309","0.333925910398269","3"
"Single","2005","Employed","Part Time","1366","0.31493375417834","0.301822162520853","0.328045345835827","3"
"Single","2005","Employed","Not Working","","","","","3"
"Widowed","2005","Not Employed","Full Time","","","","","5"
"Widowed","2005","Not Employed","Part Time","","","","","5"
"Widowed","2005","Not Employed","Not Working","1123","0.189519978555543","0.180867739066405","0.198172218044681","5"
"Widowed","2005","Employed","Full Time","101","0.01336920169877","0.0108567279584925","0.0158816754390475","5"
"Widowed","2005","Employed","Part Time","97","0.0242751377857379","0.0199307952274007","0.028619480344075","5"
"Widowed","2005","Employed","Not Working","","","","","5"
"Divorced","2006","Not Employed","Full Time","","","","","4"
"Divorced","2006","Not Employed","Part Time","","","","","4"
"Divorced","2006","Not Employed","Not Working","494","0.072593429726355","0.0671854877856058","0.0780013716671042","4"
"Divorced","2006","Employed","Full Time","706","0.098362074738858","0.0920026352723337","0.104721514205382","4"
"Divorced","2006","Employed","Part Time","396","0.0983078046822041","0.0900733870234588","0.106542222340949","4"
"Divorced","2006","Employed","Not Working","","","","","4"
"Married","2006","Not Employed","Full Time","","","","","1"
"Married","2006","Not Employed","Part Time","","","","","1"
"Married","2006","Not Employed","Not Working","5144","0.526794422153086","0.516388183298566","0.537200661007605","1"
"Married","2006","Employed","Full Time","5044","0.528766876186857","0.518107324547891","0.539426427825824","1"
"Married","2006","Employed","Part Time","3055","0.542350105005557","0.528571149915235","0.556129060095879","1"
"Married","2006","Employed","Not Working","","","","","1"
"Married, but separated","2006","Not Employed","Full Time","","","","","2"
"Married, but separated","2006","Not Employed","Part Time","","","","","2"
"Married, but separated","2006","Not Employed","Not Working","152","0.0200806085298698","0.0171569147127151","0.0230043023470244","2"
"Married, but separated","2006","Employed","Full Time","220","0.0305380907701896","0.0268637855671013","0.0342123959732778","2"
"Married, but separated","2006","Employed","Part Time","123","0.0285488241336259","0.0239429258944331","0.0331547223728186","2"
"Married, but separated","2006","Employed","Not Working","","","","","2"
"Single","2006","Not Employed","Full Time","","","","","3"
"Single","2006","Not Employed","Part Time","","","","","3"
"Single","2006","Not Employed","Not Working","1791","0.192765957076865","0.184544227609942","0.200987686543789","3"
"Single","2006","Employed","Full Time","2356","0.331132752448999","0.32108289395748","0.341182610940519","3"
"Single","2006","Employed","Part Time","1327","0.304019205946134","0.291297103905644","0.316741307986624","3"
"Single","2006","Employed","Not Working","","","","","3"
"Widowed","2006","Not Employed","Full Time","","","","","5"
"Widowed","2006","Not Employed","Not Working","1262","0.187765582513825","0.179626096765131","0.195905068262518","5"
"Widowed","2006","Not Employed","Part Time","","","","","5"
"Widowed","2006","Employed","Full Time","98","0.0112002058550958","0.00895293148860578","0.0134474802215859","5"
"Widowed","2006","Employed","Part Time","121","0.0267740602324796","0.0223095513354235","0.0312385691295356","5"
"Widowed","2006","Employed","Not Working","","","","","5"
"Divorced","2007","Not Employed","Part Time","","","","","4"
"Divorced","2007","Not Employed","Full Time","","","","","4"
"Divorced","2007","Not Employed","Not Working","495","0.076407387095507","0.070693066188337","0.082121708002677","4"
"Divorced","2007","Employed","Full Time","697","0.102092924986918","0.0953986183919505","0.108787231581885","4"
"Divorced","2007","Employed","Part Time","339","0.0894766360076231","0.0813311777214012","0.0976220942938451","4"
"Divorced","2007","Employed","Not Working","","","","","4"
"Married","2007","Not Employed","Full Time","","","","","1"
"Married","2007","Not Employed","Part Time","","","","","1"
"Married","2007","Not Employed","Not Working","4768","0.5251705749923","0.51442880791414","0.535912342070459","1"
"Married","2007","Employed","Full Time","4674","0.519194900771552","0.508147965215786","0.530241836327319","1"
"Married","2007","Employed","Part Time","2846","0.537188911846573","0.52295970965861","0.551418114034537","1"
"Married","2007","Employed","Not Working","","","","","1"
"Married, but separated","2007","Not Employed","Full Time","","","","","2"
"Married, but separated","2007","Not Employed","Part Time","","","","","2"
"Married, but separated","2007","Not Employed","Not Working","135","0.0181151069888978","0.0152462594606034","0.0209839545171922","2"
"Married, but separated","2007","Employed","Full Time","190","0.0282145621000305","0.0245534423913114","0.0318756818087495","2"
"Married, but separated","2007","Employed","Part Time","136","0.0358610069463087","0.0305546529803728","0.0411673609122445","2"
"Married, but separated","2007","Employed","Not Working","","","","","2"
"Single","2007","Not Employed","Part Time","","","","","3"
"Single","2007","Not Employed","Full Time","","","","","3"
"Single","2007","Not Employed","Not Working","1734","0.198910929710781","0.190324226478527","0.207497632943036","3"
"Single","2007","Employed","Full Time","2207","0.339017252341248","0.328550835175165","0.349483669507331","3"
"Single","2007","Employed","Part Time","1286","0.30838754468598","0.295208164979493","0.321566924392467","3"
"Single","2007","Employed","Not Working","","","","","3"
"Widowed","2007","Not Employed","Part Time","","","","","5"
"Widowed","2007","Not Employed","Full Time","","","","","5"
"Widowed","2007","Not Employed","Not Working","1170","0.181396001212514","0.173106898676087","0.189685103748942","5"
"Widowed","2007","Employed","Full Time","90","0.0114803598002518","0.00912497168357114","0.0138357479169325","5"
"Widowed","2007","Employed","Part Time","110","0.0290859005135148","0.0242902578627812","0.0338815431642484","5"
"Widowed","2007","Employed","Not Working","","","","","5"
"Divorced","2008","Not Employed","Full Time","","","","","4"
"Divorced","2008","Not Employed","Part Time","","","","","4"
"Divorced","2008","Not Employed","Not Working","458","0.0790398304877049","0.0730186749033662","0.0850609860720436","4"
"Divorced","2008","Employed","Full Time","678","0.101407678965567","0.0945695080351921","0.108245849895942","4"
"Divorced","2008","Employed","Not Working","","","","","4"
"Divorced","2008","Employed","Part Time","336","0.091432746404549","0.0829309214377098","0.0999345713713881","4"
"Married","2008","Not Employed","Full Time","","","","","1"
"Married","2008","Not Employed","Part Time","","","","","1"
"Married","2008","Not Employed","Not Working","4439","0.512598076665603","0.501443103476187","0.523753049855019","1"
"Married","2008","Employed","Full Time","4411","0.513215927033891","0.501893450674752","0.52453840339303","1"
"Married","2008","Employed","Part Time","2665","0.542366455463738","0.527670830062737","0.557062080864738","1"
"Married","2008","Employed","Not Working","","","","","1"
"Married, but separated","2008","Not Employed","Part Time","","","","","2"
"Married, but separated","2008","Not Employed","Full Time","","","","","2"
"Married, but separated","2008","Not Employed","Not Working","133","0.0173049199425348","0.0143946678281415","0.020215172056928","2"
"Married, but separated","2008","Employed","Full Time","185","0.0287131155146085","0.0249301088978948","0.0324961221313222","2"
"Married, but separated","2008","Employed","Part Time","109","0.0269004412531109","0.0221279946625377","0.0316728878436841","2"
"Married, but separated","2008","Employed","Not Working","","","","","2"
"Single","2008","Not Employed","Full Time","","","","","3"
"Single","2008","Not Employed","Part Time","","","","","3"
"Single","2008","Not Employed","Not Working","1548","0.203085417600603","0.194107374573138","0.212063460628068","3"
"Single","2008","Employed","Full Time","2127","0.344282711190289","0.333519568346951","0.355045854033627","3"
"Single","2008","Employed","Not Working","","","","","3"
