"pgfamstd","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Divorced","1985","1-pers.-HH","Rural Area","27","","","","4"
"Divorced","1985","(Married) couple without C. ","Urban Area","33","0.0171203275726595","0.0110565275924098","0.0231841275529092","4"
"Divorced","1985","1-pers.-HH","Urban Area","115","0.12042367250269","0.099125390675402","0.141721954329979","4"
"Divorced","1985","(Married) couple without C. ","Rural Area","4","","","","4"
"Divorced","1985","Couple + C. LE and GT 16","Rural Area","3","","","","4"
"Divorced","1985","Single parent ","Urban Area","74","0.200807714056762","0.160153130860336","0.241462297253188","4"
"Divorced","1985","Couple + C. LE 16 ","Urban Area","17","","","","4"
"Divorced","1985","Single parent ","Rural Area","12","","","","4"
"Divorced","1985","Couple + C. LE 16 ","Rural Area","4","","","","4"
"Divorced","1985","Couple + C. GT 16 ","Urban Area","9","","","","4"
"Divorced","1985","Couple + C. GT 16 ","Rural Area","","","","","4"
"Divorced","1985","Couple + C. LE and GT 16","Urban Area","3","","","","4"
"Married","1985","1-pers.-HH","Urban Area","11","","","","1"
"Married","1985","1-pers.-HH","Rural Area","","","","","1"
"Married","1985","(Married) couple without C. ","Urban Area","1541","0.887031937090411","0.872234512858492","0.90182936132233","1"
"Married","1985","(Married) couple without C. ","Rural Area","381","0.908094898744503","0.880789451764222","0.935400345724785","1"
"Married","1985","Single parent ","Urban Area","9","","","","1"
"Married","1985","Single parent ","Rural Area","2","","","","1"
"Married","1985","Couple + C. LE 16 ","Urban Area","1916","0.963846373712953","0.955630257471135","0.972062489954771","1"
"Married","1985","Couple + C. LE 16 ","Rural Area","491","0.967798987118286","0.952462830050562","0.98313514418601","1"
"Married","1985","Couple + C. GT 16 ","Urban Area","868","0.555357668333218","0.530555040649362","0.580160296017073","1"
"Married","1985","Couple + C. GT 16 ","Rural Area","211","0.574818082092954","0.523891279548494","0.625744884637415","1"
"Married","1985","Couple + C. LE and GT 16","Urban Area","649","0.563452843526515","0.534077334510315","0.592828352542714","1"
"Married","1985","Couple + C. LE and GT 16","Rural Area","184","0.54367712672233","0.489188956374455","0.598165297070205","1"
"Married, but separated","1985","1-pers.-HH","Rural Area","17","","","","2"
"Married, but separated","1985","(Married) couple without C. ","Urban Area","22","","","","2"
"Married, but separated","1985","(Married) couple without C. ","Rural Area","5","","","","2"
"Married, but separated","1985","1-pers.-HH","Urban Area","71","0.0429751090112075","0.0297035488629831","0.0562466691594318","2"
"Married, but separated","1985","Single parent ","Urban Area","34","0.0714515187743693","0.0453117525400386","0.0975912850087","2"
"Married, but separated","1985","Single parent ","Rural Area","6","","","","2"
"Married, but separated","1985","Couple + C. LE 16 ","Urban Area","22","","","","2"
"Married, but separated","1985","Couple + C. LE 16 ","Rural Area","1","","","","2"
"Married, but separated","1985","Couple + C. GT 16 ","Urban Area","12","","","","2"
"Married, but separated","1985","Couple + C. GT 16 ","Rural Area","","","","","2"
"Married, but separated","1985","Couple + C. LE and GT 16","Urban Area","4","","","","2"
