"pgfamstd","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Married","2014","Schleswig-Holstein","Not Employed","216","0.582245286052745","0.531369848169491","0.633120723935999","1"
"Married","2014","Bremen","Employed","63","0.377212220340304","0.292915796898394","0.461508643782213","1"
"Married","2014","Schleswig-Holstein","Employed","314","0.454582845611811","0.414404411830652","0.494761279392969","1"
"Married","2014","Bremen","Not Employed","40","0.329582465366873","0.234557242777876","0.42460768795587","1"
"Married, but separated","2014","North Rhine-Westphalia","Employed","108","0.0348029329798661","0.0288941501391079","0.0407117158206243","2"
"Married, but separated","2014","Hesse","Not Employed","11","","","","2"
"Married, but separated","2014","Hesse","Employed","47","0.0368195192467272","0.0265270281508929","0.0471120103425615","2"
"Married, but separated","2014","Rhineland-Palatinate,Saarland","Not Employed","12","","","","2"
"Married, but separated","2014","Mecklenburg-Western Pomerania","Not Employed","2","","","","2"
"Married, but separated","2014","Mecklenburg-Western Pomerania","Employed","8","","","","2"
"Married, but separated","2014","Saxony","Not Employed","5","","","","2"
"Married, but separated","2014","Baden-Württemberg","Employed","38","0.0143394970380695","0.00941841139566121","0.0192605826804777","2"
"Married, but separated","2014","Bavaria","Not Employed","29","","","","2"
"Married, but separated","2014","Bavaria","Employed","69","0.0203463917062121","0.0153260395965716","0.0253667438158526","2"
"Married, but separated","2014","Berlin","Not Employed","16","","","","2"
"Married, but separated","2014","Saxony","Employed","22","","","","2"
"Married, but separated","2014","North Rhine-Westphalia","Not Employed","50","0.0265859603029823","0.0196558859022489","0.0335160347037156","2"
"Married, but separated","2014","Rhineland-Palatinate,Saarland","Employed","31","0.0272593258092779","0.0172415533495961","0.0372770982689597","2"
"Married, but separated","2014","Baden-Württemberg","Not Employed","18","","","","2"
"Married, but separated","2014","Berlin","Employed","30","0.0543849341930907","0.0368156285061201","0.0719542398800614","2"
"Married, but separated","2014","Brandenburg","Not Employed","10","","","","2"
"Married, but separated","2014","Brandenburg","Employed","17","","","","2"
"Married, but separated","2014","Saxony-Anhalt","Not Employed","3","","","","2"
"Married, but separated","2014","Saxony-Anhalt","Employed","13","","","","2"
"Married, but separated","2014","Thuringia","Not Employed","4","","","","2"
"Married, but separated","2014","Thuringia","Employed","14","","","","2"
"Married, but separated","2014","Schleswig-Holstein","Employed","19","","","","2"
"Married, but separated","2014","Hamburg","Not Employed","2","","","","2"
"Married, but separated","2014","Hamburg","Employed","4","","","","2"
"Married, but separated","2014","Lower Saxony","Not Employed","19","","","","2"
"Married, but separated","2014","Bremen","Employed","5","","","","2"
"Married, but separated","2014","Lower Saxony","Employed","44","0.025767780208278","0.0181320585941089","0.0334035018224472","2"
"Married, but separated","2014","Bremen","Not Employed","1","","","","2"
"Married, but separated","2014","Schleswig-Holstein","Not Employed","8","","","","2"
"Single","2014","Mecklenburg-Western Pomerania","Not Employed","46","0.168641317653081","0.119824430455926","0.217458204850237","3"
"Single","2014","Mecklenburg-Western Pomerania","Employed","105","0.354790057136103","0.304376622402677","0.40520349186953","3"
"Single","2014","Saxony","Not Employed","127","0.206399838209083","0.17422977964698","0.238569896771187","3"
"Single","2014","Saxony","Employed","307","0.352453290401868","0.323376594931615","0.381529985872122","3"
"Single","2014","North Rhine-Westphalia","Employed","856","0.316353273282962","0.301360425031951","0.331346121533973","3"
"Single","2014","Hesse","Not Employed","174","0.227413659040079","0.195239583363106","0.259587734717052","3"
"Single","2014","Hesse","Employed","290","0.30868653213772","0.283438708000344","0.333934356275097","3"
"Single","2014","Rhineland-Palatinate,Saarland","Not Employed","153","0.227560088451669","0.194234586381708","0.260885590521631","3"
"Single","2014","Rhineland-Palatinate,Saarland","Employed","252","0.35886842773814","0.329359306417037","0.388377549059243","3"
"Single","2014","Baden-Württemberg","Not Employed","280","0.215384021678155","0.190694731610145","0.240073311746165","3"
"Single","2014","Baden-Württemberg","Employed","542","0.329723533140896","0.310264007687895","0.349183058593897","3"
"Single","2014","Bavaria","Not Employed","338","0.196430236973148","0.176078873244832","0.216781600701465","3"
"Single","2014","Bavaria","Employed","760","0.326223097282646","0.309551791428351","0.34289440313694","3"
"Single","2014","Berlin","Not Employed","103","0.274419089066634","0.228951983029837","0.319886195103431","3"
"Single","2014","Berlin","Employed","235","0.461415230989986","0.422793556351381","0.50003690562859","3"
"Single","2014","Brandenburg","Not Employed","96","0.188268147816029","0.152543834128477","0.22399246150358","3"
"Single","2014","Brandenburg","Employed","164","0.333336907416908","0.295234331660204","0.371439483173613","3"
"Single","2014","Schleswig-Holstein","Not Employed","89","0.159291224063037","0.121541550077092","0.197040898048982","3"
"Single","2014","Schleswig-Holstein","Employed","163","0.337281410958293","0.29913243676502","0.375430385151566","3"
"Single","2014","Hamburg","Not Employed","41","0.163877306731392","0.106158949488835","0.221595663973949","3"
"Single","2014","Hamburg","Employed","97","0.475073597751162","0.41808778599517","0.532059409507154","3"
"Single","2014","North Rhine-Westphalia","Not Employed","555","0.216804701119631","0.199053313727326","0.234556088511936","3"
"Single","2014","Saxony-Anhalt","Not Employed","85","0.20031264041608","0.160281609711443","0.240343671120717","3"
"Single","2014","Saxony-Anhalt","Employed","182","0.354059968782084","0.315569317665183","0.392550619898984","3"
"Single","2014","Thuringia","Not Employed","83","0.160069363149422","0.124046156053791","0.196092570245052","3"
"Single","2014","Thuringia","Employed","183","0.343809217734856","0.306571598815467","0.381046836654245","3"
"Single","2014","Lower Saxony","Not Employed","244","0.193502448796139","0.169115212618069","0.217889684974209","3"
"Single","2014","Lower Saxony","Employed","430","0.356303183181356","0.333223445399907","0.379382920962805","3"
"Single","2014","Bremen","Not Employed","34","0.301495769431486","0.208725397899117","0.394266140963855","3"
"Single","2014","Bremen","Employed","43","0.51705542808893","0.43014669361076","0.6039641625671","3"
"Widowed","2014","Schleswig-Holstein","Employed","17","","","","5"
"Widowed","2014","Hamburg","Not Employed","12","","","","5"
"Widowed","2014","Hamburg","Employed","2","","","","5"
"Widowed","2014","Lower Saxony","Not Employed","116","0.187239259543091","0.163156977348588","0.211321541737594","5"
"Widowed","2014","Lower Saxony","Employed","30","0.0261396161073018","0.0184504668608288","0.0338287653537748","5"
"Widowed","2014","Bremen","Not Employed","11","","","","5"
"Widowed","2014","Bremen","Employed","1","","","","5"
"Widowed","2014","North Rhine-Westphalia","Not Employed","208","0.158288913105258","0.142564672135839","0.174013154074676","5"
"Widowed","2014","Mecklenburg-Western Pomerania","Not Employed","29","","","","5"
"Widowed","2014","Mecklenburg-Western Pomerania","Employed","11","","","","5"
"Widowed","2014","Saxony","Not Employed","81","0.173186910670653","0.143108318467122","0.203265502874183","5"
"Widowed","2014","Saxony","Employed","18","","","","5"
"Widowed","2014","Saxony-Anhalt","Not Employed","59","0.223643742704407","0.181967228905106","0.265320256503709","5"
"Widowed","2014","Saxony-Anhalt","Employed","14","","","","5"
"Widowed","2014","Thuringia","Not Employed","63","0.226700293414808","0.185565765371769","0.267834821457847","5"
"Widowed","2014","Thuringia","Employed","9","","","","5"
"Widowed","2014","Schleswig-Holstein","Not Employed","33","0.17809507737352","0.138628338828519","0.21756181591852","5"
"Widowed","2014","North Rhine-Westphalia","Employed","53","0.0169173499939121","0.0127597443569787","0.0210749556308455","5"
"Widowed","2014","Hesse","Not Employed","68","0.167215114355807","0.138571456632582","0.195858772079032","5"
"Widowed","2014","Hesse","Employed","18","","","","5"
"Widowed","2014","Rhineland-Palatinate,Saarland","Not Employed","84","0.210976346241785","0.178545506343251","0.243407186140319","5"
"Widowed","2014","Rhineland-Palatinate,Saarland","Employed","15","","","","5"
"Widowed","2014","Baden-Württemberg","Not Employed","129","0.19470289775169","0.17092148980461","0.21848430569877","5"
"Widowed","2014","Baden-Württemberg","Employed","33","0.0135592008377586","0.00877198678368531","0.018346414891832","5"
"Widowed","2014","Bavaria","Not Employed","161","0.167321455418498","0.14820127188775","0.186441638949247","5"
"Widowed","2014","Bavaria","Employed","58","0.0274370120889184","0.0216282781785977","0.033245745999239","5"
"Widowed","2014","Berlin","Not Employed","36","0.128159472857613","0.0940997498461957","0.162219195869029","5"
"Widowed","2014","Berlin","Employed","7","","","","5"
"Widowed","2014","Brandenburg","Not Employed","65","0.195509418208026","0.159267306141931","0.23175153027412","5"
"Widowed","2014","Brandenburg","Employed","19","","","","5"
"Divorced","2015","North Rhine-Westphalia","Employed","340","0.0956200476499757","0.0857398175789287","0.105500277721023","4"
"Divorced","2015","Hesse","Not Employed","41","0.0892181974711108","0.0685960467906764","0.109840348151545","4"
"Divorced","2015","Hesse","Employed","130","0.109494591207508","0.091738208995933","0.127250973419083","4"
"Divorced","2015","Rhineland-Palatinate,Saarland","Not Employed","40","0.0683738441018981","0.0494597356285831","0.0872879525752131","4"
"Divorced","2015","Rhineland-Palatinate,Saarland","Employed","99","0.108456945404732","0.0888274372001136","0.128086453609351","4"
"Divorced","2015","Baden-Württemberg","Not Employed","55","0.0757507085755316","0.0607044755478647","0.0907969416031986","4"
"Divorced","2015","Baden-Württemberg","Employed","184","0.0850953594621089","0.0731273011194827","0.0970634178047351","4"
"Divorced","2015","Bavaria","Not Employed","102","0.112489699232557","0.0971928603220632","0.127786538143052","4"
"Divorced","2015","Bavaria","Employed","294","0.116386531749264","0.104627393464665","0.128145670033862","4"
"Divorced","2015","Mecklenburg-Western Pomerania","Not Employed","18","","","","4"
"Divorced","2015","Mecklenburg-Western Pomerania","Employed","46","0.167994674914129","0.12854446174216","0.207444888086099","4"
"Divorced","2015","Saxony","Not Employed","53","0.0941114126491487","0.0704909945460737","0.117731830752224","4"
"Divorced","2015","Thuringia","Employed","50","0.131293519773566","0.103689499042633","0.1588975405045","4"
"Divorced","2015","Saxony","Employed","86","0.111499611815123","0.0919130709235683","0.131086152706678","4"
"Divorced","2015","Saxony-Anhalt","Not Employed","24","","","","4"
"Divorced","2015","Saxony-Anhalt","Employed","54","0.115380809509361","0.0878418334471435","0.142919785571578","4"
"Divorced","2015","Thuringia","Not Employed","28","","","","4"
"Divorced","2015","Berlin","Not Employed","37","0.119861506402016","0.0889091811106164","0.150813831693415","4"
"Divorced","2015","Berlin","Employed","72","0.135565713319411","0.107825417890715","0.163306008748106","4"
"Divorced","2015","Brandenburg","Not Employed","36","0.0725174773323228","0.0491209553007774","0.0959139993638682","4"
"Divorced","2015","Brandenburg","Employed","52","0.0809481483166085","0.0584378108620172","0.1034584857712","4"
"Divorced","2015","North Rhine-Westphalia","Not Employed","133","0.0842169077548587","0.0729090319435184","0.0955247835661989","4"
"Divorced","2015","Hamburg","Not Employed","18","","","","4"
"Divorced","2015","Hamburg","Employed","28","","","","4"
"Divorced","2015","Lower Saxony","Employed","157","0.105130751537546","0.0899393833838556","0.120322119691237","4"
"Divorced","2015","Bremen","Employed","14","","","","4"
"Divorced","2015","Schleswig-Holstein","Not Employed","20","","","","4"
"Divorced","2015","Schleswig-Holstein","Employed","71","0.14546297852942","0.116340014560435","0.174585942498405","4"
"Divorced","2015","Lower Saxony","Not Employed","64","0.0668366504953271","0.0520243352271336","0.0816489657635206","4"
"Divorced","2015","Bremen","Not Employed","7","","","","4"
"Married","2015","North Rhine-Westphalia","Employed","2104","0.533497261663886","0.516735860810821","0.550258662516952","1"
"Married","2015","Hesse","Not Employed","403","0.486008520708892","0.449850890193377","0.522166151224407","1"
"Married","2015","Hesse","Employed","736","0.518712571358364","0.490300328616475","0.547124814100252","1"
"Married","2015","Rhineland-Palatinate,Saarland","Not Employed","367","0.494451576102563","0.456983335246383","0.531919816958743","1"
"Married","2015","Rhineland-Palatinate,Saarland","Employed","580","0.482469568412476","0.450925879364289","0.514013257460663","1"
"Married","2015","Baden-Württemberg","Not Employed","658","0.507113425513322","0.478684141691576","0.535542709335069","1"
