"plh0224","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","West Germany","9","","",""
"1 Strongly disagree","2005","1-pers.-HH","East Germany","1","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","West Germany","20","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","East Germany","7","","",""
"1 Strongly disagree","2005","Single parent ","West Germany","1","","",""
"1 Strongly disagree","2005","Single parent ","East Germany","","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","West Germany","6","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","East Germany","2","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","West Germany","12","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","East Germany","4","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","West Germany","3","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","East Germany","","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","West Germany","10","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","East Germany","10","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","West Germany","32","0.0049759205439266","0.0030767117210073","0.0068751293668459"
"2 on scale 1-7 ","2005","(Married) couple without C. ","East Germany","10","","",""
"2 on scale 1-7 ","2005","Single parent ","West Germany","6","","",""
"2 on scale 1-7 ","2005","Single parent ","East Germany","2","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","West Germany","14","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","East Germany","1","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","West Germany","14","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","East Germany","9","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","West Germany","14","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","East Germany","2","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","West Germany","42","0.0186234400924147","0.0130224366010002","0.0242244435838292"
"3 on scale 1-7 ","2005","1-pers.-HH","East Germany","12","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","West Germany","124","0.0227352100361708","0.0187119804476229","0.0267584396247187"
"3 on scale 1-7 ","2005","(Married) couple without C. ","East Germany","27","","",""
"3 on scale 1-7 ","2005","Single parent ","West Germany","21","","",""
"3 on scale 1-7 ","2005","Single parent ","East Germany","3","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","West Germany","65","0.0226664185777315","0.017351048952606","0.0279817882028571"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","East Germany","12","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","West Germany","73","0.0221781550765521","0.0165133062775016","0.0278430038756025"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","East Germany","9","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","West Germany","41","0.0350625002652243","0.0251845459838847","0.0449404545465638"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","East Germany","4","","",""
"4 on scale 1-7","2005","1-pers.-HH","West Germany","192","0.0846139809021675","0.0730836637928376","0.0961442980114975"
"4 on scale 1-7","2005","1-pers.-HH","East Germany","54","0.0761156211665959","0.0568920038442561","0.0953392384889357"
"4 on scale 1-7","2005","(Married) couple without C. ","West Germany","488","0.0932982671443702","0.0854479316552297","0.101148602633511"
"4 on scale 1-7","2005","(Married) couple without C. ","East Germany","147","0.0772029029260323","0.0647152892184885","0.0896905166335761"
"4 on scale 1-7","2005","Single parent ","West Germany","77","0.0871620117004453","0.0675790035109539","0.106745019889937"
"4 on scale 1-7","2005","Single parent ","East Germany","27","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","West Germany","315","0.0979386921836066","0.0873237951703724","0.108553589196841"
"4 on scale 1-7","2005","Couple + C. LE 16 ","East Germany","73","0.098440424259245","0.0762921627660503","0.12058868575244"
"4 on scale 1-7","2005","Couple + C. GT 16 ","West Germany","283","0.118038170945795","0.105626453583779","0.130449888307812"
"4 on scale 1-7","2005","Couple + C. GT 16 ","East Germany","103","0.100092860043606","0.0819309824145482","0.118254737672664"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","West Germany","151","0.103207517620838","0.0868695653007599","0.119545469940915"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","East Germany","50","0.181824578468187","0.142682562996721","0.220966593939653"
"5 on scale 1-7","2005","1-pers.-HH","West Germany","438","0.194722634082599","0.178316773595834","0.211128494569363"
"5 on scale 1-7","2005","1-pers.-HH","East Germany","135","0.174124099084078","0.146634004093437","0.201614194074718"
"5 on scale 1-7","2005","(Married) couple without C. ","West Germany","1094","0.207839079725825","0.19688717851994","0.21879098093171"
"5 on scale 1-7","2005","(Married) couple without C. ","East Germany","324","0.170897387824422","0.153286494572553","0.188508281076292"
"5 on scale 1-7","2005","Single parent ","West Germany","165","0.20539691930433","0.177349622181122","0.233444216427538"
"5 on scale 1-7","2005","Single parent ","East Germany","49","0.142730224491641","0.103537621495458","0.181922827487823"
"5 on scale 1-7","2005","Couple + C. LE 16 ","West Germany","631","0.198923924231951","0.184667815563816","0.213180032900086"
"5 on scale 1-7","2005","Couple + C. LE 16 ","East Germany","122","0.183525179290394","0.154746231238093","0.212304127342694"
"5 on scale 1-7","2005","Couple + C. GT 16 ","West Germany","579","0.232463849050853","0.216214989713262","0.248712708388445"
"5 on scale 1-7","2005","Couple + C. GT 16 ","East Germany","223","0.203269379913785","0.178916401586273","0.227622358241298"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","West Germany","257","0.200157979507421","0.178670546234354","0.221645412780488"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","East Germany","75","0.215089570919645","0.173391745999277","0.256787395840013"
