"year","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","1.91","2","7141","1","2","2","3","4","1.9","1.92","1","4","2","2"
"1991","","","","","","","","","","","","","",""
"1992","1.9","2","11008","1","2","2","3","4","1.89","1.91","1","4","2","2"
"1993","","","","","","","","","","","","","",""
"1994","","","","","","","","","","","","","",""
"1995","1.86","2","11250","1","1","2","2","4","1.85","1.87","1","4","2","2"
"1996","","","","","","","","","","","","","",""
"1997","","","","","","","","","","","","","",""
"1998","","","","","","","","","","","","","",""
"1999","","","","","","","","","","","","","",""
"2000","","","","","","","","","","","","","",""
"2001","","","","","","","","","","","","","",""
"2002","","","","","","","","","","","","","",""
"2003","","","","","","","","","","","","","",""
"2004","1.84","2","21640","1","1","2","2","3","1.83","1.85","1","4","2","2"
"2005","","","","","","","","","","","","","",""
"2006","","","","","","","","","","","","","",""
"2007","","","","","","","","","","","","","",""
"2008","1.85","2","19373","1","2","2","2","3","1.84","1.86","1","4","2","2"
"2009","","","","","","","","","","","","","",""
"2010","1.52","1","7311","1","1","2","2","3","1.51","1.53","1","4","1","1"
"2011","","","","","","","","","","","","","",""
"2012","1.75","2","27672","1","1","2","2","3","1.74","1.76","1","4","2","2"
"2013","","","","","","","","","","","","","",""
"2014","","","","","","","","","","","","","",""
"2015","","","","","","","","","","","","","",""
"2016","1.72","2","24385","1","1","2","2","3","1.71","1.73","1","4","2","2"
