"year","pgcasmin","sampreg","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2018","(2c_gen) general maturity certificate","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2018","(2c_voc) vocational maturity certificate","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2018","(2c_voc) vocational maturity certificate","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2018","(3a) lower tertiary education","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2018","(3a) lower tertiary education","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2018","(3b) higher tertiary education","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2018","(3b) higher tertiary education","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2019","(0) in school","Ostdeutschland, neue Bundeslaender","4.45","4.65","53","4","4.9","2","3","6","7"
"2019","(0) in school","Westdeutschland, alte Bundeslaender","4.62","5","277","4.43","4.81","3","4","6","6"
"2019","(1a) inadequately completed","Ostdeutschland, neue Bundeslaender","4.46","4","52","3.96","4.96","3","4","6","6"
"2019","(1a) inadequately completed","Westdeutschland, alte Bundeslaender","4.61","5","388","4.43","4.79","2","4","6","7"
"2019","(1b) general elementary school","Ostdeutschland, neue Bundeslaender","4.09","4","222","3.87","4.31","1","3","5","6"
"2019","(1b) general elementary school","Westdeutschland, alte Bundeslaender","4.55","5","1441","4.47","4.63","2","4","6","7"
"2019","(1c) basic vocational qualification","Ostdeutschland, neue Bundeslaender","4.51","5","704","4.4","4.62","2","4","6","6"
"2019","(1c) basic vocational qualification","Westdeutschland, alte Bundeslaender","4.64","5","3770","4.59","4.69","3","4","6","7"
"2019","(2a) intermediate vocational","Ostdeutschland, neue Bundeslaender","4.65","5","1986","4.59","4.71","3","4","6","6"
"2019","(2a) intermediate vocational","Westdeutschland, alte Bundeslaender","4.58","5","3913","4.53","4.63","2","4","6","6"
"2019","(2b) intermediate general qualification","Ostdeutschland, neue Bundeslaender","4.44","4","163","4.19","4.69","2","3","6","6"
"2019","(2b) intermediate general qualification","Westdeutschland, alte Bundeslaender","4.37","5","626","4.25","4.49","2","3","6","6"
"2019","(2c_gen) general maturity certificate","Ostdeutschland, neue Bundeslaender","4.59","4.43","189","4.36","4.82","3","4","6","7"
"2019","(2c_gen) general maturity certificate","Westdeutschland, alte Bundeslaender","4.63","5","1275","4.55","4.71","3","4","6","6"
"2019","(2c_voc) vocational maturity certificate","Ostdeutschland, neue Bundeslaender","4.5","4","409","4.36","4.64","3","4","5","6"
"2019","(2c_voc) vocational maturity certificate","Westdeutschland, alte Bundeslaender","4.58","5","2241","4.52","4.64","2","4","6","6"
"2019","(3a) lower tertiary education","Ostdeutschland, neue Bundeslaender","4.65","5","599","4.54","4.76","3","4","6","7"
"2019","(3a) lower tertiary education","Westdeutschland, alte Bundeslaender","4.72","5","1587","4.65","4.79","3","4","6","6"
"2019","(3b) higher tertiary education","Ostdeutschland, neue Bundeslaender","4.5","5","987","4.41","4.59","3","4","6","6"
"2019","(3b) higher tertiary education","Westdeutschland, alte Bundeslaender","4.6","5","3797","4.55","4.65","3","4","6","6"
