"year","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2014","higher education","","","","","","","","","","",""
"2014","higher vocational","","","","","","","","","","",""
"2014","in school","","","","","","","","","","",""
"2014","inadequately","","","","","","","","","","",""
"2014","middle vocational","","","","","","","","","","",""
"2014","vocational + Abi","","","","","","","","","","",""
"2015","general elemantary","","","","","","","","","","",""
"2015","higher education","","","","","","","","","","",""
"2015","higher vocational","","","","","","","","","","",""
"2015","in school","","","","","","","","","","",""
"2015","inadequately","","","","","","","","","","",""
"2015","middle vocational","","","","","","","","","","",""
"2015","vocational + Abi","","","","","","","","","","",""
"2016","general elemantary","","","","","","","","","","",""
"2016","higher education","","","","","","","","","","",""
"2016","higher vocational","","","","","","","","","","",""
"2016","in school","","","","","","","","","","",""
"2016","inadequately","","","","","","","","","","",""
"2016","middle vocational","","","","","","","","","","",""
"2016","vocational + Abi","","","","","","","","","","",""
"2017","general elemantary","4.41","5","3277","2","3","6","7","4.35","4.47","5","5"
"2017","higher education","4.6","5","7016","3","4","6","6","4.57","4.63","5","5"
"2017","higher vocational","4.7","5","1543","3","4","6","6","4.63","4.77","5","5"
"2017","in school","4.61","5","412","2","4","6","6","4.46","4.76","5","5"
"2017","inadequately","4.56","5","1358","2","4","6","7","4.46","4.66","5","6"
"2017","middle vocational","4.59","5","12564","2","4","6","6","4.56","4.62","5","5"
"2017","vocational + Abi","4.56","5","2286","3","4","6","6","4.5","4.62","5","5"
"2018","general elemantary","","","","","","","","","","",""
"2018","higher education","","","","","","","","","","",""
"2018","higher vocational","","","","","","","","","","",""
"2018","in school","","","","","","","","","","",""
"2018","inadequately","","","","","","","","","","",""
"2018","middle vocational","","","","","","","","","","",""
"2018","vocational + Abi","","","","","","","","","","",""
"2019","general elemantary","4.46","5","2402","2","3","6","6","4.4","4.52","5","5"
"2019","higher education","4.62","5","7003","3","4","6","6","4.59","4.65","5","5"
"2019","higher vocational","4.74","5","1667","3","4","6","7","4.67","4.81","5","5"
"2019","in school","4.59","5","327","3","4","6","6","4.42","4.76","4","5"
"2019","inadequately","4.59","5","388","2","3","6","7","4.41","4.77","4","5"
"2019","middle vocational","4.6","5","11090","3","4","6","6","4.57","4.63","5","5"
"2019","vocational + Abi","4.54","5","2168","2","4","6","6","4.48","4.6","5","5"
