"year","bula_h","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1988","Rhineland-Palatinate,Saarland","1401.18","1329","390","383","946","1738","2547","1320.91","1481.45","1278","1415"
"1988","Saxony","","","","","","","","","","",""
"1988","Saxony-Anhalt","","","","","","","","","","",""
"1988","Schleswig-Holstein","1489.25","1361.12","187","440","920","1790","2413","1344.66","1633.84","1175","1432"
"1988","Thuringia","","","","","","","","","","",""
"1989","Baden-Württemberg","1550.95","1432","1203","358","939","1892","2563","1496.87","1605.03","1342","1432"
"1989","Bavaria","1531.14","1416.12","1045","383","921","1922","2557","1464.08","1598.2","1329","1432"
"1989","Berlin","1658.16","1585","221","792","1177","1943","2556","1538.36","1777.96","1395","1585"
"1989","Brandenburg","","","","","","","","","","",""
"1989","Bremen","1528.42","1364.41","48","414","1046","2045","2608","1272.05","1784.79","1074","1687"
"1989","Hamburg","1684.89","1636","119","614","1227","2112","2645","1541.63","1828.15","1409","1636"
"1989","Hesse","1630.44","1532.46","604","369","1023","2045","2868","1554.1","1706.78","1380","1532"
"1989","Lower Saxony","1552.95","1418.49","568","441","920","1871","2658","1459.75","1646.15","1329","1432"
"1989","Mecklenburg-Western Pomerania","","","","","","","","","","",""
"1989","North Rhine-Westphalia","1649.15","1562.66","1501","383","1074","2045","2761","1599.58","1698.72","1483","1534"
"1989","Rhineland-Palatinate,Saarland","1397.56","1329","396","345","869","1790","2449","1313.68","1481.44","1304","1432"
"1989","Saxony","","","","","","","","","","",""
"1989","Saxony-Anhalt","","","","","","","","","","",""
"1989","Schleswig-Holstein","1574.38","1534","175","455","1025","1922","2454","1436.87","1711.89","1278","1585"
"1989","Thuringia","","","","","","","","","","",""
"1990","Baden-Württemberg","1560.42","1483","1196","409","971","1967","2659","1511.86","1608.98","1432","1483"
"1990","Bavaria","1627.56","1483","1031","434","920","1994","2812","1551.34","1703.78","1428","1483"
"1990","Berlin","1288.11","1119.76","437","458","629","1730","2289","1212.01","1364.21","792","920"
"1990","Brandenburg","601.14","580.24","567","317","454","716","869","578.15","624.13","562","608"
"1990","Bremen","1514.19","1411.15","45","419","1066","1943","2565","1254.48","1773.9","1093","1636"
"1990","Hamburg","1746.44","1738","97","767","1329","2250","2651","1592.02","1900.86","1483","1790"
"1990","Hesse","1680.15","1577.41","604","436","920","2114","2812","1592.83","1767.47","1432","1534"
"1990","Lower Saxony","1651.98","1484.46","558","460","971","2007","2843","1554.91","1749.05","1406","1534"
"1990","Mecklenburg-Western Pomerania","573.75","562","401","256","422","676","844","545.12","602.38","537","583"
"1990","North Rhine-Westphalia","1673.23","1585","1498","409","1023","2096","2825","1620.28","1726.18","1483","1576"
"1990","Rhineland-Palatinate,Saarland","1489.09","1472.92","368","363","920","1852","2556","1391.42","1586.76","1432","1534"
"1990","Saxony","584.17","562","1040","307","435","711","864","568.39","599.95","545","562"
"1990","Saxony-Anhalt","574.59","548.35","630","268","426","703","844","553.53","595.65","534","562"
"1990","Schleswig-Holstein","1492.32","1432","168","399","819","1876","2579","1370.87","1613.77","1278","1534"
"1990","Thuringia","564.74","562","566","262","411","675","818","542.77","586.71","537","585"
"1991","Baden-Württemberg","1682.04","1588.09","1217","450","971","2096","2812","1625.46","1738.62","1534","1585"
"1991","Bavaria","1665.35","1534","1041","461","1023","2147","2892","1608.98","1721.72","1432","1534"
"1991","Berlin","1482.46","1355","402","587","859","1891","2480","1387.71","1577.21","1048","1278"
"1991","Brandenburg","808.75","757.28","455","409","614","971","1211","772.27","845.23","717","782"
"1991","Bremen","1495.37","1432","44","511","1021","1943","2582","1210.99","1779.75","1150","1636"
"1991","Hamburg","1859.32","1886.1","97","726","1508","2301","2812","1690.42","2028.22","1534","1841"
"1991","Hesse","1672.05","1559","616","436","925","2199","2812","1589.89","1754.21","1508","1636"
"1991","Lower Saxony","1659.72","1533.8","573","383","870","2045","2787","1552.9","1766.54","1428","1585"
"1991","Mecklenburg-Western Pomerania","792.39","767","322","332","573","949","1329","751.48","833.3","716","799"
"1991","North Rhine-Westphalia","1755.3","1636","1524","409","1023","2199","3042","1699.11","1811.49","1534","1636"
"1991","Rhineland-Palatinate,Saarland","1518.84","1483","388","460","965","1968","2567","1435.94","1601.74","1432","1539"
"1991","Saxony","767.49","716","836","409","567","895","1125","740.72","794.26","716","741"
"1991","Saxony-Anhalt","776.12","740.01","557","409","588","910","1176","745.95","806.29","716","767"
"1991","Schleswig-Holstein","1675.77","1534","184","409","886","2147","2914","1523.81","1827.73","1278","1568"
"1991","Thuringia","755.54","716","471","368","552","869","1104","722.37","788.71","706","757"
"1992","Baden-Württemberg","1815.85","1713.67","1156","501","1128","2250","2965","1757.54","1874.16","1636","1687"
"1992","Bavaria","1796.21","1636","1060","511","1059","2270","3170","1733.91","1858.51","1548","1636"
"1992","Berlin","1634.09","1505.01","380","716","997","2146","2684","1543.11","1725.07","1304","1478"
"1992","Brandenburg","1068.31","1009.53","408","562","818","1278","1600","1022.73","1113.89","971","1053"
"1992","Bremen","1702.54","1585","43","567","1278","2229","2556","1480.97","1924.11","1380","1738"
"1992","Hamburg","1956.26","1790","88","920","1534","2403","2772","1705.94","2206.58","1585","1943"
"1992","Hesse","1861.4","1790","584","486","1048","2480","3119","1772.92","1949.88","1616","1790"
"1992","Lower Saxony","1851.58","1759.36","553","436","1125","2199","3068","1736.02","1967.14","1636","1790"
"1992","Mecklenburg-Western Pomerania","1074.43","971","257","562","808","1305","1636","1017.16","1131.7","946","1023"
"1992","North Rhine-Westphalia","1867.9","1781.07","1504","509","1176","2403","3068","1813.91","1921.89","1636","1738"
"1992","Rhineland-Palatinate,Saarland","1690.46","1636","363","511","1094","2096","2812","1596.75","1784.17","1534","1728"
"1992","Saxony","1034.86","958.44","688","511","767","1227","1546","993.87","1075.85","920","1012"
"1992","Saxony-Anhalt","1035.85","971","482","562","767","1227","1534","993.82","1077.88","969","1028"
"1992","Schleswig-Holstein","1768.44","1790","166","506","1023","2147","3068","1604.73","1932.15","1534","1790"
"1992","Thuringia","964.21","920","413","485","746","1176","1534","922.01","1006.41","895","971"
"1993","Baden-Württemberg","1933.26","1790","1144","511","1176","2408","3272","1868.33","1998.19","1646","1790"
"1993","Bavaria","1887.29","1712.9","1037","511","1176","2418","3422","1820.9","1953.68","1636","1738"
"1993","Berlin","1846.22","1689.34","361","841","1227","2250","2818","1731.4","1961.04","1534","1715"
"1993","Brandenburg","1299.08","1278","381","523","920","1636","1994","1238.6","1359.56","1166","1278"
"1993","Bremen","1850.8","1718.05","41","762","1176","2352","3207","1502.39","2199.21","1534","2045"
"1993","Hamburg","2128.43","1943","82","1079","1687","2648","3170","1928.83","2328.03","1738","2096"
"1993","Hesse","2017.97","1841","583","511","1125","2648","3426","1918.95","2116.99","1636","1790"
"1993","Lower Saxony","1935.2","1790","579","409","971","2369","3236","1805.86","2064.54","1636","1813"
"1993","Mecklenburg-Western Pomerania","1297.14","1227","227","713","920","1585","1943","1218.31","1375.97","1125","1298"
"1993","North Rhine-Westphalia","2016.14","1892","1480","524","1278","2556","3431","1950.04","2082.24","1738","1790"
"1993","Rhineland-Palatinate,Saarland","1729.98","1636","350","511","971","2147","3068","1621.41","1838.55","1585","1738"
"1993","Saxony","1271.63","1142.46","657","614","908","1500","1994","1201.51","1341.75","1120","1176"
"1993","Saxony-Anhalt","1249.36","1176","435","570","920","1523","1902","1192.13","1306.59","1176","1278"
"1993","Schleswig-Holstein","1820.22","1636","171","414","1069","2301","3068","1643.4","1997.04","1432","1738"
"1993","Thuringia","1144.09","1125","390","511","818","1432","1756","1090.39","1197.79","1074","1176"
"1994","Baden-Württemberg","1924.81","1790","1045","510","1268","2454","3323","1859.61","1990.01","1687","1790"
"1994","Bavaria","1988.08","1841","978","593","1227","2505","3323","1900.72","2075.44","1724","1841"
"1994","Berlin","1983.49","1783.09","340","884","1380","2352","3068","1857.45","2109.53","1636","1790"
"1994","Brandenburg","1448.8","1432","362","614","1037","1790","2199","1381.33","1516.27","1350","1534"
"1994","Bremen","1785.14","1790","37","616","1227","2301","2965","1515","2055.28","1483","2045"
"1994","Hamburg","2061.22","2101.37","81","455","1534","2812","3095","1845.88","2276.56","1738","2301"
"1994","Hesse","2156.88","1994","550","690","1329","2630","3579","2040.81","2272.95","1789","1943"
"1994","Lower Saxony","1976.17","1841","568","486","1150","2437","3323","1849.69","2102.65","1687","1841"
"1994","Mecklenburg-Western Pomerania","1448.13","1380","237","665","1023","1790","2147","1331.81","1564.45","1278","1507"
"1994","North Rhine-Westphalia","2063.47","1892","1419","527","1278","2613","3579","1999.29","2127.65","1779","1841"
"1994","Rhineland-Palatinate,Saarland","1859.52","1736.98","349","562","1329","2352","3068","1747.78","1971.26","1649","1841"
"1994","Saxony","1382.66","1295.07","640","633","933","1692","2147","1320.46","1444.86","1278","1329"
"1994","Saxony-Anhalt","1397.72","1329","418","614","1023","1687","2096","1330.72","1464.72","1240","1413"
"1994","Schleswig-Holstein","1754.02","1680.19","171","415","971","2199","3068","1574.34","1933.7","1432","1738"
"1994","Thuringia","1294.13","1278","387","465","920","1636","1994","1222.87","1365.39","1176","1329"
"1995","Baden-Württemberg","1992.77","1828.24","1093","471","1278","2556","3497","1927.94","2057.6","1738","1815"
"1995","Bavaria","2036.41","1841","1044","593","1278","2556","3579","1941.12","2131.7","1738","1841"
"1995","Berlin","2009.06","1790","337","818","1432","2352","3221","1894.5","2123.62","1665","1841"
"1995","Brandenburg","1499.17","1508.31","358","562","1125","1882","2301","1426.08","1572.26","1406","1534"
"1995","Bremen","2745.72","1852.63","41","920","1421","2710","3323","304.39","5187.05","1432","2301"
"1995","Hamburg","1950.51","1910.77","77","533","1526","2659","3206","1750.82","2150.2","1738","2096"
"1995","Hesse","2174.98","1943","566","614","1278","2710","3715","2064.97","2284.99","1738","1943"
"1995","Lower Saxony","2026.23","1943","601","487","1227","2505","3474","1907.21","2145.25","1743","1943"
"1995","Mecklenburg-Western Pomerania","1518.08","1420.22","252","767","1023","1922","2531","1429.22","1606.94","1278","1533"
"1995","North Rhine-Westphalia","2086.07","1943","1521","509","1245","2608","3630","2023","2149.14","1790","1892"
"1995","Rhineland-Palatinate,Saarland","1851.43","1790","388","435","1227","2352","3068","1753.84","1949.02","1687","1847"
"1995","Saxony","1579.88","1383.69","643","665","1023","1790","2352","1442.62","1717.14","1317","1432"
"1995","Saxony-Anhalt","1433.61","1380","410","671","1032","1732","2147","1360.9","1506.32","1298","1483"
"1995","Schleswig-Holstein","1933.66","1790","164","562","1138","2403","3293","1761.46","2105.86","1534","1841"
"1995","Thuringia","1355.74","1307.62","390","511","920","1687","2096","1282.9","1428.58","1258","1380"
"1996","Baden-Württemberg","2133.51","1994","1018","557","1329","2659","3835","2054.26","2212.76","1790","1943"
"1996","Bavaria","2123.34","1946.01","1017","509","1250","2812","3835","2044.04","2202.64","1790","1943"
"1996","Berlin","2141.25","1862.44","317","1024","1531","2556","3477","2010.29","2272.21","1738","1943"
"1996","Brandenburg","1591.26","1578.79","342","588","1152","2067","2459","1512.22","1670.3","1481","1636"
"1996","Bremen","2974.91","1997","41","766","1432","2812","3732","1275.2","4674.62","1467","2301"
"1996","Hamburg","2226.49","2118.66","75","716","1534","2899","3477","1972.14","2480.84","1687","2134"
"1996","Hesse","2222.8","2045","538","557","1457","2812","3937","2115.77","2329.83","1789","1943"
"1996","Lower Saxony","2117.97","1943","607","614","1278","2592","3477","2007.29","2228.65","1790","1943"
"1996","Mecklenburg-Western Pomerania","1585.35","1534","226","614","1023","1943","2564","1471.43","1699.27","1483","1636"
"1996","North Rhine-Westphalia","2267.31","2039.13","1488","587","1278","2684","3835","2175.33","2359.29","1841","1943"
"1996","Rhineland-Palatinate,Saarland","1940.48","1892","394","613","1278","2454","3134","1838.58","2042.38","1790","1943"
"1996","Saxony","1575.57","1456.46","651","639","1063","1905","2454","1512.23","1638.91","1380","1529"
"1996","Saxony-Anhalt","1493.95","1432","385","703","1125","1790","2301","1424.1","1563.8","1343","1534"
"1996","Schleswig-Holstein","1919.87","1790","173","460","1317","2372","3221","1745.91","2093.83","1534","1892"
"1996","Thuringia","1398.05","1404.85","385","511","921","1738","2137","1330.02","1466.08","1329","1432"
"1997","Baden-Württemberg","2115.42","1943","996","588","1227","2710","3819","2036.27","2194.57","1790","1943"
"1997","Bavaria","2197.56","2045","977","647","1380","2846","3937","2118.44","2276.68","1841","1994"
"1997","Berlin","2223.27","1841","298","920","1534","2710","3579","2074.85","2371.69","1790","2087"
"1997","Brandenburg","1602.06","1541.04","345","623","1100","2045","2556","1520.53","1683.59","1483","1662"
"1997","Bremen","2179.58","2142.37","41","665","1534","2863","3835","1835.87","2523.29","1687","2326"
"1997","Hamburg","2163.91","1943","70","576","1432","2659","3579","1877.66","2450.16","1687","2147"
"1997","Hesse","2228.12","1994.79","494","511","1329","2792","3784","2110.27","2345.97","1841","2045"
"1997","Lower Saxony","2081.55","1892","603","562","1278","2556","3528","1959.37","2203.73","1790","1994"
"1997","Mecklenburg-Western Pomerania","1784.65","1566.02","221","831","1222","2045","2556","1545.9","2023.4","1529","1636"
"1997","North Rhine-Westphalia","2213.55","2045","1472","614","1278","2812","4039","2148.3","2278.8","1850","1994"
"1997","Rhineland-Palatinate,Saarland","1944.6","1943","384","614","1304","2403","3115","1840.52","2048.68","1841","2045"
"1997","Saxony","1592.58","1501.2","632","614","1048","1943","2556","1519.13","1666.03","1432","1534"
"1997","Saxony-Anhalt","1518.18","1495.03","369","511","1078","1841","2454","1437.31","1599.05","1432","1539"
"1997","Schleswig-Holstein","2005.02","1995.08","160","511","1176","2505","3240","1820.09","2189.95","1689","2147"
"1997","Thuringia","1494.83","1440.13","368","690","1023","1841","2454","1418.06","1571.6","1380","1534"
"1998","Baden-Württemberg","2130.54","1994","1069","560","1278","2812","3630","2055.98","2205.1","1892","1994"
"1998","Bavaria","2251.67","2045","1094","614","1432","2863","3886","2172.69","2330.65","1892","2040"
"1998","Berlin","2162.47","1943","310","767","1559","2556","3579","2017.26","2307.68","1841","2096"
"1998","Brandenburg","1607.84","1530.36","342","690","1069","2045","2715","1524.36","1691.32","1483","1636"
"1998","Bremen","2188.19","2170.7","49","730","1406","2556","3579","1851.08","2525.3","1585","2301"
"1998","Hamburg","2223.56","2042.55","85","511","1278","3068","4090","1955.09","2492.03","1636","2316"
"1998","Hesse","2227.63","2034.9","553","511","1324","2796","3707","2110.11","2345.15","1866","2045"
"1998","Lower Saxony","2099.81","1943","711","500","1174","2659","3784","1998.64","2200.98","1790","1954"
"1998","Mecklenburg-Western Pomerania","1675.63","1534","229","542","1176","1994","3068","1552.38","1798.88","1483","1636"
"1998","North Rhine-Westphalia","2264.86","2061.86","1615","562","1380","2863","3988","2199.02","2330.7","1943","2045"
"1998","Rhineland-Palatinate,Saarland","1977.65","1943","435","486","1150","2555","3566","1864.82","2090.48","1841","2045"
"1998","Saxony","1572.21","1432","685","588","1074","1926","2556","1506.69","1637.73","1426","1534"
"1998","Saxony-Anhalt","1556.28","1432","372","563","1028","1969","2556","1476.68","1635.88","1380","1534"
"1998","Schleswig-Holstein","2127.07","1943","209","665","1260","2505","3688","1940.68","2313.46","1793","2096"
"1998","Thuringia","1511.8","1470.85","400","562","1023","1848","2556","1434.26","1589.34","1380","1534"
"1999","Baden-Württemberg","2185.17","1968.5","1040","460","1150","2710","4068","2103.48","2266.86","1841","1994"
"1999","Bavaria","2206.41","2045","1111","537","1375","2812","3880","2130.77","2282.05","1841","1994"
"1999","Berlin","2353.02","2045","293","767","1585","2965","3911","2193.3","2512.74","1790","2045"
"1999","Brandenburg","1672.37","1534","335","647","1074","2147","2831","1578.71","1766.03","1483","1636"
"1999","Bremen","2110.67","1988.14","41","529","1432","2621","3323","1750.94","2470.4","1585","2415"
"1999","Hamburg","2348.76","2352","86","601","1636","2761","4090","2074.27","2623.25","1841","2454"
"1999","Hesse","2410.84","2076","532","435","1176","2762","4090","2240.37","2581.31","1841","2096"
"1999","Lower Saxony","2067.01","1943","710","447","1032","2556","3579","1957.91","2176.11","1790","1943"
"1999","Mecklenburg-Western Pomerania","1650.6","1534","246","563","1176","1994","2965","1543.92","1757.28","1457","1636"
"1999","North Rhine-Westphalia","2250.46","2096","1601","455","1341","2839","3835","2184.62","2316.3","1943","2045"
"1999","Rhineland-Palatinate,Saarland","1961.46","1943","433","346","1124","2582","3577","1852.15","2070.77","1790","1994"
"1999","Saxony","1602.14","1483","659","562","1104","1943","2556","1534.88","1669.4","1426","1534"
"1999","Saxony-Anhalt","1568.38","1534","388","573","1125","1943","2556","1491.41","1645.35","1432","1585"
"1999","Schleswig-Holstein","2233.96","2045","198","878","1483","2580","3732","2034.1","2433.82","1790","2147"
"1999","Thuringia","1493.28","1432","416","511","1023","1790","2301","1413.3","1573.26","1380","1534"
"2000","Baden-Württemberg","2267.17","2045","1749","419","1149","2899","4090","2191.39","2342.95","1943","2055"
"2000","Bavaria","2201.55","2045","2056","460","1227","2787","3988","2133.62","2269.48","1943","2045"
"2000","Berlin","2205.38","1985.04","458","540","1329","2696","3588","2063.2","2347.56","1866","2096"
"2000","Brandenburg","1763.77","1636","551","522","1074","2250","2924","1664.67","1862.87","1534","1738"
"2000","Bremen","2259","2301","101","511","1432","2948","3477","2016.97","2501.03","1784","2556"
"2000","Hamburg","2573","2454","173","639","1701","3145","4141","2291","2855","2260","2556"
"2000","Hesse","2379.67","2076.08","973","409","1176","3017","4346","2265.53","2493.81","1994","2147"
"2000","Lower Saxony","2082.26","1943","1177","460","1125","2608","3579","1989.28","2175.24","1841","2045"
"2000","Mecklenburg-Western Pomerania","1660.12","1454.99","334","511","1023","2045","2863","1548.14","1772.1","1432","1616"
"2000","North Rhine-Westphalia","2254.87","2050.94","2941","435","1278","2863","4090","2199.39","2310.35","1994","2050"
"2000","Rhineland-Palatinate,Saarland","2080.05","1986.12","788","461","1227","2659","3681","1987.13","2172.97","1943","2122"
"2000","Saxony","1693.5","1534","982","511","1050","2045","2812","1625.21","1761.79","1461","1579"
"2000","Saxony-Anhalt","1592.03","1483","561","376","1030","2045","2556","1511.48","1672.58","1432","1623"
"2000","Schleswig-Holstein","2127.26","1943","426","544","1279","2556","3630","1990.03","2264.49","1790","2045"
"2000","Thuringia","1543.85","1432","575","562","1023","1892","2532","1464.99","1622.71","1431","1559"
"2001","Baden-Württemberg","2275.01","2137.28","1587","403","1227","2991","3988","2200.09","2349.93","2034","2147"
"2001","Bavaria","2214.08","2045","1864","409","1180","2812","3988","2142.76","2285.4","1943","2045"
"2001","Berlin","2262.18","2045","460","409","1391","2863","3988","2121.88","2402.48","1943","2199"
"2001","Brandenburg","1734.68","1636","519","460","1115","2301","3068","1650.02","1819.34","1534","1687"
"2001","Bremen","2110.5","2045","89","240","904","2988","3835","1793.88","2427.12","1738","2301"
"2001","Hamburg","2565.53","2392.8","161","552","1585","3217","4193","2249.65","2881.41","2256","2556"
"2001","Hesse","2474.4","2147","870","510","1326","3057","4719","2360.58","2588.22","1994","2147"
"2001","Lower Saxony","2121.49","1994","1054","409","1125","2659","3630","2024.2","2218.78","1892","2045"
"2001","Mecklenburg-Western Pomerania","1688.86","1534","303","665","1125","2096","2863","1581.47","1796.25","1486","1687"
"2001","North Rhine-Westphalia","2241.96","2096","2667","406","1176","2863","4049","2184.01","2299.91","2044","2127"
"2001","Rhineland-Palatinate,Saarland","2031.75","1943","733","331","1125","2735","3569","1936.02","2127.48","1892","2045"
"2001","Saxony","1703.23","1534","899","614","1074","2096","2812","1630.18","1776.28","1483","1585"
"2001","Saxony-Anhalt","1613.5","1506.94","529","373","1023","2045","2812","1529.63","1697.37","1534","1636"
"2001","Schleswig-Holstein","2158.1","1943","376","450","1278","2567","3937","1999.21","2316.99","1790","2045"
"2001","Thuringia","1589.89","1483","521","614","1023","2045","2659","1514.08","1665.7","1432","1585"
"2002","Baden-Württemberg","2377.83","2174.91","1732","325","1250","3020","4114","2264.14","2491.52","2200","2355"
"2002","Bavaria","2396.81","2100","2027","400","1200","2900","4239","2232.06","2561.56","2100","2300"
"2002","Berlin","2252.61","2105.93","487","476","1278","2987","3600","2076.57","2428.65","2100","2400"
"2002","Brandenburg","1793.68","1690.24","505","475","1082","2300","2965","1664.36","1923","1608","1894"
"2002","Bremen","2184.09","1892.37","103","315","480","3000","3580","1583.9","2784.28","1723","2738"
"2002","Hamburg","2403.57","2203.89","204","590","1200","3100","4100","2089.11","2718.03","2296","2800"
"2002","Hesse","2556.93","2200","1017","450","1225","3200","5000","2329.13","2784.73","2200","2470"
"2002","Lower Saxony","2193.17","2000","1136","359","1080","2985","3800","2073.83","2312.51","2000","2200"
"2002","Mecklenburg-Western Pomerania","1803.07","1627.6","302","700","1100","2100","3000","1624.57","1981.57","1651","1993"
"2002","North Rhine-Westphalia","2390.85","2183.3","2841","400","1237","3000","4200","2290.37","2491.33","2200","2300"
"2002","Rhineland-Palatinate,Saarland","2078.18","2000","771","390","1130","2710","3600","1961.75","2194.61","2000","2230"
"2002","Saxony","1703.77","1516.78","926","450","1048","2100","2820","1609.86","1797.68","1550","1730"
"2002","Saxony-Anhalt","1693.83","1500","509","476","1025","2205","2900","1588.93","1798.73","1570","1834"
"2002","Schleswig-Holstein","2189.99","1942","437","400","1300","2700","4000","1984.58","2395.4","1942","2200"
"2002","Thuringia","1688.41","1600","507","550","1023","2200","2766","1586.73","1790.09","1500","1700"
"2003","Baden-Württemberg","2463.2","2300","1644","490","1280","3150","4258","2353.47","2572.93","2251","2458"
"2003","Bavaria","2456.5","2109.14","1934","450","1200","3000","4166","2347.52","2565.48","2100","2275"
"2003","Berlin","2318.21","2000","464","520","1256","2987","4000","2126.72","2509.7","2000","2399"
