"year","hgtyp1hh","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(Married) couple without C.","general elemantary","1001.92","1019.31","248","307","665","1319","1534","2707","942.62","1061.22","102","2914","995","1118"
"1984","(Married) couple without C.","higher education","2050.03","2029.35","145","614","1432","2546","3119","6135","1854.51","2245.55","0","7095","1829","2095"
"1984","(Married) couple without C.","higher vocational","1684.23","1534","92","633","1227","1997","2556","9172","1463.98","1904.48","199","9172","1381","1636"
"1984","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"1984","(Married) couple without C.","inadequately","1102.77","1074","80","665","946","1278","1636","1738","1028.07","1177.47","161","1841","1023","1224"
"1984","(Married) couple without C.","middle vocational","1335.73","1278","756","614","996","1635","2045","3357","1284.96","1386.5","0","12782","1251","1329"
"1984","(Married) couple without C.","vocational + Abi","1540.51","1384.14","51","746","1176","1790","2557","3188","1363.26","1717.76","358","3188","1176","1534"
"1984","1-pers.-HH","general elemantary","976.04","971","112","245","664","1278","1540","2556","893.07","1059.01","51","2556","971","1176"
"1984","1-pers.-HH","higher education","1988.92","1900.44","83","1091","1432","2301","3068","6135","1794.11","2183.73","562","6135","1636","2045"
"1984","1-pers.-HH","higher vocational","1631.5","1432","42","971","1227","1841","2147","5880","1327.63","1935.37","424","5880","1278","1585"
"1984","1-pers.-HH","in school","","","","","","","","","","","","","",""
"1984","1-pers.-HH","inadequately","1297.63","1240.95","50","920","1106","1585","1790","2199","1196.26","1399","497","2199","1161","1432"
"1984","1-pers.-HH","middle vocational","1360.96","1278","310","470","1017","1585","1994","3835","1241.61","1480.31","34","16873","1253","1329"
"1984","1-pers.-HH","vocational + Abi","1597.53","1350.82","30","705","1150","1790","2045","7561","1138.07","2056.99","353","7561","1176","1534"
"1984","Couple + C. GT 16 ","general elemantary","720.14","536.9","313","225","291","1074","1380","2045","664.56","775.72","0","2454","523","818"
"1984","Couple + C. GT 16 ","higher education","2463.47","2454","82","1074","1687","2991","4039","6180","2213.42","2713.52","282","6180","1943","2659"
"1984","Couple + C. GT 16 ","higher vocational","1724.13","1635.92","78","741","1278","2097","2597","5113","1526.43","1921.83","164","5113","1483","1866"
"1984","Couple + C. GT 16 ","in school","","","","","","","","","","","","","",""
"1984","Couple + C. GT 16 ","inadequately","779.71","839.03","85","200","256","1074","1432","1790","694.89","864.53","31","1917","971","1125"
"1984","Couple + C. GT 16 ","middle vocational","1257.83","1207.54","659","409","818","1534","1943","4090","1203.15","1312.51","0","7669","1156","1253"
"1984","Couple + C. GT 16 ","vocational + Abi","","","","","","","","","","","","","",""
"1984","Couple + C. LE 16","general elemantary","1009.48","1039.77","387","246","562","1432","1636","2454","955.76","1063.2","0","5113","1074","1176"
"1984","Couple + C. LE 16","higher education","2410.03","2296.35","223","1023","1687","2812","3582","7748","2216.24","2603.82","0","11248","2045","2403"
"1984","Couple + C. LE 16","higher vocational","1675.6","1636","162","716","1176","2101","2556","4090","1542.83","1808.37","0","6135","1534","1756"
"1984","Couple + C. LE 16","in school","","","","","","","","","","","","","",""
"1984","Couple + C. LE 16","inadequately","1191.92","1227","190","665","971","1483","1636","2045","1118.54","1265.3","159","6135","1176","1278"
"1984","Couple + C. LE 16","middle vocational","1457.29","1399.85","1038","511","1041","1738","2199","4090","1403.15","1511.43","41","14443","1380","1432"
"1984","Couple + C. LE 16","vocational + Abi","1564.97","1544.79","66","511","1058","2045","2299","4602","1390.36","1739.58","51","4602","1170","1636"
"1984","Couple + C. LE and GT 16","general elemantary","636.68","403.64","353","186","260","971","1467","1928","582.52","690.84","18","1989","501","721"
"1984","Couple + C. LE and GT 16","higher education","2562.87","2557.74","53","1278","2096","3068","3528","6135","2251.1","2874.64","194","6135","2199","2812"
"1984","Couple + C. LE and GT 16","higher vocational","1798.22","1905.04","43","511","1278","2301","2556","3353","1567.48","2028.96","194","3353","1585","2147"
"1984","Couple + C. LE and GT 16","in school","","","","","","","","","","","","","",""
"1984","Couple + C. LE and GT 16","inadequately","956.48","971","123","228","716","1319","1483","1943","875.53","1037.43","0","2301","920","1176"
"1984","Couple + C. LE and GT 16","middle vocational","1315.7","1278","485","383","767","1735","2045","4602","1242.83","1388.57","0","10226","1176","1294"
"1984","Couple + C. LE and GT 16","vocational + Abi","","","","","","","","","","","","","",""
"1984","Single parent","general elemantary","757.48","690.26","96","189","343","1099","1278","2301","660.83","854.13","102","2301","644","946"
"1984","Single parent","higher education","","","","","","","","","","","","","",""
"1984","Single parent","higher vocational","","","","","","","","","","","","","",""
"1984","Single parent","in school","","","","","","","","","","","","","",""
"1984","Single parent","inadequately","","","","","","","","","","","","","",""
"1984","Single parent","middle vocational","1242.05","1221.82","164","562","869","1534","1943","3068","1148.77","1335.33","26","3988","1074","1278"
"1984","Single parent","vocational + Abi","","","","","","","","","","","","","",""
"1985","(Married) couple without C.","general elemantary","1049.84","1032.51","213","322","639","1432","1603","2812","984.11","1115.57","0","3250","1023","1227"
"1985","(Married) couple without C.","higher education","2198.11","2096","136","971","1534","2705","3323","5113","2003.76","2392.46","205","7684","1892","2250"
"1985","(Married) couple without C.","higher vocational","1598.34","1534","89","741","1176","2045","2505","4168","1460.51","1736.17","102","4168","1483","1789"
"1985","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"1985","(Married) couple without C.","inadequately","1012.98","1023","62","409","920","1227","1380","1790","926.65","1099.31","199","1943","971","1227"
"1985","(Married) couple without C.","middle vocational","1387.49","1329","704","633","1023","1636","2046","3835","1336.55","1438.43","0","9395","1278","1360"
"1985","(Married) couple without C.","vocational + Abi","1417.13","1440.09","43","327","1143","1738","2096","4090","1186.78","1647.48","153","4090","1143","1483"
"1985","1-pers.-HH","general elemantary","1001.05","1074","98","322","767","1278","1483","2710","913.11","1088.99","0","2710","1074","1227"
"1985","1-pers.-HH","higher education","1957.71","1935.85","78","844","1483","2472","3068","5113","1749.87","2165.55","153","5113","1636","2032"
"1985","1-pers.-HH","higher vocational","1525.55","1400.53","48","256","1112","1738","2454","5880","1224.58","1826.52","0","5880","1221","1610"
"1985","1-pers.-HH","in school","","","","","","","","","","","","","",""
"1985","1-pers.-HH","inadequately","1310.41","1176","39","920","1138","1380","1892","2352","1178.55","1442.27","614","2352","1138","1329"
"1985","1-pers.-HH","middle vocational","1302.29","1278","285","409","1023","1590","2045","2914","1234.16","1370.42","76","3835","1227","1380"
"1985","1-pers.-HH","vocational + Abi","","","","","","","","","","","","","",""
"1985","Couple + C. GT 16 ","general elemantary","749.07","614","339","215","291","1099","1432","2147","693.66","804.48","0","3068","614","859"
"1985","Couple + C. GT 16 ","higher education","2356.25","2556","94","767","1544","2945","3598","6135","2119.63","2592.87","102","6135","1994","2659"
"1985","Couple + C. GT 16 ","higher vocational","1773.07","1790","80","767","1227","2199","2614","3584","1602.29","1943.85","184","3584","1534","2045"
"1985","Couple + C. GT 16 ","in school","","","","","","","","","","","","","",""
"1985","Couple + C. GT 16 ","inadequately","902.8","920","73","252","634","1278","1380","1790","815.08","990.52","31","1943","1023","1227"
"1985","Couple + C. GT 16 ","middle vocational","1308.41","1202","654","384","767","1605","2045","4095","1228.4","1388.42","0","20452","1125","1253"
"1985","Couple + C. GT 16 ","vocational + Abi","","","","","","","","","","","","","",""
"1985","Couple + C. LE 16","general elemantary","977.72","1023","329","199","461","1329","1534","2301","905.17","1050.27","33","9368","1074","1227"
"1985","Couple + C. LE 16","higher education","2364.34","2222.09","207","1104","1687","2932","3579","6001","2204","2524.68","71","7950","2045","2388"
"1985","Couple + C. LE 16","higher vocational","1712.49","1712","147","637","1125","2249","2812","3579","1573.18","1851.8","26","4704","1483","1790"
"1985","Couple + C. LE 16","in school","","","","","","","","","","","","","",""
"1985","Couple + C. LE 16","inadequately","1224.23","1227","156","700","971","1457","1738","2983","1150.77","1297.69","84","2990","1176","1329"
