"year","age_gr","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","Female","856.5","869","1248","241","450","1176","1432","2045","829.51","883.49","0","6135","818","895"
"1984","16-34 y.","Male","1290.86","1278","1686","327","907","1611","2045","4090","1255.33","1326.39","0","10143","1227","1278"
"1984","35-65 y.","Female","922.44","852.87","1406","205","501","1248","1636","2812","894.17","950.71","0","4466","844","920"
"1984","35-65 y.","Male","1870.49","1636","2772","1125","1329","2147","2812","5624","1834.96","1906.02","0","16873","1534","1570"
"1984","66 and older","Female","","","","","","","","","","","","","",""
"1984","66 and older","Male","1128.61","570","31","174","383","1278","3068","5116","609.78","1647.44","77","5116","511","1559"
"1985","16-34 y.","Female","889.56","920","1167","245","511","1198","1475","2225","861.81","917.31","0","4090","869","920"
"1985","16-34 y.","Male","1276.96","1278","1523","311","920","1585","2045","3579","1241.85","1312.07","0","9368","1227","1278"
"1985","35-65 y.","Female","950.07","859","1328","205","511","1278","1772","2863","920.15","979.99","0","4090","844","920"
"1985","35-65 y.","Male","1927.24","1700","2463","1125","1380","2250","2965","5150","1890.38","1964.1","0","20452","1584","1636"
"1985","66 and older","Female","","","","","","","","","","","","","",""
"1985","66 and older","Male","","","","","","","","","","","","","",""
"1986","16-34 y.","Female","933.62","920","1152","256","486","1227","1519","2402","898.62","968.62","0","11248","869","920"
"1986","16-34 y.","Male","1309.87","1322.97","1526","331","964","1636","2045","3323","1274.28","1345.46","0","9203","1278","1329"
"1986","35-65 y.","Female","1012.49","920","1269","220","534","1405","1840","3068","980.51","1044.47","0","4421","910","971"
"1986","35-65 y.","Male","1993.63","1739.6","2331","1176","1432","2326","3068","5215","1954.45","2032.81","0","16361","1636","1687"
"1986","66 and older","Female","","","","","","","","","","","","","",""
"1986","66 and older","Male","","","","","","","","","","","","","",""
"1987","16-34 y.","Female","933.6","946","1143","273","486","1228","1534","2416","903.46","963.74","0","5113","879","954"
"1987","16-34 y.","Male","1352.66","1329","1541","332","1005","1687","2096","3643","1309.6","1395.72","31","15339","1278","1329"
"1987","35-65 y.","Female","1028.16","920","1299","215","553","1432","1841","3323","990.43","1065.89","0","12782","910","978"
"1987","35-65 y.","Male","2015.47","1790","2278","1188","1457","2398","3068","5190","1976.41","2054.53","0","11913","1684","1738"
"1987","66 and older","Female","","","","","","","","","","","","","",""
"1987","66 and older","Male","","","","","","","","","","","","","",""
"1988","16-34 y.","Female","1002.56","1023","1086","248","511","1329","1687","2756","966.96","1038.16","0","9203","920","971"
"1988","16-34 y.","Male","1412.17","1380","1474","382","1048","1738","2199","3579","1371.55","1452.79","0","13294","1329","1380"
"1988","35-65 y.","Female","1072.66","946","1259","220","511","1532","1917","3579","1029.3","1116.02","0","10159","920","1023"
"1988","35-65 y.","Male","2101.41","1841","2134","1278","1534","2529","3221","5369","2060.3","2142.52","0","13331","1738","1790"
"1988","66 and older","Female","","","","","","","","","","","","","",""
"1988","66 and older","Male","","","","","","","","","","","","","",""
"1989","16-34 y.","Female","1032.49","1074","1101","281","614","1337","1641","3017","998.81","1066.17","0","4906","971","1045"
"1989","16-34 y.","Male","1488.37","1439","1481","365","1125","1841","2301","3988","1447.02","1529.72","0","10226","1380","1436"
"1989","35-65 y.","Female","1138.4","1036.64","1229","230","580","1565","2045","3426","1099.17","1177.63","0","9382","998","1074"
"1989","35-65 y.","Male","2194.29","1892","2033","1329","1577","2556","3323","6135","2145.69","2242.89","0","23008","1790","1841"
"1989","66 and older","Female","","","","","","","","","","","","","",""
"1989","66 and older","Male","","","","","","","","","","","","","",""
"1990","16-34 y.","Female","932.14","818","1762","281","450","1329","1662","2812","905.18","959.1","0","9419","614","668"
"1990","16-34 y.","Male","1311.59","1329","2166","383","614","1790","2300","3630","1276.24","1346.94","0","10226","1099","1227"
"1990","35-65 y.","Female","972.14","767","2179","245","460","1380","1940","3068","943.41","1000.87","0","12782","642","687"
"1990","35-65 y.","Male","1935.68","1790","3049","614","1227","2454","3172","5190","1894.03","1977.33","123","25565","1534","1592"
"1990","66 and older","Female","","","","","","","","","","","","","",""
"1990","66 and older","Male","1176.22","838.27","30","205","460","1534","3059","4039","802.65","1549.79","87","4039","460","1125"
"1991","16-34 y.","Female","1008.72","920","1630","307","555","1398","1764","2965","981.58","1035.86","0","4287","757","818"
"1991","16-34 y.","Male","1458.99","1432","2072","409","767","1943","2454","4090","1422.56","1495.42","26","11504","1278","1380"
"1991","35-65 y.","Female","1074.43","869","2078","281","566","1436","2045","3323","1045.73","1103.13","0","12782","818","868"
"1991","35-65 y.","Male","2068.42","1834.72","2908","808","1380","2556","3375","6135","2025.98","2110.86","0","17043","1654","1738"
"1991","66 and older","Female","","","","","","","","","","","","","",""
"1991","66 and older","Male","","","","","","","","","","","","","",""
"1992","16-34 y.","Female","1127.12","1074","1490","358","665","1534","1892","2812","1097.9","1156.34","0","4092","971","1023"
"1992","16-34 y.","Male","1589.96","1610.79","1933","463","971","2045","2556","3927","1551.9","1628.02","28","9203","1483","1585"
"1992","35-65 y.","Female","1243.53","1085.18","1944","307","716","1636","2229","4257","1210.68","1276.38","0","12782","1023","1074"
"1992","35-65 y.","Male","2291.77","2045","2752","1074","1585","2710","3599","6391","2248.59","2334.95","0","17384","1839","1892"
"1992","66 and older","Female","","","","","","","","","","","","","",""
"1992","66 and older","Male","","","","","","","","","","","","","",""
"1993","16-34 y.","Female","1218.27","1212.8","1481","383","706","1636","2045","3068","1185.66","1250.88","0","4602","1074","1176"
"1993","16-34 y.","Male","1718.69","1687","1882","511","1150","2199","2772","4602","1676.96","1760.42","51","15339","1559","1636"
"1993","35-65 y.","Female","1360.75","1227","1896","307","767","1790","2505","4244","1323.72","1397.78","0","14073","1176","1278"
"1993","35-65 y.","Male","2502.11","2147","2632","1278","1687","2981","3988","7669","2449.33","2554.89","0","28121","1969","2045"
"1993","66 and older","Female","","","","","","","","","","","","","",""
"1993","66 and older","Male","","","","","","","","","","","","","",""
"1994","16-34 y.","Female","1293.48","1278","1423","409","748","1691","2147","3068","1258.34","1328.62","0","4704","1176","1278"
"1994","16-34 y.","Male","1797.58","1746.17","1775","537","1278","2274","2863","4602","1754.25","1840.91","0","10226","1636","1738"
"1994","35-65 y.","Female","1431.34","1318.11","1822","295","818","1866","2556","4602","1386.21","1476.47","0","20452","1253","1329"
"1994","35-65 y.","Male","2546.66","2215.01","2537","1380","1784","2965","3988","7158","2492.46","2600.86","0","25565","2045","2096"
"1994","66 and older","Female","","","","","","","","","","","","","",""
"1994","66 and older","Male","","","","","","","","","","","","","",""
"1995","16-34 y.","Female","1302.94","1278","1449","378","742","1764","2168","2965","1268.42","1337.46","0","5112","1176","1278"
"1995","16-34 y.","Male","1832.54","1790","1856","517","1278","2301","2965","5036","1778.17","1886.91","0","32603","1696","1790"
"1995","35-65 y.","Female","1467.19","1380","1926","297","818","1943","2556","4295","1422.36","1512.02","0","19429","1278","1380"
"1995","35-65 y.","Male","2636.08","2301","2622","1380","1790","3119","4186","7669","2568.6","2703.56","0","51128","2076","2147"
"1995","66 and older","Female","","","","","","","","","","","","","",""
"1995","66 and older","Male","","","","","","","","","","","","","",""
"1996","16-34 y.","Female","1360.64","1329","1372","378","767","1841","2310","3298","1322.92","1398.36","26","5369","1278","1329"
"1996","16-34 y.","Male","1975.82","1821.26","1765","552","1329","2403","3068","5880","1912.11","2039.53","20","35790","1790","1841"
"1996","35-65 y.","Female","1555.25","1459.21","1932","358","907","2045","2755","4602","1512.1","1598.4","51","12782","1329","1432"
"1996","35-65 y.","Male","2775.18","2372","2550","1432","1841","3272","4407","8181","2712.91","2837.45","65","44617","2147","2250"
"1996","66 and older","Female","","","","","","","","","","","","","",""
"1996","66 and older","Male","","","","","","","","","","","","","",""
"1997","16-34 y.","Female","1356.05","1329","1318","363","752","1841","2331","3108","1316.88","1395.22","46","4346","1278","1380"
"1997","16-34 y.","Male","1935.48","1841","1709","562","1278","2454","3129","5113","1883.97","1986.99","19","18151","1790","1873"
"1997","35-65 y.","Female","1591.96","1483","1889","314","920","2045","2761","5113","1547.06","1636.86","25","12782","1380","1483"
"1997","35-65 y.","Male","2781.76","2454","2477","1456","1942","3281","4465","7669","2726.06","2837.46","213","25565","2224","2301"
"1997","66 and older","Female","","","","","","","","","","","","","",""
"1997","66 and older","Male","","","","","","","","","","","","","",""
"1998","16-34 y.","Female","1372.31","1386.45","1362","332","767","1892","2301","3221","1332.75","1411.87","0","6647","1290","1432"
