"year","hgtyp1hh","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(Married) couple without C.","Female","1009.81","975.41","582","383","665","1278","1585","2557","971.84","1047.78","0","3068","966","1023"
"1984","(Married) couple without C.","Male","1668.86","1534","797","971","1227","1943","2556","5039","1607.02","1730.7","0","12782","1432","1534"
"1984","1-pers.-HH","Female","1176","1176","251","307","812","1483","1917","2833","1103.28","1248.72","34","3528","1074","1253"
"1984","1-pers.-HH","Male","1643.21","1432","378","895","1176","1805","2352","6135","1531.49","1754.93","51","16873","1329","1432"
"1984","Couple + C. GT 16 ","Female","758.73","716","465","205","386","1023","1278","1841","717.17","800.29","31","4466","716","818"
"1984","Couple + C. GT 16 ","Male","1523.62","1432","784","404","1039","1866","2608","4602","1463.89","1583.35","0","7669","1329","1432"
"1984","Couple + C. LE 16","Female","790.29","716","647","199","383","1074","1432","2236","750.54","830.04","0","6135","767","869"
"1984","Couple + C. LE 16","Male","1859.98","1636","1436","1166","1329","2096","2710","6135","1810.43","1909.53","0","14443","1534","1572"
"1984","Couple + C. LE and GT 16","Female","619.66","562","369","194","266","869","1176","1996","575.89","663.43","0","2199","562","678"
"1984","Couple + C. LE and GT 16","Male","1514.61","1432","711","332","960","1943","2556","5113","1450.88","1578.34","0","10226","1316","1431"
"1984","Single parent","Female","1004.13","946.04","192","221","562","1278","1783","3221","918.74","1089.52","92","3988","869","1033"
"1984","Single parent","Male","1305.99","1278","134","379","869","1565","2301","3173","1197.85","1414.13","0","3323","1125","1304"
"1985","(Married) couple without C.","Female","1045.09","1023","544","409","716","1329","1648","2556","1004.91","1085.27","0","2914","1005","1074"
"1985","(Married) couple without C.","Male","1737.25","1539.95","715","1023","1278","2045","2633","4346","1675.9","1798.6","102","9395","1484","1585"
"1985","1-pers.-HH","Female","1212.34","1176","245","326","818","1534","2032","3068","1134.86","1289.82","0","3323","1112","1241"
"1985","1-pers.-HH","Male","1526.7","1404.68","333","752","1138","1841","2403","4602","1448.88","1604.52","0","5880","1329","1432"
"1985","Couple + C. GT 16 ","Female","780.93","747.96","499","216","397","1074","1367","1848","741.54","820.32","0","3579","767","869"
"1985","Couple + C. GT 16 ","Male","1582.84","1432","778","358","1040","1969","2710","5113","1504.9","1660.78","0","20452","1329","1432"
"1985","Couple + C. LE 16","Female","786.34","709.74","591","199","348","1109","1432","2556","744","828.68","0","4090","728","818"
"1985","Couple + C. LE 16","Male","1904.81","1664.08","1235","1125","1355","2147","2913","6135","1855.91","1953.71","71","9715","1534","1605"
"1985","Couple + C. LE and GT 16","Female","650.35","613.45","299","199","272","920","1278","1943","601.94","698.76","0","2301","614","767"
"1985","Couple + C. LE and GT 16","Male","1539.73","1432","615","317","971","1943","2659","4686","1472.56","1606.9","0","6711","1329","1432"
"1985","Single parent","Female","957.25","920","197","200","537","1278","1636","2556","878.4","1036.1","26","4090","869","1023"
"1985","Single parent","Male","1332.36","1343.01","119","300","941","1738","2169","3170","1201.3","1463.42","129","5113","1125","1394"
"1986","(Married) couple without C.","Female","1099.25","1051.43","568","358","716","1380","1687","2608","1044.87","1153.63","0","11248","1023","1125"
"1986","(Married) couple without C.","Male","1779.53","1636","712","1023","1278","2045","2811","5113","1717.18","1841.88","102","8692","1534","1636"
"1986","1-pers.-HH","Female","1276.12","1176","233","377","920","1580","2044","3323","1187.67","1364.57","69","5113","1125","1278"
"1986","1-pers.-HH","Male","1616.07","1432","327","971","1212","1841","2556","4620","1541.45","1690.69","153","5113","1380","1483"
"1986","Couple + C. GT 16 ","Female","788.92","767","512","205","361","1054","1432","2206","747","830.84","0","3579","767","869"
"1986","Couple + C. GT 16 ","Male","1610.26","1483","814","353","1074","1994","2736","5624","1544.48","1676.04","0","9715","1380","1483"
"1986","Couple + C. LE 16","Female","830.55","736.08","521","205","435","1125","1534","2352","785.46","875.64","15","3579","767","895"
"1986","Couple + C. LE 16","Male","1943.58","1738","1118","1227","1432","2294","2914","5113","1891.75","1995.41","0","12782","1636","1687"
"1986","Couple + C. LE and GT 16","Female","701.4","614","291","205","316","946","1381","2220","648.55","754.25","0","2556","614","767"
"1986","Couple + C. LE and GT 16","Male","1637.31","1534","564","324","1099","2046","2812","5117","1558.71","1715.91","0","10226","1347","1483"
"1986","Single parent","Female","1060.72","1010.53","187","297","614","1405","1861","3528","966.55","1154.89","0","4421","920","1099"
"1986","Single parent","Male","1273.85","1273.01","118","270","869","1539","2147","4090","1120.91","1426.79","98","6135","1074","1329"
"1987","(Married) couple without C.","Female","1113.78","1125","561","409","716","1432","1718","2556","1055.01","1172.55","51","12782","1074","1176"
"1987","(Married) couple without C.","Male","1785.51","1629.47","711","1023","1329","2045","2812","5113","1717.73","1853.29","131","12782","1534","1636"
"1987","1-pers.-HH","Female","1309.6","1232.82","230","314","869","1688","2113","3579","1214.65","1404.55","31","5113","1147","1324"
"1987","1-pers.-HH","Male","1682.25","1483","317","879","1227","1978","2680","4704","1594.17","1770.33","56","5113","1432","1570"
"1987","Couple + C. GT 16 ","Female","802.08","767","532","210","358","1125","1432","2301","759.71","844.45","0","3579","741","869"
"1987","Couple + C. GT 16 ","Male","1665.27","1534","846","382","1125","1994","2812","6135","1594.05","1736.49","0","11913","1406","1534"
"1987","Couple + C. LE 16","Female","819.74","716","518","210","409","1125","1535","2454","772.69","866.79","0","5113","767","869"
"1987","Couple + C. LE 16","Male","1958.01","1790","1106","1196","1447","2300","2914","5113","1901.68","2014.34","51","15339","1636","1738"
"1987","Couple + C. LE and GT 16","Female","712.39","614","286","205","315","1022","1278","2198","652.75","772.03","26","5113","614","767"
"1987","Couple + C. LE and GT 16","Male","1690.87","1534","508","382","1074","2045","3017","5113","1605.87","1775.87","60","10226","1385","1534"
"1987","Single parent","Female","1008.95","993.44","188","325","522","1329","1759","2865","929.92","1087.98","46","2914","920","1063"
"1987","Single parent","Male","1264","1201.29","119","268","511","1636","2556","3579","1117.89","1410.11","77","4602","1023","1278"
"1988","(Married) couple without C.","Female","1169.38","1125","556","358","716","1534","1922","2965","1120.24","1218.52","0","4448","1074","1227"
"1988","(Married) couple without C.","Male","1883.69","1636","689","1125","1380","2147","3012","5113","1817","1950.38","0","9203","1621","1687"
"1988","1-pers.-HH","Female","1477.97","1297.73","216","460","971","1790","2301","9203","1335.46","1620.48","0","10159","1202","1380"
"1988","1-pers.-HH","Male","1711.46","1574.39","289","972","1278","1968","2710","4125","1613.55","1809.37","107","7669","1529","1636"
"1988","Couple + C. GT 16 ","Female","853.65","818","533","220","399","1176","1559","2147","806.48","900.82","0","5113","767","902"
"1988","Couple + C. GT 16 ","Male","1741.53","1585","851","409","1227","2083","2965","5452","1669.16","1813.9","0","12782","1483","1541"
"1988","Couple + C. LE 16","Female","774.66","716","495","189","267","1125","1483","2546","720.84","828.48","0","5113","716","839"
"1988","Couple + C. LE 16","Male","2055.77","1841","1035","1258","1483","2352","3068","5113","1997.32","2114.22","0","13331","1687","1790"
"1988","Couple + C. LE and GT 16","Female","782.12","592.71","236","205","307","1099","1432","2616","690.34","873.9","76","8692","598","818"
"1988","Couple + C. LE and GT 16","Male","1669.97","1570.72","444","332","1125","2112","3017","5113","1588.64","1751.3","66","5113","1400","1534"
"1988","Single parent","Female","1069.82","1052.96","190","251","614","1432","1761","2965","949.98","1189.66","0","7669","971","1125"
"1988","Single parent","Male","1462.6","1329","124","337","665","1841","2659","4090","1296.96","1628.24","0","6391","1176","1432"
"1989","(Married) couple without C.","Female","1236.99","1197.05","579","424","855","1585","1943","3170","1187.19","1286.79","0","4906","1125","1227"
"1989","(Married) couple without C.","Male","1982.98","1790","685","1227","1483","2301","3068","5624","1916.64","2049.32","0","8181","1687","1790"
"1989","1-pers.-HH","Female","1433.76","1354.61","227","731","1054","1790","2199","3446","1346.82","1520.7","0","3579","1271","1432"
"1989","1-pers.-HH","Male","1908.68","1636","304","1099","1329","2045","2863","6135","1732.84","2084.52","173","23008","1556","1738"
"1989","Couple + C. GT 16 ","Female","889.34","844.26","516","220","383","1264","1636","2500","841.26","937.42","0","4400","818","920"
"1989","Couple + C. GT 16 ","Male","1745.54","1636","837","385","1227","2096","2914","5583","1675.13","1815.95","0","13831","1534","1636"
"1989","Couple + C. LE 16","Female","845.25","744.08","487","215","322","1136","1636","2565","790.94","899.56","0","4602","760","920"
"1989","Couple + C. LE 16","Male","2139.82","1892","998","1278","1534","2455","3272","5113","2079.26","2200.38","0","10226","1790","1841"
"1989","Couple + C. LE and GT 16","Female","760.83","684.54","235","191","322","1172","1329","2147","698.85","822.81","0","2811","716","920"
"1989","Couple + C. LE and GT 16","Male","1795.69","1636","393","332","1125","2301","3068","5113","1689","1902.38","72","10226","1483","1621"
"1989","Single parent","Female","1218.37","1074","173","358","766","1534","1943","4985","1081.74","1355","112","9382","1003","1176"
"1989","Single parent","Male","1511.85","1347.13","117","353","920","1943","2556","4090","1309.9","1713.8","0","9203","1185","1534"
"1990","(Married) couple without C.","Female","1079.81","946","891","336","516","1511","1943","2914","1033.43","1126.19","0","9419","782","921"
"1990","(Married) couple without C.","Male","1714.25","1636","1022","562","970","2147","2921","4602","1649.12","1779.38","81","10226","1425","1534"
"1990","1-pers.-HH","Female","1331.81","1282.99","280","409","767","1738","2199","3579","1245.5","1418.12","0","4090","1023","1227"
"1990","1-pers.-HH","Male","1807.67","1585","361","595","1227","2173","2863","6650","1638.43","1976.91","113","25565","1483","1636"
"1990","Couple + C. GT 16 ","Female","823.23","688.26","797","230","370","1217","1539","2454","787.43","859.03","0","3579","588","665"
"1990","Couple + C. GT 16 ","Male","1588.16","1534","1174","409","685","2045","2965","4602","1529.11","1647.21","16","15339","1235","1380"
"1990","Couple + C. LE 16","Female","756.53","610.32","1132","240","409","913","1483","3067","723.7","789.36","0","9715","552","588"
"1990","Couple + C. LE 16","Male","1789.31","1687","1690","598","890","2301","3068","5113","1743.34","1835.28","194","7669","1380","1483"
"1990","Couple + C. LE and GT 16","Female","701.68","614","343","199","324","971","1278","2034","655.02","748.34","0","2970","562","665"
"1990","Couple + C. LE and GT 16","Male","1632.02","1534","500","332","665","2077","3023","6647","1530.58","1733.46","51","12782","1227","1457"
"1990","Single parent","Female","1051.65","895.95","285","312","501","1432","1892","2710","945.9","1157.4","0","12782","642","844"
"1990","Single parent","Male","1449.88","1432","162","337","614","1943","2761","4278","1294.97","1604.79","0","6647","871","1432"
"1991","(Married) couple without C.","Female","1190.48","1125","813","409","665","1636","2045","2965","1148.06","1232.9","0","3681","1023","1125"
"1991","(Married) couple without C.","Male","1877.89","1738","927","690","1176","2337","3068","5417","1807.13","1948.65","78","12782","1636","1738"
"1991","1-pers.-HH","Female","1454.84","1352.12","277","511","869","1841","2429","4602","1361.5","1548.18","102","5087","1208","1432"
"1991","1-pers.-HH","Male","1901.16","1738.28","348","818","1355","2301","3068","5522","1787.92","2014.4","215","12400","1636","1790"
"1991","Couple + C. GT 16 ","Female","889.82","767.53","751","241","409","1247","1687","2567","850.97","928.67","0","4287","713","808"
"1991","Couple + C. GT 16 ","Male","1698.03","1625.52","1118","440","818","2183","2960","5369","1633.3","1762.76","0","17043","1329","1531"
"1991","Couple + C. LE 16","Female","835.59","716","1046","245","493","1029","1534","2556","804.66","866.52","0","4090","690","741"
"1991","Couple + C. LE 16","Male","1954.22","1790","1621","767","1193","2454","3170","5261","1904.61","2003.83","198","15339","1534","1636"
"1991","Couple + C. LE and GT 16","Female","818.79","744.24","359","230","409","1125","1473","2667","770.02","867.56","51","2825","716","818"
"1991","Couple + C. LE and GT 16","Male","1779.03","1636","505","383","857","2199","3319","6391","1672.23","1885.83","26","12782","1381","1534"
"1991","Single parent","Female","1073.28","920","268","327","598","1378","1820","3323","961.35","1185.21","41","12782","716","946"
"1991","Single parent","Male","1520.81","1410.15","163","389","767","1892","2631","5880","1359.35","1682.27","103","7669","1176","1483"
"1992","(Married) couple without C.","Female","1341.24","1328.68","787","511","867","1738","2199","3068","1297.86","1384.62","0","4019","1202","1328"
"1992","(Married) couple without C.","Male","2109.58","1887.23","876","920","1508","2556","3171","6135","2028.31","2190.85","0","17384","1738","1841"
"1992","1-pers.-HH","Female","1572.14","1432","273","562","1074","1943","2556","4602","1476","1668.28","0","4857","1278","1483"
"1992","1-pers.-HH","Male","2074.42","1856.24","326","941","1457","2531","3221","6135","1954.31","2194.53","256","10114","1790","1943"
"1992","Couple + C. GT 16 ","Female","1005.72","894.79","699","245","460","1380","1887","3221","957.24","1054.2","0","6887","869","971"
"1992","Couple + C. GT 16 ","Male","1889","1790","1050","471","1150","2454","3219","5517","1827.75","1950.25","28","8181","1547","1687"
"1992","Couple + C. LE 16","Female","1009.11","920","920","281","621","1278","1759","2836","970.04","1048.18","0","7669","920","971"
"1992","Couple + C. LE 16","Male","2156.15","1943","1522","971","1534","2556","3451","5555","2105.69","2206.61","0","10226","1760","1790"
"1992","Couple + C. LE and GT 16","Female","919.91","869","324","255","501","1278","1559","2633","863.9","975.92","51","2994","818","971"
"1992","Couple + C. LE and GT 16","Male","1884.66","1729.32","475","428","1023","2301","3231","7669","1779.74","1989.58","77","10226","1534","1687"
"1992","Single parent","Female","1242.21","1125","256","358","759","1539","2090","3579","1126.36","1358.06","36","12782","1006","1181"
"1992","Single parent","Male","1628.52","1534","143","409","920","2084","2793","5113","1474.09","1782.95","153","5113","1227","1674"
"1993","(Married) couple without C.","Female","1497.48","1452.7","808","562","946","1844","2556","3705","1448.25","1546.71","0","8181","1329","1432"
"1993","(Married) couple without C.","Male","2254.64","2045","860","1125","1611","2710","3499","5624","2176.68","2332.6","110","15339","1892","1994"
"1993","1-pers.-HH","Female","1713.33","1636","292","599","1176","2091","2659","4704","1586.5","1840.16","123","14073","1483","1677"
"1993","1-pers.-HH","Male","2303.28","2042.8","354","1029","1605","2751","3835","6391","2173.51","2433.05","153","13392","1790","1994"
