"year","pgisced97","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","general elemantary","Rural Area","800.87","716","313","198","311","1125","1432","2062","723.71","878.03","0","9368","716","946"
"1985","general elemantary","Urban Area","865.91","818","1179","216","341","1278","1534","2390","835.77","896.05","0","3250","920","1023"
"1985","higher education","Rural Area","2069.55","2045","85","1125","1534","2659","3068","4156","1885","2254.1","85","4156","1841","2301"
"1985","higher education","Urban Area","2245.82","2096","509","844","1534","2812","3525","6135","2142.45","2349.19","71","7950","2045","2199"
"1985","higher vocational","Rural Area","1658.68","1534","90","637","1176","2045","2454","5880","1483.8","1833.56","102","5880","1432","1738"
"1985","higher vocational","Urban Area","1680.23","1636","339","741","1176","2147","2563","3827","1595.6","1764.86","0","4704","1534","1738"
"1985","in school","Rural Area","","","","","","","","","","","","","",""
"1985","in school","Urban Area","","","","","","","","","","","","","",""
"1985","inadequately","Rural Area","939.72","1023","50","192","297","1176","1457","2556","783.2","1096.24","102","2983","1074","1278"
"1985","inadequately","Urban Area","1057.45","1074","424","266","844","1329","1636","2260","1017.87","1097.03","31","2990","1125","1227"
"1985","middle vocational","Rural Area","1337.95","1270.87","717","511","874","1631","2045","3579","1263.25","1412.65","0","20452","1212","1278"
"1985","middle vocational","Urban Area","1377.23","1329","2564","511","970","1687","2146","4090","1348.54","1405.92","0","9715","1278","1329"
"1985","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"1985","vocational + Abi","Urban Area","1486.59","1380","162","693","1036","1790","2140","4090","1371.27","1601.91","153","5701","1278","1432"
"1986","general elemantary","Rural Area","775.34","705.22","318","199","314","1125","1534","2275","715.78","834.9","0","2556","690","869"
"1986","general elemantary","Urban Area","914.44","920","1129","245","358","1329","1636","2454","881.67","947.21","0","5113","1023","1074"
"1986","higher education","Rural Area","2255.69","2301","91","1278","1790","2728","3119","4602","2078.3","2433.08","92","5113","2096","2454"
"1986","higher education","Urban Area","2432.35","2301","496","1023","1585","3046","3681","6902","2310.94","2553.76","0","12782","2054","2352"
"1986","higher vocational","Rural Area","1609.99","1534","86","665","1125","2147","2449","3528","1470.1","1749.88","102","3528","1380","1790"
"1986","higher vocational","Urban Area","1756.09","1655.08","309","766","1176","2218","2894","4090","1659.36","1852.82","58","5117","1534","1763"
"1986","in school","Rural Area","","","","","","","","","","","","","",""
"1986","in school","Urban Area","","","","","","","","","","","","","",""
"1986","inadequately","Rural Area","999.55","981.99","54","69","307","1278","1483","3528","819.34","1179.76","38","3528","1023","1227"
"1986","inadequately","Urban Area","1090.44","1125","385","297","818","1425","1636","2352","1046.24","1134.64","36","3323","1125","1227"
"1986","middle vocational","Rural Area","1314.67","1278","683","383","869","1636","2045","3579","1263.07","1366.27","0","5113","1270","1353"
"1986","middle vocational","Urban Area","1429.38","1380","2488","534","973","1738","2199","4346","1397.13","1461.63","0","16361","1329","1380"
"1986","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"1986","vocational + Abi","Urban Area","1588.79","1432","165","815","1176","1994","2456","4039","1475.81","1701.77","80","6187","1329","1534"
"1987","general elemantary","Rural Area","816.8","690.24","308","205","354","1176","1607","2454","755.24","878.36","0","2934","665","971"
"1987","general elemantary","Urban Area","935.35","920","1131","234","368","1329","1636","2659","901.42","969.28","31","5113","1002","1125"
"1987","higher education","Rural Area","2310.5","2301","91","818","1841","2833","3119","5113","2081.55","2539.45","72","7732","2147","2543"
"1987","higher education","Urban Area","2430.91","2301","492","890","1636","3068","3835","7669","2304.89","2556.93","51","12782","2147","2352"
"1987","higher vocational","Rural Area","1613.41","1534","81","672","1074","2122","2554","3579","1452.03","1774.79","153","3579","1508","1836"
"1987","higher vocational","Urban Area","1787.96","1738.63","298","767","1236","2301","2812","4039","1691.18","1884.74","78","5113","1591","1790"
"1987","in school","Rural Area","","","","","","","","","","","","","",""
"1987","in school","Urban Area","","","","","","","","","","","","","",""
"1987","inadequately","Rural Area","871.73","996.3","58","51","153","1416","1432","1892","595.15","1148.31","50","7936","923","1296"
"1987","inadequately","Urban Area","1172.89","1215.86","363","358","869","1534","1790","2659","1121.77","1224.01","31","4029","1125","1227"
"1987","middle vocational","Rural Area","1319.61","1278","726","411","848","1687","2045","3634","1259.51","1379.71","0","12782","1227","1329"
"1987","middle vocational","Urban Area","1459.5","1432","2468","562","1023","1790","2199","4397","1428.48","1490.52","0","10226","1380","1432"
"1987","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"1987","vocational + Abi","Urban Area","1470.95","1431.64","166","273","997","1943","2456","3835","1353.22","1588.68","69","5880","1278","1483"
"1988","general elemantary","Rural Area","851.42","767","291","220","325","1278","1585","2454","784.54","918.3","0","3170","767","1047"
"1988","general elemantary","Urban Area","1005.48","971","1112","235","382","1432","1738","2890","964.17","1046.79","0","10159","1023","1125"
