"year","e11103","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","Female","1113.53","1074","1555","443","818","1380","1730","2812","1088.97","1138.09","0","6135","1023","1051"
"1984","Full Time","Male","1711.06","1534","3910","971","1227","2008","2612","5113","1683.6","1738.52","0","14443","1469","1518"
"1984","Not Working","Female","586.18","575.55","89","153","256","792","1023","2096","494.59","677.77","0","2096","409","716"
"1984","Not Working","Male","949.1","850.49","94","102","301","1278","1738","3272","796.8","1101.4","0","4582","767","997"
"1984","Part Time","Female","603.15","520.94","1029","191","266","786","1125","2199","576.65","629.65","0","4466","522","593"
"1984","Part Time","Male","1286.46","1217.13","485","243","562","1537","2096","7669","1184.9","1388.02","0","16873","1125","1278"
"1985","Full Time","Female","1151.22","1125","1395","511","818","1432","1790","2710","1125.79","1176.65","0","4090","1048","1104"
"1985","Full Time","Male","1749.3","1559","3433","972","1278","2045","2705","5113","1719.85","1778.75","0","20452","1483","1534"
"1985","Not Working","Female","599.74","437.66","104","123","205","920","1215","2023","503.98","695.5","0","2657","336","716"
"1985","Not Working","Male","892.64","726.39","79","153","256","1329","1874","2917","746.02","1039.26","0","2917","716","1023"
"1985","Part Time","Female","647.41","579.9","1015","180","277","869","1220","2315","619.39","675.43","0","2914","562","614"
"1985","Part Time","Male","1258.25","1191.65","503","256","511","1585","2199","4857","1174.94","1341.56","0","9368","1125","1253"
"1986","Full Time","Female","1218.46","1129.38","1358","511","895","1483","1841","3323","1186.65","1250.27","36","11248","1074","1125"
"1986","Full Time","Male","1803.49","1622.91","3368","1023","1278","2097","2812","5113","1772.47","1834.51","0","16361","1534","1577"
"1986","Not Working","Female","655.65","533.69","84","102","202","971","1432","2402","543.37","767.93","0","2402","387","767"
"1986","Not Working","Male","981.84","1025.38","69","256","511","1253","1637","2711","847.45","1116.23","0","2711","777","1125"
"1986","Part Time","Female","668.16","614","992","199","298","895","1278","2199","640.33","695.99","0","3528","581","614"
"1986","Part Time","Male","1215.18","1219.45","438","281","486","1687","2097","3579","1136.7","1293.66","0","8692","1125","1278"
"1987","Full Time","Female","1243.62","1176","1376","486","920","1534","1905","3375","1209.9","1277.34","67","12782","1125","1176"
"1987","Full Time","Male","1836.99","1636","3384","1023","1329","2147","2914","5113","1804.68","1869.3","0","15339","1581","1636"
"1987","Not Working","Female","651.88","562.14","74","121","205","869","1432","2531","532.33","771.43","26","2531","256","657"
"1987","Not Working","Male","915.81","940.15","33","153","409","1253","1534","3100","689.72","1141.9","60","3100","614","1125"
"1987","Part Time","Female","652.33","614","1007","199","302","869","1197","2109","625.03","679.63","0","3203","588","654"
"1987","Part Time","Male","1139.16","1125","423","205","421","1534","2045","3151","1061.35","1216.97","31","7056","1023","1181"
"1988","Full Time","Female","1334.35","1227","1293","414","971","1611","2012","3826","1293.01","1375.69","0","10159","1176","1227"
"1988","Full Time","Male","1896.51","1687","3178","1074","1380","2229","3017","5113","1863.24","1929.78","0","13331","1636","1636"
"1988","Not Working","Female","621.34","581.58","65","72","207","921","1278","1687","501.17","741.51","0","1892","241","741"
"1988","Not Working","Male","1014.56","918.42","49","222","404","1483","2045","2557","823.7","1205.42","0","2557","593","1176"
"1988","Part Time","Female","701.12","614","1001","194","276","933","1432","2209","670.05","732.19","0","4148","593","665"
"1988","Part Time","Male","1376.97","1278","402","284","614","1738","2556","5113","1286.24","1467.7","0","7158","1176","1329"
"1989","Full Time","Female","1368.95","1278","1319","604","1023","1636","2066","3446","1334.73","1403.17","0","9382","1203","1268"
"1989","Full Time","Male","1994.74","1790","3117","1176","1432","2301","3068","5880","1957.91","2031.57","0","23008","1687","1738"
"1989","Not Working","Female","712.18","652.77","65","194","332","1058","1278","2091","607.58","816.78","0","2091","435","767"
"1989","Not Working","Male","1135.03","1198.07","61","184","332","1662","2178","2761","953.74","1316.32","0","2761","852","1238"
"1989","Part Time","Female","741.59","665","959","205","309","977","1380","2454","707.77","775.41","0","4602","614","706"
"1989","Part Time","Male","1310.16","1278","359","230","417","1790","2506","4675","1205.49","1414.83","0","10226","1176","1332"
"1990","Full Time","Female","1426.84","1378.44","1281","716","1023","1738","2096","3196","1383.84","1469.84","0","12782","1278","1329"
"1990","Full Time","Male","2071.19","1841","3050","1195","1505","2454","3170","5190","2032.23","2110.15","74","25565","1757","1790"
"1990","Not Working","Female","486.68","503.7","54","67","199","741","782","1227","384.16","589.2","0","1483","383","665"
"1990","Not Working","Male","986.14","971.65","47","194","358","1483","1943","2454","791.34","1180.94","0","2454","633","1368"
"1990","Part Time","Female","760.43","665","996","215","350","1011","1432","2494","726.52","794.34","0","4243","625","703"
"1990","Part Time","Male","1255.58","1278","341","258","511","1787","2287","3835","1171.19","1339.97","16","5624","1258","1400"
"1991","Full Time","Female","1486.54","1432","1307","700","1074","1790","2301","3553","1449.73","1523.35","0","12782","1329","1380"
"1991","Full Time","Male","2156.11","1936.95","3031","1227","1542","2556","3323","5624","2118.13","2194.09","74","15339","1802","1863"
"1991","Not Working","Female","680.55","516.88","75","83","194","1063","1534","2433","539.26","821.84","0","2863","248","767"
"1991","Not Working","Male","1204.52","1278","65","235","460","1790","2147","2757","1017.33","1391.71","0","4090","869","1483"
"1991","Part Time","Female","781.86","702.93","1013","240","348","1023","1432","3119","748.94","814.78","0","4287","665","717"
"1991","Part Time","Male","1509.65","1379.16","368","256","537","2045","2659","5261","1376.06","1643.24","26","17043","1176","1386"
"1992","Full Time","Female","1428.17","1329","2089","628","971","1759","2301","4090","1399.79","1456.55","0","12782","1227","1278"
