"year","e11102","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","East Germany","","","","","","","","","","","","","",""
"1984","Employed","West Germany","1371.26","1278","6979","358","864","1718","2301","4550","1351.03","1391.49","0","16873","1253","1278"
"1984","Not Employed","East Germany","","","","","","","","","","","","","",""
"1984","Not Employed","West Germany","779.79","709.8","183","150","291","1048","1432","3272","687.4","872.18","0","4582","618","792"
"1985","Employed","East Germany","","","","","","","","","","","","","",""
"1985","Employed","West Germany","1387.05","1278","6346","348","855","1765","2352","4334","1366.14","1407.96","0","20452","1278","1278"
"1985","Not Employed","East Germany","","","","","","","","","","","","","",""
"1985","Not Employed","West Germany","714.9","542.31","183","153","222","1023","1478","2761","629.63","800.17","0","2917","511","818"
"1986","Employed","East Germany","","","","","","","","","","","","","",""
"1986","Employed","West Germany","1438.65","1329","6156","358","910","1790","2455","4397","1416.54","1460.76","0","16361","1288","1329"
"1986","Not Employed","East Germany","","","","","","","","","","","","","",""
"1986","Not Employed","West Germany","792.03","767","153","112","283","1125","1483","2711","703.51","880.55","0","2711","614","916"
"1987","Employed","East Germany","","","","","","","","","","","","","",""
"1987","Employed","West Germany","1451.86","1380","6190","358","869","1790","2505","4602","1428.96","1474.76","0","15339","1329","1343"
"1987","Not Employed","East Germany","","","","","","","","","","","","","",""
"1987","Not Employed","West Germany","748.82","676.29","107","153","220","1023","1534","2531","639.02","858.62","26","3100","409","759"
"1988","Employed","East Germany","","","","","","","","","","","","","",""
"1988","Employed","West Germany","1522.9","1432","5874","372","946","1892","2556","4857","1498.63","1547.17","0","13331","1380","1423"
"1988","Not Employed","East Germany","","","","","","","","","","","","","",""
"1988","Not Employed","West Germany","794.74","669.92","114","102","261","1176","1687","2557","684.75","904.73","0","2557","511","818"
"1989","Employed","East Germany","","","","","","","","","","","","","",""
"1989","Employed","West Germany","1591.21","1483","5754","409","1023","1943","2659","4985","1565.45","1616.97","0","23008","1432","1457"
"1989","Not Employed","East Germany","","","","","","","","","","","","","",""
"1989","Not Employed","West Germany","903.81","767","126","194","332","1245","2045","2761","795.72","1011.9","0","2761","562","920"
"1990","Employed","East Germany","","","","","","","","","","","","","",""
"1990","Employed","West Germany","1636.73","1534","5668","434","1023","2045","2761","4678","1609.47","1663.99","0","25565","1483","1534"
"1990","Not Employed","East Germany","","","","","","","","","","","","","",""
"1990","Not Employed","West Germany","723.09","560.5","101","81","225","1022","1534","2454","607.92","838.26","0","2454","510","767"
"1991","Employed","East Germany","","","","","","","","","","","","","",""
"1991","Employed","West Germany","1705.77","1585","5719","460","1023","2147","2873","5120","1678.45","1733.09","0","17043","1534","1568"
"1991","Not Employed","East Germany","","","","","","","","","","","","","",""
"1991","Not Employed","West Germany","942.67","812.22","140","102","291","1534","1943","2757","822.32","1063.02","0","4090","614","971"
"1992","Employed","East Germany","1062.22","974.74","2396","552","767","1273","1605","2812","1041.78","1082.66","0","7669","971","1023"
"1992","Employed","West Germany","1840.23","1738","5616","511","1172","2301","3068","5520","1812.1","1868.36","0","17384","1636","1687"
"1992","Not Employed","East Germany","642.16","546.37","42","219","307","920","1074","1811","508.27","776.05","153","1943","348","818"
"1992","Not Employed","West Germany","963.53","828.26","91","137","264","1380","1994","3389","806.48","1120.58","0","3389","511","1023"
"1993","Employed","East Germany","1300.25","1227","2199","638","920","1585","1994","3323","1270.09","1330.41","0","15339","1176","1245"
"1993","Employed","West Germany","1965.4","1790","5528","535","1227","2474","3359","5829","1932.99","1997.81","0","28121","1711","1771"
"1993","Not Employed","East Germany","836.57","677.8","74","374","463","1121","1500","2301","714.97","958.17","0","2556","524","961"
"1993","Not Employed","West Germany","891.65","712.85","117","109","256","1432","1841","3068","766.91","1016.39","0","3068","511","1023"
"1994","Employed","East Germany","1442.35","1380","2168","639","1023","1790","2199","3579","1409.92","1474.78","0","11760","1329","1380"
"1994","Employed","West Germany","2015.65","1841","5253","581","1278","2556","3405","6135","1981.14","2050.16","0","25565","1790","1790"
"1994","Not Employed","East Germany","892.29","767","50","205","460","1125","1473","4039","702.89","1081.69","0","4039","680","971"
"1994","Not Employed","West Germany","1001.92","804.95","111","82","376","1543","2060","2736","863.21","1140.63","0","3058","486","971"
"1995","Employed","East Germany","1541.74","1432","2146","672","1074","1813","2352","4090","1492.71","1590.77","0","40903","1380","1465"
"1995","Employed","West Germany","2066.92","1900.74","5550","562","1278","2556","3579","6140","2028.64","2105.2","0","51128","1790","1841"
"1995","Not Employed","East Germany","840.82","814.94","67","66","443","1253","1483","1923","710.86","970.78","0","1923","620","1023"
"1995","Not Employed","West Germany","964.92","823.52","122","153","297","1662","1841","2940","837.14","1092.7","0","3068","537","1023"
"1996","Employed","East Germany","1591.66","1534","2090","676","1125","1943","2528","4051","1557.45","1625.87","36","10226","1457","1534"
"1996","Employed","West Germany","2185.24","1994","5412","614","1329","2666","3766","7158","2145.03","2225.45","26","44617","1841","1921"
"1996","Not Employed","East Germany","800.16","569.01","48","235","409","1278","1534","2761","632.69","967.63","65","2761","508","1040"
"1996","Not Employed","West Germany","1096.9","1023","107","296","461","1789","2045","3068","947.59","1246.21","20","4090","716","1278"
"1997","Employed","East Germany","1634.09","1534","2030","665","1125","1994","2556","4090","1590.44","1677.74","51","25565","1512","1534"
"1997","Employed","West Germany","2172.9","2040.1","5269","614","1329","2761","3784","6647","2137.82","2207.98","19","25565","1892","1943"
"1997","Not Employed","East Germany","964.16","856.8","47","365","614","1380","1636","2045","811.84","1116.48","162","2449","665","1090"
"1997","Not Employed","West Germany","1162.96","1235.6","84","307","511","1614","2026","2710","1013.13","1312.79","82","2710","716","1375"
"1998","Employed","East Germany","1626.15","1534","2135","614","1125","1994","2710","4090","1589.66","1662.64","0","10226","1490","1534"
"1998","Employed","West Germany","2211.39","2045","5886","588","1355","2812","3835","6918","2177.53","2245.25","0","15339","1943","1994"
"1998","Not Employed","East Germany","1027.44","859.83","32","266","665","1278","1636","2556","791.34","1263.54","82","2556","665","1278"
"1998","Not Employed","West Germany","1054.6","847.45","105","179","317","1687","2231","5341","845.35","1263.85","0","5759","562","1324"
"1999","Employed","East Germany","1648.26","1534","2142","614","1125","2045","2723","4090","1611.35","1685.17","0","11248","1534","1573"
"1999","Employed","West Germany","2233.27","2045","5802","501","1308","2787","3886","7000","2196.8","2269.74","0","33234","1943","1994"
"1999","Not Employed","East Germany","1108.97","971","33","266","562","1738","1994","2710","879.04","1338.9","0","2710","562","1125"
"1999","Not Employed","West Germany","1056.07","904.97","112","60","256","1553","2301","3578","895.18","1216.96","0","4090","562","1074"
"2000","Employed","East Germany","1692.03","1534","3141","522","1074","2096","2812","5113","1655.06","1729","0","15328","1534","1595"
"2000","Employed","West Germany","2257.46","2045","10436","487","1278","2812","4090","7669","2226.97","2287.95","0","25565","2023","2045"
"2000","Not Employed","East Germany","937.62","802.16","73","161","358","1227","1790","4242","751.23","1124.01","0","4397","665","1055"
"2000","Not Employed","West Germany","981.37","637.54","193","153","322","1380","2126","4039","845.5","1117.24","0","5367","461","818"
"2001","Employed","East Germany","1731.13","1585","2895","559","1125","2199","2894","4857","1693.91","1768.35","0","17895","1585","1636"
"2001","Employed","West Germany","2262.1","2074.69","9508","421","1235","2863","4078","7674","2230.62","2293.58","0","20452","2045","2062"
"2001","Not Employed","East Germany","824.9","831.67","79","176","409","1125","1373","2128","716.26","933.54","0","2128","749","972"
"2001","Not Employed","West Germany","978.59","606.71","150","153","322","1432","2045","4219","828.32","1128.86","0","4461","486","767"
"2002","Employed","East Germany","1781.84","1620","2881","511","1100","2270","3000","5800","1730.27","1833.41","0","18000","1700","1800"
"2002","Employed","West Germany","2371.4","2100","10363","409","1230","3000","4165","9330","2315.97","2426.83","0","132569","2200","2300"
"2002","Not Employed","East Germany","975.24","712.05","77","115","325","1420","2258","3332","787.48","1163","0","4000","485","1000"
"2002","Not Employed","West Germany","1234.24","872.68","183","100","318","1891","2885","4657","1027.73","1440.75","0","13000","450","1100"
"2003","Employed","East Germany","1867.16","1700","2767","550","1117","2400","3131","6300","1810.95","1923.37","0","20000","1700","1800"
"2003","Employed","West Germany","2443.22","2200","9754","440","1228","3078","4200","9997","2392.76","2493.68","0","98107","2250","2301"
"2003","Not Employed","East Germany","928.54","628.86","67","150","400","1450","2051","3000","713.39","1143.69","0","3500","576","1000"
"2003","Not Employed","West Germany","1281.62","944.29","204","170","400","1700","3024","6499","1089.41","1473.83","0","8333","647","1056"
"2004","Employed","East Germany","1850.71","1700","2715","410","1049","2400","3200","5799","1796.7","1904.72","0","21000","1700","1800"
"2004","Employed","West Germany","2461.5","2200","9419","431","1201","3100","4429","10000","2411.88","2511.12","0","60000","2256","2325"
"2004","Not Employed","East Germany","976.76","990.63","72","165","436","1500","1900","2600","821.24","1132.28","0","2600","500","1064"
"2004","Not Employed","West Germany","1540.48","1100","198","100","440","2162","3420","6870","1325.09","1755.87","0","8099","827","1404"
"2005","Employed","East Germany","1858.01","1700","2558","444","1073","2450","3201","5609","1797.95","1918.07","0","28000","1700","1800"
"2005","Employed","West Germany","2432","2200","8942","400","1200","3100","4349","9398","2385.18","2478.82","0","40000","2292","2335"
"2005","Not Employed","East Germany","918.94","700.69","76","80","269","1300","1952","3500","644.6","1193.28","0","6000","412","1270"
"2005","Not Employed","West Germany","1190.69","800","173","160","391","1500","2727","5700","960.06","1421.32","0","9684","675","1020"
"2006","Employed","East Germany","1822.1","1700","2688","400","1077","2400","3200","5233","1765.8","1878.4","0","25000","1700","1800"
"2006","Employed","West Germany","2475.11","2200","9418","400","1200","3200","4500","10000","2420.23","2529.99","0","115926","2236","2300"
"2006","Not Employed","East Germany","1167.22","1069.06","81","120","489","1600","2335","3799","925.41","1409.03","0","5500","750","1291"
"2006","Not Employed","West Germany","1479.02","916.14","200","125","300","2000","2900","11960","1277.2","1680.84","0","11960","650","1325"
"2007","Employed","East Germany","1838.82","1650","2605","410","1100","2500","3200","5950","1778.98","1898.66","0","27000","1700","1800"
"2007","Employed","West Germany","2518.67","2200","8876","400","1200","3200","4500","10000","2467.57","2569.77","0","50000","2243","2300"
"2007","Not Employed","East Germany","1019.32","808.76","94","80","218","1600","2153","5000","810.02","1228.62","0","5000","412","1150"
"2007","Not Employed","West Germany","1295.41","900","235","179","400","2200","2800","4636","1132.14","1458.68","0","6502","765","1400"
"2008","Employed","East Germany","1866.8","1700","2513","480","1100","2500","3200","5500","1810.66","1922.94","0","20000","1700","1800"
"2008","Employed","West Germany","2513.98","2214.71","8421","400","1200","3200","4520","10000","2463.63","2564.33","0","35288","2250","2320"
"2008","Not Employed","East Germany","797.57","571.43","72","0","55","1249","2000","2900","604.64","990.5","0","3000","399","1100"
"2008","Not Employed","West Germany","1370.28","938.22","182","70","305","2100","3200","6000","995.13","1745.43","0","19874","490","1100"
"2009","Employed","East Germany","1956.27","1800","2414","401","1100","2599","3400","6000","1893.46","2019.08","0","30000","1800","1866"
"2009","Employed","West Germany","2546.37","2300","7828","400","1200","3200","4600","10000","2493.54","2599.2","0","46856","2300","2400"
"2009","Not Employed","East Germany","849.01","650.02","48","200","212","920","1640","4853","510.25","1187.77","0","5000","650","1100"
"2009","Not Employed","West Germany","1302.56","720.88","138","150","300","2000","3056","11000","1052.23","1552.89","0","11000","410","1300"
"2010","Employed","East Germany","1977.18","1800","2974","400","1048","2600","3500","6500","1910.89","2043.47","0","35000","1700","1800"
"2010","Employed","West Germany","2554.82","2300","10750","400","1200","3299","4700","10000","2509.17","2600.47","0","40000","2240","2300"
"2010","Not Employed","East Germany","1057.84","1146.28","104","89","200","1648","2400","2600","874.34","1241.34","0","6501","600","1200"
"2010","Not Employed","West Germany","1478.25","1200","285","150","400","2340","3170","4900","1326.58","1629.92","0","10300","600","1100"
"2011","Employed","East Germany","1969.73","1800","3505","460","1113","2600","3500","6400","1917.98","2021.48","0","25000","1800","1850"
"2011","Employed","West Germany","2609.56","2325","13051","400","1269","3400","4931","10000","2567.8","2651.32","0","70000","2280","2300"
"2011","Not Employed","East Germany","1001.97","731.15","105","199","300","1508","2367","3000","826.65","1177.29","0","5000","600","1180"
"2011","Not Employed","West Germany","1207.44","800","369","160","390","2000","2800","4770","1088.56","1326.32","0","8300","580","850"
"2012","Employed","East Germany","2081.88","1800","3409","401","1200","2700","3700","7125","2026.01","2137.75","0","32000","1800","1900"
"2012","Employed","West Germany","2603.83","2300","12865","400","1228","3400","4900","9500","2560.57","2647.09","0","65000","2200","2300"
"2012","Not Employed","East Germany","1100.21","1025.44","129","144","400","1577","2300","3400","943.45","1256.97","0","4400","720","1110"
"2012","Not Employed","West Germany","1547.33","1304.82","364","65","330","2300","3400","6000","1373.32","1721.34","0","19353","800","1400"
"2013","Employed","East Germany","2096.51","1897.95","3253","510","1200","2700","3800","7200","2039.83","2153.19","0","27000","1800","1900"
"2013","Employed","West Germany","2716.67","2400","12161","441","1257","3500","5001","10000","2671.77","2761.57","0","65000","2300","2370"
"2013","Not Employed","East Germany","1428.66","1200","337","200","450","1900","3000","7989","1278.88","1578.44","0","9000","1200","1500"
"2013","Not Employed","West Germany","1984.18","1700","3371","350","768","2650","4000","7000","1927.6","2040.76","0","35000","1600","1700"
"2014","Employed","East Germany","2147.44","1931.44","3119","500","1200","2800","3955","7000","2089.12","2205.76","0","27000","1854","2000"
"2014","Employed","West Germany","2691.24","2400","13066","450","1200","3500","5000","10000","2649.47","2733.01","0","50000","2200","2300"
"2014","Not Employed","East Germany","1518.32","1299.43","107","121","450","2300","3000","4020","1288.98","1747.66","0","4850","800","1592"
"2014","Not Employed","West Germany","1781.01","1250","565","150","450","2600","3500","5725","1569.68","1992.34","0","50000","950","1200"
"2015","Employed","East Germany","2217.33","2000","2927","465","1250","2850","4000","7950","2157.72","2276.94","0","28000","1900","2000"
"2015","Employed","West Germany","2803.17","2500","12144","450","1300","3600","5286","10400","2756.99","2849.35","0","56500","2300","2400"
"2015","Not Employed","East Germany","1340.73","1200","197","126","450","1900","2800","4500","1172.5","1508.96","0","9500","1100","1500"
"2015","Not Employed","West Germany","1818.6","1530","1365","180","450","2510","4000","7860","1732.24","1904.96","0","11900","1500","1668"
"2016","Employed","East Germany","2292.03","2000","2851","510","1300","2900","4027","8000","2226.11","2357.95","0","32000","2000","2075"
"2016","Employed","West Germany","2834.65","2500","11852","450","1350","3600","5185","10300","2788.46","2880.84","0","57000","2300","2400"
"2016","Not Employed","East Germany","1072.38","694.71","180","110","255","1600","2800","4000","933.07","1211.69","0","4103","450","820"
"2016","Not Employed","West Germany","1067.01","600","915","34","258","1500","2800","5571","997.27","1136.75","0","10000","460","640"
"2017","Employed","East Germany","2331.7","2100","3304","600","1400","3000","4100","7400","2272.13","2391.27","0","30000","2034","2159"
"2017","Employed","West Germany","2879.49","2500","13399","450","1301","3785","5400","10000","2837.23","2921.75","0","61000","2400","2500"
"2017","Not Employed","East Germany","1080.71","900","164","115","320","1400","2500","4200","927.38","1234.04","0","6000","582","1093"
"2017","Not Employed","West Germany","1141.04","450","1193","50","200","1750","3000","6500","1072.99","1209.09","0","15000","640","785"
"2018","Employed","East Germany","2456.23","2200","3255","560","1412","3177","4293","8000","2394.19","2518.27","0","32000","2100","2200"
"2018","Employed","West Germany","2956.03","2600","13035","450","1450","3900","5500","10600","2911.24","3000.82","0","70000","2400","2500"
"2018","Not Employed","East Germany","838.05","450","184","120","126","1228","2000","5999","685.17","990.93","0","10000","460","900"
