"year","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","1276.4","1227","2290","547","869","1534","1892","3323","1249.19","1303.61","0","14443","1176","1227"
"1984","indirect migration background","954.01","818","68","273","381","1380","1590","2445","759.65","1148.37","102","5113","511","869"
"1984","no migration background","1368.04","1278","4804","327","818","1738","2301","4587","1341.56","1394.52","0","16873","1278","1278"
"1985","direct migration background","1283.87","1227","1960","511","895","1534","1994","3528","1256.92","1310.82","0","9395","1176","1227"
"1985","indirect migration background","1038.79","916.52","67","199","511","1329","2147","2917","895.88","1181.7","131","2917","567","920"
"1985","no migration background","1382.08","1278","4502","319","818","1790","2379","4346","1354.84","1409.32","0","20452","1278","1329"
"1986","direct migration background","1325.09","1278","1884","486","920","1636","2045","3579","1298.32","1351.86","0","6376","1253","1278"
"1986","indirect migration background","1161.31","1116.83","91","307","767","1534","2301","2556","1015.43","1307.19","49","5113","767","1115"
"1986","no migration background","1436.53","1329","4334","341","869","1790","2504","4434","1407.34","1465.72","0","16361","1329","1380"
"1987","direct migration background","1369.29","1281.04","1873","486","920","1636","2144","3835","1337.43","1401.15","46","15339","1278","1329"
"1987","indirect migration background","1050.86","1003.64","92","307","614","1585","1738","2301","912.62","1189.1","187","5113","614","1002"
"1987","no migration background","1452.81","1380","4332","338","854","1841","2554","4602","1423.13","1482.49","0","12782","1329","1380"
"1988","direct migration background","1419.82","1355.73","1747","409","992","1687","2193","3835","1388.22","1451.42","0","10159","1309","1355"
"1988","indirect migration background","1087.28","1067.57","121","225","511","1559","1943","2556","966.7","1207.86","0","5113","741","1023"
"1988","no migration background","1523.71","1432","4120","358","920","1917","2556","4908","1491.89","1555.53","0","13331","1381","1432"
"1989","direct migration background","1489.44","1432","1699","562","1048","1790","2301","3732","1458.23","1520.65","0","7669","1329","1432"
"1989","indirect migration background","1123.69","1024.47","137","316","535","1636","1943","2684","994.24","1253.14","0","5113","877","1133"
"1989","no migration background","1592.04","1483","4044","378","998","1994","2659","5051","1557.95","1626.13","0","23008","1432","1483"
"1990","direct migration background","1469.26","1432","1756","460","920","1841","2371","3886","1434.44","1504.08","0","10226","1380","1432"
"1990","indirect migration background","1042.96","1023","168","263","460","1465","1841","2812","924.72","1161.2","0","7158","767","1176"
"1990","no migration background","1370.18","1227","7282","363","596","1841","2556","4458","1346.93","1393.43","0","25565","767","818"
"1991","direct migration background","1544.21","1533.84","1747","511","971","1881","2505","5113","1510.42","1578","0","10226","1442","1534"
"1991","indirect migration background","1025.87","813.81","214","307","450","1485","1943","2965","917.73","1134.01","26","6647","716","1023"
"1991","no migration background","1495.38","1355","6766","409","739","1943","2710","5087","1470.85","1519.91","0","17043","1023","1074"
"1992","direct migration background","1674.26","1636","1623","614","1104","2045","2608","4602","1636.74","1711.78","0","10226","1585","1636"
"1992","indirect migration background","1132.99","972.53","236","332","486","1545","2199","3426","1019.31","1246.67","0","7669","872","1176"
"1992","no migration background","1684.73","1534","6286","511","920","2147","2940","5366","1658.89","1710.57","0","17384","1304","1380"
"1993","direct migration background","1827.17","1687","1531","638","1227","2116","3068","5624","1784.44","1869.9","0","10226","1636","1687"
"1993","indirect migration background","1094.66","896.7","289","366","504","1547","2045","3323","998.82","1190.5","0","7669","869","1278"
"1993","no migration background","1834.66","1663","6098","524","1053","2301","3170","5624","1804.52","1864.8","0","28121","1534","1546"
"1994","direct migration background","1845.23","1687","1369","614","1229","2147","3068","5880","1791.45","1899.01","0","20452","1636","1738"
"1994","indirect migration background","1209.6","1056.29","294","387","511","1752","2045","3732","1108.52","1310.68","51","7669","1072","1380"
"1994","no migration background","1911.55","1778.69","5919","588","1176","2403","3221","5624","1880.64","1942.46","0","25565","1620","1647"
"1995","direct migration background","1861.62","1738","1562","522","1253","2246","3068","5701","1776.93","1946.31","0","51128","1687","1784"
"1995","indirect migration background","1193.37","1023","312","380","525","1703","2301","3475","1090.59","1296.15","0","7669","1022","1380"
