"year","e11102","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Employed","Rural Area","1297.07","1227","1252","307","767","1636","2173","3592","1243.83","1350.31","0","20452","1176","1242"
"1985","Employed","Urban Area","1413.02","1329","5094","368","892","1790","2403","4346","1390.51","1435.53","0","9715","1278","1282"
"1985","Not Employed","Rural Area","634.64","410.11","41","205","230","1014","1235","2023","472.85","796.43","0","2023","286","971"
"1985","Not Employed","Urban Area","745.42","614","142","108","205","1074","1534","2917","645.16","845.68","0","2917","517","818"
"1986","Employed","Rural Area","1278.25","1253","1237","289","718","1687","2301","3579","1236.43","1320.07","0","5113","1179","1278"
"1986","Employed","Urban Area","1486.4","1380","4919","383","937","1829","2556","5011","1460.88","1511.92","0","16361","1329","1347"
"1986","Not Employed","Rural Area","681.96","496.21","33","90","202","1125","1338","1840","492.35","871.57","0","1840","283","1074"
"1986","Not Employed","Urban Area","825.12","774.64","120","124","312","1176","1498","2711","723.73","926.51","0","2711","614","916"
"1987","Employed","Rural Area","1295.02","1227","1274","289","688","1718","2301","3659","1246.97","1343.07","0","12782","1204","1278"
"1987","Employed","Urban Area","1498.74","1406","4916","381","923","1841","2556","5025","1472.79","1524.69","0","15339","1329","1380"
"1987","Not Employed","Rural Area","","","","","","","","","","","","","",""
"1987","Not Employed","Urban Area","715.1","660.11","79","138","220","962","1621","2045","590.26","839.94","26","3100","349","742"
"1988","Employed","Rural Area","1359.39","1329","1173","297","767","1790","2416","4090","1312.54","1406.24","0","7732","1278","1339"
"1988","Employed","Urban Area","1569.36","1460.72","4701","399","1022","1943","2616","5113","1541.44","1597.28","0","13331","1380","1432"
"1988","Not Employed","Rural Area","","","","","","","","","","","","","",""
"1988","Not Employed","Urban Area","886.25","722.71","86","189","382","1329","1841","2557","754.08","1018.42","0","2557","511","921"
"1989","Employed","Rural Area","1443.38","1380","1138","358","869","1841","2556","4090","1396.3","1490.46","0","7158","1304","1406"
"1989","Employed","Urban Area","1632.07","1534","4616","413","1054","1994","2699","5113","1602.19","1661.95","0","23008","1432","1483"
"1989","Not Employed","Rural Area","","","","","","","","","","","","","",""
"1989","Not Employed","Urban Area","901.52","767","105","210","348","1245","1892","2761","782.9","1020.14","0","2761","562","920"
"1990","Employed","Rural Area","1474.4","1432","1154","385","818","1892","2557","4039","1425.87","1522.93","0","10226","1355","1432"
"1990","Employed","Urban Area","1682.09","1543.97","4514","468","1058","2091","2812","4883","1650.28","1713.9","0","25565","1493","1534"
"1990","Not Employed","Rural Area","","","","","","","","","","","","","",""
"1990","Not Employed","Urban Area","728.7","561.35","84","194","308","1023","1534","1943","606.36","851.04","43","2199","511","807"
"1991","Employed","Rural Area","1530.42","1483","1177","383","844","1963","2631","4628","1479.24","1581.6","57","10226","1395","1483"
"1991","Employed","Urban Area","1757.27","1636","4542","501","1074","2199","2965","5369","1725.6","1788.94","0","17043","1534","1611"
"1991","Not Employed","Rural Area","","","","","","","","","","","","","",""
"1991","Not Employed","Urban Area","990.63","821.27","114","102","307","1534","2045","2757","852.93","1128.33","0","4090","665","1023"
