"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","direct migration background","Rural Area","1209.08","1176","235","313","869","1534","1841","2520","1148.75","1269.41","102","2983","1078","1227"
"1985","direct migration background","Urban Area","1295.12","1227","1725","511","895","1534","1994","3835","1265.62","1324.62","0","9395","1224","1253"
"1985","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1985","indirect migration background","Urban Area","1010.98","830.52","59","199","332","1329","2301","2917","855.02","1166.94","131","2917","358","869"
"1985","no migration background","Rural Area","1280.94","1204.36","1050","298","708","1636","2173","3630","1218.25","1343.63","0","20452","1176","1249"
"1985","no migration background","Urban Area","1413.57","1329","3452","327","859","1790","2454","4502","1383.65","1443.49","0","9715","1278","1355"
"1986","direct migration background","Rural Area","1201.42","1218","236","286","767","1585","1994","2556","1134.72","1268.12","0","3324","1135","1278"
"1986","direct migration background","Urban Area","1346.01","1278","1648","514","971","1636","2148","3579","1316.95","1375.07","0","6376","1278","1278"
"1986","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1986","indirect migration background","Urban Area","1058.86","879.66","77","307","535","1498","1790","2301","896.98","1220.74","49","5113","767","1115"
"1986","no migration background","Rural Area","1265.95","1227","1020","281","706","1687","2301","3579","1217.23","1314.67","0","5113","1176","1278"
"1986","no migration background","Urban Area","1490.54","1380","3314","360","920","1841","2556","5113","1455.6","1525.48","0","16361","1329","1406"
"1987","direct migration background","Rural Area","1212.49","1181.73","245","302","818","1598","2045","2863","1124.43","1300.55","60","7936","1176","1296"
"1987","direct migration background","Urban Area","1395.45","1329","1628","588","971","1636","2199","4029","1361.26","1429.64","46","15339","1278","1329"
"1987","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1987","indirect migration background","Urban Area","1090.49","1023","78","297","614","1636","1738","2301","933.63","1247.35","187","5113","614","1023"
"1987","no migration background","Rural Area","1294.41","1227","1043","281","665","1738","2301","3681","1239.07","1349.75","0","12782","1176","1278"
"1987","no migration background","Urban Area","1503.55","1412.59","3289","358","920","1866","2556","5025","1468.76","1538.34","0","12782","1380","1432"
"1988","direct migration background","Rural Area","1303.17","1329","219","358","818","1673","2045","3579","1222.4","1383.94","66","3580","1278","1401"
"1988","direct migration background","Urban Area","1437.74","1369.95","1528","511","1023","1687","2199","3835","1403.48","1472","0","10159","1278","1368"
"1988","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1988","indirect migration background","Urban Area","1054.45","1023","102","225","442","1559","1636","2556","918.46","1190.44","0","5113","741","1083"
"1988","no migration background","Rural Area","1343.49","1278","963","284","742","1790","2416","4090","1288.97","1398.01","0","7732","1227","1329"
"1988","no migration background","Urban Area","1578.72","1483","3157","383","972","1943","2685","5113","1540.86","1616.58","0","13331","1432","1483"
"1989","direct migration background","Rural Area","1285.83","1330.79","218","421","869","1687","1994","3324","1207","1364.66","0","3579","1278","1432"
"1989","direct migration background","Urban Area","1522.84","1457","1481","614","1074","1841","2301","4090","1488.96","1556.72","0","7669","1329","1432"
"1989","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1989","indirect migration background","Urban Area","1110.78","1097.63","116","305","535","1585","1943","2684","965.73","1255.83","0","5113","903","1227"
"1989","no migration background","Rural Area","1444.13","1380","920","348","869","1841","2556","4091","1388.87","1499.39","0","7158","1291","1432"
"1989","no migration background","Urban Area","1635.52","1534","3124","385","1023","2045","2761","5113","1594.62","1676.42","0","23008","1457","1534"
"1990","direct migration background","Rural Area","1120.68","1117.41","285","368","562","1611","1943","3046","1051.41","1189.95","0","3068","1125","1329"
"1990","direct migration background","Urban Area","1550.01","1483","1470","562","1045","1866","2471","4090","1511.09","1588.93","0","10226","1432","1483"
"1990","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1990","indirect migration background","Urban Area","1067.39","1033.1","141","258","478","1465","1943","2812","932.12","1202.66","0","7158","792","1176"
"1990","no migration background","Rural Area","1039.19","731","3021","307","486","1483","2096","3630","1014.97","1063.41","0","10226","614","623"
"1990","no migration background","Urban Area","1539.12","1432","4193","409","718","2007","2712","4862","1504.43","1573.81","0","25565","1176","1278"
"1991","direct migration background","Rural Area","1238.42","1176","270","307","614","1662","2199","5113","1155.11","1321.73","78","5113","1202","1329"
"1991","direct migration background","Urban Area","1612.89","1534","1477","614","1074","1943","2556","4602","1576.18","1649.6","0","10226","1534","1534"
"1991","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1991","indirect migration background","Urban Area","1027.27","803.44","189","307","450","1534","1943","2965","912.22","1142.32","26","6647","716","1023"
"1991","no migration background","Rural Area","1191.61","920","2714","375","614","1636","2301","3835","1164.27","1218.95","0","10226","792","818"
"1991","no migration background","Urban Area","1649.26","1534","3990","460","849","2096","2863","5261","1613.52","1685","0","17043","1329","1432"
"1992","direct migration background","Rural Area","1390.99","1432","246","614","869","1790","2147","4602","1310.26","1471.72","112","5115","1380","1483"
"1992","direct migration background","Urban Area","1736.45","1687","1377","638","1176","2096","2659","4908","1694.84","1778.06","0","10226","1636","1687"
"1992","indirect migration background","Rural Area","1074.38","1142.83","34","387","578","1432","1687","4090","816.63","1332.13","153","4090","665","1266"
"1992","indirect migration background","Urban Area","1144.99","954.95","202","312","460","1636","2250","3426","1018.68","1271.3","0","7669","818","1217"
"1992","no migration background","Rural Area","1416.74","1227","2389","445","818","1841","2555","4090","1384.17","1449.31","0","15339","1074","1125"
"1992","no migration background","Urban Area","1811.66","1667","3816","537","1044","2301","3068","5555","1775.48","1847.84","0","17384","1534","1585"
"1993","direct migration background","Rural Area","1619.25","1534","231","644","1125","1994","2831","3656","1531.35","1707.15","164","4602","1432","1611"
"1993","direct migration background","Urban Area","1869.33","1714","1300","620","1278","2147","3068","5701","1821.55","1917.11","0","10226","1636","1713"
"1993","indirect migration background","Rural Area","835.91","562","46","256","358","1432","1585","2710","602.01","1069.81","160","4602","383","1023"
"1993","indirect migration background","Urban Area","1157.01","1023","243","383","511","1636","2045","3323","1052.52","1261.5","0","7669","1023","1278"
"1993","no migration background","Rural Area","1541.72","1380","2332","463","920","1892","2608","4857","1501.73","1581.71","0","20452","1278","1329"
"1993","no migration background","Urban Area","1968.09","1790","3766","562","1176","2508","3367","5880","1926.87","2009.31","0","28121","1683","1738"
"1994","direct migration background","Rural Area","1641.53","1585","205","593","1176","2045","2556","4955","1508.35","1774.71","133","10226","1534","1687"
"1994","direct migration background","Urban Area","1883.44","1704.72","1164","639","1278","2161","3068","6911","1824.63","1942.25","0","20452","1636","1738"
"1994","indirect migration background","Rural Area","967.67","811.35","43","286","443","1483","1892","2454","745.34","1190","226","3579","511","1186"
"1994","indirect migration background","Urban Area","1263.9","1187.78","251","422","535","1790","2217","3732","1152.27","1375.53","51","7669","1166","1432"
"1994","no migration background","Rural Area","1632.76","1534","2280","486","1023","2045","2659","5113","1591.54","1673.98","0","20452","1432","1483"
"1994","no migration background","Urban Area","2039.17","1892","3639","639","1278","2556","3446","6135","1996.77","2081.57","0","25565","1739","1790"
"1995","direct migration background","Rural Area","1702.36","1585","249","511","1074","2055","2761","4346","1439.44","1965.28","0","32603","1534","1687"
"1995","direct migration background","Urban Area","1894.15","1769.49","1313","522","1278","2250","3068","5701","1806.43","1981.87","0","51128","1687","1790"
"1995","indirect migration background","Rural Area","939.64","705.59","46","358","478","1227","1561","5020","675.59","1203.69","230","5020","506","1227"
"1995","indirect migration background","Urban Area","1239.96","1074","266","383","525","1790","2454","3475","1128.49","1351.43","0","7669","1074","1483"
"1995","no migration background","Rural Area","1703.46","1585","2378","511","1023","2108","2914","5369","1664.6","1742.32","0","15339","1483","1534"
"1995","no migration background","Urban Area","2105.85","1943","3633","614","1278","2618","3579","6391","2058.11","2153.59","0","40903","1790","1841"
"1996","direct migration background","Rural Area","1684.84","1636","237","614","895","2147","2812","4090","1579.01","1790.67","180","5624","1633","1790"
"1996","direct migration background","Urban Area","1939.6","1790","1201","589","1278","2301","3068","7669","1885.13","1994.07","20","8948","1738","1790"
"1996","indirect migration background","Rural Area","987.44","1023.36","47","399","580","1329","1687","1943","778.88","1196","164","3602","668","1176"
"1996","indirect migration background","Urban Area","1618.81","1303.13","273","409","547","1898","2684","20452","1441.41","1796.21","26","20452","1242","1534"
"1996","no migration background","Rural Area","1798.36","1636","2303","511","1125","2249","3051","5573","1755.55","1841.17","51","20452","1534","1633"
"1996","no migration background","Urban Area","2228.61","2043.03","3596","649","1329","2761","3815","6705","2175.61","2281.61","51","44617","1859","1943"
"1997","direct migration background","Rural Area","1697.16","1674.71","219","562","1176","2147","2914","4346","1588.4","1805.92","200","5624","1534","1738"
"1997","direct migration background","Urban Area","2016.16","1791.67","1108","614","1304","2352","3193","8254","1956.39","2075.93","56","10226","1790","1892"
"1997","indirect migration background","Rural Area","995.3","866.32","51","332","511","1457","1764","2045","797.02","1193.58","19","3835","665","1355"
"1997","indirect migration background","Urban Area","1515.81","1278","303","348","550","1892","2556","18151","1367.99","1663.63","153","18151","1176","1498"
"1997","no migration background","Rural Area","1830.57","1687","2252","562","1176","2301","3068","5352","1780.81","1880.33","51","25565","1585","1636"
"1997","no migration background","Urban Area","2215.35","2045","3497","665","1329","2812","3835","6647","2172.1","2258.6","25","12782","1942","2020"
"1998","direct migration background","Rural Area","1854.62","1738","198","665","1125","2250","3272","5113","1728.47","1980.77","0","6135","1534","1738"
"1998","direct migration background","Urban Area","2013.23","1841","1086","562","1278","2403","3408","7490","1946.13","2080.33","0","12215","1790","1943"
"1998","indirect migration background","Rural Area","966.62","719.49","53","312","481","1483","1687","1924","784.75","1148.49","194","3323","614","1380"
"1998","indirect migration background","Urban Area","1593.14","1483","305","345","562","2147","2761","7202","1451.85","1734.43","0","14316","1329","1636"
"1998","no migration background","Rural Area","1867.48","1736.89","2517","524","1125","2301","3132","6135","1823.1","1911.86","0","15339","1604","1687"
"1998","no migration background","Urban Area","2239.02","2052.8","3999","637","1367","2870","3835","6647","2198.28","2279.76","0","15339","1943","2045"
"1999","direct migration background","Rural Area","1746.71","1631.44","184","513","1074","2096","3579","4917","1615","1878.42","75","5880","1534","1790"
"1999","direct migration background","Urban Area","2263.8","1841","1008","562","1380","2444","3835","16463","2168.99","2358.61","0","33234","1790","1943"
"1999","indirect migration background","Rural Area","1316.53","1356.53","51","486","716","1808","2035","2045","1123.1","1509.96","97","3323","767","1456"
"1999","indirect migration background","Urban Area","1432.93","1432","330","323","537","1994","2712","5011","1321.41","1544.45","61","5624","1329","1585"
"1999","no migration background","Rural Area","1864.12","1714.82","2546","481","1125","2352","3139","6187","1820.02","1908.22","0","20452","1604","1687"
"1999","no migration background","Urban Area","2250.61","2096","3970","511","1329","2894","3937","6647","2208.22","2293","0","15065","1943","2045"
"2000","direct migration background","Rural Area","1640.23","1636","291","322","920","2199","2608","4090","1529.41","1751.05","0","6391","1616","1841"
"2000","direct migration background","Urban Area","2000.28","1790","1518","486","1235","2454","3447","7158","1933.56","2067","0","15339","1790","1934"
"2000","indirect migration background","Rural Area","1502.96","1324.92","62","562","920","2020","2556","3937","1285.15","1720.77","179","3937","1023","1713"
"2000","indirect migration background","Urban Area","1549.1","1549.21","436","322","614","2096","2812","5113","1449.56","1648.64","0","6180","1468","1677"
"2000","no migration background","Rural Area","1901.58","1739","4362","487","1120","2454","3323","6135","1862.88","1940.28","0","25565","1662","1738"
"2000","no migration background","Urban Area","2327.33","2147","7176","461","1278","2965","4090","8181","2289.18","2365.48","0","18406","2045","2113"
"2001","direct migration background","Rural Area","1736.03","1790","265","322","1125","2301","2675","4602","1620.02","1852.04","0","5507","1636","1841"
"2001","direct migration background","Urban Area","1996.56","1838.95","1362","409","1176","2454","3421","7671","1923.49","2069.63","0","15339","1841","1943"
"2001","indirect migration background","Rural Area","1505.14","1276.13","57","322","614","1708","3530","8692","970.44","2039.84","92","12782","657","1426"
"2001","indirect migration background","Urban Area","1793.24","1636","410","322","665","2372","3323","7669","1675.59","1910.89","0","9203","1534","1790"
"2001","no migration background","Rural Area","1912.03","1790","3911","460","1120","2454","3323","6135","1871.84","1952.22","0","20452","1683","1740"
"2001","no migration background","Urban Area","2328.88","2147","6627","409","1235","3017","4090","8130","2290.62","2367.14","0","20452","2045","2147"
"2002","direct migration background","Rural Area","1670.23","1650","246","320","700","2220","2600","5601","1490.95","1849.51","0","10000","1600","1980"
"2002","direct migration background","Urban Area","1983.89","1800","1298","325","1050","2500","3485","7600","1858.81","2108.97","0","50000","1900","2000"
"2002","indirect migration background","Rural Area","1457.84","1350","58","359","600","1941","2600","4200","1127.77","1787.91","0","7000","691","1530"
"2002","indirect migration background","Urban Area","1817.36","1603.89","420","325","650","2400","3300","7000","1660.6","1974.12","0","17500","1534","1886"
"2002","no migration background","Rural Area","1972.67","1800","4052","435","1100","2540","3497","7000","1919.44","2025.9","0","24983","1800","1900"
"2002","no migration background","Urban Area","2488.82","2209.47","7430","443","1278","3100","4365","10000","2418.27","2559.37","0","132569","2300","2400"
"2003","direct migration background","Rural Area","1753.88","1700","227","325","750","2300","3022","5005","1595.2","1912.56","0","8000","1600","2000"
"2003","direct migration background","Urban Area","2016.21","1800","1184","373","1085","2600","3300","8700","1918.27","2114.15","0","26000","1900","2050"
"2003","indirect migration background","Rural Area","1786.18","1138.42","59","380","560","1850","2900","30000","682.17","2890.19","164","30000","780","1686"
"2003","indirect migration background","Urban Area","1796.28","1600","423","320","623","2500","3500","7500","1623.28","1969.28","0","20000","1550","1900"
"2003","no migration background","Rural Area","2049.06","1830.79","3854","420","1100","2625","3580","7500","1995.66","2102.46","0","24988","1800","1920"
"2003","no migration background","Urban Area","2560.84","2300","7045","483","1300","3200","4500","10000","2497.09","2624.59","0","98107","2312","2400"
"2004","direct migration background","Rural Area","1803.9","1635.98","211","340","900","2470","3000","6000","1620.12","1987.68","0","11600","1500","1905"
"2004","direct migration background","Urban Area","2041.28","1800","1126","400","1120","2600","3500","7500","1943.3","2139.26","0","17000","1960","2100"
"2004","indirect migration background","Rural Area","1468.44","1094.71","64","438","602","2000","2900","4600","1154.63","1782.25","320","6500","800","1650"
"2004","indirect migration background","Urban Area","1751.74","1495.3","415","380","710","2500","3500","5800","1604.62","1898.86","19","10800","1500","1900"
"2004","no migration background","Rural Area","2060.69","1881.77","3738","406","1100","2760","3685","7500","2001.58","2119.8","0","50000","1820","1915"
"2004","no migration background","Urban Area","2584.64","2300","6850","421","1274","3236","4600","10000","2523.49","2645.79","0","60000","2342","2400"
"2005","direct migration background","Rural Area","1828.11","1777.18","195","350","729","2300","3040","6260","1640.75","2015.47","0","8508","1530","2000"
"2005","direct migration background","Urban Area","1988.09","1800","1041","375","1000","2500","3430","7500","1880.17","2096.01","0","20000","1900","2100"
"2005","indirect migration background","Rural Area","1231.46","896.85","60","200","470","1800","2300","5000","805.69","1657.23","66","10000","850","1800"
"2005","indirect migration background","Urban Area","1894","1788.52","419","330","728","2550","3700","5800","1739.66","2048.34","0","12000","1600","2000"
"2005","no migration background","Rural Area","2081.7","1900","3546","400","1100","2800","3700","7000","2024.43","2138.97","0","30000","1800","1936"
"2005","no migration background","Urban Area","2544.2","2300","6488","400","1248","3200","4500","10000","2486.32","2602.08","0","40000","2350","2450"
"2006","direct migration background","Rural Area","1861.14","1702.74","203","338","790","2400","3156","10000","1654.79","2067.49","0","10000","1500","1850"
"2006","direct migration background","Urban Area","2051.97","1800","1055","400","1000","2600","3800","9000","1948.78","2155.16","0","18000","1900","2068"
"2006","indirect migration background","Rural Area","1175.23","800.72","75","268","480","1800","2250","4020","915.32","1435.14","88","5400","801","1500"
"2006","indirect migration background","Urban Area","1940","1805.33","416","400","808","2800","3400","6402","1799.33","2080.67","0","11240","1600","2000"
"2006","no migration background","Rural Area","2110.87","1850","3804","400","1100","2800","3700","7600","2055.44","2166.3","0","32000","1800","1900"
"2006","no migration background","Urban Area","2578.07","2300","6834","400","1218","3300","4573","10200","2507.86","2648.28","0","115926","2300","2400"
"2007","direct migration background","Rural Area","1953.76","1700","197","379","812","2430","3300","9600","1729.82","2177.7","125","10000","1450","1951"
"2007","direct migration background","Urban Area","2071.99","1900","915","400","1000","2631","3600","8000","1930.93","2213.05","0","30000","1927","2100"
"2007","indirect migration background","Rural Area","1699.75","1652.34","75","360","960","2200","3000","4120","1424.24","1975.26","0","5700","1200","1930"
"2007","indirect migration background","Urban Area","1889.78","1676.53","434","350","750","2530","3500","6200","1720.03","2059.53","70","16000","1700","2006"
"2007","no migration background","Rural Area","2097.71","1890","3677","418","1100","2729","3700","7500","2040.4","2155.02","0","40329","1800","1900"
"2007","no migration background","Urban Area","2622.13","2300","6512","400","1288","3333","4750","10500","2559.9","2684.36","0","50000","2300","2400"
"2008","direct migration background","Rural Area","2193.03","1911","172","320","900","2685","4000","10000","1946.98","2439.08","52","10980","1600","2000"
"2008","direct migration background","Urban Area","2029.09","1856.33","868","380","900","2600","3612","7500","1899.94","2158.24","0","20024","1852","2100"
"2008","indirect migration background","Rural Area","1707.7","1451.77","71","480","755","2400","3375","4400","1388.3","2027.1","70","7200","850","1800"
"2008","indirect migration background","Urban Area","1927.84","1900","437","310","700","2640","3601","6000","1773.03","2082.65","0","13500","1604","2000"
"2008","no migration background","Rural Area","2089","1865","3465","400","1065","2700","3661","8000","2028.46","2149.54","0","35288","1800","1950"
"2008","no migration background","Urban Area","2645.41","2347.39","6175","409","1300","3399","4800","10500","2584.54","2706.28","0","35000","2300","2400"
"2009","direct migration background","Rural Area","1959.54","1573.98","151","256","400","2584","3500","8200","1693.62","2225.46","0","9000","1440","1900"
"2009","direct migration background","Urban Area","2024.22","1873.75","748","400","876","2600","3600","7000","1895.77","2152.67","0","16000","1850","2100"
"2009","indirect migration background","Rural Area","1902.97","1397","75","535","680","2800","3551","10968","1526.07","2279.87","150","10968","1100","1800"
"2009","indirect migration background","Urban Area","2072.84","1949.2","391","400","800","2700","3950","6500","1901.47","2244.21","0","11663","1800","2100"
"2009","no migration background","Rural Area","2178.94","2000","3314","400","1124","2893","3701","8400","2119.26","2238.62","0","24269","1900","2000"
