"year","regtyp","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","Female","801.51","765.82","497","199","371","1125","1432","2301","757.47","845.55","0","3579","718","855"
"1985","Rural Area","Male","1579.06","1450.35","796","643","1125","1841","2468","4156","1505.42","1652.7","0","20452","1380","1483"
"1985","Urban Area","Female","946.3","920","2017","230","511","1278","1636","2633","923.25","969.35","0","4090","869","920"
"1985","Urban Area","Male","1699.94","1534","3219","818","1227","2045","2710","5113","1670.27","1729.61","0","9715","1432","1528"
"1986","Rural Area","Female","819.63","767","495","199","358","1156","1503","2556","773.31","865.95","0","3579","716","844"
"1986","Rural Area","Male","1555.14","1483","775","614","1146","1892","2454","3681","1503.03","1607.25","0","5113","1432","1534"
"1986","Urban Area","Female","1012.14","959.76","1939","271","562","1329","1713","2863","985.1","1039.18","0","11248","920","971"
"1986","Urban Area","Male","1772.25","1585","3100","907","1278","2060","2863","5117","1738.4","1806.1","0","16361","1508","1534"
"1987","Rural Area","Female","825.45","751.27","526","210","409","1125","1483","2301","762.31","888.59","0","12782","716","869"
"1987","Rural Area","Male","1604.77","1534","776","588","1176","1974","2556","4090","1546.22","1663.32","0","7936","1483","1534"
"1987","Urban Area","Female","1023.94","971","1931","245","562","1380","1790","2865","997.98","1049.9","0","5113","920","1000"
"1987","Urban Area","Male","1795.15","1636","3064","802","1278","2141","2889","5113","1759.88","1830.42","31","15339","1534","1585"
"1988","Rural Area","Female","833.29","807.05","489","204","358","1176","1534","2443","785.42","881.16","0","3170","734","869"
"1988","Rural Area","Male","1686.96","1585","712","742","1273","2045","2659","4295","1626.81","1747.11","0","7732","1534","1619"
"1988","Urban Area","Female","1095.84","1029.65","1870","225","562","1475","1841","3579","1062.06","1129.62","0","10159","971","1023"
"1988","Urban Area","Male","1869.83","1687","2917","971","1329","2199","3041","5311","1833.53","1906.13","0","13331","1585","1636"
"1989","Rural Area","Female","933.87","869","468","235","467","1227","1636","2556","882.16","985.58","0","4602","818","956"
"1989","Rural Area","Male","1758.04","1643.37","691","920","1291","2147","2723","4499","1698.74","1817.34","0","7158","1585","1662"
"1989","Urban Area","Female","1126.84","1099","1875","255","614","1510","1943","3323","1096.61","1157.07","0","9382","1023","1074"
"1989","Urban Area","Male","1956.77","1773.98","2846","1023","1402","2301","3068","6135","1915.89","1997.65","0","23008","1636","1713"
"1990","Rural Area","Female","711.48","562","1497","235","382","899","1432","2505","690.16","732.8","0","3835","511","537"
"1990","Rural Area","Male","1295.46","1096.74","1836","435","596","1790","2556","3881","1260.01","1330.91","0","10226","726","767"
"1990","Urban Area","Female","1073.02","971","2428","297","516","1465","1943","3068","1043.57","1102.47","0","12782","818","890"
"1990","Urban Area","Male","1867.07","1738","3376","606","1278","2301","3068","5292","1828.47","1905.67","16","25565","1585","1636"
"1991","Rural Area","Female","824.32","716","1307","260","470","1025","1534","2567","799.04","849.6","0","4090","665","716"
"1991","Rural Area","Male","1457.87","1321.09","1702","530","767","1846","2556","4346","1419.29","1496.45","0","10226","997","1074"
"1991","Urban Area","Female","1142.83","1023","2387","305","614","1534","1994","3426","1115.76","1169.9","0","12782","920","1006"
"1991","Urban Area","Male","1999.21","1790","3269","741","1380","2454","3196","6135","1960.03","2038.39","0","17043","1687","1738"
"1992","Rural Area","Female","1007.87","920","1136","297","614","1309","1738","2767","977.8","1037.94","51","4090","893","957"
"1992","Rural Area","Male","1687.42","1585","1533","716","1023","2045","2890","4602","1642.86","1731.98","0","15339","1309","1432"
"1992","Urban Area","Female","1272.28","1176","2270","349","747","1667","2199","4089","1242.1","1302.46","0","12782","1074","1145"
"1992","Urban Area","Male","2165.9","1981","3125","920","1534","2557","3426","6135","2126.67","2205.13","0","17384","1828","1892"
"1993","Rural Area","Female","1115.78","1063","1128","302","644","1534","1921","3068","1080.71","1150.85","0","4602","1023","1125"
"1993","Rural Area","Male","1838.97","1636","1481","767","1176","2197","3120","5203","1782.94","1895","0","20452","1483","1570"
"1993","Urban Area","Female","1374.86","1278","2259","344","767","1790","2454","4090","1341.47","1408.25","0","14073","1216","1278"
"1993","Urban Area","Male","2346.24","2096","3050","1074","1636","2812","3784","6391","2300.39","2392.09","0","28121","1943","1994"
"1994","Rural Area","Female","1193.41","1125","1100","291","665","1580","2045","3323","1152.2","1234.62","51","5598","1089","1227"
"1994","Rural Area","Male","1929.25","1790","1428","869","1329","2285","3068","5624","1871.65","1986.85","0","20452","1636","1713"
"1994","Urban Area","Female","1447.43","1380","2153","378","833","1892","2522","4346","1407.91","1486.95","0","20452","1278","1365"
"1994","Urban Area","Male","2396.13","2147","2901","1125","1687","2833","3835","6647","2348.65","2443.61","0","25565","1994","2045"
"1995","Rural Area","Female","1244.94","1210.34","1165","307","741","1636","2128","3196","1204.66","1285.22","0","7669","1150","1268"
