"year","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","1901.8","1841","811","435","1112","2546","3142","6135","1818.53","1985.07","0","10143","1738","1892"
"1984","lower secondary degree","1242.19","1229.06","3298","348","767","1585","1995","3246","1215.72","1268.66","0","16873","1198","1228"
"1984","no degree/no degree yet","1094.12","1125","674","343","869","1406","1585","2045","1059.89","1128.35","0","6135","1125","1227"
"1984","Other degree","1296.09","1227","1092","716","982","1534","1841","2914","1254.34","1337.84","113","14443","1227","1278"
"1984","secondary school degree","1340.01","1227","1234","291","754","1738","2358","4397","1286.51","1393.51","0","10226","1176","1260"
"1985","college entrance qualification","1827.42","1790","799","307","1023","2551","3119","5150","1748.58","1906.26","0","7669","1687","1892"
"1985","lower secondary degree","1253.97","1253","2999","341","782","1585","2045","3579","1228.55","1279.39","0","9368","1227","1253"
"1985","no degree/no degree yet","1066.28","1125","531","192","844","1329","1616","2260","1029.84","1102.72","31","2990","1162","1227"
"1985","Other degree","1283.25","1227","924","690","972","1534","1841","3175","1245.23","1321.27","0","9395","1227","1278"
"1985","secondary school degree","1405.91","1278","1195","307","767","1790","2468","4346","1343.29","1468.53","0","20452","1227","1278"
"1986","college entrance qualification","1976.06","1892","809","427","1176","2556","3323","6135","1886.37","2065.75","0","12782","1790","1994"
"1986","lower secondary degree","1290.54","1278","2877","358","819","1636","2045","3579","1262.96","1318.12","0","16361","1227","1278"
"1986","no degree/no degree yet","1143.38","1176","491","511","920","1432","1738","2403","1102.12","1184.64","36","3579","1176","1278"
"1986","Other degree","1333.83","1278","877","639","1023","1585","1892","3579","1296.54","1371.12","0","6376","1278","1365"
"1986","secondary school degree","1417.1","1298.39","1165","314","818","1805","2455","4434","1360.84","1473.36","0","11248","1227","1329"
"1987","college entrance qualification","1952.41","1861.31","813","378","1023","2638","3375","5624","1859.22","2045.6","36","12782","1741","1982"
"1987","lower secondary degree","1321.7","1329","2861","368","854","1687","2045","3835","1294.16","1349.24","0","12782","1278","1329"
"1987","no degree/no degree yet","1149.17","1227","476","205","818","1534","1790","2556","1095.83","1202.51","26","7936","1176","1278"
"1987","Other degree","1356.32","1329","848","741","1023","1636","1892","3323","1319.59","1393.05","50","6647","1329","1431"
"1987","secondary school degree","1437.62","1295.34","1190","332","786","1841","2505","5113","1380.02","1495.22","0","10226","1227","1329"
"1988","college entrance qualification","2059.46","1943","792","460","1153","2710","3579","7669","1960.02","2158.9","0","13294","1815","2045"
"1988","lower secondary degree","1374.05","1380","2726","337","898","1738","2199","3732","1344.92","1403.18","0","10159","1306","1380"
"1988","no degree/no degree yet","1262.54","1278","416","409","1021","1534","1841","2353","1202.78","1322.3","0","6647","1227","1329"
"1988","Other degree","1420.83","1356.39","771","716","1125","1687","2045","3835","1375.88","1465.78","0","7528","1380","1432"
"1988","secondary school degree","1494.95","1380","1159","365","869","1892","2556","5113","1435.22","1554.68","0","13331","1278","1380"
"1989","college entrance qualification","2156.82","2045","811","511","1278","2812","3579","7239","2048.3","2265.34","0","23008","1892","2063"
"1989","lower secondary degree","1415.92","1432","2649","358","920","1790","2275","3988","1386.44","1445.4","0","10226","1332","1430"
"1989","no degree/no degree yet","1213.28","1278","400","225","920","1585","1841","2454","1160.37","1266.19","0","4090","1227","1329"
"1989","Other degree","1495.73","1432","750","869","1176","1790","2045","4602","1452","1539.46","0","5113","1432","1534"
"1989","secondary school degree","1575.7","1432","1148","390","971","1943","2659","5624","1512.92","1638.48","0","10226","1329","1432"
"1990","college entrance qualification","1927.95","1687.51","1259","511","818","2648","3574","5624","1845.83","2010.07","0","25565","1176","1394"
"1990","lower secondary degree","1307.52","1290","3733","352","614","1790","2301","3676","1281.37","1333.67","0","10226","955","1074"
"1990","no degree/no degree yet","1285.48","1376.03","387","369","946","1636","1943","2556","1229.25","1341.71","0","4602","1329","1432"
"1990","Other degree","1429.08","1432","760","516","1023","1790","2147","3886","1378.27","1479.89","16","9715","1432","1534"
"1990","secondary school degree","1196.24","844","2925","358","524","1636","2403","4602","1164.4","1228.08","0","12782","642","665"
"1991","college entrance qualification","2050.08","1786.83","1256","601","1023","2787","3730","6902","1972.54","2127.62","0","17043","1432","1585"
"1991","lower secondary degree","1403.63","1380","3433","382","743","1878","2423","4090","1376.36","1430.9","0","10635","1150","1268"
"1991","no degree/no degree yet","1302.04","1329","394","390","895","1713","1994","2710","1241.54","1362.54","77","4602","1278","1483"
"1991","Other degree","1515.6","1525.4","752","665","1125","1819","2301","3221","1467.77","1563.43","0","7675","1534","1611"
"1991","secondary school degree","1336.44","1058","2719","414","665","1789","2505","4602","1300.73","1372.15","0","15339","818","877"
"1992","college entrance qualification","2243.78","1994","1221","665","1258","3010","3988","6135","2165.5","2322.06","0","17384","1687","1841"
"1992","lower secondary degree","1553.37","1534","3128","460","920","2045","2556","4162","1522.93","1583.81","0","15339","1380","1432"
"1992","no degree/no degree yet","1422.98","1534","352","313","971","1829","2147","3068","1355.74","1490.22","0","4090","1421","1585"
"1992","Other degree","1654.35","1585","702","920","1227","1943","2352","4346","1599.46","1709.24","0","10234","1611","1687"
"1992","secondary school degree","1536.33","1304","2563","511","869","1943","2684","5138","1500.3","1572.36","0","12782","1097","1176"
"1993","college entrance qualification","2440.48","2250","1225","716","1432","3221","4090","7563","2356.43","2524.53","0","19173","1943","2117"
"1993","lower secondary degree","1653.36","1636","2948","460","976","2147","2659","5113","1620.74","1685.98","0","10719","1519","1582"
"1993","no degree/no degree yet","1435.19","1534","334","435","1125","1790","2096","2914","1369.15","1501.23","51","4602","1432","1636"
