"year","age_gr","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","16-34 y.","Rural Area","998.94","971","539","266","562","1278","1636","2710","943.4","1054.48","0","9368","956","1074"
"1985","16-34 y.","Urban Area","1132.45","1125","2151","286","716","1447","1871","3068","1105.6","1159.3","0","7669","1074","1125"
"1985","35-65 y.","Rural Area","1475.73","1380","745","390","895","1841","2454","4156","1397.42","1554.04","0","20452","1293","1432"
"1985","35-65 y.","Urban Area","1602.73","1483","3046","537","1023","1994","2710","5113","1571.47","1633.99","0","9715","1380","1432"
"1985","66 and older","Rural Area","","","","","","","","","","","","","",""
"1985","66 and older","Urban Area","785.1","307","39","81","200","767","2077","7669","323.35","1246.85","76","7669","265","767"
"1986","16-34 y.","Rural Area","974.8","988.73","561","240","447","1329","1636","2803","927.19","1022.41","0","4244","971","1074"
"1986","16-34 y.","Urban Area","1194.98","1176","2117","314","767","1533","1943","3208","1164.48","1225.48","0","11248","1125","1176"
"1986","35-65 y.","Rural Area","1499.56","1459.81","704","460","920","1943","2556","3681","1440.73","1558.39","0","5113","1380","1483"
"1986","35-65 y.","Urban Area","1681.17","1534","2896","613","1074","2045","2812","5113","1645.11","1717.23","0","16361","1432","1483"
"1986","66 and older","Rural Area","","","","","","","","","","","","","",""
"1986","66 and older","Urban Area","","","","","","","","","","","","","",""
"1987","16-34 y.","Rural Area","1037.49","1023","570","276","511","1416","1767","3068","987.86","1087.12","36","3835","1023","1094"
"1987","16-34 y.","Urban Area","1207.5","1176","2114","317","732","1534","1993","3375","1173.39","1241.61","0","15339","1125","1176"
"1987","35-65 y.","Rural Area","1475.7","1432","725","383","818","1937","2554","4090","1404.21","1547.19","0","12782","1329","1483"
"1987","35-65 y.","Urban Area","1701.04","1583.78","2852","607","1074","2081","2855","5113","1665.52","1736.56","46","11913","1483","1534"
"1987","66 and older","Rural Area","","","","","","","","","","","","","",""
"1987","66 and older","Urban Area","","","","","","","","","","","","","",""
"1988","16-34 y.","Rural Area","1117.25","1125","525","284","614","1483","1917","3170","1061.73","1172.77","0","3579","1023","1176"
"1988","16-34 y.","Urban Area","1265.27","1262","2035","337","818","1636","2045","3518","1231.81","1298.73","0","13294","1176","1227"
"1988","35-65 y.","Rural Area","1518.99","1534","668","307","818","1943","2576","4295","1451.58","1586.4","0","7732","1432","1534"
"1988","35-65 y.","Urban Area","1767.71","1636","2725","588","1125","2183","3046","5311","1728.6","1806.82","0","13331","1534","1585"
"1988","66 and older","Rural Area","","","","","","","","","","","","","",""
"1988","66 and older","Urban Area","","","","","","","","","","","","","",""
"1989","16-34 y.","Rural Area","1222.92","1227","505","332","793","1547","1994","3014","1163.98","1281.86","112","6135","1125","1227"
"1989","16-34 y.","Urban Area","1301.23","1278","2077","327","818","1651","2096","3884","1268.11","1334.35","0","10226","1227","1278"
"1989","35-65 y.","Rural Area","1595.59","1585","642","421","1023","2045","2710","4499","1528.47","1662.71","0","7158","1467","1587"
"1989","35-65 y.","Urban Area","1852.01","1687","2620","614","1227","2301","3068","5880","1808.2","1895.82","0","23008","1585","1636"
"1989","66 and older","Rural Area","","","","","","","","","","","","","",""
"1989","66 and older","Urban Area","","","","","","","","","","","","","",""
"1990","16-34 y.","Rural Area","921.7","675","1405","294","446","1329","1791","3061","891.68","951.72","0","4039","583","614"
"1990","16-34 y.","Urban Area","1248.49","1252.46","2486","348","614","1662","2126","3477","1216.49","1280.49","0","10226","1123","1186"
"1990","35-65 y.","Rural Area","1136.07","767","1907","332","511","1636","2352","3835","1102.89","1169.25","0","10226","654","690"
"1990","35-65 y.","Urban Area","1736.93","1636","3289","510","895","2250","3068","5113","1697.03","1776.83","0","25565","1432","1513"
"1990","66 and older","Rural Area","","","","","","","","","","","","","",""
"1990","66 and older","Urban Area","","","","","","","","","","","","","",""
"1991","16-34 y.","Rural Area","1058.56","869","1275","322","562","1432","1943","3431","1023.96","1093.16","77","5118","767","807"
"1991","16-34 y.","Urban Area","1355.58","1329","2397","373","716","1790","2301","3579","1323.17","1387.99","0","11504","1218","1278"
"1991","35-65 y.","Rural Area","1294.89","986.11","1718","412","665","1758","2480","4193","1257.8","1331.98","0","10226","844","895"
"1991","35-65 y.","Urban Area","1829.71","1662","3236","613","1021","2323","3086","5445","1789.64","1869.78","0","17043","1534","1585"
"1991","66 and older","Rural Area","","","","","","","","","","","","","",""
"1991","66 and older","Urban Area","","","","","","","","","","","","","",""
"1992","16-34 y.","Rural Area","1207.01","1125","1117","358","716","1636","2096","3451","1168.57","1245.45","51","5401","971","1074"
"1992","16-34 y.","Urban Area","1470.73","1482.82","2262","435","869","1897","2454","3835","1436.77","1504.69","0","9203","1355","1432"
"1992","35-65 y.","Rural Area","1554.97","1344.17","1545","576","895","1994","2767","4397","1511.44","1598.5","0","15339","1176","1227"
"1992","35-65 y.","Urban Area","1999.81","1826.72","3114","721","1227","2522","3323","5952","1958.87","2040.75","0","17384","1679","1738"
"1992","66 and older","Rural Area","","","","","","","","","","","","","",""
"1992","66 and older","Urban Area","","","","","","","","","","","","","",""
"1993","16-34 y.","Rural Area","1303.46","1246.92","1123","409","767","1636","2154","3375","1254.18","1352.74","51","15339","1150","1235"
"1993","16-34 y.","Urban Area","1592.9","1585","2240","496","971","2045","2590","4295","1558.24","1627.56","0","7669","1462","1534"
"1993","35-65 y.","Rural Area","1713.78","1558.28","1477","562","1023","2096","3068","5113","1661.77","1765.79","0","20452","1395","1488"
"1993","35-65 y.","Urban Area","2156.96","1943","3051","767","1329","2696","3681","6253","2108.7","2205.22","0","28121","1790","1841"
"1993","66 and older","Rural Area","","","","","","","","","","","","","",""
"1993","66 and older","Urban Area","","","","","","","","","","","","","",""
"1994","16-34 y.","Rural Area","1391.8","1380","1055","415","818","1790","2301","3630","1340.24","1443.36","0","10226","1278","1370"
"1994","16-34 y.","Urban Area","1662.53","1636","2143","499","1074","2147","2659","4346","1626.01","1699.05","0","8692","1534","1605"
"1994","35-65 y.","Rural Area","1792.91","1636","1465","665","1125","2162","2960","5317","1738.12","1847.7","0","20452","1534","1608"
"1994","35-65 y.","Urban Area","2209.99","1994","2894","767","1380","2761","3732","6442","2158.32","2261.66","0","25565","1841","1928"
"1994","66 and older","Rural Area","","","","","","","","","","","","","",""
"1994","66 and older","Urban Area","","","","","","","","","","","","","",""
"1995","16-34 y.","Rural Area","1441.78","1432","1117","428","818","1841","2454","3835","1370.46","1513.1","0","32603","1329","1432"
"1995","16-34 y.","Urban Area","1687.41","1687","2188","486","1074","2147","2761","4602","1648.72","1726.1","0","15273","1585","1685"
"1995","35-65 y.","Rural Area","1882.02","1687","1547","692","1227","2301","3303","5624","1830.73","1933.31","0","15339","1585","1648"
"1995","35-65 y.","Urban Area","2269.71","2045","3001","767","1432","2812","3835","6647","2206.36","2333.06","0","51128","1871","1943"
"1995","66 and older","Rural Area","","","","","","","","","","","","","",""
"1995","66 and older","Urban Area","","","","","","","","","","","","","",""
"1996","16-34 y.","Rural Area","1521.35","1483","1039","460","908","1943","2430","4857","1469.6","1573.1","102","6135","1406","1508"
"1996","16-34 y.","Urban Area","1797.93","1733.27","2098","496","1074","2301","2908","5113","1742.95","1852.91","20","35790","1636","1738"
"1996","35-65 y.","Rural Area","1962.41","1789.64","1539","736","1278","2403","3324","5936","1907.23","2017.59","51","20452","1636","1738"
"1996","35-65 y.","Urban Area","2391.22","2097.48","2943","792","1483","2914","4090","7669","2333.36","2449.08","51","44617","1943","2045"
"1996","66 and older","Rural Area","","","","","","","","","","","","","",""
"1996","66 and older","Urban Area","","","","","","","","","","","","","",""
"1997","16-34 y.","Rural Area","1530.77","1501.35","990","445","920","1994","2556","4193","1478.16","1583.38","19","7669","1432","1527"
"1997","16-34 y.","Urban Area","1759.39","1713.74","2037","488","954","2301","2965","4602","1714.06","1804.72","51","18151","1636","1738"
"1997","35-65 y.","Rural Area","1980.43","1790","1525","716","1278","2427","3210","5931","1914.2","2046.66","51","25565","1664","1789"
"1997","35-65 y.","Urban Area","2409.22","2147","2841","884","1526","3066","4225","7363","2359.64","2458.8","25","12782","2027","2071"
"1997","66 and older","Rural Area","","","","","","","","","","","","","",""
"1997","66 and older","Urban Area","1317.95","1401.62","30","297","312","1841","2812","3582","913.19","1722.71","61","3582","307","1738"
"1998","16-34 y.","Rural Area","1561.38","1432","1039","358","818","1994","2556","6135","1503.37","1619.39","34","15339","1382","1534"
"1998","16-34 y.","Urban Area","1741.39","1694.92","2118","468","1023","2250","2863","5113","1695.8","1786.98","0","14316","1670","1741"
"1998","35-65 y.","Rural Area","2019.87","1841","1720","716","1278","2470","3477","6135","1964.4","2075.34","0","15339","1687","1790"
"1998","35-65 y.","Urban Area","2427.92","2233.85","3240","818","1534","3068","4141","7490","2380.97","2474.87","0","15339","2045","2147"
"1998","66 and older","Rural Area","","","","","","","","","","","","","",""
"1998","66 and older","Urban Area","1154.41","909.59","32","205","302","1534","2556","4090","788.37","1520.45","0","4090","307","1534"
"1999","16-34 y.","Rural Area","1529.15","1432","1055","358","920","1943","2556","5317","1475.98","1582.32","0","8692","1380","1534"
"1999","16-34 y.","Urban Area","1716.3","1687","2060","409","819","2301","2863","5113","1670.55","1762.05","0","10226","1636","1738"
"1999","35-65 y.","Rural Area","2030.9","1841","1715","665","1278","2525","3579","6187","1973.83","2087.97","0","20452","1738","1790"
"1999","35-65 y.","Urban Area","2494.25","2250","3214","767","1534","3068","4346","7059","2441.95","2546.55","0","33234","2045","2147"
"1999","66 and older","Rural Area","","","","","","","","","","","","","",""
"1999","66 and older","Urban Area","1219.12","818","34","205","317","2045","2045","7355","691.31","1746.93","0","7355","317","1329"
"2000","16-34 y.","Rural Area","1531.91","1534","1620","374","818","2045","2556","4238","1487.07","1576.75","0","7669","1370","1509"
"2000","16-34 y.","Urban Area","1793.74","1738.57","3080","369","920","2352","3068","5880","1749.99","1837.49","0","17895","1687","1790"
"2000","35-65 y.","Rural Area","2064.52","1841","3067","614","1227","2556","3579","6647","2015.35","2113.69","0","25565","1790","1892"
"2000","35-65 y.","Urban Area","2479.63","2250","5984","614","1432","3068","4346","8845","2436.96","2522.3","0","18406","2147","2250"
"2000","66 and older","Rural Area","","","","","","","","","","","","","",""
"2000","66 and older","Urban Area","1529.06","463.58","66","134","256","2454","3937","12271","987.06","2071.06","0","12271","322","1151"
"2001","16-34 y.","Rural Area","1546.69","1534","1402","366","792","2045","2618","4521","1492.87","1600.51","0","12782","1329","1483"
"2001","16-34 y.","Urban Area","1743.67","1738","2736","322","665","2372","3068","5369","1700.13","1787.21","0","12782","1636","1738"
"2001","35-65 y.","Rural Area","2070.36","1892","2799","614","1278","2557","3579","6391","2020.99","2119.73","0","20452","1807","1917"
"2001","35-65 y.","Urban Area","2509.8","2301","5604","665","1432","3119","4346","8487","2466.68","2552.92","0","20452","2199","2301"
"2001","66 and older","Rural Area","2124.24","1514.31","32","245","369","3579","5113","8593","1390.32","2858.16","59","8593","369","3068"
"2001","66 and older","Urban Area","1347.24","405.9","59","137","307","2029","4602","9203","882.7","1811.78","0","9203","322","1023"
"2002","16-34 y.","Rural Area","1578.75","1500","1327","360","750","2147","2700","4753","1522.98","1634.52","0","8447","1378","1500"
"2002","16-34 y.","Urban Area","1757.81","1750","2622","325","749","2500","3107","5400","1706.69","1808.93","0","15000","1635","1780"
"2002","35-65 y.","Rural Area","2132.67","1972","2984","515","1250","2673","3600","7667","2065.8","2199.54","0","24983","2000","2100"
"2002","35-65 y.","Urban Area","2659.94","2300","6431","600","1455","3285","4700","10006","2578.51","2741.37","0","132569","2500","2500"
"2002","66 and older","Rural Area","1612.55","723.88","45","180","325","2300","3750","10000","894.06","2331.04","60","10000","600","2500"
"2002","66 and older","Urban Area","2179.17","429.38","95","70","320","2915","6325","15000","1497.31","2861.03","0","15000","767","2500"
"2003","16-34 y.","Rural Area","1575.13","1500","1230","350","731","2100","2900","4800","1499.78","1650.48","0","30000","1358","1500"
"2003","16-34 y.","Urban Area","1806.42","1771.8","2442","340","750","2510","3200","5500","1755.25","1857.59","0","20000","1660","1800"
"2003","35-65 y.","Rural Area","2249.36","2000.97","2851","600","1250","2870","3981","8000","2183.25","2315.47","0","24988","2014","2178"
"2003","35-65 y.","Urban Area","2722.84","2450","6090","648","1500","3396","4800","10000","2650.94","2794.74","0","98107","2500","2600"
"2003","66 and older","Rural Area","1468.49","672.52","59","180","325","2000","3855","8000","954.14","1982.84","0","9010","594","1800"
"2003","66 and older","Urban Area","2178.62","905.85","120","293","351","2191","5000","17940","1604.71","2752.53","0","17940","600","1568"
"2004","16-34 y.","Rural Area","1521.09","1480.31","1160","383","660","2100","2800","4200","1463.91","1578.27","0","8000","1300","1483"
"2004","16-34 y.","Urban Area","1862.54","1730.99","2293","377","713","2500","3374","5900","1808.82","1916.26","0","19635","1600","1750"
"2004","35-65 y.","Rural Area","2286.44","2055.44","2794","556","1250","2999","4000","8499","2212.56","2360.32","0","50000","2040","2200"
"2004","35-65 y.","Urban Area","2729.59","2400","5954","590","1500","3400","4900","10000","2662.54","2796.64","0","60000","2500","2600"
"2004","66 and older","Rural Area","1334.02","900","59","180","400","1900","3000","8000","835.23","1832.81","0","10000","500","1670"
"2004","66 and older","Urban Area","1883.87","782.05","144","100","300","2323","4678","13500","1234.8","2532.94","0","30000","700","1786"
"2005","16-34 y.","Rural Area","1561.86","1400","1057","350","711","2150","2953","5337","1497.41","1626.31","0","10000","1250","1400"
"2005","16-34 y.","Urban Area","1828.51","1735.04","2142","330","680","2530","3364","5600","1772.99","1884.03","0","20472","1560","1700"
"2005","35-65 y.","Rural Area","2291.42","2116.08","2693","599","1250","3000","4000","7300","2221.58","2361.26","0","30000","2020","2200"
"2005","35-65 y.","Urban Area","2682.62","2400","5694","550","1470","3350","4838","10000","2619.37","2745.87","0","40000","2500","2600"
"2005","66 and older","Rural Area","1128.75","415.68","51","150","300","1710","2500","10004","629.8","1627.7","0","10004","340","1155"
"2005","66 and older","Urban Area","2187.45","819.09","112","126","320","2500","5819","16666","1468.19","2906.71","0","20000","500","1270"
"2006","16-34 y.","Rural Area","1521.35","1490","1084","340","720","2100","2700","4348","1460.43","1582.27","0","10000","1300","1460"
"2006","16-34 y.","Urban Area","1740.04","1600","2093","350","642","2500","3250","5000","1687.09","1792.99","0","11020","1579","1717"
"2006","35-65 y.","Rural Area","2346.73","2100","2927","500","1295","3000","4097","9500","2279.72","2413.74","0","32000","2000","2140"
"2006","35-65 y.","Urban Area","2744.23","2400","6073","600","1447","3450","4850","10247","2672.85","2815.61","0","115926","2500","2550"
"2006","66 and older","Rural Area","1018.72","413","71","200","325","1050","2703","4000","557.44","1480","0","11600","370","800"
"2006","66 and older","Urban Area","2626.81","1298.01","139","200","335","3200","6500","15000","1211.37","4042.25","0","94300","600","1500"
"2007","16-34 y.","Rural Area","1533.35","1480","1051","400","729","2100","2800","4500","1474.16","1592.54","0","9788","1300","1400"
"2007","16-34 y.","Urban Area","1753.69","1600","1977","330","650","2500","3400","5100","1698.2","1809.18","0","12000","1551","1700"
"2007","35-65 y.","Rural Area","2352.76","2100","2821","600","1300","2973","4099","8000","2282.92","2422.6","0","40329","2050","2200"
"2007","35-65 y.","Urban Area","2791.43","2500","5745","590","1474","3450","5000","11000","2723.6","2859.26","0","42000","2500","2600"
"2007","66 and older","Rural Area","1077.43","547.31","77","131","296","1500","2700","6000","647.18","1507.68","0","11500","400","1089"
"2007","66 and older","Urban Area","2522.62","733.02","139","200","350","2349","4300","20067","1644.94","3400.3","0","50000","600","1600"
"2008","16-34 y.","Rural Area","1567.65","1559.5","947","400","799","2200","2800","4150","1508.45","1626.85","0","5000","1307","1500"
"2008","16-34 y.","Urban Area","1762.32","1700","1919","350","650","2500","3311","5600","1705.19","1819.45","0","16203","1550","1700"
"2008","35-65 y.","Rural Area","2333.64","2100","2692","431","1250","2999","4000","9000","2259.35","2407.93","0","35288","2040","2200"
"2008","35-65 y.","Urban Area","2798.01","2500","5430","520","1500","3500","4995","11000","2731.54","2864.48","0","35000","2500","2600"
"2008","66 and older","Rural Area","954.63","429.15","69","158","250","767","2800","5000","586.62","1322.64","0","8009","385","767"
"2008","66 and older","Urban Area","2830.45","1000","131","300","400","3306","6200","20067","2097.71","3563.19","0","30000","600","1975"
"2009","16-34 y.","Rural Area","1566.79","1500","880","310","750","2300","2900","4000","1501.38","1632.2","0","7003","1400","1590"
"2009","16-34 y.","Urban Area","1809.05","1700","1745","360","680","2500","3413","6000","1747.82","1870.28","0","15000","1600","1750"
"2009","35-65 y.","Rural Area","2452.53","2200","2588","470","1350","3100","4200","9000","2380.41","2524.65","0","24269","2100","2200"
"2009","35-65 y.","Urban Area","2854.82","2500","4983","600","1497","3520","5045","10500","2782.72","2926.92","0","46856","2502","2637"
"2009","66 and older","Rural Area","1008.36","457.67","72","100","250","1000","3000","8500","597.25","1419.47","0","9989","400","750"
"2009","66 and older","Urban Area","2454.64","1242.58","160","230","400","3000","7000","12021","1932.56","2976.72","0","20000","511","1500"
"2010","16-34 y.","Rural Area","1536.59","1400","1337","325","680","2200","2850","4100","1478.09","1595.09","0","9804","1400","1550"
"2010","16-34 y.","Urban Area","1942.6","1703.79","2438","364","730","2600","3580","7500","1881.56","2003.64","0","23961","1600","1800"
"2010","35-65 y.","Rural Area","2375.75","2200","3474","450","1200","3000","4000","9000","2308.08","2443.42","0","30000","2000","2150"
"2010","35-65 y.","Urban Area","2857.93","2500","6653","538","1500","3544","5060","10500","2793.72","2922.14","0","40000","2500","2552"
"2010","66 and older","Rural Area","1358.21","446.28","62","50","260","1497","3700","12000","623.85","2092.57","0","16018","390","1300"
"2010","66 and older","Urban Area","1646.37","700","149","248","400","2350","4073","12000","1180.24","2112.5","42","20000","420","1000"
"2011","16-34 y.","Rural Area","1614.89","1600","1515","400","750","2260","2900","4500","1561.05","1668.73","0","7000","1400","1550"
"2011","16-34 y.","Urban Area","1960.16","1800","2674","400","826","2600","3600","7000","1904.63","2015.69","0","19000","1580","1700"
"2011","35-65 y.","Rural Area","2387.17","2184.55","4461","450","1290","3000","4170","8900","2330.94","2443.4","0","35000","2020","2150"
"2011","35-65 y.","Urban Area","2910.97","2596.36","8153","600","1500","3700","5300","10000","2852.87","2969.07","0","70000","2500","2500"
"2011","66 and older","Rural Area","1280.87","400","71","120","200","2000","3800","6701","869.86","1691.88","0","7000","374","820"
"2011","66 and older","Urban Area","1611.76","599.54","156","250","400","2000","4000","12998","1143.08","2080.44","0","20000","576","1100"
"2012","16-34 y.","Rural Area","1669.86","1600","1423","343","797","2377","3000","5100","1613.64","1726.08","0","10000","1350","1500"
"2012","16-34 y.","Urban Area","1916.96","1800","2565","370","750","2700","3520","6000","1856.74","1977.18","0","42000","1550","1700"
"2012","35-65 y.","Rural Area","2396.8","2200","4506","410","1300","3100","4200","8600","2341.24","2452.36","0","35000","2080","2200"
"2012","35-65 y.","Urban Area","2990.2","2600","7987","700","1560","3800","5500","10500","2929.01","3051.39","0","65000","2500","2500"
"2012","66 and older","Rural Area","1133.51","400","79","70","250","1200","3700","8000","778.44","1488.58","0","8000","399","450"
"2012","66 and older","Urban Area","1288.9","454.18","207","200","385","1553","3000","7000","979.04","1598.76","0","20000","420","850"
"2013","16-34 y.","Rural Area","1697.06","1600","1550","393","800","2389","3126","5000","1640.84","1753.28","0","10000","1300","1500"
"2013","16-34 y.","Urban Area","1922.9","1800","3458","335","690","2800","3750","6500","1876.95","1968.85","0","10000","1500","1600"
"2013","35-65 y.","Rural Area","2476.85","2228.38","4720","515","1300","3200","4313","8200","2419.63","2534.07","0","50000","2050","2150"
"2013","35-65 y.","Urban Area","3002.35","2594.96","9096","650","1550","3800","5500","11000","2947.89","3056.81","0","65000","2400","2500"
"2013","66 and older","Rural Area","1161.22","400","88","160","300","1400","3500","8000","807.05","1515.39","0","8000","400","531"
"2013","66 and older","Urban Area","1677.31","563.46","210","160","360","1900","4000","15000","1236.69","2117.93","0","30000","450","800"
"2014","16-34 y.","Rural Area","1662.71","1600","1350","350","667","2363","3200","5500","1600.24","1725.18","0","9999","1350","1600"
"2014","16-34 y.","Urban Area","1961.52","1800","2888","390","750","2800","3800","6500","1910.75","2012.29","0","11000","1400","1600"
"2014","35-65 y.","Rural Area","2529.59","2300","4284","500","1300","3200","4500","9500","2469.77","2589.41","0","50000","2100","2200"
