"year","bula_h","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Baden-W?rttemberg","East Germany","","","","","","","","","","","","","",""
"1985","Baden-W?rttemberg","West Germany","10.46","6","1081","1","2","14","25","66","9.56","11.36","0","250","5","6"
"1985","Bavaria","East Germany","","","","","","","","","","","","","",""
"1985","Bavaria","West Germany","11.95","8","937","1","3","15","25","80","10.96","12.94","0","280","6","8"
"1985","Berlin","East Germany","","","","","","","","","","","","","",""
"1985","Berlin","West Germany","11.13","10","184","3","5","15","20","28","9.37","12.89","1","150","9","10"
"1985","Brandenburg","East Germany","","","","","","","","","","","","","",""
"1985","Brandenburg","West Germany","","","","","","","","","","","","","",""
"1985","Bremen","East Germany","","","","","","","","","","","","","",""
"1985","Bremen","West Germany","11.82","6.77","38","1","4","15","25","35","-1.84","25.48","1","260","4","10"
"1985","Hamburg","East Germany","","","","","","","","","","","","","",""
"1985","Hamburg","West Germany","13.12","10","139","4","7","19","22","60","11.61","14.63","1","60","8","12"
"1985","Hesse","East Germany","","","","","","","","","","","","","",""
"1985","Hesse","West Germany","12.67","7","560","1","3","15","26","82","11.28","14.06","0","260","5","7"
"1985","Lower Saxony","East Germany","","","","","","","","","","","","","",""
"1985","Lower Saxony","West Germany","12.6","7","484","1","3","15","30","80","10.89","14.31","1","250","6","8"
"1985","Mecklenburg-Western Pomerania","East Germany","","","","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","West Germany","","","","","","","","","","","","","",""
"1985","North Rhine-Westphalia","East Germany","","","","","","","","","","","","","",""
"1985","North Rhine-Westphalia","West Germany","11.75","6.68","1392","1","3","15","26","80","10.87","12.63","0","360","6","7"
"1985","Rhineland-Palatinate,Saarland","East Germany","","","","","","","","","","","","","",""
"1985","Rhineland-Palatinate,Saarland","West Germany","12.15","8","351","1","4","15","30","70","10.57","13.73","1","120","6","9"
"1985","Saxony","East Germany","","","","","","","","","","","","","",""
"1985","Saxony","West Germany","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","East Germany","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","West Germany","","","","","","","","","","","","","",""
"1985","Schleswig-Holstein","East Germany","","","","","","","","","","","","","",""
"1985","Schleswig-Holstein","West Germany","14.59","10","172","2","4","20","35","70","12.41","16.77","1","100","8","12"
"1985","Thuringia","East Germany","","","","","","","","","","","","","",""
"1985","Thuringia","West Germany","","","","","","","","","","","","","",""
"1986","Baden-W?rttemberg","East Germany","","","","","","","","","","","","","",""
"1986","Baden-W?rttemberg","West Germany","","","","","","","","","","","","","",""
"1986","Bavaria","East Germany","","","","","","","","","","","","","",""
"1986","Bavaria","West Germany","","","","","","","","","","","","","",""
"1986","Berlin","East Germany","","","","","","","","","","","","","",""
"1986","Berlin","West Germany","","","","","","","","","","","","","",""
"1986","Brandenburg","East Germany","","","","","","","","","","","","","",""
"1986","Brandenburg","West Germany","","","","","","","","","","","","","",""
"1986","Bremen","East Germany","","","","","","","","","","","","","",""
"1986","Bremen","West Germany","","","","","","","","","","","","","",""
"1986","Hamburg","East Germany","","","","","","","","","","","","","",""
"1986","Hamburg","West Germany","","","","","","","","","","","","","",""
"1986","Hesse","East Germany","","","","","","","","","","","","","",""
"1986","Hesse","West Germany","","","","","","","","","","","","","",""
"1986","Lower Saxony","East Germany","","","","","","","","","","","","","",""
"1986","Lower Saxony","West Germany","","","","","","","","","","","","","",""
"1986","Mecklenburg-Western Pomerania","East Germany","","","","","","","","","","","","","",""
"1986","Mecklenburg-Western Pomerania","West Germany","","","","","","","","","","","","","",""
"1986","North Rhine-Westphalia","East Germany","","","","","","","","","","","","","",""
"1986","North Rhine-Westphalia","West Germany","","","","","","","","","","","","","",""
"1986","Rhineland-Palatinate,Saarland","East Germany","","","","","","","","","","","","","",""
"1986","Rhineland-Palatinate,Saarland","West Germany","","","","","","","","","","","","","",""
"1986","Saxony","East Germany","","","","","","","","","","","","","",""
"1986","Saxony","West Germany","","","","","","","","","","","","","",""
"1986","Saxony-Anhalt","East Germany","","","","","","","","","","","","","",""
"1986","Saxony-Anhalt","West Germany","","","","","","","","","","","","","",""
"1986","Schleswig-Holstein","East Germany","","","","","","","","","","","","","",""
"1986","Schleswig-Holstein","West Germany","","","","","","","","","","","","","",""
"1986","Thuringia","East Germany","","","","","","","","","","","","","",""
"1986","Thuringia","West Germany","","","","","","","","","","","","","",""
"1987","Baden-W?rttemberg","East Germany","","","","","","","","","","","","","",""
"1987","Baden-W?rttemberg","West Germany","","","","","","","","","","","","","",""
"1987","Bavaria","East Germany","","","","","","","","","","","","","",""
"1987","Bavaria","West Germany","","","","","","","","","","","","","",""
"1987","Berlin","East Germany","","","","","","","","","","","","","",""
"1987","Berlin","West Germany","","","","","","","","","","","","","",""
"1987","Brandenburg","East Germany","","","","","","","","","","","","","",""
"1987","Brandenburg","West Germany","","","","","","","","","","","","","",""
"1987","Bremen","East Germany","","","","","","","","","","","","","",""
"1987","Bremen","West Germany","","","","","","","","","","","","","",""
"1987","Hamburg","East Germany","","","","","","","","","","","","","",""
"1987","Hamburg","West Germany","","","","","","","","","","","","","",""
"1987","Hesse","East Germany","","","","","","","","","","","","","",""
"1987","Hesse","West Germany","","","","","","","","","","","","","",""
"1987","Lower Saxony","East Germany","","","","","","","","","","","","","",""
"1987","Lower Saxony","West Germany","","","","","","","","","","","","","",""
"1987","Mecklenburg-Western Pomerania","East Germany","","","","","","","","","","","","","",""
"1987","Mecklenburg-Western Pomerania","West Germany","","","","","","","","","","","","","",""
"1987","North Rhine-Westphalia","East Germany","","","","","","","","","","","","","",""
"1987","North Rhine-Westphalia","West Germany","","","","","","","","","","","","","",""
"1987","Rhineland-Palatinate,Saarland","East Germany","","","","","","","","","","","","","",""
"1987","Rhineland-Palatinate,Saarland","West Germany","","","","","","","","","","","","","",""
"1987","Saxony","East Germany","","","","","","","","","","","","","",""
"1987","Saxony","West Germany","","","","","","","","","","","","","",""
"1987","Saxony-Anhalt","East Germany","","","","","","","","","","","","","",""
"1987","Saxony-Anhalt","West Germany","","","","","","","","","","","","","",""
"1987","Schleswig-Holstein","East Germany","","","","","","","","","","","","","",""
"1987","Schleswig-Holstein","West Germany","","","","","","","","","","","","","",""
"1987","Thuringia","East Germany","","","","","","","","","","","","","",""
"1987","Thuringia","West Germany","","","","","","","","","","","","","",""
"1988","Baden-W?rttemberg","East Germany","","","","","","","","","","","","","",""
"1988","Baden-W?rttemberg","West Germany","","","","","","","","","","","","","",""
"1988","Bavaria","East Germany","","","","","","","","","","","","","",""
"1988","Bavaria","West Germany","","","","","","","","","","","","","",""
"1988","Berlin","East Germany","","","","","","","","","","","","","",""
"1988","Berlin","West Germany","","","","","","","","","","","","","",""
"1988","Brandenburg","East Germany","","","","","","","","","","","","","",""
"1988","Brandenburg","West Germany","","","","","","","","","","","","","",""
"1988","Bremen","East Germany","","","","","","","","","","","","","",""
"1988","Bremen","West Germany","","","","","","","","","","","","","",""
"1988","Hamburg","East Germany","","","","","","","","","","","","","",""
"1988","Hamburg","West Germany","","","","","","","","","","","","","",""
"1988","Hesse","East Germany","","","","","","","","","","","","","",""
"1988","Hesse","West Germany","","","","","","","","","","","","","",""
