"year","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","(0) in school","","","","","","","","","","","","","",""
"1985","(1a) inadequately completed","7.69","5","432","1","2","10","20","40","6.9","8.48","0","60","4","5"
"1985","(1b) general elementary school","9.09","5","1026","1","2","10","20","60","8.4","9.78","0","150","5","6"
"1985","(1c) basic vocational qualification","12.47","7","2001","1","3","15","27","80","11.6","13.34","0","360","7","8"
"1985","(2a) intermediate vocational","12.31","9","765","2","3","16","26","60","11.36","13.26","0","130","8","10"
"1985","(2b) intermediate general qualification","9.13","5.57","198","1","3","12","20","46","7.75","10.51","1","60","5","8"
"1985","(2c_gen) general maturity certificate","10.45","6.39","134","2","3","15","23","75","8.53","12.37","1","75","5","10"
"1985","(2c_voc) vocational maturity certificate","13.41","8","220","2","3","16","30","95","10.39","16.43","1","250","5","8"
"1985","(3a) lower tertiary education","16.6","10","151","2","5","20","38","100","13.47","19.73","1","113","7","13"
"1985","(3b) higher tertiary education","14.15","8","340","2","3","20","30","82","12.37","15.93","1","100","7","10"
"1986","(0) in school","","","","","","","","","","","","","",""
"1986","(1a) inadequately completed","","","","","","","","","","","","","",""
"1986","(1b) general elementary school","","","","","","","","","","","","","",""
"1986","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1986","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1986","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1986","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1986","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1986","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1986","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1987","(0) in school","","","","","","","","","","","","","",""
"1987","(1a) inadequately completed","","","","","","","","","","","","","",""
"1987","(1b) general elementary school","","","","","","","","","","","","","",""
"1987","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1987","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1987","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1987","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1987","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1987","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1987","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1988","(0) in school","","","","","","","","","","","","","",""
"1988","(1a) inadequately completed","","","","","","","","","","","","","",""
"1988","(1b) general elementary school","","","","","","","","","","","","","",""
"1988","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1988","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1988","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1988","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1988","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1988","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1988","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1989","(0) in school","","","","","","","","","","","","","",""
"1989","(1a) inadequately completed","","","","","","","","","","","","","",""
"1989","(1b) general elementary school","","","","","","","","","","","","","",""
"1989","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1989","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1989","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1989","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1989","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1989","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1989","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1990","(0) in school","","","","","","","","","","","","","",""
"1990","(1a) inadequately completed","10.6","6","332","1","2","13","25","60","9.46","11.74","0","80","4","6"
"1990","(1b) general elementary school","9.31","5","887","1","2","10","19","60","8.29","10.33","0","300","5","5"
"1990","(1c) basic vocational qualification","13.02","8","1687","2","4","16","28","90","12.22","13.82","0","300","7","8"
"1990","(2a) intermediate vocational","13.98","10","746","2","4","18","30","88","12.6","15.36","1","330","8","10"
"1990","(2b) intermediate general qualification","13.18","7.88","190","1","4","18","30","70","10.92","15.44","1","130","6","10"
"1990","(2c_gen) general maturity certificate","19.48","10","129","3","5","20","45","207","14.28","24.68","1","207","8","12"
"1990","(2c_voc) vocational maturity certificate","15.39","10","221","2","5","18","30","150","12.79","17.99","1","150","7","11"
"1990","(3a) lower tertiary education","20.41","12","155","3","6","24","40","110","15.43","25.39","0","330","10","15"
"1990","(3b) higher tertiary education","16.41","10","315","2","5","20","38","85","13.82","19","0","240","9","12"
"1991","(0) in school","","","","","","","","","","","","","",""
"1991","(1a) inadequately completed","","","","","","","","","","","","","",""
"1991","(1b) general elementary school","","","","","","","","","","","","","",""
"1991","(1c) basic vocational qualification","27.59","10","172","4","6","15","25","450","14.79","40.39","1","700","10","12"
"1991","(2a) intermediate vocational","44.61","10","373","5","6","25","70","550","33.23","55.99","0","999","10","15"
"1991","(2b) intermediate general qualification","67.76","13.21","50","5","8","35","150","600","30.25","105.27","3","600","10","20"
"1991","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1991","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1991","(3a) lower tertiary education","36.3","10","131","4","7","17","35","750","18.3","54.3","2","750","10","12"
"1991","(3b) higher tertiary education","53.83","12","70","7","10","25","150","750","21.17","86.49","2","750","11","18"
"1992","(0) in school","","","","","","","","","","","","","",""
"1992","(1a) inadequately completed","","","","","","","","","","","","","",""
"1992","(1b) general elementary school","","","","","","","","","","","","","",""
"1992","(1c) basic vocational qualification","30.71","10","157","5","7","20","33","550","16.43","44.99","1","800","10","15"
"1992","(2a) intermediate vocational","41.98","12.96","334","5","7","25","50","600","30.92","53.04","1","650","12","15"
"1992","(2b) intermediate general qualification","51.91","12.97","40","6","10","25","120","500","4.75","99.07","3","635","11","25"
"1992","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1992","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1992","(3a) lower tertiary education","27.29","10","120","5","7","20","30","500","13.08","41.5","3","550","9","15"
"1992","(3b) higher tertiary education","37.95","15","68","8","10","25","55","425","22.93","52.97","3","425","12","20"
"1993","(0) in school","","","","","","","","","","","","","",""
"1993","(1a) inadequately completed","8.15","5","307","1","2","10","20","65","6.96","9.34","0","90","3","5"
"1993","(1b) general elementary school","8.14","5","919","1","2","10","20","50","7.47","8.81","0","106","4","5"
"1993","(1c) basic vocational qualification","11.49","6","2124","1","2","15","29","65","10.9","12.08","0","180","5","6"
"1993","(2a) intermediate vocational","11.69","7","1653","1","2","16","27","63","11.06","12.32","0","110","5","7"
"1993","(2b) intermediate general qualification","11.31","7","262","1","2","15","25","70","9.96","12.66","0","70","5","9"
"1993","(2c_gen) general maturity certificate","17.41","10","162","0","3","22","42","115","14.54","20.28","0","115","8","12"
"1993","(2c_voc) vocational maturity certificate","13.15","8","309","1","3","18","32","60","11.11","15.19","0","165","7","8"
"1993","(3a) lower tertiary education","10.85","6","566","1","2","15","28","55","9.84","11.86","0","110","5","6"
"1993","(3b) higher tertiary education","13.23","8","543","1","3","17","30","75","11.97","14.49","0","120","6","9"
"1994","(0) in school","","","","","","","","","","","","","",""
"1994","(1a) inadequately completed","","","","","","","","","","","","","",""
"1994","(1b) general elementary school","","","","","","","","","","","","","",""
"1994","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1994","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1994","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1994","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1994","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1994","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1994","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1995","(0) in school","","","","","","","","","","","","","",""
"1995","(1a) inadequately completed","8.65","5","257","1","2","12","20","44","7.39","9.91","0","70","3","5"
"1995","(1b) general elementary school","9.28","5","810","1","2","10","20","87","8.34","10.22","0","150","4","6"
"1995","(1c) basic vocational qualification","12.09","7","2057","1","2","15","30","75","11.26","12.92","0","440","6","7"
"1995","(2a) intermediate vocational","13.74","8","1771","1","3","18","30","75","12.38","15.1","0","600","7","8"
"1995","(2b) intermediate general qualification","12.89","6","268","1","2","16","30","100","10","15.78","0","220","5","8"
"1995","(2c_gen) general maturity certificate","21.74","10","202","1","3","25","45","200","14.39","29.09","0","550","6","10"
"1995","(2c_voc) vocational maturity certificate","15.76","8","368","1","4","20","35","100","12.65","18.87","0","500","7","10"
"1995","(3a) lower tertiary education","15.22","8","597","1","3","20","35","120","13.42","17.02","0","300","6","8"
"1995","(3b) higher tertiary education","16.92","10","640","1","3","20","40","90","13.8","20.04","0","750","8","10"
"1996","(0) in school","","","","","","","","","","","","","",""
"1996","(1a) inadequately completed","","","","","","","","","","","","","",""
"1996","(1b) general elementary school","","","","","","","","","","","","","",""
"1996","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1996","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1996","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1996","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1996","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1996","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1996","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1997","(0) in school","","","","","","","","","","","","","",""
"1997","(1a) inadequately completed","23","15","81","5","7","20","30","186","0.2","45.8","1","800","10","20"
"1997","(1b) general elementary school","23.06","14","282","5","7","25","45","180","16.25","29.87","1","600","12","15"
"1997","(1c) basic vocational qualification","24.19","15","905","6","10","28","45","130","22.22","26.16","1","370","15","15"
"1997","(2a) intermediate vocational","30.83","19.86","855","7","12","30","45","400","26.45","35.21","2","800","17","20"
"1997","(2b) intermediate general qualification","39.18","17","122","7","12","30","71","490","20.16","58.2","2","500","15","20"
