"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2006","66 and older","10.17","5","109","1","2","10","26","65","7.37","12.97","1","85","4","8"
"2007","16-34 y.","22.9","10","2730","2","4","22","40","300","20.67","25.13","1","999","10","12"
"2007","35-65 y.","20.62","10","7218","2","4","21","40","230","19.35","21.89","1","999","10","10"
"2007","66 and older","18.1","5","102","1","2","12","36","90","6.12","30.08","1","600","3","10"
"2008","16-34 y.","23.6","10","2627","1","4","25","42","360","21.08","26.12","1","900","10","12"
"2008","35-65 y.","20.43","10","6928","2","4","21","40","240","19.07","21.79","1","999","10","10"
"2008","66 and older","11.99","5","108","1","1","15","30","80","8.59","15.39","1","85","3","7"
"2009","16-34 y.","22.63","11","2387","2","4","25","40","270","19.95","25.31","1","999","10","12"
"2009","35-65 y.","20.68","10","6492","2","4","21","40","235","19.29","22.07","1","999","10","11"
"2009","66 and older","12.55","5","131","1","1","12","30","85","6.41","18.69","1","350","4","7"
"2010","16-34 y.","24.33","12","3453","2","4","25","42","400","22.38","26.28","1","999","10","12"
"2010","35-65 y.","20.59","10","8716","1","4","22","40","200","19.4","21.78","1","999","10","10"
"2010","66 and older","14.45","5","134","1","2","12","30","120","10.88","18.02","1","120","3","7"
"2011","16-34 y.","22.05","10","3854","2","4","25","45","200","20.32","23.78","1","999","10","11"
"2011","35-65 y.","20.4","10","10904","1","4","22","40","238","19.34","21.46","1","999","10","10"
"2011","66 and older","28.35","6","144","1","1","15","40","999","10.15","46.55","1","999","4","8"
"2012","16-34 y.","21.25","10","3667","2","3","24","40","205","19.5","23","0","999","10","10"
"2012","35-65 y.","20.25","10","10858","1","3","21","40","200","19.18","21.32","0","999","10","10"
"2012","66 and older","13.83","6","177","1","2","12","25","200","2.45","25.21","1","999","5","7"
"2013","16-34 y.","20.02","10","4618","2","4","20","40","220","18.66","21.38","1","999","10","10"
"2013","35-65 y.","20.78","10","12036","1","4","22","40","280","19.86","21.7","1","999","10","10"
"2013","66 and older","16.02","5","179","1","2","12","40","120","2.1","29.94","1","999","4","7"
"2014","16-34 y.","","","","","","","","","","","","","",""
"2014","35-65 y.","","","","","","","","","","","","","",""
"2014","66 and older","","","","","","","","","","","","","",""
"2015","16-34 y.","15.93","10","3927","2","4","20","40","84","15.31","16.55","0","480","8","10"
"2015","35-65 y.","15.74","10","10391","1","4","20","35","88","15.34","16.14","0","800","10","10"
"2015","66 and older","9.42","5","203","1","2","12","25","60","7.63","11.21","1","75","3","6"
"2016","16-34 y.","","","","","","","","","","","","","",""
"2016","35-65 y.","","","","","","","","","","","","","",""
"2016","66 and older","","","","","","","","","","","","","",""
"2017","16-34 y.","15.53","10","3777","2","4","20","35","80","14.98","16.08","1","250","10","10"
"2017","35-65 y.","15.88","10","10853","2","4","20","35","86","15.5","16.26","1","700","10","10"
"2017","66 and older","8.57","5","251","1","2","12","20","40","7.09","10.05","1","103","5","7"
"2018","16-34 y.","","","","","","","","","","","","","",""
"2018","35-65 y.","","","","","","","","","","","","","",""
"2018","66 and older","","","","","","","","","","","","","",""
"2019","16-34 y.","15.52","10","3378","2","4","20","35","88","14.95","16.09","1","200","9","10"
"2019","35-65 y.","15.39","10","10826","2","4","20","35","81","15.01","15.77","1","675","10","10"
"2019","66 and older","9.57","5","435","1","2","12","21","70","6.65","12.49","1","450","5","6"
