"year","hgtyp1hh","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","(Married) couple without C.","general elemantary","9.54","5","179","1","3","10","21","60","7.46","11.62","0","150","4","6"
"1985","(Married) couple without C.","higher education","14.04","10","111","2","5","18","30","77","11.21","16.87","1","90","7","12"
"1985","(Married) couple without C.","higher vocational","11.08","7","67","1","2","13","26","104","7.61","14.55","1","104","6","10"
"1985","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"1985","(Married) couple without C.","inadequately","9.11","8","55","1","4","15","16","30","7.21","11.01","1","30","4","8"
"1985","(Married) couple without C.","middle vocational","12.56","8","592","2","3","16","26","82","11.43","13.69","1","120","7","10"
"1985","(Married) couple without C.","vocational + Abi","10.99","7","32","2","4","15","25","32","7.76","14.22","1","32","3","13"
"1985","1-pers.-HH","general elemantary","8.73","5","74","1","2","10","20","42","6.58","10.88","1","42","3","8"
"1985","1-pers.-HH","higher education","10.16","5","63","1","2","13","22","73","7.12","13.2","1","73","4","8"
"1985","1-pers.-HH","higher vocational","14.43","9.49","37","2","4","20","38","60","9.24","19.62","1","60","6","14"
"1985","1-pers.-HH","in school","","","","","","","","","","","","","",""
"1985","1-pers.-HH","inadequately","","","","","","","","","","","","","",""
"1985","1-pers.-HH","middle vocational","9.37","6","241","1","3","12","21","60","8.05","10.69","1","65","5","7"
"1985","1-pers.-HH","vocational + Abi","","","","","","","","","","","","","",""
"1985","Couple + C. GT 16 ","general elemantary","8.35","6","277","1","2","10","18","50","7.23","9.47","1","80","5","7"
"1985","Couple + C. GT 16 ","higher education","15.31","7.87","74","2","4","23","40","100","11.31","19.31","1","100","6","12"
"1985","Couple + C. GT 16 ","higher vocational","18.33","6.17","57","1","3","13","26","360","5.75","30.91","0","360","5","10"
"1985","Couple + C. GT 16 ","in school","","","","","","","","","","","","","",""
"1985","Couple + C. GT 16 ","inadequately","5.83","3.79","61","1","1","9","15","20","4.61","7.05","0","20","2","5"
"1985","Couple + C. GT 16 ","middle vocational","11.65","8","544","2","4","15","25","60","10.23","13.07","1","250","7","9"
"1985","Couple + C. GT 16 ","vocational + Abi","","","","","","","","","","","","","",""
"1985","Couple + C. LE 16","general elemantary","9.45","6","261","1","3","10","25","65","8.21","10.69","1","70","4","6"
"1985","Couple + C. LE 16","higher education","18.03","9.69","176","2","5","25","46","100","14.96","21.1","1","113","7","10"
"1985","Couple + C. LE 16","higher vocational","13.71","8","115","1","2","18","28","95","8.85","18.57","1","250","6","10"
"1985","Couple + C. LE 16","in school","","","","","","","","","","","","","",""
"1985","Couple + C. LE 16","inadequately","8.04","4","129","1","2","11","20","40","6.43","9.65","0","40","3","5"
"1985","Couple + C. LE 16","middle vocational","13.7","8","757","1","3","15","30","89","12.16","15.24","0","280","6","8"
"1985","Couple + C. LE 16","vocational + Abi","14.52","8","49","2","4","19","30","50","8.91","20.13","1","120","5","10"
"1985","Couple + C. LE and GT 16","general elemantary","8.03","5","254","1","2","11","20","40","7","9.06","1","60","4","6"
"1985","Couple + C. LE and GT 16","higher education","12.34","8","35","1","3","15","27","76","7.55","17.13","1","76","5","12"
"1985","Couple + C. LE and GT 16","higher vocational","","","","","","","","","","","","","",""
"1985","Couple + C. LE and GT 16","in school","","","","","","","","","","","","","",""
"1985","Couple + C. LE and GT 16","inadequately","7.28","5.03","84","1","2","10","15","40","5.66","8.9","1","40","3","8"
"1985","Couple + C. LE and GT 16","middle vocational","13.96","8","327","1","3","17","30","130","12","15.92","0","160","6","9"
"1985","Couple + C. LE and GT 16","vocational + Abi","","","","","","","","","","","","","",""
"1985","Single parent","general elemantary","9.78","6","85","1","3","13","20","70","7.58","11.98","1","70","4","7"
"1985","Single parent","higher education","","","","","","","","","","","","","",""
"1985","Single parent","higher vocational","","","","","","","","","","","","","",""
"1985","Single parent","in school","","","","","","","","","","","","","",""
"1985","Single parent","inadequately","","","","","","","","","","","","","",""
"1985","Single parent","middle vocational","11.24","7","135","1","3","15","27","56","9.2","13.28","1","60","5","9"
"1985","Single parent","vocational + Abi","","","","","","","","","","","","","",""
"1986","(Married) couple without C.","general elemantary","","","","","","","","","","","","","",""
"1986","(Married) couple without C.","higher education","","","","","","","","","","","","","",""
"1986","(Married) couple without C.","higher vocational","","","","","","","","","","","","","",""
"1986","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"1986","(Married) couple without C.","inadequately","","","","","","","","","","","","","",""
"1986","(Married) couple without C.","middle vocational","","","","","","","","","","","","","",""
"1986","(Married) couple without C.","vocational + Abi","","","","","","","","","","","","","",""
"1986","1-pers.-HH","general elemantary","","","","","","","","","","","","","",""
"1986","1-pers.-HH","higher education","","","","","","","","","","","","","",""
"1986","1-pers.-HH","higher vocational","","","","","","","","","","","","","",""
"1986","1-pers.-HH","in school","","","","","","","","","","","","","",""
"1986","1-pers.-HH","inadequately","","","","","","","","","","","","","",""
"1986","1-pers.-HH","middle vocational","","","","","","","","","","","","","",""
"1986","1-pers.-HH","vocational + Abi","","","","","","","","","","","","","",""
"1986","Couple + C. GT 16 ","general elemantary","","","","","","","","","","","","","",""
"1986","Couple + C. GT 16 ","higher education","","","","","","","","","","","","","",""
"1986","Couple + C. GT 16 ","higher vocational","","","","","","","","","","","","","",""
"1986","Couple + C. GT 16 ","in school","","","","","","","","","","","","","",""
"1986","Couple + C. GT 16 ","inadequately","","","","","","","","","","","","","",""
"1986","Couple + C. GT 16 ","middle vocational","","","","","","","","","","","","","",""
"1986","Couple + C. GT 16 ","vocational + Abi","","","","","","","","","","","","","",""
"1986","Couple + C. LE 16","general elemantary","","","","","","","","","","","","","",""
"1986","Couple + C. LE 16","higher education","","","","","","","","","","","","","",""
"1986","Couple + C. LE 16","higher vocational","","","","","","","","","","","","","",""
"1986","Couple + C. LE 16","in school","","","","","","","","","","","","","",""
"1986","Couple + C. LE 16","inadequately","","","","","","","","","","","","","",""
"1986","Couple + C. LE 16","middle vocational","","","","","","","","","","","","","",""
