"year","hgtyp1hh","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","(Married) couple without C.","Female","10.05","7","474","1","3","13","21","55","8.96","11.14","1","150","5","7"
"1985","(Married) couple without C.","Male","13.78","10","572","2","4","17","30","86","12.56","15","0","120","8","10"
"1985","1-pers.-HH","Female","9.36","5","206","1","3","12","21","60","7.95","10.77","1","60","4","6"
"1985","1-pers.-HH","Male","10.39","6","252","1","3","15","24","62","8.91","11.87","1","73","5","7"
"1985","Couple + C. GT 16 ","Female","8.45","5","417","1","2","12","18","45","7.64","9.26","0","60","5","6"
"1985","Couple + C. GT 16 ","Male","13.39","8","626","2","4","16","27","100","11.63","15.15","0","360","7","9"
"1985","Couple + C. LE 16","Female","8.58","5","463","1","2","10","20","65","7.67","9.49","0","100","4","5"
"1985","Couple + C. LE 16","Male","15.78","9","1040","2","4","20","33","100","14.43","17.13","0","280","7","9"
"1985","Couple + C. LE and GT 16","Female","8.14","4","246","1","2","10","20","40","7.01","9.27","0","80","3","5"
"1985","Couple + C. LE and GT 16","Male","13.17","8","497","1","4","16","27","76","11.8","14.54","1","160","6","8"
"1985","Single parent","Female","10.49","6","173","1","3","14","25","60","8.78","12.2","1","70","5","9"
"1985","Single parent","Male","11.7","7","96","2","3","15","30","60","9.46","13.94","1","60","4","10"
"1986","(Married) couple without C.","Female","","","","","","","","","","","","","",""
"1986","(Married) couple without C.","Male","","","","","","","","","","","","","",""
"1986","1-pers.-HH","Female","","","","","","","","","","","","","",""
"1986","1-pers.-HH","Male","","","","","","","","","","","","","",""
"1986","Couple + C. GT 16 ","Female","","","","","","","","","","","","","",""
"1986","Couple + C. GT 16 ","Male","","","","","","","","","","","","","",""
"1986","Couple + C. LE 16","Female","","","","","","","","","","","","","",""
"1986","Couple + C. LE 16","Male","","","","","","","","","","","","","",""
"1986","Couple + C. LE and GT 16","Female","","","","","","","","","","","","","",""
"1986","Couple + C. LE and GT 16","Male","","","","","","","","","","","","","",""
"1986","Single parent","Female","","","","","","","","","","","","","",""
"1986","Single parent","Male","","","","","","","","","","","","","",""
"1987","(Married) couple without C.","Female","","","","","","","","","","","","","",""
"1987","(Married) couple without C.","Male","","","","","","","","","","","","","",""
"1987","1-pers.-HH","Female","","","","","","","","","","","","","",""
"1987","1-pers.-HH","Male","","","","","","","","","","","","","",""
"1987","Couple + C. GT 16 ","Female","","","","","","","","","","","","","",""
"1987","Couple + C. GT 16 ","Male","","","","","","","","","","","","","",""
"1987","Couple + C. LE 16","Female","","","","","","","","","","","","","",""
"1987","Couple + C. LE 16","Male","","","","","","","","","","","","","",""
"1987","Couple + C. LE and GT 16","Female","","","","","","","","","","","","","",""
"1987","Couple + C. LE and GT 16","Male","","","","","","","","","","","","","",""
"1987","Single parent","Female","","","","","","","","","","","","","",""
"1987","Single parent","Male","","","","","","","","","","","","","",""
"1988","(Married) couple without C.","Female","","","","","","","","","","","","","",""
"1988","(Married) couple without C.","Male","","","","","","","","","","","","","",""
"1988","1-pers.-HH","Female","","","","","","","","","","","","","",""
"1988","1-pers.-HH","Male","","","","","","","","","","","","","",""
"1988","Couple + C. GT 16 ","Female","","","","","","","","","","","","","",""
"1988","Couple + C. GT 16 ","Male","","","","","","","","","","","","","",""
"1988","Couple + C. LE 16","Female","","","","","","","","","","","","","",""
"1988","Couple + C. LE 16","Male","","","","","","","","","","","","","",""
"1988","Couple + C. LE and GT 16","Female","","","","","","","","","","","","","",""
"1988","Couple + C. LE and GT 16","Male","","","","","","","","","","","","","",""
"1988","Single parent","Female","","","","","","","","","","","","","",""
"1988","Single parent","Male","","","","","","","","","","","","","",""
"1989","(Married) couple without C.","Female","","","","","","","","","","","","","",""
"1989","(Married) couple without C.","Male","","","","","","","","","","","","","",""
"1989","1-pers.-HH","Female","","","","","","","","","","","","","",""
"1989","1-pers.-HH","Male","","","","","","","","","","","","","",""
"1989","Couple + C. GT 16 ","Female","","","","","","","","","","","","","",""
"1989","Couple + C. GT 16 ","Male","","","","","","","","","","","","","",""
"1989","Couple + C. LE 16","Female","","","","","","","","","","","","","",""
"1989","Couple + C. LE 16","Male","","","","","","","","","","","","","",""
"1989","Couple + C. LE and GT 16","Female","","","","","","","","","","","","","",""
"1989","Couple + C. LE and GT 16","Male","","","","","","","","","","","","","",""
"1989","Single parent","Female","","","","","","","","","","","","","",""
"1989","Single parent","Male","","","","","","","","","","","","","",""
"1990","(Married) couple without C.","Female","10.76","7","497","2","3","15","23","60","9.36","12.16","0","240","5","8"
"1990","(Married) couple without C.","Male","15.86","10","563","2","5","20","36","110","14.08","17.64","0","300","8","10"
"1990","1-pers.-HH","Female","12.4","7","177","2","4","15","25","100","10.13","14.67","0","120","6","10"
"1990","1-pers.-HH","Male","12.7","8","228","2","4","15","25","92","10.65","14.75","1","100","6","8"
"1990","Couple + C. GT 16 ","Female","10.09","5","419","1","2","12","22","65","8","12.18","0","330","5","6"
"1990","Couple + C. GT 16 ","Male","15.81","9","653","2","4","20","35","95","14.15","17.47","0","330","8","10"
"1990","Couple + C. LE 16","Female","8.39","6","409","1","2","11","19","43","7.6","9.18","0","58","4","6"
"1990","Couple + C. LE 16","Male","15.8","10","812","2","5","20","35","80","14.55","17.05","0","250","8","10"
"1990","Couple + C. LE and GT 16","Female","8.62","5","186","1","2","10","20","50","6.92","10.32","0","120","4","5"
"1990","Couple + C. LE and GT 16","Male","18.33","10","300","2","5","23","35","200","15.36","21.3","0","300","7","10"
"1990","Single parent","Female","10.63","6","138","1","3","14","25","65","8.72","12.54","1","65","5","7"
"1990","Single parent","Male","17.88","10","101","2","5","20","45","110","13.73","22.03","1","110","6","10"
"1991","(Married) couple without C.","Female","15.36","10.55","45","5","6","15","30","36","4.9","25.82","3","240","8","14"
"1991","(Married) couple without C.","Male","31.98","10","63","4","6","17","50","750","7.04","56.92","2","750","10","13"
"1991","1-pers.-HH","Female","","","","","","","","","","","","","",""
"1991","1-pers.-HH","Male","","","","","","","","","","","","","",""
"1991","Couple + C. GT 16 ","Female","20.07","9.51","74","3","5","20","35","150","12.43","27.71","2","160","8","15"
"1991","Couple + C. GT 16 ","Male","49.98","12","137","5","7","25","75","600","28.13","71.83","1","700","10","17"
"1991","Couple + C. LE 16","Female","10.36","8","111","4","5","15","18","50","8.95","11.77","0","50","8","10"
"1991","Couple + C. LE 16","Male","59.76","15","231","5","8","30","140","600","43.01","76.51","1","750","13","18"
"1991","Couple + C. LE and GT 16","Female","23.23","10","32","7","8","17","30","200","7.45","39.01","4","200","9","15"
"1991","Couple + C. LE and GT 16","Male","88.75","15","53","5","9","30","360","999","38.69","138.81","4","999","10","20"
"1991","Single parent","Female","","","","","","","","","","","","","",""
"1991","Single parent","Male","","","","","","","","","","","","","",""
"1992","(Married) couple without C.","Female","14.23","10","41","5","7","15","25","92","9.45","19.01","2","92","8","15"
"1992","(Married) couple without C.","Male","20.6","10.59","60","4","8","20","33","120","14.13","27.07","2","120","9","17"
"1992","1-pers.-HH","Female","","","","","","","","","","","","","",""
"1992","1-pers.-HH","Male","","","","","","","","","","","","","",""
"1992","Couple + C. GT 16 ","Female","44.58","10","63","5","6","20","50","600","9.44","79.72","2","635","8","13"
"1992","Couple + C. GT 16 ","Male","46.38","15.53","119","5","9","25","75","500","27.91","64.85","1","500","12","20"
"1992","Couple + C. LE 16","Female","13.15","10","112","4","6","18","25","51","11.17","15.13","1","70","8","12"
"1992","Couple + C. LE 16","Male","63.39","15","198","5","8","26","170","650","44.09","82.69","1","800","15","18"
"1992","Couple + C. LE and GT 16","Female","15.01","11.49","37","5","7","18","20","153","6.72","23.3","4","153","9","16"
"1992","Couple + C. LE and GT 16","Male","71.05","15.15","52","5","9","25","420","500","33.31","108.79","3","500","12","20"
"1992","Single parent","Female","","","","","","","","","","","","","",""
"1992","Single parent","Male","","","","","","","","","","","","","",""
"1993","(Married) couple without C.","Female","10.67","6","766","1","2","15","25","62","9.74","11.6","0","125","5","6"
"1993","(Married) couple without C.","Male","13.26","8","756","1","3","16","32","65","12.16","14.36","0","150","6","8"
