"year","e11102","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Employed","11.93","7","5215","1","3","15","26","75","11.49","12.37","0","360","6","7"
"1985","Not Employed","10.91","6","123","1","2","12","32","52","8.69","13.13","1","90","5","8"
"1986","Employed","","","","","","","","","","","","","",""
"1986","Not Employed","","","","","","","","","","","","","",""
"1987","Employed","","","","","","","","","","","","","",""
"1987","Not Employed","","","","","","","","","","","","","",""
"1988","Employed","","","","","","","","","","","","","",""
"1988","Not Employed","","","","","","","","","","","","","",""
"1989","Employed","","","","","","","","","","","","","",""
"1989","Not Employed","","","","","","","","","","","","","",""
"1990","Employed","13.58","8","4684","2","4","17","30","86","13.04","14.12","0","330","7","8"
"1990","Not Employed","9.78","5","87","2","4","10","20","120","6.61","12.95","1","120","4","6"
"1991","Employed","","","","","","","","","","","","","",""
"1991","Not Employed","","","","","","","","","","","","","",""
"1992","Employed","39.73","12","765","5","8","22","50","550","32.43","47.03","1","800","12","15"
"1992","Not Employed","","","","","","","","","","","","","",""
"1993","Employed","11.5","6","6841","1","2","15","28","70","11.18","11.82","0","180","6","6"
"1993","Not Employed","10.04","6","150","1","2","15","25","50","8.13","11.95","0","80","5","8"
"1994","Employed","","","","","","","","","","","","","",""
"1994","Not Employed","","","","","","","","","","","","","",""
"1995","Employed","13.7","7","7016","1","3","17","30","98","13.08","14.32","0","750","6","7"
"1995","Not Employed","8.09","5","162","1","2","14","25","30","6.19","9.99","0","124","4","7"
"1996","Employed","","","","","","","","","","","","","",""
"1996","Not Employed","","","","","","","","","","","","","",""
"1997","Employed","30.04","18","3158","7","10","30","52","300","27.96","32.12","1","800","16","18"
"1997","Not Employed","57.59","20","56","8","12","40","150","350","31.77","83.41","5","650","15","25"
"1998","Employed","14.99","10","6667","2","4","20","34","90","14.57","15.41","0","200","8","10"
"1998","Not Employed","15.08","8","494","2","4","16","35","110","13","17.16","0","193","7","10"
"1999","Employed","29.98","18","3670","6","10","30","50","300","28.14","31.82","2","999","16","18"
"1999","Not Employed","22.2","14.01","59","5","8","20","55","110","16.23","28.17","2","110","13","20"
"2000","Employed","27.67","17","6330","6","10","30","50","230","26.34","29","1","850","16","18"
"2000","Not Employed","35.58","15","98","5","10","30","60","476","19.01","52.15","2","600","13","20"
"2001","Employed","17.88","10","10755","1","3","20","35","130","16.97","18.79","1","999","10","10"
"2001","Not Employed","14","8","189","1","2","15","30","148","7.72","20.28","1","450","6","10"
"2002","Employed","18.42","10","11417","1","3","20","35","160","17.41","19.43","0","999","10","10"
"2002","Not Employed","28.97","10","177","2","3","24","40","400","17.7","40.24","1","600","7","12"
"2003","Employed","15.78","10","10676","2","4","20","35","100","15.32","16.24","0","600","10","10"
"2003","Not Employed","17.43","10","681","1","3","22","40","123","15.25","19.61","1","250","8","10"
"2004","Employed","19.77","10","10444","2","4","20","36","200","18.79","20.75","0","960","10","10"
"2004","Not Employed","23.17","8","152","1","3","20","40","350","15.96","30.38","1","350","7","10"
"2005","Employed","20.49","10","9802","2","4","20","40","220","19.38","21.6","1","999","10","10"
"2005","Not Employed","19.77","7","139","1","3","25","35","300","10.61","28.93","1","560","5","10"
"2006","Employed","20.58","10","10439","2","4","21","40","233","19.54","21.62","1","999","10","10"
"2006","Not Employed","30.08","8","169","1","2","22","55","336","18.73","41.43","1","580","6","11"
"2007","Employed","21.31","10","9879","2","4","22","40","250","20.2","22.42","1","999","10","10"
"2007","Not Employed","19.15","8","171","1","2","15","35","300","10.99","27.31","1","400","8","10"
"2008","Employed","21.36","10","9488","1","4","22","40","267","20.15","22.57","1","999","10","11"
"2008","Not Employed","17.17","8","175","2","3","20","40","95","10.81","23.53","1","493","6","10"
"2009","Employed","21.3","10","8895","2","4","23","40","250","20.06","22.54","1","999","10","11"
"2009","Not Employed","10.13","5","115","1","2","14","20","70","1.91","18.35","1","450","5","10"
"2010","Employed","21.69","10","11991","1","4","22","40","250","20.67","22.71","1","999","10","10"
"2010","Not Employed","15.77","5","312","1","3","20","30","85","9.97","21.57","1","540","5","10"
"2011","Employed","21.11","10","14520","1","4","22","40","230","20.17","22.05","1","999","10","10"
"2011","Not Employed","15.19","7","382","1","3","15","33","140","12","18.38","1","380","6","8"
"2012","Employed","20.39","10","14306","1","3","22","40","200","19.48","21.3","0","999","10","10"
"2012","Not Employed","23.07","7","396","1","2","20","35","430","15.33","30.81","0","999","6","10"
"2013","Employed","21.16","10","13549","1","4","22","40","260","20.25","22.07","1","999","10","10"
"2013","Not Employed","15.01","8","3284","1","3","18","32","100","13.89","16.13","1","820","7","8"
"2014","Employed","","","","","","","","","","","","","",""
"2014","Not Employed","","","","","","","","","","","","","",""
"2015","Employed","15.79","10","13207","1","4","20","36","86","15.44","16.14","0","800","10","10"
"2015","Not Employed","13.09","7","1314","1","3","16","30","84","12","14.18","0","480","6","8"
"2016","Employed","","","","","","","","","","","","","",""
"2016","Not Employed","","","","","","","","","","","","","",""
"2017","Employed","15.75","10","14524","2","4","20","35","85","15.43","16.07","1","700","10","10"
"2017","Not Employed","9.67","6","357","1","2","14","23","50","8.48","10.86","1","67","5","8"
"2018","Employed","","","","","","","","","","","","","",""
"2018","Not Employed","","","","","","","","","","","","","",""
"2019","Employed","15.33","10","14119","2","4","20","35","85","15","15.66","1","675","10","10"
"2019","Not Employed","13.71","6","520","1","2","17","35","80","12.43","14.99","1","110","5","8"
